,TUBA3D (113457)
ACH-000516,-0.549634641588
ACH-000517,-0.21872154289299997
ACH-000518,-0.425597269384
ACH-000520,-0.334330218684
ACH-000521,-0.42522923938199997
ACH-000522,-0.48149534553
ACH-000524,-0.374395536096
ACH-000527,-0.407824621936
ACH-000528,-0.39568324794200005
ACH-000537,-0.341173313275
ACH-000541,-0.176978940699
ACH-000542,-0.515047223489
ACH-000544,-0.417434942133
ACH-000545,-0.43327973816299997
ACH-000547,-0.22290882434700002
ACH-000548,-0.296615290711
ACH-000549,-0.292786798444
ACH-000550,-0.42806202166
ACH-000552,-0.42662794221999994
ACH-000556,-0.31471360520799996
ACH-000557,-0.451967223385
ACH-000570,-0.27181850016
ACH-000571,-0.0643639259834
ACH-000573,-0.223681026523
ACH-000576,-0.158980379083
ACH-000580,-0.301594344839
ACH-000584,-0.531377663521
ACH-000585,-0.296083124329
ACH-000588,-0.335379820116
ACH-000589,-0.46493245192
ACH-000591,-0.174541446625
ACH-000593,-0.479051026096
ACH-000600,-0.431352999862
ACH-000601,-0.520341586015
ACH-000604,-0.440753029829
ACH-000605,-0.693718417812
ACH-000606,-0.358124891901
ACH-000608,-0.44793574307800005
ACH-000614,-0.21870475841499998
ACH-000616,-0.466769773143
ACH-000618,-0.44949356676200003
ACH-000619,-0.498561840277
ACH-000620,-0.582906104445
ACH-000621,-0.362271856551
ACH-000622,-0.338078036224
ACH-000623,-0.394550453895
ACH-000624,-0.376816909751
ACH-000627,-0.454926370517
ACH-000630,-0.459861971752
ACH-000632,-0.45106294769599997
ACH-000633,-0.47792413429799996
ACH-000637,-0.698107923043
ACH-000638,-0.323403859248
ACH-000646,-0.4010195253
ACH-000647,-0.412730104225
ACH-000648,-0.407679149393
ACH-000649,-0.461451641172
ACH-000651,-0.46611238147100004
ACH-000652,-0.5272660606139999
ACH-000653,-0.484089150524
ACH-000657,-0.529794886758
ACH-000658,-0.36686044946699997
ACH-000661,-0.14567027414699998
ACH-000662,-0.185625235628
ACH-000663,-0.555590782453
ACH-000665,-0.328709521199
ACH-000671,-0.40627388029899997
ACH-000673,-0.48104919398400003
ACH-000676,-0.466961259102
ACH-000677,-0.367428151633
ACH-000681,-0.41324332688500004
ACH-000682,-0.526553694128
ACH-000683,-0.4470106334100001
ACH-000684,-0.221428314576
ACH-000688,-0.437868365238
ACH-000693,-0.389950405024
ACH-000694,-0.39688113258900004
ACH-000695,-0.250036086216
ACH-000696,-0.416952660721
ACH-000697,-0.36393967630699997
ACH-000699,-0.324291349718
ACH-000701,-0.553572270015
ACH-000706,-0.277806218504
ACH-000711,-0.432076276113
ACH-000713,-0.45386629157200004
ACH-000714,-0.251083918609
ACH-000718,-0.306977990489
ACH-000720,-0.404950521257
ACH-000721,-0.681781755971
ACH-000724,-0.47448084638899996
ACH-000725,-0.46172219920900004
ACH-000732,-0.326697906718
ACH-000734,-0.4350521936399999
ACH-000735,-0.34950950522600005
ACH-000736,-0.188695569154
ACH-000738,-0.37281830099
ACH-000746,-0.432216318631
ACH-000747,-0.47137050488000004
ACH-000748,-0.20526962134799998
ACH-000753,-0.268975576952
ACH-000756,-0.529121555863
ACH-000757,-0.535444896261
ACH-000758,-0.370442962539
ACH-000760,-0.23824988916499998
ACH-000763,-0.41205372073200003
ACH-000764,-0.497647966713
ACH-000765,-0.38532030546400003
ACH-000766,-0.45508385859800005
ACH-000767,-0.213886521507
ACH-000768,-0.376640453551
ACH-000769,-0.452163284203
ACH-000770,-0.542414090981
ACH-000771,-0.465248487005
ACH-000773,-0.370502077386
ACH-000776,-0.384622703997
ACH-000777,-0.448300968199
ACH-000778,-0.275105777358
ACH-000781,-0.531444938299
ACH-000782,-0.26865744859
ACH-000783,-0.418889031677
ACH-000784,-0.33893676099299996
ACH-000785,-0.6230778795840001
ACH-000787,-0.40524153776999994
ACH-000788,-0.48026475134900004
ACH-000791,-0.40726963689199996
ACH-000792,-0.224305714091
ACH-000794,-0.183056702823
ACH-000796,-0.733152689102
ACH-000799,-0.516000588207
ACH-000800,-0.227714480727
ACH-000802,-0.3299576445
ACH-000804,-0.49850804110200003
ACH-000805,-0.304225239648
ACH-000809,-0.42403955510799995
ACH-000810,-0.328244405029
ACH-000811,-0.358432080054
ACH-000817,-0.39929391637500006
ACH-000819,-0.483267372658
ACH-000820,-0.241469764794
ACH-000821,-0.400410934886
ACH-000822,-0.274445036153
ACH-000823,-0.329701499394
ACH-000824,-0.304561601036
ACH-000827,-0.5018835966699999
ACH-000829,-0.510328890708
ACH-000831,-0.549810629054
ACH-000832,-0.6076229721459999
ACH-000833,-0.309590026874
ACH-000834,-0.25042529977899997
ACH-000835,-0.47335062774
ACH-000836,-0.701295638018
ACH-000837,-0.37260219311
ACH-000838,0.03549188505
ACH-000839,-0.299986125669
ACH-000840,0.0198205364915
ACH-000841,-0.413988833194
ACH-000843,-0.35482943620499996
ACH-000846,-0.340264204314
ACH-000847,-0.62030475616
ACH-000848,-0.36746526007700003
ACH-000849,-0.456919659538
ACH-000851,-0.62431029346
ACH-000855,-0.301973292389
ACH-000856,-0.51220413419
ACH-000858,-0.433578431517
ACH-000859,-0.48668667545
ACH-000861,-0.5038955364850001
ACH-000862,-0.38592778899499997
ACH-000865,-0.446950101075
ACH-000866,-0.329743941496
ACH-000867,-0.37899851050300004
ACH-000869,-0.289830453612
ACH-000872,-0.568289701525
ACH-000873,-0.593899837147
ACH-000876,-0.32630687664999997
ACH-000878,-0.507664714692
ACH-000880,-0.3406282775
ACH-000881,-0.44114569563699996
ACH-000882,-0.462579848736
ACH-000884,-0.45646752542400004
ACH-000885,-0.46259991964900005
ACH-000887,-0.325346539603
ACH-000888,-0.318471375243
ACH-000889,-0.552762181135
ACH-000890,-0.423235787836
ACH-000896,-0.337604947047
ACH-000898,-0.497881449263
ACH-000900,-0.46396685869800003
ACH-000901,-0.498333823998
ACH-000905,-0.450046232517
ACH-000906,-0.37757136079000003
ACH-000907,-0.424540531906
ACH-000910,-0.376696550381
ACH-000911,-0.316898184762
ACH-000912,-0.39163235885700004
ACH-000913,-0.45787551337800003
ACH-000915,-0.277794120429
ACH-000916,-0.17953584611499998
ACH-000917,-0.5270152768990001
ACH-000921,-0.374969313288
ACH-000924,-0.384099198684
ACH-000926,-0.543616671702
ACH-000928,-0.319778338493
ACH-000929,-0.284431131442
ACH-000932,-0.48390881997900004
ACH-000935,-0.595629633685
ACH-000936,-0.370424383557
ACH-000937,-0.29683213924
ACH-000938,-0.163076572681
ACH-000939,-0.38023336923600004
ACH-000941,-0.650966835137
ACH-000943,-0.574321710704
ACH-000946,-0.41940176138400004
ACH-000947,-0.41294605385399996
ACH-000948,-0.385570942323
ACH-000950,-0.228405531256
ACH-000953,-0.537113491302
ACH-000957,-0.44702315478999993
ACH-000958,-0.387177560752
ACH-000960,-0.141242434198
ACH-000963,-0.501119164693
ACH-000968,-0.35873043746399996
ACH-000969,-0.212951095232
ACH-000973,-0.329559066054
ACH-000974,-0.35762147241
ACH-000975,-0.5475040352489999
ACH-000976,-0.498029387314
ACH-000978,-0.6629209285800001
ACH-000980,-0.433792260134
ACH-000984,-0.572528929309
ACH-000986,-0.49326889877999996
ACH-000988,-0.44981498326200003
ACH-000993,-0.32367837661800003
ACH-000994,-0.351224801959
ACH-000996,-0.372991237938
ACH-001001,-0.42414773957199997
ACH-001020,-0.268724739642
ACH-001028,-0.46906851993999993
ACH-001031,-0.409747494016
ACH-001038,-0.320138086702
ACH-001048,-0.335090622244
ACH-001050,-0.503130666593
ACH-001053,-0.649541371379
ACH-001054,-0.343613488564
ACH-001061,-0.468527023884
ACH-001067,-0.30207305336999996
ACH-001075,-0.431856348148
ACH-001096,-0.290488030867
ACH-001128,-0.227146841983
ACH-001134,-0.503930945783
ACH-001151,-0.345271397717
ACH-001163,-0.386614528372
ACH-001164,-0.45166977065499997
ACH-001173,-0.510643204547
ACH-001183,-0.287217973155
ACH-001184,-0.40553250833000004
ACH-001190,-0.315456668682
ACH-001192,-0.386079947614
ACH-001193,-0.398984454387
ACH-001196,-0.330927074515
ACH-001197,-0.238749405707
ACH-001205,-0.517699540185
ACH-001211,-0.567971536242
ACH-001212,-0.495116388415
ACH-001228,-0.26960700161999995
ACH-001232,-0.39693032565700004
ACH-001239,-0.485065248111
ACH-001274,-0.481935294378
ACH-001275,-0.470417685468
ACH-001277,-0.100357067124
ACH-001278,-0.31224736621300003
ACH-001280,-0.24799224167
ACH-001283,-0.408910704472
ACH-001289,-0.47733314902199997
ACH-001295,-0.43621923723399997
ACH-001300,-0.575708593962
ACH-001301,-0.17926700463300002
ACH-001302,-0.61672346569
ACH-001303,-0.291039662239
ACH-001306,-0.505423737566
ACH-001318,-0.450836231351
ACH-001322,-0.523056375697
ACH-001328,-0.332017021969
ACH-001332,-0.29996328876899997
ACH-001333,-0.506488865682
ACH-001336,-0.252310797187
ACH-001340,-0.271381932817
ACH-001346,-0.273030069573
ACH-001353,-0.32797933239300003
ACH-001354,-0.162748388057
ACH-001367,-0.11634935397099999
ACH-001368,-0.48143474739299996
ACH-001374,-0.548711609331
ACH-001375,-0.42855202489
ACH-001377,-0.500895996008
ACH-001380,-0.412260404605
ACH-001391,-0.15225232212099998
ACH-001407,-0.452174941347
ACH-001408,-0.198469344164
ACH-001413,-0.36460947683899997
ACH-001430,-0.291771397428
ACH-001431,-0.40567697874700004
ACH-001450,-0.387288546115
ACH-001496,-0.34258750527099996
ACH-001500,-0.5587808075039999
ACH-001521,-0.493232947045
ACH-001523,-0.321579506829
ACH-001532,-0.48129693424500003
ACH-001536,-0.31564274194
ACH-001550,-0.653680079944
ACH-001552,-0.27809188733600004
ACH-001554,-0.4776986738600001
ACH-001645,-0.58997597978
ACH-001654,-0.18288947013
ACH-001715,-0.486199864706
ACH-001735,-0.304581640493
ACH-001736,-0.217067058491
ACH-001737,-0.168871392194
ACH-001740,-0.232387565877
ACH-001745,-0.250260834833
ACH-001750,-0.197143362019
ACH-001765,-0.37282038918000004
ACH-001956,-0.429710213098
ACH-001957,-0.49150451453500005
