,SMU1 (55234)
ACH-000323,-1.67999051229
ACH-000324,-1.95356636623
ACH-000329,-2.0531610539700003
ACH-000330,-1.82772396694
ACH-000331,-1.53535551016
ACH-000332,-1.85736732943
ACH-000334,-2.73734305608
ACH-000335,-1.42151160178
ACH-000336,-1.87013504527
ACH-000337,-1.6012091258899999
ACH-000339,-1.9595122864200003
ACH-000341,-1.6209703547499998
ACH-000348,-2.05040799027
ACH-000350,-1.7386010788900004
ACH-000352,-1.72081226654
ACH-000356,-2.0489206965799998
ACH-000361,-1.77812290088
ACH-000362,-2.10674877889
ACH-000363,-2.26914397042
ACH-000364,-2.0071579223400002
ACH-000365,-2.1102468163
ACH-000366,-1.8255400733400002
ACH-000368,-1.76923855681
ACH-000374,-1.9157762452900002
ACH-000375,-1.9387951861400001
ACH-000376,-1.54918538664
ACH-000381,-2.03894812276
ACH-000383,-2.5167421488599997
ACH-000387,-1.90514035788
ACH-000389,-1.5111942941799998
ACH-000390,-1.6780119445500001
ACH-000393,-1.7826002004599997
ACH-000395,-1.9403580049200002
ACH-000397,-1.62898529037
ACH-000401,-1.78969906165
ACH-000402,-2.19197800093
ACH-000403,-1.9189923176700001
ACH-000404,-1.70461285591
ACH-000406,-2.18676889711
ACH-000407,-1.58604266783
ACH-000408,-1.52266220718
ACH-000410,-1.6309766551700002
ACH-000411,-1.5415983303999998
ACH-000414,-1.7809493451499998
ACH-000415,-1.57918112279
ACH-000416,-1.59068464338
ACH-000420,-1.6735433733200002
ACH-000421,-1.43223112956
ACH-000424,-1.80999343525
ACH-000425,-1.8244902380799999
ACH-000426,-1.49945216155
ACH-000427,-2.1131512811400004
ACH-000433,-1.79723462449
ACH-000436,-1.7154859934600002
ACH-000444,-1.81112122404
ACH-000445,-1.47613579006
ACH-000448,-1.8180857889700002
ACH-000450,-1.7434536012200001
ACH-000452,-1.62141958804
ACH-000454,-1.3160373636700002
ACH-000458,-1.5410120567200003
ACH-000459,-2.7737872972799997
ACH-000460,-1.6228019212399998
ACH-000461,-1.8997947145299998
ACH-000463,-1.63402258396
ACH-000464,-1.85687108915
ACH-000466,-1.8886080155900002
ACH-000467,-1.5265785106799998
ACH-000468,-1.9517411376099998
ACH-000469,-1.7906664839400002
ACH-000470,-2.4917150729900004
ACH-000471,-2.0435136929900004
ACH-000472,-2.1028407694799998
ACH-000473,-1.4580980243000001
ACH-000475,-1.8739573943099999
ACH-000476,-1.71893068932
ACH-000477,-1.48572588544
ACH-000480,-1.76265351279
ACH-000481,-1.89655372104
ACH-000483,-1.2586593472299998
ACH-000484,-1.84962250933
ACH-000485,-2.31331769799
ACH-000486,-1.64693677084
ACH-000487,-1.8265036361400002
ACH-000488,-1.8312813788799998
ACH-000490,-1.45307052775
ACH-000491,-2.0647655642099996
ACH-000495,-1.68200223405
ACH-000496,-1.7581508177200003
ACH-000499,-1.70129700068
ACH-000500,-1.64744419492
ACH-000502,-1.8326906162599998
ACH-000503,-1.8174236646400002
ACH-000505,-1.63916378282
ACH-000507,-1.8541781789200003
ACH-000510,-2.03677041801
ACH-000511,-1.6235875159399997
ACH-000512,-2.05349043283
ACH-000516,-1.7827607016599998
ACH-000517,-1.9513822924200002
ACH-000518,-1.67222935777
ACH-000520,-1.9181786605200002
ACH-000521,-1.7486681686400003
ACH-000522,-2.0081218621400003
ACH-000524,-2.2146869368599997
ACH-000527,-1.79043306367
ACH-000528,-1.5215146937000001
ACH-000537,-1.88770146147
ACH-000541,-1.9470237695800001
ACH-000542,-1.7622747893400001
ACH-000544,-1.6979753617700002
ACH-000545,-1.4923154850100002
ACH-000547,-2.0535646198700004
ACH-000548,-1.47307231167
ACH-000549,-1.22600276898
ACH-000550,-1.71392419426
ACH-000552,-1.70310732181
ACH-000556,-1.86604959383
ACH-000557,-2.2824511576499997
ACH-000570,-1.8283826548599997
ACH-000571,-2.43842704675
ACH-000573,-2.0464668855
ACH-000576,-1.5360825162399998
ACH-000580,-1.8499345901
ACH-000584,-2.29887285098
ACH-000585,-1.7690951484200002
ACH-000588,-1.8022902198900002
ACH-000589,-1.73858427775
ACH-000591,-1.7622268638799998
ACH-000593,-1.6362091402599999
ACH-000600,-1.6724291749000002
ACH-000601,-1.9504021480900002
ACH-000604,-1.9476893174
ACH-000605,-1.88539043783
ACH-000606,-1.51151862745
ACH-000608,-3.10354772791
ACH-000614,-2.07202152868
ACH-000616,-1.70324304467
ACH-000618,-1.65366845338
ACH-000619,-1.8268321644799999
ACH-000620,-1.7367642122799998
ACH-000621,-2.2312103095299998
ACH-000622,-1.68351621772
ACH-000623,-1.6711576606
ACH-000624,-1.8759351220099998
ACH-000627,-1.6618537193599998
ACH-000630,-1.56838504649
ACH-000632,-1.7806561179499998
ACH-000633,-2.04256139122
ACH-000637,-1.6067280342299999
ACH-000638,-1.48303819217
ACH-000646,-1.9955886359200001
ACH-000647,-1.7588081913999998
ACH-000648,-2.02827073525
ACH-000649,-1.7417049023400002
ACH-000651,-1.8913832305400002
ACH-000652,-1.7896988406799998
ACH-000653,-2.16195741528
ACH-000657,-1.9391195912599999
ACH-000658,-2.20898219156
ACH-000661,-1.8997180931200002
ACH-000662,-1.4928932554499998
ACH-000663,-1.7848630723199999
ACH-000665,-1.45910268241
ACH-000671,-1.78135036087
ACH-000673,-1.79631201025
ACH-000676,-1.9522930655200001
ACH-000677,-2.07923041655
ACH-000681,-1.6336931693099999
ACH-000682,-1.99079324045
ACH-000683,-1.96928743437
ACH-000684,-1.23827936799
ACH-000688,-2.28805795651
ACH-000693,-1.88724356646
ACH-000694,-2.04754806346
ACH-000695,-2.02630057879
ACH-000696,-1.66301324512
ACH-000697,-2.12877583359
ACH-000699,-2.62697605528
ACH-000701,-2.2427231454700003
ACH-000706,-1.65404504743
ACH-000711,-1.9745266613299999
ACH-000713,-1.5174069127599998
ACH-000714,-1.7780139792700003
ACH-000718,-2.2950605507299997
ACH-000720,-1.5249491361399998
ACH-000721,-1.9977477273099997
ACH-000724,-2.80098080492
ACH-000725,-2.58685300622
ACH-000732,-1.39367444394
ACH-000734,-2.19163005507
ACH-000735,-1.8660373587099999
ACH-000736,-2.01267323602
ACH-000738,-1.7885874876299999
ACH-000746,-2.3207318297
ACH-000747,-1.80134236638
ACH-000748,-1.5931438948899999
ACH-000753,-2.09755082616
ACH-000756,-1.84912671317
ACH-000757,-1.9268013401900002
ACH-000758,-1.51959403694
ACH-000760,-1.76698455146
ACH-000763,-2.03926928699
ACH-000764,-1.7852202237099999
ACH-000765,-1.92867090123
ACH-000766,-1.8685435655000002
ACH-000767,-2.0903216953099997
ACH-000768,-1.60480639199
ACH-000769,-1.79651197683
ACH-000770,-2.07847246119
ACH-000771,-1.54748651241
ACH-000773,-1.8437288747999998
ACH-000776,-1.7333561298900002
ACH-000777,-2.02605381998
ACH-000778,-1.5484063994
ACH-000781,-1.7583590787999999
ACH-000782,-1.85678713143
ACH-000783,-2.35231840477
ACH-000784,-1.8359587069799999
ACH-000785,-2.1853975390000002
ACH-000787,-1.7544092816900003
ACH-000788,-1.86787431263
ACH-000791,-1.5312889844400002
ACH-000792,-1.51506118774
ACH-000794,-1.7709156533500001
ACH-000796,-1.99382830936
ACH-000799,-1.88088370936
ACH-000800,-1.3386195509799999
ACH-000802,-1.74789480852
ACH-000804,-2.00648117214
ACH-000805,-1.75655653651
ACH-000809,-2.0303225226099997
ACH-000810,-1.3911139440600002
ACH-000811,-2.2434641884
ACH-000817,-1.73343990683
ACH-000819,-1.7251140592900003
ACH-000820,-1.7980768373299998
ACH-000821,-2.08226498984
ACH-000822,-2.17909783777
ACH-000823,-1.78533274189
ACH-000824,-2.0932747226900004
ACH-000827,-1.68117229269
ACH-000829,-1.93233284607
ACH-000831,-1.50769786986
ACH-000832,-1.37267526732
ACH-000833,-1.83533997104
ACH-000834,-2.07298544059
ACH-000835,-1.8587505792400003
ACH-000836,-1.9022325496999999
ACH-000837,-1.8410616796500001
ACH-000838,-2.0162188481
ACH-000839,-1.44702470335
ACH-000840,-1.6170884012399998
ACH-000841,-1.50293123734
ACH-000843,-1.71476138509
ACH-000846,-1.9068171448099998
ACH-000847,-1.62186872609
ACH-000848,-1.98173664621
ACH-000849,-2.1217010973900003
ACH-000851,-1.56771180038
ACH-000855,-1.6500397337900001
ACH-000856,-2.1409254350799998
ACH-000858,-1.8349097030700001
ACH-000859,-1.6848381335299998
ACH-000861,-1.9271451317299997
ACH-000862,-1.9242829179900003
ACH-000865,-1.57309299444
ACH-000866,-1.87247457348
ACH-000867,-1.84178877974
ACH-000869,-2.03775091662
ACH-000872,-1.45265925808
ACH-000873,-1.6933659675400001
ACH-000876,-2.49686198632
ACH-000878,-1.4638387689599999
ACH-000880,-1.8049331724400002
ACH-000881,-1.60206780916
ACH-000882,-1.56501392847
ACH-000884,-1.7281923969400002
ACH-000885,-1.97878353002
ACH-000887,-1.6513373750799998
ACH-000888,-2.04212839909
ACH-000889,-2.18792391182
ACH-000890,-1.7841994016
ACH-000896,-1.7563131782799999
ACH-000898,-1.90402795781
ACH-000900,-1.86245858275
ACH-000901,-2.04935105752
ACH-000905,-1.5509835751700003
ACH-000906,-1.83946639477
ACH-000907,-1.3881980812299999
ACH-000910,-1.98051967431
ACH-000911,-1.7280262285699999
ACH-000912,-1.65970966369
ACH-000913,-1.7738068955400002
ACH-000915,-2.0503093244999997
ACH-000916,-2.11653267959
ACH-000917,-1.61885494256
ACH-000921,-1.7146730145299998
ACH-000924,-1.8785116324700002
ACH-000926,-2.35134317154
ACH-000928,-2.0585930340400003
ACH-000929,-1.65869437789
ACH-000932,-2.07392424075
ACH-000935,-1.5599320452899998
ACH-000936,-1.91093414164
ACH-000937,-2.36576158711
ACH-000938,-2.24271420371
ACH-000939,-1.7634145357700002
ACH-000941,-1.8043210736200002
ACH-000943,-1.7176231178299999
ACH-000946,-1.68523754498
ACH-000947,-1.8105002670900001
ACH-000948,-1.51276249449
ACH-000950,-1.6967256648
ACH-000953,-2.0756699495900004
ACH-000957,-1.5457351119999998
ACH-000958,-1.7022591242700003
ACH-000960,-2.4059591182799998
ACH-000963,-1.6888538042200003
ACH-000968,-1.4750830210299999
ACH-000969,-1.9430242592700002
ACH-000973,-1.9754618454099997
ACH-000974,-1.8460691427200002
ACH-000975,-1.7822800992400003
ACH-000976,-1.6632533364300002
ACH-000978,-2.01601186433
ACH-000980,-1.9454690364099998
ACH-000984,-1.75981191532
ACH-000986,-1.67652325963
ACH-000988,-1.57229183276
ACH-000993,-1.74079765884
ACH-000994,-2.0705748159799997
ACH-000996,-1.6107419825100002
ACH-001001,-1.9983812364400002
ACH-001020,-2.2260819547
ACH-001028,-2.0480665804400005
ACH-001031,-1.91466473838
ACH-001038,-2.14447229607
ACH-001048,-1.87547275657
ACH-001050,-1.71115625357
ACH-001053,-1.61452048335
ACH-001054,-1.8329402701800002
ACH-001061,-1.68745259419
ACH-001067,-2.16250103408
ACH-001075,-1.50216605912
ACH-001096,-1.73391981113
ACH-001128,-2.33804083123
ACH-001134,-1.7717740305200003
ACH-001151,-1.84988453756
ACH-001163,-1.79765418468
ACH-001164,-1.6324222785799998
ACH-001173,-1.8373345686099998
ACH-001183,-1.67445573022
ACH-001184,-2.01537853113
ACH-001190,-1.4876724631
ACH-001192,-1.8404139387799998
ACH-001193,-1.6564610194
ACH-001196,-1.90189668868
ACH-001197,-1.7451096854400003
ACH-001205,-1.8236181762
ACH-001211,-2.07949948437
ACH-001212,-1.9433449602200001
ACH-001228,-1.67357510772
ACH-001232,-1.50187185437
ACH-001239,-1.7303095773599997
ACH-001274,-1.9959576457
ACH-001275,-1.86259208751
ACH-001277,-1.7487255063099998
ACH-001278,-1.8474423712999999
ACH-001280,-1.63335620866
ACH-001283,-1.6984941132700002
ACH-001289,-1.7715936737
ACH-001295,-1.92074654368
ACH-001300,-1.91536967532
ACH-001301,-1.55773318862
ACH-001302,-1.8568116621900002
ACH-001303,-1.71359522019
ACH-001306,-1.4653632617200003
ACH-001318,-1.83963919813
ACH-001322,-1.64819850095
ACH-001328,-1.7097015745100002
ACH-001332,-1.3965265182700002
ACH-001333,-1.8542773515400002
ACH-001336,-1.5489476844299999
ACH-001340,-1.6140274185899999
ACH-001346,-1.84837236317
ACH-001353,-1.7686536680200002
ACH-001354,-1.76345033597
ACH-001367,-2.04763406408
ACH-001368,-2.08731699718
ACH-001374,-1.9570656170200003
ACH-001375,-1.6628796519
ACH-001377,-1.91992916988
ACH-001380,-1.76729682525
ACH-001391,-2.15554332241
ACH-001407,-2.21504589191
ACH-001408,-1.46862558455
ACH-001413,-1.60996408074
ACH-001430,-2.03606402414
ACH-001431,-1.7976815336200003
ACH-001450,-1.9815554810599998
ACH-001496,-1.9771577032499998
ACH-001500,-1.86392050944
ACH-001521,-1.95533943118
ACH-001523,-1.7582922081099999
ACH-001532,-1.9381199438299999
ACH-001536,-1.5194249669799997
ACH-001550,-2.43320644683
ACH-001552,-1.70088758374
ACH-001554,-1.8823816060299998
ACH-001645,-1.7926326957599998
ACH-001654,-1.9448482078099998
ACH-001715,-1.57304909815
ACH-001735,-1.8898140451499998
ACH-001736,-2.03694407812
ACH-001737,-2.1176519395400004
ACH-001740,-1.57445647416
ACH-001745,-1.9345697835099998
ACH-001750,-1.8508475169799998
ACH-001765,-1.86951340407
ACH-001956,-2.00750337872
ACH-001957,-1.5787295893000002
