,PRRC2C (23215)
ACH-000246,-0.248049502786
ACH-000248,-0.153127669306
ACH-000250,-0.0646866208549
ACH-000251,-0.0503707638198
ACH-000253,0.0141135173413
ACH-000255,-0.338623281118
ACH-000256,-0.293960482471
ACH-000257,-0.268184326677
ACH-000258,0.0443953367796
ACH-000259,-0.2278632168
ACH-000260,-0.313249940813
ACH-000261,-0.270798700803
ACH-000262,-0.297601039284
ACH-000263,-0.23581570141199998
ACH-000264,-0.195083521228
ACH-000265,-0.270951800537
ACH-000266,-0.488284361105
ACH-000272,-0.410498376946
ACH-000273,-0.06248930480190001
ACH-000274,-0.20684154853300002
ACH-000277,0.055005950915000004
ACH-000278,-0.19103630050099998
ACH-000279,-0.11681329101500001
ACH-000280,-0.210920824795
ACH-000281,-0.28748700993799997
ACH-000288,-0.273372978445
ACH-000291,-0.319707909291
ACH-000293,0.0742662875243
ACH-000294,0.0390732817319
ACH-000295,-0.108663363914
ACH-000296,-0.0911969321002
ACH-000302,-0.11752948802799999
ACH-000304,-0.169549636508
ACH-000307,-0.16816128973299999
ACH-000308,-0.233619430224
ACH-000310,-0.47999584717699995
ACH-000311,-0.410901180837
ACH-000312,-0.39782764636999995
ACH-000315,-0.0639141923773
ACH-000316,-0.358483178888
ACH-000317,-0.334241507627
ACH-000318,-0.146873999082
ACH-000319,-0.0398771558924
ACH-000320,-0.515704722465
ACH-000322,-0.19888426527699998
ACH-000323,-0.00307114986204
ACH-000324,-0.46927596968699997
ACH-000329,-0.376556601443
ACH-000330,-0.445833786725
ACH-000331,-0.19177859124000002
ACH-000332,-0.21403285006499997
ACH-000334,-0.380645648872
ACH-000335,-0.228826190733
ACH-000336,-0.171336309629
ACH-000337,-0.244483858839
ACH-000339,-0.41436576740500003
ACH-000341,-0.12707667889000002
ACH-000348,-0.186323573327
ACH-000350,0.0652727921638
ACH-000352,-0.14282087031500001
ACH-000356,-0.297072480235
ACH-000361,-0.248126467079
ACH-000362,-0.342223447104
ACH-000363,-0.262906232752
ACH-000364,-0.162021295073
ACH-000365,-0.167377819467
ACH-000366,0.00363820760612
ACH-000368,-0.164864752846
ACH-000374,-0.15428799564999998
ACH-000375,-0.19647953566399998
ACH-000376,-0.23492575652199998
ACH-000381,-0.07980905049930001
ACH-000383,-0.128683183804
ACH-000387,-0.31429152554699996
ACH-000389,-0.227654919354
ACH-000390,-0.465411682953
ACH-000393,-0.13777537537100001
ACH-000395,-0.0906678851024
ACH-000397,-0.302862049328
ACH-000401,-0.0589891748772
ACH-000402,-0.348706955036
ACH-000403,-0.0469045038791
ACH-000404,-0.706856798671
ACH-000406,-0.357607244705
ACH-000407,-0.12818628088700001
ACH-000408,0.232798511496
ACH-000410,-0.261100917086
ACH-000411,-0.33283443530699997
ACH-000414,-0.688055862169
ACH-000415,-0.025331787410900003
ACH-000416,-0.23995301841699998
ACH-000420,-0.136180408291
ACH-000421,-0.16397999229000002
ACH-000424,-0.039959726454800004
ACH-000425,-0.26916577976100003
ACH-000426,-0.248173595233
ACH-000427,0.05660021502169999
ACH-000433,0.013352374387100002
ACH-000436,0.066972349959
ACH-000444,-0.159314538958
ACH-000445,-0.0391936199458
ACH-000448,0.0339873107614
ACH-000450,-0.16502684695699998
ACH-000452,0.038591631126
ACH-000454,0.0457200657774
ACH-000458,-0.103683601933
ACH-000459,0.016118399517700003
ACH-000460,-0.396705946798
ACH-000461,-0.031447489753099994
ACH-000463,-0.013239691691100001
ACH-000464,-0.264902592463
ACH-000466,-0.141446405364
ACH-000467,-0.158495730251
ACH-000468,-0.32484515647100004
ACH-000469,-0.0787124025918
ACH-000470,-0.638947070469
ACH-000471,-0.0456917891959
ACH-000472,-0.12226388629599999
ACH-000473,-0.22622264380600002
ACH-000475,-0.271766978303
ACH-000476,-0.17402830500799998
ACH-000477,-0.608114142803
ACH-000480,-0.148068179139
ACH-000481,-0.276948756941
ACH-000483,-0.5191605758410001
ACH-000484,-0.26446527796700003
ACH-000485,-0.655882689091
ACH-000486,-0.10858079565199999
ACH-000487,-0.41484833633400003
ACH-000488,-0.00533002739529
ACH-000490,-0.0721759228513
ACH-000491,-0.06330943015219999
ACH-000495,-0.177011908766
ACH-000496,-0.550991293418
ACH-000499,-0.0230081640191
ACH-000500,-0.151654353834
ACH-000502,-0.42228196974
ACH-000503,0.09803961711439999
ACH-000505,-0.108542930171
ACH-000507,-0.0535143962439
ACH-000510,-0.320537459422
ACH-000511,-0.0485152580769
ACH-000512,0.139253348792
ACH-000516,-0.366944334874
ACH-000517,-0.452719758791
ACH-000518,0.250138874493
ACH-000520,-0.139475590219
ACH-000521,-0.297165045251
ACH-000522,0.029569883396900004
ACH-000524,-0.326572789604
ACH-000527,-0.202117244391
ACH-000528,-0.006608836454499999
ACH-000537,-0.138159912356
ACH-000541,0.0281434543087
ACH-000542,-0.320760096382
ACH-000544,-0.519271793951
ACH-000545,-0.23355695743500002
ACH-000547,-0.337091533846
ACH-000548,0.139783542622
ACH-000549,-0.14167331097400002
ACH-000550,-0.261795807781
ACH-000552,-0.199289210675
ACH-000556,-0.139370682081
ACH-000557,-0.38024942979000004
ACH-000570,-0.147247854743
ACH-000571,-0.189494826008
ACH-000573,-0.0917723329975
ACH-000576,-0.333229418905
ACH-000580,-0.272077439663
ACH-000584,-0.285195501566
ACH-000585,0.0689907941465
ACH-000588,-0.16981815005999998
ACH-000589,-0.10345785629899999
ACH-000591,-0.330104204317
ACH-000593,-0.34718425243199996
ACH-000600,-0.753044313096
ACH-000601,-0.213332677963
ACH-000604,-0.179748945318
ACH-000605,-0.052143563020099995
ACH-000606,-0.145310239153
ACH-000608,-0.28146847768800004
ACH-000614,-0.190586786859
ACH-000616,0.0174020589039
ACH-000618,0.09792104178510001
ACH-000619,0.22481124228100002
ACH-000620,-0.0195671592389
ACH-000621,-0.19988131366999998
ACH-000622,-0.297877539739
ACH-000623,-0.243685912982
ACH-000624,-0.130767519175
ACH-000627,-0.0894561126928
ACH-000630,-0.114587469093
ACH-000632,0.0495379369387
ACH-000633,0.0436571260596
ACH-000637,-0.047279511889199995
ACH-000638,-0.6786215421289999
ACH-000646,-0.423724506211
ACH-000647,-0.36350800472499994
ACH-000648,-0.19543454389400003
ACH-000649,-0.325632150254
ACH-000651,-0.0720344821022
ACH-000652,-0.269191790953
ACH-000653,-0.13570138699
ACH-000657,-0.0687678981142
ACH-000658,-0.32969203591999996
ACH-000661,-0.49717147631399994
ACH-000662,-0.26814054761100004
ACH-000663,-0.780250867879
ACH-000665,-0.00703041467687
ACH-000671,-0.283093934377
ACH-000673,-0.207221225126
ACH-000676,-0.238986877425
ACH-000677,-0.19516643114799997
ACH-000681,-0.306615684168
ACH-000682,-0.241904799243
ACH-000683,-0.504837985593
ACH-000684,0.168941094156
ACH-000688,-0.179980950118
ACH-000693,0.11865666639799999
ACH-000694,0.0635454074906
ACH-000695,0.117348972501
ACH-000696,-0.08627021671980001
ACH-000697,-0.449193253575
ACH-000699,-0.09219282387319999
ACH-000701,-0.393734734404
ACH-000706,-0.365345782275
ACH-000711,-0.18775440658599998
ACH-000713,-0.160916333424
ACH-000714,-0.13656970199899998
ACH-000718,-0.323773590655
ACH-000720,-0.0643382403044
ACH-000721,-0.23818840795200003
ACH-000724,0.10039233558
ACH-000725,-0.206188001173
ACH-000732,-0.179119085806
ACH-000734,-0.14297727816400002
ACH-000735,-0.23004707050200002
ACH-000736,-0.21465230253800002
ACH-000738,-0.12917771183
ACH-000746,-0.381891137371
ACH-000747,-0.397508062111
ACH-000748,-0.33636400622900003
ACH-000753,-0.297595681016
ACH-000756,0.059216541769099997
ACH-000757,-0.377529743967
ACH-000758,-0.130137866677
ACH-000760,-0.4049003361
ACH-000763,-0.354423449627
ACH-000764,0.276610874454
ACH-000765,-0.125051175544
ACH-000766,-0.497702913156
ACH-000767,-0.36747478423
ACH-000768,-0.0060450508796300005
ACH-000769,-0.22741048173
ACH-000770,0.0875374424172
ACH-000771,-0.026706587391900002
ACH-000773,-0.222847253528
ACH-000776,-0.18554961958799998
ACH-000777,-0.19468065936700002
ACH-000778,-0.152814669787
ACH-000781,-0.376152009801
ACH-000782,0.138390377604
ACH-000783,-0.011269562131399999
ACH-000784,-0.0894677351686
ACH-000785,-0.624721945506
ACH-000787,-0.203203185164
ACH-000788,-0.0663782789966
ACH-000791,-0.495336148697
ACH-000792,-0.129192157738
ACH-000794,0.020582762659999997
ACH-000796,-0.06958204717369999
ACH-000799,-0.367526094851
ACH-000800,-0.136684421666
ACH-000802,-0.014537390585399998
ACH-000804,-0.11508959542000001
ACH-000805,-0.13808611838600002
ACH-000809,-0.186151935944
ACH-000810,-0.204834611675
ACH-000811,-0.192592458634
ACH-000817,-0.194190837575
ACH-000819,-0.146273658766
ACH-000820,-0.14769481417400002
ACH-000821,-0.2284506771
ACH-000822,-0.18492630622099998
ACH-000823,-0.108332380626
ACH-000824,0.198101428411
ACH-000827,-0.38185176316299996
ACH-000829,-0.452423554198
ACH-000831,0.0032492828812600003
ACH-000832,0.0553969677814
ACH-000833,0.0728694886522
ACH-000834,0.0686678396876
ACH-000835,-0.202445676347
ACH-000836,-0.37121976657899997
ACH-000837,-0.24364926399700002
ACH-000838,-0.297315804457
ACH-000839,0.280719633103
ACH-000840,0.0421418715056
ACH-000841,-0.331331575572
ACH-000843,-0.0885871709197
ACH-000846,0.0242819650241
ACH-000847,0.26259975933400004
ACH-000848,-0.20447191982500001
ACH-000849,-0.055255483387
ACH-000851,-0.40951072023100005
ACH-000855,-0.0776835088535
ACH-000856,-0.296859860212
ACH-000858,-0.0730017948965
ACH-000859,-0.10163679208999998
ACH-000861,-0.30159577235
ACH-000862,-0.0990279313104
ACH-000865,-0.0945123403538
ACH-000866,-0.040030876473800006
ACH-000867,0.00192450581529
ACH-000869,-0.0846830195765
ACH-000872,-0.120263213187
ACH-000873,-0.0825336430178
ACH-000876,-0.321543787269
ACH-000878,0.0979003236295
ACH-000880,0.0553601732914
ACH-000881,-0.291411662202
ACH-000882,-0.246719842971
ACH-000884,0.0146305244046
ACH-000885,-0.192159240706
ACH-000887,-0.240734353817
ACH-000888,-0.164308061522
ACH-000889,-0.156664876719
ACH-000890,-0.30106344398
ACH-000896,0.0574231835991
ACH-000898,-0.125000590386
ACH-000900,-0.19907956991300002
ACH-000901,-0.30277490686
ACH-000905,-0.10988868757999999
ACH-000906,-0.164498451686
ACH-000907,-0.514851754414
ACH-000910,-0.21812971645399998
ACH-000911,0.115171873147
ACH-000912,-0.455250054651
ACH-000913,-0.521289649804
ACH-000915,0.12674214711100001
ACH-000916,-0.09292938462349999
ACH-000917,-0.0329068918468
ACH-000921,-0.388872251276
ACH-000924,-0.258415097161
ACH-000926,-0.34960928459
ACH-000928,-0.427612568612
ACH-000929,-0.198049293419
ACH-000932,0.211761071723
ACH-000935,-0.0917309640483
ACH-000936,-0.198628867114
ACH-000937,-0.24178152879999998
ACH-000938,-0.251117718868
ACH-000939,-0.16611710277
ACH-000941,-0.0860371127007
ACH-000943,0.0413513438705
ACH-000946,-0.14044684139799998
ACH-000947,0.05954413322240001
ACH-000948,-0.38496097009999997
ACH-000950,-0.35094903411300005
ACH-000953,0.0784399255449
ACH-000957,-0.11244348481699999
ACH-000958,-0.20941628740499998
ACH-000960,-0.0468751756204
ACH-000963,-0.271529640919
ACH-000968,-0.32654811819699997
ACH-000969,-0.323103497333
ACH-000973,-0.1072600311
ACH-000974,-0.22880710348299999
ACH-000975,-0.265043001038
ACH-000976,-0.08142894694689999
ACH-000978,-0.27172265105500004
ACH-000980,-0.017369530595599997
ACH-000984,-0.256281879413
ACH-000986,-0.527882902497
ACH-000988,-0.12898219102
ACH-000993,-0.185059967331
ACH-000994,-0.43259519088299997
ACH-000996,-0.363613881528
ACH-001001,-0.012979973279799998
ACH-001020,-0.6017899997680001
ACH-001028,-0.22657259747400002
ACH-001031,-0.42460635978600003
ACH-001038,-0.024579798097
ACH-001048,-0.141923645415
ACH-001050,-0.36958668842299996
ACH-001053,-0.246675075632
ACH-001054,-0.065031887904
ACH-001061,-0.34055191428000003
ACH-001067,-0.231500252099
ACH-001075,-0.0748864663669
ACH-001096,-0.28673484554
ACH-001128,-0.80814013626
ACH-001134,-0.494036566181
ACH-001151,-0.315344527239
ACH-001163,-0.584559684337
ACH-001164,-0.09019311570170001
ACH-001173,-0.187998495255
ACH-001183,-0.299440107164
ACH-001184,-0.4777728081
ACH-001190,-0.25219324057500003
ACH-001192,-0.186966704979
ACH-001193,-0.503549365763
ACH-001196,-0.10051134803799999
ACH-001197,-0.368816345541
ACH-001205,-0.185082833924
ACH-001211,-0.19373842979400002
ACH-001212,-0.724932159426
ACH-001228,0.0373769061374
ACH-001232,-0.46325827347099996
ACH-001239,-0.0803218076577
ACH-001274,-0.134238780534
ACH-001275,-0.249350469391
ACH-001277,0.0637492477568
ACH-001278,-0.683970092835
ACH-001280,-0.45185277603999996
ACH-001283,-0.346633520405
ACH-001289,-0.485396781272
ACH-001295,-0.152508165338
ACH-001300,0.17172160214499999
ACH-001301,-0.22297290718
ACH-001302,-0.0358239623824
ACH-001303,0.0566027538023
ACH-001306,-0.165871111983
ACH-001318,-0.167527332643
ACH-001322,-0.205338278044
ACH-001328,-0.0740626585587
ACH-001332,0.127633154028
ACH-001333,-0.07291836751960001
ACH-001336,-0.0290823137388
ACH-001340,-0.135182041994
ACH-001346,-0.132615573475
ACH-001353,-0.18724048979200003
ACH-001354,-0.23725637853599998
ACH-001367,0.08930084048760001
ACH-001368,-0.221295553919
ACH-001374,-0.22003672817400002
ACH-001375,0.100169463849
ACH-001377,-0.19796509802099999
ACH-001380,-0.162341144406
ACH-001391,-0.44684109543000006
ACH-001407,-0.47282021391400003
ACH-001408,-0.143228485834
ACH-001413,-0.18257398538800002
ACH-001430,0.194066693424
ACH-001431,-0.154766721818
ACH-001450,-0.24675125475499998
ACH-001496,0.0981310842469
ACH-001500,-0.0396532754434
ACH-001521,0.11271035660499999
ACH-001523,-0.19055932862799999
ACH-001532,-0.293209917836
ACH-001536,-0.7698393423600001
ACH-001550,-0.09593743968810002
ACH-001552,-0.34970850537
ACH-001554,-0.12610503161800002
ACH-001645,-0.357858647267
ACH-001654,-0.0740241457632
ACH-001715,0.0116552923278
ACH-001735,0.139066490462
ACH-001736,-0.08233833011939999
ACH-001737,0.44421696538000005
ACH-001740,-0.152668888034
ACH-001745,-0.127060191067
ACH-001750,-0.026728218479299997
ACH-001765,-0.0510419172176
ACH-001956,-0.279103556453
ACH-001957,-0.41692626502400004
