,PMF1 (11243)
ACH-000302,-0.9858330335100001
ACH-000304,-0.997709623492
ACH-000307,-1.1451132686499998
ACH-000308,-1.21956413634
ACH-000310,-1.49741776028
ACH-000311,-1.02048986001
ACH-000312,-1.26920051722
ACH-000315,-1.30753144277
ACH-000316,-1.01382472962
ACH-000317,-0.902532363581
ACH-000318,-1.1814352884100001
ACH-000319,-1.33686018093
ACH-000320,-1.07845607777
ACH-000322,-1.0838109120100001
ACH-000323,-1.28192214365
ACH-000324,-1.16698562205
ACH-000329,-1.2594618749700002
ACH-000330,-1.05501183473
ACH-000331,-1.18577472167
ACH-000332,-1.17657296717
ACH-000334,-1.52825165846
ACH-000335,-1.10645515768
ACH-000336,-1.0585283237
ACH-000337,-1.09996490958
ACH-000339,-1.2409164661799998
ACH-000341,-1.53183584254
ACH-000348,-1.29235686286
ACH-000350,-1.2136194062999999
ACH-000352,-1.00645949994
ACH-000356,-1.29967858828
ACH-000361,-1.16874107164
ACH-000362,-1.32132208921
ACH-000363,-1.42186293086
ACH-000364,-1.21497747514
ACH-000365,-1.32784966923
ACH-000366,-1.05705138512
ACH-000368,-1.20348925734
ACH-000374,-1.09094124482
ACH-000375,-1.00623187934
ACH-000376,-1.1152044723999999
ACH-000381,-1.15418508993
ACH-000383,-0.9493835608399999
ACH-000387,-1.2634524428
ACH-000389,-0.9073074340889999
ACH-000390,-0.780858822684
ACH-000393,-1.13010551141
ACH-000395,-1.30242147544
ACH-000397,-1.28734796625
ACH-000401,-1.11778709764
ACH-000402,-1.0445936948799999
ACH-000403,-1.16886086823
ACH-000404,-0.84219611697
ACH-000406,-1.1441961276200001
ACH-000407,-0.915400227265
ACH-000408,-1.05356874397
ACH-000410,-1.2747638874200002
ACH-000411,-1.09759546744
ACH-000414,-1.05956863017
ACH-000415,-1.18109926476
ACH-000416,-1.1792793950799998
ACH-000420,-1.18999706124
ACH-000421,-1.3289921227200001
ACH-000424,-0.954400310986
ACH-000425,-1.2052229607
ACH-000426,-1.41252039116
ACH-000427,-1.0380582642
ACH-000433,-0.7122854969869999
ACH-000436,-1.2376744475900001
ACH-000444,-1.1506644633
ACH-000445,-1.10390684729
ACH-000448,-1.13645627491
ACH-000450,-1.08802306017
ACH-000452,-1.10685861769
ACH-000454,-1.2308823010299998
ACH-000458,-1.2095225949500001
ACH-000459,-0.9167674833220001
ACH-000460,-1.17844787227
ACH-000461,-1.14738923324
ACH-000463,-1.11002071625
ACH-000464,-1.3281494489
ACH-000466,-0.9834356539010001
ACH-000467,-1.08795733332
ACH-000468,-1.04962621028
ACH-000469,-1.17399455961
ACH-000470,-1.34165895572
ACH-000471,-1.04848116369
ACH-000472,-1.32041250121
ACH-000473,-1.28148347787
ACH-000475,-1.1193558988799999
ACH-000476,-1.08784153625
ACH-000477,-1.2275741150900001
ACH-000480,-1.25444409902
ACH-000481,-1.4807822559000001
ACH-000483,-1.2588831679799999
ACH-000484,-1.23878965755
ACH-000485,-1.34942513274
ACH-000486,-1.02957280185
ACH-000487,-1.13721021707
ACH-000488,-1.1073249143700001
ACH-000490,-1.28245393403
ACH-000491,-1.1467008946
ACH-000495,-1.05754170138
ACH-000496,-0.9766936493359999
ACH-000499,-1.23026860889
ACH-000500,-0.7289546465090001
ACH-000502,-1.21981079279
ACH-000503,-1.4950494870299997
ACH-000505,-1.24354924099
ACH-000507,-1.14923964635
ACH-000510,-1.34104570392
ACH-000511,-1.18093518627
ACH-000512,-1.14631373747
ACH-000516,-1.24235036024
ACH-000517,-1.15186637972
ACH-000518,-1.2766450141299999
ACH-000520,-1.1100236854799999
ACH-000521,-1.1366271381
ACH-000522,-1.13861624917
ACH-000524,-1.04501653975
ACH-000527,-1.12185751692
ACH-000528,-1.06091743019
ACH-000537,-0.955687248244
ACH-000541,-1.0056517945799999
ACH-000542,-1.0624937220000001
ACH-000544,-1.15453436193
ACH-000545,-1.13142261293
ACH-000547,-0.9429267085870001
ACH-000548,-1.41732788713
ACH-000549,-1.18711693271
ACH-000550,-1.0639578254000002
ACH-000552,-1.27416115175
ACH-000556,-1.27631484087
ACH-000557,-1.66060240016
ACH-000570,-0.973878575334
ACH-000571,-1.2807554142
ACH-000573,-1.08918047482
ACH-000576,-1.2980034646
ACH-000580,-0.905119702176
ACH-000584,-1.09427870252
ACH-000585,-1.25136043951
ACH-000588,-1.11814887925
ACH-000589,-1.09619211007
ACH-000591,-0.861752482818
ACH-000593,-1.1466225342899998
ACH-000600,-1.02851843457
ACH-000601,-1.1362692345999998
ACH-000604,-1.2143859081200001
ACH-000605,-1.27682066624
ACH-000606,-1.29999601703
ACH-000608,-1.5128987083599998
ACH-000614,-1.3043644569600001
ACH-000616,-1.22364349056
ACH-000618,-1.19466918125
ACH-000619,-1.16507470404
ACH-000620,-1.07593509458
ACH-000621,-1.17342750434
ACH-000622,-1.3843093351700002
ACH-000623,-1.30726758107
ACH-000624,-1.17519652698
ACH-000627,-0.9345964819689999
ACH-000630,-1.14164018195
ACH-000632,-1.16703652986
ACH-000633,-0.814928679664
ACH-000637,-0.891608111949
ACH-000638,-1.18562273218
ACH-000646,-1.09946395914
ACH-000647,-0.902567928688
ACH-000648,-0.888339217307
ACH-000649,-0.957518161493
ACH-000651,-1.2781134597900001
ACH-000652,-1.01767264232
ACH-000653,-1.13490258275
ACH-000657,-1.09076789386
ACH-000658,-1.28332629031
ACH-000661,-1.25209235702
ACH-000662,-1.29774966389
ACH-000663,-1.2349068352500001
ACH-000665,-1.22523400621
ACH-000671,-0.970041670326
ACH-000673,-1.40062009882
ACH-000676,-0.961848939375
ACH-000677,-0.694546039185
ACH-000681,-1.07017706565
ACH-000682,-1.13117854149
ACH-000683,-1.27197073438
ACH-000684,-0.9401579402529999
ACH-000688,-1.18051723264
ACH-000693,-1.10337351181
ACH-000694,-1.10821092144
ACH-000695,-1.58383617378
ACH-000696,-1.2649003414
ACH-000697,-1.14988952875
ACH-000699,-1.26840180966
ACH-000701,-0.988362096974
ACH-000706,-1.06288481893
ACH-000711,-1.23800339532
ACH-000713,-1.29765834923
ACH-000714,-1.0345374686
ACH-000718,-1.1940008200799999
ACH-000720,-1.2510743349200002
ACH-000721,-1.15885204785
ACH-000724,-1.20598583742
ACH-000725,-1.0
ACH-000732,-1.0250169334600001
ACH-000734,-0.848725550481
ACH-000735,-1.2908593848
ACH-000736,-1.3631665372600001
ACH-000738,-1.2615565526799999
ACH-000746,-1.26172487903
ACH-000747,-1.1906881609
ACH-000748,-1.40118486004
ACH-000753,-1.195420972
ACH-000756,-0.955315673956
ACH-000757,-1.31464982176
ACH-000758,-1.23516387534
ACH-000760,-1.1233458282200002
ACH-000763,-1.16363724937
ACH-000764,-1.1419823668200002
ACH-000765,-1.34407057981
ACH-000766,-1.3386178192799998
ACH-000767,-1.1656782987999998
ACH-000768,-1.10784969906
ACH-000769,-1.04546234764
ACH-000770,-1.2763752017899999
ACH-000771,-1.11189456183
ACH-000773,-1.06499850832
ACH-000776,-0.89581938551
ACH-000777,-0.9671800110269999
ACH-000778,-1.28622949739
ACH-000781,-1.24009449755
ACH-000782,-1.3005233009100001
ACH-000783,-1.04676281176
ACH-000784,-1.21622559744
ACH-000785,-1.3985773217500002
ACH-000787,-1.12619931557
ACH-000788,-1.11003628949
ACH-000791,-1.21394143296
ACH-000792,-1.2031103708700002
ACH-000794,-0.8927643145290001
ACH-000796,-1.0563654659100001
ACH-000799,-0.898336673196
ACH-000800,-1.01942828653
ACH-000802,-1.27929438898
ACH-000804,-1.15185131734
ACH-000805,-1.04080146842
ACH-000809,-1.05088435138
ACH-000810,-1.5549233495800001
ACH-000811,-1.33930657935
ACH-000817,-1.24484741523
ACH-000819,-1.2905605597399998
ACH-000820,-1.1982234118600001
ACH-000821,-1.5531298966799998
ACH-000822,-1.48842459351
ACH-000823,-1.2237284342799999
ACH-000824,-1.19625745903
ACH-000827,-0.949494232972
ACH-000829,-1.0835008580399998
ACH-000831,-1.21462846379
ACH-000832,-1.2485152399
ACH-000833,-1.3763562134
ACH-000834,-1.20149815995
ACH-000835,-1.16734229604
ACH-000836,-1.1444181922799999
ACH-000837,-1.0964258704799998
ACH-000838,-1.1085385264399998
ACH-000839,-0.9728526319399999
ACH-000840,-1.00831927439
ACH-000841,-0.9788571537880001
ACH-000843,-1.0033741568
ACH-000846,-1.22881945419
ACH-000847,-1.0108359393200002
ACH-000848,-1.19118552273
ACH-000849,-1.0289987325299998
ACH-000851,-0.9076531140590001
ACH-000855,-1.2352513239299998
ACH-000856,-1.26184540438
ACH-000858,-1.1143610264700001
ACH-000859,-0.979271548197
ACH-000861,-1.17332515917
ACH-000862,-1.4802873789700002
ACH-000865,-1.02944940896
ACH-000866,-1.1737636863299998
ACH-000867,-1.10711143808
ACH-000869,-1.21349043306
ACH-000872,-0.925698339455
ACH-000873,-1.3053229748100001
ACH-000876,-1.0983047424099999
ACH-000878,-1.08891441094
ACH-000880,-1.0467024894799999
ACH-000881,-1.33010575759
ACH-000882,-0.980587278847
ACH-000884,-1.1922601376000002
ACH-000885,-1.2954556809
ACH-000887,-1.09638922181
ACH-000888,-1.3382114435799999
ACH-000889,-1.2335577553000001
ACH-000890,-1.28836597736
ACH-000896,-1.1187580085700002
ACH-000898,-1.3873830966
ACH-000900,-1.16435692331
ACH-000901,-1.19126962344
ACH-000905,-1.2672125769299998
ACH-000906,-0.9758328194320001
ACH-000907,-0.9243184518
ACH-000910,-1.0071764552
ACH-000911,-0.967195239036
ACH-000912,-1.08007363669
ACH-000913,-1.1532429135100002
ACH-000915,-1.31358715587
ACH-000916,-0.9898059767299999
ACH-000917,-1.1234217193
ACH-000921,-1.1723955634799998
ACH-000924,-1.09808901622
ACH-000926,-1.22954731704
ACH-000928,-1.00241925859
ACH-000929,-1.14250224973
ACH-000932,-1.00868429009
ACH-000935,-1.05550766107
ACH-000936,-1.0868543340799999
ACH-000937,-1.19719351142
ACH-000938,-0.966044925748
ACH-000939,-1.1034881422799998
ACH-000941,-1.2545974849400001
ACH-000943,-1.3206772339100001
ACH-000946,-1.25507663777
ACH-000947,-1.17402360106
ACH-000948,-1.31577488751
ACH-000950,-1.20946390363
ACH-000953,-0.9387745405410001
ACH-000957,-1.08496779675
ACH-000958,-1.2553674713
ACH-000960,-1.01916337238
ACH-000963,-0.841749753898
ACH-000968,-1.28660366746
ACH-000969,-1.29221345291
ACH-000973,-1.13083491645
ACH-000974,-1.29992563593
ACH-000975,-1.07471738321
ACH-000976,-1.11272138454
ACH-000978,-0.6694490850079999
ACH-000980,-1.3292811964
ACH-000984,-1.2541933602500002
ACH-000986,-1.1337694566299998
ACH-000988,-1.3673242981600002
ACH-000993,-0.873703006689
ACH-000994,-1.16163178481
ACH-000996,-1.25436857783
ACH-001001,-1.14607373809
ACH-001020,-1.15218351324
ACH-001028,-0.9131007839249999
ACH-001031,-1.0665026783299998
ACH-001038,-0.90813022963
ACH-001048,-1.26917936744
ACH-001050,-1.22849441258
ACH-001053,-1.12448733765
ACH-001054,-1.1809790851200002
ACH-001061,-1.2088053268799999
ACH-001067,-1.10390461984
ACH-001075,-1.1141392198
ACH-001096,-1.2509995848200002
ACH-001128,-0.708275755129
ACH-001134,-1.15228447189
ACH-001151,-1.1077264975499999
ACH-001163,-1.16751424201
ACH-001164,-1.1329414042000001
ACH-001173,-1.0111431693700001
ACH-001183,-1.13873359287
ACH-001184,-0.8396502698370001
ACH-001190,-1.53146728617
ACH-001192,-1.42268772116
ACH-001193,-1.21659071566
ACH-001196,-1.1352391052200002
ACH-001197,-1.23853854389
ACH-001205,-0.878619496312
ACH-001211,-1.0801348154700001
ACH-001212,-0.8861283076559999
ACH-001228,-1.09290185952
ACH-001232,-0.999595970863
ACH-001239,-1.14505803356
ACH-001274,-0.835937732063
ACH-001275,-1.3817076591400002
ACH-001277,-1.11311252871
ACH-001278,-0.831206019687
ACH-001280,-1.28196046663
ACH-001283,-1.4307585347299998
ACH-001289,-1.30354400295
ACH-001295,-1.03117141945
ACH-001300,-1.4042768345299999
ACH-001301,-1.2302356945100001
ACH-001302,-1.42845469685
ACH-001303,-1.36368943595
ACH-001306,-1.20200116389
ACH-001318,-1.22589596862
ACH-001322,-1.1427071229899999
ACH-001328,-1.15021063984
ACH-001332,-1.49803707462
ACH-001333,-1.09425456164
ACH-001336,-1.1501746656799998
ACH-001340,-1.2784288378200002
ACH-001346,-1.09597275445
ACH-001353,-1.1693133650799998
ACH-001354,-1.00157852901
ACH-001367,-1.2371768509299998
ACH-001368,-1.0835395596700002
ACH-001374,-1.16256094904
ACH-001375,-1.23494715886
ACH-001377,-1.13319531935
ACH-001380,-0.914045986372
ACH-001391,-1.23206246721
ACH-001407,-1.0309058242799998
ACH-001408,-1.19727444233
ACH-001413,-1.2615113617799998
ACH-001430,-1.2548833302700002
ACH-001431,-1.37906394026
ACH-001450,-1.29615110399
ACH-001496,-1.05116284048
ACH-001500,-1.0493572519399998
ACH-001521,-1.0265786074799998
ACH-001523,-1.07628043067
ACH-001532,-1.15120288716
ACH-001536,-1.35970671056
ACH-001550,-1.19071970975
ACH-001552,-0.963796090083
ACH-001554,-1.10731869323
ACH-001645,-0.652569194895
ACH-001654,-1.22007982676
ACH-001715,-0.9077466076109999
ACH-001735,-1.3322328351700001
ACH-001736,-1.1976418097
ACH-001737,-1.72531481607
ACH-001740,-1.22388920196
ACH-001745,-1.09454606154
ACH-001750,-1.1478364621200001
ACH-001765,-1.0605278719
ACH-001956,-1.1697610965
ACH-001957,-1.1576156782
