,DPY30 (84661)
ACH-000223,-0.313052738268
ACH-000226,-0.49107874267800006
ACH-000227,-0.387852803872
ACH-000228,-0.271463729955
ACH-000231,-0.16061465080700002
ACH-000232,-0.25682901577100004
ACH-000233,-0.20514440485100002
ACH-000234,-0.290093566692
ACH-000235,-0.229865706007
ACH-000237,-0.307710737264
ACH-000238,-0.620598578146
ACH-000243,-0.512025874531
ACH-000244,-0.367983653895
ACH-000246,0.038058908216800004
ACH-000248,-0.396094270744
ACH-000250,-0.325620481425
ACH-000251,-0.896506123406
ACH-000253,-0.306349213787
ACH-000255,-0.35052385834
ACH-000256,-0.7573251505419999
ACH-000257,-0.440397460624
ACH-000258,-0.0376962662145
ACH-000259,-0.311389703524
ACH-000260,-0.461790582719
ACH-000261,-0.510866906345
ACH-000262,-0.561187187503
ACH-000263,-0.383939051857
ACH-000264,-0.4577667651199999
ACH-000265,-0.513238000189
ACH-000266,-0.402397249499
ACH-000272,-0.535025774648
ACH-000273,-0.26853188368500003
ACH-000274,-0.41299988861299997
ACH-000277,-0.0363273374059
ACH-000278,-0.211352112233
ACH-000279,-0.254501654635
ACH-000280,-0.369344656412
ACH-000281,-0.583655335839
ACH-000288,-0.253672415393
ACH-000291,-0.273247652974
ACH-000293,-0.59974160562
ACH-000294,-0.615979879328
ACH-000295,-0.301821275024
ACH-000296,-0.365224088002
ACH-000302,-0.447332565328
ACH-000304,-0.577819239347
ACH-000307,-0.528200288857
ACH-000308,-0.561699094247
ACH-000310,-0.0194560362102
ACH-000311,-0.603610631504
ACH-000312,-0.29928747361200003
ACH-000315,-0.869759777245
ACH-000316,-0.468573720076
ACH-000317,-0.560794265291
ACH-000318,-0.533511129241
ACH-000319,-0.49390844393
ACH-000320,-0.444269939632
ACH-000322,-0.388690548636
ACH-000323,-0.346547089283
ACH-000324,-0.635888181956
ACH-000329,-0.249775648402
ACH-000330,-0.596406125814
ACH-000331,-0.6132570858640001
ACH-000332,-0.286525926232
ACH-000334,-0.476408668607
ACH-000335,-0.358231953218
ACH-000336,-0.323906794195
ACH-000337,-0.788124762925
ACH-000339,-0.20221898721
ACH-000341,-0.14859382826099998
ACH-000348,-0.384589260554
ACH-000350,-0.539321443299
ACH-000352,-0.435328093252
ACH-000356,-0.8609162567049999
ACH-000361,-0.0854790392153
ACH-000362,-0.546543370356
ACH-000363,-0.41085068481799997
ACH-000364,-0.276851610773
ACH-000365,-0.47997875425399994
ACH-000366,-0.608839484271
ACH-000368,-0.487425257578
ACH-000374,-0.337322921792
ACH-000375,-0.174223424597
ACH-000376,-0.13052630792
ACH-000381,-0.538005848005
ACH-000383,-0.043524241976300004
ACH-000387,-0.482343730781
ACH-000389,-0.420992144748
ACH-000390,-0.536799999749
ACH-000393,-0.189206803061
ACH-000395,-0.0336737096501
ACH-000397,-0.331643990671
ACH-000401,-0.44741249632299995
ACH-000402,-0.3184060552
ACH-000403,-0.361652205479
ACH-000404,-0.7371396416339999
ACH-000406,-0.22676732739
ACH-000407,-0.798113642278
ACH-000408,-0.5545692240779999
ACH-000410,-0.55207082037
ACH-000411,-0.362085657765
ACH-000414,-0.589628364265
ACH-000415,-0.45244127537
ACH-000416,-0.472506230875
ACH-000420,-0.32081005296500004
ACH-000421,-0.63063011859
ACH-000424,-0.41732349032
ACH-000425,-0.42061233098000006
ACH-000426,-0.400784892332
ACH-000427,-0.0269126238773
ACH-000433,-0.21865184087900003
ACH-000436,-0.0347206476844
ACH-000444,-0.42233745346699997
ACH-000445,-0.637057924008
ACH-000448,-0.645285339863
ACH-000450,-0.281982482278
ACH-000452,-0.264189085278
ACH-000454,-0.5445257614019999
ACH-000458,-0.6200180502679999
ACH-000459,-0.416480214215
ACH-000460,-0.573021146237
ACH-000461,-0.180391527837
ACH-000463,-0.326378407255
ACH-000464,-0.569562033291
ACH-000466,-0.388904018279
ACH-000467,-0.486505047011
ACH-000468,-0.441047837341
ACH-000469,-0.259276966272
ACH-000470,-0.19146476470600002
ACH-000471,-0.36100089381800005
ACH-000472,-0.590745203632
ACH-000473,-0.812396914735
ACH-000475,-0.536844068956
ACH-000476,-0.183846931168
ACH-000477,-0.65240173143
ACH-000480,-0.738321526241
ACH-000481,-0.517685931889
ACH-000483,-0.7452758368800001
ACH-000484,-0.762320464321
ACH-000485,-0.430023354564
ACH-000486,-0.809816523785
ACH-000487,-0.469347175703
ACH-000488,-0.482356430837
ACH-000490,-0.111228716518
ACH-000491,-0.611713255834
ACH-000495,-0.684247925901
ACH-000496,-0.440400547297
ACH-000499,-0.47915310993500004
ACH-000500,-0.306660294901
ACH-000502,-0.48879909128300003
ACH-000503,-0.333431215343
ACH-000505,-0.574986505443
ACH-000507,-0.457636544006
ACH-000510,-0.09988969223819999
ACH-000511,-0.358946945969
ACH-000512,-0.0879872912299
ACH-000516,-0.130248989972
ACH-000517,-0.24778721443799998
ACH-000518,-0.6083679259629999
ACH-000520,-0.0909632096896
ACH-000521,-0.653058665774
ACH-000522,-0.42446868499799995
ACH-000524,-0.719776719965
ACH-000527,-0.6643395502699999
ACH-000528,-0.216488999047
ACH-000537,-0.417131557601
ACH-000541,-0.0721508279737
ACH-000542,-0.386048459801
ACH-000544,-0.662890450689
ACH-000545,-0.326757530718
ACH-000547,-0.793773519368
ACH-000548,-0.563504608413
ACH-000549,-0.42441745907399997
ACH-000550,-0.23320769636500002
ACH-000552,-0.604646949437
ACH-000556,-0.60592089861
ACH-000557,-0.688172023256
ACH-000570,-0.493800096192
ACH-000571,-0.47612369698
ACH-000573,-0.5178656817230001
ACH-000576,-0.436158057379
ACH-000580,-0.575022828209
ACH-000584,-0.534506808706
ACH-000585,-0.21720585711399998
ACH-000588,-0.146844226027
ACH-000589,-0.462643706576
ACH-000591,-0.22495981339499999
ACH-000593,-0.676331285261
ACH-000600,-0.130677367694
ACH-000601,-0.212628240328
ACH-000604,-0.567824017918
ACH-000605,-0.43171456169
ACH-000606,-0.438768324722
ACH-000608,-0.287551582441
ACH-000614,-0.5768006982639999
ACH-000616,-0.29260792756
ACH-000618,-0.534571395102
ACH-000619,-0.479187495716
ACH-000620,-0.359478503063
ACH-000621,-0.5629627628530001
ACH-000622,-0.491216066345
ACH-000623,-0.285732849015
ACH-000624,-0.31748061495
ACH-000627,-0.6242287636739999
ACH-000630,-0.644422397314
ACH-000632,-0.33022103874200004
ACH-000633,-0.7299515711660001
ACH-000637,-0.40299234558799996
ACH-000638,-0.519587526198
ACH-000646,-0.180991305019
ACH-000647,-0.17233558429999998
ACH-000648,-0.605533389928
ACH-000649,-0.414149578723
ACH-000651,-0.424278548396
ACH-000652,-0.582589012203
ACH-000653,-0.433620897736
ACH-000657,-0.35008158486100005
ACH-000658,-0.459316623946
ACH-000661,-0.642075396094
ACH-000662,-0.178297156465
ACH-000663,-0.47523954209799996
ACH-000665,-0.49832945213
ACH-000671,-0.426942609494
ACH-000673,-0.141064820575
ACH-000676,-0.31923264099800003
ACH-000677,-0.144139288338
ACH-000681,-0.366921115348
ACH-000682,-0.49669093082099997
ACH-000683,-0.5439872215429999
ACH-000684,-0.60967663083
ACH-000688,0.180978542955
ACH-000693,-0.178676928158
ACH-000694,-0.299125211718
ACH-000695,-0.40036931166
ACH-000696,-0.38829724187
ACH-000697,-0.429102342162
ACH-000699,-0.419441990797
ACH-000701,-0.371082376527
ACH-000706,-0.472830561912
ACH-000711,-0.252168318115
ACH-000713,-0.336745840907
ACH-000714,-0.46615942688
ACH-000718,-0.226769998377
ACH-000720,-0.462134588452
ACH-000721,-0.218410808457
ACH-000724,-0.11261382059
ACH-000725,-0.158076398186
ACH-000732,-0.613798034645
ACH-000734,-0.362153066107
ACH-000735,-0.427528174965
ACH-000736,-0.406809290717
ACH-000738,-0.224354332423
ACH-000746,-0.381438796871
ACH-000747,-0.493597714514
ACH-000748,-0.127938556502
ACH-000753,-0.34029114416100004
ACH-000756,-0.71351284953
ACH-000757,-0.469422869445
ACH-000758,-0.301687280014
ACH-000760,-0.306291181035
ACH-000763,-0.39738745628399996
ACH-000764,-0.23245343357599998
ACH-000765,-0.508395900161
ACH-000766,-0.227434263604
ACH-000767,-0.151345751966
ACH-000768,-0.5327229263300001
ACH-000769,-0.33735709540700004
ACH-000770,-0.384812693155
ACH-000771,-0.7944232507369999
ACH-000773,-0.378103753666
ACH-000776,-0.6476954103620001
ACH-000777,-0.354456847204
ACH-000778,-0.633331329527
ACH-000781,-0.338536904466
ACH-000782,-0.551268325295
ACH-000783,-0.526009271172
ACH-000784,-0.563727027893
ACH-000785,-0.381404147056
ACH-000787,-0.45362293217
ACH-000788,-0.545189656476
ACH-000791,-0.203549929175
ACH-000792,-0.605284993883
ACH-000794,-0.475354877918
ACH-000796,-0.491392704122
ACH-000799,-0.137104630929
ACH-000800,-0.81485903506
ACH-000802,-0.322704998484
ACH-000804,-0.72151561646
ACH-000805,-0.486550999268
ACH-000809,-0.31426607694
ACH-000810,-0.216449137033
ACH-000811,-0.37245839225500005
ACH-000817,-0.333746786167
ACH-000819,-0.44883708805
ACH-000820,-0.039622926552
ACH-000821,-0.6480385005529999
ACH-000822,-0.352348264394
ACH-000823,-0.606127347999
ACH-000824,-0.18660865036899998
ACH-000827,-0.56332712052
ACH-000829,-0.48466344189599997
ACH-000831,-0.46602504201800005
ACH-000832,-0.505328482136
ACH-000833,-0.49428154536200003
ACH-000834,-0.224086347491
ACH-000835,-0.311776883124
ACH-000836,0.0449462738576
ACH-000837,-0.433836385073
ACH-000838,-0.455088092848
ACH-000839,-0.27665808670200004
ACH-000840,-0.714917759877
ACH-000841,-0.0733845317829
ACH-000843,-0.643861133544
ACH-000846,-0.7549799077760001
ACH-000847,-0.229433551547
ACH-000848,-0.5769917768199999
ACH-000849,-0.24838766379799998
ACH-000851,-0.639433013316
ACH-000855,-0.7135913270700001
ACH-000856,-0.525717065796
ACH-000858,-0.30695451410999997
ACH-000859,-0.517086678859
ACH-000861,-0.218380173099
ACH-000862,-0.183099502737
ACH-000865,-0.272908908384
ACH-000866,-0.532061842263
ACH-000867,-0.291357130286
ACH-000869,-0.344820001817
ACH-000872,-0.629220540313
ACH-000873,-0.5698356325330001
ACH-000876,-0.36793955004100004
ACH-000878,-0.37555989251
ACH-000880,-0.372990710144
ACH-000881,-0.51271579073
ACH-000882,-0.478506614279
ACH-000884,-0.676259712512
ACH-000885,-0.40204082192900004
ACH-000887,-0.315171434429
ACH-000888,-0.19672238424400001
ACH-000889,-0.5075920035670001
ACH-000890,-0.24298511461199998
ACH-000896,-0.660587465947
ACH-000898,-0.286551302225
ACH-000900,-0.260775615462
ACH-000901,-0.246692565382
ACH-000905,-0.467014057552
ACH-000906,-0.344018675005
ACH-000907,-0.26757371595699997
ACH-000910,0.006753439413020001
ACH-000911,-0.471860644037
ACH-000912,-0.45662358734499997
ACH-000913,-0.304011908379
ACH-000915,-0.568303357707
ACH-000916,-0.51161375807
ACH-000917,-0.602023626833
ACH-000921,-0.367561688926
ACH-000924,-0.44492908882200005
ACH-000926,0.059459416458
ACH-000928,-0.582573385227
ACH-000929,-0.389314193203
ACH-000932,-0.38046385212399997
ACH-000935,-0.0485411187839
ACH-000936,-0.59782634017
ACH-000937,-0.463483070052
ACH-000938,-0.348394341305
ACH-000939,-0.14727109369000002
ACH-000941,-0.395019260111
ACH-000943,-0.506658657973
ACH-000946,-0.346388455059
ACH-000947,-0.5115675714819999
ACH-000948,-0.683497729799
ACH-000950,-0.578902905851
ACH-000953,-0.240483449469
ACH-000957,-0.857066993126
ACH-000958,-0.47222451873099996
ACH-000960,-0.430401447024
ACH-000963,-0.315114580202
ACH-000968,-0.434791770862
ACH-000969,-0.417373099762
ACH-000973,-0.262978551578
ACH-000974,-0.521194128
ACH-000975,-0.592460166818
ACH-000976,-0.5556360771459999
ACH-000978,-1.17254615823
ACH-000980,-0.31440069866799997
ACH-000984,-0.527396718112
ACH-000986,-0.40769500166199996
ACH-000988,-1.06252921343
ACH-000993,-0.188281070747
ACH-000994,-0.433148618385
ACH-000996,-0.43708595979099996
ACH-001001,-0.145238581485
ACH-001020,-0.0433856947262
ACH-001028,-0.285498811926
ACH-001031,-0.53811041884
ACH-001038,-0.462083542872
ACH-001048,-0.17387054572900001
ACH-001050,-0.282792206331
ACH-001053,-0.574744193999
ACH-001054,-0.41097777778899997
ACH-001061,-0.503653509426
ACH-001067,-0.520704873107
ACH-001075,-0.552700333756
ACH-001096,-0.591134414307
ACH-001128,1.03845330663
ACH-001134,-0.462228612271
ACH-001151,-0.65915722659
ACH-001163,-0.562078808019
ACH-001164,-0.534110091312
ACH-001173,-0.346236343297
ACH-001183,-0.40018496298199996
ACH-001184,-0.18373381941
ACH-001190,-0.443356103426
ACH-001192,-0.490765974598
ACH-001193,-0.19923335454500002
ACH-001196,-0.375879058728
ACH-001197,-0.541499222597
ACH-001205,-0.59189189104
ACH-001211,-0.254289268111
ACH-001212,-0.554065840941
ACH-001228,-0.21218861363400002
ACH-001232,-0.427467655657
ACH-001239,-0.396051263823
ACH-001274,-0.06754232102369999
ACH-001275,-0.32482936202199997
ACH-001277,-0.37323543995999997
ACH-001278,-0.407894960404
ACH-001280,-0.0907756439886
ACH-001283,-0.524938113043
ACH-001289,-0.0642977450047
ACH-001295,-0.256908816606
ACH-001300,-0.36745641447099997
ACH-001301,-0.44876038117600003
ACH-001302,-0.46401528381800006
ACH-001303,-0.756473555391
ACH-001306,-0.217172075917
ACH-001318,-0.361801133815
ACH-001322,-0.509497575874
ACH-001328,-0.387324967158
ACH-001332,-0.5558317457899999
ACH-001333,-0.423144205758
ACH-001336,-0.41809054172
ACH-001340,-0.392300342697
ACH-001346,-0.7928426381360001
ACH-001353,-0.44881828511200006
ACH-001354,-0.297510596701
ACH-001367,-0.239629376373
ACH-001368,-0.462369593487
ACH-001374,-0.349809447055
ACH-001375,-0.299022553087
ACH-001377,-0.818703717903
ACH-001380,-0.596858270602
ACH-001391,-0.807248781611
ACH-001407,-0.140024458905
ACH-001408,-0.47187972108099996
ACH-001413,-0.29296350192
ACH-001430,-0.410111445055
ACH-001431,-0.6903207401279999
ACH-001450,-0.807483405162
ACH-001496,-0.23721961344999998
ACH-001500,0.013465310243
ACH-001521,-0.8381031567120001
ACH-001523,-0.485368018369
ACH-001532,-0.594241401057
ACH-001536,-0.360181477085
ACH-001550,0.0998829062281
ACH-001552,-0.37717290165
ACH-001554,-0.427618193422
ACH-001645,-0.229825596845
ACH-001654,-0.528650553577
ACH-001715,-0.183740489646
ACH-001735,-0.44930965016900004
ACH-001736,-0.425599423724
ACH-001737,-0.502437790417
ACH-001740,-0.317503759133
ACH-001745,-0.50530275513
ACH-001750,-0.18990184916900002
ACH-001765,-0.3594183616800001
ACH-001956,-0.114575702104
ACH-001957,-0.036352368818000004
