,MZF1 (7593)
ACH-000168,-0.404573026298
ACH-000169,-0.7043991759780001
ACH-000178,-0.46542505599399997
ACH-000182,-0.488350084961
ACH-000183,-0.5014568975720001
ACH-000188,-0.5453350224100001
ACH-000189,-0.8392855390389999
ACH-000190,-0.292572529624
ACH-000198,-0.489374692823
ACH-000204,-0.56866977304
ACH-000206,-0.22000017356999996
ACH-000207,-0.269470814093
ACH-000211,-0.413874495002
ACH-000215,-0.44988753302199996
ACH-000221,-0.327353194452
ACH-000222,-0.0102163624734
ACH-000223,-0.46134676896000004
ACH-000226,-0.348041426902
ACH-000227,-0.27458978175500004
ACH-000228,-0.28649718282
ACH-000231,-0.422633014436
ACH-000232,-0.571956605945
ACH-000233,-0.367327572905
ACH-000234,-0.576692804318
ACH-000235,-0.438595006563
ACH-000237,-0.43369897031300003
ACH-000238,-0.7841200673890001
ACH-000243,-0.224682470071
ACH-000244,-0.6821630790209999
ACH-000246,-0.38957323093
ACH-000248,-0.236887479637
ACH-000250,-0.559086572394
ACH-000251,-0.359734032052
ACH-000253,-0.627944164402
ACH-000255,-0.318326232878
ACH-000256,-0.620627872341
ACH-000257,-0.565315442216
ACH-000258,-0.433475828758
ACH-000259,-0.43505443170900004
ACH-000260,-0.624145324145
ACH-000261,-0.438313597165
ACH-000262,-0.270344177265
ACH-000263,-0.161989869791
ACH-000264,-0.45838186668799996
ACH-000265,-0.334402283031
ACH-000266,-0.452043282786
ACH-000272,-0.483028255396
ACH-000273,-0.497801478914
ACH-000274,-0.44688418781499994
ACH-000277,-0.416196683883
ACH-000278,-0.560276199999
ACH-000279,-0.5264740111899999
ACH-000280,-0.7698373333930001
ACH-000281,-0.392836137441
ACH-000288,-0.419068613561
ACH-000291,-0.36776465410099995
ACH-000293,-0.687748950094
ACH-000294,-0.931925983674
ACH-000295,-0.581041658982
ACH-000296,-0.46732556672700004
ACH-000302,-0.545281457448
ACH-000304,-0.580192742132
ACH-000307,-0.32533655869000006
ACH-000308,-0.477832156401
ACH-000310,-0.469775744421
ACH-000311,-0.19224803583900002
ACH-000312,-0.297435627066
ACH-000315,-0.465510005786
ACH-000316,-0.271816992948
ACH-000317,-0.20479384241999998
ACH-000318,-0.196567394305
ACH-000319,-0.428165397255
ACH-000320,-0.0278130443866
ACH-000322,-0.627493835614
ACH-000323,-0.409884814618
ACH-000324,-0.43979885642300004
ACH-000329,-0.547432283018
ACH-000330,-0.18123607290999996
ACH-000331,-0.336093404328
ACH-000332,-0.408190308983
ACH-000334,-0.833360199041
ACH-000335,-0.38585492065300003
ACH-000336,-0.750756095689
ACH-000337,-0.38917264947499997
ACH-000339,-0.530136327845
ACH-000341,-0.234320528442
ACH-000348,-0.365065733173
ACH-000350,-0.7042584071870001
ACH-000352,-0.533671142024
ACH-000356,-0.615776583046
ACH-000361,-0.7809381310760001
ACH-000362,-0.296482826339
ACH-000363,-0.522390311751
ACH-000364,-0.25658225992899997
ACH-000365,-0.327775176268
ACH-000366,-0.606733657642
ACH-000368,-0.5397033777
ACH-000374,-0.391839939239
ACH-000375,-0.6942934622300001
ACH-000376,-0.47178416367799997
ACH-000381,-0.5165778073899999
ACH-000383,-0.45253782128799996
ACH-000387,-0.448626449783
ACH-000389,-0.285657437123
ACH-000390,-0.424326520439
ACH-000393,-0.42694735851099996
ACH-000395,-0.597782590994
ACH-000397,-0.527259156533
ACH-000401,-0.43420896248400004
ACH-000402,-0.614826316348
ACH-000403,-0.784142600959
ACH-000404,-0.864335038518
ACH-000406,-0.379460119152
ACH-000407,-0.7378350426970001
ACH-000408,-0.043800649914600004
ACH-000410,-0.340912286269
ACH-000411,-0.49026239097499996
ACH-000414,-0.825866416953
ACH-000415,-0.416948182588
ACH-000416,-0.502762538666
ACH-000420,-0.744004957409
ACH-000421,-0.496375954732
ACH-000424,-0.203414990079
ACH-000425,-0.509889117414
ACH-000426,-0.40429513676299994
ACH-000427,-0.7482634923039999
ACH-000433,-0.305461029107
ACH-000436,-0.4903068412899999
ACH-000444,-0.35079024859499996
ACH-000445,-0.36331351373099996
ACH-000448,-0.644371593177
ACH-000450,-0.355531950067
ACH-000452,-0.432345536872
ACH-000454,-0.474894842991
ACH-000458,-0.385094818189
ACH-000459,-0.509423942781
ACH-000460,-0.624970598828
ACH-000461,-0.332730700831
ACH-000463,-0.558954455286
ACH-000464,-0.710912147151
ACH-000466,-0.707602832298
ACH-000467,-0.39773941648
ACH-000468,-0.774914994871
ACH-000469,-0.534013110313
ACH-000470,-0.404556733297
ACH-000471,-0.502988853927
ACH-000472,-0.44745954167900004
ACH-000473,-0.507376178034
ACH-000475,-0.43810659152900006
ACH-000476,-0.456050942607
ACH-000477,-0.39102016983599996
ACH-000480,-0.215485471739
ACH-000481,-0.545719517768
ACH-000483,-0.49561490193400004
ACH-000484,-0.577323003489
ACH-000485,-0.310920721261
ACH-000486,-0.317641295722
ACH-000487,-0.46025891692000004
ACH-000488,-0.387112058526
ACH-000490,-0.416362282424
ACH-000491,-0.622822771449
ACH-000495,-0.648163190349
ACH-000496,-0.374770550695
ACH-000499,-0.0964384274034
ACH-000500,-0.959357142671
ACH-000502,-0.6826285886069999
ACH-000503,-0.49116532685099995
ACH-000505,-0.431744075304
ACH-000507,-0.37601879990500003
ACH-000510,-0.435621288887
ACH-000511,-0.43758587971600005
ACH-000512,-0.64445587697
ACH-000516,-0.48424624676100003
ACH-000517,-0.518382882964
ACH-000518,-0.456372689771
ACH-000520,-0.576685393411
ACH-000521,-0.39600263156599996
ACH-000522,-0.534580904551
ACH-000524,-0.507814308112
ACH-000527,-0.514646673483
ACH-000528,-0.475041008353
ACH-000537,-0.47110376177100005
ACH-000541,-0.399391380144
ACH-000542,-0.584298954355
ACH-000544,-0.47305864149599997
ACH-000545,-0.4662679021
ACH-000547,-0.0281061937323
ACH-000548,-0.435736867628
ACH-000549,-0.510011498562
ACH-000550,-0.327843520101
ACH-000552,-0.469199045837
ACH-000556,-0.619679016938
ACH-000557,-0.611384775456
ACH-000570,-0.467565849438
ACH-000571,-0.5888543047160001
ACH-000573,-0.400661217068
ACH-000576,-0.47336528727
ACH-000580,-0.56394870724
ACH-000584,-0.38094228027800003
ACH-000585,-0.488776120647
ACH-000588,-0.450758431699
ACH-000589,-0.16200621539899998
ACH-000591,-0.648907924555
ACH-000593,-0.617807850304
ACH-000600,-0.61999572642
ACH-000601,-0.498871441865
ACH-000604,-0.761633254888
ACH-000605,-0.488050594916
ACH-000606,-0.363763157784
ACH-000608,-0.715647295298
ACH-000614,-0.559680474121
ACH-000616,-0.39488668301799995
ACH-000618,-0.45154017615
ACH-000619,-0.479195569577
ACH-000620,-0.491608351967
ACH-000621,-0.5051652615250001
ACH-000622,-0.581687034644
ACH-000623,-0.693314574973
ACH-000624,-0.589519679137
ACH-000627,-0.505316974687
ACH-000630,-0.616353507268
ACH-000632,-0.564004101983
ACH-000633,-0.403165087667
ACH-000637,-0.38225079933399997
ACH-000638,-0.586549615293
ACH-000646,-1.08079135938
ACH-000647,-0.43947414918000005
ACH-000648,-0.5538167583560001
ACH-000649,-0.473683569626
ACH-000651,-0.266048213624
ACH-000652,-0.374989784845
ACH-000653,-0.408521155269
ACH-000657,-0.519865001021
ACH-000658,-0.41489477506
ACH-000661,-0.519299261175
ACH-000662,-0.466199155381
ACH-000663,-0.679386467691
ACH-000665,-0.481920414876
ACH-000671,-0.41516287386699996
ACH-000673,-0.520689414091
ACH-000676,-0.44540771343999996
ACH-000677,-0.30275069557900003
ACH-000681,-0.525535611148
ACH-000682,-0.5366580125079999
ACH-000683,-0.587533979588
ACH-000684,-0.257275367954
ACH-000688,-0.6714693331
ACH-000693,-0.36250161856299995
ACH-000694,-0.38414245185400003
ACH-000695,-0.545969415172
ACH-000696,-0.437374550589
ACH-000697,-0.420459766075
ACH-000699,-0.34969453669399997
ACH-000701,-0.8730424998899999
ACH-000706,-0.294387748841
ACH-000711,-0.49782676264
ACH-000713,-0.496365812182
ACH-000714,-0.6296506485610001
ACH-000718,-0.304904081156
ACH-000720,-0.439635326655
ACH-000721,-0.565523710268
ACH-000724,-0.318114046081
ACH-000725,-0.44124757181
ACH-000732,-0.369937427047
ACH-000734,-0.411261203405
ACH-000735,-0.52697658044
ACH-000736,-0.452559173176
ACH-000738,-0.318055411729
ACH-000746,-0.5031210484849999
ACH-000747,-0.341012230437
ACH-000748,-0.483458615082
ACH-000753,-0.401285381571
ACH-000756,-0.39272387372900003
ACH-000757,-0.292928052356
ACH-000758,-0.650648080664
ACH-000760,-0.42003659384
ACH-000763,-0.07251300878139999
ACH-000764,-0.316335839837
ACH-000765,-0.27838038319200004
ACH-000766,-0.431687804283
ACH-000767,-0.22756573023
ACH-000768,-0.278849646864
ACH-000769,-0.412200167845
ACH-000770,-0.589360894958
ACH-000771,-0.398900480846
ACH-000773,-0.515983556839
ACH-000776,-0.48505830702
ACH-000777,-0.43921519805500003
ACH-000778,-0.312685550354
ACH-000781,-0.577795782206
ACH-000782,-0.510389436203
ACH-000783,-0.827861522039
ACH-000784,-0.52687414378
ACH-000785,-0.390360728156
ACH-000787,-0.558038154719
ACH-000788,-0.456058906412
ACH-000791,-0.32220612821899997
ACH-000792,-0.49184157815499996
ACH-000794,-0.567568782249
ACH-000796,-0.44461591116300003
ACH-000799,-0.40691694276999996
ACH-000800,-0.874270044393
ACH-000802,-0.400811652323
ACH-000804,-0.485645173978
ACH-000805,-0.503065265896
ACH-000809,-0.47167674191500003
ACH-000810,-0.744292053948
ACH-000811,-0.607679577648
ACH-000817,-0.230209146252
ACH-000819,-0.26691211922499997
ACH-000820,-0.647370372456
ACH-000821,-0.20970858840599998
ACH-000822,-0.43782087474
ACH-000823,-0.41457439281999997
ACH-000824,-0.538677401554
ACH-000827,-0.41769989767899995
ACH-000829,-0.50965172211
ACH-000831,-0.439482872476
ACH-000832,-0.539309063591
ACH-000833,-0.420618710291
ACH-000834,-0.430001562386
ACH-000835,-0.354663330331
ACH-000836,-0.475316135631
ACH-000837,-0.145166888032
ACH-000838,-0.538466906329
ACH-000839,-0.5640959092260001
ACH-000840,-0.321274136397
ACH-000841,-0.277316565883
ACH-000843,-0.24288388484499998
ACH-000846,-0.442594345687
ACH-000847,-0.255860919644
ACH-000848,-0.417622752993
ACH-000849,-0.563551948575
ACH-000851,-0.414235708767
ACH-000855,-0.39463840968099995
ACH-000856,-1.01201152963
ACH-000858,-0.45418847938199997
ACH-000859,-0.36169250738799996
ACH-000861,-0.222158368026
ACH-000862,-0.4081265463
ACH-000865,-0.416558827495
ACH-000866,-0.351719378161
ACH-000867,-0.630330651356
ACH-000869,-0.39016943361999995
ACH-000872,-0.40121525469999997
ACH-000873,-0.662092190801
ACH-000876,-0.715835530266
ACH-000878,-0.789004277087
ACH-000880,-0.807632262102
ACH-000881,-0.39112933773599995
ACH-000882,-0.371755280308
ACH-000884,-0.358437402633
ACH-000885,-0.511239051411
ACH-000887,-0.472542839767
ACH-000888,-0.7358463990809999
ACH-000889,-0.606348820951
ACH-000890,-0.243459659688
ACH-000896,-0.5704911962129999
ACH-000898,-0.446274931923
ACH-000900,-0.47999993231000004
ACH-000901,-0.522579276259
ACH-000905,-0.452614477879
ACH-000906,-0.513309301677
ACH-000907,-0.46416426067500005
ACH-000910,-0.322959136714
ACH-000911,-0.229135053728
ACH-000912,-0.348215334219
ACH-000913,-0.329067984485
ACH-000915,-0.392414035989
ACH-000916,-0.49298229563199997
ACH-000917,-0.42431174274300004
ACH-000921,-0.330028645095
ACH-000924,-0.34624702674400004
ACH-000926,-0.40747788662
ACH-000928,-0.678138024621
ACH-000929,-0.24923475032099998
ACH-000932,-0.47912844217699996
ACH-000935,-0.557851463506
ACH-000936,-0.382649378497
ACH-000937,-0.5730073787309999
ACH-000938,-0.5056163719169999
ACH-000939,-0.542283832607
ACH-000941,-0.523167055655
ACH-000943,-0.546902895293
ACH-000946,-0.48109742334600003
ACH-000947,-0.621917811495
ACH-000948,-0.7575517566680001
ACH-000950,-0.651375930766
ACH-000953,-0.55506833122
ACH-000957,-0.202489439907
ACH-000958,-0.632831738411
ACH-000960,-0.886786307061
ACH-000963,-0.441364115602
ACH-000968,-0.285080361913
ACH-000969,-0.42767375018200005
ACH-000973,-0.48631476575000004
ACH-000974,-0.485773210278
ACH-000975,-0.337543278479
ACH-000976,-0.508880724153
ACH-000978,-0.44217471021899996
ACH-000980,-0.446276537059
ACH-000984,-0.410016103065
ACH-000986,-0.5562382814069999
ACH-000988,-0.441481389903
ACH-000993,-0.9180393494140001
ACH-000994,-0.6473088982590001
ACH-000996,-0.312809120226
ACH-001001,-0.451029205489
ACH-001020,-0.372882052782
ACH-001028,-0.495664880435
ACH-001031,-0.596082610488
ACH-001038,-0.397442701426
ACH-001048,-0.655623244928
ACH-001050,-0.44022646344300004
ACH-001053,-0.7061333448270001
ACH-001054,-0.32315215906100003
ACH-001061,-0.367017309793
ACH-001067,-0.616526045746
ACH-001075,-0.616661410976
ACH-001096,-0.5951550514739999
ACH-001128,0.158361271848
ACH-001134,-0.498684645343
ACH-001151,-0.35443852810300003
ACH-001163,-0.439037174787
ACH-001164,-0.537708939394
ACH-001173,-0.39058364617799995
ACH-001183,-0.702754317106
ACH-001184,-0.674036821346
ACH-001190,-0.44771677437799995
ACH-001192,-0.430826877236
ACH-001193,-0.562668571237
ACH-001196,-0.581127780232
ACH-001197,-0.492759722663
ACH-001205,-0.384063388533
ACH-001211,-0.0925915793351
ACH-001212,-0.319491259225
ACH-001228,-0.805778237215
ACH-001232,-0.35227929591799995
ACH-001239,-0.403914639524
ACH-001274,-0.5633278402390001
ACH-001275,-0.610383133811
ACH-001277,-0.180484352242
ACH-001278,-0.832289725479
ACH-001280,-0.59268516249
ACH-001283,-0.61207266604
ACH-001289,-0.466458108416
ACH-001295,-0.368183468399
ACH-001300,-0.5092500472339999
ACH-001301,-0.33784993341499997
ACH-001302,-0.52662466609
ACH-001303,-0.21745617743299997
ACH-001306,-0.352923985994
ACH-001318,-0.360445957153
ACH-001322,-0.571031654765
ACH-001328,-0.654406622032
ACH-001332,-0.36100469313699995
ACH-001333,-0.6166928435310001
ACH-001336,-0.369990041986
ACH-001340,-0.584996090387
ACH-001346,-0.447898358483
ACH-001353,-0.6444148356620001
ACH-001354,-0.9289442232330001
ACH-001367,-0.675235121112
ACH-001368,-0.582505671067
ACH-001374,-0.42638490175
ACH-001375,-0.578048615531
ACH-001377,-0.708372570475
ACH-001380,-0.5045813963620001
ACH-001391,-0.642959478782
ACH-001407,-0.48582858136600005
ACH-001408,-0.37272107357900003
ACH-001413,-0.434740253252
ACH-001430,-0.49313391860399997
ACH-001431,-0.371889007805
ACH-001450,-0.181775618122
ACH-001496,-0.44469855285800003
ACH-001500,-0.453322486661
ACH-001521,-0.691952592605
ACH-001523,-0.467848939928
ACH-001532,-0.42696203853500003
ACH-001536,-0.653221722047
ACH-001550,-0.265364428444
ACH-001552,-0.573458082166
ACH-001554,-0.541953102919
ACH-001645,-0.40674617931199997
ACH-001654,-0.491240503538
ACH-001715,-0.105668154194
ACH-001735,-0.523727681638
ACH-001736,-0.488682592959
ACH-001737,-0.647619714649
ACH-001740,-0.235345892079
ACH-001745,-0.42462920208099997
ACH-001750,-0.511636796486
ACH-001765,-0.549100647905
ACH-001956,-0.493036791152
ACH-001957,-0.55267098116
