,AVPR1A (552)
ACH-000260,-0.146738077106
ACH-000261,-0.17496063033300002
ACH-000262,-0.278002020219
ACH-000263,-0.199827060395
ACH-000264,-0.0494601320422
ACH-000265,-0.11034878948799999
ACH-000266,-0.07700267924319999
ACH-000272,-0.0530486857575
ACH-000273,-0.064928378264
ACH-000274,-0.328936823137
ACH-000277,-0.147298549446
ACH-000278,-0.405736408512
ACH-000279,-0.0939500438477
ACH-000280,-0.0903467239706
ACH-000281,-0.545326082578
ACH-000288,-0.277280415346
ACH-000291,-0.0325988196202
ACH-000293,-0.00333370752935
ACH-000294,-0.25241776200800004
ACH-000295,-0.263153030311
ACH-000296,-0.244542154982
ACH-000302,-0.130571152641
ACH-000304,-0.320077237183
ACH-000307,-0.277541634425
ACH-000308,-0.24935955372
ACH-000310,-0.356850946725
ACH-000311,0.11910344134400001
ACH-000312,-0.00368229143499
ACH-000315,-0.298496595999
ACH-000316,-0.0371583774757
ACH-000317,-0.146655304001
ACH-000318,-0.243141989767
ACH-000319,-0.369042954097
ACH-000320,0.015008820449899998
ACH-000322,-0.31805098471099996
ACH-000323,0.173515350108
ACH-000324,-0.24751723103300002
ACH-000329,-0.172499130573
ACH-000330,0.0731788958185
ACH-000331,-0.0980847014972
ACH-000332,-0.18809454889899999
ACH-000334,-0.296755372934
ACH-000335,-0.288760293037
ACH-000336,-0.352586687712
ACH-000337,-0.282794450468
ACH-000339,-0.291657045094
ACH-000341,-0.382632850129
ACH-000348,-0.388356769283
ACH-000350,0.0561597621474
ACH-000352,-0.0987557623859
ACH-000356,-0.059372712317900006
ACH-000361,-0.0279158603518
ACH-000362,-0.24709521046500002
ACH-000363,-0.160759031448
ACH-000364,-0.12463443340399999
ACH-000365,-0.335036863483
ACH-000366,-0.22642129721
ACH-000368,-0.09135716765589999
ACH-000374,-0.18659803211800002
ACH-000375,-0.357914227994
ACH-000376,-0.191157984739
ACH-000381,-0.25444258602200004
ACH-000383,-0.10631030852800001
ACH-000387,-0.304829126512
ACH-000389,-0.0384355560215
ACH-000390,-0.22201497366
ACH-000393,-0.213377301729
ACH-000395,-0.126420997071
ACH-000397,-0.119180798719
ACH-000401,-0.270754497322
ACH-000402,-0.119171514261
ACH-000403,-0.178300872055
ACH-000404,-0.539833997408
ACH-000406,-0.180602647384
ACH-000407,-0.25602174801800004
ACH-000408,-0.200562906634
ACH-000410,-0.20019057135600002
ACH-000411,-0.222590809347
ACH-000414,0.0469491194985
ACH-000415,-0.12300291719499999
ACH-000416,-0.147312717733
ACH-000420,-0.212559614408
ACH-000421,-0.142677851784
ACH-000424,-0.284056196657
ACH-000425,-0.25701455613
ACH-000426,0.025712198851099998
ACH-000427,-0.0108282735467
ACH-000433,-0.33650444074600006
ACH-000436,0.0110517418939
ACH-000444,-0.41003441634099996
ACH-000445,-0.359634186641
ACH-000448,-0.208948811409
ACH-000450,-0.380820890891
ACH-000452,-0.314436756618
ACH-000454,-0.34400553410400003
ACH-000458,-0.209622534645
ACH-000459,-0.14686457128
ACH-000460,-0.25120128138500003
ACH-000461,-0.17333780119699999
ACH-000463,-0.22249804054000002
ACH-000464,0.0500593563773
ACH-000466,-0.0212707387837
ACH-000467,-0.100777105846
ACH-000468,-0.301376297837
ACH-000469,0.0654115963065
ACH-000470,-0.023244666315000002
ACH-000471,-0.16545479817199998
ACH-000472,-0.34408273306500003
ACH-000473,-0.287653384673
ACH-000475,-0.0545263346541
ACH-000476,-0.017385253566700003
ACH-000477,-0.392141711599
ACH-000480,-0.448566294835
ACH-000481,-0.190149839167
ACH-000483,-0.159819009985
ACH-000484,-0.260496618333
ACH-000485,-0.114404965174
ACH-000486,-0.24350382033100001
ACH-000487,-0.00616155553812
ACH-000488,-0.21011575458700002
ACH-000490,-0.13139370839
ACH-000491,-0.171095144333
ACH-000495,-0.206534366559
ACH-000496,-0.324756782245
ACH-000499,-0.145564530088
ACH-000500,-0.5688732481059999
ACH-000502,-0.08919819237110001
ACH-000503,0.196503837126
ACH-000505,-0.0465231984619
ACH-000507,0.0971841280437
ACH-000510,-0.127840718143
ACH-000511,-0.200904208122
ACH-000512,-0.0988766137784
ACH-000516,-0.26751538607299996
ACH-000517,-0.115217727984
ACH-000518,-0.214966765776
ACH-000520,-0.21122853867600003
ACH-000521,-0.019088000667299997
ACH-000522,-0.201440987121
ACH-000524,-0.29634685891
ACH-000527,-0.188770396258
ACH-000528,-0.360867718433
ACH-000537,-0.179061609015
ACH-000541,-0.297561952056
ACH-000542,-0.186943293807
ACH-000544,-0.137970097298
ACH-000545,-0.186955277119
ACH-000547,-0.301636779261
ACH-000548,-0.163550587334
ACH-000549,-0.184249576431
ACH-000550,-0.297613835295
ACH-000552,-0.221354066501
ACH-000556,-0.136419837632
ACH-000557,0.143033163918
ACH-000570,-0.0592834610078
ACH-000571,-0.0848470368362
ACH-000573,-0.169145467541
ACH-000576,-0.215803011258
ACH-000580,-0.026511050868000003
ACH-000584,-0.410296260763
ACH-000585,-0.16473312491699998
ACH-000588,-0.215098150266
ACH-000589,-0.174243119706
ACH-000591,-0.118783863817
ACH-000593,-0.0893193091587
ACH-000600,-0.0777062122821
ACH-000601,-0.057617057058800006
ACH-000604,0.039024154745099994
ACH-000605,-0.268502478531
ACH-000606,-0.435274613564
ACH-000608,-0.0912682800036
ACH-000614,-0.247297149758
ACH-000616,-0.462809774792
ACH-000618,-0.262480395257
ACH-000619,-0.11825381217700001
ACH-000620,-0.242870917657
ACH-000621,-0.201911095456
ACH-000622,-0.10963039900699999
ACH-000623,-0.08128939622600001
ACH-000624,-0.19056816355
ACH-000627,-0.07310552131
ACH-000630,-0.172773904831
ACH-000632,-0.161053022931
ACH-000633,-0.182884967747
ACH-000637,-0.229581264161
ACH-000638,-0.0543387215763
ACH-000646,0.0792139951458
ACH-000647,-0.313575494998
ACH-000648,-0.215594879186
ACH-000649,-0.128750113551
ACH-000651,-0.331568909933
ACH-000652,-0.24127502085900002
ACH-000653,-0.200929598376
ACH-000657,-0.102382353645
ACH-000658,0.0479258686656
ACH-000661,0.0070067941573999995
ACH-000662,-0.30710300754700004
ACH-000663,-0.024002437467
ACH-000665,-0.269540338918
ACH-000671,-0.11474957559900001
ACH-000673,-0.136442094735
ACH-000676,-0.371655244
ACH-000677,-0.38524989419399996
ACH-000681,-0.053195518129
ACH-000682,-0.315713311444
ACH-000683,-0.091555224873
ACH-000684,-0.229822938346
ACH-000688,0.11142653092900001
ACH-000693,-0.11095300235899999
ACH-000694,-0.302345511719
ACH-000695,-0.117544594557
ACH-000696,-0.204981869696
ACH-000697,0.06910864303610001
ACH-000699,-0.118683855495
ACH-000701,-0.272417278686
ACH-000706,-0.268448107089
ACH-000711,-0.167513995064
ACH-000713,-0.08276916294850001
ACH-000714,-0.34517194279200003
ACH-000718,-0.164832341856
ACH-000720,-0.151799884327
ACH-000721,-0.061846091385399996
ACH-000724,0.0600408539436
ACH-000725,-0.20315098674899998
ACH-000732,-0.14808138544500002
ACH-000734,-0.326460287092
ACH-000735,-0.339734686303
ACH-000736,-0.170726733448
ACH-000738,-0.22871829917599998
ACH-000746,-0.27092284063
ACH-000747,-0.114805840369
ACH-000748,-0.032121026583
ACH-000753,-0.09315065706180001
ACH-000756,-0.380278381791
ACH-000757,-0.258659862299
ACH-000758,-0.262237832984
ACH-000760,-0.124629623179
ACH-000763,-0.0990214777004
ACH-000764,-0.353738843887
ACH-000765,-0.348185770638
ACH-000766,-0.070034408032
ACH-000767,-0.218320213885
ACH-000768,-0.28562987291299996
ACH-000769,-0.20174826274500002
ACH-000770,-0.048960528032999995
ACH-000771,-0.27332757103599997
ACH-000773,-0.218849350959
ACH-000776,-0.10877229355200001
ACH-000777,-0.056923048833499995
ACH-000778,-0.0326603115047
ACH-000781,0.0314976288766
ACH-000782,-0.129178209799
ACH-000783,-0.21049729635699999
ACH-000784,-0.22889494261999999
ACH-000785,-0.051328674251300006
ACH-000787,-0.07723766222339999
ACH-000788,-0.173805597646
ACH-000791,0.0122463159629
ACH-000792,-0.123430643424
ACH-000794,-0.109039443729
ACH-000796,-0.0698663839578
ACH-000799,-0.0981707910358
ACH-000800,-0.12930665806
ACH-000802,-0.2113238353
ACH-000804,-0.287153747723
ACH-000805,-0.0478074162461
ACH-000809,-0.009337695932649999
ACH-000810,-0.69031785545
ACH-000811,-0.0277588426766
ACH-000817,-0.416331710354
ACH-000819,-0.29300529102899997
ACH-000820,-0.48466618541199996
ACH-000821,-0.246061624166
ACH-000822,-0.332834928792
ACH-000823,-0.180811428622
ACH-000824,-0.12818726890499998
ACH-000827,-0.23753800833500002
ACH-000829,0.0123782461114
ACH-000831,-0.17520359053800003
ACH-000832,-0.174397079859
ACH-000833,-0.333329582508
ACH-000834,-0.30872342363
ACH-000835,-0.28559427567699996
ACH-000836,-0.242840837704
ACH-000837,-0.0759100025091
ACH-000838,-0.023781543095800002
ACH-000839,-0.275813768261
ACH-000840,-0.0824163137455
ACH-000841,-0.22416682713199998
ACH-000843,-0.224526192878
ACH-000846,-0.31375704639199997
ACH-000847,-0.213703133488
ACH-000848,-0.284206024025
ACH-000849,-0.293554068037
ACH-000851,-0.35291149391800003
ACH-000855,-0.420819931615
ACH-000856,-0.33071899429
ACH-000858,-0.31597418731
ACH-000859,-0.125281556557
ACH-000861,-0.249517769213
ACH-000862,-0.193460084648
ACH-000865,-0.39895592106100003
ACH-000866,-0.20585920999600002
ACH-000867,-0.22355779058000003
ACH-000869,-0.19542551982999998
ACH-000872,-0.109167955589
ACH-000873,-0.0870744990733
ACH-000876,-0.355048866272
ACH-000878,-0.543742448751
ACH-000880,-0.39038401722099997
ACH-000881,-0.23118013038899998
ACH-000882,-0.153311759129
ACH-000884,-0.235394773556
ACH-000885,-0.07780037064919999
ACH-000887,-0.294325330078
ACH-000888,-0.240121246932
ACH-000889,-0.166316382048
ACH-000890,-0.128201677028
ACH-000896,-0.335589161579
ACH-000898,-0.0671246539758
ACH-000900,-0.23188382776299998
ACH-000901,-0.17068902647999998
ACH-000905,-0.165603053311
ACH-000906,-0.321054062456
ACH-000907,-0.325621204398
ACH-000910,-0.0995563841598
ACH-000911,-0.260168209118
ACH-000912,-0.317218645109
ACH-000913,-0.166174557391
ACH-000915,-0.24980506830899998
ACH-000916,0.335792456169
ACH-000917,-0.0849802863459
ACH-000921,-0.26079303978
ACH-000924,-0.123662262038
ACH-000926,-0.0641762454393
ACH-000928,-0.190005952048
ACH-000929,-0.201123591722
ACH-000932,-0.116487902447
ACH-000935,-0.264765344841
ACH-000936,-0.0962584066608
ACH-000937,-0.23311267136999997
ACH-000938,-0.052763469267600005
ACH-000939,-0.16472668482
ACH-000941,-0.20219646073800002
ACH-000943,-0.148969513868
ACH-000946,-0.23053944840100002
ACH-000947,-0.224704631305
ACH-000948,-0.16576594020500002
ACH-000950,-0.255379191302
ACH-000953,-0.229018835708
ACH-000957,-0.022694568779799997
ACH-000958,-0.151641686805
ACH-000960,-0.0663956344752
ACH-000963,0.249887701223
ACH-000968,-0.10638539861099999
ACH-000969,-0.23031998845499999
ACH-000973,-0.139972456098
ACH-000974,-0.292666436187
ACH-000975,-0.231158058644
ACH-000976,-0.13625832622099998
ACH-000978,-1.02498110896
ACH-000980,-0.28066412294599996
ACH-000984,-0.121785907699
ACH-000986,-0.00019379975537999998
ACH-000988,-0.0619653000776
ACH-000993,-0.103694085906
ACH-000994,0.052128871354300006
ACH-000996,-0.318474115939
ACH-001001,-0.0848822313164
ACH-001020,-0.267524405683
ACH-001028,-0.245008598562
ACH-001031,-0.150709114474
ACH-001038,-0.244397347143
ACH-001048,-0.133605360832
ACH-001050,-0.33651723185800003
ACH-001053,-0.296381476963
ACH-001054,-0.176875280592
ACH-001061,-0.287719750459
ACH-001067,-0.251707133379
ACH-001075,-0.12867367562100002
ACH-001096,-0.118731991121
ACH-001128,-0.287944188989
ACH-001134,-0.231400903083
ACH-001151,-0.13828452393
ACH-001163,-0.21591069912500002
ACH-001164,-0.351048520955
ACH-001173,-0.273351332495
ACH-001183,-0.031538927256
ACH-001184,-0.38830556104999997
ACH-001190,-0.299882846775
ACH-001192,-0.33676415991400005
ACH-001193,-0.49431178402
ACH-001196,-0.30156699224800004
ACH-001197,-0.197725509537
ACH-001205,0.0389910326886
ACH-001211,-0.312056205524
ACH-001212,0.308429881071
ACH-001228,-0.165770520112
ACH-001232,-0.0913988297487
ACH-001239,-0.220930998996
ACH-001274,-0.140807299041
ACH-001275,-0.0802920513346
ACH-001277,-0.260579037157
ACH-001278,-0.16142927302100002
ACH-001280,0.0057181223695299994
ACH-001283,-0.126166830905
ACH-001289,-0.08546827484519999
ACH-001295,-0.144055510334
ACH-001300,-0.21672643194400001
ACH-001301,0.017691371895000002
ACH-001302,0.0379955794759
ACH-001303,-0.028115549325999998
ACH-001306,-0.17083503941
ACH-001318,-0.149885592239
ACH-001322,-0.258380044224
ACH-001328,-0.320108327652
ACH-001332,-0.5139676808370001
ACH-001333,-0.318755680155
ACH-001336,-0.174404500515
ACH-001340,-0.118369582536
ACH-001346,-0.22476893978700002
ACH-001353,-0.178830161453
ACH-001354,-0.35051160094300005
ACH-001367,-0.317269969855
ACH-001368,-0.127478128356
ACH-001374,-0.15290775176899998
ACH-001375,-0.215718114459
ACH-001377,-0.232212017854
ACH-001380,-0.0758912861709
ACH-001391,-0.146221905611
ACH-001407,-0.15862859982799998
ACH-001408,-0.275704599645
ACH-001413,-0.259108695745
ACH-001430,-0.469491695642
ACH-001431,-0.343883931181
ACH-001450,-0.716294003723
ACH-001496,-0.23141288456700002
ACH-001500,-0.0555980782121
ACH-001521,-0.05282762493340001
ACH-001523,-0.22368055604000003
ACH-001532,-0.181891888048
ACH-001536,-0.0388194720456
ACH-001550,-0.358758085248
ACH-001552,-0.445074323333
ACH-001554,-0.248608642803
ACH-001645,-0.43698237489299996
ACH-001654,-0.280567007446
ACH-001715,-0.288832829069
ACH-001735,-0.110413772468
ACH-001736,-0.0792872324141
ACH-001737,-0.147859344625
ACH-001740,-0.183401607345
ACH-001745,-0.0328232700362
ACH-001750,-0.07514656504839999
ACH-001765,-0.22454614978300003
ACH-001956,-0.166165243983
ACH-001957,-0.0197473754524
