,GOLGA8K (653125)
ACH-000291,-0.5735721956090001
ACH-000293,-0.532172530858
ACH-000294,-1.02889216148
ACH-000295,-1.0368573511
ACH-000296,-0.7137569515100001
ACH-000302,-1.0385501448
ACH-000304,-0.8245312264679999
ACH-000307,-0.6390679394609999
ACH-000308,-0.759323969686
ACH-000310,-0.822379654481
ACH-000311,-0.690438831079
ACH-000312,-0.740294003371
ACH-000315,-0.9241456666750001
ACH-000316,-0.829426427019
ACH-000317,-0.630936883514
ACH-000318,-0.561295687241
ACH-000319,-0.854461270305
ACH-000320,-0.985499144041
ACH-000322,-0.803945026797
ACH-000323,-0.878177792687
ACH-000324,-0.7968043254
ACH-000329,-0.672207112221
ACH-000330,-0.588808697359
ACH-000331,-0.7300026059460001
ACH-000332,-0.936384215963
ACH-000334,-0.7038274758140001
ACH-000335,-0.757705056332
ACH-000336,-0.8805078341949999
ACH-000337,-0.534132407386
ACH-000339,-0.73814654629
ACH-000341,-0.6243484992589999
ACH-000348,-0.5520772532630001
ACH-000350,-0.882721986356
ACH-000352,-0.7727737831479999
ACH-000356,-0.752487618341
ACH-000361,-0.534561109491
ACH-000362,-0.808980728492
ACH-000363,-0.7534410129610001
ACH-000364,-0.6729743152259999
ACH-000365,-0.620533324815
ACH-000366,-0.620594597372
ACH-000368,-0.863451114634
ACH-000374,-0.89671152177
ACH-000375,-0.584680334115
ACH-000376,-0.861664617595
ACH-000381,-0.8561937837729999
ACH-000383,-0.8395633358419999
ACH-000387,-0.620153122061
ACH-000389,-0.758804009313
ACH-000390,-0.680741270957
ACH-000393,-0.711273056625
ACH-000395,-0.569944544172
ACH-000397,-0.769140535355
ACH-000401,-0.686787833868
ACH-000402,-0.871432044985
ACH-000403,-1.04526798647
ACH-000404,-0.843638180043
ACH-000406,-0.669861331308
ACH-000407,-0.7489328354870001
ACH-000408,-0.628935046458
ACH-000410,-0.663231125901
ACH-000411,-0.629319822502
ACH-000414,-0.744916522618
ACH-000415,-0.8490755426790001
ACH-000416,-0.688362595294
ACH-000420,-0.554738653046
ACH-000421,-0.7917602521889999
ACH-000424,-0.752942826277
ACH-000425,-0.786715836157
ACH-000426,-1.07945825703
ACH-000427,-0.726331540582
ACH-000433,-0.7768975029080001
ACH-000436,-0.8458824870199999
ACH-000444,-0.763852792792
ACH-000445,-0.6607015402040001
ACH-000448,-0.8935361068350001
ACH-000450,-0.534745679758
ACH-000452,-0.793614480351
ACH-000454,-1.0003624624
ACH-000458,-0.9085133425049999
ACH-000459,-0.697749506375
ACH-000460,-0.689307731243
ACH-000461,-0.757286874955
ACH-000463,-0.737548411517
ACH-000464,-0.828803360655
ACH-000466,-0.552504945558
ACH-000467,-0.7353717687729999
ACH-000468,-0.8957652143979999
ACH-000469,-0.564929755141
ACH-000470,-1.0764508955299998
ACH-000471,-0.5166335555100001
ACH-000472,-0.713669902688
ACH-000473,-0.7236858744720001
ACH-000475,-0.5143521223449999
ACH-000476,-0.8749664619490001
ACH-000477,-0.41438397564499996
ACH-000480,-0.7496486679369999
ACH-000481,-0.693795292977
ACH-000483,-0.997140832207
ACH-000484,-1.10140235324
ACH-000485,-0.8058192872859999
ACH-000486,-0.716941125343
ACH-000487,-0.60412488102
ACH-000488,-0.8212854543729999
ACH-000490,-0.7806446085850001
ACH-000491,-0.824110143958
ACH-000495,-0.827480896151
ACH-000496,-0.701100237505
ACH-000499,-0.418237399162
ACH-000500,-0.7047067548199999
ACH-000502,-0.6395704026560001
ACH-000503,-0.740437407104
ACH-000505,-0.80115030801
ACH-000507,-0.678468046758
ACH-000510,-0.7942807478630001
ACH-000511,-0.748766837623
ACH-000512,-1.1585946187799998
ACH-000516,-0.6970179868240001
ACH-000517,-0.943811694905
ACH-000518,-0.914452239614
ACH-000520,-0.9819999074719999
ACH-000521,-0.74076958386
ACH-000522,-0.915974994488
ACH-000524,-0.478565408983
ACH-000527,-0.651531134084
ACH-000528,-0.7031770383939999
ACH-000537,-0.414213636628
ACH-000541,-0.7553105884360001
ACH-000542,-0.8258539754180001
ACH-000544,-0.68853654248
ACH-000545,-0.706653514138
ACH-000547,-0.8409310198440001
ACH-000548,-0.58935219861
ACH-000549,-0.636457386007
ACH-000550,-0.534142677414
ACH-000552,-0.6911773318819999
ACH-000556,-0.804765127572
ACH-000557,-0.7348350403180001
ACH-000570,-0.915374818671
ACH-000571,-0.782594906754
ACH-000573,-0.850199728419
ACH-000576,-0.521880486465
ACH-000580,-0.918292036542
ACH-000584,-0.744021256986
ACH-000585,-0.782009238288
ACH-000588,-0.626500075689
ACH-000589,-0.723220663122
ACH-000591,-0.7896946157029999
ACH-000593,-0.954380401711
ACH-000600,-0.6999055441850001
ACH-000601,-0.69364395927
ACH-000604,-1.13369748921
ACH-000605,-0.9169287620450001
ACH-000606,-0.716561526899
ACH-000608,-0.772322940513
ACH-000614,-0.7271837649330001
ACH-000616,-0.491997935731
ACH-000618,-0.705758411964
ACH-000619,-0.703197889111
ACH-000620,-0.845413312242
ACH-000621,-0.8336145816580001
ACH-000622,-0.508578696876
ACH-000623,-0.649255657416
ACH-000624,-0.814876140652
ACH-000627,-0.744222809279
ACH-000630,-0.811065244013
ACH-000632,-0.7762521798019999
ACH-000633,-0.764111450283
ACH-000637,-0.8498501218440001
ACH-000638,-0.79817063977
ACH-000646,-0.6528765198100001
ACH-000647,-0.609139524617
ACH-000648,-0.997767768091
ACH-000649,-0.726586666643
ACH-000651,-0.727226805874
ACH-000652,-0.8197631066519999
ACH-000653,-0.6378047581
ACH-000657,-0.6330138156130001
ACH-000658,-0.7297709048250001
ACH-000661,-0.325276287384
ACH-000662,-0.893749597657
ACH-000663,-0.870816713456
ACH-000665,-0.7139269511920001
ACH-000671,-0.952093419703
ACH-000673,-0.883307138695
ACH-000676,-0.6834749062540001
ACH-000677,-0.576807627968
ACH-000681,-0.846873672916
ACH-000682,-0.897317997947
ACH-000683,-0.641169321421
ACH-000684,-0.68001756647
ACH-000688,-0.611732606908
ACH-000693,-0.8295859309639999
ACH-000694,-0.7768396539820001
ACH-000695,-0.867996100432
ACH-000696,-0.6800606913480001
ACH-000697,-0.840490369102
ACH-000699,-0.691694564401
ACH-000701,-0.580316137911
ACH-000706,-0.521966125485
ACH-000711,-0.7034358499660001
ACH-000713,-0.762363939146
ACH-000714,-0.7533932010250001
ACH-000718,-0.896618967299
ACH-000720,-0.735459318672
ACH-000721,-0.939083908138
ACH-000724,-1.04456841098
ACH-000725,-0.7097206109399999
ACH-000732,-0.631292852453
ACH-000734,-0.6907389815639999
ACH-000735,-0.815390562658
ACH-000736,-0.705796058075
ACH-000738,-0.676928559085
ACH-000746,-0.777085765879
ACH-000747,-0.877164303228
ACH-000748,-0.766691704503
ACH-000753,-0.599431461517
ACH-000756,-0.8325933021140001
ACH-000757,-0.7411710509780001
ACH-000758,-0.574302516503
ACH-000760,-0.7047085648199999
ACH-000763,-0.749769117107
ACH-000764,-0.8359956290889999
ACH-000765,-0.6204815240479999
ACH-000766,-1.02199433078
ACH-000767,-0.7246813346340001
ACH-000768,-0.7514362880050001
ACH-000769,-0.619762516875
ACH-000770,-0.7297833136949999
ACH-000771,-0.926221013248
ACH-000773,-1.07174772116
ACH-000776,-0.650103056043
ACH-000777,-0.729146101027
ACH-000778,-1.02814704175
ACH-000781,-0.8009559470350001
ACH-000782,-0.8299513098639999
ACH-000783,-0.600617095273
ACH-000784,-0.773851403599
ACH-000785,-0.717258957403
ACH-000787,-0.9080923767769999
ACH-000788,-0.684532541562
ACH-000791,-0.7574295325120001
ACH-000792,-0.673921231946
ACH-000794,-0.909017967537
ACH-000796,-0.730639767917
ACH-000799,-0.610798840162
ACH-000800,-0.634488251808
ACH-000802,-0.851974512762
ACH-000804,-0.503703339116
ACH-000805,-0.581677682967
ACH-000809,-0.8604106776549999
ACH-000810,-0.995825374246
ACH-000811,-0.7212222876729999
ACH-000817,-0.759705475134
ACH-000819,-0.643014207894
ACH-000820,-0.7227734045569999
ACH-000821,-0.905255134757
ACH-000822,-0.404238965454
ACH-000823,-0.769382623443
ACH-000824,-0.7071447455300001
ACH-000827,-0.6099073258309999
ACH-000829,-0.656839362933
ACH-000831,-0.824447040617
ACH-000832,-0.878497798066
ACH-000833,-0.646932590651
ACH-000834,-0.6878125951880001
ACH-000835,-0.723908067801
ACH-000836,-0.887254258365
ACH-000837,-0.700547768338
ACH-000838,-0.662052154157
ACH-000839,-0.799618412502
ACH-000840,-0.925302327889
ACH-000841,-0.633941256791
ACH-000843,-0.802152552931
ACH-000846,-0.823504691763
ACH-000847,-0.8012741450759999
ACH-000848,-0.7305762642839999
ACH-000849,-0.6739364802069999
ACH-000851,-0.627523927341
ACH-000855,-1.1149817205700001
ACH-000856,-0.865476431414
ACH-000858,-0.661987949883
ACH-000859,-0.8350435903360001
ACH-000861,-0.633382267333
ACH-000862,-0.43286535962
ACH-000865,-0.746746164753
ACH-000866,-0.7626756782490001
ACH-000867,-0.8330844648639999
ACH-000869,-0.572049231629
ACH-000872,-0.748547214067
ACH-000873,-0.631429169295
ACH-000876,-0.581996680749
ACH-000878,-0.605647748415
ACH-000880,-1.04579483249
ACH-000881,-0.683240430758
ACH-000882,-0.8113280026549999
ACH-000884,-0.580636571754
ACH-000885,-0.969296495336
ACH-000887,-0.549906441441
ACH-000888,-0.7427807387469999
ACH-000889,-0.9162721686299999
ACH-000890,-0.811320685389
ACH-000896,-0.82617170509
ACH-000898,-0.811587969154
ACH-000900,-0.7771964919550001
ACH-000901,-0.731486410539
ACH-000905,-0.646736658967
ACH-000906,-0.7393504998649999
ACH-000907,-0.680235763722
ACH-000910,-0.704759714656
ACH-000911,-0.686316618722
ACH-000912,-0.728893633949
ACH-000913,-0.9057172456679999
ACH-000915,-0.8078999957520001
ACH-000916,-0.983738910266
ACH-000917,-0.7027035368960001
ACH-000921,-0.643989460152
ACH-000924,-0.641875965892
ACH-000926,-0.716832604863
ACH-000928,-0.504415626183
ACH-000929,-0.657557601018
ACH-000932,-0.9640850947299999
ACH-000935,-0.674331352916
ACH-000936,-0.884027013257
ACH-000937,-0.871113065517
ACH-000938,-0.749133505246
ACH-000939,-0.9136026107940001
ACH-000941,-0.6242980464150001
ACH-000943,-0.792390642776
ACH-000946,-0.730082743776
ACH-000947,-0.750917913735
ACH-000948,-0.701599307306
ACH-000950,-0.7016299391069999
ACH-000953,-0.76254913531
ACH-000957,-0.894252370815
ACH-000958,-0.864112260332
ACH-000960,-0.840803636171
ACH-000963,-1.22624473666
ACH-000968,-0.49978842726000006
ACH-000969,-0.674149132395
ACH-000973,-1.0230114054200001
ACH-000974,-0.7635156738750001
ACH-000975,-1.00485878208
ACH-000976,-0.75009387603
ACH-000978,-0.96025020409
ACH-000980,-0.762969243929
ACH-000984,-0.643825608633
ACH-000986,-0.79627699439
ACH-000988,-0.719020861812
ACH-000993,-0.825525743107
ACH-000994,-0.889757348383
ACH-000996,-0.561324224864
ACH-001001,-0.695842083718
ACH-001020,-0.586067574853
ACH-001028,-0.977196047002
ACH-001031,-0.8145536418479999
ACH-001038,-0.707351673937
ACH-001048,-0.719716488585
ACH-001050,-0.587665723782
ACH-001053,-0.673143049197
ACH-001054,-0.822674861537
ACH-001061,-0.719142346348
ACH-001067,-0.7949735982739999
ACH-001075,-0.658819927649
ACH-001096,-0.610944261122
ACH-001128,-0.39939721300700004
ACH-001134,-0.908544041732
ACH-001151,-0.61327540956
ACH-001163,-0.861310521414
ACH-001164,-0.553281480055
ACH-001173,-0.683766092685
ACH-001183,-0.737156203954
ACH-001184,-0.8065438907379999
ACH-001190,-0.645956850504
ACH-001192,-0.686990980599
ACH-001193,-0.9014795493819999
ACH-001196,-0.715304250226
ACH-001197,-0.648394191168
ACH-001205,-0.659558172756
ACH-001211,-0.8496052327850001
ACH-001212,-0.8203921989380001
ACH-001228,-0.6854780750239999
ACH-001232,-0.775118091862
ACH-001239,-0.6322402805749999
ACH-001274,-0.700927287449
ACH-001275,-0.601603029177
ACH-001277,-0.536396128002
ACH-001278,-0.30594404780400003
ACH-001280,-0.935508554593
ACH-001283,-0.605507535141
ACH-001289,-0.720198448444
ACH-001295,-0.833942437116
ACH-001300,-0.689219531116
ACH-001301,-0.7296028957260001
ACH-001302,-0.922324508048
ACH-001303,-0.5860956010399999
ACH-001306,-0.7301445770739999
ACH-001318,-0.577046703234
ACH-001322,-0.822312742184
ACH-001328,-0.672200502564
ACH-001332,-0.730038470883
ACH-001333,-0.8440551220029999
ACH-001336,-0.76896486589
ACH-001340,-0.659163063586
ACH-001346,-0.933163442443
ACH-001353,-0.8067646472139999
ACH-001354,-0.8736256210200001
ACH-001367,-0.7337106664380001
ACH-001368,-0.928959520058
ACH-001374,-0.8982254416069999
ACH-001375,-0.6867073342159999
ACH-001377,-0.82141765721
ACH-001380,-0.762294580891
ACH-001391,-0.792061121329
ACH-001407,-0.8694943871430001
ACH-001408,-0.691272121608
ACH-001413,-0.569553392723
ACH-001430,-0.574080917152
ACH-001431,-0.5325389367059999
ACH-001450,-0.698931303709
ACH-001496,-0.602417600877
ACH-001500,-0.835908946787
ACH-001521,-0.805964404607
ACH-001523,-0.5971044097070001
ACH-001532,-0.731510616896
ACH-001536,-0.6250878590869999
ACH-001550,-0.674913214765
ACH-001552,-0.7452089983069999
ACH-001554,-0.606253570014
ACH-001645,-0.8464091303010001
ACH-001654,-0.7828987533230001
ACH-001715,-0.574535359333
ACH-001735,-0.667400182857
ACH-001736,-0.837387021584
ACH-001737,-0.7209123282250001
ACH-001740,-0.774430996276
ACH-001745,-0.8197527569959999
ACH-001750,-0.7259639841609999
ACH-001765,-0.949001773816
ACH-001956,-0.815507385994
ACH-001957,-1.00489870735
