,BCAN (63827)
ACH-000302,-0.459615999625
ACH-000304,-0.344084277908
ACH-000307,-0.40172817637900005
ACH-000308,-0.20732011016399998
ACH-000310,-0.496139757852
ACH-000311,-0.17270422414
ACH-000312,-0.385067744689
ACH-000315,-0.267043716837
ACH-000316,-0.20509688555599997
ACH-000317,-0.29010128632599996
ACH-000318,-0.31899330374
ACH-000319,-0.498995574807
ACH-000320,-0.768062134651
ACH-000322,-0.484660651707
ACH-000323,-0.536826421384
ACH-000324,-0.495362769233
ACH-000329,-0.306399930731
ACH-000330,-0.284731524876
ACH-000331,-0.352044424345
ACH-000332,-0.353823193486
ACH-000334,-0.10915819786900001
ACH-000335,-0.161942145939
ACH-000336,-0.197012453502
ACH-000337,-0.539338038542
ACH-000339,-0.28542388693500004
ACH-000341,-0.284447452373
ACH-000348,-0.38165139584200003
ACH-000350,-0.313903531891
ACH-000352,-0.325982357397
ACH-000356,-0.6568969822940001
ACH-000361,-0.461832440165
ACH-000362,-0.11468749921900001
ACH-000363,-0.240404620889
ACH-000364,-0.453327754674
ACH-000365,-0.300419078408
ACH-000366,-0.35488959615099996
ACH-000368,-0.6841393710979999
ACH-000374,-0.385244493978
ACH-000375,-0.618002143217
ACH-000376,-0.638928198868
ACH-000381,-0.256126277724
ACH-000383,-0.5243853099979999
ACH-000387,-0.47557548144100004
ACH-000389,-0.50230063774
ACH-000390,-0.41915399658
ACH-000393,-0.254311300176
ACH-000395,-0.330799754251
ACH-000397,-0.369072530213
ACH-000401,-0.703697906405
ACH-000402,-0.6053621782940001
ACH-000403,-0.27710625889
ACH-000404,-0.10357268278
ACH-000406,-0.259146036001
ACH-000407,-0.49711166830200004
ACH-000408,-0.36755649377300004
ACH-000410,-0.382760194014
ACH-000411,-0.348758687151
ACH-000414,-0.36823168809900003
ACH-000415,-0.675386909419
ACH-000416,-0.5322683060719999
ACH-000420,-0.235928029334
ACH-000421,-0.374926220148
ACH-000424,-0.49316167439099995
ACH-000425,-0.364641187536
ACH-000426,-0.017282786646
ACH-000427,-0.509978484195
ACH-000433,-0.641037157128
ACH-000436,-0.582304053525
ACH-000444,-0.358411329246
ACH-000445,-0.627735386664
ACH-000448,-0.35143152252
ACH-000450,-0.0823782323785
ACH-000452,-0.443025601563
ACH-000454,-0.558700904681
ACH-000458,-0.330077345227
ACH-000459,-0.11772124029799999
ACH-000460,-0.31262943369199997
ACH-000461,-0.465320141159
ACH-000463,-0.348689905272
ACH-000464,-0.26614627232099997
ACH-000466,-0.31674376875599997
ACH-000467,-0.230543283878
ACH-000468,-0.528769047936
ACH-000469,-0.36380852286300003
ACH-000470,-0.43477922487899995
ACH-000471,-0.41470111186399994
ACH-000472,-0.31936972172600003
ACH-000473,-0.35215479008100004
ACH-000475,-0.45805861301600004
ACH-000476,-0.550173371652
ACH-000477,-0.0394201241546
ACH-000480,-0.384875397901
ACH-000481,-0.760106529613
ACH-000483,-0.279494922851
ACH-000484,-0.304260575392
ACH-000485,-0.36083744497500003
ACH-000486,-0.498506713622
ACH-000487,-0.39735430243000003
ACH-000488,-0.30195375825
ACH-000490,-0.27072923101199997
ACH-000491,-0.35312110140299996
ACH-000495,-0.48236518740900003
ACH-000496,-0.387105709821
ACH-000499,-0.124804185821
ACH-000500,-0.269551546724
ACH-000502,-0.542163839948
ACH-000503,-0.673133688696
ACH-000505,-0.578111185829
ACH-000507,-0.128378002627
ACH-000510,-0.457766246505
ACH-000511,-0.394204038566
ACH-000512,-0.528590427765
ACH-000516,-0.343742478119
ACH-000517,-0.376507980322
ACH-000518,-0.109674808058
ACH-000520,-0.293832953847
ACH-000521,-0.403932792359
ACH-000522,-0.513194317675
ACH-000524,-0.612147095725
ACH-000527,-0.379813691203
ACH-000528,-0.471199970752
ACH-000537,-0.210943887955
ACH-000541,-0.17368895000700002
ACH-000542,-0.395566683793
ACH-000544,-0.6215014118609999
ACH-000545,-0.39916796588799996
ACH-000547,-0.20922905415800003
ACH-000548,-0.47133476469700003
ACH-000549,-0.39522455548600005
ACH-000550,-0.30530511644
ACH-000552,-0.39279444365599997
ACH-000556,-0.653053084893
ACH-000557,-0.287194263075
ACH-000570,-0.274396685846
ACH-000571,-0.24127718458
ACH-000573,-0.22876094298
ACH-000576,-0.07785286845350001
ACH-000580,-0.165555962692
ACH-000584,-0.26158202361099997
ACH-000585,-0.18054249843400003
ACH-000588,-0.422076714318
ACH-000589,-0.33207523050099996
ACH-000591,-0.26189808791700003
ACH-000593,-0.396998729859
ACH-000600,-0.37261911770000006
ACH-000601,-0.37961706460999994
ACH-000604,-0.445685107643
ACH-000605,-0.200441391042
ACH-000606,-0.552899060836
ACH-000608,-0.49104152573
ACH-000614,-0.233765616544
ACH-000616,-0.30615196633
ACH-000618,-0.500876009608
ACH-000619,-0.565573248184
ACH-000620,-0.37591120067100003
ACH-000621,-0.383583847866
ACH-000622,-0.380556216978
ACH-000623,-0.31638833588000004
ACH-000624,-0.457826242653
ACH-000627,-0.20520745638799998
ACH-000630,-0.42079802767499996
ACH-000632,-0.32271473053800004
ACH-000633,-0.494618114584
ACH-000637,-0.248357348279
ACH-000638,-0.404442507238
ACH-000646,-0.5908325813490001
ACH-000647,-0.399870836507
ACH-000648,-0.550612402334
ACH-000649,-0.347396731035
ACH-000651,-0.257981729121
ACH-000652,-0.25012798435600003
ACH-000653,-0.511115605029
ACH-000657,-0.538263275782
ACH-000658,-0.345842066153
ACH-000661,-0.27743795939800003
ACH-000662,-0.915480925063
ACH-000663,-0.202710943896
ACH-000665,-0.369612943892
ACH-000671,-0.48957692935900005
ACH-000673,-0.442825484756
ACH-000676,-0.437619066003
ACH-000677,-0.294367989874
ACH-000681,-0.225550410314
ACH-000682,-0.56172403753
ACH-000683,-0.695730951147
ACH-000684,-0.587883802033
ACH-000688,-0.392559503687
ACH-000693,-0.444614422957
ACH-000694,-0.321391385973
ACH-000695,-0.516165209785
ACH-000696,-0.400116683857
ACH-000697,-0.496940799019
ACH-000699,-0.36608182914899995
ACH-000701,-0.310278034887
ACH-000706,-0.31593082762200003
ACH-000711,-0.410958928798
ACH-000713,-0.526260748315
ACH-000714,-0.682617752331
ACH-000718,-0.26858272527800003
ACH-000720,-0.425166736642
ACH-000721,-0.31695791395399997
ACH-000724,-0.433121877168
ACH-000725,-0.660174773288
ACH-000732,-0.368818243948
ACH-000734,-0.57117162512
ACH-000735,-0.519675441637
ACH-000736,-0.309076711796
ACH-000738,-0.44758922735
ACH-000746,-0.137079259376
ACH-000747,-0.513049486984
ACH-000748,-0.472713756725
ACH-000753,-0.5285712197119999
ACH-000756,-0.492056885984
ACH-000757,-0.5755523036810001
ACH-000758,-0.26646873403
ACH-000760,-0.348533724545
ACH-000763,-0.307559982069
ACH-000764,-0.5972371382989999
ACH-000765,-0.423573850111
ACH-000766,-0.301622616826
ACH-000767,-0.6726755721500001
ACH-000768,-0.419477086577
ACH-000769,-0.33901675877899995
ACH-000770,-0.257170181364
ACH-000771,-0.37626127549500005
ACH-000773,-0.35263138380500003
ACH-000776,-0.360110985923
ACH-000777,-0.247742515744
ACH-000778,-0.30620199236699996
ACH-000781,-0.407584724721
ACH-000782,-0.26970412764699997
ACH-000783,-0.354434850974
ACH-000784,-0.603376254731
ACH-000785,-0.497239433928
ACH-000787,-0.33929577871399996
ACH-000788,-0.326882203481
ACH-000791,-0.534551653656
ACH-000792,-0.471337529663
ACH-000794,-0.5422486602809999
ACH-000796,-0.344568430806
ACH-000799,-0.380314548128
ACH-000800,-0.7139419961040001
ACH-000802,-0.41840279318499995
ACH-000804,-0.263053543225
ACH-000805,-0.349970371936
ACH-000809,-0.300443552607
ACH-000810,-0.31337980946800004
ACH-000811,-0.319110086157
ACH-000817,-0.13758960374600002
ACH-000819,-0.413628618904
ACH-000820,-0.40473318969800004
ACH-000821,-0.530978874652
ACH-000822,-0.49652463759
ACH-000823,-0.328456203612
ACH-000824,-0.625276076564
ACH-000827,-0.495561229697
ACH-000829,-0.0797425914657
ACH-000831,-0.11215921371200001
ACH-000832,-0.289121323255
ACH-000833,-0.362900247754
ACH-000834,-0.29005827321100003
ACH-000835,-0.468014053319
ACH-000836,-0.477598601062
ACH-000837,-0.39708228845700005
ACH-000838,-0.208255394648
ACH-000839,-0.484837810036
ACH-000840,-0.109744819659
ACH-000841,-0.546440129621
ACH-000843,-0.5668133062699999
ACH-000846,-0.542957392845
ACH-000847,-0.6506781166910001
ACH-000848,-0.42820738566699995
ACH-000849,-0.45634644208999997
ACH-000851,-0.492169441789
ACH-000855,0.0013642403686199998
ACH-000856,-0.579663093272
ACH-000858,-0.405146295506
ACH-000859,-0.207779732578
ACH-000861,-0.587178282391
ACH-000862,-0.183055417235
ACH-000865,-0.568435241593
ACH-000866,-0.240242933349
ACH-000867,-0.5215148677100001
ACH-000869,-0.488424157393
ACH-000872,-0.502444192197
ACH-000873,-0.571952898553
ACH-000876,-0.5454005000850001
ACH-000878,-0.49441478459399996
ACH-000880,-0.238073484366
ACH-000881,-0.331742824436
ACH-000882,-0.41426632617299997
ACH-000884,-0.38583774515299996
ACH-000885,-0.399048418225
ACH-000887,-0.332024942327
ACH-000888,-0.38541550271700004
ACH-000889,-0.466858577519
ACH-000890,-0.19468732018100002
ACH-000896,-0.510796624022
ACH-000898,-0.462858884313
ACH-000900,-0.5398352915510001
ACH-000901,-0.495907541455
ACH-000905,-0.395657650765
ACH-000906,-0.34498111888800004
ACH-000907,-0.531240861274
ACH-000910,-0.273383624129
ACH-000911,-0.344594561111
ACH-000912,-0.531339626697
ACH-000913,-0.52550524622
ACH-000915,-0.261908927867
ACH-000916,-0.7991036827410001
ACH-000917,-0.721460743346
ACH-000921,-0.375268881773
ACH-000924,-0.45417946177699997
ACH-000926,-0.509021493429
ACH-000928,-0.20373541054400002
ACH-000929,-0.487893085318
ACH-000932,-0.452307539991
ACH-000935,-0.370878700525
ACH-000936,-0.584834720374
ACH-000937,-0.5512996419380001
ACH-000938,-0.663310730434
ACH-000939,-0.400968339103
ACH-000941,-0.47041796698700006
ACH-000943,-0.29472520214299996
ACH-000946,-0.355950256764
ACH-000947,-0.38804712833000005
ACH-000948,-0.52465476542
ACH-000950,-0.552930739863
ACH-000953,-0.6757316959849999
ACH-000957,-0.40083305001599995
ACH-000958,0.0410068679076
ACH-000960,-0.55489265196
ACH-000963,-0.361068004128
ACH-000968,-0.42560111435900005
ACH-000969,-0.302278421069
ACH-000973,-0.45560007100500005
ACH-000974,-0.29358023957400003
ACH-000975,-0.603572633134
ACH-000976,-0.41753947746799996
ACH-000978,0.0029727923943099997
ACH-000980,-0.302823640991
ACH-000984,-0.387220866722
ACH-000986,-0.331952101307
ACH-000988,-0.42297199609700004
ACH-000993,-0.48149224456399997
ACH-000994,-0.300886492873
ACH-000996,-0.799871822109
ACH-001001,-0.431158916548
ACH-001020,-0.302112856893
ACH-001028,-0.440223738905
ACH-001031,-0.331519118363
ACH-001038,-0.39890340909999994
ACH-001048,-0.370044407326
ACH-001050,-0.25695932277100003
ACH-001053,-0.480347904789
ACH-001054,-0.35238801656400004
ACH-001061,-0.203571445612
ACH-001067,-0.402363986383
ACH-001075,-0.295525998667
ACH-001096,-0.425624607763
ACH-001128,-0.351496782187
ACH-001134,-0.367946288829
ACH-001151,-0.42451709824
ACH-001163,-0.807897094375
ACH-001164,-0.492068229148
ACH-001173,-0.214643259771
ACH-001183,-0.151659790797
ACH-001184,-0.217658953776
ACH-001190,-0.640332477655
ACH-001192,-0.25553330731999996
ACH-001193,-0.85474368654
ACH-001196,-0.502703484942
ACH-001197,-0.491239189149
ACH-001205,-0.609877725715
ACH-001211,-0.5287837913319999
ACH-001212,-0.511844847009
ACH-001228,-0.521793276047
ACH-001232,-0.642072337069
ACH-001239,-0.45495978334
ACH-001274,-0.756692408335
ACH-001275,-0.375264314924
ACH-001277,-0.5148294005740001
ACH-001278,-0.148424050191
ACH-001280,-0.0477034049919
ACH-001283,-0.168948263999
ACH-001289,-0.501120993727
ACH-001295,-0.32997480203
ACH-001300,-0.360598733118
ACH-001301,-0.44839932654200004
ACH-001302,-0.434195958785
ACH-001303,-0.35496960659000004
ACH-001306,-0.286549215466
ACH-001318,-0.5804927023600001
ACH-001322,-0.632029533226
ACH-001328,-0.5073411460689999
ACH-001332,-0.5550834804689999
ACH-001333,-0.25121991030699997
ACH-001336,-0.40388353033299995
ACH-001340,-0.324963722491
ACH-001346,-0.39418089466
ACH-001353,-0.619990628583
ACH-001354,-0.34930422272399997
ACH-001367,-0.520626836727
ACH-001368,-0.33835173666999996
ACH-001374,-0.7212214935629999
ACH-001375,-0.37319148171300004
ACH-001377,-0.510336816686
ACH-001380,-0.376397786382
ACH-001391,-0.543450590374
ACH-001407,-0.264840172447
ACH-001408,-0.5278152731419999
ACH-001413,-0.289508749944
ACH-001430,-0.46674913763000003
ACH-001431,-0.536860470176
ACH-001450,-0.308917388656
ACH-001496,-0.338576471993
ACH-001500,-0.240049414486
ACH-001521,-0.303517870982
ACH-001523,-0.202473283383
ACH-001532,-0.327814343257
ACH-001536,-0.358128937868
ACH-001550,-0.276181250913
ACH-001552,-0.000663364914231
ACH-001554,-0.291901337805
ACH-001645,-0.435806240815
ACH-001654,-0.49395403452200004
ACH-001715,-0.506107927337
ACH-001735,-0.257446335753
ACH-001736,-0.41932549249799994
ACH-001737,-0.378992214703
ACH-001740,-0.16814909333
ACH-001745,-0.315951433648
ACH-001750,-0.47969385442400003
ACH-001765,-0.294828778812
ACH-001956,-0.343856851496
ACH-001957,-0.498984040749
