,ATPIF1 (93974)
ACH-000228,-0.365888256246
ACH-000231,-0.227251902291
ACH-000232,-0.0263489226928
ACH-000233,-0.181847402342
ACH-000234,-0.21833136580600002
ACH-000235,-0.146704950381
ACH-000237,-0.28167336450999997
ACH-000238,-0.245186489353
ACH-000243,-0.0853003163247
ACH-000244,-0.0801315922684
ACH-000246,-0.195585476412
ACH-000248,-0.24752640371399998
ACH-000250,-0.17788511964899997
ACH-000251,-0.309690624426
ACH-000253,-0.24137343181999996
ACH-000255,-0.24130086496
ACH-000256,-0.212406023466
ACH-000257,-0.09044653357060001
ACH-000258,-0.431485496876
ACH-000259,-0.005883407919640001
ACH-000260,-0.243284165661
ACH-000261,-0.19331555070999998
ACH-000262,-0.195259049743
ACH-000263,-0.27146572323199997
ACH-000264,-0.165745759157
ACH-000265,-0.11389516577299999
ACH-000266,-0.132039633395
ACH-000272,-0.250520592103
ACH-000273,-0.16634743529100002
ACH-000274,-0.34316043656499995
ACH-000277,-0.242843052603
ACH-000278,-0.08794590340280001
ACH-000279,-0.196400148591
ACH-000280,-0.045525962609299996
ACH-000281,-0.08411323547630001
ACH-000288,-0.307794322963
ACH-000291,-0.21665434483399998
ACH-000293,-0.274852402384
ACH-000294,-0.20711067218499998
ACH-000295,-0.0229992659398
ACH-000296,-0.169277507703
ACH-000302,-0.219934887792
ACH-000304,0.0037954444343600005
ACH-000307,-0.0918265996465
ACH-000308,-0.0584899255691
ACH-000310,-0.391295792915
ACH-000311,-0.0144000293528
ACH-000312,-0.31537066636
ACH-000315,0.10508347868899999
ACH-000316,-0.15469342239800002
ACH-000317,-0.393768452098
ACH-000318,-0.341254452896
ACH-000319,-0.0421137167645
ACH-000320,-0.5455386354990001
ACH-000322,-0.353012234255
ACH-000323,-0.567974588604
ACH-000324,-0.251831770161
ACH-000329,-0.283437476581
ACH-000330,-0.287987548537
ACH-000331,-0.322070780976
ACH-000332,-0.222158850139
ACH-000334,-0.0636504952304
ACH-000335,-0.186159966065
ACH-000336,-0.044177197597099996
ACH-000337,-0.149669692537
ACH-000339,-0.11684737631400001
ACH-000341,-0.220389157267
ACH-000348,-0.231802208362
ACH-000350,-0.177018473545
ACH-000352,-0.16257853811200002
ACH-000356,-0.22175978871399998
ACH-000361,-0.293225131244
ACH-000362,-0.121180833935
ACH-000363,-0.280569075693
ACH-000364,-0.190319627824
ACH-000365,-0.20582639298500002
ACH-000366,-0.234225506697
ACH-000368,-0.34929538662799997
ACH-000374,-0.307225364867
ACH-000375,-0.0327286875742
ACH-000376,-0.18173915294100002
ACH-000381,-0.164412069506
ACH-000383,-0.26359868274799997
ACH-000387,-0.243502479008
ACH-000389,-0.359225322244
ACH-000390,-0.0343926377216
ACH-000393,-0.175346993675
ACH-000395,-0.17108660725000002
ACH-000397,0.0702322459925
ACH-000401,-0.37155330216399995
ACH-000402,-0.570728019647
ACH-000403,-0.0775618650153
ACH-000404,-0.232857356928
ACH-000406,-0.13042435480200001
ACH-000407,-0.157717472405
ACH-000408,-0.20436455665999997
ACH-000410,-0.424144200502
ACH-000411,-0.06154761719790001
ACH-000414,-0.12544415838700002
ACH-000415,-0.11263910314200001
ACH-000416,-0.233792495106
ACH-000420,-0.21478459948800002
ACH-000421,-0.166403263146
ACH-000424,-0.34988130447800003
ACH-000425,-0.127065109796
ACH-000426,-0.136275078733
ACH-000427,-0.34084215972099996
ACH-000433,-0.0787008227851
ACH-000436,-0.23359673926199997
ACH-000444,-0.133261008734
ACH-000445,-0.34112487565
ACH-000448,-0.123940168298
ACH-000450,-0.608883673649
ACH-000452,-0.0800261917713
ACH-000454,-0.209921366804
ACH-000458,-0.23529053661999996
ACH-000459,-0.0470205415896
ACH-000460,-0.0985516977574
ACH-000461,-0.44692906493999995
ACH-000463,-0.159275812235
ACH-000464,-0.20564061282499999
ACH-000466,-0.27998721885600003
ACH-000467,-0.25549317614399997
ACH-000468,-0.04554320556480001
ACH-000469,-0.26212537695099997
ACH-000470,0.13011686650499998
ACH-000471,-0.341909704467
ACH-000472,-0.0272061648777
ACH-000473,0.028758054293900003
ACH-000475,-0.12059039597999999
ACH-000476,0.00737292463908
ACH-000477,0.09981504369580001
ACH-000480,-0.269402372473
ACH-000481,-0.13093940062
ACH-000483,-0.123150391459
ACH-000484,-0.40540617616999997
ACH-000485,-0.149887753928
ACH-000486,-0.0868261039229
ACH-000487,0.0047126226946
ACH-000488,-0.133233640321
ACH-000490,-0.0630058737143
ACH-000491,-0.22438304666900002
ACH-000495,0.168159150854
ACH-000496,-0.22330893178000003
ACH-000499,-0.21528894789
ACH-000500,-0.21697708085200001
ACH-000502,-0.20506155961199998
ACH-000503,-0.0961961747503
ACH-000505,-0.0698766592782
ACH-000507,-0.290780290444
ACH-000510,-0.13448889899
ACH-000511,-0.119025431342
ACH-000512,-0.37803247765299997
ACH-000516,-0.14013320962099998
ACH-000517,-0.17483793129900002
ACH-000518,-0.07904375813789999
ACH-000520,-0.0978693933673
ACH-000521,-0.124043293992
ACH-000522,-0.218879700213
ACH-000524,-0.383113490506
ACH-000527,-0.0985159047098
ACH-000528,-0.166830482158
ACH-000537,-0.112074619224
ACH-000541,-0.401818003224
ACH-000542,-0.11203729097000001
ACH-000544,-0.27314437813000003
ACH-000545,-0.271279243738
ACH-000547,-0.104378372324
ACH-000548,-0.12428924076999999
ACH-000549,-0.11854422585100001
ACH-000550,-0.46370863331100004
ACH-000552,-0.187059719202
ACH-000556,-0.043239994540099996
ACH-000557,-0.170677798607
ACH-000570,-0.199210382876
ACH-000571,-0.108057102993
ACH-000573,-0.202289168794
ACH-000576,-0.27305698654
ACH-000580,-0.312124126461
ACH-000584,-0.17642060531
ACH-000585,-0.253420502438
ACH-000588,-0.264008932777
ACH-000589,-0.155154427079
ACH-000591,-0.30398989910999996
ACH-000593,-0.086680926976
ACH-000600,-0.249866916349
ACH-000601,-0.143327522313
ACH-000604,-0.17627851481400003
ACH-000605,-0.100653165284
ACH-000606,-0.143401840316
ACH-000608,-0.20276489337200002
ACH-000614,-0.271093858373
ACH-000616,-0.275520234755
ACH-000618,-0.017672847734
ACH-000619,-0.013433608872
ACH-000620,-0.196481157969
ACH-000621,-0.281251669482
ACH-000622,-0.274639569285
ACH-000623,-0.128119607848
ACH-000624,-0.23164165250500002
ACH-000627,-0.46613969521399995
ACH-000630,-0.0631753456091
ACH-000632,-0.20661999772999998
ACH-000633,-0.133739113942
ACH-000637,-0.20265333320700002
ACH-000638,-0.35127750173199995
ACH-000646,-0.53944743093
ACH-000647,-0.0294713102452
ACH-000648,-0.101669166646
ACH-000649,-0.12272835910999999
ACH-000651,-0.028352917814199997
ACH-000652,-0.120887029647
ACH-000653,-0.08756084151830001
ACH-000657,-0.107218022006
ACH-000658,-0.159193774267
ACH-000661,-0.161973850885
ACH-000662,0.0564479613751
ACH-000663,-0.11750700115900001
ACH-000665,-0.0995975040683
ACH-000671,0.103890673664
ACH-000673,-0.198543770589
ACH-000676,-0.276457445201
ACH-000677,-0.197561851246
ACH-000681,-0.172120564578
ACH-000682,-0.19139467446
ACH-000683,-0.269564851433
ACH-000684,-0.0351625619806
ACH-000688,-0.167595346019
ACH-000693,-0.0606223890921
ACH-000694,-0.130278252453
ACH-000695,-0.313616518163
ACH-000696,-0.173236748122
ACH-000697,-0.219348093281
ACH-000699,-0.403603361122
ACH-000701,-0.277783343638
ACH-000706,-0.157917014813
ACH-000711,-0.139920655707
ACH-000713,-0.050704953775899994
ACH-000714,-0.172628490425
ACH-000718,-0.16555800974
ACH-000720,-0.3393755079
ACH-000721,-0.11633621795099999
ACH-000724,-0.154581457546
ACH-000725,0.045398618840199995
ACH-000732,0.134729139952
ACH-000734,-0.176128168004
ACH-000735,-0.106206540115
ACH-000736,-0.159235008638
ACH-000738,-0.132112451142
ACH-000746,0.0350060617603
ACH-000747,-0.24086002732500003
ACH-000748,-0.29296520415800004
ACH-000753,-0.258885756064
ACH-000756,0.011038517759
ACH-000757,0.0738292953757
ACH-000758,-0.242002980433
ACH-000760,-0.263361970633
ACH-000763,-0.171131016213
ACH-000764,0.0658805987803
ACH-000765,-0.122423981024
ACH-000766,-0.251333325116
ACH-000767,-0.270658571204
ACH-000768,-0.0185155291845
ACH-000769,-0.18872212011300002
ACH-000770,-0.175061114561
ACH-000771,-0.09351467405929999
ACH-000773,-0.0840495537167
ACH-000776,-0.17340973813000002
ACH-000777,-0.305295197353
ACH-000778,-0.12967646725600002
ACH-000781,-0.12371979640900001
ACH-000782,-0.402599741654
ACH-000783,-0.220011020266
ACH-000784,-0.180326117359
ACH-000785,-0.21050710411100002
ACH-000787,-0.24693830854200002
ACH-000788,-0.0709239916004
ACH-000791,-0.272355598776
ACH-000792,-0.117871420046
ACH-000794,-0.199012714221
ACH-000796,-0.16928067859700002
ACH-000799,-0.05315071107509999
ACH-000800,-0.21561481533399998
ACH-000802,-0.13747029507300002
ACH-000804,0.0856590418464
ACH-000805,-0.566503767057
ACH-000809,-0.109636204566
ACH-000810,0.09352388406960001
ACH-000811,-0.304199130162
ACH-000817,-0.279179036028
ACH-000819,-0.11286681657099999
ACH-000820,-0.17809961487599998
ACH-000821,-0.19834809628800001
ACH-000822,-0.12183219950799999
ACH-000823,-0.0545196004599
ACH-000824,-0.06463339247290001
ACH-000827,-0.17512630914000002
ACH-000829,-0.198236068467
ACH-000831,-0.270622214387
ACH-000832,-0.17307316647999998
ACH-000833,0.020550780692
ACH-000834,-0.360980633333
ACH-000835,-0.134788145976
ACH-000836,-0.149285740868
ACH-000837,-0.142668544123
ACH-000838,0.0263069014806
ACH-000839,-0.198055149929
ACH-000840,-0.0660484041629
ACH-000841,-0.23556398216699997
ACH-000843,-0.129039666134
ACH-000846,-0.282153149339
ACH-000847,-0.112749270701
ACH-000848,-0.08277935212889999
ACH-000849,-0.255977480992
ACH-000851,-0.199359911642
ACH-000855,-0.424556102122
ACH-000856,0.0496919246012
ACH-000858,-0.20338142949299998
ACH-000859,-0.04914988240090001
ACH-000861,-0.24446260066599998
ACH-000862,-0.303901348819
ACH-000865,-0.0925761299255
ACH-000866,-0.18631323561500002
ACH-000867,-0.154060872708
ACH-000869,-0.131143068104
ACH-000872,-0.20733357519200002
ACH-000873,-0.20857439129299998
ACH-000876,-0.269770966112
ACH-000878,-0.0685123107735
ACH-000880,-0.153640358452
ACH-000881,-0.106952776565
ACH-000882,-0.177532243036
ACH-000884,-0.242366002052
ACH-000885,-0.0449334142277
ACH-000887,-0.288548184137
ACH-000888,-0.111187352533
ACH-000889,-0.208564590597
ACH-000890,-0.257132976504
ACH-000896,-0.0786103009665
ACH-000898,-0.0031605041459200002
ACH-000900,-0.141860776114
ACH-000901,-0.25733134083299997
ACH-000905,-0.0567470739145
ACH-000906,-0.19420270721500002
ACH-000907,-0.288518297049
ACH-000910,-0.11056005407299999
ACH-000911,-0.216709745569
ACH-000912,-0.13959961282
ACH-000913,-0.1569611475
ACH-000915,-0.262905264358
ACH-000916,-0.38134713707699996
ACH-000917,-0.0307611722737
ACH-000921,-0.0672516379009
ACH-000924,-0.241790349401
ACH-000926,-0.0582372551248
ACH-000928,-0.272454952841
ACH-000929,-0.248224434629
ACH-000932,-0.17342040621399998
ACH-000935,-0.148088624259
ACH-000936,-0.13062961775100002
ACH-000937,-0.0774926897807
ACH-000938,-0.112343836981
ACH-000939,-0.0510307591757
ACH-000941,-0.0046735375255
ACH-000943,-0.202394995378
ACH-000946,-0.335217257773
ACH-000947,-0.119772638138
ACH-000948,-0.163715204204
ACH-000950,-0.19518884944200002
ACH-000953,-0.133758399395
ACH-000957,0.0921129428605
ACH-000958,-0.384294020841
ACH-000960,-0.13276387152000002
ACH-000963,-0.17832216952
ACH-000968,-0.143925339062
ACH-000969,-0.370176864128
ACH-000973,-0.141753267427
ACH-000974,-0.156772676477
ACH-000975,-0.110254640103
ACH-000976,-0.264763971732
ACH-000978,-0.19077441661800001
ACH-000980,-0.15147257678
ACH-000984,-0.06729043828169999
ACH-000986,-0.257978017239
ACH-000988,-0.21144130931699998
ACH-000993,-0.162856091088
ACH-000994,-0.386649938756
ACH-000996,-0.18082367106
ACH-001001,-0.158360568169
ACH-001020,0.29140180361900003
ACH-001028,-0.156212634593
ACH-001031,-0.0575807340862
ACH-001038,-0.0883302129335
ACH-001048,-0.191978634346
ACH-001050,-0.20671338869300002
ACH-001053,-0.377439153935
ACH-001054,-0.264122823582
ACH-001061,-0.149141635918
ACH-001067,-0.27747271623
ACH-001075,-0.153143060975
ACH-001096,0.064524316287
ACH-001128,-0.535472388368
ACH-001134,-0.160067560267
ACH-001151,-0.115911883072
ACH-001163,-0.127057780152
ACH-001164,-0.296275915288
ACH-001173,-0.08269486099
ACH-001183,-0.0689768852979
ACH-001184,-0.174606529008
ACH-001190,-0.274516890858
ACH-001192,-0.04994810095919999
ACH-001193,-0.17922481320999997
ACH-001196,-0.56500836606
ACH-001197,-0.171301885079
ACH-001205,-0.0731634160567
ACH-001211,-0.17460329314800002
ACH-001212,-0.144645707903
ACH-001228,-0.0822306236756
ACH-001232,-0.223412050403
ACH-001239,-0.25315853923099996
ACH-001274,-0.122744880806
ACH-001275,-0.15187473488199998
ACH-001277,-0.212547697475
ACH-001278,0.0440389901324
ACH-001280,0.0009468488215589999
ACH-001283,-0.0776219920527
ACH-001289,-0.248309461346
ACH-001295,-0.0830560136256
ACH-001300,-0.184126391334
ACH-001301,-0.194273220366
ACH-001302,-0.0880191182051
ACH-001303,-0.046248039414400005
ACH-001306,-0.39535065484899995
ACH-001318,-0.109515983752
ACH-001322,-0.232389432117
ACH-001328,-0.0921331237263
ACH-001332,-0.061660987954000004
ACH-001333,-0.231349253473
ACH-001336,-0.047489228919900005
ACH-001340,-0.20357347923
ACH-001346,-0.123397120461
ACH-001353,-0.157764777685
ACH-001354,-0.10487878097100001
ACH-001367,-0.14197109450099998
ACH-001368,-0.140922258697
ACH-001374,-0.175918243306
ACH-001375,-0.016190861557400002
ACH-001377,-0.0624014902716
ACH-001380,-0.223542656468
ACH-001391,-0.042904037309
ACH-001407,0.047795570697999994
ACH-001408,-0.188320139561
ACH-001413,-0.259037581853
ACH-001430,-0.20301187213799998
ACH-001431,-0.0396919693757
ACH-001450,-0.353225288267
ACH-001496,-0.270398898772
ACH-001500,-0.104221127544
ACH-001521,-0.314234818211
ACH-001523,-0.25769056715300004
ACH-001532,-0.239608217683
ACH-001536,-0.29761419325800004
ACH-001550,-0.0995190775873
ACH-001552,-0.250301799144
ACH-001554,0.005378153187449999
ACH-001645,-0.267703415617
ACH-001654,-0.20343461004900001
ACH-001715,0.170621385173
ACH-001735,-0.128572428854
ACH-001736,0.006258011131169999
ACH-001737,0.0469390631128
ACH-001740,-0.36343485065
ACH-001745,-0.276368516587
ACH-001750,-0.230537148405
ACH-001765,-0.16188147321
ACH-001956,-0.18511059966200002
ACH-001957,-0.203162523515
