,ISCU (23479)
ACH-000387,-1.5579536190399998
ACH-000389,-1.37814114869
ACH-000390,-1.2937522530399999
ACH-000393,-1.7333485258599999
ACH-000395,-1.49261629365
ACH-000397,-1.54594315467
ACH-000401,-1.28543732904
ACH-000402,-2.00974517355
ACH-000403,-1.63938092851
ACH-000404,-1.34935756197
ACH-000406,-1.2077313202600002
ACH-000407,-1.47376851156
ACH-000408,-1.32926542956
ACH-000410,-1.3320177582200001
ACH-000411,-1.55634348764
ACH-000414,-1.23872275602
ACH-000415,-1.3736891297299998
ACH-000416,-1.61939223706
ACH-000420,-1.23013206595
ACH-000421,-1.3089195273899998
ACH-000424,-1.54461770474
ACH-000425,-1.32529095684
ACH-000426,-1.77949434844
ACH-000427,-1.41456137938
ACH-000433,-1.38066102769
ACH-000436,-1.53484184706
ACH-000444,-1.27999583441
ACH-000445,-1.5504920150900001
ACH-000448,-1.37717709602
ACH-000450,-1.52422490197
ACH-000452,-1.3906032640500001
ACH-000454,-1.4157900576700002
ACH-000458,-1.24853047384
ACH-000459,-1.67623342055
ACH-000460,-1.28249461115
ACH-000461,-1.3507036641999999
ACH-000463,-1.38356752456
ACH-000464,-2.13774044533
ACH-000466,-1.3816639001700002
ACH-000467,-1.23911719718
ACH-000468,-1.20700975129
ACH-000469,-1.3454153619999998
ACH-000470,-1.4951026359900002
ACH-000471,-1.4823368584399998
ACH-000472,-1.4583264362200001
ACH-000473,-1.2047586382100002
ACH-000475,-1.47622364228
ACH-000476,-1.51573534163
ACH-000477,-1.31013938186
ACH-000480,-1.1413898646
ACH-000481,-1.7451368558700002
ACH-000483,-1.6916345185100001
ACH-000484,-1.82974964032
ACH-000485,-1.5418431291799999
ACH-000486,-1.26625301395
ACH-000487,-1.43020624835
ACH-000488,-1.1757058239799998
ACH-000490,-1.19801721079
ACH-000491,-1.47407258569
ACH-000495,-1.27678777155
ACH-000496,-1.44638478132
ACH-000499,-1.0698234146899999
ACH-000500,-2.1835604758400002
ACH-000502,-1.19910958279
ACH-000503,-1.63564657401
ACH-000505,-1.59208621583
ACH-000507,-1.2783942485200002
ACH-000510,-1.56485698141
ACH-000511,-1.21777416701
ACH-000512,-1.9056603637599998
ACH-000516,-1.5425324321399998
ACH-000517,-1.76153947273
ACH-000518,-1.21120322281
ACH-000520,-1.6175583472400001
ACH-000521,-1.2988972161
ACH-000522,-1.6035229681299998
ACH-000524,-1.49590664757
ACH-000527,-1.0094846839799998
ACH-000528,-1.17711461224
ACH-000537,-1.24768139998
ACH-000541,-1.66901227194
ACH-000542,-1.3624510159799998
ACH-000544,-1.34291601914
ACH-000545,-1.40862472432
ACH-000547,-0.9138522011929999
ACH-000548,-1.44070867162
ACH-000549,-1.51198201713
ACH-000550,-1.40894597964
ACH-000552,-1.3913642442200003
ACH-000556,-1.45600880626
ACH-000557,-1.33300388841
ACH-000570,-1.52166454538
ACH-000571,-1.8697838133200002
ACH-000573,-1.5276180415
ACH-000576,-1.39018237284
ACH-000580,-1.66372713599
ACH-000584,-1.3570714592500002
ACH-000585,-1.37290260759
ACH-000588,-1.35121849593
ACH-000589,-1.37265374967
ACH-000591,-1.3915433497799998
ACH-000593,-1.45890535973
ACH-000600,-1.47751177338
ACH-000601,-1.43498839949
ACH-000604,-1.5082153027899998
ACH-000605,-1.4999228380200003
ACH-000606,-1.43313125634
ACH-000608,-1.8562087473900002
ACH-000614,-1.03792310453
ACH-000616,-1.42122226303
ACH-000618,-1.12734850696
ACH-000619,-1.44702622955
ACH-000620,-1.2237119518600001
ACH-000621,-1.67763184371
ACH-000622,-1.9046865370299997
ACH-000623,-1.4315648181799998
ACH-000624,-1.33349945524
ACH-000627,-1.5931397411700001
ACH-000630,-1.3573463235799998
ACH-000632,-1.46568339729
ACH-000633,-1.5003550292399999
ACH-000637,-1.17373063934
ACH-000638,-1.08983986301
ACH-000646,-1.1994324045
ACH-000647,-1.44784698381
ACH-000648,-1.5757405984200001
ACH-000649,-1.4195629500100002
ACH-000651,-1.5657573876800002
ACH-000652,-1.55873257235
ACH-000653,-1.5986656975
ACH-000657,-1.4078326478999998
ACH-000658,-1.37832438505
ACH-000661,-1.06723953595
ACH-000662,-1.82188526414
ACH-000663,-1.56898238791
ACH-000665,-1.36721919589
ACH-000671,-1.3062897874700001
ACH-000673,-1.58065651847
ACH-000676,-1.50839704944
ACH-000677,-1.28212186343
ACH-000681,-1.34608657912
ACH-000682,-1.45180388324
ACH-000683,-1.39887397143
ACH-000684,-1.13779513101
ACH-000688,-1.94673769882
ACH-000693,-1.50639822908
ACH-000694,-1.32841487547
ACH-000695,-1.4267353384299999
ACH-000696,-1.44248787573
ACH-000697,-1.32037050345
ACH-000699,-1.48340227282
ACH-000701,-1.36383192998
ACH-000706,-1.3090054297
ACH-000711,-1.3046146171
ACH-000713,-1.6346009426199999
ACH-000714,-1.67171460389
ACH-000718,-1.55522297771
ACH-000720,-1.55803351574
ACH-000721,-1.5697177421000001
ACH-000724,-0.913898133075
ACH-000725,-1.27956996829
ACH-000732,-1.31843693444
ACH-000734,-1.23157805309
ACH-000735,-1.4640091416699998
ACH-000736,-1.5474950083599999
ACH-000738,-1.3498546441200001
ACH-000746,-1.66892116195
ACH-000747,-1.4958672903499999
ACH-000748,-1.3705034850100002
ACH-000753,-1.26284462259
ACH-000756,-1.5007085813299998
ACH-000757,-1.26326895951
ACH-000758,-1.1954716266399998
ACH-000760,-1.51526392021
ACH-000763,-1.7943599495900002
ACH-000764,-1.7001066203600002
ACH-000765,-1.33963743513
ACH-000766,-1.42765979245
ACH-000767,-1.41921889204
ACH-000768,-1.35427847664
ACH-000769,-1.12235870295
ACH-000770,-1.54139503088
ACH-000771,-1.06071900306
ACH-000773,-1.4341418176700003
ACH-000776,-1.25680289865
ACH-000777,-1.3471739648299998
ACH-000778,-1.37768637465
ACH-000781,-1.3490661748700001
ACH-000782,-1.30912130926
ACH-000783,-1.65754591739
ACH-000784,-1.4689224961899998
ACH-000785,-1.44442744217
ACH-000787,-1.34445936945
ACH-000788,-1.4976443691999999
ACH-000791,-1.1178195845
ACH-000792,-1.13534230674
ACH-000794,-1.33607553119
ACH-000796,-1.69371739269
ACH-000799,-1.4800605751700002
ACH-000800,-1.50472181669
ACH-000802,-1.2977637801200002
ACH-000804,-1.456807884
ACH-000805,-1.4445543685299997
ACH-000809,-1.36624236659
ACH-000810,-1.19285873002
ACH-000811,-1.40409698368
ACH-000817,-1.4808879469999998
ACH-000819,-1.4314357305599998
ACH-000820,-1.19144709646
ACH-000821,-2.01328792518
ACH-000822,-1.95816890814
ACH-000823,-1.45435278204
ACH-000824,-1.68911707294
ACH-000827,-1.29749014981
ACH-000829,-1.61466919912
ACH-000831,-1.5178525120700002
ACH-000832,-1.1194242487600001
ACH-000833,-1.6210908413499998
ACH-000834,-1.27332447265
ACH-000835,-1.3542362495200002
ACH-000836,-1.6580839653100001
ACH-000837,-1.3215229910500002
ACH-000838,-1.5605258999899998
ACH-000839,-1.4789425014
ACH-000840,-1.2068229340899999
ACH-000841,-1.40727429558
ACH-000843,-1.29273182376
ACH-000846,-1.49387990523
ACH-000847,-1.15153226427
ACH-000848,-1.45286279757
ACH-000849,-1.64533557882
ACH-000851,-1.2240475725
ACH-000855,-1.09856708577
ACH-000856,-1.4626212174899997
ACH-000858,-1.59797881245
ACH-000859,-1.50006236975
ACH-000861,-1.5729891209600002
ACH-000862,-1.10359752494
ACH-000865,-1.4928548777200001
ACH-000866,-1.49466062301
ACH-000867,-1.61420840004
ACH-000869,-1.66772360912
ACH-000872,-1.3487763158000001
ACH-000873,-1.61130759153
ACH-000876,-1.5035134342899998
ACH-000878,-1.0878158907
ACH-000880,-1.44517613708
ACH-000881,-1.1501431756799998
ACH-000882,-1.15727641074
ACH-000884,-1.65021743
ACH-000885,-1.17849739553
ACH-000887,-1.4708609517299998
ACH-000888,-1.6035745624200002
ACH-000889,-1.62037497104
ACH-000890,-1.21977068718
ACH-000896,-1.2306617709999998
ACH-000898,-1.3432235142299997
ACH-000900,-1.31568964998
ACH-000901,-1.5158338107299998
ACH-000905,-1.26951698734
ACH-000906,-1.5796636419999999
ACH-000907,-1.7255316645400003
ACH-000910,-1.2499990088200001
ACH-000911,-1.4334687429100001
ACH-000912,-1.23896006375
ACH-000913,-1.61674283558
ACH-000915,-1.39733851978
ACH-000916,-1.58234542873
ACH-000917,-1.23954091433
ACH-000921,-1.5342570740500001
ACH-000924,-1.5459950004499998
ACH-000926,-1.39611686044
ACH-000928,-1.45003700016
ACH-000929,-1.41520953424
ACH-000932,-1.47329406819
ACH-000935,-1.3422788402799999
ACH-000936,-1.49219410097
ACH-000937,-1.5586393622699999
ACH-000938,-1.5167083773299999
ACH-000939,-1.42461819504
ACH-000941,-1.30730066175
ACH-000943,-1.36899158164
ACH-000946,-1.36949942694
ACH-000947,-1.4974643951100002
ACH-000948,-1.01828618986
ACH-000950,-1.26470894251
ACH-000953,-1.7236341189400002
ACH-000957,-1.15579804207
ACH-000958,-1.4349010869999999
ACH-000960,-1.6528414485
ACH-000963,-1.0584255650299998
ACH-000968,-1.2089311176100002
ACH-000969,-1.40550268939
ACH-000973,-1.48502412964
ACH-000974,-1.49846745239
ACH-000975,-1.46998772198
ACH-000976,-1.6122936677000002
ACH-000978,-1.9421476951900003
ACH-000980,-1.53390086333
ACH-000984,-1.5515331873500002
ACH-000986,-1.02317858756
ACH-000988,-1.5677130524899998
ACH-000993,-1.0794569458399998
ACH-000994,-1.27307493788
ACH-000996,-1.51637214977
ACH-001001,-1.5499319401299998
ACH-001020,-1.64171535317
ACH-001028,-1.61450298616
ACH-001031,-1.4132419556
ACH-001038,-1.7176865720200003
ACH-001048,-1.42497132526
ACH-001050,-1.3503286814500002
ACH-001053,-1.33264991839
ACH-001054,-1.36035373053
ACH-001061,-1.33893787105
ACH-001067,-1.51309548514
ACH-001075,-1.60965428053
ACH-001096,-1.50704124104
ACH-001128,-2.27522016724
ACH-001134,-1.3390347613200002
ACH-001151,-1.2519793547600002
ACH-001163,-1.57113983213
ACH-001164,-1.41202654518
ACH-001173,-1.4723562899
ACH-001183,-1.30447016662
ACH-001184,-1.46778621331
ACH-001190,-1.57464213209
ACH-001192,-1.42942325058
ACH-001193,-1.4799066051299998
ACH-001196,-1.2388520845200002
ACH-001197,-1.65042879125
ACH-001205,-1.35305221898
ACH-001211,-1.63047090831
ACH-001212,-0.7957805512299999
ACH-001228,-1.33839640872
ACH-001232,-1.31548140654
ACH-001239,-1.1694526682100002
ACH-001274,-1.30898775519
ACH-001275,-1.28653143949
ACH-001277,-1.4279880713
ACH-001278,-1.38502838415
ACH-001280,-1.11402429145
ACH-001283,-1.51786241553
ACH-001289,-1.5824285918099998
ACH-001295,-1.68373400611
ACH-001300,-1.18302018984
ACH-001301,-1.65527196857
ACH-001302,-0.980854240189
ACH-001303,-1.3823028909600001
ACH-001306,-1.69170349488
ACH-001318,-1.23979110575
ACH-001322,-1.6763686180200001
ACH-001328,-1.6297574782799997
ACH-001332,-1.4120135361500001
ACH-001333,-1.44435323838
ACH-001336,-1.49974504947
ACH-001340,-1.32119988605
ACH-001346,-1.26801609415
ACH-001353,-1.31383710287
ACH-001354,-1.36630802402
ACH-001367,-1.5288344641299998
ACH-001368,-1.61916817814
ACH-001374,-1.36160141519
ACH-001375,-1.4363266586599999
ACH-001377,-1.41920686222
ACH-001380,-1.3151986524600001
ACH-001391,-1.51457368533
ACH-001407,-1.56704126325
ACH-001408,-1.19565510597
ACH-001413,-1.55879353773
ACH-001430,-1.7615843151599997
ACH-001431,-1.51067661639
ACH-001450,-1.1561238619299998
ACH-001496,-1.3183098129000002
ACH-001500,-1.48941673107
ACH-001521,-1.48041156824
ACH-001523,-1.28964339037
ACH-001532,-1.3954180714700002
ACH-001536,-1.34971822285
ACH-001550,-1.39298950632
ACH-001552,-1.64784118595
ACH-001554,-1.35689003166
ACH-001645,-1.49577444481
ACH-001654,-1.4666880313100001
ACH-001715,-1.58239093984
ACH-001735,-1.40654700842
ACH-001736,-1.7078208382
ACH-001737,-1.64042303729
ACH-001740,-1.5544455785
ACH-001745,-1.45071993872
ACH-001750,-1.26880251827
ACH-001765,-1.37133454706
ACH-001956,-1.42526748299
ACH-001957,-1.47778487417
