,DND1 (373863)
ACH-000414,-0.183582464584
ACH-000415,-0.24923492849
ACH-000416,-0.325182992409
ACH-000420,-0.41642525967200006
ACH-000421,-0.0776026167188
ACH-000424,-0.25472223847
ACH-000425,-0.254611253925
ACH-000426,-0.207172815177
ACH-000427,-0.281595027608
ACH-000433,-0.485954789247
ACH-000436,-0.738994149535
ACH-000444,0.0660800002349
ACH-000445,-0.286519774355
ACH-000448,-0.286580561619
ACH-000450,-0.26966054793099997
ACH-000452,-0.191050166831
ACH-000454,-0.354193480545
ACH-000458,-0.121105600248
ACH-000459,-0.18670096247200002
ACH-000460,-0.24299639802900003
ACH-000461,0.0201346570281
ACH-000463,-0.10740907899
ACH-000464,-0.26564380755399997
ACH-000466,-0.218003826015
ACH-000467,-0.0432339072316
ACH-000468,-0.17270687724800002
ACH-000469,-0.35462249213
ACH-000470,-0.36231935511600005
ACH-000471,-0.278622835614
ACH-000472,-0.351034435739
ACH-000473,-0.40489648389
ACH-000475,-0.226166289955
ACH-000476,-0.15564266053
ACH-000477,-0.27310984224199997
ACH-000480,-0.0706820565467
ACH-000481,-0.442210441351
ACH-000483,0.029337815222
ACH-000484,-0.49208296574199994
ACH-000485,-0.136789421897
ACH-000486,-0.291926954851
ACH-000487,-0.391452779439
ACH-000488,-0.0096086347695
ACH-000490,-0.246628590312
ACH-000491,-0.322038938427
ACH-000495,-0.0856481965612
ACH-000496,-0.37126003107100003
ACH-000499,-0.26967903089699996
ACH-000500,0.0483549611761
ACH-000502,-0.196663724307
ACH-000503,-0.18801174988400002
ACH-000505,-0.156347936348
ACH-000507,-0.235233793238
ACH-000510,-0.113263646433
ACH-000511,-0.309714383825
ACH-000512,-0.350354083591
ACH-000516,-0.273000993894
ACH-000517,-0.318737638955
ACH-000518,-0.269651582253
ACH-000520,-0.406733692059
ACH-000521,-0.405670462096
ACH-000522,-0.254954177914
ACH-000524,-0.254175902572
ACH-000527,-0.195657848838
ACH-000528,-0.244519416712
ACH-000537,-0.25292122382800003
ACH-000541,-0.203338386373
ACH-000542,-0.34752651067
ACH-000544,-0.39589344376100005
ACH-000545,-0.0636820314891
ACH-000547,-0.144382577863
ACH-000548,-0.284560100729
ACH-000549,-0.323242951675
ACH-000550,-0.7029514745379999
ACH-000552,-0.17777598125
ACH-000556,-0.112457253878
ACH-000557,-0.21937847491300003
ACH-000570,-0.443390025951
ACH-000571,-0.327829040308
ACH-000573,-0.170949033649
ACH-000576,-0.139644124192
ACH-000580,-0.0505844100968
ACH-000584,-0.175826992566
ACH-000585,-0.447213059004
ACH-000588,-0.280169365563
ACH-000589,-0.23295875277699998
ACH-000591,-0.47160975259099996
ACH-000593,-0.455027195283
ACH-000600,-0.40728771974600003
ACH-000601,-0.212253943604
ACH-000604,-0.284755515022
ACH-000605,-0.252093614757
ACH-000606,-0.31194372965100003
ACH-000608,-0.35856365238300003
ACH-000614,-0.185017945346
ACH-000616,-0.531081627325
ACH-000618,-0.19880571245200002
ACH-000619,-0.230323452854
ACH-000620,-0.290849171941
ACH-000621,-0.172594769541
ACH-000622,-0.442503068187
ACH-000623,-0.248775808987
ACH-000624,-0.23448755587200001
ACH-000627,-0.323927150394
ACH-000630,-0.274360132962
ACH-000632,-0.52786888273
ACH-000633,-0.22916001556899998
ACH-000637,-0.10177550376700001
ACH-000638,-0.281520286591
ACH-000646,-0.357012076325
ACH-000647,-0.242894333055
ACH-000648,-0.305946592031
ACH-000649,-0.323801095753
ACH-000651,-0.32848570125300003
ACH-000652,-0.358211467108
ACH-000653,-0.166332310097
ACH-000657,-0.180849011937
ACH-000658,-0.153330156877
ACH-000661,-0.43493157189
ACH-000662,-0.32332973483000005
ACH-000663,-0.363659843975
ACH-000665,-0.24244138152300002
ACH-000671,-0.213166564455
ACH-000673,-0.357373224436
ACH-000676,-0.12399510539200001
ACH-000677,-0.423885969982
ACH-000681,-0.324133350013
ACH-000682,-0.0505219252432
ACH-000683,-0.175880669473
ACH-000684,-0.153911677109
ACH-000688,-0.35941478673199995
ACH-000693,-0.121724454504
ACH-000694,-0.22095783832600002
ACH-000695,-0.404555089485
ACH-000696,-0.262070170858
ACH-000697,-0.27544278154
ACH-000699,-0.37594343862199997
ACH-000701,-0.215809131676
ACH-000706,-0.6403152533950001
ACH-000711,-0.237667199908
ACH-000713,-0.150905105952
ACH-000714,-0.405239255285
ACH-000718,-0.156769724473
ACH-000720,-0.29015385673599997
ACH-000721,-0.328511877359
ACH-000724,-0.38309503889200003
ACH-000725,-0.235761689213
ACH-000732,-0.0414681679115
ACH-000734,-0.254430994441
ACH-000735,-0.342578043121
ACH-000736,-0.224383182484
ACH-000738,-0.187519547186
ACH-000746,-0.0704270363891
ACH-000747,-0.450704746471
ACH-000748,-0.138140061841
ACH-000753,-0.191524440397
ACH-000756,-0.18877880700599997
ACH-000757,-0.147493212507
ACH-000758,-0.14351275338800001
ACH-000760,-0.286047603204
ACH-000763,-0.103837206724
ACH-000764,-0.29725925224
ACH-000765,-0.32280423190699997
ACH-000766,-0.412456649295
ACH-000767,-0.34481362989
ACH-000768,-0.14296827044500002
ACH-000769,-0.412890484342
ACH-000770,-0.254709849378
ACH-000771,-0.199509492258
ACH-000773,-0.19374088785100002
ACH-000776,-0.299082852914
ACH-000777,-0.157638586479
ACH-000778,-0.233364314786
ACH-000781,-0.193150059691
ACH-000782,-0.44372493578199995
ACH-000783,-0.351939132656
ACH-000784,-0.232090530954
ACH-000785,-0.334022929307
ACH-000787,-0.490682015013
ACH-000788,-0.63573163103
ACH-000791,-0.320393341092
ACH-000792,-0.198008368321
ACH-000794,-0.634971931165
ACH-000796,-0.328204739982
ACH-000799,-0.12306869440300001
ACH-000800,-0.459522212792
ACH-000802,-0.23968410569
ACH-000804,-0.26523126292800003
ACH-000805,-0.303817603199
ACH-000809,-0.231588712271
ACH-000810,-0.159548341951
ACH-000811,-0.378859266349
ACH-000817,-0.122540068366
ACH-000819,-0.0428286834442
ACH-000820,-0.29322964701299997
ACH-000821,-0.286574720316
ACH-000822,-0.369965850706
ACH-000823,-0.0923457988238
ACH-000824,-0.14032477135
ACH-000827,-0.123754771437
ACH-000829,-0.44058363813999996
ACH-000831,-0.190630167361
ACH-000832,-0.39095512728
ACH-000833,-0.526171672724
ACH-000834,-0.27703777450100003
ACH-000835,-0.45070979258500005
ACH-000836,-0.285942893388
ACH-000837,-0.189384371849
ACH-000838,-0.367777416573
ACH-000839,-0.353026214622
ACH-000840,-0.434166925466
ACH-000841,-0.147962699773
ACH-000843,-0.368068629378
ACH-000846,-0.305881529742
ACH-000847,-0.0915437659439
ACH-000848,-0.07627211944739999
ACH-000849,-0.385541728649
ACH-000851,-0.511874709919
ACH-000855,-0.18156382017
ACH-000856,-0.502068178157
ACH-000858,-0.17869433030600002
ACH-000859,-0.180689460359
ACH-000861,-0.324163900457
ACH-000862,-0.07076274994250001
ACH-000865,-0.142406081138
ACH-000866,-0.371884979781
ACH-000867,-0.07169013284749999
ACH-000869,-0.240450159945
ACH-000872,-0.14824238566700002
ACH-000873,-0.00204135845049
ACH-000876,-0.085657393636
ACH-000878,-0.122693989219
ACH-000880,-0.27501655049400003
ACH-000881,-0.29980757929499996
ACH-000882,-0.14175038071499999
ACH-000884,-0.38572076930200005
ACH-000885,-0.373701361117
ACH-000887,-0.281639802261
ACH-000888,-0.17378298414
ACH-000889,-0.24002709988
ACH-000890,-0.529208907909
ACH-000896,-0.25813413153299997
ACH-000898,-0.48015406027199997
ACH-000900,-0.31853621270599997
ACH-000901,-0.281440295774
ACH-000905,-0.1344426121
ACH-000906,-0.574178121472
ACH-000907,-0.236300707405
ACH-000910,-0.297076479164
ACH-000911,-0.26428198231600003
ACH-000912,-0.226019272954
ACH-000913,-0.497560503042
ACH-000915,-0.107941182344
ACH-000916,-0.351265085993
ACH-000917,-0.139402962208
ACH-000921,-0.34994384910899995
ACH-000924,-0.219069124785
ACH-000926,-0.22158737818000004
ACH-000928,-0.251934983633
ACH-000929,-0.41270885539
ACH-000932,-0.0992222043156
ACH-000935,-0.184103363097
ACH-000936,-0.24352007378600002
ACH-000937,-0.21362478146299999
ACH-000938,-0.241759067166
ACH-000939,-0.18819977624099998
ACH-000941,-0.12446829176799999
ACH-000943,-0.34586433132600003
ACH-000946,-0.530417242386
ACH-000947,-0.16092904747700001
ACH-000948,-0.269057230683
ACH-000950,-0.297518420364
ACH-000953,-0.448110576994
ACH-000957,-0.170225423848
ACH-000958,0.01581988174
ACH-000960,-0.12144793551100001
ACH-000963,-0.37082582477799997
ACH-000968,-0.190165720236
ACH-000969,-0.373082063046
ACH-000973,-0.27261547478500003
ACH-000974,-0.381126971872
ACH-000975,-0.357285234797
ACH-000976,-0.252205740624
ACH-000978,-0.07381276591739999
ACH-000980,-0.43359816581999994
ACH-000984,-0.236227833354
ACH-000986,-0.114031108494
ACH-000988,-0.345504938138
ACH-000993,-0.166059224693
ACH-000994,-0.410842835068
ACH-000996,-0.469161662196
ACH-001001,-0.27355629743099996
ACH-001020,-0.379552794747
ACH-001028,-0.29576738374899997
ACH-001031,-0.0347961887305
ACH-001038,-0.212553795369
ACH-001048,-0.34018818111500004
ACH-001050,-0.208586316393
ACH-001053,-0.536285586451
ACH-001054,-0.362234988665
ACH-001061,-0.174809691625
ACH-001067,-0.289675804484
ACH-001075,0.0488601955553
ACH-001096,-0.112322525767
ACH-001128,-0.637996859438
ACH-001134,-0.281186791336
ACH-001151,-0.37489174595700003
ACH-001163,-0.379270949853
ACH-001164,-0.137557230172
ACH-001173,-0.211881914842
ACH-001183,-0.139788369899
ACH-001184,-0.35005508138999997
ACH-001190,-0.42837162251500005
ACH-001192,-0.174973545758
ACH-001193,-0.419668584221
ACH-001196,-0.170247950442
ACH-001197,-0.370694670392
ACH-001205,-0.736933202563
ACH-001211,-0.277942479631
ACH-001212,-0.441576834583
ACH-001228,-0.58838732351
ACH-001232,-0.253487142973
ACH-001239,-0.310401380138
ACH-001274,-0.47748337783399997
ACH-001275,-0.209849028336
ACH-001277,-0.235359301746
ACH-001278,-0.06996836214789999
ACH-001280,-0.169233665127
ACH-001283,-0.44726762381800006
ACH-001289,-0.535068107652
ACH-001295,-0.37771659946099995
ACH-001300,-0.33306210909
ACH-001301,-0.320010332701
ACH-001302,-0.8860576724979999
ACH-001303,-0.712889843857
ACH-001306,-0.371388050641
ACH-001318,-0.35125700547600003
ACH-001322,-0.240787170389
ACH-001328,-0.222282539841
ACH-001332,-0.306580504781
ACH-001333,-0.16809122256200001
ACH-001336,-0.129307455134
ACH-001340,-0.300981552496
ACH-001346,-0.149476465146
ACH-001353,-0.299045773917
ACH-001354,-0.179525434678
ACH-001367,-0.22605723903799999
ACH-001368,-0.39023796119000004
ACH-001374,-0.387191115863
ACH-001375,-0.341825424305
ACH-001377,-0.21677562604000003
ACH-001380,-0.253715914536
ACH-001391,-0.346650086717
ACH-001407,-0.518718386265
ACH-001408,-0.28593649596299997
ACH-001413,-0.619327356002
ACH-001430,-0.280225874686
ACH-001431,-0.530102207964
ACH-001450,-0.106858048014
ACH-001496,-0.14600915621
ACH-001500,-0.23613930411200001
ACH-001521,-0.32596271467599996
ACH-001523,-0.368194024482
ACH-001532,-0.162483067017
ACH-001536,-0.226354561036
ACH-001550,-0.282469088908
ACH-001552,-0.256611347852
ACH-001554,-0.35755316327
ACH-001645,-0.056414159636
ACH-001654,-0.287740259351
ACH-001715,0.169867787759
ACH-001735,-0.232955081754
ACH-001736,-0.274178763318
ACH-001737,-0.351062705416
ACH-001740,-0.26849040264699997
ACH-001745,-0.331377530015
ACH-001750,-0.30615749924400004
ACH-001765,-0.573354081645
ACH-001956,-0.42124444028200003
ACH-001957,-0.272612346595
