,UBE2M (9040)
ACH-000383,-1.2793901914399999
ACH-000387,-1.2147788261599999
ACH-000389,-1.07824871719
ACH-000390,-1.0921447169
ACH-000393,-1.36557110834
ACH-000395,-1.4211052213799997
ACH-000397,-1.4519114826800001
ACH-000401,-1.3405707177
ACH-000402,-1.1259449888500002
ACH-000403,-1.32545823406
ACH-000404,-1.19338930865
ACH-000406,-1.34454656602
ACH-000407,-1.10570526329
ACH-000408,-1.48472302764
ACH-000410,-1.54139050764
ACH-000411,-1.2151776857799998
ACH-000414,-1.74203458905
ACH-000415,-1.2751225946
ACH-000416,-1.30528213778
ACH-000420,-1.1348969458700002
ACH-000421,-1.39546109856
ACH-000424,-1.27968438325
ACH-000425,-1.22435437995
ACH-000426,-1.9528433202200002
ACH-000427,-1.31327534485
ACH-000433,-1.06350808623
ACH-000436,-1.62721212622
ACH-000444,-1.31121390629
ACH-000445,-1.2079520284799998
ACH-000448,-1.51224829557
ACH-000450,-1.41611777638
ACH-000452,-1.24678717441
ACH-000454,-1.5517579877599998
ACH-000458,-1.3472775237099999
ACH-000459,-0.964315736842
ACH-000460,-1.30060400266
ACH-000461,-1.4699451499
ACH-000463,-1.37018028958
ACH-000464,-0.7452717704140001
ACH-000466,-1.3916806261599999
ACH-000467,-1.2401925622299999
ACH-000468,-1.4807904555000002
ACH-000469,-1.3991654983300001
ACH-000470,-1.5826344323700001
ACH-000471,-1.44419636314
ACH-000472,-1.74276349183
ACH-000473,-1.50252238784
ACH-000475,-1.51711696482
ACH-000476,-1.16129489875
ACH-000477,-1.5654531822
ACH-000480,-1.07876241861
ACH-000481,-0.8512436916600001
ACH-000483,-1.42837715546
ACH-000484,-1.7993714995900003
ACH-000485,-1.508450801
ACH-000486,-1.18507426301
ACH-000487,-1.35232998248
ACH-000488,-1.31456911276
ACH-000490,-1.25915690679
ACH-000491,-1.24840962063
ACH-000495,-1.41040207588
ACH-000496,-1.13202044058
ACH-000499,-1.16139193753
ACH-000500,-1.3231299627500002
ACH-000502,-1.5550617270500002
ACH-000503,-1.49779376973
ACH-000505,-1.5730755072
ACH-000507,-0.931541185254
ACH-000510,-1.6842997908700001
ACH-000511,-0.970480667757
ACH-000512,-1.2639386587
ACH-000516,-1.05573696596
ACH-000517,-1.5879606620700002
ACH-000518,-0.958259701894
ACH-000520,-1.2502271132
ACH-000521,-1.8065788708200001
ACH-000522,-1.5934190323299997
ACH-000524,-1.0
ACH-000527,-1.3445557097299998
ACH-000528,-1.4623666667700002
ACH-000537,-1.1514733918200002
ACH-000541,-1.24831869914
ACH-000542,-1.28198176244
ACH-000544,-1.3993422600299998
ACH-000545,-1.14137175745
ACH-000547,-1.40725298851
ACH-000548,-1.5537370203999998
ACH-000549,-1.28702419036
ACH-000550,-1.53991160606
ACH-000552,-1.17967076045
ACH-000556,-1.5371670578299998
ACH-000557,-1.2352089240100002
ACH-000570,-1.4281216588299999
ACH-000571,-1.8001975702700002
ACH-000573,-0.889828601108
ACH-000576,-1.1359161330299998
ACH-000580,-1.66173897711
ACH-000584,-1.40954489872
ACH-000585,-1.47337736965
ACH-000588,-1.3304362773799998
ACH-000589,-1.4359875420700001
ACH-000591,-1.3882165719
ACH-000593,-1.28254684489
ACH-000600,-1.32450802395
ACH-000601,-1.36216716502
ACH-000604,-1.53074849274
ACH-000605,-1.18839526506
ACH-000606,-1.40641273564
ACH-000608,-1.15137284204
ACH-000614,-1.00627080331
ACH-000616,-1.3819415362399998
ACH-000618,-1.49598599771
ACH-000619,-1.09867988835
ACH-000620,-1.26798163652
ACH-000621,-1.13801557123
ACH-000622,-1.24923389797
ACH-000623,-1.16534362719
ACH-000624,-1.1756661178299999
ACH-000627,-1.53904201819
ACH-000630,-1.10079845338
ACH-000632,-1.10361677675
ACH-000633,-1.33180638536
ACH-000637,-1.4126487479799998
ACH-000638,-1.3690993146500001
ACH-000646,-1.7324487554199999
ACH-000647,-1.2476248129799998
ACH-000648,-1.35192844663
ACH-000649,-1.24010739217
ACH-000651,-1.10481563519
ACH-000652,-1.01176595537
ACH-000653,-1.3583924529
ACH-000657,-1.2124771754600001
ACH-000658,-1.6696022044
ACH-000661,-1.87445164806
ACH-000662,-1.1477416286700002
ACH-000663,-1.4834732419
ACH-000665,-1.0510191489899998
ACH-000671,-0.8372674792479999
ACH-000673,-1.2422526761100001
ACH-000676,-1.3003888701700002
ACH-000677,-1.38104822801
ACH-000681,-1.52146675311
ACH-000682,-1.3071730566500002
ACH-000683,-1.4480924158000001
ACH-000684,-1.0865976903399999
ACH-000688,-0.9680716509080001
ACH-000693,-1.3450971358500001
ACH-000694,-1.29759410624
ACH-000695,-1.2085585812000001
ACH-000696,-1.23693611731
ACH-000697,-1.4236572223299997
ACH-000699,-1.01350360842
ACH-000701,-1.5359278041100002
ACH-000706,-1.23879519607
ACH-000711,-1.28749436738
ACH-000713,-1.2633491881799999
ACH-000714,-1.1363195366299998
ACH-000718,-1.53799647779
ACH-000720,-1.1723158089799999
ACH-000721,-1.5696705177399999
ACH-000724,-0.9962695253280001
ACH-000725,-1.1385626857
ACH-000732,-1.13631815607
ACH-000734,-1.07934608189
ACH-000735,-1.37267511468
ACH-000736,-1.21051846133
ACH-000738,-1.4409514481499999
ACH-000746,-1.2768930714
ACH-000747,-1.16903207843
ACH-000748,-1.03602650617
ACH-000753,-1.33785102674
ACH-000756,-1.6156964040000001
ACH-000757,-1.24137731307
ACH-000758,-1.23218232427
ACH-000760,-1.5308816854
ACH-000763,-1.60423719226
ACH-000764,-1.11696857322
ACH-000765,-1.4773857263499999
ACH-000766,-1.6770994134700001
ACH-000767,-1.18920369259
ACH-000768,-1.54037379914
ACH-000769,-1.3002092152299998
ACH-000770,-1.1783596351299999
ACH-000771,-1.3763924766100002
ACH-000773,-1.6541160966100001
ACH-000776,-1.1982722429600001
ACH-000777,-1.6009852703999998
ACH-000778,-1.51777463756
ACH-000781,-1.52173942011
ACH-000782,-1.02524310632
ACH-000783,-1.7314300960799998
ACH-000784,-1.23885316937
ACH-000785,-1.3607691472299999
ACH-000787,-1.50619543115
ACH-000788,-1.4812524765200001
ACH-000791,-1.70466793426
ACH-000792,-0.6951095860950001
ACH-000794,-1.4543209526700003
ACH-000796,-1.52313550887
ACH-000799,-1.29652644999
ACH-000800,-1.5352936394799999
ACH-000802,-1.36573620276
ACH-000804,-1.7526762123900002
ACH-000805,-1.4189305945200001
ACH-000809,-1.2584847411799998
ACH-000810,-1.48368102206
ACH-000811,-1.2787794095899998
ACH-000817,-1.18104641698
ACH-000819,-1.33078438646
ACH-000820,-1.06418123471
ACH-000821,-1.11737413578
ACH-000822,-1.6410500911500001
ACH-000823,-1.30567036923
ACH-000824,-1.7450400130900001
ACH-000827,-1.3417524533
ACH-000829,-1.3508523088799997
ACH-000831,-1.44770771857
ACH-000832,-1.13605033102
ACH-000833,-1.77286367949
ACH-000834,-0.940616327302
ACH-000835,-1.20406386971
ACH-000836,-0.35422924838
ACH-000837,-1.4341996955899998
ACH-000838,-1.59707020679
ACH-000839,-1.04009054515
ACH-000840,-1.25355373911
ACH-000841,-1.48644209039
ACH-000843,-1.44801493752
ACH-000846,-1.73067267178
ACH-000847,-1.54810298053
ACH-000848,-1.16286386049
ACH-000849,-1.2886340453799998
ACH-000851,-1.3892785276
ACH-000855,-1.33389141628
ACH-000856,-1.7207821238699998
ACH-000858,-1.28385315176
ACH-000859,-1.2278780414100001
ACH-000861,-1.3803369065900002
ACH-000862,-1.64873138816
ACH-000865,-1.41225369804
ACH-000866,-1.31888121454
ACH-000867,-1.16396372643
ACH-000869,-1.1263894890000001
ACH-000872,-1.40224023711
ACH-000873,-1.2987250454500001
ACH-000876,-1.68475091842
ACH-000878,-1.3500730173700002
ACH-000880,-1.4184606476800001
ACH-000881,-1.49559866835
ACH-000882,-1.26554062832
ACH-000884,-1.0316536300599999
ACH-000885,-0.944628408977
ACH-000887,-1.336159562
ACH-000888,-1.4376314483000001
ACH-000889,-1.3663213109
ACH-000890,-1.5374792264700001
ACH-000896,-1.20627183141
ACH-000898,-1.19098284887
ACH-000900,-1.50683660507
ACH-000901,-1.16965764676
ACH-000905,-1.4924286571599998
ACH-000906,-1.15479246655
ACH-000907,-0.862128798265
ACH-000910,-1.53091656286
ACH-000911,-1.17006731073
ACH-000912,-1.1906715617599999
ACH-000913,-1.1738352589499998
ACH-000915,-1.33748012758
ACH-000916,-1.5753429314899998
ACH-000917,-1.45048339442
ACH-000921,-1.07324483294
ACH-000924,-1.17541582631
ACH-000926,-1.3613217244100002
ACH-000928,-1.3793153622499998
ACH-000929,-1.61422189021
ACH-000932,-1.17524457513
ACH-000935,-1.5835090724
ACH-000936,-1.14389689014
ACH-000937,-1.6388413519999998
ACH-000938,-1.41116789606
ACH-000939,-1.8108691159900001
ACH-000941,-1.63500013339
ACH-000943,-1.43502372266
ACH-000946,-1.24202586223
ACH-000947,-1.4074553192800001
ACH-000948,-1.36576123279
ACH-000950,-1.29965952365
ACH-000953,-1.7402694746400003
ACH-000957,-1.3857250865900002
ACH-000958,-1.40621815099
ACH-000960,-1.44186873044
ACH-000963,-1.95113771083
ACH-000968,-1.55668742315
ACH-000969,-1.38900773773
ACH-000973,-1.2652545850599999
ACH-000974,-1.14674228995
ACH-000975,-1.16760888198
ACH-000976,-1.5715506187700001
ACH-000978,-1.9505728847200001
ACH-000980,-1.31754704423
ACH-000984,-1.5704086497999998
ACH-000986,-1.30407148329
ACH-000988,-1.6535733692399999
ACH-000993,-1.70333645174
ACH-000994,-1.8404206291499998
ACH-000996,-1.4185400134600001
ACH-001001,-1.26639159752
ACH-001020,-1.30578278146
ACH-001028,-1.57522405187
ACH-001031,-1.3476254194100001
ACH-001038,-1.3721116621
ACH-001048,-0.784982111814
ACH-001050,-0.299643923722
ACH-001053,-1.22372469346
ACH-001054,-1.2314771802200002
ACH-001061,-1.41651511826
ACH-001067,-1.06335175872
ACH-001075,-1.242305862
ACH-001096,-1.4389348027000002
ACH-001128,-1.1206977334200001
ACH-001134,-1.3074841848999998
ACH-001151,-1.42710596821
ACH-001163,-1.3691014563100001
ACH-001164,-1.2277050052399998
ACH-001173,-1.4198948272799998
ACH-001183,-1.19375622739
ACH-001184,-1.53786035771
ACH-001190,-1.27228563469
ACH-001192,-1.3239530736
ACH-001193,-1.60012179257
ACH-001196,-1.63525426734
ACH-001197,-1.2894422661
ACH-001205,-1.2120641356200001
ACH-001211,-1.15559837134
ACH-001212,-1.09881803091
ACH-001228,-1.24143955023
ACH-001232,-1.2143296972700002
ACH-001239,-1.4004866245200003
ACH-001274,-1.6250858351700002
ACH-001275,-1.22905810625
ACH-001277,-1.2343828859700001
ACH-001278,-1.53222811014
ACH-001280,-1.6203164648500001
ACH-001283,-1.44093921817
ACH-001289,-1.41422545289
ACH-001295,-1.1776533241399998
ACH-001300,-1.17102355564
ACH-001301,-1.1081177043500001
ACH-001302,-0.969697698604
ACH-001303,-1.38008629351
ACH-001306,-0.982252110761
ACH-001318,-1.3371236107100002
ACH-001322,-1.05790334785
ACH-001328,-1.0702133815700001
ACH-001332,-1.24012818401
ACH-001333,-1.28039290046
ACH-001336,-1.3946138348
ACH-001340,-1.56021338937
ACH-001346,-1.1938178008700002
ACH-001353,-1.53545800009
ACH-001354,-1.7963647522
ACH-001367,-1.00861662412
ACH-001368,-1.3180398790999999
ACH-001374,-1.55171084098
ACH-001375,-1.2745005057799998
ACH-001377,-1.43129003062
ACH-001380,-1.32656534461
ACH-001391,-1.31369004045
ACH-001407,-1.36946735157
ACH-001408,-1.48556247685
ACH-001413,-1.25440185414
ACH-001430,-0.976571791194
ACH-001431,-1.4919671664200003
ACH-001450,-1.49305908967
ACH-001496,-1.3240167837799999
ACH-001500,-1.47982303701
ACH-001521,-1.00945654096
ACH-001523,-1.23295089349
ACH-001532,-1.2935749140200001
ACH-001536,-0.954743602904
ACH-001550,-1.5355233482799997
ACH-001552,-1.27889224769
ACH-001554,-1.4128258630700001
ACH-001645,-1.25650593884
ACH-001654,-1.47094385277
ACH-001715,-1.1755743886399999
ACH-001735,-1.03227920232
ACH-001736,-1.50165731023
ACH-001737,-1.1655832977200002
ACH-001740,-1.5164031557299997
ACH-001745,-1.80328563373
ACH-001750,-1.3895607618399999
ACH-001765,-1.59295792479
ACH-001956,-1.7508874073299998
ACH-001957,-1.5334806308700002
