,HIST1H4K (8362)
ACH-000311,-0.268283250724
ACH-000312,-0.162630907229
ACH-000315,-0.17308900527100002
ACH-000316,-0.33810365811
ACH-000317,-0.293945543533
ACH-000318,-0.24890757316
ACH-000319,-0.519433380684
ACH-000320,-0.362394130482
ACH-000322,-0.09855667198380001
ACH-000323,-0.36445433510700004
ACH-000324,-0.41603013673699996
ACH-000329,-0.491052483337
ACH-000330,-0.00503611194372
ACH-000331,-0.384116447646
ACH-000332,-0.46412951977899997
ACH-000334,-0.232061614722
ACH-000335,-0.42858889887900004
ACH-000336,-0.6037342616870001
ACH-000337,0.0648806315505
ACH-000339,-0.287318907681
ACH-000341,-0.22464845954100002
ACH-000348,-0.372959053435
ACH-000350,-0.208080645642
ACH-000352,-0.43745713105800005
ACH-000356,-0.49826673750600003
ACH-000361,-0.691476150165
ACH-000362,-0.830979294425
ACH-000363,-0.24975993520599998
ACH-000364,-0.553950290189
ACH-000365,-0.20689951385299998
ACH-000366,-0.24191596670899998
ACH-000368,-0.317630961145
ACH-000374,-0.488789444148
ACH-000375,-0.22334840061500003
ACH-000376,-0.270147749173
ACH-000381,-0.33846335588200005
ACH-000383,-0.711054453637
ACH-000387,-0.434268023455
ACH-000389,-0.32884614018
ACH-000390,-0.436610957125
ACH-000393,-0.647443188082
ACH-000395,-0.328091484499
ACH-000397,-0.493463809263
ACH-000401,-0.302509986163
ACH-000402,-0.490187791567
ACH-000403,-0.523137934353
ACH-000404,-0.166624621329
ACH-000406,-0.617600428097
ACH-000407,-0.299421172962
ACH-000408,-0.652897266664
ACH-000410,-0.21749246534699998
ACH-000411,-0.527652476596
ACH-000414,-0.44067655334100003
ACH-000415,-0.225429626499
ACH-000416,-0.300230649221
ACH-000420,-0.411546921874
ACH-000421,-0.568277731507
ACH-000424,-0.2585352014
ACH-000425,-0.250980047041
ACH-000426,-0.840736853767
ACH-000427,-0.365351668234
ACH-000433,-0.10411871024800001
ACH-000436,-0.7002539274070001
ACH-000444,-0.357839492765
ACH-000445,-0.275494920467
ACH-000448,-0.349265225991
ACH-000450,-0.875622638726
ACH-000452,-0.430092637348
ACH-000454,-0.711785115996
ACH-000458,-0.8342505381049999
ACH-000459,-0.941806908442
ACH-000460,-0.260674740145
ACH-000461,-0.584622719002
ACH-000463,-0.227013343347
ACH-000464,-0.475236820721
ACH-000466,-0.406710569807
ACH-000467,-0.358568121193
ACH-000468,-0.20478969342099998
ACH-000469,-0.525006986411
ACH-000470,-0.407470722676
ACH-000471,-0.555775702736
ACH-000472,-0.275536450036
ACH-000473,-0.46904795090499996
ACH-000475,-0.399024537328
ACH-000476,-0.490829329799
ACH-000477,-0.7166767560780001
ACH-000480,-0.15903523273
ACH-000481,-0.500647868129
ACH-000483,-0.5165742482
ACH-000484,-0.344793931925
ACH-000485,-0.378186683877
ACH-000486,-0.494915065476
ACH-000487,-1.0784059380600002
ACH-000488,-0.397308329966
ACH-000490,-0.375916160625
ACH-000491,-0.618708880569
ACH-000495,-0.587664066413
ACH-000496,-0.34786837636600004
ACH-000499,-0.347065312689
ACH-000500,-0.06711331518680001
ACH-000502,-0.44824046978200005
ACH-000503,-0.520606385015
ACH-000505,-0.5204134405259999
ACH-000507,-0.364657672627
ACH-000510,-0.141012002934
ACH-000511,-0.362734815365
ACH-000512,-0.6863212649060001
ACH-000516,-0.584020935857
ACH-000517,-0.474703182261
ACH-000518,-0.7594756229880001
ACH-000520,-0.276399375216
ACH-000521,-0.11573202626700001
ACH-000522,-0.46157330059100005
ACH-000524,-0.506544701005
ACH-000527,-0.129529526345
ACH-000528,-0.307353627345
ACH-000537,-0.448803110563
ACH-000541,-0.6988958193000001
ACH-000542,-0.520610158146
ACH-000544,-0.321553674227
ACH-000545,-0.48630765974
ACH-000547,-0.20222319151999998
ACH-000548,-0.610364560995
ACH-000549,-0.45144824621000007
ACH-000550,-0.379819861648
ACH-000552,-0.730281535116
ACH-000556,-0.379040271212
ACH-000557,-0.203208208939
ACH-000570,-0.258661165697
ACH-000571,-0.563754917798
ACH-000573,-0.496702572933
ACH-000576,-0.228654587991
ACH-000580,-0.485762921964
ACH-000584,-0.511099064763
ACH-000585,-0.41663298294600004
ACH-000588,-0.425979740013
ACH-000589,-0.275017619531
ACH-000591,-0.362386000888
ACH-000593,-0.44483419258699997
ACH-000600,-0.567212168945
ACH-000601,-0.34899945708499996
ACH-000604,-0.47401723284900005
ACH-000605,-0.424590909715
ACH-000606,-0.559074485821
ACH-000608,-0.502973610909
ACH-000614,-0.263766511561
ACH-000616,-0.31603421299
ACH-000618,-0.47249589795
ACH-000619,-0.655411621134
ACH-000620,-0.44820907448299996
ACH-000621,-0.5268042783219999
ACH-000622,-0.246853999379
ACH-000623,-0.46111373182800003
ACH-000624,-0.422149151412
ACH-000627,-0.42688052325099995
ACH-000630,-0.398482295746
ACH-000632,-0.284381477717
ACH-000633,-0.231891965768
ACH-000637,-0.734096223447
ACH-000638,-0.40485221089
ACH-000646,-0.187484032069
ACH-000647,-0.476489204647
ACH-000648,-0.142653385982
ACH-000649,-0.340433591042
ACH-000651,-0.320763815843
ACH-000652,-0.47105183525600003
ACH-000653,-0.48193405331
ACH-000657,-0.35683402484300003
ACH-000658,-0.482337815472
ACH-000661,-0.6142102595210001
ACH-000662,-0.154333746222
ACH-000663,-0.368404185359
ACH-000665,-0.6388697738100001
ACH-000671,-0.47398652556800003
ACH-000673,-0.441804558229
ACH-000676,-0.414521040695
ACH-000677,-0.411854850663
ACH-000681,-0.337148349357
ACH-000682,-0.29214051931999996
ACH-000683,-0.43877984118999996
ACH-000684,-0.335976854164
ACH-000688,-0.324768043079
ACH-000693,-0.370796121071
ACH-000694,-0.494738405304
ACH-000695,-0.17770199791400001
ACH-000696,-0.390151769811
ACH-000697,-0.36765063568800005
ACH-000699,-0.280235284219
ACH-000701,-0.335656060953
ACH-000706,-0.395819556352
ACH-000711,-0.45740607157200003
ACH-000713,-0.245474339062
ACH-000714,-0.220917757282
ACH-000718,-0.527216036649
ACH-000720,-0.39361526370800004
ACH-000721,-0.681533616524
ACH-000724,-0.792621667188
ACH-000725,-0.175020685452
ACH-000732,-0.342685786116
ACH-000734,-0.315578244339
ACH-000735,-0.389723675735
ACH-000736,-0.446427067429
ACH-000738,-0.489444008379
ACH-000746,-0.127762588135
ACH-000747,-0.189976363176
ACH-000748,-0.414436450608
ACH-000753,-0.590586085851
ACH-000756,-0.55399301013
ACH-000757,-0.256550305795
ACH-000758,-0.30167912827599996
ACH-000760,-0.292938330721
ACH-000763,-0.9045260780500001
ACH-000764,-1.49772134994
ACH-000765,-0.6962749163840001
ACH-000766,-0.464926938479
ACH-000767,-0.08958253112060001
ACH-000768,-0.312355300476
ACH-000769,-0.16897896087499997
ACH-000770,-0.402085091204
ACH-000771,-0.370842787
ACH-000773,-0.429336623081
ACH-000776,-0.40978546816600003
ACH-000777,-0.45426592126800003
ACH-000778,-0.139704622501
ACH-000781,-0.470155599767
ACH-000782,-0.295343101252
ACH-000783,-0.403131853716
ACH-000784,-0.291051471606
ACH-000785,-0.345048779405
ACH-000787,-0.187041372046
ACH-000788,-0.36121199335
ACH-000791,-0.482658797254
ACH-000792,-0.6952433926520001
ACH-000794,-0.6894108800579999
ACH-000796,-0.374757541662
ACH-000799,0.130542425778
ACH-000800,-0.52772530507
ACH-000802,-0.391686358386
ACH-000804,-0.00338801412377
ACH-000805,-0.397781546822
ACH-000809,-0.5498441813889999
ACH-000810,-0.36377672578500003
ACH-000811,-0.30380095941199997
ACH-000817,-0.727980383784
ACH-000819,-0.489667749675
ACH-000820,-0.31747891985800003
ACH-000821,-0.8885363365539999
ACH-000822,-0.308715091292
ACH-000823,-0.320378568279
ACH-000824,-0.548616589383
ACH-000827,-0.331028732331
ACH-000829,-0.560772199918
ACH-000831,-0.405064304353
ACH-000832,-0.39835979955399997
ACH-000833,-0.391104822993
ACH-000834,-0.49075917305
ACH-000835,-0.34845182190800006
ACH-000836,-0.34542860954300003
ACH-000837,-0.346439578705
ACH-000838,-0.186508536083
ACH-000839,-0.501383490603
ACH-000840,-0.6129682700970001
ACH-000841,-0.287375612301
ACH-000843,-0.7510996995899999
ACH-000846,-0.492375472059
ACH-000847,-0.161687411842
ACH-000848,-0.338413377776
ACH-000849,-0.160277803206
ACH-000851,-0.340010752443
ACH-000855,-0.7048735518420001
ACH-000856,-0.41214004284199995
ACH-000858,-0.22338303162099998
ACH-000859,-0.549551410744
ACH-000861,-0.268411723384
ACH-000862,-0.59643761738
ACH-000865,-0.385011535349
ACH-000866,-0.327878137952
ACH-000867,-0.489214428575
ACH-000869,-0.270490642348
ACH-000872,-0.254715596863
ACH-000873,-0.39901782897699994
ACH-000876,-0.515546564897
ACH-000878,-0.7820341307800001
ACH-000880,-0.307582825341
ACH-000881,-0.474771224362
ACH-000882,-0.512008277329
ACH-000884,-0.176221422942
ACH-000885,-0.154836111291
ACH-000887,-0.419953224389
ACH-000888,-0.46412966541
ACH-000889,-0.9672978669110001
ACH-000890,-0.17784482152800002
ACH-000896,-0.338681763732
ACH-000898,-0.434057812768
ACH-000900,-0.09034966410560001
ACH-000901,-0.240969834473
ACH-000905,-0.354935535643
ACH-000906,-0.39890164940800005
ACH-000907,-0.488134884732
ACH-000910,-0.497265148876
ACH-000911,-0.383917337972
ACH-000912,-0.506271837703
ACH-000913,-0.427024832813
ACH-000915,-0.294602599094
ACH-000916,-0.757683505324
ACH-000917,-0.40615484559500004
ACH-000921,-0.227787580898
ACH-000924,-0.315791809894
ACH-000926,-0.323448159671
ACH-000928,-0.242594729783
ACH-000929,-0.401148986884
ACH-000932,-0.277346323518
ACH-000935,-0.502766362974
ACH-000936,-0.393518772239
ACH-000937,-0.319182548755
ACH-000938,-0.60850251485
ACH-000939,-0.127445119902
ACH-000941,-0.282907728893
ACH-000943,-0.581672099521
ACH-000946,-0.23799805284699999
ACH-000947,-0.43467883199699997
ACH-000948,-0.36792109763999997
ACH-000950,-0.566242380029
ACH-000953,-0.24238841311
ACH-000957,-0.20663733357099998
ACH-000958,-0.227548814901
ACH-000960,-0.38351691555600004
ACH-000963,-0.00803393013555
ACH-000968,-0.52897053767
ACH-000969,-0.30317971762400003
ACH-000973,-0.593460476165
ACH-000974,-0.345944683117
ACH-000975,-0.571254525171
ACH-000976,-0.640256523589
ACH-000978,-0.309172820895
ACH-000980,-0.418520538424
ACH-000984,-0.18159194842
ACH-000986,-0.22195837068000004
ACH-000988,-0.300212294001
ACH-000993,-0.428268012452
ACH-000994,-0.508613485555
ACH-000996,-0.251489526171
ACH-001001,-0.33441843136300003
ACH-001020,-0.675061845264
ACH-001028,-0.343442713105
ACH-001031,-0.279112592146
ACH-001038,-0.29537700699
ACH-001048,-0.5434959554300001
ACH-001050,-0.330262943682
ACH-001053,-0.586743802671
ACH-001054,-0.526520381025
ACH-001061,-0.452469014254
ACH-001067,-0.5433161413250001
ACH-001075,-0.523568525073
ACH-001096,-0.306006963683
ACH-001128,-0.642744541676
ACH-001134,-0.49175302480800004
ACH-001151,-0.5741013504779999
ACH-001163,-0.347443278078
ACH-001164,-0.451540620497
ACH-001173,-0.38198809630099995
ACH-001183,-0.35215443580300004
ACH-001184,-0.029807155469900003
ACH-001190,-0.191171991308
ACH-001192,-0.125333840493
ACH-001193,-0.29337803276999996
ACH-001196,-0.308149194885
ACH-001197,-0.269293335485
ACH-001205,-0.311606308378
ACH-001211,-0.173339968804
ACH-001212,-0.6271276332410001
ACH-001228,-0.341575056674
ACH-001232,-0.389319929894
ACH-001239,-0.502129987342
ACH-001274,-0.651725475044
ACH-001275,-0.559070771942
ACH-001277,-0.043190252509699996
ACH-001278,-0.550015574049
ACH-001280,-0.18279906532600002
ACH-001283,-0.446174650072
ACH-001289,-0.426819141483
ACH-001295,-0.35880619062200003
ACH-001300,-0.281685873184
ACH-001301,-0.258021629965
ACH-001302,-0.583869598514
ACH-001303,-0.223396918831
ACH-001306,-0.356532627827
ACH-001318,-0.42924427012599997
ACH-001322,-0.214185607465
ACH-001328,-0.370824958297
ACH-001332,-0.393194339136
ACH-001333,-0.15918921203400002
ACH-001336,-0.306879092279
ACH-001340,-0.501545303617
ACH-001346,-0.457528953275
ACH-001353,-0.527928181941
ACH-001354,-0.189813127311
ACH-001367,-0.153251764879
ACH-001368,-0.356274962489
ACH-001374,-0.5787478876309999
ACH-001375,-0.573807958048
ACH-001377,-0.47003132916699997
ACH-001380,-0.264704042821
ACH-001391,-0.321558537083
ACH-001407,-0.533798977743
ACH-001408,-0.49888079608999997
ACH-001413,-0.0259519351793
ACH-001430,-0.407795024585
ACH-001431,-0.34251460518
ACH-001450,-0.275433668644
ACH-001496,-0.26427598940200003
ACH-001500,-0.414037882951
ACH-001521,-0.14944357100400002
ACH-001523,-0.233512372198
ACH-001532,-0.474692312143
ACH-001536,-0.41022448486
ACH-001550,-0.534271336066
ACH-001552,-0.211931300449
ACH-001554,-0.431593252067
ACH-001645,-0.395141893117
ACH-001654,-0.369724799252
ACH-001715,-0.228713665871
ACH-001735,-0.35881221388400003
ACH-001736,-0.5375487436699999
ACH-001737,-1.07858368597
ACH-001740,-0.35276775505400004
ACH-001745,-0.331734739433
ACH-001750,-0.286384300473
ACH-001765,-0.525322516931
ACH-001956,-0.399549407535
ACH-001957,-0.544835874786
