,RPL36AL (6166)
ACH-000335,-0.7903862713429999
ACH-000336,-0.475331116103
ACH-000337,-0.676013881044
ACH-000339,-0.8048361911319999
ACH-000341,-0.901584467164
ACH-000348,-0.865245795678
ACH-000350,-0.857608787844
ACH-000352,-0.598728611132
ACH-000356,-0.745321565168
ACH-000361,-0.696377976364
ACH-000362,-1.01661078957
ACH-000363,-0.7624254170010001
ACH-000364,-1.1020740616
ACH-000365,-0.613589522503
ACH-000366,-0.604697543949
ACH-000368,-0.823550165265
ACH-000374,-0.7815853403599999
ACH-000375,-0.9601650287379999
ACH-000376,-0.9483066253360001
ACH-000381,-0.902514277555
ACH-000383,-0.9186334567030001
ACH-000387,-0.898707198537
ACH-000389,-0.640578462886
ACH-000390,-0.8729813008600001
ACH-000393,-0.65342706726
ACH-000395,-0.7007067970990001
ACH-000397,-0.688294873528
ACH-000401,-0.8895682922799999
ACH-000402,-0.804172473919
ACH-000403,-0.944757501929
ACH-000404,-0.606390018695
ACH-000406,-0.661003674296
ACH-000407,-0.7540021558169999
ACH-000408,-0.628938294771
ACH-000410,-0.5676350659380001
ACH-000411,-0.829550891608
ACH-000414,-0.827038097378
ACH-000415,-0.57795890725
ACH-000416,-0.751714683738
ACH-000420,-0.744688166976
ACH-000421,-0.57018145401
ACH-000424,-0.853124984108
ACH-000425,-0.949222201346
ACH-000426,-0.6141317752300001
ACH-000427,-1.00258237792
ACH-000433,-0.665496194829
ACH-000436,-0.663654357354
ACH-000444,-0.613238954746
ACH-000445,-0.7623932640000001
ACH-000448,-0.7864440551620001
ACH-000450,-1.39362508002
ACH-000452,-0.54632681867
ACH-000454,-0.593378125735
ACH-000458,-0.6542737273100001
ACH-000459,-0.904891606173
ACH-000460,-0.6355695058240001
ACH-000461,-0.525048447399
ACH-000463,-0.638020428713
ACH-000464,-0.8539629552860001
ACH-000466,-0.576202068339
ACH-000467,-0.604469921326
ACH-000468,-0.7586484757140001
ACH-000469,-0.8465141981350001
ACH-000470,-0.7285060282960001
ACH-000471,-0.588029699076
ACH-000472,-0.6901669606399999
ACH-000473,-0.45985338728999997
ACH-000475,-0.8754102944390001
ACH-000476,-0.575789486981
ACH-000477,-0.929641425183
ACH-000480,-0.760769368788
ACH-000481,-0.867189847086
ACH-000483,-0.324903635517
ACH-000484,-0.884753595791
ACH-000485,-0.8782042603810001
ACH-000486,-0.691102134951
ACH-000487,-0.665660010867
ACH-000488,-0.5583152175230001
ACH-000490,-0.7714415767020001
ACH-000491,-1.00503397206
ACH-000495,-1.0571818491299998
ACH-000496,-0.575765901565
ACH-000499,-0.762775492979
ACH-000500,-0.0364935909185
ACH-000502,-0.8392425483050001
ACH-000503,-0.47953663461499996
ACH-000505,-0.77783451888
ACH-000507,-0.784791378247
ACH-000510,-0.6768484962279999
ACH-000511,-0.8047976795530001
ACH-000512,-0.622653892368
ACH-000516,-1.01156623482
ACH-000517,-0.8203450542849999
ACH-000518,-0.669261933561
ACH-000520,-1.07360163682
ACH-000521,-0.582861411866
ACH-000522,-0.894150560125
ACH-000524,-0.904927381567
ACH-000527,-0.5916057036460001
ACH-000528,-0.49298480218199997
ACH-000537,-0.54583856262
ACH-000541,-0.787617916503
ACH-000542,-0.920958092331
ACH-000544,-1.1663738202299998
ACH-000545,-0.721987607054
ACH-000547,-0.5665332181430001
ACH-000548,-0.8437585030120001
ACH-000549,-0.6972271349600001
ACH-000550,-0.636276369749
ACH-000552,-0.7093475352099999
ACH-000556,-0.973530630469
ACH-000557,-0.697166493729
ACH-000570,-0.886350031269
ACH-000571,-0.905595355926
ACH-000573,-0.345926522823
ACH-000576,-0.624969725079
ACH-000580,-0.770988117367
ACH-000584,-0.7903640643790001
ACH-000585,-0.49873348947400004
ACH-000588,-0.486624794991
ACH-000589,-0.5764263393060001
ACH-000591,-0.9671709903799999
ACH-000593,-0.52937301585
ACH-000600,-1.05606161439
ACH-000601,-0.6068764732999999
ACH-000604,-0.376999965836
ACH-000605,-0.817689501504
ACH-000606,-0.836135573543
ACH-000608,-1.08836924296
ACH-000614,-1.0009923161
ACH-000616,-0.544024714946
ACH-000618,-0.501830236346
ACH-000619,-0.791346500468
ACH-000620,-0.860029145536
ACH-000621,-0.7577189670129999
ACH-000622,-0.917394381257
ACH-000623,-0.654057993415
ACH-000624,-1.02334550532
ACH-000627,-0.716955501796
ACH-000630,-0.734253854849
ACH-000632,-0.820041156189
ACH-000633,-0.665001581202
ACH-000637,-0.698710493707
ACH-000638,-0.768664536347
ACH-000646,-1.01033961099
ACH-000647,-0.688304114684
ACH-000648,-0.957717586679
ACH-000649,-0.867008614473
ACH-000651,-0.435585550433
ACH-000652,-0.462352262804
ACH-000653,-0.651184859298
ACH-000657,-0.854448723802
ACH-000658,-0.627819145451
ACH-000661,-1.0910869610299998
ACH-000662,-0.54405490953
ACH-000663,-0.855440678903
ACH-000665,-0.806359146744
ACH-000671,-0.485935946276
ACH-000673,-0.9505660624269999
ACH-000676,-0.80351146329
ACH-000677,-1.00712029081
ACH-000681,-0.688296748496
ACH-000682,-0.7129433409360001
ACH-000683,-0.6065473013329999
ACH-000684,-0.920645085539
ACH-000688,-0.835877465922
ACH-000693,-0.430769976482
ACH-000694,-0.433750031308
ACH-000695,-0.986897112642
ACH-000696,-0.8057091261689999
ACH-000697,-0.823943166884
ACH-000699,-0.577346369681
ACH-000701,-0.72787835463
ACH-000706,-0.513608811132
ACH-000711,-0.7933026089920001
ACH-000713,-0.905692626222
ACH-000714,-0.49318753888300004
ACH-000718,-0.937540332315
ACH-000720,-0.861384265111
ACH-000721,-0.9039927567899999
ACH-000724,-0.660162463996
ACH-000725,-1.11741753256
ACH-000732,-0.717472737754
ACH-000734,-0.7076103631199999
ACH-000735,-0.7895189772069999
ACH-000736,-1.12245328499
ACH-000738,-0.590856863366
ACH-000746,-0.466660710858
ACH-000747,-0.675595941104
ACH-000748,-0.7347928618430001
ACH-000753,-0.690065563301
ACH-000756,-0.845329400733
ACH-000757,-1.01374137634
ACH-000758,-0.609721105996
ACH-000760,-0.671359855476
ACH-000763,-0.639542700995
ACH-000764,-0.706532756957
ACH-000765,-0.7184769320569999
ACH-000766,-0.8864855130679999
ACH-000767,-0.499467471551
ACH-000768,-0.7915937807699999
ACH-000769,-0.8010720461570001
ACH-000770,-0.89554084389
ACH-000771,-0.8149001563330001
ACH-000773,-0.973225012713
ACH-000776,-0.7353994291859999
ACH-000777,-0.306818549394
ACH-000778,-0.469319007933
ACH-000781,-0.7220555073880001
ACH-000782,-0.5778281209030001
ACH-000783,-1.0281636093000002
ACH-000784,-0.5982705605699999
ACH-000785,-0.8704735621330001
ACH-000787,-0.49149539594499997
ACH-000788,-0.791958541118
ACH-000791,-0.806154261692
ACH-000792,-0.5744813318800001
ACH-000794,-0.785218934881
ACH-000796,-0.7711570553479999
ACH-000799,-1.26402864558
ACH-000800,-0.5711396429600001
ACH-000802,-0.652835790286
ACH-000804,-0.8202236202330001
ACH-000805,-1.06956466218
ACH-000809,-0.6712374767939999
ACH-000810,-0.931939184752
ACH-000811,-0.759871071933
ACH-000817,-0.9070606789460001
ACH-000819,-0.527410690138
ACH-000820,-0.38949550140600003
ACH-000821,-0.5391720514930001
ACH-000822,-0.8493168966500001
ACH-000823,-0.389459211606
ACH-000824,-0.971666102984
ACH-000827,-0.888519223431
ACH-000829,-1.02019662231
ACH-000831,-0.8099359712540001
ACH-000832,-1.0753897778100001
ACH-000833,-0.464344848837
ACH-000834,-0.867085225267
ACH-000835,-0.514457844186
ACH-000836,-0.830773172684
ACH-000837,-0.6789400701330001
ACH-000838,-0.9270034157449999
ACH-000839,-0.628104292677
ACH-000840,-0.975528265486
ACH-000841,-0.634485564816
ACH-000843,-0.47021191018200004
ACH-000846,-0.7699320265899999
ACH-000847,-0.8816812685250001
ACH-000848,-0.664077544457
ACH-000849,-0.77911117985
ACH-000851,-1.03637517156
ACH-000855,-0.303946273317
ACH-000856,-1.38612674347
ACH-000858,-0.6500908803159999
ACH-000859,-0.7487345877380001
ACH-000861,-0.603515445382
ACH-000862,-0.439633366811
ACH-000865,-0.641452694966
ACH-000866,-0.529871100195
ACH-000867,-0.972722785085
ACH-000869,-0.311638941001
ACH-000872,-0.593025314243
ACH-000873,-0.491718468939
ACH-000876,-0.72155616176
ACH-000878,-0.259270155925
ACH-000880,-0.782183582052
ACH-000881,-1.32724933492
ACH-000882,-0.891036330915
ACH-000884,-0.669348312671
ACH-000885,-0.941797398968
ACH-000887,-0.7160850428200001
ACH-000888,-0.778951477614
ACH-000889,-0.661473471535
ACH-000890,-0.85452572
ACH-000896,-0.7666278355509999
ACH-000898,-0.946083092913
ACH-000900,-0.7626308390559999
ACH-000901,-0.76896206566
ACH-000905,-0.653514383329
ACH-000906,-0.982404530921
ACH-000907,-0.573497363544
ACH-000910,-0.62331582886
ACH-000911,-0.84772889757
ACH-000912,-0.662384544338
ACH-000913,-0.708938894868
ACH-000915,-0.8333467253210001
ACH-000916,-0.7860962727949999
ACH-000917,-0.558254342466
ACH-000921,-0.831587943906
ACH-000924,-0.618858629018
ACH-000926,-0.804378135264
ACH-000928,-1.03463430751
ACH-000929,-0.440473592836
ACH-000932,-0.867605587895
ACH-000935,-0.7165704889710001
ACH-000936,-0.869951741368
ACH-000937,-1.1889947836499999
ACH-000938,-0.830562826722
ACH-000939,-0.875286091439
ACH-000941,-0.911059830234
ACH-000943,-0.61891769223
ACH-000946,-1.11471533915
ACH-000947,-0.6771260634469999
ACH-000948,-0.827268466506
ACH-000950,-1.2497729241600002
ACH-000953,-1.13478857126
ACH-000957,-0.7534838063779999
ACH-000958,-0.7195487865379999
ACH-000960,-0.8147138260660001
ACH-000963,-0.9678119154639999
ACH-000968,-0.63933018903
ACH-000969,-0.7109028898
ACH-000973,-0.555207611541
ACH-000974,-1.0961808961700001
ACH-000975,-1.13479840331
ACH-000976,-0.78442131415
ACH-000978,-0.707102471523
ACH-000980,-0.5175731892809999
ACH-000984,-0.7499401023810001
ACH-000986,-0.869499628487
ACH-000988,-0.7202426770620001
ACH-000993,-1.1225585762
ACH-000994,-0.568214805489
ACH-000996,-0.830907703008
ACH-001001,-0.8362589777959999
ACH-001020,-0.940090055694
ACH-001028,-0.8747622665289999
ACH-001031,-0.872978906527
ACH-001038,-0.852354890133
ACH-001048,-0.822605913783
ACH-001050,-0.9026963746369999
ACH-001053,-0.864058915581
ACH-001054,-1.00745361013
ACH-001061,-0.6670703776100001
ACH-001067,-1.08690191073
ACH-001075,-0.7161178346670001
ACH-001096,-0.650011443305
ACH-001128,-1.04423939902
ACH-001134,-0.653120469462
ACH-001151,-0.786645796009
ACH-001163,-0.62412798573
ACH-001164,-0.7393579965420001
ACH-001173,-0.7403927655310001
ACH-001183,-0.77021229619
ACH-001184,-0.552303207127
ACH-001190,-0.817056777182
ACH-001192,-0.551921400308
ACH-001193,-0.8687650222709999
ACH-001196,-0.7605919517749999
ACH-001197,-0.774364506506
ACH-001205,-1.11758941759
ACH-001211,-1.01587095062
ACH-001212,-1.0542878958600002
ACH-001228,-0.691032657586
ACH-001232,-0.8971498882160001
ACH-001239,-0.681858675342
ACH-001274,-1.00988377446
ACH-001275,-1.14557877723
ACH-001277,-0.694904278239
ACH-001278,-1.04928482817
ACH-001280,-0.879584331514
ACH-001283,-0.707336721052
ACH-001289,-0.886800683497
ACH-001295,-0.746827128616
ACH-001300,-0.765172732488
ACH-001301,-0.568143598428
ACH-001302,-0.787545215223
ACH-001303,-0.890630286671
ACH-001306,-0.5957664294430001
ACH-001318,-0.472230903614
ACH-001322,-0.665684244741
ACH-001328,-0.5908804962950001
ACH-001332,-0.8692680611270001
ACH-001333,-0.541159804953
ACH-001336,-0.795169473187
ACH-001340,-0.822855168239
ACH-001346,-0.661566452899
ACH-001353,-0.786385878931
ACH-001354,-0.525614085766
ACH-001367,-0.854493905726
ACH-001368,-0.745578363344
ACH-001374,-0.925166574872
ACH-001375,-0.96962897681
ACH-001377,-0.664448189385
ACH-001380,-0.7091126445810001
ACH-001391,-1.22281283477
ACH-001407,-0.606790046143
ACH-001408,-0.755633013027
ACH-001413,-0.840152606979
ACH-001430,-0.690677232084
ACH-001431,-0.857820477421
ACH-001450,-0.759070030162
ACH-001496,-0.788206949283
ACH-001500,-0.7448805304449999
ACH-001521,-0.784815904081
ACH-001523,-0.624952750502
ACH-001532,-1.03550233136
ACH-001536,-1.22864829455
ACH-001550,-0.6018784976229999
ACH-001552,-1.38618865108
ACH-001554,-0.917099135751
ACH-001645,-0.8304268073459999
ACH-001654,-0.7741685567479999
ACH-001715,-0.7537106325130001
ACH-001735,-0.695194638125
ACH-001736,-0.566175660841
ACH-001737,-0.832412902778
ACH-001740,-0.643118800372
ACH-001745,-0.7179499324799999
ACH-001750,-0.7928299047640001
ACH-001765,-0.739498315668
ACH-001956,-0.7452575887299999
ACH-001957,-1.0046344024200002
