,POLH (5429)
ACH-000408,-0.0803012312842
ACH-000410,-0.23945869441999998
ACH-000411,-0.277706611378
ACH-000414,-0.40109856575099995
ACH-000415,-0.20954283755300002
ACH-000416,-0.209352092665
ACH-000420,-0.222696861305
ACH-000421,-0.323426125108
ACH-000424,-0.166776417896
ACH-000425,-0.10626611416500001
ACH-000426,-0.107604396017
ACH-000427,-0.396801411321
ACH-000433,-0.38023243215999997
ACH-000436,-0.035287727059
ACH-000444,-0.308043764925
ACH-000445,-0.19805655602299999
ACH-000448,-0.22221540733399997
ACH-000450,-0.11846627907099999
ACH-000452,-0.374437580276
ACH-000454,-0.394776363262
ACH-000458,-0.275289982963
ACH-000459,-0.122705868961
ACH-000460,-0.277910518564
ACH-000461,-0.337426102075
ACH-000463,-0.201281459005
ACH-000464,-0.135956032095
ACH-000466,-0.09673942605769999
ACH-000467,-0.38776125042
ACH-000468,-0.220493023876
ACH-000469,-0.23608967569400002
ACH-000470,-0.305432581463
ACH-000471,-0.24117543274099998
ACH-000472,-0.0958328048914
ACH-000473,-0.20357294952500002
ACH-000475,-0.199743692661
ACH-000476,-0.118847178964
ACH-000477,0.139264583443
ACH-000480,-0.09729294828950001
ACH-000481,-0.260355162581
ACH-000483,0.0066319833785500005
ACH-000484,-0.40948402990000005
ACH-000485,-0.09709252345450001
ACH-000486,-0.270525676725
ACH-000487,-0.285460408413
ACH-000488,-0.374777654248
ACH-000490,-0.239009081989
ACH-000491,-0.373159946792
ACH-000495,-0.0738619215872
ACH-000496,-0.352210608347
ACH-000499,-0.29564578490800003
ACH-000500,0.071410047866
ACH-000502,-0.329967388781
ACH-000503,-0.139337757311
ACH-000505,-0.19256921254599998
ACH-000507,-0.296045654094
ACH-000510,-0.15701498615599999
ACH-000511,-0.274220575868
ACH-000512,-0.118537978375
ACH-000516,-0.122180106445
ACH-000517,-0.10896549154200001
ACH-000518,-0.245742868997
ACH-000520,-0.19542483536
ACH-000521,-0.29373072597
ACH-000522,-0.123327208468
ACH-000524,-0.312868415144
ACH-000527,-0.150349651592
ACH-000528,-0.220201962734
ACH-000537,-0.296603537593
ACH-000541,-0.52948218155
ACH-000542,-0.144204985091
ACH-000544,-0.28600484657200004
ACH-000545,-0.18384605274799998
ACH-000547,-0.471039318384
ACH-000548,-0.306191765753
ACH-000549,-0.170040236333
ACH-000550,-0.372425299783
ACH-000552,-0.31867794042500003
ACH-000556,-0.322269791047
ACH-000557,0.0094741437319
ACH-000570,-0.21264170528700002
ACH-000571,-0.127312533685
ACH-000573,-0.00792401684636
ACH-000576,-0.278907700443
ACH-000580,-0.0194504433947
ACH-000584,-0.189095889701
ACH-000585,-0.316300562038
ACH-000588,-0.0354634909399
ACH-000589,-0.288196591539
ACH-000591,-0.320571882465
ACH-000593,-0.10540078948899999
ACH-000600,-0.17330603830699998
ACH-000601,-0.269867547728
ACH-000604,-0.0665446290112
ACH-000605,-0.24220214856800001
ACH-000606,-0.346775551975
ACH-000608,-0.33559874492299996
ACH-000614,0.0792488338779
ACH-000616,-0.284960636093
ACH-000618,-0.294487078503
ACH-000619,-0.269495326968
ACH-000620,-0.0405019263099
ACH-000621,-0.401725854772
ACH-000622,-0.181641045474
ACH-000623,-0.337103901902
ACH-000624,-0.19991459653700003
ACH-000627,-0.0279879830705
ACH-000630,-0.256589353325
ACH-000632,0.020505685263
ACH-000633,-0.187324001322
ACH-000637,-0.239898121237
ACH-000638,-0.21044637177
ACH-000646,-0.397194524185
ACH-000647,-0.400012971153
ACH-000648,-0.40443660463500003
ACH-000649,-0.114832636991
ACH-000651,-0.17419407250799998
ACH-000652,-0.178339896858
ACH-000653,-0.29719157122699996
ACH-000657,-0.273230553528
ACH-000658,-0.318671999622
ACH-000661,-0.08720254625849999
ACH-000662,-0.31572849169100003
ACH-000663,0.0686964481452
ACH-000665,-0.211400257733
ACH-000671,-0.1980347805
ACH-000673,-0.378845650995
ACH-000676,-0.120355559
ACH-000677,-0.319760537435
ACH-000681,-0.0804071032428
ACH-000682,-0.37886872020400003
ACH-000683,-0.222231406611
ACH-000684,0.170237928441
ACH-000688,-0.160232423535
ACH-000693,-0.186196385272
ACH-000694,-0.271997651349
ACH-000695,-0.124323984115
ACH-000696,-0.196660108266
ACH-000697,-0.257264674578
ACH-000699,-0.315477856147
ACH-000701,-0.231867170109
ACH-000706,-0.143724727625
ACH-000711,-0.329833182532
ACH-000713,-0.269620227015
ACH-000714,-0.15970468755
ACH-000718,-0.176026913883
ACH-000720,-0.23880900899399998
ACH-000721,-0.361547780167
ACH-000724,-0.0586582100332
ACH-000725,-0.218734117428
ACH-000732,-0.358283955036
ACH-000734,-0.415685270535
ACH-000735,-0.227872254362
ACH-000736,-0.334956406705
ACH-000738,-0.17636677467300002
ACH-000746,-0.16582662929300002
ACH-000747,-0.0479277357376
ACH-000748,-0.40181901100199996
ACH-000753,-0.23389650981
ACH-000756,-0.0425539574173
ACH-000757,-0.11592486644300001
ACH-000758,-0.30216712763500003
ACH-000760,-0.121199137018
ACH-000763,-0.30472932823000004
ACH-000764,-0.543834045715
ACH-000765,-0.17736584787999998
ACH-000766,-0.336098685772
ACH-000767,-0.15117837815
ACH-000768,-0.266143388691
ACH-000769,-0.227332602138
ACH-000770,-0.130987328292
ACH-000771,-0.32106588634
ACH-000773,-0.257057593599
ACH-000776,-0.190809659915
ACH-000777,-0.245968335772
ACH-000778,-0.17931034817000002
ACH-000781,-0.378009635101
ACH-000782,-0.193237985182
ACH-000783,-0.328843878287
ACH-000784,-0.284594586454
ACH-000785,-0.308265148509
ACH-000787,-0.315890755787
ACH-000788,-0.0886812773133
ACH-000791,-0.38956720242200005
ACH-000792,-0.229428451575
ACH-000794,-0.280551492084
ACH-000796,-0.161082430262
ACH-000799,-0.601513191327
ACH-000800,-0.665765711703
ACH-000802,-0.23408545452500001
ACH-000804,-0.0864467950408
ACH-000805,-0.320219297434
ACH-000809,-0.354872309668
ACH-000810,-0.487567074964
ACH-000811,-0.191270259261
ACH-000817,-0.346026374835
ACH-000819,-0.161906149324
ACH-000820,-0.130728892391
ACH-000821,0.143205932131
ACH-000822,-0.18264420126800002
ACH-000823,-0.123702974812
ACH-000824,-0.19470328282000002
ACH-000827,-0.103873800408
ACH-000829,-0.220329056611
ACH-000831,-0.049314528251900004
ACH-000832,-0.297355697001
ACH-000833,-0.061228294011
ACH-000834,-0.333221975753
ACH-000835,-0.135422411613
ACH-000836,-0.288370798478
ACH-000837,-0.302793706549
ACH-000838,-0.106978915984
ACH-000839,-0.239933984119
ACH-000840,-0.185699314906
ACH-000841,-0.301194459254
ACH-000843,-0.108614615829
ACH-000846,-0.0482470394835
ACH-000847,-0.300439883343
ACH-000848,-0.112325529166
ACH-000849,-0.21084785467599998
ACH-000851,-0.171236499892
ACH-000855,-0.234333760203
ACH-000856,-0.319989573382
ACH-000858,-0.183573489672
ACH-000859,-0.28234559505600004
ACH-000861,-0.185604447564
ACH-000862,-0.239475600356
ACH-000865,-0.21152832973000002
ACH-000866,-0.272455440057
ACH-000867,-0.226718822493
ACH-000869,-0.158506055084
ACH-000872,-0.255012479906
ACH-000873,-0.347768237873
ACH-000876,-0.27303049094500004
ACH-000878,-0.468514063389
ACH-000880,-0.34725656707900004
ACH-000881,-0.266358526954
ACH-000882,-0.0836537129595
ACH-000884,0.08587394242339999
ACH-000885,-0.251662889399
ACH-000887,-0.14796021010399998
ACH-000888,-0.251126326731
ACH-000889,-0.145145335518
ACH-000890,-0.10256710218800001
ACH-000896,-0.175587012828
ACH-000898,-0.236625902632
ACH-000900,-0.42057651716300004
ACH-000901,-0.11381544461
ACH-000905,-0.279787899749
ACH-000906,-0.178670006329
ACH-000907,-0.11954418492900001
ACH-000910,-0.0565232100335
ACH-000911,-0.270311984975
ACH-000912,-0.27120316394099997
ACH-000913,-0.216908219344
ACH-000915,-0.268791657136
ACH-000916,0.0252443158549
ACH-000917,-0.20714457299000003
ACH-000921,-0.101810517342
ACH-000924,-0.18609228299000002
ACH-000926,-0.279998362253
ACH-000928,-0.145189577986
ACH-000929,-0.09100082199930001
ACH-000932,-0.149968148551
ACH-000935,-0.135590375976
ACH-000936,-0.260064051164
ACH-000937,-0.18999117967999998
ACH-000938,-0.17165091557700002
ACH-000939,-0.45773477430799997
ACH-000941,-0.458697543368
ACH-000943,-0.169488791598
ACH-000946,-0.412974459108
ACH-000947,-0.23364708596900002
ACH-000948,-0.246257186248
ACH-000950,-0.0992360457487
ACH-000953,-0.264280559617
ACH-000957,-0.53340766419
ACH-000958,-0.279549898798
ACH-000960,-0.138915182528
ACH-000963,-0.317146195487
ACH-000968,-0.00703461113898
ACH-000969,-0.177416001662
ACH-000973,-0.17503574816599998
ACH-000974,-0.259001055872
ACH-000975,-0.34922487963699994
ACH-000976,-0.169480728134
ACH-000978,-0.30207451452
ACH-000980,-0.238555172411
ACH-000984,-0.325977433697
ACH-000986,-0.32001649644499996
ACH-000988,-0.0107338510284
ACH-000993,-0.262404657767
ACH-000994,-0.44818314683399996
ACH-000996,-0.380069464452
ACH-001001,-0.211046254154
ACH-001020,-0.255741892897
ACH-001028,-0.215029149516
ACH-001031,-0.17578365801100002
ACH-001038,-0.123049295169
ACH-001048,-0.266576622646
ACH-001050,-0.21165930001299998
ACH-001053,-0.19845697158599998
ACH-001054,-0.195574673748
ACH-001061,-0.352377735023
ACH-001067,-0.0593033253826
ACH-001075,-0.109423692509
ACH-001096,-0.14895202133
ACH-001128,-0.312517721596
ACH-001134,-0.237723705379
ACH-001151,-0.226247874229
ACH-001163,-0.15378847413399999
ACH-001164,-0.251541466575
ACH-001173,-0.246306328339
ACH-001183,-0.390587157607
ACH-001184,-0.547240752951
ACH-001190,-0.24209086407400002
ACH-001192,-0.20915442313299998
ACH-001193,-0.078968938608
ACH-001196,-0.30664143744399996
ACH-001197,-0.0315081516228
ACH-001205,-0.204247488255
ACH-001211,-0.403886851027
ACH-001212,-0.232730475722
ACH-001228,-0.27363744040300003
ACH-001232,-0.188212377738
ACH-001239,-0.0881331700719
ACH-001274,-0.14057387830499998
ACH-001275,-0.09948040366830001
ACH-001277,-0.253550029706
ACH-001278,-0.21884341796300003
ACH-001280,-0.5840631902100001
ACH-001283,-0.217265457613
ACH-001289,-0.185747384047
ACH-001295,-0.175476855484
ACH-001300,-0.186222696058
ACH-001301,-0.195836444208
ACH-001302,-0.0284238455867
ACH-001303,-0.39919142642300004
ACH-001306,-0.346576927154
ACH-001318,-0.183960156419
ACH-001322,-0.20973872928399998
ACH-001328,-0.43701432711099997
ACH-001332,-0.161624626024
ACH-001333,-0.3853173852699999
ACH-001336,-0.304445553421
ACH-001340,-0.192692569842
ACH-001346,-0.33846637464699997
ACH-001353,-0.351829918057
ACH-001354,0.09497406634130001
ACH-001367,-0.387568849262
ACH-001368,-0.399635168353
ACH-001374,0.12381907326
ACH-001375,-0.217230031151
ACH-001377,-0.114203008936
ACH-001380,-0.079199438053
ACH-001391,-0.0699092896252
ACH-001407,-0.346767484354
ACH-001408,-0.273399891708
ACH-001413,-0.565107909824
ACH-001430,-0.253969941263
ACH-001431,-0.13813544634400002
ACH-001450,-0.21491434209199997
ACH-001496,-0.324664531512
ACH-001500,-0.273392680751
ACH-001521,-0.208582159428
ACH-001523,-0.19608049670000002
ACH-001532,-0.29573048205499997
ACH-001536,-0.293171228193
ACH-001550,-0.35266459378700005
ACH-001552,-0.30222763573899997
ACH-001554,-0.407225141818
ACH-001645,-0.040801768157099995
ACH-001654,-0.16772531680299999
ACH-001715,-0.316041640832
ACH-001735,-0.257713635511
ACH-001736,-0.22378583857200002
ACH-001737,-0.102555258912
ACH-001740,-0.238213069121
ACH-001745,-0.24131463695799998
ACH-001750,-0.224668809426
ACH-001765,-0.519036565061
ACH-001956,-0.263882181896
ACH-001957,-0.0479578712201
