,XRCC6BP1 (91419)
ACH-000390,-0.348003767116
ACH-000393,-0.24557161149099999
ACH-000395,-0.33830602548
ACH-000397,-0.36561007797300005
ACH-000401,-0.396737816418
ACH-000402,-0.505615447369
ACH-000403,-0.294840485743
ACH-000404,-0.868800660587
ACH-000406,-0.264942921963
ACH-000407,-0.46803467611500005
ACH-000408,-0.36315108394900003
ACH-000410,-0.477515030937
ACH-000411,-0.281125174068
ACH-000414,-0.418404699066
ACH-000415,-0.227880268151
ACH-000416,-0.397034596719
ACH-000420,-0.538267050222
ACH-000421,-0.450291355243
ACH-000424,-0.375551955299
ACH-000425,-0.496561602095
ACH-000426,-0.464107487711
ACH-000427,-0.551026792641
ACH-000433,-0.40724438961599996
ACH-000436,-0.664081386719
ACH-000444,-0.0974079659055
ACH-000445,-0.605357628711
ACH-000448,-0.49218264269699996
ACH-000450,-0.324734173265
ACH-000452,-0.40381547541999996
ACH-000454,-0.333245431054
ACH-000458,-0.616693760513
ACH-000459,-0.414776468028
ACH-000460,-0.335844520615
ACH-000461,-0.573732560851
ACH-000463,-0.306107477139
ACH-000464,-0.438180028755
ACH-000466,-0.200885111897
ACH-000467,-0.404954756922
ACH-000468,-0.579497993789
ACH-000469,-0.22811154252799998
ACH-000470,-0.529539103234
ACH-000471,-0.24738591040999997
ACH-000472,-0.44438696794200006
ACH-000473,-0.46275571622100004
ACH-000475,-0.361872912391
ACH-000476,-0.43270203248499994
ACH-000477,-0.306111278911
ACH-000480,-0.598616963078
ACH-000481,-0.6252525387560001
ACH-000483,-0.395804437712
ACH-000484,-0.419436950437
ACH-000485,-0.522483538192
ACH-000486,-0.58013227305
ACH-000487,-0.106729049593
ACH-000488,-0.230849712671
ACH-000490,-0.584009730787
ACH-000491,-0.08817258771099999
ACH-000495,-0.305686712707
ACH-000496,-0.48092071382299995
ACH-000499,-0.39911236392
ACH-000500,-0.483805232271
ACH-000502,-0.363902893868
ACH-000503,-0.6780747523180001
ACH-000505,-0.226285558393
ACH-000507,-0.330329517821
ACH-000510,-0.156069377927
ACH-000511,-0.40348211430500003
ACH-000512,-0.6623479093469999
ACH-000516,-0.290333653109
ACH-000517,-0.36757043659599997
ACH-000518,-0.47828582978399997
ACH-000520,-0.278894687
ACH-000521,-0.208544128723
ACH-000522,-0.223454445793
ACH-000524,-0.427441001407
ACH-000527,-0.403701349281
ACH-000528,-0.22500482027600002
ACH-000537,-0.329894455475
ACH-000541,-0.09611316668539999
ACH-000542,-0.389522783278
ACH-000544,-0.133249304569
ACH-000545,-0.38946124093900003
ACH-000547,-0.164457063004
ACH-000548,-0.39620682341799995
ACH-000549,-0.510342710541
ACH-000550,-0.623326193738
ACH-000552,-0.518104125096
ACH-000556,-0.451405636005
ACH-000557,-0.283374574071
ACH-000570,-0.332255376413
ACH-000571,-0.382365196852
ACH-000573,-0.28759384910700003
ACH-000576,-0.16810068767099998
ACH-000580,-0.431577394652
ACH-000584,-0.309876869143
ACH-000585,-0.31189997101399997
ACH-000588,-0.174280055
ACH-000589,-0.313473451013
ACH-000591,-0.367820821127
ACH-000593,-0.363487877693
ACH-000600,-0.28685515397
ACH-000601,-0.389953696731
ACH-000604,-0.102683929509
ACH-000605,-0.286211788776
ACH-000606,-0.5709080339779999
ACH-000608,-0.600816565865
ACH-000614,-0.45544239361100003
ACH-000616,-0.274835113935
ACH-000618,-0.18447863314100002
ACH-000619,-0.324203300501
ACH-000620,-0.414132137518
ACH-000621,-0.373910990867
ACH-000622,-0.511514468578
ACH-000623,-0.35231467960600005
ACH-000624,-0.48111327478999993
ACH-000627,-0.308466969125
ACH-000630,-0.32131060531100003
ACH-000632,-0.38827832584
ACH-000633,-0.39775341180699997
ACH-000637,-0.39148974787600005
ACH-000638,-0.404204790902
ACH-000646,-0.41519852217000003
ACH-000647,-0.478360886638
ACH-000648,-0.217274607896
ACH-000649,-0.43741522761699997
ACH-000651,-0.324371188925
ACH-000652,-0.47320494058799994
ACH-000653,-0.422121629344
ACH-000657,-0.394385149688
ACH-000658,-0.194715519087
ACH-000661,-0.437299801033
ACH-000662,-0.285220011679
ACH-000663,-0.528183859879
ACH-000665,-0.45028344842
ACH-000671,-0.275133671973
ACH-000673,-0.469356303675
ACH-000676,-0.337121435607
ACH-000677,-0.818904496169
ACH-000681,-0.507998385477
ACH-000682,-0.35961557359800006
ACH-000683,-0.277981204219
ACH-000684,-0.248404137306
ACH-000688,-0.239586656745
ACH-000693,-0.333771199497
ACH-000694,-0.418634172478
ACH-000695,-0.15040574471100002
ACH-000696,-0.449849037118
ACH-000697,-0.282328448042
ACH-000699,-0.25024802508
ACH-000701,-0.513641629647
ACH-000706,-0.4431211078
ACH-000711,-0.346808439473
ACH-000713,-0.07651279728919999
ACH-000714,-0.453495100612
ACH-000718,-0.307539492835
ACH-000720,-0.390686336357
ACH-000721,-0.43964310058999995
ACH-000724,-0.193209890495
ACH-000725,-0.23780694210099998
ACH-000732,-0.38102620254299996
ACH-000734,-0.51014040651
ACH-000735,-0.46056501419699997
ACH-000736,-0.37453056306500004
ACH-000738,-0.288030618213
ACH-000746,-0.371042934912
ACH-000747,-0.633212119645
ACH-000748,-0.509460722995
ACH-000753,-0.370579028196
ACH-000756,-0.328449435725
ACH-000757,-0.483187222275
ACH-000758,-0.366513346974
ACH-000760,-0.32521699536299997
ACH-000763,-0.315268914252
ACH-000764,-0.381240305262
ACH-000765,-0.366535775448
ACH-000766,-0.389679995932
ACH-000767,-0.480345079486
ACH-000768,-0.348196923244
ACH-000769,-0.0173883553438
ACH-000770,-0.253638589261
ACH-000771,-0.445094573231
ACH-000773,-0.175427000561
ACH-000776,-0.31840928342700003
ACH-000777,-0.24543098553000003
ACH-000778,-0.452047331676
ACH-000781,-0.345494008586
ACH-000782,-0.2113940361
ACH-000783,-0.63789868405
ACH-000784,-0.22600238593400002
ACH-000785,-0.222841787744
ACH-000787,-0.370027902116
ACH-000788,-0.446639650317
ACH-000791,-0.292384230054
ACH-000792,-0.417794437345
ACH-000794,-0.460733199561
ACH-000796,-0.397158095824
ACH-000799,-0.923115509031
ACH-000800,-0.447769555469
ACH-000802,-0.286695213973
ACH-000804,-0.508974485074
ACH-000805,-0.277392298204
ACH-000809,-0.38573688431100006
ACH-000810,-0.738663713769
ACH-000811,-0.28047902714899997
ACH-000817,-0.316933321928
ACH-000819,-0.227192623374
ACH-000820,-0.595551985277
ACH-000821,-0.5104668321220001
ACH-000822,-0.38334675004600005
ACH-000823,-0.373775468626
ACH-000824,-0.163921578483
ACH-000827,-0.376900325431
ACH-000829,-0.244487098088
ACH-000831,-0.47992950912500004
ACH-000832,-0.404096354411
ACH-000833,-0.399849188551
ACH-000834,-0.690253061848
ACH-000835,-0.285089801171
ACH-000836,-0.22550805694200002
ACH-000837,-0.192512549006
ACH-000838,-0.259904309623
ACH-000839,-0.58046325962
ACH-000840,-0.514703745639
ACH-000841,-0.939519015256
ACH-000843,-0.0896509925344
ACH-000846,-0.27907518854400004
ACH-000847,-0.189534014236
ACH-000848,-0.383265602849
ACH-000849,-0.37078801025700003
ACH-000851,-0.44518824772
ACH-000855,-0.437183714251
ACH-000856,-0.351930748925
ACH-000858,-0.450854781699
ACH-000859,-0.6761372474339999
ACH-000861,-0.324565781625
ACH-000862,-0.36912974768
ACH-000865,-0.35277219310099994
ACH-000866,-0.374288949065
ACH-000867,-0.450961717138
ACH-000869,-0.269044048134
ACH-000872,-0.308459802352
ACH-000873,-0.385324006021
ACH-000876,-0.47034681961
ACH-000878,-0.554132627115
ACH-000880,-0.244168811363
ACH-000881,-0.366739333165
ACH-000882,-0.360470650657
ACH-000884,-0.305804699189
ACH-000885,-0.42813176979199996
ACH-000887,-0.38736351012500003
ACH-000888,-0.265035361012
ACH-000889,-0.364001362474
ACH-000890,-0.320337780196
ACH-000896,-0.254761826749
ACH-000898,-0.353990404569
ACH-000900,-0.747690854412
ACH-000901,-0.471099548586
ACH-000905,-0.44033891673500003
ACH-000906,-0.34164586811700004
ACH-000907,-0.441465776814
ACH-000910,-0.36560323804
ACH-000911,-0.476461189155
ACH-000912,-0.516147307241
ACH-000913,-0.309333688968
ACH-000915,-0.532268719182
ACH-000916,-0.394443235909
ACH-000917,-0.520738242143
ACH-000921,-0.282021516122
ACH-000924,-0.398637269167
ACH-000926,-0.111936887116
ACH-000928,-0.761066057862
ACH-000929,-0.377530857928
ACH-000932,-0.41990952702100004
ACH-000935,-0.391886308594
ACH-000936,-0.482273768544
ACH-000937,-0.343591236165
ACH-000938,-0.23088258968000003
ACH-000939,-0.39254472067100005
ACH-000941,-0.308382748006
ACH-000943,-0.331048705088
ACH-000946,-0.264281763038
ACH-000947,-0.478290153419
ACH-000948,-0.398464384021
ACH-000950,-0.523760590253
ACH-000953,-0.57996147133
ACH-000957,-0.00734238322142
ACH-000958,-0.226564600175
ACH-000960,-0.465869772655
ACH-000963,-0.08069568659439999
ACH-000968,-0.45615029408
ACH-000969,-0.49169735895000005
ACH-000973,-0.436168779983
ACH-000974,-0.284253794661
ACH-000975,-0.5255966027210001
ACH-000976,-0.45669295543899996
ACH-000978,-0.18098608779800002
ACH-000980,-0.34740979561499996
ACH-000984,-0.37938662482
ACH-000986,-0.0515594505838
ACH-000988,-0.392355386758
ACH-000993,-0.45385198831
ACH-000994,-0.22394970574200002
ACH-000996,-0.262511480903
ACH-001001,-0.31000008688
ACH-001020,-0.390544692166
ACH-001028,-0.430030871354
ACH-001031,-0.39462896188900004
ACH-001038,-0.457605310113
ACH-001048,-0.266758094405
ACH-001050,-0.291501487874
ACH-001053,-0.17947399278700002
ACH-001054,-0.28067584422200004
ACH-001061,-0.314690109949
ACH-001067,-0.693601361175
ACH-001075,-0.268344412286
ACH-001096,-0.217802373226
ACH-001128,-0.519657586497
ACH-001134,-0.517552939206
ACH-001151,-0.40066968108400003
ACH-001163,-0.5016251019219999
ACH-001164,-0.531552990068
ACH-001173,-0.509923023534
ACH-001183,-0.442413639839
ACH-001184,-0.44880942706699994
ACH-001190,-0.264345688892
ACH-001192,-0.13676731337099998
ACH-001193,-0.258455134197
ACH-001196,-0.21551277231999996
ACH-001197,-0.224639211477
ACH-001205,-0.381914945761
ACH-001211,-0.327624814921
ACH-001212,-0.444249715259
ACH-001228,-0.644681297065
ACH-001232,-0.39175277809299996
ACH-001239,-0.371127895527
ACH-001274,-0.322470761296
ACH-001275,-0.643435796802
ACH-001277,-0.439116926825
ACH-001278,-0.47475534783
ACH-001280,-0.5376426171850001
ACH-001283,-0.313589156825
ACH-001289,-0.122099011075
ACH-001295,-0.25862922805599997
ACH-001300,-0.283342239161
ACH-001301,-0.394718536564
ACH-001302,-0.154871293735
ACH-001303,-0.20432716357099998
ACH-001306,-0.285458239266
ACH-001318,-0.317091722973
ACH-001322,-0.682749573324
ACH-001328,-0.426865563358
ACH-001332,-0.356255993937
ACH-001333,-0.443311934156
ACH-001336,-0.5198785870579999
ACH-001340,-0.272774411634
ACH-001346,-0.331750974135
ACH-001353,-0.259668757058
ACH-001354,0.014781063450200001
ACH-001367,-0.17742478026900002
ACH-001368,-0.451948171475
ACH-001374,-0.498827539968
ACH-001375,-0.215934479888
ACH-001377,-0.193820279413
ACH-001380,-0.35212044728799996
ACH-001391,-0.270257150916
ACH-001407,-0.509240106694
ACH-001408,-0.43585258196599996
ACH-001413,-0.35776043776199995
ACH-001430,-0.9788796857850001
ACH-001431,-0.312741722042
ACH-001450,-0.542825827794
ACH-001496,-0.195828392183
ACH-001500,-0.395992874417
ACH-001521,-0.378239643332
ACH-001523,-0.324232328577
ACH-001532,-0.48194815964500004
ACH-001536,-0.258592693023
ACH-001550,-0.489163037129
ACH-001552,-0.19390000973299998
ACH-001554,-0.248213975509
ACH-001645,-0.15989176480599998
ACH-001654,-0.348120800621
ACH-001715,-0.650422043994
ACH-001735,-0.202810485729
ACH-001736,-0.303008046455
ACH-001737,-0.296362053164
ACH-001740,-0.263467671603
ACH-001745,-0.38770601622
ACH-001750,-0.399752129761
ACH-001765,-0.5167786208649999
ACH-001956,-0.361418164323
ACH-001957,-0.531809770194
