,EPM2AIP1 (9852)
ACH-000169,-0.21180616351599998
ACH-000178,-0.292377345656
ACH-000182,-0.233465334189
ACH-000183,-0.38987316005999995
ACH-000188,-0.08756938099160001
ACH-000189,-0.09067345535119999
ACH-000190,-0.257603977307
ACH-000198,-0.17151643822700002
ACH-000204,-0.0523649453328
ACH-000206,-0.482108410351
ACH-000207,-0.252564718163
ACH-000211,-0.307162920849
ACH-000215,-0.0901662632797
ACH-000221,-0.126598972033
ACH-000222,0.0858672280023
ACH-000223,-0.210116436913
ACH-000226,-0.08907789154160001
ACH-000227,-0.224784907375
ACH-000228,-0.374607293229
ACH-000231,-0.146629727179
ACH-000232,-0.310774707473
ACH-000233,-0.17779911323800002
ACH-000234,-0.33941207013499997
ACH-000235,-0.159603841574
ACH-000237,-0.336473842882
ACH-000238,-0.0803035900752
ACH-000243,-0.24440149331900002
ACH-000244,-0.387018496348
ACH-000246,-0.304733362147
ACH-000248,-0.10599223785800001
ACH-000250,-0.28056403969599997
ACH-000251,-0.303352485625
ACH-000253,-0.194369127999
ACH-000255,-0.186354966107
ACH-000256,0.027959319495799998
ACH-000257,-0.38798185138400004
ACH-000258,-0.03463972966730001
ACH-000259,-0.205378516184
ACH-000260,-0.15677373714099999
ACH-000261,-0.22654349348900002
ACH-000262,-0.38719375339199996
ACH-000263,-0.429495773761
ACH-000264,-0.203501415699
ACH-000265,-0.23407743571400003
ACH-000266,-0.22096774450599999
ACH-000272,-0.18427283010099998
ACH-000273,-0.23909913332899999
ACH-000274,-0.172670794044
ACH-000277,-0.33590495897
ACH-000278,-0.238571966736
ACH-000279,-0.24355900741300002
ACH-000280,-0.33190670631200003
ACH-000281,-0.0511213264461
ACH-000288,-0.18148841858399997
ACH-000291,-0.282645920645
ACH-000293,0.025501242228599997
ACH-000294,-0.15363923583900002
ACH-000295,0.059582758103999996
ACH-000296,-0.09967203378730001
ACH-000302,-0.215861663088
ACH-000304,-0.251810437794
ACH-000307,-0.24364394784
ACH-000308,-0.106722631197
ACH-000310,-0.364296210782
ACH-000311,-0.25485492522500003
ACH-000312,-0.140604979327
ACH-000315,-0.0796370998026
ACH-000316,-0.20834022882300002
ACH-000317,-0.0981998898727
ACH-000318,-0.294768375697
ACH-000319,-0.218706452505
ACH-000320,-0.286236220368
ACH-000322,-0.453435185858
ACH-000323,-0.153696915355
ACH-000324,-0.124237934739
ACH-000329,-0.20311032517299998
ACH-000330,-0.15981288005
ACH-000331,-0.285001699514
ACH-000332,-0.292213640782
ACH-000334,-0.248608297726
ACH-000335,0.0751073644577
ACH-000336,-0.17833246736299999
ACH-000337,0.105080121971
ACH-000339,-0.28818598094799996
ACH-000341,-0.153345462703
ACH-000348,0.00164417551354
ACH-000350,-0.19647777031
ACH-000352,-0.0787824613705
ACH-000356,-0.12055745234000001
ACH-000361,-0.31396947392700003
ACH-000362,-0.258579401506
ACH-000363,0.055453172669199996
ACH-000364,-0.22429795236699998
ACH-000365,-0.193755793085
ACH-000366,-0.207941548587
ACH-000368,-0.273624117926
ACH-000374,-0.326536357936
ACH-000375,-0.0589635771425
ACH-000376,-0.0857714448109
ACH-000381,-0.305100896676
ACH-000383,-0.21826018867400002
ACH-000387,-0.315018664299
ACH-000389,-0.176366854898
ACH-000390,-0.438820532593
ACH-000393,-0.31266557351999996
ACH-000395,-0.126347309102
ACH-000397,-0.252620113528
ACH-000401,-0.259965310075
ACH-000402,-0.392560144445
ACH-000403,-0.205520052638
ACH-000404,-0.400935496379
ACH-000406,-0.25258788936500004
ACH-000407,-0.117006817256
ACH-000408,-0.226092093257
ACH-000410,-0.283148714177
ACH-000411,-0.237357209731
ACH-000414,-0.293103962169
ACH-000415,-0.179824110619
ACH-000416,-0.149227950803
ACH-000420,0.0642892137426
ACH-000421,-0.21228645364
ACH-000424,-0.0323507930022
ACH-000425,-0.163128337433
ACH-000426,-0.34672216949100004
ACH-000427,-0.338250887276
ACH-000433,-0.138953558063
ACH-000436,-0.44435616947400003
ACH-000444,-0.46400922076800005
ACH-000445,-0.287181585623
ACH-000448,-0.0571131972204
ACH-000450,0.142244389989
ACH-000452,-0.174863034353
ACH-000454,-0.283096203411
ACH-000458,-0.0174952884189
ACH-000459,-0.150743910334
ACH-000460,-0.11142028451099999
ACH-000461,-0.141258742001
ACH-000463,-0.023815063109
ACH-000464,-0.0895392862923
ACH-000466,-0.06961197367380001
ACH-000467,-0.131983956458
ACH-000468,-0.420133840088
ACH-000469,-0.0670425473546
ACH-000470,-0.27585390304699997
ACH-000471,-0.0892236181633
ACH-000472,-0.0829030751936
ACH-000473,-0.147822266721
ACH-000475,-0.09342469260160001
ACH-000476,-0.140686719543
ACH-000477,-0.104588500944
ACH-000480,-0.28587879944899997
ACH-000481,-0.20651499883699997
ACH-000483,0.11071104772
ACH-000484,-0.432909216655
ACH-000485,0.0176509107857
ACH-000486,-0.19807828852899997
ACH-000487,-0.182610889848
ACH-000488,-0.211036806168
ACH-000490,-0.0719214781138
ACH-000491,-0.345706625223
ACH-000495,-0.299365996488
ACH-000496,-0.282750705986
ACH-000499,-0.130631805283
ACH-000500,0.265363973218
ACH-000502,-0.2211380587
ACH-000503,-0.0463878970014
ACH-000505,-0.20233840206099998
ACH-000507,0.00853066070691
ACH-000510,-0.119509960385
ACH-000511,-0.275914586676
ACH-000512,-0.00412015412183
ACH-000516,-0.122483843915
ACH-000517,-0.274417392382
ACH-000518,0.123184102656
ACH-000520,-0.131124670576
ACH-000521,-0.145325503364
ACH-000522,-0.136783436091
ACH-000524,-0.250114797145
ACH-000527,-0.206894769835
ACH-000528,-0.176157864478
ACH-000537,-0.0874257224297
ACH-000541,-0.187594529905
ACH-000542,-0.19469376305799999
ACH-000544,-0.136821212036
ACH-000545,-0.266409438826
ACH-000547,-0.241030272742
ACH-000548,-0.21495103491700002
ACH-000549,-0.183019715064
ACH-000550,-0.49480463656999996
ACH-000552,-0.265655306903
ACH-000556,-0.07921173985169999
ACH-000557,-0.09294993215530001
ACH-000570,-0.24364354097600002
ACH-000571,-0.210872623882
ACH-000573,-0.115779205005
ACH-000576,-0.156502242633
ACH-000580,-0.0176880096234
ACH-000584,-0.0460701845373
ACH-000585,-0.170553928296
ACH-000588,-0.132433425912
ACH-000589,-0.0910657042998
ACH-000591,-0.107934793473
ACH-000593,-0.257125733135
ACH-000600,-0.18277708783100002
ACH-000601,-0.24810158326200002
ACH-000604,-0.0167085933256
ACH-000605,-0.156550472347
ACH-000606,-0.130544913042
ACH-000608,-0.216088934031
ACH-000614,-0.28783664259799996
ACH-000616,-0.18031092938499999
ACH-000618,0.0193262377971
ACH-000619,-0.23297441983699999
ACH-000620,-0.23863976820099997
ACH-000621,-0.236593139459
ACH-000622,-0.174640698882
ACH-000623,-0.173732725181
ACH-000624,-0.264387589163
ACH-000627,-0.362542625232
ACH-000630,-0.17009811461
ACH-000632,-0.19343750311799998
ACH-000633,-0.059194543660199994
ACH-000637,-0.08722166336310001
ACH-000638,-0.136212237059
ACH-000646,-0.206231103333
ACH-000647,-0.160819998041
ACH-000648,-0.23068361396099998
ACH-000649,-0.16851059940299998
ACH-000651,-0.09509358579749999
ACH-000652,-0.14805823010500002
ACH-000653,-0.072628223798
ACH-000657,-0.148293566344
ACH-000658,-0.31990530869399997
ACH-000661,0.008503946407960001
ACH-000662,-0.0308500777322
ACH-000663,-0.199282573323
ACH-000665,-0.241230902656
ACH-000671,-0.189050672618
ACH-000673,-0.310478447471
ACH-000676,-0.160230034547
ACH-000677,-0.20555886444600002
ACH-000681,-0.158092699155
ACH-000682,-0.133261071257
ACH-000683,-0.19938465717999998
ACH-000684,-0.367331434076
ACH-000688,-0.43243515086400003
ACH-000693,-0.180210380573
ACH-000694,-0.16074817673699998
ACH-000695,-0.059189182187
ACH-000696,-0.26526376340700003
ACH-000697,-0.27049697473400003
ACH-000699,-0.24436876240400002
ACH-000701,-0.304706675791
ACH-000706,-0.23069448265099998
ACH-000711,-0.176322196276
ACH-000713,-0.21357661911200002
ACH-000714,-0.182687047138
ACH-000718,-0.261977957668
ACH-000720,-0.260002595106
ACH-000721,-0.284589921613
ACH-000724,-0.08223416708800001
ACH-000725,-0.104341160122
ACH-000732,0.140827850517
ACH-000734,-0.23086461510899997
ACH-000735,-0.197840126675
ACH-000736,-0.116614004462
ACH-000738,-0.123713982217
ACH-000746,-0.18221523692400002
ACH-000747,-0.22283270895799998
ACH-000748,-0.269011426466
ACH-000753,-0.206965912585
ACH-000756,-0.228897506769
ACH-000757,-0.043862559178400005
ACH-000758,-0.299214286929
ACH-000760,-0.215265857411
ACH-000763,-0.221100236878
ACH-000764,-0.13253604104800001
ACH-000765,-0.0422644124926
ACH-000766,-0.25886583818500003
ACH-000767,-0.07715245727039999
ACH-000768,-0.362234886392
ACH-000769,-0.17773964829999997
ACH-000770,-0.20868767502399999
ACH-000771,-0.0738847021012
ACH-000773,-0.272256087024
ACH-000776,0.018751125863299998
ACH-000777,-0.104784194658
ACH-000778,-0.165237779683
ACH-000781,-0.117331081854
ACH-000782,-0.23217088959399998
ACH-000783,-0.191304698992
ACH-000784,-0.19226265439100002
ACH-000785,-0.19534917412099997
ACH-000787,0.00674517883595
ACH-000788,-0.18934192484999998
ACH-000791,-0.18618072640500002
ACH-000792,-0.32788343655499996
ACH-000794,-0.277362856252
ACH-000796,-0.26838192396899996
ACH-000799,-0.274626722284
ACH-000800,0.18406231327
ACH-000802,-0.167345154578
ACH-000804,-0.490429179694
ACH-000805,-0.0424485142531
ACH-000809,-0.266024812348
ACH-000810,-0.203658854062
ACH-000811,-0.273722735818
ACH-000817,-0.307325342332
ACH-000819,-0.273972328203
ACH-000820,-0.19217627518599997
ACH-000821,-0.179027850726
ACH-000822,-0.313045205961
ACH-000823,-0.0997544237256
ACH-000824,-0.162579448125
ACH-000827,-0.18792510464099998
ACH-000829,-0.050227930939699995
ACH-000831,-0.030625564306700003
ACH-000832,-0.22448589881099998
ACH-000833,0.128455369181
ACH-000834,-0.0676011583845
ACH-000835,-0.186093270568
ACH-000836,-0.17618793983
ACH-000837,-0.120700163623
ACH-000838,0.0507253617222
ACH-000839,-0.099722383896
ACH-000840,-0.196006842882
ACH-000841,-0.221849569175
ACH-000843,-0.08287107331139999
ACH-000846,-0.152638636999
ACH-000847,-0.0751816936335
ACH-000848,-0.110907511391
ACH-000849,-0.187839367889
ACH-000851,-0.21348110428599998
ACH-000855,-0.0284253967217
ACH-000856,-0.196697363383
ACH-000858,-0.0723715137045
ACH-000859,0.0486586279199
ACH-000861,-0.182234529009
ACH-000862,-0.08991518884639998
ACH-000865,-0.0420658206001
ACH-000866,-0.139432185777
ACH-000867,-0.213619007845
ACH-000869,-0.0677395108045
ACH-000872,-0.18027804007800002
ACH-000873,-0.327396733002
ACH-000876,-0.182114736657
ACH-000878,0.023037748626299998
ACH-000880,-0.25646181606
ACH-000881,-0.179348871458
ACH-000882,0.0298355285134
ACH-000884,-0.17216743043699997
ACH-000885,-0.13445143349400002
ACH-000887,-0.126042529889
ACH-000888,-0.113126808641
ACH-000889,-0.17933706656399998
ACH-000890,-0.259888622681
ACH-000896,-0.06326548900369999
ACH-000898,-0.149273944316
ACH-000900,-0.13563761894
ACH-000901,-0.34100664624300003
ACH-000905,-0.172706060814
ACH-000906,-0.16533598987
ACH-000907,-0.0780155522999
ACH-000910,-0.09805498972760002
ACH-000911,-0.18894967188
ACH-000912,-0.148587139338
ACH-000913,-0.22417291653700003
ACH-000915,-0.33279032420000004
ACH-000916,-0.07562677384939999
ACH-000917,-0.113628846324
ACH-000921,-0.212216641079
ACH-000924,-0.122610350913
ACH-000926,-0.0861494225685
ACH-000928,0.00536700813158
ACH-000929,0.0970228642082
ACH-000932,-0.27513451687199997
ACH-000935,-0.239136622219
ACH-000936,-0.11754725423699999
ACH-000937,-0.175233397854
ACH-000938,-0.41643092118
ACH-000939,-0.123741879008
ACH-000941,-0.097709862871
ACH-000943,-0.0532724940472
ACH-000946,-0.120019550319
ACH-000947,-0.0804391234425
ACH-000948,-0.15496710548599998
ACH-000950,-0.101156311099
ACH-000953,-0.18348371114700002
ACH-000957,-0.109283285687
ACH-000958,-0.136551649199
ACH-000960,-0.148665571265
ACH-000963,0.035778290124199995
ACH-000968,-0.05535393510480001
ACH-000969,-0.0837280698895
ACH-000973,-0.23249668028499998
ACH-000974,-0.127531471249
ACH-000975,-0.171901452648
ACH-000976,-0.15095202813
ACH-000978,0.0129534801958
ACH-000980,-0.14492422962200002
ACH-000984,-0.30099874669
ACH-000986,-0.40907844418300005
ACH-000988,-0.0146724471527
ACH-000993,-0.335939595998
ACH-000994,-0.17255537092
ACH-000996,-0.135575002932
ACH-001001,-0.145213488486
ACH-001020,-0.056818061034699996
ACH-001028,-0.200779643727
ACH-001031,-0.19847813868
ACH-001038,-0.148044563258
ACH-001048,-0.22312465353500002
ACH-001050,-0.10894910112400001
ACH-001053,-0.25449060105099996
ACH-001054,0.0476688405061
ACH-001061,-0.106964816128
ACH-001067,-0.0654505336759
ACH-001075,-0.156618284281
ACH-001096,-0.195771892907
ACH-001128,-0.0372420460118
ACH-001134,-0.047533976950699997
ACH-001151,-0.173935397879
ACH-001163,-0.191811509231
ACH-001164,-0.354136044019
ACH-001173,-0.14701323204000002
ACH-001183,-0.0680450887271
ACH-001184,-0.471572814354
ACH-001190,-0.178168017087
ACH-001192,-0.040517694561199996
ACH-001193,-0.196583621573
ACH-001196,-0.0272999816395
ACH-001197,-0.40405364794200005
ACH-001205,-0.18533353897399998
ACH-001211,-0.136760846442
ACH-001212,-0.38391598582099995
ACH-001228,-0.277458697229
ACH-001232,-0.206434981169
ACH-001239,-0.22634715596000002
ACH-001274,-0.6220465526100001
ACH-001275,-0.051140106362
ACH-001277,0.04142451084380001
ACH-001278,-0.0211385021996
ACH-001280,-0.26828505847
ACH-001283,-0.17885776312399998
ACH-001289,-0.197652340878
ACH-001295,-0.227119216657
ACH-001300,-0.103953612202
ACH-001301,-0.22308232199900002
ACH-001302,-0.0588397152692
ACH-001303,-0.289871960305
ACH-001306,-0.203075809192
ACH-001318,-0.173127738334
ACH-001322,-0.272941704028
ACH-001328,-0.282624842158
ACH-001332,-0.45942040075900004
ACH-001333,-0.114812446378
ACH-001336,-0.08716681906339999
ACH-001340,-0.234365590671
ACH-001346,-0.07629081936589999
ACH-001353,-0.18898270811299997
ACH-001354,-0.181617203224
ACH-001367,-0.266977708829
ACH-001368,-0.20206236132
ACH-001374,-0.43091160241899995
ACH-001375,-0.0594377830404
ACH-001377,-0.137814595699
ACH-001380,-0.207946125821
ACH-001391,0.058616993574
ACH-001407,-0.111959074934
ACH-001408,-0.10465776200999999
ACH-001413,-0.364191172414
ACH-001430,-0.605045966201
ACH-001431,-0.20011441543699998
ACH-001450,0.0064482336642
ACH-001496,-0.148541939999
ACH-001500,-0.212452973118
ACH-001521,-0.0914226505725
ACH-001523,-0.129769443259
ACH-001532,-0.13819091984999998
ACH-001536,-0.11927821877599999
ACH-001550,-0.141242395792
ACH-001552,-0.21643940919399998
ACH-001554,-0.123399282423
ACH-001645,-0.0474282798573
ACH-001654,-0.16093955954199998
ACH-001715,-0.300009003351
ACH-001735,-0.18025464155
ACH-001736,-0.122496039364
ACH-001737,-0.5479455944389999
ACH-001740,-0.28620503778
ACH-001745,-0.151011866795
ACH-001750,-0.10402797172700001
ACH-001765,-0.0573197123123
ACH-001956,-0.11946968930099999
ACH-001957,-0.0909243376853
