,KARS (3735)
ACH-000958,-1.62437311824
ACH-000960,-1.75830117074
ACH-000963,-1.55794581412
ACH-000968,-1.60052973756
ACH-000969,-1.5750111374899998
ACH-000973,-1.6927686824500001
ACH-000974,-1.632194845
ACH-000975,-1.52138306239
ACH-000976,-1.8719705041999999
ACH-000978,-1.46467476972
ACH-000980,-1.58039356784
ACH-000984,-1.63190836319
ACH-000986,-1.4144116689500001
ACH-000988,-1.31875927685
ACH-000993,-1.30698460938
ACH-000994,-1.70776897662
ACH-000996,-1.38913228347
ACH-001001,-1.6835052325600002
ACH-001020,-1.5048996798700003
ACH-001028,-1.59593187057
ACH-001031,-1.60716729444
ACH-001038,-1.7070769401800001
ACH-001048,-1.6089968376800001
ACH-001050,-1.7029753801499998
ACH-001053,-1.24890367326
ACH-001054,-1.65800461896
ACH-001061,-1.53863645215
ACH-001067,-1.7345375303200001
ACH-001075,-1.3940664918099999
ACH-001096,-1.73429272369
ACH-001128,-1.8977655880400002
ACH-001134,-1.6231821325600002
ACH-001151,-1.5292336317700002
ACH-001163,-1.54349336565
ACH-001164,-1.4546760172600002
ACH-001173,-1.29444094324
ACH-001183,-1.4962465654700001
ACH-001184,-1.38932391292
ACH-001190,-1.47253868838
ACH-001192,-1.71316954489
ACH-001193,-1.4265643078499999
ACH-001196,-1.5905377192899999
ACH-001197,-1.6463389776700001
ACH-001205,-1.7367473207099997
ACH-001211,-1.65310127234
ACH-001212,-1.5719569061899998
ACH-001228,-1.4221996274700002
ACH-001232,-1.5610774376899998
ACH-001239,-1.49290994549
ACH-001274,-1.68081332822
ACH-001275,-1.4932855747100002
ACH-001277,-1.57197006676
ACH-001278,-1.4935386815
ACH-001280,-1.5049716519299998
ACH-001283,-1.30997684574
ACH-001289,-1.3736996776700001
ACH-001295,-1.7246856723700001
ACH-001300,-1.7709969998099997
ACH-001301,-1.51513582085
ACH-001302,-1.6072697650499999
ACH-001303,-1.49163339305
ACH-001306,-1.6909520306
ACH-001318,-1.66867681567
ACH-001322,-1.54417812433
ACH-001328,-1.4468507064200002
ACH-001332,-1.23761287328
ACH-001333,-1.56816553627
ACH-001336,-1.34061850282
ACH-001340,-1.64553539417
ACH-001346,-1.3921500126800002
ACH-001353,-1.66479357385
ACH-001354,-1.1655931389799998
ACH-001367,-1.54993202409
ACH-001368,-1.5486368081400002
ACH-001374,-1.6867231917399998
ACH-001375,-1.51980883968
ACH-001377,-1.53463999546
ACH-001380,-1.41229895158
ACH-001391,-1.7139666831
ACH-001407,-1.5355331671999999
ACH-001408,-1.26371870649
ACH-001413,-1.5425461485
ACH-001430,-1.59884175252
ACH-001431,-1.9454020786700001
ACH-001450,-1.40646075039
ACH-001496,-1.64043034127
ACH-001500,-1.64951435916
ACH-001521,-1.55275275435
ACH-001523,-1.20656408652
ACH-001532,-1.5530075708700002
ACH-001536,-1.57065495572
ACH-001550,-1.76769320098
ACH-001552,-1.30312508596
ACH-001554,-1.5917926435799998
ACH-001645,-1.74487844523
ACH-001654,-1.43571389014
ACH-001715,-1.7053677725
ACH-001735,-1.7242974474000001
ACH-001736,-1.6968576523299999
ACH-001737,-1.7122612102700001
ACH-001740,-1.29452331018
ACH-001745,-1.4745490970800001
ACH-001750,-1.6595045817200003
ACH-001765,-1.38706616275
ACH-001956,-1.57766446604
ACH-001957,-1.45537842311
