,FPGS (2356)
ACH-000760,-0.6603295647909999
ACH-000763,-0.47034645815
ACH-000764,-0.51548713025
ACH-000765,-0.822686339884
ACH-000766,-0.428447560986
ACH-000767,-0.443684148784
ACH-000768,-0.851136768254
ACH-000769,-0.37425871964100005
ACH-000770,-0.717514707938
ACH-000771,-0.184309713908
ACH-000773,-0.67192410464
ACH-000776,-0.285442842198
ACH-000777,-0.212325620742
ACH-000778,-0.280757924102
ACH-000781,-0.677930869402
ACH-000782,-0.47239910770599997
ACH-000783,-0.40185961277599996
ACH-000784,-0.366335582734
ACH-000785,-0.809267328404
ACH-000787,-0.207439390262
ACH-000788,-0.46319234336099996
ACH-000791,-0.9070985412270001
ACH-000792,-0.24414552261999997
ACH-000794,-0.253384424808
ACH-000796,-0.121227504103
ACH-000799,-0.408821644674
ACH-000800,-0.20069938230099998
ACH-000802,-0.306985125378
ACH-000804,-0.476907908676
ACH-000805,-0.331047690699
ACH-000809,-0.435556719976
ACH-000810,-0.662218660923
ACH-000811,-0.451501505207
ACH-000817,-0.821573993585
ACH-000819,-0.287604166333
ACH-000820,-0.41872720341799996
ACH-000821,-0.922350572725
ACH-000822,-0.685223242144
ACH-000823,-0.49240252301299997
ACH-000824,-0.352129308864
ACH-000827,-0.20104076948199998
ACH-000829,-0.34924597489
ACH-000831,-0.572261292425
ACH-000832,-0.0927432965912
ACH-000833,-0.918737087184
ACH-000834,-0.382638024331
ACH-000835,-0.39153907065300003
ACH-000836,-0.5525149830439999
ACH-000837,-0.7191788132220001
ACH-000838,-0.700428433125
ACH-000839,-0.136585372027
ACH-000840,-0.3260009502
ACH-000841,-0.583565992369
ACH-000843,-0.867982338012
ACH-000846,-0.409436646765
ACH-000847,-0.33596731126
ACH-000848,-0.610129417543
ACH-000849,-0.967651286822
ACH-000851,-0.880206422057
ACH-000855,-0.345077465049
ACH-000856,-0.710875149959
ACH-000858,-0.242867789923
ACH-000859,-0.8294108022579999
ACH-000861,-0.201536810776
ACH-000862,-0.256699559728
ACH-000865,-0.17630465659800001
ACH-000866,-0.746181209153
ACH-000867,-0.5565136980100001
ACH-000869,-0.456369202798
ACH-000872,-0.636550819727
ACH-000873,-0.5419357809650001
ACH-000876,-0.748638207225
ACH-000878,-0.437813581583
ACH-000880,-0.226423509149
ACH-000881,-0.41084969169
ACH-000882,-0.525568538108
ACH-000884,-0.397550287688
ACH-000885,-0.626537913243
ACH-000887,-0.402111718867
ACH-000888,-0.44939769922300005
ACH-000889,-0.7669632715170001
ACH-000890,-0.318061545222
ACH-000896,-0.697355760958
ACH-000898,-0.637099785725
ACH-000900,-0.213673328579
ACH-000901,-0.49880025821699997
ACH-000905,-0.395861706673
ACH-000906,-0.36119416862099996
ACH-000907,-0.0503321788074
ACH-000910,-0.874559335515
ACH-000911,-0.0349471937971
ACH-000912,-0.4154496984800001
ACH-000913,-0.588937593186
ACH-000915,-0.439605238495
ACH-000916,-1.5597227169499999
ACH-000917,-0.795889351388
ACH-000921,-0.7159092549349999
ACH-000924,-0.5519095515
ACH-000926,-0.52426233758
ACH-000928,-0.4018333953
ACH-000929,-0.403396187781
ACH-000932,-0.9422494958419999
ACH-000935,-0.241532370242
ACH-000936,-0.411600436821
ACH-000937,-0.928371956807
ACH-000938,-0.7719354206769999
ACH-000939,-0.295278822828
ACH-000941,-0.339454960589
ACH-000943,-0.163488878057
ACH-000946,-0.5032785948290001
ACH-000947,-0.446696912054
ACH-000948,-0.498498644887
ACH-000950,0.0568651695519
ACH-000953,-0.9575709059299999
ACH-000957,-0.580262530749
ACH-000958,-0.707759212536
ACH-000960,-0.8891252913709999
ACH-000963,-0.42633870854999995
ACH-000968,-0.361928317404
ACH-000969,-0.434780034091
ACH-000973,-0.210956015684
ACH-000974,-0.33850520546499996
ACH-000975,-0.785566862592
ACH-000976,-0.37885600114100004
ACH-000978,-0.0385184134035
ACH-000980,-0.36607700826
ACH-000984,-0.322353326239
ACH-000986,-0.704004662862
ACH-000988,-0.277580382513
ACH-000993,-0.461061725482
ACH-000994,-0.8188990138860001
ACH-000996,-0.251201209256
ACH-001001,-0.59401062735
ACH-001020,-0.324037480424
ACH-001028,-0.311584333632
ACH-001031,-0.406355590826
ACH-001038,-0.671424091726
ACH-001048,-0.702613445208
ACH-001050,-0.208227184837
ACH-001053,-0.39582110655599995
ACH-001054,-0.647220874714
ACH-001061,-0.715480007815
ACH-001067,-0.308505624004
ACH-001075,-0.26695174608100003
ACH-001096,-0.474728197927
ACH-001128,-0.256362822246
ACH-001134,-0.80415151947
ACH-001151,-1.0974331903799999
ACH-001163,-1.01536416007
ACH-001164,-0.292273477674
ACH-001173,-0.0454008750077
ACH-001183,-0.312576148068
ACH-001184,-0.335056058788
ACH-001190,-0.354618672381
ACH-001192,-0.552979432894
ACH-001193,-0.530648436814
ACH-001196,-0.37949822457500004
ACH-001197,-0.668006962842
ACH-001205,-0.583838732141
ACH-001211,-0.8081515373199999
ACH-001212,-0.10194637270300001
ACH-001228,-0.542637029777
ACH-001232,-0.188783311037
ACH-001239,-0.620744340418
ACH-001274,-0.46207840881800005
ACH-001275,-0.36659639952699996
ACH-001277,0.0346708663055
ACH-001278,-0.35869611767399995
ACH-001280,-0.243740592583
ACH-001283,-0.39449900501
ACH-001289,-0.779350715255
ACH-001295,-0.258169223377
ACH-001300,-0.260945879235
ACH-001301,-0.079284481654
ACH-001302,-0.384147850832
ACH-001303,-0.49234811254199995
ACH-001306,-0.390731326797
ACH-001318,-0.208277567443
ACH-001322,-0.013853172331900001
ACH-001328,-0.159805864391
ACH-001332,-0.315596724454
ACH-001333,-0.42138933932899997
ACH-001336,-0.392289719913
ACH-001340,-0.35675408875500003
ACH-001346,-0.16202639892100001
ACH-001353,-0.40488935351899996
ACH-001354,-0.7649848283089999
ACH-001367,-0.754406517979
ACH-001368,-0.574055352964
ACH-001374,-0.498706389772
ACH-001375,-0.409563884462
ACH-001377,-0.168200295209
ACH-001380,-0.280506858019
ACH-001391,-0.663539160845
ACH-001407,-0.873535690113
ACH-001408,-0.713283059124
ACH-001413,-0.39742666061099996
ACH-001430,-0.49701607572800005
ACH-001431,-0.7483864906300001
ACH-001450,-0.9029989366779999
ACH-001496,-0.708892180194
ACH-001500,-0.406462984507
ACH-001521,0.246505059013
ACH-001523,-0.40101778354199996
ACH-001532,-0.151956439177
ACH-001536,-0.667497761713
ACH-001550,-0.41020699332500005
ACH-001552,-0.340449671887
ACH-001554,-0.5675544052229999
ACH-001645,-0.481500088896
ACH-001654,-0.162517593176
ACH-001715,-0.48955695600599997
ACH-001735,-0.8240209752509999
ACH-001736,-0.857184954374
ACH-001737,-0.363174195859
ACH-001740,-0.653251950215
ACH-001745,-0.325909955405
ACH-001750,-0.24513522899700002
ACH-001765,-0.511536263257
ACH-001956,-0.268509570222
ACH-001957,-0.271781788664
