,CPT2 (1376)
ACH-000277,-0.161097834577
ACH-000278,-0.17158238576499998
ACH-000279,-0.327138106919
ACH-000280,-0.17685647169799998
ACH-000281,0.0536858361855
ACH-000288,-0.196903609679
ACH-000291,-0.19375147470100001
ACH-000293,-0.482680576665
ACH-000294,-0.0271323585408
ACH-000295,-0.07332297751439999
ACH-000296,0.00825358697084
ACH-000302,-0.419204111151
ACH-000304,-0.268472088697
ACH-000307,-0.1678474234
ACH-000308,-0.196122782371
ACH-000310,-0.402976899931
ACH-000311,-0.124939741708
ACH-000312,-0.195273284186
ACH-000315,-0.085737444774
ACH-000316,-0.221533184095
ACH-000317,-0.27769491626
ACH-000318,-0.113655901842
ACH-000319,-0.138550868944
ACH-000320,-0.268004647724
ACH-000322,-0.147884612427
ACH-000323,-0.462900705204
ACH-000324,-0.214243628085
ACH-000329,-0.15760643575
ACH-000330,-0.0632586988314
ACH-000331,-0.11060419477700001
ACH-000332,-0.21970588074099998
ACH-000334,-0.140633669192
ACH-000335,-0.19473696976500002
ACH-000336,-0.21904614368500003
ACH-000337,-0.12255406473699999
ACH-000339,-0.227750472978
ACH-000341,-0.39825514728699996
ACH-000348,-0.13112835317
ACH-000350,-0.0975829539942
ACH-000352,-0.137159191352
ACH-000356,-0.178621002449
ACH-000361,-0.289221215589
ACH-000362,-0.216274406441
ACH-000363,-0.15312565229800001
ACH-000364,-0.139264222856
ACH-000365,-0.138110620885
ACH-000366,-0.227128438554
ACH-000368,-0.40497197430200005
ACH-000374,-0.106464328518
ACH-000375,-0.16080707465500002
ACH-000376,-0.22777281865899998
ACH-000381,-0.18123836203
ACH-000383,-0.25859319739
ACH-000387,-0.460119342472
ACH-000389,-0.20535077717999997
ACH-000390,-0.200249627441
ACH-000393,-0.0351074695
ACH-000395,-0.09685391907569998
ACH-000397,-0.0783740719818
ACH-000401,-0.43375917614500004
ACH-000402,-0.139436336834
ACH-000403,-0.152806170089
ACH-000404,0.0758628828939
ACH-000406,-0.208430085277
ACH-000407,-0.164678239757
ACH-000408,-0.31744209071199997
ACH-000410,-0.251342969075
ACH-000411,-0.24832265057100003
ACH-000414,-0.152281115038
ACH-000415,-0.211428093911
ACH-000416,-0.0874709238858
ACH-000420,0.0158994465632
ACH-000421,-0.210910048527
ACH-000424,-0.055043339455699995
ACH-000425,-0.27435550338500003
ACH-000426,-0.0780403953022
ACH-000427,-0.309596228177
ACH-000433,-0.324060402101
ACH-000436,-0.162719837918
ACH-000444,-0.0328216417026
ACH-000445,-0.5644962814660001
ACH-000448,-0.302472963084
ACH-000450,-0.328539483451
ACH-000452,-0.258318811426
ACH-000454,-0.404125300315
ACH-000458,-0.18090061197299998
ACH-000459,-0.0727624714545
ACH-000460,-0.194535125474
ACH-000461,-0.09725958625
ACH-000463,-0.09664619256819999
ACH-000464,-0.21990703144
ACH-000466,-0.186637974569
ACH-000467,-0.0315796437384
ACH-000468,-0.10768349787499999
ACH-000469,-0.32077682267499996
ACH-000470,0.0629571019693
ACH-000471,-0.214768655368
ACH-000472,-0.179253439826
ACH-000473,-0.09773841724160001
ACH-000475,-0.28291962590999997
ACH-000476,-0.183905702507
ACH-000477,-0.29016108203200003
ACH-000480,-0.07708772563630001
ACH-000481,-0.183844728205
ACH-000483,-0.51761967813
ACH-000484,-0.10184797318700001
ACH-000485,-0.176184496001
ACH-000486,-0.29182888028799997
ACH-000487,-0.17999868569400002
ACH-000488,-0.174192514271
ACH-000490,-0.247765775641
ACH-000491,-0.398698709636
ACH-000495,-0.287478037685
ACH-000496,-0.298298499032
ACH-000499,-0.1774996711
ACH-000500,-0.042272730766199994
ACH-000502,-0.07115947521839999
ACH-000503,-0.183374234096
ACH-000505,-0.258191833106
ACH-000507,-0.186351404639
ACH-000510,-0.259160162166
ACH-000511,-0.23406746476799997
ACH-000512,-0.368864362873
ACH-000516,-0.100396008246
ACH-000517,-0.2845652851
ACH-000518,-0.25961146516600003
ACH-000520,-0.16711905925
ACH-000521,-0.18296205476799998
ACH-000522,-0.412287241606
ACH-000524,-0.335992278539
ACH-000527,-0.22378177583099998
ACH-000528,-0.21001946289700002
ACH-000537,-0.11280670784600001
ACH-000541,-0.115721469373
ACH-000542,-0.34013879627800003
ACH-000544,-0.133863965264
ACH-000545,-0.186472332854
ACH-000547,0.207729407307
ACH-000548,-0.14907822658
ACH-000549,-0.0176336493943
ACH-000550,-0.33754101046499996
ACH-000552,-0.192923115069
ACH-000556,-0.191683336675
ACH-000557,-0.209684969645
ACH-000570,-0.172090561497
ACH-000571,-0.34629934894299996
ACH-000573,-0.289779701261
ACH-000576,-0.175880076066
ACH-000580,-0.147201222322
ACH-000584,-0.0802147711458
ACH-000585,-0.252245950141
ACH-000588,-0.291202553463
ACH-000589,-0.183802134093
ACH-000591,-0.338128602056
ACH-000593,-0.33283045425700003
ACH-000600,-0.41507289679399995
ACH-000601,-0.0921758575465
ACH-000604,0.04578898287930001
ACH-000605,-0.338764136444
ACH-000606,-0.428243834436
ACH-000608,-0.124494949378
ACH-000614,-0.143964649127
ACH-000616,-0.15183387224
ACH-000618,-0.164881627144
ACH-000619,-0.0622848520534
ACH-000620,-0.251791410645
ACH-000621,-0.172104152355
ACH-000622,0.0950324109566
ACH-000623,-0.258332261343
ACH-000624,-0.229458196078
ACH-000627,-0.352422801136
ACH-000630,-0.41800459067400003
ACH-000632,-0.167061594043
ACH-000633,-0.256533196137
ACH-000637,-0.294101168786
ACH-000638,-0.231029739294
ACH-000646,-0.170363875962
ACH-000647,-0.168549920594
ACH-000648,-0.204211955804
ACH-000649,-0.17540917052299998
ACH-000651,-0.21635053103799998
ACH-000652,-0.401031352386
ACH-000653,-0.302561277091
ACH-000657,-0.23442072891600002
ACH-000658,-0.16214432458900002
ACH-000661,-0.0821932739584
ACH-000662,-0.409045633201
ACH-000663,-0.120722387406
ACH-000665,-0.251778648222
ACH-000671,-0.337977214297
ACH-000673,-0.264821114849
ACH-000676,-0.246768027526
ACH-000677,-0.272165786752
ACH-000681,-0.152670976443
ACH-000682,-0.295522190661
ACH-000683,-0.321122266266
ACH-000684,-0.515627157959
ACH-000688,-0.15372050307600002
ACH-000693,-0.286373954719
ACH-000694,-0.125084716297
ACH-000695,-0.329271510529
ACH-000696,-0.31290818590999997
ACH-000697,-0.401321537361
ACH-000699,-0.18285070708700002
ACH-000701,-0.22599274192
ACH-000706,-0.301583610491
ACH-000711,-0.28401644021600003
ACH-000713,-0.40132233213
ACH-000714,-0.459308500687
ACH-000718,-0.12323312686599999
ACH-000720,-0.276155910959
ACH-000721,-0.360190806838
ACH-000724,0.040187264527
ACH-000725,-0.096269683279
ACH-000732,-0.37573349907
ACH-000734,-0.274874392382
ACH-000735,-0.27375634954399997
ACH-000736,-0.129459553427
ACH-000738,-0.168221474755
ACH-000746,-0.568679007123
ACH-000747,-0.346040805234
ACH-000748,-0.21362982829399998
ACH-000753,-0.205699255118
ACH-000756,-0.23063226733199998
ACH-000757,-0.313230236985
ACH-000758,-0.20922235927900001
ACH-000760,-0.264954384841
ACH-000763,-0.167110966788
ACH-000764,-0.286499983404
ACH-000765,-0.17187433057999998
ACH-000766,-0.273918538609
ACH-000767,-0.05641382107469999
ACH-000768,-0.0621260528707
ACH-000769,-0.110847754682
ACH-000770,-0.20886061119899998
ACH-000771,-0.40953499803599996
ACH-000773,-0.0890254313007
ACH-000776,-0.21615773825800003
ACH-000777,-0.258616224359
ACH-000778,-0.132601843101
ACH-000781,-0.104516354969
ACH-000782,-0.18260974173300001
ACH-000783,-0.26257521289200003
ACH-000784,-0.34562076976899997
ACH-000785,-0.315344183255
ACH-000787,-0.387614055752
ACH-000788,-0.204892031807
ACH-000791,-0.19191383874600002
ACH-000792,-0.061646902013499996
ACH-000794,-0.264530997449
ACH-000796,-0.205892494715
ACH-000799,-0.314876659444
ACH-000800,-0.265610847005
ACH-000802,-0.27006676403499996
ACH-000804,-0.260823075883
ACH-000805,-0.108179464826
ACH-000809,-0.08275686188339999
ACH-000810,-0.911704651793
ACH-000811,-0.22565198753899998
ACH-000817,-0.246575570967
ACH-000819,-0.29958018639199996
ACH-000820,-0.212854186355
ACH-000821,-0.09433949409539999
ACH-000822,-0.0613049897536
ACH-000823,-0.252221477352
ACH-000824,-0.054610966627000004
ACH-000827,-0.0459165825524
ACH-000829,-0.12614054998500002
ACH-000831,-0.233268936374
ACH-000832,-0.236865823266
ACH-000833,-0.17773901047200003
ACH-000834,-0.292023740247
ACH-000835,-0.203204335643
ACH-000836,-0.296782367468
ACH-000837,-0.339783883437
ACH-000838,-0.201588679197
ACH-000839,-0.349245691422
ACH-000840,-0.203155118742
ACH-000841,-0.21059915505899998
ACH-000843,-0.24091777117600002
ACH-000846,-0.474710660405
ACH-000847,-0.334479376919
ACH-000848,-0.239517442757
ACH-000849,-0.232218629444
ACH-000851,-0.23496061443000005
ACH-000855,-0.145725626359
ACH-000856,-0.133239495969
ACH-000858,-0.254922098083
ACH-000859,0.0206307320967
ACH-000861,-0.372861609153
ACH-000862,0.0218132966989
ACH-000865,-0.21808998560400003
ACH-000866,-0.31240229859499996
ACH-000867,-0.287515942039
ACH-000869,-0.170239619109
ACH-000872,-0.33723226571000003
ACH-000873,-0.154433978518
ACH-000876,-0.0551327119592
ACH-000878,-0.167641470449
ACH-000880,-0.087096557016
ACH-000881,-0.22456584167500002
ACH-000882,-0.276196774644
ACH-000884,-0.295994911666
ACH-000885,-0.245030517856
ACH-000887,-0.34081499880800004
ACH-000888,-0.362217481045
ACH-000889,-0.06475184930490001
ACH-000890,-0.325827043936
ACH-000896,-0.390273936717
ACH-000898,-0.123321770059
ACH-000900,-0.250966465257
ACH-000901,-0.15068872261
ACH-000905,-0.19102681640299998
ACH-000906,-0.254321921658
ACH-000907,-0.249005938494
ACH-000910,-0.0815535031043
ACH-000911,-0.264545104061
ACH-000912,-0.164884573753
ACH-000913,-0.0455995674414
ACH-000915,-0.18078987590599999
ACH-000916,-0.0495071507328
ACH-000917,-0.118043567402
ACH-000921,-0.223153700936
ACH-000924,-0.23008876502599998
ACH-000926,-0.106492228839
ACH-000928,-0.21409807401099998
ACH-000929,-0.308910142909
ACH-000932,-0.286362208257
ACH-000935,-0.0885747482123
ACH-000936,-0.40844624798100004
ACH-000937,-0.322544360407
ACH-000938,-0.334173270732
ACH-000939,-0.24308482306899998
ACH-000941,-0.174528905207
ACH-000943,-0.273735233542
ACH-000946,-0.261669126573
ACH-000947,-0.161720916585
ACH-000948,-0.14169956813200002
ACH-000950,-0.357825187349
ACH-000953,-0.346861367282
ACH-000957,-0.167668960541
ACH-000958,-0.186643213664
ACH-000960,-0.371633915894
ACH-000963,-0.108789563302
ACH-000968,-0.15411769828
ACH-000969,-0.326213543354
ACH-000973,-0.19526662383
ACH-000974,-0.170610838697
ACH-000975,-0.35729700051299995
ACH-000976,-0.389372423117
ACH-000978,0.0959561162159
ACH-000980,-0.265585483766
ACH-000984,-0.130205534705
ACH-000986,-0.415831843062
ACH-000988,-0.5166152703760001
ACH-000993,-0.395542909246
ACH-000994,-0.061898127610800005
ACH-000996,-0.208006964646
ACH-001001,-0.36229799229599996
ACH-001020,-0.360453511674
ACH-001028,-0.204111641776
ACH-001031,-0.0745360609891
ACH-001038,-0.2262352236
ACH-001048,-0.118732637279
ACH-001050,-0.35651230125600003
ACH-001053,-0.641717027152
ACH-001054,-0.236262298923
ACH-001061,-0.183775429004
ACH-001067,-0.35103590116800004
ACH-001075,0.0587312077589
ACH-001096,-0.08678493900709999
ACH-001128,0.0575840304636
ACH-001134,-0.297519309825
ACH-001151,-0.161236378845
ACH-001163,-0.102370609175
ACH-001164,-0.0759368622257
ACH-001173,-0.140864971065
ACH-001183,-0.272571406854
ACH-001184,-0.194203186301
ACH-001190,-0.204830711263
ACH-001192,-0.266548257841
ACH-001193,-0.655174039729
ACH-001196,-0.283137570334
ACH-001197,-0.41287861951300003
ACH-001205,-0.0682901095065
ACH-001211,-0.32749170586599996
ACH-001212,-0.248314882714
ACH-001228,-0.357102062715
ACH-001232,-0.320111194016
ACH-001239,-0.478503603798
ACH-001274,-0.118810860519
ACH-001275,-0.232841599619
ACH-001277,-0.167126291196
ACH-001278,-0.303641795657
ACH-001280,-0.348262337997
ACH-001283,-0.25730294765
ACH-001289,-0.18240615947500002
ACH-001295,-0.24864391727
ACH-001300,-0.167190639264
ACH-001301,-0.18155640022300001
ACH-001302,-0.274617733885
ACH-001303,-0.32920800200100003
ACH-001306,-0.395727512274
ACH-001318,-0.174092116814
ACH-001322,-0.454107537035
ACH-001328,-0.210754720317
ACH-001332,-0.13604833624
ACH-001333,-0.16256672750999998
ACH-001336,-0.215777531828
ACH-001340,-0.258816578773
ACH-001346,-0.258908524649
ACH-001353,-0.096718002185
ACH-001354,-0.546884748592
ACH-001367,-0.438258503954
ACH-001368,-0.368323258934
ACH-001374,-0.236155024979
ACH-001375,-0.126248714537
ACH-001377,-0.127033069927
ACH-001380,-0.331386432222
ACH-001391,-0.379850944014
ACH-001407,-0.12468393896199999
ACH-001408,-0.355764864969
ACH-001413,-0.0631389644759
ACH-001430,-0.620798585381
ACH-001431,-0.353563401709
ACH-001450,-0.446692486099
ACH-001496,-0.27927834153700004
ACH-001500,-0.26649699206599997
ACH-001521,-0.0806421748877
ACH-001523,-0.21240763614100003
ACH-001532,-0.253228512225
ACH-001536,-0.256029055146
ACH-001550,-0.030418461031999997
ACH-001552,-0.516272259441
ACH-001554,-0.26263927761399997
ACH-001645,-0.030917458096599997
ACH-001654,-0.12223359219499999
ACH-001715,-0.22039342789900002
ACH-001735,-0.154364443804
ACH-001736,-0.138151148449
ACH-001737,-0.0534349071397
ACH-001740,-0.0813077276806
ACH-001745,-0.113779408375
ACH-001750,-0.259961813211
ACH-001765,-0.12964274982899998
ACH-001956,-0.206098908893
ACH-001957,-0.21274919317899998
