,POLR3K (51728)
ACH-000480,-1.9569002978499999
ACH-000481,-1.54142312393
ACH-000483,-2.37475150523
ACH-000484,-1.7753772048099998
ACH-000485,-1.6405205618799998
ACH-000486,-1.73677292336
ACH-000487,-1.81856765499
ACH-000488,-1.57140220713
ACH-000490,-1.34780227132
ACH-000491,-1.33385382939
ACH-000495,-1.38356022309
ACH-000496,-1.71813734877
ACH-000499,-1.56173815933
ACH-000500,-1.08835637497
ACH-000502,-1.42193496334
ACH-000503,-1.44491632455
ACH-000505,-1.75259241211
ACH-000507,-1.55087426928
ACH-000510,-1.6166177288699999
ACH-000511,-1.50185489866
ACH-000512,-1.10232456661
ACH-000516,-1.7219144927599999
ACH-000517,-1.66355502354
ACH-000518,-1.4303346408000002
ACH-000520,-1.5446930932
ACH-000521,-1.2823182288600001
ACH-000522,-1.5662394574
ACH-000524,-1.5397457187299999
ACH-000527,-1.62617218156
ACH-000528,-1.7340504345299999
ACH-000537,-1.7183542516299999
ACH-000541,-1.2822895111
ACH-000542,-1.4992918232700003
ACH-000544,-1.47061562612
ACH-000545,-1.4412445816100001
ACH-000547,-1.39648846868
ACH-000548,-1.43558377949
ACH-000549,-1.36619580805
ACH-000550,-1.7654867148099997
ACH-000552,-1.5757316774399999
ACH-000556,-1.5232018582100002
ACH-000557,-1.6651646205200001
ACH-000570,-1.3099963719399998
ACH-000571,-1.8669584752500001
ACH-000573,-1.7347737963299998
ACH-000576,-1.74645777994
ACH-000580,-1.66770236188
ACH-000584,-1.9033891876499998
ACH-000585,-1.8528773203599997
ACH-000588,-1.58717132615
ACH-000589,-1.41313613118
ACH-000591,-1.78905163605
ACH-000593,-1.58031945289
ACH-000600,-1.7727420220900003
ACH-000601,-1.68500092329
ACH-000604,-1.6761558693599998
ACH-000605,-1.75268892872
ACH-000606,-1.4350781636899999
ACH-000608,-1.15590841381
ACH-000614,-1.18069631085
ACH-000616,-1.8333722626599998
ACH-000618,-1.7494830145400002
ACH-000619,-1.41746294846
ACH-000620,-1.34783848768
ACH-000621,-1.5896986014899999
ACH-000622,-1.7054334389899999
ACH-000623,-1.63293833835
ACH-000624,-1.63522271273
ACH-000627,-1.37802719149
ACH-000630,-1.37039911042
ACH-000632,-1.68938494724
ACH-000633,-1.5834514260299999
ACH-000637,-1.9381683142299997
ACH-000638,-1.56903990249
ACH-000646,-1.23360397237
ACH-000647,-1.61237055817
ACH-000648,-1.52911980514
ACH-000649,-1.59315990275
ACH-000651,-1.6863516380599999
ACH-000652,-1.59241234455
ACH-000653,-1.6848767142299999
ACH-000657,-1.6151190434
ACH-000658,-1.60281885273
ACH-000661,-1.6751967994799999
ACH-000662,-1.9170542875299998
ACH-000663,-1.7483573332799998
ACH-000665,-1.63414367885
ACH-000671,-1.8939764114700002
ACH-000673,-1.52876334787
ACH-000676,-1.43586263903
ACH-000677,-1.00200855206
ACH-000681,-1.8149854895400002
ACH-000682,-1.48854967465
ACH-000683,-1.91461285097
ACH-000684,-1.6344675105000002
ACH-000688,-1.51382629891
ACH-000693,-1.6231796226
ACH-000694,-1.41426483982
ACH-000695,-1.9816099898700001
ACH-000696,-1.32986769912
ACH-000697,-1.31279358945
ACH-000699,-1.67763047071
ACH-000701,-1.6514000404799998
ACH-000706,-1.49559221325
ACH-000711,-1.58813574587
ACH-000713,-1.55207553473
ACH-000714,-1.6069950858200002
ACH-000718,-1.5450042120200003
ACH-000720,-1.5629576883200003
ACH-000721,-1.5190690070200001
ACH-000724,-1.5423307946899998
ACH-000725,-1.31327571624
ACH-000732,-1.34588432051
ACH-000734,-1.53404743039
ACH-000735,-1.4709891057299997
ACH-000736,-1.6697259656
ACH-000738,-1.61717645167
ACH-000746,-1.4769074864899998
ACH-000747,-1.49573259845
ACH-000748,-1.3909089501299998
ACH-000753,-1.7951147067200002
ACH-000756,-1.66089005655
ACH-000757,-1.84393586757
ACH-000758,-1.5775646131299998
ACH-000760,-1.4620638776700001
ACH-000763,-1.4165339854199999
ACH-000764,-1.5040569682700002
ACH-000765,-1.70448186209
ACH-000766,-1.6560419676700002
ACH-000767,-1.36528526926
ACH-000768,-1.52268365477
ACH-000769,-1.5828622186599999
ACH-000770,-1.60443460965
ACH-000771,-1.46147990738
ACH-000773,-1.49062496389
ACH-000776,-1.6447843318700002
ACH-000777,-1.67701203847
ACH-000778,-1.8293805860599999
ACH-000781,-1.82731243913
ACH-000782,-1.54137955654
ACH-000783,-1.6477276412200001
ACH-000784,-1.55592863486
ACH-000785,-1.50570177372
ACH-000787,-1.58643715113
ACH-000788,-1.5187615489300001
ACH-000791,-1.5942923618399998
ACH-000792,-1.6428504268900002
ACH-000794,-1.5329171586700001
ACH-000796,-1.62555320655
ACH-000799,-1.4311799153
ACH-000800,-2.60502787038
ACH-000802,-1.48334345771
ACH-000804,-1.8251118626099998
ACH-000805,-1.4559354281799999
ACH-000809,-1.70290556275
ACH-000810,-1.4846495388699998
ACH-000811,-1.57954985046
ACH-000817,-1.3516168723100002
ACH-000819,-1.6681036786899999
ACH-000820,-2.12621843914
ACH-000821,-1.6633911826499999
ACH-000822,-1.66551924289
ACH-000823,-1.41764696625
ACH-000824,-1.75909825778
ACH-000827,-1.45578173672
ACH-000829,-1.8564762007
ACH-000831,-1.62321902343
ACH-000832,-1.54781381497
ACH-000833,-1.7840793435299998
ACH-000834,-1.38438344884
ACH-000835,-1.6185270479700002
ACH-000836,-1.19006156243
ACH-000837,-1.7242368730900002
ACH-000838,-1.54021453527
ACH-000839,-1.33757609374
ACH-000840,-1.49141712683
ACH-000841,-1.40572609694
ACH-000843,-1.67886503127
ACH-000846,-1.5671671163
ACH-000847,-1.51857071771
ACH-000848,-1.50777948928
ACH-000849,-1.46254413662
ACH-000851,-1.4514743812600002
ACH-000855,-1.4595100477899998
ACH-000856,-1.7761676345099997
ACH-000858,-1.4505717215
ACH-000859,-1.5873589451199999
ACH-000861,-2.08626128764
ACH-000862,-1.70473702028
ACH-000865,-1.6171378684
ACH-000866,-1.6062563487600001
ACH-000867,-1.7627979549400001
ACH-000869,-0.898856358545
ACH-000872,-1.80779491664
ACH-000873,-1.47522004924
ACH-000876,-1.07602323106
ACH-000878,-1.7175146386700002
ACH-000880,-1.5507562438799998
ACH-000881,-1.7325564846500001
ACH-000882,-1.47768825243
ACH-000884,-1.5487406312
ACH-000885,-1.55946388022
ACH-000887,-1.4155079818
ACH-000888,-1.6923692953100002
ACH-000889,-1.74735661959
ACH-000890,-1.80955345637
ACH-000896,-1.7473364184400002
ACH-000898,-1.4270379460799998
ACH-000900,-1.5876353640799998
ACH-000901,-1.8513680079799997
ACH-000905,-1.7394386095599996
ACH-000906,-1.6901038412600002
ACH-000907,-1.7848024012200001
ACH-000910,-1.68114912058
ACH-000911,-1.5975376864200002
ACH-000912,-1.48451563007
ACH-000913,-1.62940311132
ACH-000915,-1.48390374542
ACH-000916,-1.48658767268
ACH-000917,-1.51689707195
ACH-000921,-1.20211898969
ACH-000924,-1.4684611758300001
ACH-000926,-1.54797179773
ACH-000928,-1.63035399084
ACH-000929,-1.8610002979299998
ACH-000932,-1.74748067555
ACH-000935,-1.64640883005
ACH-000936,-1.6535647119799999
ACH-000937,-1.7844698258099998
ACH-000938,-1.7836607684499999
ACH-000939,-1.6140057029799997
ACH-000941,-1.6705451510799998
ACH-000943,-1.68170615442
ACH-000946,-1.44302874787
ACH-000947,-1.63984556529
ACH-000948,-1.74990480212
ACH-000950,-1.84699252487
ACH-000953,-1.7461268864
ACH-000957,-1.4250329449099999
ACH-000958,-2.04426003933
ACH-000960,-1.9712552851400003
ACH-000963,-0.774526891668
ACH-000968,-1.63410918472
ACH-000969,-1.2921794390999999
ACH-000973,-1.62333895644
ACH-000974,-1.47442317269
ACH-000975,-1.69007762484
ACH-000976,-1.7867258473900003
ACH-000978,-1.60526522539
ACH-000980,-1.61103734819
ACH-000984,-1.7877079729599998
ACH-000986,-1.4590515726
ACH-000988,-1.9863115192700003
ACH-000993,-1.49697506739
ACH-000994,-1.75334301978
ACH-000996,-1.7941516758000002
ACH-001001,-1.49320632462
ACH-001020,-1.76905083499
ACH-001028,-1.62009358222
ACH-001031,-1.66358643098
ACH-001038,-1.70467034305
ACH-001048,-1.54913139118
ACH-001050,-1.4736674815600002
ACH-001053,-1.63248172559
ACH-001054,-1.69226946619
ACH-001061,-1.71523053322
ACH-001067,-1.6501707171000002
ACH-001075,-1.6452682165299999
ACH-001096,-1.72369990257
ACH-001128,-0.78293736096
ACH-001134,-1.70055626035
ACH-001151,-1.59500850847
ACH-001163,-1.55824560972
ACH-001164,-1.51004601879
ACH-001173,-1.5721756228000001
ACH-001183,-1.4592955532700003
ACH-001184,-1.7136482977599998
ACH-001190,-1.46895170505
ACH-001192,-1.977275229
ACH-001193,-1.9414691340599999
ACH-001196,-2.1109634599200002
ACH-001197,-1.4976267171000002
ACH-001205,-1.5625960302000002
ACH-001211,-1.6368664220299998
ACH-001212,-2.0411404123400003
ACH-001228,-2.5767871776
ACH-001232,-1.7664417629700002
ACH-001239,-1.66701874863
ACH-001274,-1.3653750124500001
ACH-001275,-1.3323588959100001
ACH-001277,-1.6811874982600001
ACH-001278,-1.70263807446
ACH-001280,-2.30800699876
ACH-001283,-2.07998935789
ACH-001289,-1.83493929182
ACH-001295,-1.6201176370700001
ACH-001300,-1.6492159290000001
ACH-001301,-1.27057700623
ACH-001302,-1.6016636946599998
ACH-001303,-1.86393975213
ACH-001306,-1.6185894906600002
ACH-001318,-1.44467976976
ACH-001322,-1.3414187419799999
ACH-001328,-1.62088045
ACH-001332,-1.29998270672
ACH-001333,-1.59338660688
ACH-001336,-1.4137491646899998
ACH-001340,-1.5651282022100002
ACH-001346,-1.4317831694
ACH-001353,-1.63528845326
ACH-001354,-1.4027316490000001
ACH-001367,-1.44064894407
ACH-001368,-1.8127865152400002
ACH-001374,-1.5826953468
ACH-001375,-1.511121884
ACH-001377,-1.8437735566599998
ACH-001380,-1.34017471407
ACH-001391,-1.49506082771
ACH-001407,-1.80975715849
ACH-001408,-1.42827866503
ACH-001413,-1.4379359457299998
ACH-001430,-1.44980907866
ACH-001431,-1.86106895458
ACH-001450,-1.58186409607
ACH-001496,-1.4401061003
ACH-001500,-1.29753804358
ACH-001521,-1.77444870112
ACH-001523,-1.7394151070200001
ACH-001532,-1.3843348062
ACH-001536,-1.56039233079
ACH-001550,-1.1100918158700002
ACH-001552,-0.938541796995
ACH-001554,-1.7203517950799998
ACH-001645,-1.5226125939500001
ACH-001654,-1.5589858312600002
ACH-001715,-1.6779826755399998
ACH-001735,-1.68374593102
ACH-001736,-1.86883724056
ACH-001737,-2.49783151555
ACH-001740,-1.5747853677
ACH-001745,-1.55154118449
ACH-001750,-1.67395161915
ACH-001765,-1.6876565549200002
ACH-001956,-1.81711737888
ACH-001957,-1.89079375317
