,DARS (1615)
ACH-000421,-1.01352945246
ACH-000424,-1.59977392318
ACH-000425,-1.18926162432
ACH-000426,-1.1670745453799998
ACH-000427,-1.2779553349600001
ACH-000433,-0.8489612885519999
ACH-000436,-1.10708641751
ACH-000444,-1.2907557007600001
ACH-000445,-1.13846361317
ACH-000448,-1.17649517722
ACH-000450,-0.943369950773
ACH-000452,-1.32680063732
ACH-000454,-1.25765377951
ACH-000458,-1.1191644185299998
ACH-000459,-0.533736992497
ACH-000460,-1.0128662902299999
ACH-000461,-0.706394991407
ACH-000463,-1.14063067031
ACH-000464,-0.898477104075
ACH-000466,-1.0625153046100002
ACH-000467,-0.995757395308
ACH-000468,-1.07736598153
ACH-000469,-1.08416342944
ACH-000470,-1.14785090904
ACH-000471,-1.1249540418600001
ACH-000472,-1.47367445079
ACH-000473,-1.21955601293
ACH-000475,-1.1676393848
ACH-000476,-1.04900876847
ACH-000477,-1.0729894417899999
ACH-000480,-0.952633024467
ACH-000481,-1.87831668146
ACH-000483,-0.968882832432
ACH-000484,-1.70062104424
ACH-000485,-1.28711672285
ACH-000486,-1.52112932282
ACH-000487,-1.34106288401
ACH-000488,-1.1908278667899999
ACH-000490,-0.985740256377
ACH-000491,-0.9438014146070001
ACH-000495,-1.11920338954
ACH-000496,-1.21071886903
ACH-000499,-0.8773976585200002
ACH-000500,-1.40181976011
ACH-000502,-1.0111793516299998
ACH-000503,-0.923402191049
ACH-000505,-1.12914055565
ACH-000507,-1.19085447433
ACH-000510,-1.17743764233
ACH-000511,-1.05323438917
ACH-000512,-1.24425128407
ACH-000516,-0.9988073162200001
ACH-000517,-1.05374333875
ACH-000518,-1.2709666873299998
ACH-000520,-1.0693986062899998
ACH-000521,-1.23296886184
ACH-000522,-1.2973081661499999
ACH-000524,-1.06588070426
ACH-000527,-1.05881298612
ACH-000528,-1.23875854702
ACH-000537,-0.9942458314020001
ACH-000541,-1.45041849875
ACH-000542,-1.3504575556600003
ACH-000544,-1.0669141909
ACH-000545,-1.09471970218
ACH-000547,-0.905038551938
ACH-000548,-1.11567337378
ACH-000549,-1.01144674802
ACH-000550,-1.05383491765
ACH-000552,-1.3084818430299998
ACH-000556,-1.18215820559
ACH-000557,-1.1327688025700002
ACH-000570,-1.1986343211700001
ACH-000571,-1.68961801886
ACH-000573,-1.2520576996100001
ACH-000576,-1.1226452811499998
ACH-000580,-1.7345566671400001
ACH-000584,-1.07312113475
ACH-000585,-1.13037821181
ACH-000588,-0.884029897025
ACH-000589,-1.2045338241399999
ACH-000591,-1.0294107012
ACH-000593,-1.16791421364
ACH-000600,-1.29574333974
ACH-000601,-0.987099043749
ACH-000604,-1.08462157092
ACH-000605,-1.6423111816299998
ACH-000606,-1.25209144646
ACH-000608,-1.0945511491700002
ACH-000614,-1.38703227748
ACH-000616,-1.09252455248
ACH-000618,-0.896751313304
ACH-000619,-1.07214736743
ACH-000620,-1.2774039805600002
ACH-000621,-1.16263681797
ACH-000622,-1.31545989032
ACH-000623,-1.2107650615899999
ACH-000624,-1.16687162356
ACH-000627,-1.2859525546200001
ACH-000630,-0.971277315976
ACH-000632,-1.1108174494
ACH-000633,-1.2265699798899998
ACH-000637,-1.32733714763
ACH-000638,-1.09401478854
ACH-000646,-0.76671967486
ACH-000647,-1.23720407561
ACH-000648,-1.68737089538
ACH-000649,-1.20765310424
ACH-000651,-1.23883694159
ACH-000652,-0.9619130178919999
ACH-000653,-1.2631505251200001
ACH-000657,-1.3492685241100002
ACH-000658,-1.1412970491299999
ACH-000661,-1.6842629011599999
ACH-000662,-1.08930863771
ACH-000663,-0.937322161845
ACH-000665,-0.987697670914
ACH-000671,-1.0860901943
ACH-000673,-1.19474384948
ACH-000676,-0.870298953829
ACH-000677,-1.14942426872
ACH-000681,-0.9342571166920001
ACH-000682,-0.9454387739740001
ACH-000683,-1.53418568494
ACH-000684,-0.869431605535
ACH-000688,-0.9788338963590001
ACH-000693,-1.3661405386899999
ACH-000694,-1.03031162088
ACH-000695,-1.31286960311
ACH-000696,-1.23547069765
ACH-000697,-1.04555004352
ACH-000699,-1.3753718986599999
ACH-000701,-1.06111393824
ACH-000706,-1.10891149246
ACH-000711,-1.1756409436700002
ACH-000713,-0.794059642221
ACH-000714,-1.3062522559
ACH-000718,-1.3731042356799998
ACH-000720,-1.1483798253200002
ACH-000721,-1.6473553075299998
ACH-000724,-0.9701178463660001
ACH-000725,-1.81317508528
ACH-000732,-1.1961731297700002
ACH-000734,-1.27909061625
ACH-000735,-1.00067009766
ACH-000736,-1.14883817661
ACH-000738,-1.1244356506
ACH-000746,-1.4585587408899998
ACH-000747,-0.967858808372
ACH-000748,-1.12348697033
ACH-000753,-0.943770284902
ACH-000756,-1.12045968411
ACH-000757,-1.1335349794399998
ACH-000758,-0.98317841722
ACH-000760,-1.15802195154
ACH-000763,-1.3104465819700002
ACH-000764,-1.3402460036900001
ACH-000765,-1.06625592514
ACH-000766,-1.1921422261299999
ACH-000767,-1.2658621126
ACH-000768,-1.08011033661
ACH-000769,-1.00660476301
ACH-000770,-1.1790875140000001
ACH-000771,-0.970543067723
ACH-000773,-1.1906697363299998
ACH-000776,-1.2614342304200001
ACH-000777,-1.0107156249
ACH-000778,-1.3797197778499999
ACH-000781,-1.05521648574
ACH-000782,-1.0088984689
ACH-000783,-1.00743867048
ACH-000784,-1.4444559080000001
ACH-000785,-1.17879555824
ACH-000787,-1.0275444495100001
ACH-000788,-1.19972408559
ACH-000791,-1.23619832935
ACH-000792,-1.02242734971
ACH-000794,-1.07219565227
ACH-000796,-1.34058706775
ACH-000799,-1.08879017503
ACH-000800,-1.57703994809
ACH-000802,-1.11428862198
ACH-000804,-1.09494725407
ACH-000805,-1.2146115507100002
ACH-000809,-1.2804521375799998
ACH-000810,-1.1016688995200001
ACH-000811,-1.16577227135
ACH-000817,-1.22916727612
ACH-000819,-1.10105656233
ACH-000820,-1.53221984176
ACH-000821,-1.23002263516
ACH-000822,-1.60019839192
ACH-000823,-1.1401254869600002
ACH-000824,-1.3511645703
ACH-000827,-1.1372673844399999
ACH-000829,-1.24644312715
ACH-000831,-0.9116202758499999
ACH-000832,-1.23477269841
ACH-000833,-1.08582458273
ACH-000834,-1.19082175184
ACH-000835,-0.990953713504
ACH-000836,-1.2556796341
ACH-000837,-1.1738148241
ACH-000838,-1.1664947596600002
ACH-000839,-0.862447956887
ACH-000840,-1.04214655891
ACH-000841,-1.12147282151
ACH-000843,-1.02309067147
ACH-000846,-0.9896773158419999
ACH-000847,-1.23661710924
ACH-000848,-1.00309403422
ACH-000849,-0.978220364399
ACH-000851,-1.12292226332
ACH-000855,-1.1758884726
ACH-000856,-1.01556516733
ACH-000858,-1.06788805544
ACH-000859,-1.1671115155
ACH-000861,-1.0693195464899998
ACH-000862,-1.0423933388200002
ACH-000865,-1.18268731287
ACH-000866,-1.33380069629
ACH-000867,-1.01666197286
ACH-000869,-1.2232816665100001
ACH-000872,-1.2933944861700002
ACH-000873,-0.8875304624349999
ACH-000876,-1.7385598475400001
ACH-000878,-1.03556206374
ACH-000880,-0.9383310593970001
ACH-000881,-1.4477658952599999
ACH-000882,-1.16509087064
ACH-000884,-0.9147701511049999
ACH-000885,-1.05185168367
ACH-000887,-1.08602802944
ACH-000888,-1.54200662176
ACH-000889,-1.25713975095
ACH-000890,-1.3158149996200001
ACH-000896,-1.4798416558
ACH-000898,-1.29851743831
ACH-000900,-0.9105962924299998
ACH-000901,-1.1909283506200001
ACH-000905,-1.15149075723
ACH-000906,-1.3913120627700002
ACH-000907,-1.1299694443500001
ACH-000910,-1.1490904640000001
ACH-000911,-0.908391090686
ACH-000912,-0.9493234244750001
ACH-000913,-1.04448911004
ACH-000915,-1.30349892827
ACH-000916,-0.962335911856
ACH-000917,-1.09017666394
ACH-000921,-1.1141064462399999
ACH-000924,-1.15367709559
ACH-000926,-1.6365894212399998
ACH-000928,-0.8349647204530001
ACH-000929,-1.33398561219
ACH-000932,-1.15562181074
ACH-000935,-0.8762365586640001
ACH-000936,-1.0666305143600001
ACH-000937,-1.0739705553399999
ACH-000938,-1.0928695724600002
ACH-000939,-1.2649286989
ACH-000941,-1.37696672416
ACH-000943,-1.25667476205
ACH-000946,-1.2279199217399999
ACH-000947,-1.1436950225
ACH-000948,-1.06638830625
ACH-000950,-1.140654876
ACH-000953,-1.26459714018
ACH-000957,-1.27653228619
ACH-000958,-1.04645514299
ACH-000960,-1.0529864770100001
ACH-000963,-1.16524295911
ACH-000968,-1.16467820279
ACH-000969,-1.25305998255
ACH-000973,-1.1678365166299998
ACH-000974,-1.14929568766
ACH-000975,-1.11201461113
ACH-000976,-1.10828791072
ACH-000978,-0.7678763266040001
ACH-000980,-1.33508239789
ACH-000984,-1.2220124324700001
ACH-000986,-1.10717517849
ACH-000988,-0.99014626035
ACH-000993,-0.962098287054
ACH-000994,-1.0904079755399998
ACH-000996,-1.05816696393
ACH-001001,-1.44481416441
ACH-001020,-1.03157742235
ACH-001028,-1.46203418817
ACH-001031,-1.00292364609
ACH-001038,-1.48777495194
ACH-001048,-1.15346533697
ACH-001050,-1.0573661477
ACH-001053,-0.8054374033670001
ACH-001054,-1.1104342089299999
ACH-001061,-1.20347479193
ACH-001067,-1.21315914169
ACH-001075,-1.20911891121
ACH-001096,-1.0808666628299999
ACH-001128,-1.3259732768799999
ACH-001134,-1.00523488925
ACH-001151,-1.07979198222
ACH-001163,-1.28610930396
ACH-001164,-1.19623116918
ACH-001173,-1.1650602217200001
ACH-001183,-1.56649880244
ACH-001184,-0.801782238985
ACH-001190,-1.37968974689
ACH-001192,-1.19474137443
ACH-001193,-1.30049254646
ACH-001196,-0.8298167218729999
ACH-001197,-0.7559032383130001
ACH-001205,-1.51940754599
ACH-001211,-1.0041014395999999
ACH-001212,-0.837909861167
ACH-001228,-0.9561586272750001
ACH-001232,-1.1426803428399999
ACH-001239,-1.05365310986
ACH-001274,-1.2569259191
ACH-001275,-1.0930116836700001
ACH-001277,-1.3499289036000002
ACH-001278,-0.972442097896
ACH-001280,-1.35640883128
ACH-001283,-1.24109712248
ACH-001289,-1.0506152187200002
ACH-001295,-1.36827879782
ACH-001300,-1.0545380297799998
ACH-001301,-0.941140003129
ACH-001302,-1.2336262444600001
ACH-001303,-1.08991949285
ACH-001306,-1.2757877335299999
ACH-001318,-1.11075355793
ACH-001322,-0.952017059795
ACH-001328,-1.14084195782
ACH-001332,-1.3436754005000002
ACH-001333,-1.24126479862
ACH-001336,-1.0597418831999998
ACH-001340,-0.961752999261
ACH-001346,-0.7389576302069999
ACH-001353,-0.92269333198
ACH-001354,-1.29416229099
ACH-001367,-1.25330750635
ACH-001368,-1.41217806757
ACH-001374,-1.0839341945799998
ACH-001375,-1.05115490481
ACH-001377,-1.42820322446
ACH-001380,-1.3558874847
ACH-001391,-1.27094494471
ACH-001407,-1.11001908487
ACH-001408,-0.876982379944
ACH-001413,-1.24922970573
ACH-001430,-1.10154661551
ACH-001431,-1.14973126388
ACH-001450,-1.04777803462
ACH-001496,-0.9221956397069999
ACH-001500,-1.37290024089
ACH-001521,-0.9723926661299999
ACH-001523,-0.996747274217
ACH-001532,-1.2583339383499998
ACH-001536,-1.24044260081
ACH-001550,-1.48306863549
ACH-001552,-0.961213245579
ACH-001554,-1.08625288341
ACH-001645,-1.8260024474400003
ACH-001654,-1.07923368207
ACH-001715,-1.16787969636
ACH-001735,-1.19041753963
ACH-001736,-0.9253221542910001
ACH-001737,-1.31527265154
ACH-001740,-0.9189398673970001
ACH-001745,-0.970943412393
ACH-001750,-1.04878436683
ACH-001765,-0.838137724226
ACH-001956,-1.0250520937
ACH-001957,-0.952760666847
