,CKS1B (1163)
ACH-000356,-0.346128789312
ACH-000361,-0.400801937143
ACH-000362,-0.210008375663
ACH-000363,-0.599197605848
ACH-000364,-0.363998111569
ACH-000365,0.06524724000070001
ACH-000366,-0.614563721903
ACH-000368,-0.292438677305
ACH-000374,-0.00543682820222
ACH-000375,-0.314948139366
ACH-000376,-0.41629438655999995
ACH-000381,-0.287593916909
ACH-000383,-0.07795340600989999
ACH-000387,-0.579117491116
ACH-000389,-0.287595325652
ACH-000390,-0.427773780027
ACH-000393,0.10443697011
ACH-000395,-0.117710946803
ACH-000397,-0.234871596726
ACH-000401,-0.410050633926
ACH-000402,-0.285087720656
ACH-000403,-0.26610293679900004
ACH-000404,-0.535880357845
ACH-000406,-0.285357197344
ACH-000407,-0.403247190066
ACH-000408,-0.27980407210700003
ACH-000410,-0.282420346714
ACH-000411,-0.346487073646
ACH-000414,-0.201764664936
ACH-000415,-0.026348482114
ACH-000416,-0.432634608455
ACH-000420,0.0468726929318
ACH-000421,-0.210338581144
ACH-000424,-0.589343122372
ACH-000425,-0.459806639097
ACH-000426,-0.078661021562
ACH-000427,-0.228325939584
ACH-000433,-0.328943359005
ACH-000436,-0.17186566752500002
ACH-000444,0.0322491968978
ACH-000445,-0.17718678689300002
ACH-000448,-0.005334129897939999
ACH-000450,-0.174978191813
ACH-000452,-0.115237470868
ACH-000454,-0.275307305549
ACH-000458,-0.160559070954
ACH-000459,0.000508920112512
ACH-000460,-0.562655266545
ACH-000461,0.00347813114182
ACH-000463,-0.359629364565
ACH-000464,-0.270643881802
ACH-000466,-0.0347667744155
ACH-000467,-0.51100551253
ACH-000468,-0.219797879832
ACH-000469,-0.12189755269500001
ACH-000470,0.160148339719
ACH-000471,0.0575360473926
ACH-000472,-0.178102667052
ACH-000473,-0.235243409306
ACH-000475,-0.384583438363
ACH-000476,0.0813235034248
ACH-000477,-0.41271091240099994
ACH-000480,-0.328564942495
ACH-000481,-0.46354533460299996
ACH-000483,-0.572008530202
ACH-000484,-0.30439254375
ACH-000485,-0.353080176758
ACH-000486,-0.318840556677
ACH-000487,0.09729162317410002
ACH-000488,-0.290083475209
ACH-000490,-0.8222245694779999
ACH-000491,0.0338523736089
ACH-000495,-0.6603018948730001
ACH-000496,-0.303195764923
ACH-000499,-0.282779978746
ACH-000500,-0.447848695141
ACH-000502,0.0282150401532
ACH-000503,-0.485367316366
ACH-000505,-0.259337713999
ACH-000507,-0.0648389200178
ACH-000510,-0.495078136901
ACH-000511,-0.205146776385
ACH-000512,0.095599935338
ACH-000516,-1.07961408264
ACH-000517,-0.221947620181
ACH-000518,-0.19686187651599998
ACH-000520,-0.235937340891
ACH-000521,-0.34202043257200004
ACH-000522,-0.784732284033
ACH-000524,-0.597764427319
ACH-000527,-0.5318273798390001
ACH-000528,-0.10401490828
ACH-000537,0.00868266138813
ACH-000541,-0.44570750811300003
ACH-000542,-0.11141824530300001
ACH-000544,-0.5769705315479999
ACH-000545,-0.152188276389
ACH-000547,-0.169230319184
ACH-000548,-0.449479444779
ACH-000549,-0.486147132481
ACH-000550,-0.311962894117
ACH-000552,-0.157938543964
ACH-000556,-1.04268066939
ACH-000557,-0.12703309009400002
ACH-000570,-0.416103750233
ACH-000571,-0.158854067716
ACH-000573,-0.467074961869
ACH-000576,-0.24680765408000002
ACH-000580,-0.315186488905
ACH-000584,-0.284150326782
ACH-000585,-0.325813579387
ACH-000588,-0.28232341094700003
ACH-000589,-0.148944217494
ACH-000591,-0.5875078475500001
ACH-000593,-0.448095297247
ACH-000600,-0.353868218188
ACH-000601,-0.476499384821
ACH-000604,0.0373071870461
ACH-000605,-0.277175454884
ACH-000606,-0.468235762618
ACH-000608,-0.344901522149
ACH-000614,-0.09643927144310001
ACH-000616,-0.124929710351
ACH-000618,-0.0508299968549
ACH-000619,-0.401798480282
ACH-000620,-0.433295007218
ACH-000621,-0.6136420255039999
ACH-000622,-0.21203637730900002
ACH-000623,-0.126093386291
ACH-000624,-0.011299602726700001
ACH-000627,-0.134161800715
ACH-000630,-0.169714472203
ACH-000632,-0.0673993975853
ACH-000633,-0.235511592327
ACH-000637,-0.364289697732
ACH-000638,-0.292409641789
ACH-000646,-0.251304703615
ACH-000647,-0.636648909138
ACH-000648,-0.34946833883100004
ACH-000649,-0.049073114522299996
ACH-000651,0.064521510042
ACH-000652,-0.308978040858
ACH-000653,-0.17615269562600003
ACH-000657,-0.250439693603
ACH-000658,-0.43404899243199996
ACH-000661,-0.205382208624
ACH-000662,-0.7132544709540001
ACH-000663,-0.20011152645599997
ACH-000665,-0.26600745335799997
ACH-000671,-0.522410318287
ACH-000673,-0.255191432941
ACH-000676,-0.226609648823
ACH-000677,-0.305361187643
ACH-000681,-0.10324017858899999
ACH-000682,-0.38473577504600004
ACH-000683,-0.38633668794799997
ACH-000684,-0.13142124073
ACH-000688,-0.415666456828
ACH-000693,-0.21667725175900002
ACH-000694,0.00398130236704
ACH-000695,-0.641702330448
ACH-000696,-0.34760117770599996
ACH-000697,-0.7774990895939999
ACH-000699,-0.279722471029
ACH-000701,-0.0284070596776
ACH-000706,-0.09308268346729999
ACH-000711,-0.21014116979800002
ACH-000713,-0.6063489944789999
ACH-000714,0.0766952204939
ACH-000718,-0.133400196099
ACH-000720,-0.541854158585
ACH-000721,-0.491631826896
ACH-000724,-0.374625859111
ACH-000725,-0.298311780962
ACH-000732,-0.362850898285
ACH-000734,-0.30851064956999996
ACH-000735,-0.679179540166
ACH-000736,-0.121506532603
ACH-000738,-0.05133747007040001
ACH-000746,0.00621766969888
ACH-000747,-0.31427295665800004
ACH-000748,-0.264676907664
ACH-000753,-0.15557331341800001
ACH-000756,-0.711268356705
ACH-000757,-0.308049805678
ACH-000758,-0.0016749917178199999
ACH-000760,-0.000867944470618
ACH-000763,-0.19410731044100002
ACH-000764,-0.393399606901
ACH-000765,-0.222493979963
ACH-000766,-0.0679581647156
ACH-000767,-0.837426754619
ACH-000768,-0.21538107021400002
ACH-000769,-0.451085542852
ACH-000770,-0.332887412424
ACH-000771,-0.39231830800800005
ACH-000773,-0.436668831747
ACH-000776,-0.42460916489100003
ACH-000777,0.025163723607
ACH-000778,-0.017635241680700003
ACH-000781,-0.250972616243
ACH-000782,-0.428929355506
ACH-000783,-0.393955029639
ACH-000784,-0.30753706063999997
ACH-000785,-0.267149914394
ACH-000787,-0.00428224758014
ACH-000788,-0.731617135202
ACH-000791,-0.248567998455
ACH-000792,0.0788805701674
ACH-000794,-0.365049429397
ACH-000796,-0.17052355962299998
ACH-000799,-0.235980384854
ACH-000800,-0.380697372259
ACH-000802,-0.148743855151
ACH-000804,-0.216284350447
ACH-000805,-0.464172361742
ACH-000809,-0.18687142102
ACH-000810,-0.234899282409
ACH-000811,-0.168480722031
ACH-000817,-0.47216599887599997
ACH-000819,-0.321865247342
ACH-000820,-0.334963980431
ACH-000821,-0.396111268146
ACH-000822,-0.210700104207
ACH-000823,-0.102160154149
ACH-000824,-0.0438382853428
ACH-000827,-0.36403533094000007
ACH-000829,-0.04814178206590001
ACH-000831,-0.14750924360099998
ACH-000832,-0.5045228659309999
ACH-000833,-0.038914921922900005
ACH-000834,-0.464951591223
ACH-000835,-0.160570384842
ACH-000836,-0.402270192666
ACH-000837,-0.09834942083170001
ACH-000838,-0.0706726093085
ACH-000839,-0.48135993247299996
ACH-000840,0.0267788039164
ACH-000841,-0.12149715085999999
ACH-000843,-0.0808911816088
ACH-000846,-0.086068334747
ACH-000847,-0.5214811584929999
ACH-000848,-0.224584113959
ACH-000849,-0.727356284296
ACH-000851,-0.11098828339000001
ACH-000855,-0.045160423443
ACH-000856,-0.0482824273647
ACH-000858,-0.602693629904
ACH-000859,-0.10602443425000001
ACH-000861,-0.17004009945
ACH-000862,-0.413015348122
ACH-000865,-0.218106941721
ACH-000866,-0.5571898049289999
ACH-000867,-0.376667661535
ACH-000869,-0.530956802416
ACH-000872,-0.31392565515099996
ACH-000873,-0.450084282047
ACH-000876,-0.08626576257339999
ACH-000878,0.17465279691500002
ACH-000880,-0.10883741074000002
ACH-000881,-0.17556979513300003
ACH-000882,-0.274239808856
ACH-000884,-0.171709087198
ACH-000885,-0.128519627904
ACH-000887,-0.112175606131
ACH-000888,-0.24335830880399997
ACH-000889,-0.164544672429
ACH-000890,-0.328175366019
ACH-000896,-0.486636758076
ACH-000898,-0.503537737178
ACH-000900,-0.43917346075
ACH-000901,-0.12855707677300002
ACH-000905,-0.538232306128
ACH-000906,0.0263007643498
ACH-000907,-0.153964878956
ACH-000910,-0.15962781183900002
ACH-000911,-0.17161712768100001
ACH-000912,-0.416004682503
ACH-000913,-0.585947508431
ACH-000915,-0.22558192610999997
ACH-000916,-0.212363103246
ACH-000917,-0.19029979784
ACH-000921,-0.298486227078
ACH-000924,-0.581173341522
ACH-000926,-0.23573460398899998
ACH-000928,-0.209109405623
ACH-000929,-0.278350716754
ACH-000932,-0.107974360703
ACH-000935,-0.235739307355
ACH-000936,-0.335889610951
ACH-000937,-0.100502313541
ACH-000938,-0.0825219434437
ACH-000939,-0.808952463865
ACH-000941,-0.351016091444
ACH-000943,-0.211743862009
ACH-000946,-0.30045128442200003
ACH-000947,-0.568080586374
ACH-000948,-0.298141524118
ACH-000950,-0.195518170038
ACH-000953,-0.253102006076
ACH-000957,-0.361565483415
ACH-000958,-0.388046567947
ACH-000960,-0.241308535408
ACH-000963,-0.295822426932
ACH-000968,-0.5904717071710001
ACH-000969,-0.333406956875
ACH-000973,-0.644016885168
ACH-000974,-0.365055955268
ACH-000975,-0.58121410792
ACH-000976,-0.44290238013899996
ACH-000978,-0.735618579842
ACH-000980,0.036673327202800005
ACH-000984,-0.544979803689
ACH-000986,-0.269405874734
ACH-000988,-0.153517698903
ACH-000993,-0.629946910423
ACH-000994,-0.5246058418439999
ACH-000996,-0.6502765639060001
ACH-001001,-0.171177309988
ACH-001020,-0.5836911565999999
ACH-001028,-0.104265537242
ACH-001031,-0.395875610208
ACH-001038,-0.24143748967700002
ACH-001048,0.0179471703027
ACH-001050,-0.227837736224
ACH-001053,-0.344908464749
ACH-001054,-0.140233399531
ACH-001061,-0.10354676484200001
ACH-001067,-0.584938376401
ACH-001075,-0.111170651531
ACH-001096,-0.109296318736
ACH-001128,-0.9643562618279999
ACH-001134,-0.327729969802
ACH-001151,-0.108369682159
ACH-001163,-0.360314392683
ACH-001164,-0.261322599755
ACH-001173,-0.387810777647
ACH-001183,-0.24949845492699999
ACH-001184,-0.08521980123770001
ACH-001190,-0.132436351929
ACH-001192,-0.13460681509199998
ACH-001193,-0.544283126386
ACH-001196,-0.205970313153
ACH-001197,-0.16837151136599998
ACH-001205,-0.22391605665699998
ACH-001211,-0.5117886338300001
ACH-001212,-0.591425443884
ACH-001228,-0.7670188486689999
ACH-001232,-0.917519802176
ACH-001239,-0.35455473848200003
ACH-001274,-0.246042857353
ACH-001275,-0.21900428712099998
ACH-001277,-0.36799779421400003
ACH-001278,-0.23078403090799998
ACH-001280,-0.0795557823132
ACH-001283,-0.27755297665999995
ACH-001289,-0.33924238549
ACH-001295,-0.402031629248
ACH-001300,-0.631728144344
ACH-001301,-0.345181767061
ACH-001302,-0.280288737236
ACH-001303,-0.386343327257
ACH-001306,-0.0535689373646
ACH-001318,-0.28058678897100003
ACH-001322,-0.43791530571599996
ACH-001328,-0.153303778924
ACH-001332,-0.6986579720430001
ACH-001333,-0.48750050193899996
ACH-001336,-0.893209112818
ACH-001340,-0.164255357441
ACH-001346,-0.0384705482417
ACH-001353,-0.553362342294
ACH-001354,-0.189240279802
ACH-001367,-0.42558579981100003
ACH-001368,-0.409353369139
ACH-001374,-0.10274247487400001
ACH-001375,-0.263882811634
ACH-001377,-0.289254588917
ACH-001380,-0.538299260969
ACH-001391,-0.049407549588400004
ACH-001407,-0.725514702535
ACH-001408,-0.24992396485800003
ACH-001413,-0.203248729557
ACH-001430,-0.316147383628
ACH-001431,-0.288615597432
ACH-001450,-0.142581102763
ACH-001496,-0.308558334782
ACH-001500,-0.418677664798
ACH-001521,-0.5061893629850001
ACH-001523,-0.267759513197
ACH-001532,-0.459093118203
ACH-001536,-0.38679505192100005
ACH-001550,0.066343424849
ACH-001552,-0.459999571188
ACH-001554,-0.212970168391
ACH-001645,-0.508748808929
ACH-001654,-0.381524443477
ACH-001715,-0.15816791941199998
ACH-001735,-0.252592561846
ACH-001736,-0.152997083667
ACH-001737,-0.0331546630218
ACH-001740,0.0731965421605
ACH-001745,-0.0732194554364
ACH-001750,-0.259171754115
ACH-001765,-0.341567918029
ACH-001956,-0.179331341657
ACH-001957,-0.648353801314
