,C8G (733)
ACH-000688,-0.25323294975099997
ACH-000693,-0.13865411448200002
ACH-000694,-0.202198735891
ACH-000695,-0.102063962807
ACH-000696,-0.114347353089
ACH-000697,-0.10999494125600001
ACH-000699,-0.267537947515
ACH-000701,-0.0480634674677
ACH-000706,-0.25903984188
ACH-000711,-0.181800570684
ACH-000713,-0.0683728365322
ACH-000714,-0.21936913792399998
ACH-000718,-0.503166170245
ACH-000720,-0.259046683095
ACH-000721,-0.280448522736
ACH-000724,-0.49542515038999996
ACH-000725,0.0203725179482
ACH-000732,-0.335708971409
ACH-000734,-0.00814339274994
ACH-000735,-0.245552221645
ACH-000736,-0.0272647474194
ACH-000738,-0.12363800883300001
ACH-000746,-0.0812796505473
ACH-000747,-0.13412171512
ACH-000748,-0.280577842837
ACH-000753,-0.16972446497699997
ACH-000756,-0.219613340456
ACH-000757,0.0762449667112
ACH-000758,-0.210728517253
ACH-000760,-0.09957994072580001
ACH-000763,0.044763968003799996
ACH-000764,-0.0371448161385
ACH-000765,-0.30656821943
ACH-000766,-0.263866160533
ACH-000767,-0.233810490733
ACH-000768,-0.167066471054
ACH-000769,-0.0645059853042
ACH-000770,-0.246159477643
ACH-000771,-0.32420071717
ACH-000773,-0.21314488108
ACH-000776,-0.012688843532
ACH-000777,-0.117748720923
ACH-000778,0.0129101088005
ACH-000781,-0.229413674888
ACH-000782,-0.08365834300139999
ACH-000783,-0.31126989088
ACH-000784,-0.271379686907
ACH-000785,-0.37897797818499995
ACH-000787,-0.146869575467
ACH-000788,-0.341801797852
ACH-000791,-0.289488672949
ACH-000792,-0.139884227467
ACH-000794,-0.2866704859
ACH-000796,-0.22031659721500002
ACH-000799,-0.0735039439932
ACH-000800,-0.041272439522800006
ACH-000802,-0.125933138982
ACH-000804,-0.271569056657
ACH-000805,-0.155281922337
ACH-000809,-0.371623440571
ACH-000810,-0.030918042540700002
ACH-000811,-0.162126823484
ACH-000817,-0.217739100954
ACH-000819,-0.255707024636
ACH-000820,-0.0941387746843
ACH-000821,-0.15019609716399998
ACH-000822,-0.20188099587299999
ACH-000823,-0.192879184553
ACH-000824,-0.225215424427
ACH-000827,-0.13359089382
ACH-000829,-0.152837170712
ACH-000831,-0.180340718173
ACH-000832,-0.0387551104833
ACH-000833,-0.0810544356929
ACH-000834,-0.234064033668
ACH-000835,-0.13527392369400001
ACH-000836,-0.238363073387
ACH-000837,-0.277271458485
ACH-000838,-0.08631018029899999
ACH-000839,-0.338693983606
ACH-000840,-0.109357764005
ACH-000841,-0.270251792517
ACH-000843,-0.219438428623
ACH-000846,-0.260355419102
ACH-000847,-0.372099627333
ACH-000848,-0.241361484925
ACH-000849,-0.375421777457
ACH-000851,-0.0525522910144
ACH-000855,0.124555871437
ACH-000856,-0.17341992485100002
ACH-000858,-0.100636693226
ACH-000859,-0.15971923311300001
ACH-000861,-0.0734635680298
ACH-000862,-0.288899123744
ACH-000865,-0.234464928444
ACH-000866,-0.11222384662399999
ACH-000867,-0.025831018462299998
ACH-000869,-0.125348714172
ACH-000872,-0.474918991834
ACH-000873,-0.25455627151099997
ACH-000876,-0.0496016641331
ACH-000878,-0.23717741007399998
ACH-000880,-0.125296859555
ACH-000881,-0.19043527977699998
ACH-000882,-0.15780422403
ACH-000884,-0.20909606181200002
ACH-000885,-0.101342811465
ACH-000887,-0.19671335064800002
ACH-000888,-0.286372990275
ACH-000889,-0.19854818840900001
ACH-000890,-0.08882025670980001
ACH-000896,-0.14172986347799998
ACH-000898,-0.221278838016
ACH-000900,-0.348711240581
ACH-000901,-0.304865129474
ACH-000905,-0.166008618553
ACH-000906,-0.177259279987
ACH-000907,-0.45553130280000004
ACH-000910,-0.364669043377
ACH-000911,-0.18963288088799998
ACH-000912,-0.17736168125799998
ACH-000913,-0.159480555993
ACH-000915,-0.017306133725
ACH-000916,-0.507780664501
ACH-000917,-0.0460755919388
ACH-000921,-0.245079297594
ACH-000924,-0.369537111947
ACH-000926,-0.27137755381900003
ACH-000928,-0.29401451252300004
ACH-000929,-0.0612859393722
ACH-000932,-0.14025173249700001
ACH-000935,-0.25556631102
ACH-000936,-0.173079866424
ACH-000937,-0.232684194848
ACH-000938,-0.09891622988769999
ACH-000939,-0.105395984542
ACH-000941,-0.126392376264
ACH-000943,-0.078491990801
ACH-000946,-0.22372048864500002
ACH-000947,-0.0370932613041
ACH-000948,-0.133242590936
ACH-000950,-0.120196036205
ACH-000953,-0.173424786177
ACH-000957,0.0310686254006
ACH-000958,-0.19157072629500002
ACH-000960,-0.227153997695
ACH-000963,-0.336314358056
ACH-000968,-0.215479004502
ACH-000969,-0.0451028649045
ACH-000973,-0.050075275761
ACH-000974,-0.267409745984
ACH-000975,-0.1478165746
ACH-000976,-0.143351656019
ACH-000978,0.09178651659430001
ACH-000980,-0.285289187908
ACH-000984,-0.232012100539
ACH-000986,-0.185277019232
ACH-000988,-0.0277756744063
ACH-000993,-0.33770767254600004
ACH-000994,-0.300586681591
ACH-000996,-0.048323512823
ACH-001001,-0.256380962205
ACH-001020,-0.39695887948799996
ACH-001028,-0.18086034490699998
ACH-001031,-0.233417663393
ACH-001038,-0.0987776235974
ACH-001048,-0.302009172542
ACH-001050,-0.18724128195599998
ACH-001053,-0.497729540477
ACH-001054,-0.271982333164
ACH-001061,-0.041872092701500004
ACH-001067,-0.199884956725
ACH-001075,-0.13995189658399998
ACH-001096,-0.29518176663
ACH-001128,-0.281965480343
ACH-001134,-0.343215991074
ACH-001151,-0.217496956364
ACH-001163,-0.199058425055
ACH-001164,-0.36685391691200003
ACH-001173,-0.124472738695
ACH-001183,-0.10532270017999999
ACH-001184,-0.25370355537300004
ACH-001190,-0.13524695066099998
ACH-001192,-0.17736493981100002
ACH-001193,0.006467143795350001
ACH-001196,-0.0499942541429
ACH-001197,-0.46951511780599997
ACH-001205,-0.0644512280715
ACH-001211,-0.19144506970400002
ACH-001212,-0.374311740813
ACH-001228,0.285019527452
ACH-001232,-0.282501815073
ACH-001239,-0.26688787538000003
ACH-001274,-0.104722989483
ACH-001275,-0.0638667689075
ACH-001277,-0.205171733603
ACH-001278,-0.243515817262
ACH-001280,-0.131309463756
ACH-001283,-0.269328435161
ACH-001289,-0.404820557991
ACH-001295,-0.194079862994
ACH-001300,-0.184063391077
ACH-001301,-0.214756457118
ACH-001302,-0.0653538845109
ACH-001303,-0.30134863273400003
ACH-001306,-0.24494693769200002
ACH-001318,-0.306146976373
ACH-001322,-0.265758365686
ACH-001328,-0.308148950286
ACH-001332,-0.263128132219
ACH-001333,0.0970886655562
ACH-001336,-0.270800163384
ACH-001340,-0.20251019951699997
ACH-001346,-0.306852896446
ACH-001353,-0.0952772025686
ACH-001354,-0.08492172520829999
ACH-001367,-0.165601165093
ACH-001368,-0.135502841895
ACH-001374,0.030750237354500002
ACH-001375,-0.479868160931
ACH-001377,-0.289785502403
ACH-001380,-0.202104173337
ACH-001391,-0.41443588121799996
ACH-001407,-0.045715079733
ACH-001408,-0.11422253939799999
ACH-001413,-0.189301319295
ACH-001430,-0.18982134750100002
ACH-001431,0.09410870589800001
ACH-001450,-0.252540624529
ACH-001496,-0.24098452839899998
ACH-001500,-0.480249910172
ACH-001521,-0.112562365215
ACH-001523,-0.13231249685799998
ACH-001532,-0.10665800387499999
ACH-001536,-0.0545730936489
ACH-001550,-0.19716603746599998
ACH-001552,-0.23584743741500003
ACH-001554,-0.22711119874400001
ACH-001645,-0.18487397501
ACH-001654,-0.323394206364
ACH-001715,-0.13968192213199998
ACH-001735,-0.215369446134
ACH-001736,-0.139344348738
ACH-001737,-0.516383586618
ACH-001740,-0.250111369636
ACH-001745,-0.197794764432
ACH-001750,-0.172527827321
ACH-001765,-0.126171279654
ACH-001956,-0.05044500717230001
ACH-001957,-0.16279230137
