,BCDIN3D (144233)
ACH-000315,0.108447388258
ACH-000316,-0.385279248248
ACH-000317,-0.206877560408
ACH-000318,-0.604343982826
ACH-000319,-0.250160035206
ACH-000320,-0.7593490344149999
ACH-000322,-0.602557012632
ACH-000323,-0.160310586235
ACH-000324,-0.39695792882799996
ACH-000329,-0.32806582421999997
ACH-000330,-0.335426790313
ACH-000331,-0.290908986547
ACH-000332,-0.469476789291
ACH-000334,-0.144536561353
ACH-000335,-0.370601133935
ACH-000336,0.012461129310700002
ACH-000337,-0.467798137271
ACH-000339,-0.511182400906
ACH-000341,-0.280067635322
ACH-000348,-0.26763042588799996
ACH-000350,-0.554978565575
ACH-000352,-0.34662623535899995
ACH-000356,-0.319809279232
ACH-000361,-0.543634118503
ACH-000362,-0.25894579261
ACH-000363,-0.24949536038800002
ACH-000364,-0.5317656174800001
ACH-000365,-0.502518071191
ACH-000366,-0.452607067803
ACH-000368,-0.552669232444
ACH-000374,-0.457078183129
ACH-000375,-0.22739512082600002
ACH-000376,-0.298558950909
ACH-000381,-0.0814821106713
ACH-000383,-0.220045614054
ACH-000387,-0.6055260894569999
ACH-000389,-0.341716160112
ACH-000390,-0.07076333647010001
ACH-000393,-0.305417530048
ACH-000395,-0.18373306819600002
ACH-000397,-0.265782047991
ACH-000401,-0.236268509273
ACH-000402,-0.636177353208
ACH-000403,-0.251337979182
ACH-000404,-0.570119967801
ACH-000406,-0.355850746906
ACH-000407,-0.45805751666100003
ACH-000408,-0.30735355362399996
ACH-000410,-0.271856682292
ACH-000411,-0.394947605087
ACH-000414,-0.597028938714
ACH-000415,-0.24498956316599999
ACH-000416,-0.297746994587
ACH-000420,-0.40235100541
ACH-000421,-0.42662461583300004
ACH-000424,-0.284185578477
ACH-000425,-0.446494137601
ACH-000426,-0.41601622392800003
ACH-000427,-0.29295422714499997
ACH-000433,-0.383825579217
ACH-000436,-0.590033373037
ACH-000444,-0.37710333632700005
ACH-000445,-0.327887106591
ACH-000448,-0.361557388019
ACH-000450,-0.1334096697
ACH-000452,-0.44773463588699997
ACH-000454,-0.537572567508
ACH-000458,-0.295020348645
ACH-000459,-0.13587236464400002
ACH-000460,-0.318836906922
ACH-000461,-0.409617614201
ACH-000463,-0.461538842676
ACH-000464,-0.47567446627899995
ACH-000466,-0.29049791347
ACH-000467,-0.295689476722
ACH-000468,-0.412083339757
ACH-000469,-0.31066856028
ACH-000470,-0.374490638183
ACH-000471,-0.407292497243
ACH-000472,-0.59984830015
ACH-000473,-0.27647652213
ACH-000475,-0.340617268398
ACH-000476,-0.40963006754500003
ACH-000477,0.108242672741
ACH-000480,-0.410945946994
ACH-000481,-0.424352837481
ACH-000483,-0.46364642260600003
ACH-000484,-0.209050280002
ACH-000485,-0.39549214481399997
ACH-000486,-0.577499234993
ACH-000487,-0.404140344102
ACH-000488,-0.326266644919
ACH-000490,-0.239421151225
ACH-000491,-0.25438168259300004
ACH-000495,-0.251955137996
ACH-000496,-0.555631665901
ACH-000499,-0.522842440988
ACH-000500,-0.511148419789
ACH-000502,-0.41002003480099997
ACH-000503,-0.0434934784124
ACH-000505,-0.34535040281900004
ACH-000507,-0.413812062179
ACH-000510,-0.213468621161
ACH-000511,-0.32938247806800003
ACH-000512,-0.059185322894000005
ACH-000516,-0.5012890973899999
ACH-000517,-0.40129360344000004
ACH-000518,-0.315432198216
ACH-000520,-0.331308177355
ACH-000521,-0.176052066962
ACH-000522,-0.23822159548099997
ACH-000524,-0.309685974857
ACH-000527,-0.436920028453
ACH-000528,-0.530317747998
ACH-000537,-0.270049022732
ACH-000541,-0.509569572656
ACH-000542,-0.38637480130999996
ACH-000544,-0.250794774248
ACH-000545,-0.346131501016
ACH-000547,-0.330140245786
ACH-000548,-0.18524590735
ACH-000549,-0.428839735683
ACH-000550,-0.448322358925
ACH-000552,-0.22180538352200002
ACH-000556,-0.34117095869099995
ACH-000557,-0.183335260766
ACH-000570,-0.196241263107
ACH-000571,-0.228140637486
ACH-000573,-0.215258579355
ACH-000576,-0.272168464934
ACH-000580,-0.221299460572
ACH-000584,-0.31609604665999996
ACH-000585,-0.491558347776
ACH-000588,-0.162313826563
ACH-000589,-0.40721704259900005
ACH-000591,-0.380256059418
ACH-000593,-0.199411593521
ACH-000600,-0.37625857568099996
ACH-000601,-0.434772992585
ACH-000604,-0.0401956519554
ACH-000605,-0.385251952047
ACH-000606,-0.402641206649
ACH-000608,-0.299482853846
ACH-000614,-0.666372752028
ACH-000616,-0.41430394637699997
ACH-000618,-0.34728547473300003
ACH-000619,-0.124930275782
ACH-000620,-0.576763080918
ACH-000621,-0.39831787692500004
ACH-000622,-0.251050227155
ACH-000623,-0.368829271932
ACH-000624,-0.45725380473000005
ACH-000627,-0.449864963914
ACH-000630,-0.282528771206
ACH-000632,-0.243850249374
ACH-000633,-0.411852437788
ACH-000637,-0.390658556838
ACH-000638,-0.5029659192279999
ACH-000646,-0.334346837544
ACH-000647,-0.448824157974
ACH-000648,-0.0462976611777
ACH-000649,-0.296789682921
ACH-000651,-0.5358156743270001
ACH-000652,-0.139024174822
ACH-000653,-0.0368427151424
ACH-000657,-0.387783734849
ACH-000658,-0.0896603760081
ACH-000661,-0.06422407544219999
ACH-000662,-0.452555702817
ACH-000663,-0.347199217415
ACH-000665,-0.400202222531
ACH-000671,-0.23574939471099998
ACH-000673,-0.270327863808
ACH-000676,-0.49114330983599996
ACH-000677,-0.5587688666489999
ACH-000681,-0.609070658194
ACH-000682,-0.34199188575499995
ACH-000683,-0.336033222684
ACH-000684,-0.390745642759
ACH-000688,-0.238588765746
ACH-000693,-0.223133601534
ACH-000694,-0.45431653277199996
ACH-000695,-0.34247975227399996
ACH-000696,-0.38696694717299995
ACH-000697,-0.053164491016899997
ACH-000699,-0.410749685185
ACH-000701,-0.403687234701
ACH-000706,-0.19097242193
ACH-000711,-0.30518718158
ACH-000713,-0.287932197381
ACH-000714,-0.385625608111
ACH-000718,-0.42240041887900004
ACH-000720,-0.246673411595
ACH-000721,-0.261338223115
ACH-000724,-0.41066159013400005
ACH-000725,-0.41831638439400004
ACH-000732,-0.459107501748
ACH-000734,-0.37711466777900005
ACH-000735,-0.405794119809
ACH-000736,-0.25372460467700003
ACH-000738,-0.322218395824
ACH-000746,-0.407924374717
ACH-000747,-0.470505532485
ACH-000748,-0.371451740735
ACH-000753,-0.395684715736
ACH-000756,-0.394125646576
ACH-000757,-0.7311550393100001
ACH-000758,-0.452622581411
ACH-000760,-0.41925093261299995
ACH-000763,-0.417718285419
ACH-000764,-0.46295035223700004
ACH-000765,-0.498970974838
ACH-000766,-0.531063377421
ACH-000767,-0.145847621506
ACH-000768,-0.32412443269499996
ACH-000769,-0.32689651357099997
ACH-000770,-0.4203529086
ACH-000771,-0.35537644522100004
ACH-000773,-0.232126346164
ACH-000776,-0.14615732742
ACH-000777,-0.442223821854
ACH-000778,-0.21586400984499998
ACH-000781,-0.36367708431199997
ACH-000782,-0.231541810313
ACH-000783,-0.47555628917
ACH-000784,-0.274604132563
ACH-000785,-0.5186517006220001
ACH-000787,-0.405655514833
ACH-000788,-0.318809049474
ACH-000791,-0.637458863977
ACH-000792,-0.393412423165
ACH-000794,-0.314613162329
ACH-000796,-0.335314674299
ACH-000799,-0.607330553526
ACH-000800,-0.417159023383
ACH-000802,-0.108936406167
ACH-000804,-0.5131937252350001
ACH-000805,-0.278562619946
ACH-000809,-0.48365429530599996
ACH-000810,-0.136529056977
ACH-000811,-0.292555874943
ACH-000817,-0.31498847424000004
ACH-000819,-0.310225537355
ACH-000820,-0.729781470477
ACH-000821,-0.42163359174000004
ACH-000822,-0.40908338712
ACH-000823,-0.48491436961999995
ACH-000824,-0.341163124629
ACH-000827,-0.387742939163
ACH-000829,-0.1583841067
ACH-000831,-0.33826233852
ACH-000832,-0.29742017247499997
ACH-000833,-0.7307517673530001
ACH-000834,-0.383295210545
ACH-000835,-0.35666481738399997
ACH-000836,-0.159467358683
ACH-000837,-0.319089197875
ACH-000838,-0.393159263133
ACH-000839,-0.256711724508
ACH-000840,-0.16511816016
ACH-000841,-0.686782442585
ACH-000843,-0.106512962314
ACH-000846,-0.531304138583
ACH-000847,-0.40366650792
ACH-000848,-0.41761164702299997
ACH-000849,-0.36959078594000006
ACH-000851,-0.721806070422
ACH-000855,-0.5696185775399999
ACH-000856,-0.160016250267
ACH-000858,-0.317257014738
ACH-000859,-0.607246058007
ACH-000861,-0.5482543564679999
ACH-000862,-0.250961660595
ACH-000865,-0.366483027842
ACH-000866,-0.421440520217
ACH-000867,-0.315538428638
ACH-000869,-0.467191762124
ACH-000872,-0.174534007601
ACH-000873,-0.561661065944
ACH-000876,-0.317061916689
ACH-000878,-0.72396976008
ACH-000880,-0.19104378984099998
ACH-000881,-0.322475092683
ACH-000882,-0.45522659092699996
ACH-000884,-0.414150410832
ACH-000885,-0.32017202248599996
ACH-000887,-0.428203661013
ACH-000888,-0.330005940713
ACH-000889,-0.332895020667
ACH-000890,-0.21150908528499998
ACH-000896,-0.43569460870800003
ACH-000898,-0.17700383883600002
ACH-000900,-0.853042464003
ACH-000901,-0.461641724855
ACH-000905,-0.412242087018
ACH-000906,-0.492325300498
ACH-000907,-0.541561518865
ACH-000910,-0.220028823271
ACH-000911,-0.363954275283
ACH-000912,-0.42258555611000004
ACH-000913,-0.329169294163
ACH-000915,-0.369328783677
ACH-000916,-0.537783755823
ACH-000917,-0.16092592862500002
ACH-000921,-0.40531725474200003
ACH-000924,-0.22165829342799998
ACH-000926,-0.28910793036
ACH-000928,-0.288689401102
ACH-000929,-0.575207091173
ACH-000932,-0.412396816941
ACH-000935,-0.550692144635
ACH-000936,-0.195527537941
ACH-000937,-0.318326524531
ACH-000938,-0.22791473429
ACH-000939,-0.355494952282
ACH-000941,-0.42398237661
ACH-000943,-0.318137775258
ACH-000946,-0.5214536046639999
ACH-000947,-0.34629441641
ACH-000948,-0.35394665461900005
ACH-000950,-0.189099383207
ACH-000953,-0.26420043014600003
ACH-000957,-0.23811869917800002
ACH-000958,-0.318622459543
ACH-000960,-0.247998250539
ACH-000963,-0.5354034170790001
ACH-000968,-0.37474888449
ACH-000969,-0.43492577011999994
ACH-000973,-0.364201585554
ACH-000974,-0.462648694981
ACH-000975,-0.404044589539
ACH-000976,-0.5153547493940001
ACH-000978,-0.37427518645
ACH-000980,-0.297046797396
ACH-000984,-0.582122759889
ACH-000986,-0.239130357707
ACH-000988,-0.387584242564
ACH-000993,-0.5835599530919999
ACH-000994,-0.42679435282399997
ACH-000996,-0.228673772422
ACH-001001,-0.546156352949
ACH-001020,-0.23318691110599998
ACH-001028,-0.425636085717
ACH-001031,-0.374326388107
ACH-001038,-0.445810277107
ACH-001048,-0.42066056294299997
ACH-001050,-0.482120519283
ACH-001053,-0.560425241476
ACH-001054,-0.392340142139
ACH-001061,-0.528319478961
ACH-001067,-0.43257202464199995
ACH-001075,-0.173381122384
ACH-001096,-0.254105150728
ACH-001128,-0.6225208888880001
ACH-001134,-0.349164190027
ACH-001151,-0.44147847958400005
ACH-001163,-0.598256513458
ACH-001164,-0.675106194969
ACH-001173,-0.357891452962
ACH-001183,-0.185195588646
ACH-001184,0.0361321040116
ACH-001190,-0.483081168151
ACH-001192,-0.18863445893800002
ACH-001193,-0.503019049465
ACH-001196,-0.571885887718
ACH-001197,-0.238773866642
ACH-001205,-0.356317245289
ACH-001211,-0.573308203147
ACH-001212,-0.28046149851999996
ACH-001228,-0.24231401994100002
ACH-001232,-0.335115637558
ACH-001239,-0.45400689066699995
ACH-001274,-0.316719106298
ACH-001275,-0.37832284933300003
ACH-001277,-0.50001930828
ACH-001278,-0.325294193904
ACH-001280,-0.799599689142
ACH-001283,-0.538059559123
ACH-001289,-0.507609819592
ACH-001295,-0.346858861518
ACH-001300,-0.270699325404
ACH-001301,-0.248068524388
ACH-001302,-0.17157815312
ACH-001303,0.0908447409934
ACH-001306,-0.36277849225500003
ACH-001318,-0.296503925982
ACH-001322,-0.318246795969
ACH-001328,-0.388509223662
ACH-001332,-0.410541812654
ACH-001333,-0.479872641091
ACH-001336,-0.51234517821
ACH-001340,-0.430788133102
ACH-001346,-0.603664089848
ACH-001353,-0.271889439406
ACH-001354,0.0060667583714900004
ACH-001367,-0.362485725843
ACH-001368,-0.304305043781
ACH-001374,-0.015245754673
ACH-001375,-0.24848577434900002
ACH-001377,-0.511116179157
ACH-001380,-0.40767489838
ACH-001391,-0.008969740362549999
ACH-001407,-0.315633744762
ACH-001408,-0.44988657222499995
ACH-001413,-0.544048170523
ACH-001430,-0.469537452945
ACH-001431,-0.23678545803599998
ACH-001450,-0.11129300545
ACH-001496,-0.35384939340899996
ACH-001500,-0.2453342565
ACH-001521,-0.174579565163
ACH-001523,-0.24921516368000002
ACH-001532,-0.292784659278
ACH-001536,-0.46205820842900003
ACH-001550,-0.42419046482
ACH-001552,-0.408869759681
ACH-001554,-0.381201728072
ACH-001645,-0.553222299633
ACH-001654,-0.198089227723
ACH-001715,-0.253011676245
ACH-001735,-0.27947484888
ACH-001736,-0.156547008114
ACH-001737,-0.45904572411899996
ACH-001740,-0.366268087395
ACH-001745,-0.11765363571599999
ACH-001750,-0.549992275734
ACH-001765,-0.327841298267
ACH-001956,-0.38238842282700003
ACH-001957,-0.516669185177
