,MTFR1L (56181)
ACH-000207,-0.0190544642376
ACH-000211,-0.061095414416
ACH-000215,-0.148497564179
ACH-000221,-0.18158006310199998
ACH-000222,-0.117689079061
ACH-000223,-0.140874890629
ACH-000226,-0.0429511950874
ACH-000227,0.0327632111572
ACH-000228,0.08392547893619999
ACH-000231,-0.156948675106
ACH-000232,-0.10826378979800001
ACH-000233,-0.17738260714499998
ACH-000234,-0.183947806168
ACH-000235,-0.11217191835200001
ACH-000237,-0.206220468936
ACH-000238,-0.24337155116
ACH-000243,-0.10496855361400001
ACH-000244,-0.20803018331700002
ACH-000246,-0.206336408662
ACH-000248,-0.06329076496399999
ACH-000250,-0.107153838453
ACH-000251,-0.0752775510945
ACH-000253,-0.26971208458900003
ACH-000255,-0.146660281077
ACH-000256,-0.311850565766
ACH-000257,-0.246919879942
ACH-000258,-0.321967006579
ACH-000259,-0.140794761233
ACH-000260,-0.22876026003699998
ACH-000261,-0.154730844306
ACH-000262,-0.11721808474000002
ACH-000263,-0.00427510248051
ACH-000264,-0.0987643352644
ACH-000265,-0.146198715349
ACH-000266,-0.104378813168
ACH-000272,-0.127644291573
ACH-000273,-0.0155727879131
ACH-000274,-0.330821685981
ACH-000277,-0.329295059516
ACH-000278,-0.285327725595
ACH-000279,-0.111555588667
ACH-000280,-0.0597514440115
ACH-000281,-0.250214842196
ACH-000288,-0.310011591293
ACH-000291,-0.273778151534
ACH-000293,-0.10434964265
ACH-000294,-0.260383400838
ACH-000295,-0.24456278920400001
ACH-000296,-0.176691515731
ACH-000302,-0.142428808347
ACH-000304,-0.163385231652
ACH-000307,-0.18401540745099998
ACH-000308,-0.10692050635
ACH-000310,-0.230230137796
ACH-000311,-0.14964175414699998
ACH-000312,-0.20459002720400002
ACH-000315,-0.101319052951
ACH-000316,-0.217277266709
ACH-000317,-0.0554358666218
ACH-000318,-0.119683242228
ACH-000319,-0.0662193433564
ACH-000320,-0.21175335511100002
ACH-000322,-0.160386426381
ACH-000323,-0.468482561629
ACH-000324,-0.233594456703
ACH-000329,-0.442223538411
ACH-000330,-0.128301429246
ACH-000331,-0.15269891560999999
ACH-000332,-0.132900809944
ACH-000334,-0.41955524746399997
ACH-000335,-0.224093540713
ACH-000336,-0.0210665796577
ACH-000337,0.0480485140264
ACH-000339,-0.25032696867
ACH-000341,-0.19931031015700001
ACH-000348,-0.137360522067
ACH-000350,-0.01370345126
ACH-000352,-0.254212333136
ACH-000356,-0.0519129963606
ACH-000361,-0.21754382718
ACH-000362,-0.179166133112
ACH-000363,-0.244912332105
ACH-000364,-0.0925571223534
ACH-000365,-0.107832821073
ACH-000366,-0.09688736175389999
ACH-000368,-0.259898466059
ACH-000374,-0.09270603309879999
ACH-000375,-0.07310872967910001
ACH-000376,-0.22770147819699998
ACH-000381,-0.0864221977011
ACH-000383,-0.09764871219259999
ACH-000387,-0.273505156897
ACH-000389,-0.19293437658799997
ACH-000390,-0.082882780326
ACH-000393,-0.154081336963
ACH-000395,-0.244748331868
ACH-000397,-0.0651855104317
ACH-000401,-0.207155848823
ACH-000402,-0.280278361293
ACH-000403,-0.15534008352499998
ACH-000404,0.158707163248
ACH-000406,-0.108135541753
ACH-000407,-0.16868314971
ACH-000408,-0.161753338386
ACH-000410,-0.23473845015500003
ACH-000411,-0.122568014142
ACH-000414,-0.118957872608
ACH-000415,-0.12070708543299999
ACH-000416,-0.23053022818500002
ACH-000420,-0.231000687548
ACH-000421,-0.228834820845
ACH-000424,-0.220804971237
ACH-000425,-0.173800284379
ACH-000426,-0.0778827959109
ACH-000427,0.0729291853767
ACH-000433,0.031492822661700004
ACH-000436,0.0101843293482
ACH-000444,-0.119311296499
ACH-000445,-0.18326307350600002
ACH-000448,-0.112217746701
ACH-000450,-0.146660384387
ACH-000452,-0.18842157040600002
ACH-000454,-0.0901172507769
ACH-000458,-0.170154559456
ACH-000459,-0.287575339447
ACH-000460,-0.17328744351599998
ACH-000461,-0.384889029082
ACH-000463,-0.062027990592
ACH-000464,-0.334464033422
ACH-000466,0.0540056602661
ACH-000467,-0.212853753566
ACH-000468,0.0213751258341
ACH-000469,-0.167398465471
ACH-000470,-0.168484524492
ACH-000471,-0.0772705170775
ACH-000472,-0.0348543560531
ACH-000473,-0.0263111551027
ACH-000475,-0.16656930199
ACH-000476,-0.155755957827
ACH-000477,-0.0456483047158
ACH-000480,-0.285604303237
ACH-000481,-0.117130869771
ACH-000483,-0.277722323191
ACH-000484,-0.253671483669
ACH-000485,-0.184673909681
ACH-000486,-0.184852674873
ACH-000487,-0.297133950629
ACH-000488,-0.193534334925
ACH-000490,-0.196852663767
ACH-000491,-0.353781973465
ACH-000495,-0.05269945999480001
ACH-000496,-0.109696385009
ACH-000499,-0.21790253635499998
ACH-000500,-0.601266063424
ACH-000502,-0.0704847811323
ACH-000503,-0.16885400014000002
ACH-000505,-0.125921493698
ACH-000507,-0.257871320691
ACH-000510,-0.15073438434
ACH-000511,-0.30775766819600003
ACH-000512,-0.129027241655
ACH-000516,-0.136119923704
ACH-000517,-0.0968973058949
ACH-000518,-0.221365717831
ACH-000520,-0.288771864177
ACH-000521,-0.425148460832
ACH-000522,-0.239448769357
ACH-000524,-0.177666800327
ACH-000527,-0.1373880535
ACH-000528,-0.25065325586
ACH-000537,-0.04949917926519999
ACH-000541,-0.164766404231
ACH-000542,-0.04950796288169999
ACH-000544,-0.150742062842
ACH-000545,-0.141849401004
ACH-000547,-0.354893428141
ACH-000548,-0.10168530381000002
ACH-000549,-0.0241440567193
ACH-000550,-0.403361236408
ACH-000552,-0.14866835433599998
ACH-000556,-0.14008918167
ACH-000557,-0.0230859266168
ACH-000570,-0.22485150496
ACH-000571,-0.06481705060069999
ACH-000573,-0.10812727788200001
ACH-000576,-0.23526894773
ACH-000580,-0.11686029304199999
ACH-000584,-0.11321448793299999
ACH-000585,-0.16737072238700001
ACH-000588,-0.143510802287
ACH-000589,-0.08043876504710001
ACH-000591,-0.15262887841199999
ACH-000593,-0.218756713842
ACH-000600,-0.035468648734699994
ACH-000601,-0.191193287536
ACH-000604,-0.239443276278
ACH-000605,-0.141282350059
ACH-000606,-0.112283066281
ACH-000608,-0.0395753020532
ACH-000614,-0.123997137027
ACH-000616,-0.235663323493
ACH-000618,-0.10753153043500001
ACH-000619,-0.211285385493
ACH-000620,-0.141143210899
ACH-000621,-0.2327109663
ACH-000622,-0.260708405342
ACH-000623,-0.117159389814
ACH-000624,-0.166233995525
ACH-000627,-0.476190358847
ACH-000630,-0.24737930935400002
ACH-000632,-0.272863491116
ACH-000633,-0.104320555329
ACH-000637,-0.227542612398
ACH-000638,-0.285519409068
ACH-000646,-0.20047689433600002
ACH-000647,0.04617308230219999
ACH-000648,0.0546574502024
ACH-000649,-0.170455826126
ACH-000651,-0.12697804187
ACH-000652,-0.0424184645864
ACH-000653,-0.19238439926800002
ACH-000657,-0.15245334556
ACH-000658,-0.0218547550128
ACH-000661,-0.12424491739499999
ACH-000662,-0.228421380649
ACH-000663,-0.130157873342
ACH-000665,-0.10921401002699999
ACH-000671,-0.25416839481
ACH-000673,-0.141740928486
ACH-000676,-0.138292748422
ACH-000677,-0.22350721215
ACH-000681,-0.0306663824188
ACH-000682,-0.165110759034
ACH-000683,-0.26813117539000003
ACH-000684,-0.09497895903999999
ACH-000688,-0.18813366832800002
ACH-000693,-0.13361258023199998
ACH-000694,-0.20767531954799998
ACH-000695,-0.46912023935900005
ACH-000696,-0.203021598565
ACH-000697,-0.304382490022
ACH-000699,-0.451901941819
ACH-000701,-0.220932652645
ACH-000706,-0.154764864495
ACH-000711,-0.144731450235
ACH-000713,-0.0696048035154
ACH-000714,-0.159649167291
ACH-000718,-0.205304902319
ACH-000720,-0.16264507944499998
ACH-000721,-0.190579048975
ACH-000724,0.240288923651
ACH-000725,-0.11863395474999999
ACH-000732,-0.168664713343
ACH-000734,-0.10188895333900001
ACH-000735,-0.320117823682
ACH-000736,-0.268134311836
ACH-000738,-0.14576017446200001
ACH-000746,-0.0606559282216
ACH-000747,-0.250216991642
ACH-000748,-0.12110306736099999
ACH-000753,-0.140540339476
ACH-000756,-0.133685154814
ACH-000757,-0.216089086764
ACH-000758,-0.15079570908
ACH-000760,-0.484149996927
ACH-000763,-0.234468928202
ACH-000764,0.09725448147639999
ACH-000765,-0.19146351796500002
ACH-000766,-0.0661933151245
ACH-000767,-0.229096033635
ACH-000768,-0.10922399064000002
ACH-000769,-0.404270672051
ACH-000770,-0.202140090254
ACH-000771,-0.117746219461
ACH-000773,-0.148992636268
ACH-000776,-0.103612521668
ACH-000777,-0.13514770775499999
ACH-000778,0.0570249080187
ACH-000781,-0.0925677471563
ACH-000782,-0.163817260668
ACH-000783,-0.188195917186
ACH-000784,-0.147482614601
ACH-000785,-0.35406682872199996
ACH-000787,-0.104557428651
ACH-000788,-0.110345645594
ACH-000791,-0.18872918475900002
ACH-000792,-0.118949346939
ACH-000794,-0.116293250125
ACH-000796,-0.12446649669099999
ACH-000799,-0.290292840301
ACH-000800,-0.186031227907
ACH-000802,-0.05695907990619999
ACH-000804,-0.247541808521
ACH-000805,-0.291470450065
ACH-000809,-0.0329329143597
ACH-000810,-0.430189021978
ACH-000811,-0.26352300954999996
ACH-000817,-0.335301508368
ACH-000819,-0.176127816678
ACH-000820,-0.18351369823600003
ACH-000821,-0.11344671884299999
ACH-000822,0.022517306961699998
ACH-000823,-0.205592290595
ACH-000824,-0.135183984916
ACH-000827,-0.0971418780411
ACH-000829,-0.0421714199662
ACH-000831,-0.31417038896899996
ACH-000832,-0.049969366909
ACH-000833,-0.0886065187577
ACH-000834,-0.15120563145
ACH-000835,-0.142534083766
ACH-000836,-0.121290009341
ACH-000837,-0.139867879754
ACH-000838,-0.190129263707
ACH-000839,-0.178220465922
ACH-000840,-0.222517742599
ACH-000841,-0.101234230242
ACH-000843,-0.123568709827
ACH-000846,-0.10189100696900001
ACH-000847,-0.208740137355
ACH-000848,-0.194032764718
ACH-000849,-0.205628938789
ACH-000851,-0.385488011941
ACH-000855,-0.19564222174
ACH-000856,-0.248198670522
ACH-000858,-0.13439448228599998
ACH-000859,-0.153105063685
ACH-000861,-0.308345726929
ACH-000862,-0.0692862936139
ACH-000865,-0.0845147759642
ACH-000866,-0.152630034124
ACH-000867,-0.0437488428538
ACH-000869,-0.046075549585800006
ACH-000872,-0.16249551335
ACH-000873,-0.180855247979
ACH-000876,-0.116831619311
ACH-000878,-0.0275053286783
ACH-000880,-0.0626958872441
ACH-000881,0.00642220511646
ACH-000882,-0.20954475423900001
ACH-000884,-0.318705241451
ACH-000885,-0.33108029417
ACH-000887,-0.324591526043
ACH-000888,-0.16446697580999997
ACH-000889,-0.051000288014699996
ACH-000890,0.041764184569199996
ACH-000896,-0.0202140839636
ACH-000898,-0.08088872844139999
ACH-000900,-0.284810886506
ACH-000901,-0.301832707399
ACH-000905,-0.159192218093
ACH-000906,-0.102422193082
ACH-000907,-0.25165713281
ACH-000910,-0.396111820858
ACH-000911,-0.12619669056500002
ACH-000912,-0.249436729998
ACH-000913,-0.160743069621
ACH-000915,-0.138009301137
ACH-000916,-0.187789030056
ACH-000917,-0.0828503537121
ACH-000921,-0.34752590016699997
ACH-000924,-0.262396961168
ACH-000926,0.0406932757196
ACH-000928,-0.172433941931
ACH-000929,-0.202963936727
ACH-000932,-0.23467842085299997
ACH-000935,-0.166743281139
ACH-000936,-0.22559732792800002
ACH-000937,-0.147746385319
ACH-000938,-0.170781746139
ACH-000939,-0.17734548335499997
ACH-000941,-0.07712061974489999
ACH-000943,-0.155744192029
ACH-000946,-0.105293741794
ACH-000947,-0.124153756614
ACH-000948,-0.180245684837
ACH-000950,-0.369758480337
ACH-000953,-0.199596808995
ACH-000957,-0.0747570461285
ACH-000958,-0.16855892405
ACH-000960,-0.131639709576
ACH-000963,-0.292603034018
ACH-000968,-0.156788039266
ACH-000969,-0.244062140378
ACH-000973,-0.14485927721300002
ACH-000974,-0.0851932267276
ACH-000975,-0.260569068422
ACH-000976,-0.18205677706700002
ACH-000978,-0.1836588964
ACH-000980,-0.09092858592250001
ACH-000984,-0.23483370228
ACH-000986,-0.261954136212
ACH-000988,-0.0314095582005
ACH-000993,-0.443845868319
ACH-000994,-0.257414688931
ACH-000996,-0.23069141774799998
ACH-001001,-0.297312563981
ACH-001020,-0.37279298069600003
ACH-001028,-0.09409534133150001
ACH-001031,-0.16668796817700002
ACH-001038,-0.17113622063
ACH-001048,-0.16953615593600002
ACH-001050,-0.134200023384
ACH-001053,-0.205913749518
ACH-001054,-0.267235424386
ACH-001061,-0.17491039823399998
ACH-001067,-0.22386907906700002
ACH-001075,0.00840642091645
ACH-001096,-0.16034823150900002
ACH-001128,0.0360945095959
ACH-001134,-0.328153534282
ACH-001151,-0.140242340469
ACH-001163,-0.152635277073
ACH-001164,-0.12359848339500001
ACH-001173,-0.1431677723
ACH-001183,0.11530837217499999
ACH-001184,-0.163641810802
ACH-001190,-0.18486610985
ACH-001192,-0.18282090706700002
ACH-001193,-0.215848190261
ACH-001196,-0.36072526459
ACH-001197,-0.00656314096945
ACH-001205,-0.30597322769499996
ACH-001211,-0.18394813089
ACH-001212,-0.231692543673
ACH-001228,-0.129932169002
ACH-001232,-0.240190375304
ACH-001239,-0.243307950289
ACH-001274,-0.157123613316
ACH-001275,-0.19053681508
ACH-001277,-0.010960100366200001
ACH-001278,-0.0825589321963
ACH-001280,-0.236694575401
ACH-001283,-0.015258311068799999
ACH-001289,-0.240419270403
ACH-001295,-0.170360754516
ACH-001300,-0.218665069296
ACH-001301,-0.133162043509
ACH-001302,0.08280603070010001
ACH-001303,0.142460912655
ACH-001306,-0.17297420773699998
ACH-001318,-0.117768444756
ACH-001322,-0.24175225871199998
ACH-001328,-0.147341633247
ACH-001332,-0.0815666405556
ACH-001333,-0.221304527905
ACH-001336,-0.114174912111
ACH-001340,-0.221770794132
ACH-001346,-0.0587038301122
ACH-001353,-0.07615070722230001
ACH-001354,-0.390274574764
ACH-001367,-0.0742730462652
ACH-001368,-0.202751214291
ACH-001374,-0.126572172089
ACH-001375,-0.11485545470000001
ACH-001377,-0.0750736008001
ACH-001380,-0.19624527415100002
ACH-001391,-0.273985413996
ACH-001407,0.0469853011246
ACH-001408,0.0174292436165
ACH-001413,-0.23140427394000002
ACH-001430,0.28123744059
ACH-001431,-0.09381637463789999
ACH-001450,-0.303132130046
ACH-001496,-0.046475309964
ACH-001500,-0.325338415047
ACH-001521,-0.15731923072100001
ACH-001523,-0.234778885055
ACH-001532,-0.139001318302
ACH-001536,-0.088377154398
ACH-001550,-0.148660707598
ACH-001552,-0.16943844270999997
ACH-001554,-0.0528468599077
ACH-001645,-0.265533027026
ACH-001654,-0.175055648869
ACH-001715,0.00152442621645
ACH-001735,-0.181082436829
ACH-001736,-0.0621952686185
ACH-001737,-0.215033142093
ACH-001740,-0.124590405064
ACH-001745,-0.157610303399
ACH-001750,-0.207773888821
ACH-001765,-0.11587285595499999
ACH-001956,-0.121958791293
ACH-001957,-0.0472619445214
