,ITPRIP (85450)
ACH-000329,-0.22392688893800003
ACH-000330,-0.295110874709
ACH-000331,-0.135467763116
ACH-000332,-0.08848242305060001
ACH-000334,-0.26216961082
ACH-000335,-0.07342758198039999
ACH-000336,-0.22360387180500002
ACH-000337,-0.48723519700199996
ACH-000339,-0.165479100947
ACH-000341,0.010675209541799999
ACH-000348,-0.06352341576039999
ACH-000350,-0.27943555940000003
ACH-000352,-0.0584568183853
ACH-000356,-0.143075898481
ACH-000361,-0.0699086372438
ACH-000362,-0.11030385630799999
ACH-000363,-0.045998923374500005
ACH-000364,-0.0566597299839
ACH-000365,-0.0653086894253
ACH-000366,-0.135218075971
ACH-000368,-0.188944271718
ACH-000374,-0.06636937665659999
ACH-000375,0.0432550695016
ACH-000376,-0.17474460240400003
ACH-000381,-0.15375526975099998
ACH-000383,-0.194841812478
ACH-000387,-0.11660633361400001
ACH-000389,-0.170711821613
ACH-000390,-0.143230158521
ACH-000393,-0.0289674821295
ACH-000395,-0.215304488909
ACH-000397,-0.028977262977
ACH-000401,-0.25288632471
ACH-000402,-0.147162796086
ACH-000403,-0.08333984429750001
ACH-000404,0.09468085824519999
ACH-000406,-0.24609958630800002
ACH-000407,-0.00364328587285
ACH-000408,-0.120427113268
ACH-000410,-0.0743632860568
ACH-000411,0.00197711506286
ACH-000414,0.0573437022091
ACH-000415,-0.183770115772
ACH-000416,-0.0018110543398599998
ACH-000420,-0.254829749805
ACH-000421,-0.16427212433900001
ACH-000424,-0.21403899865200002
ACH-000425,-0.19159513714
ACH-000426,-0.219368369542
ACH-000427,-0.0694874536724
ACH-000433,-0.21434509345400002
ACH-000436,-0.14767606024
ACH-000444,-0.0723260661191
ACH-000445,-0.20874758212900002
ACH-000448,-0.177315565245
ACH-000450,-0.12093230307399999
ACH-000452,-0.270925950322
ACH-000454,-0.183339837336
ACH-000458,0.013816321064599998
ACH-000459,-0.09381106237299999
ACH-000460,-0.137069483061
ACH-000461,0.00818011807304
ACH-000463,-0.124491961078
ACH-000464,-0.15314519150699998
ACH-000466,-0.0529941926093
ACH-000467,-0.214908126664
ACH-000468,-0.0419179342517
ACH-000469,-0.08739772450210001
ACH-000470,-0.0671222638339
ACH-000471,-0.102825810844
ACH-000472,-0.105994000694
ACH-000473,-0.0076169612932299995
ACH-000475,-0.136585427022
ACH-000476,-0.0997897748928
ACH-000477,-0.217936420809
ACH-000480,-0.17326098232099998
ACH-000481,-0.285241926828
ACH-000483,-0.138085676174
ACH-000484,-0.134603780188
ACH-000485,-0.172275109949
ACH-000486,-0.222247873001
ACH-000487,-0.23958747873199998
ACH-000488,-0.185318993563
ACH-000490,-0.088389833915
ACH-000491,-0.127016350401
ACH-000495,-0.184313472092
ACH-000496,-0.190997205776
ACH-000499,-0.128393812453
ACH-000500,-0.373207378729
ACH-000502,-0.178900440007
ACH-000503,0.205926895342
ACH-000505,-0.09185634501430001
ACH-000507,-0.105499431273
ACH-000510,-0.0626909455246
ACH-000511,0.015362102166799998
ACH-000512,-0.0825922639967
ACH-000516,0.12107113455299999
ACH-000517,-0.146894601313
ACH-000518,-0.114188964268
ACH-000520,-0.18451642113699998
ACH-000521,-0.147619928059
ACH-000522,-0.0262334904622
ACH-000524,-0.050757250116800004
ACH-000527,-0.106842278091
ACH-000528,-0.26052234863400003
ACH-000537,0.0229887573602
ACH-000541,-0.24754222409200002
ACH-000542,-0.09010666221079999
ACH-000544,-0.10455793612
ACH-000545,-0.17125603700599998
ACH-000547,-0.318046262588
ACH-000548,-0.12274546787799999
ACH-000549,-0.20102948387699998
ACH-000550,0.105942953527
ACH-000552,-0.0625784236164
ACH-000556,-0.227818176609
ACH-000557,-0.0319122298047
ACH-000570,-0.268506450873
ACH-000571,-0.0110398322281
ACH-000573,-0.17645989496300002
ACH-000576,-0.21582000350699998
ACH-000580,-0.128713176568
ACH-000584,-0.113753785574
ACH-000585,0.044699306820099996
ACH-000588,-0.11594904423800001
ACH-000589,0.0544213114872
ACH-000591,-0.308626297686
ACH-000593,-0.0147617829767
ACH-000600,-0.11090382235400001
ACH-000601,-0.133440286954
ACH-000604,-0.07826018116860001
ACH-000605,-0.198926849068
ACH-000606,-0.08505108405169999
ACH-000608,-0.0668233147561
ACH-000614,0.10343396002699999
ACH-000616,-0.312479769646
ACH-000618,-0.192537137976
ACH-000619,-0.125941469242
ACH-000620,-0.062433108161699995
ACH-000621,-0.075209253613
ACH-000622,-0.24906783863499998
ACH-000623,-0.231376249142
ACH-000624,-0.12325875796599998
ACH-000627,-0.16197095813100001
ACH-000630,-0.0017369212078
ACH-000632,-0.250677588328
ACH-000633,-0.108996995402
ACH-000637,-0.131863056477
ACH-000638,-0.155696783627
ACH-000646,-0.147646500069
ACH-000647,-0.193253487613
ACH-000648,-0.0295675859633
ACH-000649,-0.149989913539
ACH-000651,-0.287609312033
ACH-000652,-0.228854429284
ACH-000653,-0.161884215
ACH-000657,-0.07170629200539999
ACH-000658,0.0379755996655
ACH-000661,-0.225370803561
ACH-000662,-0.39820065463200005
ACH-000663,0.014380408493899998
ACH-000665,-0.20772859439599997
ACH-000671,-0.197758006005
ACH-000673,-0.0511367808711
ACH-000676,-0.408385663177
ACH-000677,-0.13716215718900002
ACH-000681,0.00694159771448
ACH-000682,-0.145130770821
ACH-000683,-0.027537609318300002
ACH-000684,-0.12527389652100002
ACH-000688,-0.108340071378
ACH-000693,-0.133997002354
ACH-000694,-0.29018654098700003
ACH-000695,-0.08889491546509999
ACH-000696,-0.0195739709562
ACH-000697,-0.124690830121
ACH-000699,-0.165914809855
ACH-000701,-0.048161594435599996
ACH-000706,-0.12453755635399999
ACH-000711,-0.0670391345886
ACH-000713,-0.0858157250777
ACH-000714,-0.130456376342
ACH-000718,0.04258017489469999
ACH-000720,-0.0229531547248
ACH-000721,-0.06755986281069999
ACH-000724,0.038004981649
ACH-000725,-0.223401179591
ACH-000732,-0.106918459824
ACH-000734,-0.09998034847310001
ACH-000735,-0.117619571337
ACH-000736,-0.0498927873115
ACH-000738,-0.34496898334700005
ACH-000746,-0.276668602493
ACH-000747,-0.33634109320200006
ACH-000748,-0.145389282391
ACH-000753,-0.11915061046900001
ACH-000756,0.0618599891914
ACH-000757,-0.08801017750810002
ACH-000758,-0.160223358806
ACH-000760,-0.14062281969100002
ACH-000763,-0.032192255791000005
ACH-000764,-0.0386720723002
ACH-000765,-0.010746304498100002
ACH-000766,-0.08991565231410001
ACH-000767,-0.19451099251499998
ACH-000768,-0.049327726597499996
ACH-000769,-0.242819226596
ACH-000770,-0.260149016573
ACH-000771,-0.125836774145
ACH-000773,-0.255483043114
ACH-000776,-0.165462000908
ACH-000777,-0.135893294062
ACH-000778,-0.206860627531
ACH-000781,-0.18096717081099997
ACH-000782,-0.09312585210039999
ACH-000783,-0.10422279409499999
ACH-000784,-0.21529517197200002
ACH-000785,-0.067602671456
ACH-000787,-0.17189613565900003
ACH-000788,-0.09896820666639998
ACH-000791,-0.06017327336
ACH-000792,-0.0389411471564
ACH-000794,-0.14614822679
ACH-000796,-0.151545403277
ACH-000799,-0.279946342709
ACH-000800,-0.030518492056900003
ACH-000802,-0.185842409679
ACH-000804,-0.16449029756300002
ACH-000805,-0.176963778941
ACH-000809,-0.281715829137
ACH-000810,-0.37898489414700004
ACH-000811,-0.189218314764
ACH-000817,0.021319478177099997
ACH-000819,-0.107803062303
ACH-000820,-0.218947055528
ACH-000821,0.044054922038500005
ACH-000822,-0.0735752070704
ACH-000823,-0.09063697345180001
ACH-000824,-0.17877042817400002
ACH-000827,-0.14383770782
ACH-000829,0.112599005559
ACH-000831,-0.218286872223
ACH-000832,-0.176282849792
ACH-000833,-0.265648732992
ACH-000834,-0.36609172156400005
ACH-000835,-0.12249298392
ACH-000836,-0.345222003389
ACH-000837,-0.0212747098086
ACH-000838,-0.0983798344731
ACH-000839,-0.138727233466
ACH-000840,-0.033140097496000005
ACH-000841,-0.134176932722
ACH-000843,-0.157817697679
ACH-000846,-0.0834005155311
ACH-000847,-0.195437525751
ACH-000848,-0.14142105199000002
ACH-000849,-0.07363466450060001
ACH-000851,-0.0230356290949
ACH-000855,-0.0703024584061
ACH-000856,-0.214846346101
ACH-000858,-0.044124517204800005
ACH-000859,-0.287350811242
ACH-000861,-0.288138642822
ACH-000862,-0.132231354114
ACH-000865,-0.11104740590500001
ACH-000866,-0.09858692771029999
ACH-000867,-0.0359730443689
ACH-000869,-0.180529737487
ACH-000872,0.010192235398700001
ACH-000873,-0.161187000015
ACH-000876,-0.366580556388
ACH-000878,-0.326995820432
ACH-000880,-0.0777719599072
ACH-000881,-0.16424152714600002
ACH-000882,-0.104316942947
ACH-000884,-0.0781033124417
ACH-000885,-0.203923965042
ACH-000887,-0.144335512523
ACH-000888,-0.104493578202
ACH-000889,-0.261231917555
ACH-000890,-0.00013730322113
ACH-000896,-0.161046266733
ACH-000898,-0.163705174492
ACH-000900,-0.00610315961679
ACH-000901,-0.113853765648
ACH-000905,-0.237003739562
ACH-000906,0.043283254998399995
ACH-000907,-0.235923869404
ACH-000910,-0.119975127478
ACH-000911,-0.134098445426
ACH-000912,-0.124899234503
ACH-000913,-0.157437725583
ACH-000915,-0.126333410764
ACH-000916,-0.332158924655
ACH-000917,0.015099854556499998
ACH-000921,-0.0358324214172
ACH-000924,-0.255942777696
ACH-000926,-0.337744629332
ACH-000928,0.08465565606450001
ACH-000929,-0.12028541358799999
ACH-000932,-0.127433779642
ACH-000935,-0.39354318601099997
ACH-000936,-0.284075715106
ACH-000937,-0.0711510782058
ACH-000938,-0.08821908477280001
ACH-000939,-0.182270587385
ACH-000941,-0.153233989279
ACH-000943,-0.0919253718678
ACH-000946,-0.21730605592500002
ACH-000947,-0.194021562196
ACH-000948,-0.0703296468882
ACH-000950,-0.203357577247
ACH-000953,-0.0512516500801
ACH-000957,0.06060248952240001
ACH-000958,-0.21541652909400003
ACH-000960,-0.0724670264356
ACH-000963,-0.053183537044
ACH-000968,-0.236419737163
ACH-000969,-0.0890140311462
ACH-000973,-0.165042579508
ACH-000974,-0.118343243474
ACH-000975,-0.099541235142
ACH-000976,-0.13433856270400002
ACH-000978,-0.235511894964
ACH-000980,-0.10544448430299999
ACH-000984,-0.334750475531
ACH-000986,-0.299013234774
ACH-000988,-0.10759889088199999
ACH-000993,-0.0381764041287
ACH-000994,-0.277551763005
ACH-000996,-0.17842723178
ACH-001001,-0.11526743391699999
ACH-001020,-0.059311298692
ACH-001028,-0.166548740114
ACH-001031,-0.145091090013
ACH-001038,-0.060892964308500004
ACH-001048,-0.08942558780649999
ACH-001050,-0.010031341503
ACH-001053,-0.133529899841
ACH-001054,-0.0670743058756
ACH-001061,-0.194186675294
ACH-001067,-0.24917357260499998
ACH-001075,-0.0693962781518
ACH-001096,-0.08854987239489999
ACH-001128,-0.24750561192899997
ACH-001134,0.0131148718294
ACH-001151,-0.15279886236
ACH-001163,-0.180981466449
ACH-001164,-0.11720606771099999
ACH-001173,-0.213537320585
ACH-001183,-0.0342257185121
ACH-001184,-0.270534857038
ACH-001190,-0.053415595270800004
ACH-001192,-0.20063847339899998
ACH-001193,0.0195624906613
ACH-001196,-0.140134616978
ACH-001197,-0.055841292170199994
ACH-001205,-0.258554651782
ACH-001211,0.0041292085382199995
ACH-001212,0.0854050709227
ACH-001228,-0.273664983584
ACH-001232,-0.139844317138
ACH-001239,-0.155165069993
ACH-001274,-0.09844789911849999
ACH-001275,-0.198145497684
ACH-001277,-0.18670095970400002
ACH-001278,-0.255149102009
ACH-001280,-0.111779958643
ACH-001283,-0.119047229093
ACH-001289,-0.136629330721
ACH-001295,-0.0713754399653
ACH-001300,-0.0469628509795
ACH-001301,-0.31050082099599996
ACH-001302,0.08998770811210001
ACH-001303,-0.11629349406199999
ACH-001306,-0.152017073499
ACH-001318,-0.11954185442
ACH-001322,-0.133242616271
ACH-001328,-0.184174804949
ACH-001332,-0.0803733878232
ACH-001333,-0.18126668840100002
ACH-001336,-0.0745420775279
ACH-001340,-0.06617494270600001
ACH-001346,-0.0823375515701
ACH-001353,-0.0767360837923
ACH-001354,0.0138327776382
ACH-001367,-0.335536037637
ACH-001368,-0.0759006792016
ACH-001374,-0.116265895878
ACH-001375,-0.323729891313
ACH-001377,-0.167135886511
ACH-001380,-0.182349485976
ACH-001391,-0.333168232932
ACH-001407,-0.22539973870700003
ACH-001408,-0.10081649171399999
ACH-001413,-0.296164679644
ACH-001430,-0.126090677364
ACH-001431,-0.0693160871405
ACH-001450,-0.141118097144
ACH-001496,-0.164592678162
ACH-001500,0.14168757025
ACH-001521,-0.166185106218
ACH-001523,-0.0307499294528
ACH-001532,-0.24968543075999997
ACH-001536,0.192948530163
ACH-001550,-0.318051565217
ACH-001552,-0.178272065595
ACH-001554,0.0443411883655
ACH-001645,-0.44484034268100003
ACH-001654,-0.0873439772288
ACH-001715,-0.00656395409735
ACH-001735,-0.0409184227245
ACH-001736,-0.160292130167
ACH-001737,0.34674755869999996
ACH-001740,-0.217701330346
ACH-001745,-0.09876311973819998
ACH-001750,-0.05056794557659999
ACH-001765,-0.0932052466953
ACH-001956,-0.112927906709
ACH-001957,-0.179178258417
