,CCNA2 (890)
ACH-000402,-1.10616138547
ACH-000403,-1.76026066968
ACH-000404,-1.09982645311
ACH-000406,-1.25015376548
ACH-000407,-1.36771524493
ACH-000408,-1.3883316257299998
ACH-000410,-1.64617696993
ACH-000411,-1.0343734801
ACH-000414,-1.2540810306299999
ACH-000415,-1.17364090347
ACH-000416,-1.46364287971
ACH-000420,-1.66136910366
ACH-000421,-1.3477476204799999
ACH-000424,-1.25835522674
ACH-000425,-1.4518148571599998
ACH-000426,-1.8418219516499998
ACH-000427,-0.8275376945649999
ACH-000433,-1.23967952834
ACH-000436,-1.37822052937
ACH-000444,-1.5034247590600003
ACH-000445,-0.990459721327
ACH-000448,-1.5656885887600003
ACH-000450,-1.17803108059
ACH-000452,-1.3837834558700002
ACH-000454,-0.9803986994700001
ACH-000458,-1.3454673327000002
ACH-000459,-1.07797781323
ACH-000460,-1.4947378609600002
ACH-000461,-1.46147218916
ACH-000463,-1.44638660199
ACH-000464,-1.51428495521
ACH-000466,-1.67546304339
ACH-000467,-1.33574850729
ACH-000468,-1.19786107314
ACH-000469,-1.4225775134
ACH-000470,-1.7748569173299997
ACH-000471,-1.4738133571899998
ACH-000472,-1.58958215986
ACH-000473,-1.5688110348100002
ACH-000475,-1.40798383385
ACH-000476,-1.71165882195
ACH-000477,-1.88391739993
ACH-000480,-1.6080401959600001
ACH-000481,-1.51600049029
ACH-000483,-1.14199849713
ACH-000484,-1.64472318572
ACH-000485,-1.5159345923899998
ACH-000486,-1.4436491639700002
ACH-000487,-1.4905561306600001
ACH-000488,-1.5713181009900001
ACH-000490,-1.20227758864
ACH-000491,-1.14699080367
ACH-000495,-1.0992856746200002
ACH-000496,-1.25997910269
ACH-000499,-1.6769590471399998
ACH-000500,-1.03044206712
ACH-000502,-1.1751747048999999
ACH-000503,-1.12343564344
ACH-000505,-1.2832996661799998
ACH-000507,-1.37213681719
ACH-000510,-1.2806956493700001
ACH-000511,-1.2460659844
ACH-000512,-1.30056062731
ACH-000516,-1.56842389509
ACH-000517,-1.34407520569
ACH-000518,-1.25952099925
ACH-000520,-1.60097849933
ACH-000521,-1.18864056545
ACH-000522,-1.4144007973700001
ACH-000524,-1.6433899138699999
ACH-000527,-1.55915653095
ACH-000528,-1.4047051821399998
ACH-000537,-1.3495961916499999
ACH-000541,-1.6933212309
ACH-000542,-1.37183208061
ACH-000544,-1.2205853177
ACH-000545,-1.2444615623100002
ACH-000547,-1.22076343374
ACH-000548,-1.1447222387
ACH-000549,-1.22007670573
ACH-000550,-1.3394289615000001
ACH-000552,-1.38276433353
ACH-000556,-1.3406563125
ACH-000557,-1.20564983909
ACH-000570,-1.4423040758
ACH-000571,-1.44990997873
ACH-000573,-1.3702785805700002
ACH-000576,-1.26289324553
ACH-000580,-0.757450650051
ACH-000584,-1.6520928430200001
ACH-000585,-1.33562970518
ACH-000588,-1.2472708662899998
ACH-000589,-1.7121705078
ACH-000591,-1.48055064574
ACH-000593,-1.2269287934100002
ACH-000600,-1.06838727343
ACH-000601,-1.18063877719
ACH-000604,-1.4383565843000001
ACH-000605,-1.0492709845200001
ACH-000606,-1.44920494961
ACH-000608,-1.46879211938
ACH-000614,-1.3186849312200002
ACH-000616,-1.2451827128200001
ACH-000618,-1.3676593097299998
ACH-000619,-1.0463095434
ACH-000620,-1.47285759428
ACH-000621,-1.5010096931999999
ACH-000622,-1.4776025072799999
ACH-000623,-1.3985185991799998
ACH-000624,-1.1339083403
ACH-000627,-1.23108190831
ACH-000630,-1.21181180342
ACH-000632,-0.9074149596250001
ACH-000633,-1.4802961152599998
ACH-000637,-1.4935452469200001
ACH-000638,-1.1457441661399999
ACH-000646,-1.32339692499
ACH-000647,-1.70058866386
ACH-000648,-1.6000503663799999
ACH-000649,-1.46378447542
ACH-000651,-1.3406685045
ACH-000652,-1.1451721064700002
ACH-000653,-1.4435466495500002
ACH-000657,-1.5287970801100002
ACH-000658,-1.4399857094400002
ACH-000661,-1.33240414666
ACH-000662,-1.6826220843700002
ACH-000663,-1.6254509613199999
ACH-000665,-1.23907583293
ACH-000671,-0.995560054072
ACH-000673,-1.5281896924399998
ACH-000676,-1.19951857374
ACH-000677,-1.44416936686
ACH-000681,-1.2846774775799998
ACH-000682,-1.21663583071
ACH-000683,-1.39641389226
ACH-000684,-1.30116577386
ACH-000688,-2.1648877510299998
ACH-000693,-1.3578355033399998
ACH-000694,-1.38698124451
ACH-000695,-1.50815762843
ACH-000696,-1.4149180342200003
ACH-000697,-1.02000495496
ACH-000699,-1.26954673528
ACH-000701,-1.3461777335799998
ACH-000706,-1.32172374995
ACH-000711,-1.0828299508399999
ACH-000713,-1.33282840034
ACH-000714,-1.35225732602
ACH-000718,-1.39938696926
ACH-000720,-1.52185923938
ACH-000721,-1.49945191852
ACH-000724,-1.34505091197
ACH-000725,-1.51471839155
ACH-000732,-1.45681672741
ACH-000734,-1.35046228301
ACH-000735,-1.38370997787
ACH-000736,-1.16713833741
ACH-000738,-1.59405418711
ACH-000746,-1.00503315513
ACH-000747,-1.1530859899099999
ACH-000748,-1.59487084794
ACH-000753,-1.0771009795200002
ACH-000756,-1.33305606176
ACH-000757,-0.6848300387620001
ACH-000758,-1.46943315707
ACH-000760,-1.32785234179
ACH-000763,-1.6988588332499999
ACH-000764,-1.2028107720799999
ACH-000765,-1.07210521384
ACH-000766,-1.5829153238
ACH-000767,-1.83613582728
ACH-000768,-1.1972899373299999
ACH-000769,-1.6579480247799998
ACH-000770,-1.42515074275
ACH-000771,-1.40328830734
ACH-000773,-1.34615447145
ACH-000776,-1.50924763086
ACH-000777,-1.5498838361200002
ACH-000778,-1.7550800492200003
ACH-000781,-1.25938102849
ACH-000782,-1.26263710851
ACH-000783,-1.47938002964
ACH-000784,-1.4168478958200001
ACH-000785,-2.03194370575
ACH-000787,-1.52117044735
ACH-000788,-1.3435351462099998
ACH-000791,-1.4219405970200003
ACH-000792,-1.42985202804
ACH-000794,-1.19428812351
ACH-000796,-1.6026927181
ACH-000799,-1.12679395154
ACH-000800,-1.45959635405
ACH-000802,-1.4533773424599998
ACH-000804,-0.9846388679870001
ACH-000805,-1.33945166109
ACH-000809,-1.45271160222
ACH-000810,-1.39750515093
ACH-000811,-0.781081729554
ACH-000817,-1.3439309213
ACH-000819,-1.18047230722
ACH-000820,-1.16238239089
ACH-000821,-0.9221113091159999
ACH-000822,-1.6278462097600002
ACH-000823,-1.50872854141
ACH-000824,-1.30305151685
ACH-000827,-1.3193858088600001
ACH-000829,-1.51689959714
ACH-000831,-1.31311513511
ACH-000832,-1.40884722755
ACH-000833,-1.11728342611
ACH-000834,-1.471515371
ACH-000835,-1.49422845571
ACH-000836,-1.5413702852700002
ACH-000837,-1.39825522504
ACH-000838,-1.2176398239
ACH-000839,-1.24748611139
ACH-000840,-1.1984476929899999
ACH-000841,-1.4657465036500001
ACH-000843,-1.16551025603
ACH-000846,-1.24795884302
ACH-000847,-1.32639212549
ACH-000848,-1.13005204506
ACH-000849,-1.34552225779
ACH-000851,-1.3138448746200002
ACH-000855,-1.19656768854
ACH-000856,-1.4181905081600001
ACH-000858,-1.33239940216
ACH-000859,-1.47476753776
ACH-000861,-1.4831465725400002
ACH-000862,-0.8856730214659999
ACH-000865,-1.56450188105
ACH-000866,-1.3578262236
ACH-000867,-1.32025603327
ACH-000869,-1.39955025636
ACH-000872,-1.1576209578399999
ACH-000873,-1.30114891661
ACH-000876,-1.66827226659
ACH-000878,-1.5073492018399999
ACH-000880,-1.1836076408
ACH-000881,-1.45418693558
ACH-000882,-1.34425331493
ACH-000884,-1.36117247217
ACH-000885,-1.40759792375
ACH-000887,-1.20433997023
ACH-000888,-1.17197223698
ACH-000889,-1.02177216825
ACH-000890,-0.978837314522
ACH-000896,-1.48743762435
ACH-000898,-1.22678147228
ACH-000900,-1.24980884217
ACH-000901,-1.72790137937
ACH-000905,-1.19737919506
ACH-000906,-1.5521340999000002
ACH-000907,-1.19128921122
ACH-000910,-1.28554905518
ACH-000911,-1.4469384462600001
ACH-000912,-1.11692932226
ACH-000913,-1.7136724867200002
ACH-000915,-1.37085106382
ACH-000916,-1.3451798526199998
ACH-000917,-1.2080852768299999
ACH-000921,-1.4258296692399999
ACH-000924,-1.3852617301899999
ACH-000926,-1.5311280571700001
ACH-000928,-1.4551749514899999
ACH-000929,-1.94889995099
ACH-000932,-1.22840182631
ACH-000935,-1.5116772742500002
ACH-000936,-1.12096582186
ACH-000937,-1.3814013216999999
ACH-000938,-1.32391079719
ACH-000939,-1.1374631445399999
ACH-000941,-1.19430103375
ACH-000943,-1.36024541625
ACH-000946,-1.40723883459
ACH-000947,-1.1588434919600001
ACH-000948,-1.3784946301899998
ACH-000950,-1.1480977689299998
ACH-000953,-1.1749456055299998
ACH-000957,-1.3286756405
ACH-000958,-1.2440139772799998
ACH-000960,-1.44579634507
ACH-000963,-1.08727683571
ACH-000968,-1.23515932206
ACH-000969,-1.5221740185400001
ACH-000973,-1.26383082446
ACH-000974,-1.49501661602
ACH-000975,-1.3553056555399998
ACH-000976,-1.36626553028
ACH-000978,-1.9255218892400003
ACH-000980,-1.3074224429899999
ACH-000984,-1.1709988127200002
ACH-000986,-1.52262820335
ACH-000988,-0.738229447024
ACH-000993,-1.07145465488
ACH-000994,-1.3990922230899998
ACH-000996,-1.46442586982
ACH-001001,-1.30787010839
ACH-001020,-1.5160836822
ACH-001028,-1.2917032155700001
ACH-001031,-1.23373793671
ACH-001038,-1.2391546521799999
ACH-001048,-0.87922695014
ACH-001050,-1.31870226299
ACH-001053,-0.9690116637180001
ACH-001054,-1.4772106278000001
ACH-001061,-1.33107850724
ACH-001067,-1.2753130135700002
ACH-001075,-1.3081508247
ACH-001096,-1.19852910787
ACH-001128,-1.3629954235600001
ACH-001134,-1.08473656956
ACH-001151,-1.38910841576
ACH-001163,-1.33458581365
ACH-001164,-1.4244536194600002
ACH-001173,-1.42536907516
ACH-001183,-1.73093173557
ACH-001184,-1.39584373776
ACH-001190,-1.4475470383899998
ACH-001192,-1.37101216243
ACH-001193,-0.944633850412
ACH-001196,-1.3068263377299998
ACH-001197,-1.52767083342
ACH-001205,-1.50344779759
ACH-001211,-1.5502454859600001
ACH-001212,-1.7079365708
ACH-001228,-1.379527696
ACH-001232,-1.18747373616
ACH-001239,-1.26119023026
ACH-001274,-1.44945200842
ACH-001275,-1.29046516672
ACH-001277,-1.2087274325200001
ACH-001278,-1.35842774184
ACH-001280,-1.68603143432
ACH-001283,-1.40299009761
ACH-001289,-1.39923123787
ACH-001295,-1.30834884522
ACH-001300,-1.4125187906
ACH-001301,-1.33642609158
ACH-001302,-1.23883989096
ACH-001303,-1.7226893312400002
ACH-001306,-1.3354113884
ACH-001318,-1.35415452835
ACH-001322,-1.23890466087
ACH-001328,-1.24012978574
ACH-001332,-1.2565334054200001
ACH-001333,-1.5323676975799998
ACH-001336,-1.4798511716299998
ACH-001340,-0.8278867468469999
ACH-001346,-1.35229176859
ACH-001353,-1.36317749875
ACH-001354,-1.75112545976
ACH-001367,-1.1981354625299998
ACH-001368,-1.4413092104799998
ACH-001374,-1.7650829833700001
ACH-001375,-1.3768717788
ACH-001377,-1.22174435311
ACH-001380,-1.27153160881
ACH-001391,-1.4248490165600003
ACH-001407,-1.22745520155
ACH-001408,-1.45964645061
ACH-001413,-1.294719111
ACH-001430,-0.908572702774
ACH-001431,-1.1387886909
ACH-001450,-1.03958269736
ACH-001496,-1.44120700773
ACH-001500,-1.30187288348
ACH-001521,-0.935070206354
ACH-001523,-1.49554622044
ACH-001532,-1.66850169713
ACH-001536,-1.2919283676100002
ACH-001550,-1.60956909963
ACH-001552,-1.7032328360799998
ACH-001554,-1.59667416981
ACH-001645,-1.2928042798700001
ACH-001654,-1.36460951379
ACH-001715,-1.7799940836700001
ACH-001735,-1.17828462704
ACH-001736,-1.35778771939
ACH-001737,-1.7025929036200003
ACH-001740,-1.3658400091299998
ACH-001745,-1.4641357126899999
ACH-001750,-1.34829737771
ACH-001765,-1.26583937406
ACH-001956,-1.652018733
ACH-001957,-1.3752907906799998
