,HSPD1 (3329)
ACH-000336,-1.31678715629
ACH-000337,-1.24358680417
ACH-000339,-1.05442841324
ACH-000341,-0.738000453941
ACH-000348,-1.45802846079
ACH-000350,-1.20678478536
ACH-000352,-1.2268090487
ACH-000356,-1.35719966986
ACH-000361,-1.09504533948
ACH-000362,-0.890689929375
ACH-000363,-1.1664050824299999
ACH-000364,-1.46185140271
ACH-000365,-0.839215822938
ACH-000366,-1.12007992677
ACH-000368,-1.36809281321
ACH-000374,-1.16442282501
ACH-000375,-1.2400859291700002
ACH-000376,-1.10946201881
ACH-000381,-1.1537872753799998
ACH-000383,-1.00514741891
ACH-000387,-1.0855689966600002
ACH-000389,-1.2960785380600002
ACH-000390,-1.2728710888700001
ACH-000393,-1.3856184065000001
ACH-000395,-1.16602641514
ACH-000397,-1.0237102765000001
ACH-000401,-1.32698255426
ACH-000402,-1.07029633528
ACH-000403,-1.06974097405
ACH-000404,-0.980518623697
ACH-000406,-1.00638095301
ACH-000407,-1.37209345598
ACH-000408,-1.2456114015200002
ACH-000410,-0.9788174867380001
ACH-000411,-1.21372629196
ACH-000414,-1.0795679387700001
ACH-000415,-0.9563416356710001
ACH-000416,-1.0273290400700001
ACH-000420,-1.0371247361700002
ACH-000421,-1.1005747569600002
ACH-000424,-1.14619911135
ACH-000425,-0.928850925291
ACH-000426,-0.832696966496
ACH-000427,-1.09801093695
ACH-000433,-1.28490305496
ACH-000436,-0.960285368067
ACH-000444,-0.9468945973899999
ACH-000445,-1.02332268177
ACH-000448,-1.00002360269
ACH-000450,-1.4346860391299998
ACH-000452,-1.1103210214399999
ACH-000454,-1.09320107688
ACH-000458,-1.1957502020200002
ACH-000459,-1.23191079286
ACH-000460,-0.939837924454
ACH-000461,-1.1969027893000002
ACH-000463,-1.2302222279700001
ACH-000464,-1.08872336565
ACH-000466,-1.03900233336
ACH-000467,-1.2058841706299999
ACH-000468,-1.19148336923
ACH-000469,-1.33390820563
ACH-000470,-1.16906787247
ACH-000471,-1.059025374
ACH-000472,-1.20504202239
ACH-000473,-1.3190897358
ACH-000475,-1.1603891817799998
ACH-000476,-1.3831755643900001
ACH-000477,-1.18428708516
ACH-000480,-1.18809873192
ACH-000481,-1.10285089086
ACH-000483,-0.975425641568
ACH-000484,-0.856678805776
ACH-000485,-1.22922993965
ACH-000486,-1.24183728746
ACH-000487,-1.06532880559
ACH-000488,-1.01168303138
ACH-000490,-1.29891062252
ACH-000491,-1.41439989325
ACH-000495,-1.28296279395
ACH-000496,-1.3640496979700003
ACH-000499,-1.13965039161
ACH-000500,-0.8566252725749999
ACH-000502,-1.05305170773
ACH-000503,-1.4762864272100003
ACH-000505,-1.1515320210100002
ACH-000507,-1.16134373158
ACH-000510,-1.29506022315
ACH-000511,-1.5727947682700003
ACH-000512,-1.16675624179
ACH-000516,-1.39431502408
ACH-000517,-1.1986733196600001
ACH-000518,-1.3628734896999999
ACH-000520,-1.40265821528
ACH-000521,-1.07218975298
ACH-000522,-1.3418298325799998
ACH-000524,-1.2080851225700002
ACH-000527,-1.2160595674899999
ACH-000528,-1.11868842611
ACH-000537,-1.14846250052
ACH-000541,-1.1241786703399999
ACH-000542,-1.04107754873
ACH-000544,-1.08931171032
ACH-000545,-1.36310101977
ACH-000547,-1.45984444977
ACH-000548,-1.3780980161899998
ACH-000549,-0.9147798752740001
ACH-000550,-1.16357344108
ACH-000552,-1.2532599118
ACH-000556,-1.3486930414899998
ACH-000557,-1.1498936418799999
ACH-000570,-1.4212440576700003
ACH-000571,-1.65339704989
ACH-000573,-1.2458797547
ACH-000576,-1.2586523627
ACH-000580,-1.09034182177
ACH-000584,-1.11269600862
ACH-000585,-1.2792600644399998
ACH-000588,-1.1130930664299998
ACH-000589,-1.1505633774
ACH-000591,-1.3394678633200001
ACH-000593,-1.17316313713
ACH-000600,-0.933093084666
ACH-000601,-1.19215571189
ACH-000604,-1.14472944229
ACH-000605,-1.35490548693
ACH-000606,-1.2403432681
ACH-000608,-1.06272439053
ACH-000614,-1.06607897671
ACH-000616,-1.07439587217
ACH-000618,-1.2386619645499999
ACH-000619,-1.22149664011
ACH-000620,-0.9299558116779999
ACH-000621,-1.00646462259
ACH-000622,-1.00962903965
ACH-000623,-1.15628489739
ACH-000624,-1.09231190418
ACH-000627,-1.08414818066
ACH-000630,-1.07696345323
ACH-000632,-1.2544274951799999
ACH-000633,-1.19201708211
ACH-000637,-1.1259780615000001
ACH-000638,-1.02706375593
ACH-000646,-0.678824802889
ACH-000647,-1.2597712950700002
ACH-000648,-1.30967914275
ACH-000649,-1.1241806753399999
ACH-000651,-1.16638224347
ACH-000652,-1.27144105298
ACH-000653,-1.27961921405
ACH-000657,-1.09453233203
ACH-000658,-1.09689944749
ACH-000661,-1.4979970645299998
ACH-000662,-1.4016685788799998
ACH-000663,-1.28355410068
ACH-000665,-1.13977893084
ACH-000671,-1.16432956099
ACH-000673,-1.1450706581
ACH-000676,-1.1492740692299999
ACH-000677,-1.1953286055399999
ACH-000681,-1.09609756448
ACH-000682,-0.983228247773
ACH-000683,-1.15759263462
ACH-000684,-1.37430909206
ACH-000688,-1.12203040404
ACH-000693,-1.2899344538700002
ACH-000694,-1.20534273451
ACH-000695,-1.1719131512999998
ACH-000696,-1.19408266025
ACH-000697,-1.0189542071700002
ACH-000699,-1.3657177578600002
ACH-000701,-1.0993426863200002
ACH-000706,-1.43045263266
ACH-000711,-1.1671847522499998
ACH-000713,-1.07660799264
ACH-000714,-0.728807052355
ACH-000718,-1.1353197240100001
ACH-000720,-1.17324697313
ACH-000721,-1.1098493323899998
ACH-000724,-1.36878794688
ACH-000725,-1.0112391139
ACH-000732,-1.18560178532
ACH-000734,-1.09254485343
ACH-000735,-0.9996180421590001
ACH-000736,-1.11180318171
ACH-000738,-1.0816949895
ACH-000746,-0.852426410069
ACH-000747,-0.963473192688
ACH-000748,-1.3029018395999998
ACH-000753,-1.22610634672
ACH-000756,-1.2932775810700001
ACH-000757,-1.0806646651
ACH-000758,-1.17952413177
ACH-000760,-1.2471233712
ACH-000763,-1.19810352512
ACH-000764,-0.995474608882
ACH-000765,-1.31980060426
ACH-000766,-1.13243604282
ACH-000767,-0.97612593845
ACH-000768,-1.1913112105600001
ACH-000769,-1.35721343192
ACH-000770,-1.08540349271
ACH-000771,-0.830462320751
ACH-000773,-1.03819587314
ACH-000776,-1.4199318253
ACH-000777,-0.965778168567
ACH-000778,-1.43973577682
ACH-000781,-1.18497570761
ACH-000782,-1.20383664617
ACH-000783,-1.51810558966
ACH-000784,-1.04886618749
ACH-000785,-1.01403022355
ACH-000787,-0.9601941545939999
ACH-000788,-1.14587933708
ACH-000791,-0.936032950204
ACH-000792,-1.29492372824
ACH-000794,-0.996624882713
ACH-000796,-1.1172255121799999
ACH-000799,-1.1966363550799999
ACH-000800,-1.31151372001
ACH-000802,-1.25135512715
ACH-000804,-1.0257516260500001
ACH-000805,-0.970194417581
ACH-000809,-0.9298761956630001
ACH-000810,-1.69412785213
ACH-000811,-0.894630307974
ACH-000817,-1.44354119265
ACH-000819,-1.07140251579
ACH-000820,-1.0296462895899998
ACH-000821,-1.24755292096
ACH-000822,-1.31162279395
ACH-000823,-1.1806643196100002
ACH-000824,-1.33291746377
ACH-000827,-1.24144007741
ACH-000829,-0.990037723756
ACH-000831,-1.02431093996
ACH-000832,-1.14374064468
ACH-000833,-1.20203894751
ACH-000834,-1.29874327206
ACH-000835,-1.10187102885
ACH-000836,-1.34590124165
ACH-000837,-1.24886613741
ACH-000838,-1.2802839405500002
ACH-000839,-1.00942145217
ACH-000840,-1.2188155415200002
ACH-000841,-1.12922545766
ACH-000843,-1.28786754747
ACH-000846,-1.41014884667
ACH-000847,-1.06155462068
ACH-000848,-1.18355932737
ACH-000849,-1.42566192319
ACH-000851,-1.14992766675
ACH-000855,-1.16864026127
ACH-000856,-1.14787348804
ACH-000858,-1.0412243780700001
ACH-000859,-1.38228588902
ACH-000861,-1.29773279091
ACH-000862,-1.20360881494
ACH-000865,-1.20872518236
ACH-000866,-1.13219493015
ACH-000867,-1.1896001617799998
ACH-000869,-1.5877846417800001
ACH-000872,-1.0259023969299998
ACH-000873,-1.15489463496
ACH-000876,-1.2674377345299999
ACH-000878,-1.3826731294299999
ACH-000880,-1.1461698984
ACH-000881,-1.13975233442
ACH-000882,-0.992180542468
ACH-000884,-1.09202326331
ACH-000885,-1.04941192738
ACH-000887,-1.1591704942299998
ACH-000888,-1.17264193552
ACH-000889,-1.0529814532200001
ACH-000890,-1.01119236688
ACH-000896,-1.2050769825799998
ACH-000898,-0.911748377719
ACH-000900,-1.17130608579
ACH-000901,-1.12404703613
ACH-000905,-1.2114571291299998
ACH-000906,-1.2735939703499999
ACH-000907,-1.4019495016799999
ACH-000910,-1.1881547227399998
ACH-000911,-1.18532340964
ACH-000912,-0.963937706162
ACH-000913,-1.0112688518600002
ACH-000915,-1.19260601823
ACH-000916,-1.4528151502000002
ACH-000917,-1.1284571303
ACH-000921,-1.0721374673000001
ACH-000924,-1.25026935235
ACH-000926,-1.12361074769
ACH-000928,-1.1041800021
ACH-000929,-1.22828566546
ACH-000932,-1.06462560074
ACH-000935,-1.13771628284
ACH-000936,-1.14583311559
ACH-000937,-1.4159395000600001
ACH-000938,-1.30443667876
ACH-000939,-1.2559743332200002
ACH-000941,-1.03786491401
ACH-000943,-1.21234141138
ACH-000946,-1.11376200494
ACH-000947,-1.05383249405
ACH-000948,-0.850573591117
ACH-000950,-1.372240844
ACH-000953,-1.3949212021899997
ACH-000957,-1.21195567692
ACH-000958,-1.3464765851499998
ACH-000960,-1.5689806609499999
ACH-000963,-1.1661765774600001
ACH-000968,-1.1719459566700001
ACH-000969,-1.31724468283
ACH-000973,-1.3034638558
ACH-000974,-1.09656208812
ACH-000975,-1.29515616355
ACH-000976,-1.2033888876
ACH-000978,-1.16014511096
ACH-000980,-1.15843732739
ACH-000984,-0.946053702527
ACH-000986,-1.2329570170200002
ACH-000988,-1.08125780407
ACH-000993,-1.17781079272
ACH-000994,-0.845447098336
ACH-000996,-1.35576134183
ACH-001001,-1.25893653862
ACH-001020,-1.3528026339399999
ACH-001028,-1.2135250627
ACH-001031,-1.0492914764799999
ACH-001038,-1.4754483819
ACH-001048,-1.18373726502
ACH-001050,-1.1660660824200002
ACH-001053,-1.49499669037
ACH-001054,-1.1046061639
ACH-001061,-1.0666828111700002
ACH-001067,-1.05032206854
ACH-001075,-1.23002934285
ACH-001096,-1.18826672213
ACH-001128,-1.2124639979799998
ACH-001134,-1.10921373783
ACH-001151,-1.17295378664
ACH-001163,-1.36675552377
ACH-001164,-1.0846292878100001
ACH-001173,-1.2204696534100001
ACH-001183,-1.30962771504
ACH-001184,-1.03547795875
ACH-001190,-1.1057647541600002
ACH-001192,-1.3065626211599999
ACH-001193,-1.11609611581
ACH-001196,-1.1277010641
ACH-001197,-1.0689216508600001
ACH-001205,-1.26001557049
ACH-001211,-0.9688426304200001
ACH-001212,-1.25969376336
ACH-001228,-1.29719553756
ACH-001232,-1.4517267718
ACH-001239,-1.14705153838
ACH-001274,-1.43521215768
ACH-001275,-1.37354548382
ACH-001277,-1.1851651625200001
ACH-001278,-1.16310897597
ACH-001280,-1.07312161991
ACH-001283,-1.20552853842
ACH-001289,-1.00063294154
ACH-001295,-1.2994636117899998
ACH-001300,-1.1172956058399999
ACH-001301,-1.01411723281
ACH-001302,-1.4255827825999998
ACH-001303,-1.23073935847
ACH-001306,-1.23640307436
ACH-001318,-1.22199817693
ACH-001322,-1.26678842893
ACH-001328,-1.28604277734
ACH-001332,-1.14715542794
ACH-001333,-1.04477047351
ACH-001336,-1.28725901848
ACH-001340,-1.14855193896
ACH-001346,-0.928416843124
ACH-001353,-0.9711098548360001
ACH-001354,-0.636669648014
ACH-001367,-0.819716838847
ACH-001368,-1.08183720373
ACH-001374,-1.36742995799
ACH-001375,-1.29440583732
ACH-001377,-0.884156974119
ACH-001380,-1.27368946748
ACH-001391,-1.03039513245
ACH-001407,-1.31199290021
ACH-001408,-1.22724312816
ACH-001413,-1.11829104535
ACH-001430,-1.42943957244
ACH-001431,-1.3391596475399998
ACH-001450,-1.19833544985
ACH-001496,-1.36984647377
ACH-001500,-1.20938450222
ACH-001521,-1.48614186014
ACH-001523,-1.07270818345
ACH-001532,-1.1816370749
ACH-001536,-1.16365837857
ACH-001550,-1.43355275963
ACH-001552,-1.47398012805
ACH-001554,-1.09077828231
ACH-001645,-1.0730786090200002
ACH-001654,-1.31648598574
ACH-001715,-0.866199784904
ACH-001735,-1.1142983770200001
ACH-001736,-1.07610137084
ACH-001737,-1.16115551218
ACH-001740,-1.26333650547
ACH-001745,-0.8532928585940001
ACH-001750,-1.23854380085
ACH-001765,-1.06186022209
ACH-001956,-1.18142316474
ACH-001957,-1.06268869861
