,SYVN1 (84447)
ACH-000318,-0.531776404243
ACH-000319,-0.41829974753
ACH-000320,-0.302341902248
ACH-000322,-0.540867499853
ACH-000323,-0.39398670749700004
ACH-000324,-0.437305149269
ACH-000329,-0.249834173649
ACH-000330,-0.421518265938
ACH-000331,-0.721599914418
ACH-000332,-0.49226441624899997
ACH-000334,-0.668915187706
ACH-000335,-0.518785978473
ACH-000336,0.049364174173600006
ACH-000337,-0.46022228922799996
ACH-000339,-0.401941767562
ACH-000341,-0.42802254287299996
ACH-000348,-0.367941969823
ACH-000350,-0.168678353127
ACH-000352,-0.24031973855
ACH-000356,-0.614010556519
ACH-000361,-0.603532983301
ACH-000362,-0.797014031804
ACH-000363,-1.1728944778100001
ACH-000364,-0.314133607095
ACH-000365,-0.625577382662
ACH-000366,-0.600031452186
ACH-000368,-0.268783820612
ACH-000374,-0.511656257222
ACH-000375,-0.473452488423
ACH-000376,-0.5681702659000001
ACH-000381,-0.39145438314400005
ACH-000383,-0.250506809502
ACH-000387,-0.575005845487
ACH-000389,-0.382902510882
ACH-000390,-0.28223565466600004
ACH-000393,-0.215454013455
ACH-000395,-0.26559912598700003
ACH-000397,-0.486414877644
ACH-000401,-0.254370291478
ACH-000402,-0.908711891226
ACH-000403,-0.20159977700800003
ACH-000404,-0.41597344083300003
ACH-000406,-0.633541509506
ACH-000407,-0.12976819805700002
ACH-000408,-0.40009967143200004
ACH-000410,-0.36285649881300003
ACH-000411,-0.439520820257
ACH-000414,-0.29181853437399996
ACH-000415,-0.65730009443
ACH-000416,-0.262790285457
ACH-000420,-0.212290485801
ACH-000421,-0.351027111841
ACH-000424,-0.0957827929188
ACH-000425,-0.11650067035
ACH-000426,-1.6231148861899998
ACH-000427,-0.32596598568199997
ACH-000433,-0.541673176667
ACH-000436,-1.03849159221
ACH-000444,-0.21889035497200002
ACH-000445,-0.361946436409
ACH-000448,-0.40964619458499996
ACH-000450,0.09222095538319999
ACH-000452,-0.249214463607
ACH-000454,0.122284888969
ACH-000458,-0.343721128197
ACH-000459,-0.705299163524
ACH-000460,-0.780237200159
ACH-000461,-0.324081575573
ACH-000463,-0.267081929452
ACH-000464,-0.36914157801299996
ACH-000466,-0.35559274231
ACH-000467,-0.407832559282
ACH-000468,-0.369147612257
ACH-000469,-0.621280947602
ACH-000470,-0.276806996172
ACH-000471,-0.389752557758
ACH-000472,-0.385380735875
ACH-000473,-0.285433382773
ACH-000475,-0.536091283566
ACH-000476,-0.193836338265
ACH-000477,-0.516721983799
ACH-000480,-0.582737054476
ACH-000481,-0.105262996449
ACH-000483,-0.6317731111689999
ACH-000484,-0.471372515824
ACH-000485,-0.0849049230854
ACH-000486,-0.6686368722899999
ACH-000487,-0.6773683808959999
ACH-000488,-0.21131024230099998
ACH-000490,-0.439101681629
ACH-000491,-0.8275660610860001
ACH-000495,-0.43614879344499996
ACH-000496,-0.518372129405
ACH-000499,-0.35135118651999997
ACH-000500,-0.41944411324600006
ACH-000502,-0.248657851664
ACH-000503,-0.37585031494599996
ACH-000505,-0.23820595938
ACH-000507,-0.128095584261
ACH-000510,-0.239325377235
ACH-000511,-0.5361894046
ACH-000512,-1.0225433287799999
ACH-000516,-0.44688497126500004
ACH-000517,-0.0398677965163
ACH-000518,-0.369060888156
ACH-000520,-0.246771123072
ACH-000521,-0.7198533409990001
ACH-000522,-0.420523732017
ACH-000524,-0.20269893890000001
ACH-000527,-0.6849257826430001
ACH-000528,-0.64491793914
ACH-000537,-0.7311360758059999
ACH-000541,-0.932486146363
ACH-000542,-0.301939216284
ACH-000544,-0.398322002733
ACH-000545,-0.496090436624
ACH-000547,-0.045439754462699995
ACH-000548,-0.7654363359899999
ACH-000549,-0.31244808228300003
ACH-000550,-0.137742401674
ACH-000552,-0.503966959773
ACH-000556,-0.204431513202
ACH-000557,-0.34688888545999996
ACH-000570,-0.321824415455
ACH-000571,-0.358948713395
ACH-000573,-0.286539478791
ACH-000576,-0.719443776918
ACH-000580,-0.18954623692400002
ACH-000584,-0.223004816774
ACH-000585,-0.268305036022
ACH-000588,-0.769570065413
ACH-000589,-0.505223988491
ACH-000591,-0.225803227249
ACH-000593,-0.25052045520300004
ACH-000600,-0.828324156839
ACH-000601,-0.22456118856600002
ACH-000604,-0.46510121344300004
ACH-000605,-0.47092523481200005
ACH-000606,-0.809146604834
ACH-000608,-0.130295551548
ACH-000614,-0.141889487407
ACH-000616,-0.372090485765
ACH-000618,-0.484812153842
ACH-000619,-0.36737277789899997
ACH-000620,-0.23248114577
ACH-000621,-0.68221688544
ACH-000622,-0.457769265872
ACH-000623,-0.670062919243
ACH-000624,-0.166139514551
ACH-000627,-0.339038331832
ACH-000630,-0.5279436919730001
ACH-000632,-0.5538573713189999
ACH-000633,-0.53174866703
ACH-000637,-0.32651323796
ACH-000638,-0.50723884809
ACH-000646,-0.792029310469
ACH-000647,-0.646901901525
ACH-000648,-0.46335869052
ACH-000649,-0.7462318927089999
ACH-000651,-0.16358595880000001
ACH-000652,-0.40988836116800004
ACH-000653,-0.61238794416
ACH-000657,-0.373636078075
ACH-000658,-1.3975113850999998
ACH-000661,-0.5848050923929999
ACH-000662,-0.853260014852
ACH-000663,-0.673842975272
ACH-000665,-0.61730272888
ACH-000671,-0.610797067979
ACH-000673,-0.156748166399
ACH-000676,-0.398639429437
ACH-000677,-0.0657471690044
ACH-000681,-0.11238690820399999
ACH-000682,-0.35447960623400004
ACH-000683,-0.267949124609
ACH-000684,-0.502358108332
ACH-000688,-0.550775656438
ACH-000693,-0.376347724273
ACH-000694,-0.398745048058
ACH-000695,-0.197160790043
ACH-000696,-0.295509357272
ACH-000697,-0.567511401383
ACH-000699,-0.555566455401
ACH-000701,-0.0700099703292
ACH-000706,-0.353547349814
ACH-000711,-0.25653412733500003
ACH-000713,-0.403587294678
ACH-000714,-0.61608616948
ACH-000718,-0.8200233357510001
ACH-000720,-0.5625149460559999
ACH-000721,-0.306077635488
ACH-000724,-0.136651301706
ACH-000725,-0.796744619763
ACH-000732,-0.41487638367299995
ACH-000734,-0.41628568647200004
ACH-000735,-0.279942091159
ACH-000736,-0.6205102016480001
ACH-000738,-0.291898530403
ACH-000746,-0.20483917298300003
ACH-000747,0.0454727774431
ACH-000748,-0.48049430701000007
ACH-000753,-0.394752953824
ACH-000756,-0.636795361435
ACH-000757,-0.347766040901
ACH-000758,-0.231999889826
ACH-000760,-0.423232167086
ACH-000763,-1.11795060727
ACH-000764,-0.9975839090399999
ACH-000765,-0.348774776097
ACH-000766,-0.260762821293
ACH-000767,-0.528315877713
ACH-000768,-0.549728815758
ACH-000769,-0.33775697543000005
ACH-000770,-0.767870838773
ACH-000771,-0.597047012228
ACH-000773,-0.210888897695
ACH-000776,-0.367329022455
ACH-000777,-0.315292493222
ACH-000778,-0.7599351729289999
ACH-000781,-0.329933693513
ACH-000782,-0.782474171433
ACH-000783,-0.605330282929
ACH-000784,-0.442860231456
ACH-000785,-0.43242459253999993
ACH-000787,-0.522010427478
ACH-000788,-0.262740639317
ACH-000791,-0.23040196785
ACH-000792,-0.6861821978839999
ACH-000794,-0.326405582254
ACH-000796,-0.379828304314
ACH-000799,-0.476956610718
ACH-000800,-0.6608172484929999
ACH-000802,-0.45035443005099995
ACH-000804,-0.433323074763
ACH-000805,-0.425358215813
ACH-000809,-0.31583310590999997
ACH-000810,-0.835099277568
ACH-000811,-0.175679840641
ACH-000817,-0.49796109428400004
ACH-000819,-0.219808944861
ACH-000820,-0.8521492865629999
ACH-000821,-1.27016457596
ACH-000822,-0.7466367945899999
ACH-000823,-0.614063796997
ACH-000824,-0.198282979348
ACH-000827,-0.269253679529
ACH-000829,-0.564318164847
ACH-000831,-0.30742440089699996
ACH-000832,-0.39982163406800003
ACH-000833,-0.647156329782
ACH-000834,-0.677878988144
ACH-000835,-0.100016599063
ACH-000836,-0.47813520166100004
ACH-000837,-0.355568087878
ACH-000838,-1.6047885004499998
ACH-000839,-0.642926791186
ACH-000840,-0.722043046807
ACH-000841,-0.628906047425
ACH-000843,-0.387796000811
ACH-000846,-0.134387703059
ACH-000847,-0.524546209538
ACH-000848,-0.216723990705
ACH-000849,-0.394862321778
ACH-000851,-0.5448012337979999
ACH-000855,-0.212104290429
ACH-000856,0.0604736501279
ACH-000858,-0.5944095273619999
ACH-000859,-0.0400737292853
ACH-000861,-0.36929977967100003
ACH-000862,-0.145534126634
ACH-000865,-0.110916942224
ACH-000866,-0.20005703885
ACH-000867,-0.234810008307
ACH-000869,-0.548419556467
ACH-000872,-0.149839388893
ACH-000873,-0.310203465379
ACH-000876,-0.608911655428
ACH-000878,-0.42189667517499996
ACH-000880,0.0220785692207
ACH-000881,-0.5246370715290001
ACH-000882,-0.352640733027
ACH-000884,-0.331709452582
ACH-000885,-0.517977691478
ACH-000887,-0.43020447659100003
ACH-000888,-0.595768754403
ACH-000889,-0.646181853927
ACH-000890,-0.176120020229
ACH-000896,-0.12624884637
ACH-000898,-0.024510670407599997
ACH-000900,-0.528681036748
ACH-000901,-0.670453454828
ACH-000905,-0.271102981578
ACH-000906,-0.362823652421
ACH-000907,-0.549319864332
ACH-000910,-0.2484001686
ACH-000911,-0.205690482209
ACH-000912,-0.455796158099
ACH-000913,-0.587614155015
ACH-000915,-0.23760151887699998
ACH-000916,-0.34168961129500003
ACH-000917,-0.41625802629299996
ACH-000921,-0.306523307033
ACH-000924,-0.370545586409
ACH-000926,-0.140776732825
ACH-000928,-0.353243196982
ACH-000929,-0.43410672756000007
ACH-000932,-0.377725240841
ACH-000935,-0.5081218555789999
ACH-000936,-0.592522339177
ACH-000937,-0.444817206034
ACH-000938,-0.835229019408
ACH-000939,-0.490954804091
ACH-000941,-0.491252384299
ACH-000943,-0.355923915626
ACH-000946,-0.48009693758599997
ACH-000947,-0.234362028521
ACH-000948,-0.332692643543
ACH-000950,-0.45715083268
ACH-000953,-0.509921266363
ACH-000957,-0.426600882442
ACH-000958,-0.193082026932
ACH-000960,-0.576342885972
ACH-000963,-0.40416962261399997
ACH-000968,-0.415015594542
ACH-000969,-0.406183642502
ACH-000973,-0.18928248727400002
ACH-000974,-0.444387727649
ACH-000975,-0.430708626282
ACH-000976,-0.347803485221
ACH-000978,-0.792426122915
ACH-000980,-0.35700189151699996
ACH-000984,-0.18354194370000002
ACH-000986,-0.725218283387
ACH-000988,-0.9738690378270001
ACH-000993,-0.434619103124
ACH-000994,-0.17779765726
ACH-000996,-0.525340992154
ACH-001001,-0.315921332404
ACH-001020,-0.224724796596
ACH-001028,-0.179051579732
ACH-001031,-0.23232975268800002
ACH-001038,-0.287802545247
ACH-001048,-0.652882620785
ACH-001050,-0.361894360015
ACH-001053,-0.42195056042900003
ACH-001054,-0.36281870936399996
ACH-001061,-0.436756432059
ACH-001067,-0.321459777662
ACH-001075,-0.170049642247
ACH-001096,-0.316925523313
ACH-001128,-0.4401635325
ACH-001134,-0.800894619884
ACH-001151,-0.196595970785
ACH-001163,-0.451431698211
ACH-001164,-0.3142985224
ACH-001173,-0.121847723664
ACH-001183,-0.134965214172
ACH-001184,-0.0923881693062
ACH-001190,-0.292378472627
ACH-001192,-0.158030700923
ACH-001193,-0.521369463349
ACH-001196,-0.37840225700499996
ACH-001197,-0.224252773174
ACH-001205,-0.0774612268988
ACH-001211,-0.265924216025
ACH-001212,-0.138580773305
ACH-001228,0.0251850892717
ACH-001232,-0.711683891666
ACH-001239,-0.503025595166
ACH-001274,-0.543227456057
ACH-001275,-0.16753188319700002
ACH-001277,-0.34040818346900004
ACH-001278,-0.335125487729
ACH-001280,-0.292008477513
ACH-001283,-0.135842497532
ACH-001289,-0.505597323447
ACH-001295,-0.24228500824700003
ACH-001300,-0.42961511188999996
ACH-001301,-0.29873829723
ACH-001302,-0.24298892957899998
ACH-001303,-0.212318143438
ACH-001306,-0.36145388915700005
ACH-001318,-0.41190632282300005
ACH-001322,-0.293649538875
ACH-001328,-0.41642380630599996
ACH-001332,-0.256395914886
ACH-001333,-0.109534624196
ACH-001336,-0.357870445312
ACH-001340,-0.747714716297
ACH-001346,-0.265091930175
ACH-001353,-0.393560005053
ACH-001354,-0.572596079563
ACH-001367,-0.110510299673
ACH-001368,-0.32760709555399997
ACH-001374,0.09105034297180001
ACH-001375,-0.0732139707192
ACH-001377,-0.407045258104
ACH-001380,-0.470667991721
ACH-001391,-0.38447406987800004
ACH-001407,-0.5814665229020001
ACH-001408,-0.324949255735
ACH-001413,-0.7051958679520001
ACH-001430,-0.22673209206999997
ACH-001431,-0.311276994238
ACH-001450,-0.9497861104299999
ACH-001496,-0.175825713092
ACH-001500,-0.303830213318
ACH-001521,-0.226207128015
ACH-001523,-0.524338743722
ACH-001532,-0.401083534109
ACH-001536,-0.35364778799400004
ACH-001550,-0.438068657574
ACH-001552,-0.272694630005
ACH-001554,-0.490816715691
ACH-001645,-0.42454480252800003
ACH-001654,-0.17811460445099997
ACH-001715,-0.558817098918
ACH-001735,-0.665421165243
ACH-001736,-0.761871281901
ACH-001737,-0.767035544866
ACH-001740,-0.180154673818
ACH-001745,-0.20152801696699998
ACH-001750,-0.349301128393
ACH-001765,-0.270456158905
ACH-001956,-0.43474083709399997
ACH-001957,-0.515240178009
