,POLR2L (5441)
ACH-000160,-1.8422123002900002
ACH-000163,-2.0028935592200003
ACH-000167,-2.28843607679
ACH-000168,-1.7502849048599998
ACH-000169,-1.94236262908
ACH-000178,-2.0550565401400003
ACH-000182,-2.0713474804299996
ACH-000183,-2.13302938875
ACH-000188,-2.06630007466
ACH-000189,-1.9845705773299998
ACH-000190,-1.51301430371
ACH-000198,-2.1981218783400003
ACH-000204,-2.0314646031400003
ACH-000206,-2.07220069604
ACH-000207,-2.1610149804299996
ACH-000211,-1.8369437155000001
ACH-000215,-2.04171746523
ACH-000221,-2.0680943336400004
ACH-000222,-2.10372267867
ACH-000223,-2.0998298443
ACH-000226,-2.2718540761400003
ACH-000227,-2.29221508584
ACH-000228,-2.01307417244
ACH-000231,-1.74756659005
ACH-000232,-2.2081538481200003
ACH-000233,-2.41587739299
ACH-000234,-1.9251715742400002
ACH-000235,-2.20626921746
ACH-000237,-1.9212607826499999
ACH-000238,-2.07749856423
ACH-000243,-2.11936803021
ACH-000244,-1.99518284271
ACH-000246,-2.2084348233099997
ACH-000248,-2.0580384078400003
ACH-000250,-2.03555206218
ACH-000251,-1.9143426057799997
ACH-000253,-1.9814683046700001
ACH-000255,-1.77255250937
ACH-000256,-2.52166722833
ACH-000257,-2.1116745358
ACH-000258,-2.7343534357599997
ACH-000259,-2.49398259538
ACH-000260,-2.02959605934
ACH-000261,-2.0433137662400003
ACH-000262,-2.16826545631
ACH-000263,-1.9308786577700001
ACH-000264,-1.9874859375599998
ACH-000265,-2.1634278028200002
ACH-000266,-2.02952344102
ACH-000272,-2.04459993739
ACH-000273,-2.0229940254599996
ACH-000274,-2.00841006088
ACH-000277,-1.73126626813
ACH-000278,-2.30511322423
ACH-000279,-2.2001531086200004
ACH-000280,-2.2969981281400003
ACH-000281,-1.9232250584000001
ACH-000288,-1.9048350317299998
ACH-000291,-2.2368154115400003
ACH-000293,-2.6085749165400003
ACH-000294,-2.79172348454
ACH-000295,-1.95691302028
ACH-000296,-1.7693748011900001
ACH-000302,-2.27445902416
ACH-000304,-2.6739105391
ACH-000307,-2.17761132692
ACH-000308,-2.17179777277
ACH-000310,-2.50205074074
ACH-000311,-2.52082317746
ACH-000312,-1.9212358195400003
ACH-000315,-2.2962248739099995
ACH-000316,-2.08020408349
ACH-000317,-2.04234988324
ACH-000318,-2.08043912158
ACH-000319,-2.012690119
ACH-000320,-2.1156766240000002
ACH-000322,-1.95482222334
ACH-000323,-1.98258899339
ACH-000324,-2.16003667835
ACH-000329,-2.07053109745
ACH-000330,-1.98566380971
ACH-000331,-2.02351111237
ACH-000332,-2.07442930489
ACH-000334,-2.75858043025
ACH-000335,-1.8215965695299998
ACH-000336,-1.9740263913299998
ACH-000337,-2.11764618805
ACH-000339,-2.09007949247
ACH-000341,-1.9734939423599998
ACH-000348,-2.20641787563
ACH-000350,-2.5542960148800002
ACH-000352,-2.1745864104400003
ACH-000356,-2.3064338584
ACH-000361,-2.1176974068
ACH-000362,-2.3534739726
ACH-000363,-2.27889092197
ACH-000364,-1.9580972468200002
ACH-000365,-2.3923677587400003
ACH-000366,-2.2557112153
ACH-000368,-1.59243853884
ACH-000374,-2.0028285224599998
ACH-000375,-2.0339897215400002
ACH-000376,-2.0334336991999997
ACH-000381,-1.85228027469
ACH-000383,-2.25673850361
ACH-000387,-2.10004948509
ACH-000389,-1.6693354005
ACH-000390,-2.42410784717
ACH-000393,-2.12000900604
ACH-000395,-2.0598226225
ACH-000397,-1.8758994123400003
ACH-000401,-2.19041094447
ACH-000402,-2.1584914675799998
ACH-000403,-2.14986770757
ACH-000404,-2.32737591432
ACH-000406,-2.44353238325
ACH-000407,-2.0376922545400005
ACH-000408,-1.76939509265
ACH-000410,-1.9869761228
ACH-000411,-2.04192908326
ACH-000414,-2.4310646258900004
ACH-000415,-2.19112596835
ACH-000416,-1.9546414224400002
ACH-000420,-1.7786805492700002
ACH-000421,-2.1356942925499998
ACH-000424,-1.5989192616699999
ACH-000425,-2.0069242826400004
ACH-000426,-3.02883249452
ACH-000427,-2.02771356623
ACH-000433,-1.54960736688
ACH-000436,-1.93095916438
ACH-000444,-1.7768965629900002
ACH-000445,-1.63220744014
ACH-000448,-1.8906747857
ACH-000450,-1.6919422505200001
ACH-000452,-1.99150869745
ACH-000454,-2.0255031377200003
ACH-000458,-1.9631714220400003
ACH-000459,-2.2948202232
ACH-000460,-2.1671505465200003
ACH-000461,-2.19025980959
ACH-000463,-1.87820250363
ACH-000464,-1.94101359088
ACH-000466,-2.08862772478
ACH-000467,-1.91261405042
ACH-000468,-2.2125847488
ACH-000469,-2.0853725828400003
ACH-000470,-2.17006994215
ACH-000471,-1.91975880722
ACH-000472,-2.3512850903599998
ACH-000473,-2.5282006028
ACH-000475,-2.05297434942
ACH-000476,-2.0719611009200003
ACH-000477,-2.38181553026
ACH-000480,-2.02390515143
ACH-000481,-2.35307102762
ACH-000483,-2.24182780075
ACH-000484,-2.20075608929
ACH-000485,-1.91415882435
ACH-000486,-2.22204349344
ACH-000487,-2.1868870377
ACH-000488,-2.04909686732
ACH-000490,-1.96467920439
ACH-000491,-2.5835343596900002
ACH-000495,-1.8086172354700003
ACH-000496,-2.28710258455
ACH-000499,-2.00420038596
ACH-000500,-2.26992257038
ACH-000502,-2.0305324155
ACH-000503,-1.7756022813699999
ACH-000505,-2.21885936522
ACH-000507,-2.12546814321
ACH-000510,-2.08655454563
ACH-000511,-2.0571740619099996
ACH-000512,-1.6836705080599998
ACH-000516,-1.8217208485499998
ACH-000517,-2.1717733654400004
ACH-000518,-2.3767983288099996
ACH-000520,-2.20458178778
ACH-000521,-1.89394737534
ACH-000522,-1.98757407553
ACH-000524,-2.35800048974
ACH-000527,-2.17140544962
ACH-000528,-2.02376761163
ACH-000537,-1.93400468322
ACH-000541,-1.70251501646
ACH-000542,-1.9607803057
ACH-000544,-1.95496402282
ACH-000545,-1.63495136107
ACH-000547,-2.44471732124
ACH-000548,-1.89313548058
ACH-000549,-1.68917546917
ACH-000550,-2.1882519486099996
ACH-000552,-1.85705341069
ACH-000556,-2.060563663
ACH-000557,-2.6966267686000003
ACH-000570,-2.0363831632599996
ACH-000571,-2.4221170448500002
ACH-000573,-2.03392670096
ACH-000576,-2.17790492143
ACH-000580,-1.8330130354700003
ACH-000584,-2.27824892908
ACH-000585,-2.19173337306
ACH-000588,-1.8936817373900001
ACH-000589,-1.9726494996200001
ACH-000591,-2.04734854289
ACH-000593,-1.76248644745
ACH-000600,-2.1909807905000003
ACH-000601,-2.1136114079099997
ACH-000604,-1.95677856078
ACH-000605,-2.00082562368
ACH-000606,-1.7996900782599998
ACH-000608,-2.6047575992299996
ACH-000614,-2.04420575354
ACH-000616,-1.97429585103
ACH-000618,-2.03520266218
ACH-000619,-2.0422022475
ACH-000620,-1.9045324420099998
ACH-000621,-2.14383927357
ACH-000622,-2.24079413802
ACH-000623,-1.7145680973299997
ACH-000624,-2.2221490566099997
ACH-000627,-1.76224931157
ACH-000630,-1.8859810629700002
ACH-000632,-2.23562188463
ACH-000633,-2.44420430158
ACH-000637,-2.0634755945
ACH-000638,-2.06676063452
ACH-000646,-1.7393777025900001
ACH-000647,-2.11422699569
ACH-000648,-2.25684001314
ACH-000649,-2.17632037535
ACH-000651,-2.19878399668
ACH-000652,-2.2001922497099997
ACH-000653,-2.2608408393599997
ACH-000657,-2.13411437962
ACH-000658,-2.49635236601
ACH-000661,-2.34136724929
ACH-000662,-2.23079478654
ACH-000663,-2.10758774905
ACH-000665,-1.7700659504299998
ACH-000671,-2.12220736035
ACH-000673,-1.78637088377
ACH-000676,-1.8660308854400003
ACH-000677,-2.4387657422699998
ACH-000681,-2.35234383884
ACH-000682,-1.8835460822799999
ACH-000683,-2.27331291441
ACH-000684,-2.0589775930400003
ACH-000688,-2.09100092307
ACH-000693,-2.0098157477000003
ACH-000694,-1.9487692619599999
ACH-000695,-1.8406822551099997
ACH-000696,-2.01842848653
ACH-000697,-1.7981987035900002
ACH-000699,-2.6715914892500003
ACH-000701,-2.16887818222
ACH-000706,-2.0406064502700003
ACH-000711,-2.14993937178
ACH-000713,-1.90672083847
ACH-000714,-2.10914770558
ACH-000718,-2.23275431238
ACH-000720,-1.9602165394599997
ACH-000721,-1.9325249480000002
ACH-000724,-3.4280724379
ACH-000725,-2.49383767617
ACH-000732,-1.8065002451700003
ACH-000734,-2.19482013472
ACH-000735,-1.72987687645
ACH-000736,-2.1855544567500003
ACH-000738,-2.10204918746
ACH-000746,-2.3283010720400004
ACH-000747,-2.03736566398
ACH-000748,-1.87392368414
ACH-000753,-2.2205303267299996
ACH-000756,-2.0199198327000003
ACH-000757,-2.04925471382
ACH-000758,-1.93584012523
ACH-000760,-1.94481513088
ACH-000763,-2.49750990341
ACH-000764,-1.6304039537700001
ACH-000765,-1.95240893691
ACH-000766,-2.10885291951
ACH-000767,-2.1118977333099997
ACH-000768,-2.00917989115
ACH-000769,-2.10059159518
ACH-000770,-2.19678229301
ACH-000771,-2.16218027551
ACH-000773,-2.27348668802
ACH-000776,-1.8688260544400002
ACH-000777,-1.97230540743
ACH-000778,-2.62263157097
ACH-000781,-2.2200022032700004
ACH-000782,-1.97014583295
ACH-000783,-2.07193375679
ACH-000784,-2.2428088767
ACH-000785,-2.43003732444
ACH-000787,-2.16414240712
ACH-000788,-2.07381300759
ACH-000791,-2.0145285406799998
ACH-000792,-2.44635986722
ACH-000794,-1.91140488575
ACH-000796,-2.20417403973
ACH-000799,-1.7600611716799999
ACH-000800,-2.1223457465099997
ACH-000802,-2.1070147920099997
ACH-000804,-2.46079096275
ACH-000805,-1.88968928787
ACH-000809,-2.0802500107900004
ACH-000810,-2.0815786102000002
ACH-000811,-1.9412891781200001
ACH-000817,-2.15240614363
ACH-000819,-1.9513587125
ACH-000820,-1.6331449775600002
ACH-000821,-2.3633960116900004
ACH-000822,-2.14747990528
ACH-000823,-2.12953611622
ACH-000824,-2.4944709251400004
ACH-000827,-1.95618344557
ACH-000829,-2.3085987709799998
ACH-000831,-2.1718994732
ACH-000832,-1.9674936873099997
ACH-000833,-2.06013898285
ACH-000834,-2.4173879815599997
ACH-000835,-1.8857270609999999
ACH-000836,-1.69798387164
ACH-000837,-2.10382327322
ACH-000838,-2.70788315644
ACH-000839,-1.9188370433900002
ACH-000840,-2.1385573491599996
ACH-000841,-2.26767649986
ACH-000843,-2.49807320897
ACH-000846,-1.94034110938
ACH-000847,-1.9129797506
ACH-000848,-1.9913181989900002
ACH-000849,-2.1417945175
ACH-000851,-1.9797904030000002
ACH-000855,-1.92951882733
ACH-000856,-2.22233303029
ACH-000858,-1.72813029475
ACH-000859,-1.81788480754
ACH-000861,-2.24025208629
ACH-000862,-2.2263683469
ACH-000865,-2.08155830274
ACH-000866,-2.06596581893
ACH-000867,-2.36181326138
ACH-000869,-2.1785274422
ACH-000872,-2.12845964051
ACH-000873,-2.41392177059
ACH-000876,-2.26763456076
ACH-000878,-1.6888547556
ACH-000880,-2.2378684570400003
ACH-000881,-2.2156799512900003
ACH-000882,-1.95794999866
ACH-000884,-1.94809980599
ACH-000885,-1.98041341506
ACH-000887,-1.88418513687
ACH-000888,-2.12137304804
ACH-000889,-2.3623525498299998
ACH-000890,-1.92216318692
ACH-000896,-1.9356363125799998
ACH-000898,-2.13557942271
ACH-000900,-2.32316248738
ACH-000901,-2.3842272281
ACH-000905,-2.06164991395
ACH-000906,-2.0418484177700003
ACH-000907,-1.67912304618
ACH-000910,-2.25357349742
ACH-000911,-1.9587410712400002
ACH-000912,-1.8435855555400003
ACH-000913,-2.1044436061300003
ACH-000915,-1.99225904758
ACH-000916,-1.63432024874
ACH-000917,-1.8533417859
ACH-000921,-1.7686109576599998
ACH-000924,-1.86306203246
ACH-000926,-2.49123917996
ACH-000928,-1.8637318611099998
ACH-000929,-2.25506099378
ACH-000932,-2.12983413149
ACH-000935,-2.0038042740099997
ACH-000936,-2.1188264548599998
ACH-000937,-2.5685104795099996
ACH-000938,-2.5886058638900002
ACH-000939,-2.1849265816
ACH-000941,-2.04963207867
ACH-000943,-2.19081439021
ACH-000946,-2.17811216192
ACH-000947,-2.3103185130200004
ACH-000948,-2.05715055964
ACH-000950,-1.90595481621
ACH-000953,-2.4718672195099995
ACH-000957,-1.62775252434
ACH-000958,-2.21249321778
ACH-000960,-2.56302826548
ACH-000963,-2.06386857195
ACH-000968,-2.0071878862
ACH-000969,-2.27857091042
ACH-000973,-1.94511913991
ACH-000974,-1.83551363026
ACH-000975,-1.83480648962
ACH-000976,-1.95653215373
ACH-000978,-2.44114124038
ACH-000980,-2.31597750256
ACH-000984,-2.05969317358
ACH-000986,-2.05387648467
ACH-000988,-2.25166318935
ACH-000993,-2.10209200042
ACH-000994,-2.50400816857
ACH-000996,-1.9876722340900002
ACH-001001,-2.0989739984
ACH-001020,-1.8406948617400003
ACH-001028,-2.1485489289
ACH-001031,-2.1751097511200004
ACH-001038,-2.21025783479
ACH-001048,-1.9483545617400002
ACH-001050,-2.04477898219
ACH-001053,-2.16880881175
ACH-001054,-1.9142650325400001
ACH-001061,-1.9200491557700001
ACH-001067,-2.01187399372
ACH-001075,-1.89847742022
ACH-001096,-2.14317349339
ACH-001128,-1.41156253097
ACH-001134,-2.28002848405
ACH-001151,-2.0113405868000003
ACH-001163,-2.1859349542
ACH-001164,-1.71269586402
ACH-001173,-2.16461168103
ACH-001183,-2.48096484723
ACH-001184,-2.2897484620599995
ACH-001190,-1.7126662274200002
ACH-001192,-1.7778767057799998
ACH-001193,-2.44293808812
ACH-001196,-1.9929465494
ACH-001197,-2.3189279101099998
ACH-001205,-1.90240142181
ACH-001211,-1.5416759795500001
ACH-001212,-1.4018198378600002
ACH-001228,-2.4147580990099997
ACH-001232,-1.96484386534
ACH-001239,-1.9458437557900004
ACH-001274,-1.97116953072
ACH-001275,-1.85194610417
ACH-001277,-2.05455686785
ACH-001278,-2.2977477054900004
ACH-001280,-2.38296501066
ACH-001283,-2.01651942606
ACH-001289,-2.12265496131
ACH-001295,-2.42205741737
ACH-001300,-2.41921909511
ACH-001301,-2.05758932622
ACH-001302,-2.24959765972
ACH-001303,-2.28037211653
ACH-001306,-1.6898249300100001
ACH-001318,-2.17985837055
ACH-001322,-1.8058320536599999
ACH-001328,-1.90001328411
ACH-001332,-1.71646745053
ACH-001333,-2.11243611195
ACH-001336,-1.9338231870599998
ACH-001340,-2.0036060974
ACH-001346,-2.13442582286
ACH-001353,-1.8407441633000001
ACH-001354,-2.70816484735
ACH-001367,-2.45350594598
ACH-001368,-2.23824898398
ACH-001374,-2.23728372427
ACH-001375,-1.7882565083200002
ACH-001377,-2.21290960009
ACH-001380,-1.84420849425
ACH-001391,-2.07439229049
ACH-001407,-2.10349896955
ACH-001408,-2.63971977467
ACH-001413,-1.76424390539
ACH-001430,-1.92057993404
ACH-001431,-1.9569328940000001
ACH-001450,-1.68297184225
ACH-001496,-1.94541981245
ACH-001500,-1.73986373444
ACH-001521,-2.62731574116
ACH-001523,-1.80178441618
ACH-001532,-2.19874647027
ACH-001536,-2.12965087822
ACH-001550,-1.78752080138
ACH-001552,-1.8654667569
ACH-001554,-2.05399636913
ACH-001645,-2.06962094119
ACH-001654,-2.30778465285
ACH-001715,-1.53672425218
ACH-001735,-2.3437940439099996
ACH-001736,-2.42882436018
ACH-001737,-2.53833577199
ACH-001740,-2.2623242074700003
ACH-001745,-2.19101511059
ACH-001750,-1.91689176437
ACH-001765,-2.10951002531
ACH-001956,-2.11327734187
ACH-001957,-1.72235843458
