,NSFL1C (55968)
ACH-000472,-0.372431502421
ACH-000473,-0.30194452078
ACH-000475,-0.252276403781
ACH-000476,-0.12058920875
ACH-000477,-0.248727832729
ACH-000480,-0.0873002848303
ACH-000481,-0.18686050383299999
ACH-000483,-0.392850687763
ACH-000484,-0.478443284741
ACH-000485,-0.166798476336
ACH-000486,-0.248904457833
ACH-000487,-0.38160911941799996
ACH-000488,-0.2564623198
ACH-000490,-0.35892706374899996
ACH-000491,-0.513629596834
ACH-000495,-0.266322405354
ACH-000496,-0.279388036802
ACH-000499,-0.0459872943592
ACH-000500,0.11051267283800001
ACH-000502,-0.0595175497468
ACH-000503,-0.242493104699
ACH-000505,-0.371830594789
ACH-000507,-0.0038597231230700006
ACH-000510,-0.24384521419500002
ACH-000511,-0.314181894841
ACH-000512,-0.260269061619
ACH-000516,-0.5805545911710001
ACH-000517,-0.285608193353
ACH-000518,-0.259736493134
ACH-000520,-0.16568754705299998
ACH-000521,-0.478636271378
ACH-000522,-0.223212381214
ACH-000524,-0.29138898301399996
ACH-000527,-0.337024740998
ACH-000528,-0.221436038712
ACH-000537,-0.0630693766129
ACH-000541,-0.44158152361
ACH-000542,-0.172983468548
ACH-000544,-0.0352970735975
ACH-000545,-0.150135478717
ACH-000547,-0.150427500661
ACH-000548,-0.327413528679
ACH-000549,-0.376469299807
ACH-000550,-0.365760434963
ACH-000552,-0.21400276204799998
ACH-000556,-0.17157080703400002
ACH-000557,-0.49388712633000004
ACH-000570,-0.08312674393330001
ACH-000571,-0.32798024850900004
ACH-000573,-0.221674183031
ACH-000576,-0.43868946486500005
ACH-000580,-0.25026652208
ACH-000584,-0.158627765494
ACH-000585,-0.0971584526564
ACH-000588,-0.285376045036
ACH-000589,-0.29638123218
ACH-000591,-0.22512565145
ACH-000593,-0.176173800386
ACH-000600,-0.0788003942258
ACH-000601,-0.165499609394
ACH-000604,-0.16884371487100003
ACH-000605,-0.13284705497500002
ACH-000606,-0.268532278822
ACH-000608,-0.108318196717
ACH-000614,-0.469566127866
ACH-000616,-0.35151480059600004
ACH-000618,-0.248503919622
ACH-000619,-0.077616602872
ACH-000620,-0.169780579816
ACH-000621,-0.244184870231
ACH-000622,-0.231455681892
ACH-000623,-0.101441015732
ACH-000624,-0.28488567427
ACH-000627,-0.36149295761699995
ACH-000630,-0.077650634761
ACH-000632,-0.294191668612
ACH-000633,0.0202561510552
ACH-000637,-0.104102408857
ACH-000638,-0.14556705676200002
ACH-000646,-0.312951767348
ACH-000647,-0.143399588324
ACH-000648,-0.344544920378
ACH-000649,-0.233639437764
ACH-000651,-0.163453829953
ACH-000652,-0.303683373173
ACH-000653,-0.33009431094
ACH-000657,-0.268228628769
ACH-000658,-0.125579704212
ACH-000661,-0.575558602475
ACH-000662,-0.520292405876
ACH-000663,-0.15546445379
ACH-000665,-0.148466434539
ACH-000671,-0.349749216083
ACH-000673,-0.21511992690600001
ACH-000676,-0.08386478976049999
ACH-000677,-0.24265365534400002
ACH-000681,-0.07299711945189999
ACH-000682,-0.264159157641
ACH-000683,-0.0536433952112
ACH-000684,-0.330552983779
ACH-000688,-0.405133498508
ACH-000693,-0.0145340287429
ACH-000694,-0.231474611454
ACH-000695,-0.277319329967
ACH-000696,-0.34919016511999995
ACH-000697,-0.333516680728
ACH-000699,-0.441295701042
ACH-000701,-0.0627670214727
ACH-000706,-0.101516583914
ACH-000711,-0.20978194404699999
ACH-000713,-0.263613647793
ACH-000714,-0.364940069537
ACH-000718,-0.25756504335700003
ACH-000720,-0.282701367236
ACH-000721,-0.224266462159
ACH-000724,-0.354820965409
ACH-000725,-0.17426528116099999
ACH-000732,-0.279719566007
ACH-000734,-0.020613546437799998
ACH-000735,-0.0286692338755
ACH-000736,-0.231272207249
ACH-000738,-0.143144676211
ACH-000746,-0.18463565045699998
ACH-000747,-0.39084597378200003
ACH-000748,-0.13185144769999999
ACH-000753,-0.33569314026600006
ACH-000756,-0.33536409980500004
ACH-000757,-0.051892331003300006
ACH-000758,-0.367791247566
ACH-000760,-0.21687077599500001
ACH-000763,-0.6294314517790001
ACH-000764,-0.301206133012
ACH-000765,-0.18725976139199998
ACH-000766,-0.157361868035
ACH-000767,-0.396433972745
ACH-000768,-0.22568766764800002
ACH-000769,-0.15164325812100002
ACH-000770,-0.158127202064
ACH-000771,-0.306428535811
ACH-000773,-0.372471227639
ACH-000776,-0.132594714265
ACH-000777,-0.258205409094
ACH-000778,-0.08995283694289999
ACH-000781,-0.145940262993
ACH-000782,-0.232918006278
ACH-000783,-0.21194396902600002
ACH-000784,-0.0838466100082
ACH-000785,-0.34057870439800003
ACH-000787,-0.136842862608
ACH-000788,-0.31270064217099997
ACH-000791,-0.13389059605599998
ACH-000792,-0.21860056695799998
ACH-000794,-0.143373520422
ACH-000796,-0.10422271222200001
ACH-000799,-0.204365250946
ACH-000800,-0.0665736811735
ACH-000802,-0.0229761785233
ACH-000804,0.0847120104495
ACH-000805,-0.397469437107
ACH-000809,-0.18323709854800002
ACH-000810,-0.421998025309
ACH-000811,-0.255255749793
ACH-000817,-0.34972360852799994
ACH-000819,-0.207684381936
ACH-000820,-0.0189679527275
ACH-000821,-0.0659749898323
ACH-000822,-0.495406738719
ACH-000823,-0.175585743947
ACH-000824,-0.146750474366
ACH-000827,-0.446752952192
ACH-000829,-0.301098959728
ACH-000831,-0.049494162865399996
ACH-000832,-0.22191922896
ACH-000833,-0.0820531866523
ACH-000834,-0.195351127499
ACH-000835,-0.173088222056
ACH-000836,-0.26075679102
ACH-000837,-0.309931880324
ACH-000838,-0.268020573333
ACH-000839,-0.266282369402
ACH-000840,-0.138470396226
ACH-000841,-0.122487581181
ACH-000843,-0.044248391557400006
ACH-000846,-0.289966681069
ACH-000847,-0.38790862852200003
ACH-000848,-0.0299087237215
ACH-000849,-0.233273825416
ACH-000851,-0.17151944315099998
ACH-000855,-0.13215551875999998
ACH-000856,-0.100967275078
ACH-000858,-0.16132655898499998
ACH-000859,-0.361664262049
ACH-000861,-0.26229143382
ACH-000862,-0.257235344952
ACH-000865,-0.037447104918999996
ACH-000866,-0.046477184252399995
ACH-000867,-0.21942774363
ACH-000869,-0.159178365481
ACH-000872,0.12965741827299998
ACH-000873,-0.40930252091700003
ACH-000876,-0.347485349428
ACH-000878,0.0302164380606
ACH-000880,-0.199579861127
ACH-000881,-0.343083878217
ACH-000882,-0.120080595888
ACH-000884,-0.285948251828
ACH-000885,-0.23300764776500002
ACH-000887,-0.053348278343599995
ACH-000888,-0.316088688615
ACH-000889,-0.258073303257
ACH-000890,0.010197242293100001
ACH-000896,0.0858227178507
ACH-000898,-0.22889540859000002
ACH-000900,-0.212594339789
ACH-000901,-0.222687981295
ACH-000905,-0.239525858675
ACH-000906,-0.18855123808600002
ACH-000907,0.104325484965
ACH-000910,-0.179485634706
ACH-000911,-0.0652165465855
ACH-000912,-0.23536527021899997
ACH-000913,-0.326529765157
ACH-000915,-0.340090121403
ACH-000916,-0.191461024814
ACH-000917,-0.177889577792
ACH-000921,-0.18919420809
ACH-000924,0.011692625245299999
ACH-000926,-0.08477628024730001
ACH-000928,-0.0995760953182
ACH-000929,-0.0847591593621
ACH-000932,-0.275996116659
ACH-000935,-0.287300054783
ACH-000936,-0.15567177774
ACH-000937,-0.116964759343
ACH-000938,-0.250281753235
ACH-000939,-0.435727477727
ACH-000941,-0.18411270715999997
ACH-000943,-0.11643442947100001
ACH-000946,-0.164491596701
ACH-000947,-0.334519060649
ACH-000948,-0.214547110718
ACH-000950,-0.309163373536
ACH-000953,-0.037675991764300004
ACH-000957,-0.287960017003
ACH-000958,-0.164922733755
ACH-000960,-0.09934052113289998
ACH-000963,-0.143100608077
ACH-000968,-0.14151218473
ACH-000969,-0.28204975139000005
ACH-000973,-0.292720372783
ACH-000974,-0.23870277432300002
ACH-000975,-0.043439909002300006
ACH-000976,-0.36852497446599997
ACH-000978,0.125893050907
ACH-000980,-0.012207714138400001
ACH-000984,-0.18302176589000002
ACH-000986,-0.4546809965
ACH-000988,-0.33481505540999995
ACH-000993,-0.293058119395
ACH-000994,-0.157315746293
ACH-000996,-0.256017143768
ACH-001001,-0.190103608383
ACH-001020,-0.159124962141
ACH-001028,-0.0573982832252
ACH-001031,-0.09588308572030001
ACH-001038,-0.147188989032
ACH-001048,-0.28471303204
ACH-001050,-0.192207114133
ACH-001053,-0.237064981894
ACH-001054,-0.10345432173800001
ACH-001061,-0.271307388079
ACH-001067,-0.19407348155999998
ACH-001075,-0.132597482724
ACH-001096,-0.08577048154519999
ACH-001128,-0.451651027916
ACH-001134,-0.187811499394
ACH-001151,-0.031963450714599995
ACH-001163,-0.26605178909899996
ACH-001164,-0.26596476112399997
ACH-001173,-0.180424678251
ACH-001183,-0.210791988395
ACH-001184,-0.164320984295
ACH-001190,-0.087171663421
ACH-001192,-0.0568945466422
ACH-001193,-0.253116764608
ACH-001196,-0.314842453968
ACH-001197,-0.21085505956099998
ACH-001205,-0.18897045508299998
ACH-001211,-0.023450809956799996
ACH-001212,-0.239783346989
ACH-001228,-0.295701472779
ACH-001232,-0.430610522853
ACH-001239,-0.231006344134
ACH-001274,-0.033904151016299997
ACH-001275,-0.24242344652399997
ACH-001277,-0.32425975916600003
ACH-001278,0.0582408909364
ACH-001280,-0.444723379554
ACH-001283,-0.0334736952018
ACH-001289,-0.08586002747189998
ACH-001295,-0.12021754292199999
ACH-001300,0.07817036991449999
ACH-001301,-0.209457006389
ACH-001302,-0.0042901398662600005
ACH-001303,-0.0799142869114
ACH-001306,-0.17709007820300002
ACH-001318,-0.0263848691869
ACH-001322,-0.607240974454
ACH-001328,-0.257790070873
ACH-001332,0.027292753111200004
ACH-001333,-0.21668901004500002
ACH-001336,-0.18974958266300002
ACH-001340,-0.389418747484
ACH-001346,-0.0909225353201
ACH-001353,-0.322534325038
ACH-001354,-0.33443793247
ACH-001367,0.148234159871
ACH-001368,-0.114466041064
ACH-001374,-0.446494106369
ACH-001375,-0.225026141362
ACH-001377,-0.042822530982
ACH-001380,-0.239103012609
ACH-001391,-0.500968377878
ACH-001407,0.059190568163
ACH-001408,-0.13057377634
ACH-001413,-0.42456948854099996
ACH-001430,-0.473688309263
ACH-001431,-0.186032426453
ACH-001450,-0.156650042515
ACH-001496,-0.203811389446
ACH-001500,-0.0711395572251
ACH-001521,-0.326019686327
ACH-001523,-0.316365543137
ACH-001532,-0.21566373905699998
ACH-001536,-0.308033296769
ACH-001550,-0.142628759124
ACH-001552,-0.355181571734
ACH-001554,-0.190414861627
ACH-001645,-0.248125999214
ACH-001654,-0.133460893657
ACH-001715,-0.221742470222
ACH-001735,-0.269753455216
ACH-001736,-0.0919899433935
ACH-001737,-0.131222744813
ACH-001740,-0.22546000638
ACH-001745,-0.124904213871
ACH-001750,-0.272614227358
ACH-001765,0.140665995866
ACH-001956,-0.160235598777
ACH-001957,-0.14992038424
