,RSPH10B2 (728194)
ACH-000320,-0.0842740269029
ACH-000322,-0.220222968985
ACH-000323,-0.17802617949400001
ACH-000324,-0.408146659396
ACH-000329,-0.42009531846299997
ACH-000330,-0.253540793031
ACH-000331,-0.335857088097
ACH-000332,-0.275061234892
ACH-000334,-0.760859405028
ACH-000335,-0.0219214794207
ACH-000336,-0.130204516198
ACH-000337,-0.33854279853299996
ACH-000339,-0.229492228519
ACH-000341,-0.19392851019699997
ACH-000348,-0.196420046944
ACH-000350,-0.449868618018
ACH-000352,-0.369208910529
ACH-000356,-0.2038408693
ACH-000361,-0.533210000782
ACH-000362,-0.228511523182
ACH-000363,-0.278411784474
ACH-000364,-0.564098925207
ACH-000365,-0.623195568507
ACH-000366,-0.286865460377
ACH-000368,-0.19031895644299998
ACH-000374,-0.23797841956399998
ACH-000375,-0.297284065143
ACH-000376,-0.380214076633
ACH-000381,-0.372673470868
ACH-000383,-0.443212098917
ACH-000387,-0.150113887097
ACH-000389,-0.7146228958249999
ACH-000390,-0.185623944229
ACH-000393,-0.166821841227
ACH-000395,-0.637549485075
ACH-000397,-0.24081620686900002
ACH-000401,-0.162569835305
ACH-000402,-0.137899619429
ACH-000403,-0.357292940428
ACH-000404,-0.344367599419
ACH-000406,-0.375479715498
ACH-000407,-0.12062406000800001
ACH-000408,-0.243029399487
ACH-000410,-0.17965354689899998
ACH-000411,-0.438139232073
ACH-000414,-0.34501263409599997
ACH-000415,-0.302930682565
ACH-000416,-0.259920687815
ACH-000420,-0.330662739108
ACH-000421,-0.349762803281
ACH-000424,-0.326305987751
ACH-000425,-0.435754767963
ACH-000426,-0.384970826898
ACH-000427,-0.201597577236
ACH-000433,-0.22746999323199998
ACH-000436,-0.345844246449
ACH-000444,-0.282362178814
ACH-000445,-0.163493854899
ACH-000448,-0.43231166670000004
ACH-000450,-0.367125916404
ACH-000452,-0.36996267184799997
ACH-000454,-0.331247589076
ACH-000458,-0.271833520932
ACH-000459,-0.14168852559800002
ACH-000460,-0.15273145985
ACH-000461,-0.25840838669
ACH-000463,-0.136188459744
ACH-000464,-0.618464526808
ACH-000466,-0.508926525812
ACH-000467,-0.253886539157
ACH-000468,-0.33797705088200003
ACH-000469,-0.24187839543499998
ACH-000470,-0.424091435898
ACH-000471,-0.263768794039
ACH-000472,-0.341674035787
ACH-000473,-0.13887564902799998
ACH-000475,-0.273365804844
ACH-000476,-0.33259294683699997
ACH-000477,-0.389893677268
ACH-000480,-0.165160273614
ACH-000481,-0.456967090953
ACH-000483,-0.16820221096000001
ACH-000484,-0.287525529544
ACH-000485,-0.315122928002
ACH-000486,-0.19872264430199998
ACH-000487,-0.35426092792499997
ACH-000488,-0.166683128828
ACH-000490,-0.24406368479899998
ACH-000491,-0.354171444572
ACH-000495,-0.0478897801911
ACH-000496,-0.34205636391500005
ACH-000499,-0.311758155001
ACH-000500,-0.7503299990379999
ACH-000502,-0.345723396058
ACH-000503,-0.43159194755099994
ACH-000505,-0.232552775016
ACH-000507,-0.22689569024700001
ACH-000510,-0.29700856645999996
ACH-000511,-0.301525475258
ACH-000512,-0.103940265381
ACH-000516,-0.37044442836999997
ACH-000517,-0.137765093707
ACH-000518,-0.534390675999
ACH-000520,-0.33219852193599997
ACH-000521,-0.356395420334
ACH-000522,-0.333287906835
ACH-000524,-0.2227523665
ACH-000527,-0.239395773489
ACH-000528,-0.20424838976799997
ACH-000537,-0.232913967339
ACH-000541,-0.133025489729
ACH-000542,-0.27694992114
ACH-000544,-0.39361781342
ACH-000545,-0.541226826107
ACH-000547,-0.235280874594
ACH-000548,-0.35701650642899996
ACH-000549,-0.33695887415
ACH-000550,-0.352694827832
ACH-000552,-0.37079247279
ACH-000556,-0.241874945108
ACH-000557,-0.335441073433
ACH-000570,-0.281983724558
ACH-000571,-0.43132407721999994
ACH-000573,-0.295301061817
ACH-000576,-0.0839373862394
ACH-000580,-0.3360932189
ACH-000584,-0.271061657044
ACH-000585,-0.325658155495
ACH-000588,-0.34056725340300004
ACH-000589,-0.244929383911
ACH-000591,-0.316912113953
ACH-000593,-0.27518185897799996
ACH-000600,-0.45694231039300004
ACH-000601,-0.390021910328
ACH-000604,-0.14719471923
ACH-000605,-0.353522454304
ACH-000606,-0.394606982431
ACH-000608,-0.29425887200999995
ACH-000614,-0.578523296727
ACH-000616,-0.228049803099
ACH-000618,-0.35758888957199997
ACH-000619,-0.277182803553
ACH-000620,-0.35498875784199996
ACH-000621,-0.6864571589820001
ACH-000622,-0.41170285202600004
ACH-000623,-0.0830476092297
ACH-000624,-0.113471562153
ACH-000627,-0.33954242613700003
ACH-000630,-0.19861158990699998
ACH-000632,-0.326447616254
ACH-000633,-0.197240864458
ACH-000637,-0.24430793605999998
ACH-000638,-0.061240351605
ACH-000646,-0.20116191252500001
ACH-000647,0.00511776971792
ACH-000648,-0.297430445652
ACH-000649,-0.35132094254699997
ACH-000651,-0.398333265458
ACH-000652,-0.533282389092
ACH-000653,-0.50614746659
ACH-000657,-0.20176429278400002
ACH-000658,-0.22125104627099998
ACH-000661,-0.305089019977
ACH-000662,-0.582651414506
ACH-000663,-0.232927003992
ACH-000665,-0.200382076029
ACH-000671,-0.159885130858
ACH-000673,-0.429534531373
ACH-000676,-0.390033496049
ACH-000677,-0.18554086304499998
ACH-000681,-0.31541455847
ACH-000682,-0.291902111054
ACH-000683,-0.213166970291
ACH-000684,-0.45383453709
ACH-000688,-0.35691321939099996
ACH-000693,-0.162061603651
ACH-000694,-0.256099533228
ACH-000695,-0.334176716488
ACH-000696,-0.253824539282
ACH-000697,-0.0965629962262
ACH-000699,-0.236143926408
ACH-000701,-0.141904359881
ACH-000706,-0.208629597379
ACH-000711,-0.341320061093
ACH-000713,-0.672244674613
ACH-000714,-0.280563787875
ACH-000718,-0.44663047343199996
ACH-000720,-0.335289492245
ACH-000721,-0.37354047080499997
ACH-000724,-0.334434365286
ACH-000725,-0.150923965545
ACH-000732,-0.32779641424600003
ACH-000734,-0.202744931299
ACH-000735,-0.312928079683
ACH-000736,-0.35461481337300005
ACH-000738,-0.19336284952399999
ACH-000746,-0.0697439618881
ACH-000747,-0.274204786623
ACH-000748,-0.355146027412
ACH-000753,-0.290088101403
ACH-000756,-0.262139585776
ACH-000757,-0.14178725486500002
ACH-000758,-0.162254137449
ACH-000760,-0.127124655723
ACH-000763,-0.18071743269999999
ACH-000764,-0.11073834846899999
ACH-000765,-0.142283882475
ACH-000766,-0.441544309349
ACH-000767,-0.00293960836884
ACH-000768,-0.38010803469899995
ACH-000769,-0.0777415778388
ACH-000770,-0.19814327559
ACH-000771,-0.394102556038
ACH-000773,-0.385845534655
ACH-000776,-0.36952388148299997
ACH-000777,-0.0896759792747
ACH-000778,-0.314231199377
ACH-000781,-0.408622662733
ACH-000782,-0.13670971590999997
ACH-000783,-0.577970659929
ACH-000784,-0.166780219567
ACH-000785,-0.38052985433700004
ACH-000787,-0.291922983651
ACH-000788,-0.16940841099
ACH-000791,-0.164018065975
ACH-000792,-0.144574670444
ACH-000794,-0.468686063767
ACH-000796,-0.35423590082199996
ACH-000799,-0.285666072172
ACH-000800,-0.508324925977
ACH-000802,-0.293622412718
ACH-000804,-0.140004936874
ACH-000805,-0.336484636571
ACH-000809,-0.31650018948499997
ACH-000810,-0.41891058228
ACH-000811,-0.631005692391
ACH-000817,-0.20953798029399998
ACH-000819,-0.300120484567
ACH-000820,-0.24260598177099998
ACH-000821,-0.19462735539599998
ACH-000822,-0.21439304849100002
ACH-000823,-0.245347964951
ACH-000824,-0.388142797619
ACH-000827,-0.09767699830389999
ACH-000829,-0.296554892304
ACH-000831,-0.191732223642
ACH-000832,-0.178743523762
ACH-000833,-0.43510279363999993
ACH-000834,-0.358693124478
ACH-000835,-0.247975023415
ACH-000836,-0.348029589295
ACH-000837,-0.197553959261
ACH-000838,-0.163211640501
ACH-000839,-0.31568677684700003
ACH-000840,-0.160850648557
ACH-000841,-0.375045430697
ACH-000843,-0.181344451375
ACH-000846,-0.300945507846
ACH-000847,-0.0949892398249
ACH-000848,-0.247720074798
ACH-000849,-0.21513321071999997
ACH-000851,-0.19558348071400003
ACH-000855,-0.278766501498
ACH-000856,-0.463797385171
ACH-000858,-0.22096754914
ACH-000859,-0.08453055113489999
ACH-000861,-0.189901951569
ACH-000862,-0.286160303089
ACH-000865,-0.203325667337
ACH-000866,-0.33609761326399995
ACH-000867,-0.244913238265
ACH-000869,-0.297944747369
ACH-000872,-0.144812877507
ACH-000873,-0.0560688657398
ACH-000876,-0.290685860002
ACH-000878,-0.0810177975064
ACH-000880,-0.35511612029899997
ACH-000881,-0.321300988988
ACH-000882,-0.33238144981199996
ACH-000884,-0.299825411929
ACH-000885,-0.296735320937
ACH-000887,-0.34966786939800004
ACH-000888,-0.25751160301
ACH-000889,-0.311296186513
ACH-000890,-0.257650152129
ACH-000896,-0.192496869997
ACH-000898,-0.47078309059600004
ACH-000900,-0.545551228721
ACH-000901,-0.318680908461
ACH-000905,-0.360389326426
ACH-000906,-0.19473184828200002
ACH-000907,-0.11604086498199999
ACH-000910,-0.347547415209
ACH-000911,-0.161048096917
ACH-000912,-0.128590249672
ACH-000913,-0.337046893213
ACH-000915,-0.23604233943599998
ACH-000916,-0.493586499998
ACH-000917,-0.33015872632300003
ACH-000921,-0.337773816687
ACH-000924,-0.222396363356
ACH-000926,-0.54276903929
ACH-000928,-0.228192193939
ACH-000929,-0.19949447419
ACH-000932,-0.324772174742
ACH-000935,-0.486418135647
ACH-000936,-0.332495011974
ACH-000937,-0.375123461747
ACH-000938,-0.277248968697
ACH-000939,-0.416097447864
ACH-000941,-0.058472165775300004
ACH-000943,-0.493605149249
ACH-000946,-0.0617246566674
ACH-000947,-0.435457419411
ACH-000948,-0.245039159465
ACH-000950,-0.38159354996
ACH-000953,-0.377841154621
ACH-000957,-0.21288933615400002
ACH-000958,-0.539504467051
ACH-000960,-0.267472120923
ACH-000963,-0.209975419635
ACH-000968,-0.21070295317899998
ACH-000969,0.0347909897993
ACH-000973,-0.281225901503
ACH-000974,-0.29724696186099997
ACH-000975,-0.174591874675
ACH-000976,-0.24893727894
ACH-000978,-0.040958059318499995
ACH-000980,-0.34688309157799996
ACH-000984,-0.33123220394999997
ACH-000986,-0.201723580841
ACH-000988,-0.42631167324600006
ACH-000993,-0.0550644667856
ACH-000994,-0.12443957718
ACH-000996,-0.104775892661
ACH-001001,-0.27393725383
ACH-001020,-0.0837617784973
ACH-001028,-0.251531102442
ACH-001031,-0.434594191615
ACH-001038,-0.200731976044
ACH-001048,-0.27786431327
ACH-001050,-0.43657227338200005
ACH-001053,-0.41708213159999996
ACH-001054,-0.191064770043
ACH-001061,-0.34785233852799996
ACH-001067,-0.303577890759
ACH-001075,-0.501125571761
ACH-001096,-0.481631098332
ACH-001128,-0.68946065436
ACH-001134,-0.271128835936
ACH-001151,-0.252539899116
ACH-001163,-0.196259211559
ACH-001164,-0.33057147643199997
ACH-001173,-0.143751097923
ACH-001183,-0.120115402345
ACH-001184,-0.291143494293
ACH-001190,-0.219515889918
ACH-001192,-0.07508745504710002
ACH-001193,-0.36420476164099996
ACH-001196,-0.44710534924999995
ACH-001197,-0.0571606287715
ACH-001205,-0.428868640967
ACH-001211,-0.0841903151438
ACH-001212,-0.106669118867
ACH-001228,-0.40123002862199997
ACH-001232,-0.42840444122
ACH-001239,-0.305411976314
ACH-001274,-0.276682164844
ACH-001275,-0.354531381553
ACH-001277,-0.307519341054
ACH-001278,-0.20247964935600002
ACH-001280,-0.337319132671
ACH-001283,-0.28559849290600003
ACH-001289,-0.150326808321
ACH-001295,-0.330605437673
ACH-001300,-0.437737263007
ACH-001301,-0.187309438662
ACH-001302,-0.447798644441
ACH-001303,-0.194212918041
ACH-001306,-0.335089791615
ACH-001318,-0.23858259383699998
ACH-001322,-0.248253732876
ACH-001328,-0.227432597484
ACH-001332,-0.46200577654299996
ACH-001333,-0.421847401366
ACH-001336,-0.220530882916
ACH-001340,-0.484062728556
ACH-001346,-0.24441902102
ACH-001353,-0.281724353562
ACH-001354,-0.393422616132
ACH-001367,-0.350046521871
ACH-001368,-0.596381899997
ACH-001374,-0.158801266887
ACH-001375,-0.42850055309
ACH-001377,-0.531676885722
ACH-001380,-0.376635339629
ACH-001391,-0.304188920055
ACH-001407,-0.401303407532
ACH-001408,-0.254642505565
ACH-001413,-0.08090571549169999
ACH-001430,-0.15854436902799998
ACH-001431,-0.451768684204
ACH-001450,-0.26905885884799996
ACH-001496,-0.294410025457
ACH-001500,-0.383028370845
ACH-001521,-0.198496879621
ACH-001523,-0.20140482873399998
ACH-001532,-0.24339768148600002
ACH-001536,-0.234374580743
ACH-001550,-0.272675354261
ACH-001552,-0.40412395494099995
ACH-001554,-0.396344418599
ACH-001645,-0.225738571582
ACH-001654,-0.45477048363999995
ACH-001715,-0.12907063442
ACH-001735,-0.17307560061799998
ACH-001736,-0.170876698962
ACH-001737,0.147110746689
ACH-001740,-0.22001911448000003
ACH-001745,-0.151676311108
ACH-001750,-0.114786879136
ACH-001765,-0.280775482977
ACH-001956,-0.508089569846
ACH-001957,-0.6727004899600001
