,SAMD4A (23034)
ACH-000473,-0.6351944332339999
ACH-000475,-0.5377717755179999
ACH-000476,-0.386567844788
ACH-000477,-0.616581506455
ACH-000480,-0.46649958862499996
ACH-000481,-0.572577918368
ACH-000483,-0.218860574689
ACH-000484,-0.142295652216
ACH-000485,-0.359218882943
ACH-000486,-0.37224895675399994
ACH-000487,-0.35504216869099997
ACH-000488,-0.302012693998
ACH-000490,-0.327017078594
ACH-000491,-0.20793418427299998
ACH-000495,-0.208155411928
ACH-000496,-0.308863362413
ACH-000499,-0.24755563742699999
ACH-000500,-0.536218092385
ACH-000502,-0.314001062833
ACH-000503,-0.329060251622
ACH-000505,-0.5857303249570001
ACH-000507,-0.5507130283649999
ACH-000510,-0.202277898692
ACH-000511,-0.535101354197
ACH-000512,-0.564019225496
ACH-000516,-0.478138101814
ACH-000517,-0.343845036583
ACH-000518,-0.353384027112
ACH-000520,-0.513400100967
ACH-000521,-0.503497389603
ACH-000522,-0.553239516672
ACH-000524,-0.345440098395
ACH-000527,-0.287520425288
ACH-000528,-0.389718871716
ACH-000537,-0.445953827283
ACH-000541,-0.011149845332500002
ACH-000542,-0.443837369561
ACH-000544,-0.223078379543
ACH-000545,-0.365279823156
ACH-000547,-0.5200364906270001
ACH-000548,-0.22343732218
ACH-000549,-0.461406325362
ACH-000550,-0.481280020752
ACH-000552,-0.431824260004
ACH-000556,-0.39099160085699997
ACH-000557,-0.329853627691
ACH-000570,-0.23146946846500002
ACH-000571,-0.36175916154200005
ACH-000573,-0.337550403881
ACH-000576,-0.373420212777
ACH-000580,-0.22439864104899998
ACH-000584,-0.5433609386289999
ACH-000585,-0.286539392961
ACH-000588,-0.289997425378
ACH-000589,-0.174764553249
ACH-000591,-0.598196686045
ACH-000593,-0.287047280462
ACH-000600,-0.253498503481
ACH-000601,-0.325745537791
ACH-000604,-0.447720978013
ACH-000605,-0.41025823874399997
ACH-000606,-0.30609300133
ACH-000608,-0.39648189714000004
ACH-000614,-0.532011741951
ACH-000616,-0.384846132429
ACH-000618,-0.232393311722
ACH-000619,-0.284515783796
ACH-000620,-0.303950796395
ACH-000621,-0.261447825724
ACH-000622,-0.514648474383
ACH-000623,-0.458328077986
ACH-000624,-0.43680999009300003
ACH-000627,-0.441472103189
ACH-000630,-0.41661534840899994
ACH-000632,-0.615760225907
ACH-000633,-0.250788608895
ACH-000637,-0.482910880112
ACH-000638,-0.175574795306
ACH-000646,-0.8894332692270001
ACH-000647,-0.110806823296
ACH-000648,-0.627650365549
ACH-000649,-0.46834727541500004
ACH-000651,-0.382645403239
ACH-000652,-0.265790512864
ACH-000653,-0.43973816558300005
ACH-000657,-0.329891669737
ACH-000658,-0.25798515008
ACH-000661,-0.10094530899399999
ACH-000662,-0.38843621315
ACH-000663,-0.553593242564
ACH-000665,-0.27240057404
ACH-000671,-0.249537854162
ACH-000673,-0.365127574595
ACH-000676,-0.19915799102
ACH-000677,-0.495144214582
ACH-000681,-0.44959574842699995
ACH-000682,-0.37660756831799996
ACH-000683,-0.247259010481
ACH-000684,-0.38646303501199997
ACH-000688,-0.409061014036
ACH-000693,-0.42207826464299997
ACH-000694,-0.38749601594000005
ACH-000695,-0.348336791861
ACH-000696,-0.34078123981499997
ACH-000697,-0.587142221161
ACH-000699,-0.304157107416
ACH-000701,-0.109553113459
ACH-000706,-0.340092757831
ACH-000711,-0.36731984975000004
ACH-000713,-0.448429717786
ACH-000714,-0.33702533635700005
ACH-000718,-0.51326790733
ACH-000720,-0.28868457959000005
ACH-000721,-0.37388098822899996
ACH-000724,-0.243919721306
ACH-000725,-0.553919179251
ACH-000732,-0.590588797797
ACH-000734,-0.185207655664
ACH-000735,-0.429854429225
ACH-000736,-0.38147206337800005
ACH-000738,-0.47560310743100004
ACH-000746,-0.506692507805
ACH-000747,-0.333315359442
ACH-000748,-0.460510970327
ACH-000753,-0.28022833883000003
ACH-000756,-0.308204072543
ACH-000757,-0.351727004374
ACH-000758,-0.229729062615
ACH-000760,-0.39689062527400004
ACH-000763,-0.195232950889
ACH-000764,-0.5154866681629999
ACH-000765,-0.438796506404
ACH-000766,-0.10643944478299999
ACH-000767,-0.518188868981
ACH-000768,-0.555635311801
ACH-000769,-0.221739947993
ACH-000770,-0.433427892873
ACH-000771,-0.31703844263500003
ACH-000773,-0.317753428948
ACH-000776,-0.210621355128
ACH-000777,-0.2323479032
ACH-000778,-0.330187569371
ACH-000781,-0.25572309272300003
ACH-000782,-0.322609446415
ACH-000783,-0.165049304506
ACH-000784,-0.44674531082900004
ACH-000785,-0.431814431385
ACH-000787,-0.394577771462
ACH-000788,-0.433810281696
ACH-000791,-0.433512060829
ACH-000792,-0.413889709796
ACH-000794,-0.408606425612
ACH-000796,-0.43658947004299997
ACH-000799,-0.462934931351
ACH-000800,-0.22797908367800002
ACH-000802,-0.148605495133
ACH-000804,-0.34038016767499996
ACH-000805,-0.503026167753
ACH-000809,-0.31471802015
ACH-000810,-0.564684174599
ACH-000811,-0.166233972518
ACH-000817,-0.35096673284
ACH-000819,-0.45102191725100005
ACH-000820,-0.43078239644599997
ACH-000821,-0.22080116720600002
ACH-000822,-0.270170512524
ACH-000823,-0.29427373548700003
ACH-000824,-0.35936847754
ACH-000827,-0.48393752974699994
ACH-000829,-0.331122441958
ACH-000831,-0.255305209084
ACH-000832,-0.48471971293899996
ACH-000833,-0.0855599250728
ACH-000834,-0.25499777101599996
ACH-000835,-0.463922487773
ACH-000836,-0.32515677571400003
ACH-000837,-0.144490876619
ACH-000838,-0.584631795283
ACH-000839,-0.555511004542
ACH-000840,-0.450872918391
ACH-000841,-0.367854661248
ACH-000843,-0.38086209908
ACH-000846,-0.279057805717
ACH-000847,-0.429121794063
ACH-000848,-0.479077428485
ACH-000849,-0.306596094201
ACH-000851,-0.473271446837
ACH-000855,-0.383610497559
ACH-000856,-0.330855458579
ACH-000858,-0.41758819974600003
ACH-000859,-0.385865883615
ACH-000861,-0.377984149061
ACH-000862,-0.413322814485
ACH-000865,-0.225279552952
ACH-000866,-0.338122174333
ACH-000867,-0.247839117272
ACH-000869,-0.587683627326
ACH-000872,-0.44164043037399997
ACH-000873,-0.446064848674
ACH-000876,-0.502728513173
ACH-000878,-0.15673973951
ACH-000880,-0.31141797635
ACH-000881,-0.476548916325
ACH-000882,-0.342680284314
ACH-000884,-0.35584330923
ACH-000885,-0.412542120331
ACH-000887,-0.460454440877
ACH-000888,-0.29394116984900004
ACH-000889,-0.34685932347900006
ACH-000890,-0.739032993155
ACH-000896,-0.380644165655
ACH-000898,-0.23091865090799998
ACH-000900,-0.38483092889799997
ACH-000901,-0.305396775976
ACH-000905,-0.398571978223
ACH-000906,-0.366114682047
ACH-000907,-0.665626441084
ACH-000910,-0.172384850271
ACH-000911,-0.301537628574
ACH-000912,-0.4152303696
ACH-000913,-0.39735657200999996
ACH-000915,-0.691173388999
ACH-000916,-0.300741239208
ACH-000917,-0.625625262613
ACH-000921,-0.643207616942
ACH-000924,-0.268462048664
ACH-000926,-0.413016844689
ACH-000928,-0.368856096659
ACH-000929,-0.130820307674
ACH-000932,-0.497148170348
ACH-000935,-0.329477987992
ACH-000936,-0.423312460937
ACH-000937,-0.45070213247100005
ACH-000938,-0.212656773582
ACH-000939,-0.32963797481999996
ACH-000941,-0.467687501829
ACH-000943,-0.43023252501000003
ACH-000946,-0.45524106406099996
ACH-000947,-0.17999566994600003
ACH-000948,-0.39553718800800003
ACH-000950,-0.560747635336
ACH-000953,-0.433260230136
ACH-000957,-0.39494765912600005
ACH-000958,-0.44105668812
ACH-000960,-0.377883481747
ACH-000963,-0.42726721327100003
ACH-000968,-0.07597386404860001
ACH-000969,-0.49296202911799997
ACH-000973,-0.441607712868
ACH-000974,-0.430286587459
ACH-000975,-0.272289521154
ACH-000976,-0.599117314858
ACH-000978,0.381502503644
ACH-000980,-0.393303353532
ACH-000984,-0.17557036676399998
ACH-000986,-0.445637751967
ACH-000988,-0.23124946287700002
ACH-000993,-0.233468789588
ACH-000994,-0.10275971543
ACH-000996,-0.5462897529730001
ACH-001001,-0.38029673401299996
ACH-001020,-0.47993836299099996
ACH-001028,-0.325205276598
ACH-001031,-0.492248282135
ACH-001038,-0.23279110426199998
ACH-001048,-0.304583903366
ACH-001050,-0.44672601430200004
ACH-001053,-0.530454056461
ACH-001054,-0.558018758462
ACH-001061,-0.48516227447099997
ACH-001067,-0.30485451688299997
ACH-001075,-0.160867465494
ACH-001096,-0.27965768253
ACH-001128,-0.315968435933
ACH-001134,-0.26672597109900004
ACH-001151,-0.521933000254
ACH-001163,-0.283900212105
ACH-001164,-0.789889262408
ACH-001173,-0.498828590181
ACH-001183,-0.33694041387900003
ACH-001184,-0.292485995131
ACH-001190,-0.419141186949
ACH-001192,-0.526071395498
ACH-001193,-0.240379031435
ACH-001196,-0.40552556135300005
ACH-001197,-0.470868149556
ACH-001205,-0.44520389163900004
ACH-001211,-0.669299640365
ACH-001212,-0.612558635705
ACH-001228,-0.272046852967
ACH-001232,-0.584193953539
ACH-001239,-0.7112222938830001
ACH-001274,-0.44198389168200003
ACH-001275,-0.7851653463249999
ACH-001277,-0.48506003603299996
ACH-001278,-0.324342778436
ACH-001280,-0.213336966494
ACH-001283,-0.280425297619
ACH-001289,-0.601384784823
ACH-001295,-0.346574922693
ACH-001300,-0.343661500911
ACH-001301,-0.578226876396
ACH-001302,-0.348882783458
ACH-001303,-0.195883244874
ACH-001306,-0.39138497211199996
ACH-001318,-0.415704992002
ACH-001322,-0.26982313015299997
ACH-001328,-0.225227503795
ACH-001332,-0.5033204733709999
ACH-001333,-0.00215447739258
ACH-001336,-0.290459314281
ACH-001340,-0.262749159439
ACH-001346,-0.31956871136500004
ACH-001353,-0.39431037949600006
ACH-001354,-0.243803996228
ACH-001367,-0.45370639871600005
ACH-001368,-0.449046670559
ACH-001374,-0.559787689088
ACH-001375,-0.357326353895
ACH-001377,-0.153753409012
ACH-001380,-0.540619152391
ACH-001391,-0.156376685429
ACH-001407,-0.197760068601
ACH-001408,-0.335775937329
ACH-001413,-0.323326138437
ACH-001430,-0.6144356691399999
ACH-001431,-0.417336492324
ACH-001450,-0.282626009405
ACH-001496,-0.219992809456
ACH-001500,-0.374021181963
ACH-001521,-0.313478271006
ACH-001523,-0.319146288381
ACH-001532,-0.400867528847
ACH-001536,-0.176249280415
ACH-001550,-0.496762011962
ACH-001552,-0.491394587029
ACH-001554,-0.43958891937600003
ACH-001645,-0.359150094079
ACH-001654,-0.288398858671
ACH-001715,-0.486274949283
ACH-001735,-0.405179740035
ACH-001736,-0.377508350844
ACH-001737,-0.24021979512299999
ACH-001740,-0.366294520826
ACH-001745,-0.356741500612
ACH-001750,-0.427915691656
ACH-001765,-0.460665890356
ACH-001956,-0.333958330302
ACH-001957,-0.678525413462
