,VSTM2L (128434)
ACH-000251,-0.016186882052
ACH-000253,-0.107479503131
ACH-000255,-0.422111666588
ACH-000256,-0.183202079092
ACH-000257,-0.0202742558484
ACH-000258,-0.285266353841
ACH-000259,-0.15071294345
ACH-000260,-0.30696265057100003
ACH-000261,-0.261019953656
ACH-000262,-0.0259471914107
ACH-000263,-0.08010195861769999
ACH-000264,-0.384383587795
ACH-000265,-0.131507257786
ACH-000266,-0.13591274338099998
ACH-000272,-0.23837846112
ACH-000273,-0.0341330004467
ACH-000274,-0.291362607699
ACH-000277,-0.44363599423100003
ACH-000278,-0.0718339450165
ACH-000279,-0.07811015525960001
ACH-000280,-0.149967597844
ACH-000281,-0.17276487480799999
ACH-000288,-0.181368403769
ACH-000291,-0.134046121859
ACH-000293,-0.19832058168400002
ACH-000294,-0.17740541413400002
ACH-000295,-0.11809868664100001
ACH-000296,-0.277351419042
ACH-000302,-0.08201628559060001
ACH-000304,-0.313537549154
ACH-000307,-0.29164910545899997
ACH-000308,-0.121641368668
ACH-000310,-0.11897262535499999
ACH-000311,0.0295186032251
ACH-000312,-0.149594434519
ACH-000315,-0.312878468189
ACH-000316,-0.0824729373223
ACH-000317,-0.130009351142
ACH-000318,0.013469904986799999
ACH-000319,0.026408567877099998
ACH-000320,-0.168534478136
ACH-000322,-0.303491488887
ACH-000323,-0.22322741321800002
ACH-000324,-0.07499864130210002
ACH-000329,-0.21180871494000003
ACH-000330,-0.213730379587
ACH-000331,-0.169391444562
ACH-000332,-0.183345726351
ACH-000334,-0.250706989412
ACH-000335,-0.22140307140700002
ACH-000336,-0.0373083989272
ACH-000337,-0.054916094301300004
ACH-000339,-0.14448113681299998
ACH-000341,-0.203249269529
ACH-000348,-0.17348400417999998
ACH-000350,-0.168679948775
ACH-000352,-0.169161221694
ACH-000356,-0.0790139223284
ACH-000361,-0.103174488478
ACH-000362,-0.109628396766
ACH-000363,-0.19482147184700002
ACH-000364,-0.07622275043110001
ACH-000365,-0.110006688076
ACH-000366,-0.23427589527800002
ACH-000368,-0.386484490259
ACH-000374,-0.23075606312
ACH-000375,-0.23009751974
ACH-000376,-0.319389614953
ACH-000381,-0.13732881635
ACH-000383,-0.0596167305448
ACH-000387,-0.139520101154
ACH-000389,-0.130362699084
ACH-000390,0.048274780061800006
ACH-000393,-0.178347346754
ACH-000395,0.0925457937635
ACH-000397,-0.16344181468900001
ACH-000401,-0.384622834155
ACH-000402,-0.356370846449
ACH-000403,-0.257779890786
ACH-000404,-0.421002981652
ACH-000406,-0.143996611589
ACH-000407,-0.34289769272500004
ACH-000408,-0.0778465410188
ACH-000410,-0.185071353211
ACH-000411,0.00791199119785
ACH-000414,-0.157478356751
ACH-000415,-0.155107149073
ACH-000416,-0.0913305321242
ACH-000420,0.07150690598079999
ACH-000421,-0.151990204474
ACH-000424,0.039006052771099996
ACH-000425,-0.28762124714000004
ACH-000426,-0.37959705956600004
ACH-000427,-0.257204344576
ACH-000433,0.0009045195436830001
ACH-000436,-0.188028568036
ACH-000444,-0.17880792321800001
ACH-000445,-0.0545938080001
ACH-000448,-0.166697460108
ACH-000450,-0.24728602226
ACH-000452,-0.125103299892
ACH-000454,0.0101985579117
ACH-000458,-0.317262927465
ACH-000459,-0.27925838505399997
ACH-000460,-0.0456722905604
ACH-000461,0.0368394461407
ACH-000463,-0.0589344858557
ACH-000464,-0.09135297521019999
ACH-000466,-0.405292582179
ACH-000467,-0.20966408956
ACH-000468,-0.0815749591518
ACH-000469,-0.255067713752
ACH-000470,-0.284782294427
ACH-000471,-0.285424700509
ACH-000472,-0.221185946085
ACH-000473,0.0156669540052
ACH-000475,-0.11478509057700001
ACH-000476,-0.0926528300884
ACH-000477,-0.0932968246857
ACH-000480,-0.089204710023
ACH-000481,-0.301411479207
ACH-000483,-0.20869672388399998
ACH-000484,-0.20032639304900002
ACH-000485,-0.147753748946
ACH-000486,-0.19806449956099997
ACH-000487,-0.33722124504
ACH-000488,-0.219712485639
ACH-000490,-0.233803502857
ACH-000491,-0.333322177507
ACH-000495,0.09620889756689999
ACH-000496,-0.485066748243
ACH-000499,-0.159175699027
ACH-000500,-1.31596087661
ACH-000502,-0.22888407268599997
ACH-000503,0.05640443707809999
ACH-000505,-0.0668456755287
ACH-000507,0.00043708322874699997
ACH-000510,-0.13822136358200002
ACH-000511,-0.25034358882
ACH-000512,-0.10192057893999999
ACH-000516,-0.305561089029
ACH-000517,-0.11574228499299999
ACH-000518,-0.19277239594
ACH-000520,-0.287206652234
ACH-000521,-0.218266713002
ACH-000522,-0.07892833478460001
ACH-000524,-0.152601025548
ACH-000527,-0.219633872627
ACH-000528,-0.05884386757
ACH-000537,-0.08572903394829999
ACH-000541,-0.23359673722
ACH-000542,-0.302620904207
ACH-000544,-0.21803055524599999
ACH-000545,-0.018868581626900003
ACH-000547,-0.0579128191148
ACH-000548,-0.0827836076291
ACH-000549,-0.146477039332
ACH-000550,-0.343100161862
ACH-000552,-0.07744125202289999
ACH-000556,-0.246546150812
ACH-000557,-0.481993435463
ACH-000570,-0.152123096073
ACH-000571,-0.212554761418
ACH-000573,-0.28200234158000004
ACH-000576,-0.282320978648
ACH-000580,-0.0185302328063
ACH-000584,-0.059674565546
ACH-000585,0.0459195099192
ACH-000588,-0.289397851011
ACH-000589,-0.33544638723000003
ACH-000591,-0.35470742895
ACH-000593,-0.229521629913
ACH-000600,-0.25669042174
ACH-000601,-0.18425534912099997
ACH-000604,-0.062073588874399996
ACH-000605,-0.163747648264
ACH-000606,-0.168245508256
ACH-000608,-0.17434098445
ACH-000614,-0.216705649463
ACH-000616,-0.0347399224576
ACH-000618,-0.15730433751700001
ACH-000619,-0.120604508332
ACH-000620,-0.229102538673
ACH-000621,-0.0339843575838
ACH-000622,-0.235887338268
ACH-000623,-0.32413454228
ACH-000624,-0.14875101253599998
ACH-000627,-0.193201895808
ACH-000630,-0.09396446015610001
ACH-000632,-0.30274542954100003
ACH-000633,-0.198067154481
ACH-000637,-0.0789645655742
ACH-000638,-0.0738202989266
ACH-000646,-0.130717891708
ACH-000647,-0.103632502062
ACH-000648,-0.030430337624
ACH-000649,-0.160533713434
ACH-000651,-0.27405296065400003
ACH-000652,-0.224880187975
ACH-000653,-0.20154978284699998
ACH-000657,-0.09741479163910001
ACH-000658,-0.0336988616487
ACH-000661,-0.220304248055
ACH-000662,-0.0916868615324
ACH-000663,-0.104978863771
ACH-000665,-0.5126743781399999
ACH-000671,-0.441515333534
ACH-000673,-0.23798900695500003
ACH-000676,-0.23434352342700002
ACH-000677,-0.143529995035
ACH-000681,-0.263881879252
ACH-000682,-0.262261973212
ACH-000683,-0.129962210356
ACH-000684,-0.41373035319799994
ACH-000688,-0.143162488569
ACH-000693,-0.12382898775699999
ACH-000694,-0.145780168496
ACH-000695,-0.014739102752700002
ACH-000696,-0.07663296211189999
ACH-000697,-0.135800861394
ACH-000699,-0.157828039846
ACH-000701,-0.298761571337
ACH-000706,-0.147176095067
ACH-000711,-0.127372623879
ACH-000713,-0.33327427664299997
ACH-000714,-0.40685425333999997
ACH-000718,-0.126355568463
ACH-000720,-0.401519548752
ACH-000721,-0.163325904114
ACH-000724,-0.111681211953
ACH-000725,-0.247621472042
ACH-000732,-0.240666272556
ACH-000734,-0.012069096416200001
ACH-000735,-0.22751647828299998
ACH-000736,-0.20135679641600002
ACH-000738,-0.38751364540100003
ACH-000746,-0.256755607749
ACH-000747,-0.201040476166
ACH-000748,-0.195456727518
ACH-000753,-0.0873988102702
ACH-000756,-0.260551765554
ACH-000757,0.09917944752419999
ACH-000758,-0.228636324366
ACH-000760,-0.262175541758
ACH-000763,-0.368722558918
ACH-000764,0.150399212658
ACH-000765,-0.09189924485850001
ACH-000766,-0.29929461269900004
ACH-000767,-0.08836868907400001
ACH-000768,-0.23108547415
ACH-000769,-0.17969464217099998
ACH-000770,-0.164937893019
ACH-000771,-0.274931331618
ACH-000773,0.0421162347219
ACH-000776,-0.29883115921500003
ACH-000777,-0.07654857199519999
ACH-000778,-0.26096153315000004
ACH-000781,-0.206400895966
ACH-000782,-0.0858416452658
ACH-000783,-0.0338409805014
ACH-000784,-0.12182093725700001
ACH-000785,-0.175569561499
ACH-000787,-0.315757585528
ACH-000788,-0.170951254626
ACH-000791,-0.12218319114600001
ACH-000792,-0.116525328122
ACH-000794,0.0128030019857
ACH-000796,-0.20186759256900003
ACH-000799,-0.014850533584
ACH-000800,-0.44924284087800004
ACH-000802,-0.157527841105
ACH-000804,0.00931609519206
ACH-000805,-0.08692611808700001
ACH-000809,-0.0824136815183
ACH-000810,-0.365179301742
ACH-000811,-0.127194438393
ACH-000817,-0.18951239359299998
ACH-000819,-0.21142477852299998
ACH-000820,-0.499132348982
ACH-000821,-0.260836690933
ACH-000822,-0.228083400914
ACH-000823,-0.204844476336
ACH-000824,-0.151074822223
ACH-000827,-0.278507520368
ACH-000829,-0.152759811937
ACH-000831,-0.268183930955
ACH-000832,-0.050032620485800004
ACH-000833,-0.157278436412
ACH-000834,-0.118482300609
ACH-000835,-0.167064063617
ACH-000836,-0.265993010526
ACH-000837,-0.337078417161
ACH-000838,-0.0880085721447
ACH-000839,-0.503501826676
ACH-000840,-0.076268640779
ACH-000841,0.174958903791
ACH-000843,-0.14936896162399999
ACH-000846,-0.41517018806199996
ACH-000847,-0.266966761554
ACH-000848,-0.300516539835
ACH-000849,-0.227743703154
ACH-000851,-0.28385494531100003
ACH-000855,-0.175164584079
ACH-000856,-0.11505462393100001
ACH-000858,-0.223904829719
ACH-000859,0.042634430548499996
ACH-000861,0.0480821734279
ACH-000862,-0.19303777465100003
ACH-000865,-0.231746947401
ACH-000866,-0.132642100896
ACH-000867,-0.23369054108100001
ACH-000869,-0.0498898721801
ACH-000872,-0.034131044368400004
ACH-000873,-0.0521188906189
ACH-000876,-0.284582388108
ACH-000878,-0.246048813179
ACH-000880,-0.14480236189999998
ACH-000881,-0.293452028189
ACH-000882,-0.264331540144
ACH-000884,-0.226433005879
ACH-000885,-0.08964750407050001
ACH-000887,-0.0710361548224
ACH-000888,-0.0732333396357
ACH-000889,-0.109105088747
ACH-000890,-0.24433322318700001
ACH-000896,-0.07307784062530001
ACH-000898,-0.116610282448
ACH-000900,-0.267576394239
ACH-000901,-0.18058692599399997
ACH-000905,-0.0946308453899
ACH-000906,-0.127694358312
ACH-000907,-0.156167771539
ACH-000910,-0.07581370284819999
ACH-000911,-0.21027866147
ACH-000912,-0.246758635
ACH-000913,-0.25097749250100004
ACH-000915,-0.12488999272700001
ACH-000916,0.0346773764562
ACH-000917,-0.217859257386
ACH-000921,-0.320918831989
ACH-000924,-0.162629591089
ACH-000926,-0.0682812778628
ACH-000928,-0.119309892637
ACH-000929,0.00617484204101
ACH-000932,-0.263329095959
ACH-000935,-0.0358389445109
ACH-000936,-0.317393691489
ACH-000937,-0.193887680058
ACH-000938,-0.13206877118899998
ACH-000939,0.0342897715105
ACH-000941,-0.19347904723499998
ACH-000943,-0.157878954697
ACH-000946,-0.562503127946
ACH-000947,-0.163758086186
ACH-000948,-0.199534479507
ACH-000950,-0.160474764334
ACH-000953,-0.205702874715
ACH-000957,-0.40881325311800004
ACH-000958,-0.21515897395999997
ACH-000960,-0.113414055363
ACH-000963,-0.0612681004376
ACH-000968,0.148518650639
ACH-000969,-0.317895894811
ACH-000973,-0.234056972054
ACH-000974,-0.184638891413
ACH-000975,-0.177519766753
ACH-000976,-0.261628143343
ACH-000978,0.12124375873
ACH-000980,-0.117153827157
ACH-000984,-0.08035498685600001
ACH-000986,-0.146344466223
ACH-000988,-0.293993880996
ACH-000993,-0.16998610378600001
ACH-000994,0.0237717736474
ACH-000996,-0.248593496411
ACH-001001,0.039424831800000004
ACH-001020,-0.18525249938700003
ACH-001028,-0.22590813210299998
ACH-001031,-0.0113246775935
ACH-001038,-0.09306066656610001
ACH-001048,-0.157172539784
ACH-001050,-0.215516984241
ACH-001053,-0.0237743442029
ACH-001054,-0.07440818581280001
ACH-001061,-0.270073847842
ACH-001067,-0.16753178922
ACH-001075,-0.19145919174800002
ACH-001096,-0.07346293591139999
ACH-001128,-0.257419078505
ACH-001134,-0.114165262835
ACH-001151,-0.178225090345
ACH-001163,-0.247867214835
ACH-001164,-0.0940833957214
ACH-001173,-0.202202087872
ACH-001183,-0.163647485857
ACH-001184,0.145706974782
ACH-001190,-0.27630696625900003
ACH-001192,-0.18738080242199998
ACH-001193,-0.0036384331843400002
ACH-001196,-0.250923754977
ACH-001197,-0.053161017792800004
ACH-001205,-0.23845815100499998
ACH-001211,-0.28773857319
ACH-001212,-0.22632110966999996
ACH-001228,0.110747427139
ACH-001232,-0.10634322575999999
ACH-001239,-0.285924035985
ACH-001274,-0.0835353309532
ACH-001275,-0.185199943322
ACH-001277,-0.21184623998100002
ACH-001278,0.0992027110485
ACH-001280,0.0602861755316
ACH-001283,-0.00133133374553
ACH-001289,-0.14337231132
ACH-001295,-0.22303692492899999
ACH-001300,-0.344729268748
ACH-001301,-0.13957810161599998
ACH-001302,-0.2913379551
ACH-001303,-0.0378056134254
ACH-001306,-0.162527021552
ACH-001318,-0.306621450128
ACH-001322,-0.37241208191200004
ACH-001328,-0.112627758377
ACH-001332,0.023001355213700003
ACH-001333,-0.17881846590199998
ACH-001336,-0.07889523612339999
ACH-001340,-0.203891580394
ACH-001346,-0.14044237374000001
ACH-001353,-0.282070154459
ACH-001354,-0.18107831078899997
ACH-001367,-0.0793363189898
ACH-001368,-0.171385314751
ACH-001374,-0.206640033176
ACH-001375,-0.0072712662430500005
ACH-001377,-0.16687814864199998
ACH-001380,-0.10347958040500001
ACH-001391,-0.127480795473
ACH-001407,-0.193293108953
ACH-001408,-0.31279894675500003
ACH-001413,-0.232385894052
ACH-001430,-0.277584322248
ACH-001431,-0.229653606992
ACH-001450,-0.309767657738
ACH-001496,-0.0257718035182
ACH-001500,-0.24789654557399998
ACH-001521,0.039009903158100004
ACH-001523,-0.0854078575283
ACH-001532,-0.204674508763
ACH-001536,-0.20215460818199998
ACH-001550,-0.0648475342155
ACH-001552,-0.250037411241
ACH-001554,-0.193237604958
ACH-001645,-0.16957363673
ACH-001654,-0.29981116596
ACH-001715,-0.652789229193
ACH-001735,-0.209178299762
ACH-001736,-0.11631184515000001
ACH-001737,-0.245923002944
ACH-001740,-0.159228123978
ACH-001745,-0.320679671179
ACH-001750,-0.307494323132
ACH-001765,-0.257430662827
ACH-001956,-0.23550051243700001
ACH-001957,-0.18388403968400002
