,P4HTM (54681)
ACH-000317,-0.23242956235599999
ACH-000318,-0.4346423063
ACH-000319,-0.049226167697
ACH-000320,-0.124943884211
ACH-000322,-0.180385790951
ACH-000323,-0.26498848191
ACH-000324,-0.186389865105
ACH-000329,-0.193741752645
ACH-000330,-0.18534202135699998
ACH-000331,-0.162334819544
ACH-000332,-0.21156540887699998
ACH-000334,0.0654283859
ACH-000335,-0.251541541636
ACH-000336,-0.6722105405859999
ACH-000337,-0.313230828395
ACH-000339,-0.288614840005
ACH-000341,0.11511537194900001
ACH-000348,-0.049321642417599995
ACH-000350,-0.023271154053500002
ACH-000352,-0.41694331574
ACH-000356,-0.275033855689
ACH-000361,-0.119274100501
ACH-000362,-0.29395590075100003
ACH-000363,-0.141767129237
ACH-000364,-0.13597391084899998
ACH-000365,-0.27371587983600004
ACH-000366,-0.188092172812
ACH-000368,-0.30784211119800003
ACH-000374,-0.164043047862
ACH-000375,0.10234270928200001
ACH-000376,-0.192166555111
ACH-000381,-0.458788056428
ACH-000383,-0.11898751344799999
ACH-000387,-0.23267904030900002
ACH-000389,-0.38603605200499996
ACH-000390,-0.231724346679
ACH-000393,-0.256971238112
ACH-000395,-0.315062603036
ACH-000397,-0.116060519705
ACH-000401,-0.308874366266
ACH-000402,-0.786151657789
ACH-000403,-0.143576711696
ACH-000404,-0.183172848452
ACH-000406,-0.153737240985
ACH-000407,-0.243725173895
ACH-000408,0.0149396686308
ACH-000410,-0.32067275289700004
ACH-000411,-0.00875688654672
ACH-000414,-0.090943717738
ACH-000415,-0.35236886169200005
ACH-000416,-0.272211037236
ACH-000420,-0.250208114393
ACH-000421,-0.13221891708699998
ACH-000424,-0.36981598108400004
ACH-000425,-0.176546146637
ACH-000426,0.0603057941946
ACH-000427,-0.09974429243920001
ACH-000433,-0.152203136907
ACH-000436,-0.603515522174
ACH-000444,-0.295888455457
ACH-000445,-0.31190268737300003
ACH-000448,-0.187402077959
ACH-000450,-0.298387044292
ACH-000452,-0.226790421856
ACH-000454,-0.47724427319799995
ACH-000458,-0.42565291886900003
ACH-000459,-0.21570422989100002
ACH-000460,-0.130673441801
ACH-000461,-0.220034601382
ACH-000463,-0.129025523866
ACH-000464,-0.260125670574
ACH-000466,-0.421405840378
ACH-000467,-0.198984012465
ACH-000468,-0.10720181110999999
ACH-000469,-0.259098356746
ACH-000470,-0.0247251424989
ACH-000471,-0.19688296502
ACH-000472,-0.226751574261
ACH-000473,-0.23186156677900002
ACH-000475,-0.21519190535500002
ACH-000476,-0.201955974752
ACH-000477,-0.0664331861445
ACH-000480,-0.23394585980500002
ACH-000481,-0.223395788491
ACH-000483,0.0378963006045
ACH-000484,-0.517239111705
ACH-000485,-0.355605844154
ACH-000486,-0.41672929665799996
ACH-000487,-0.217756014523
ACH-000488,-0.256391166937
ACH-000490,-0.369508406444
ACH-000491,-0.17720384265900002
ACH-000495,-0.049043697791
ACH-000496,-0.164011696352
ACH-000499,-0.0189825922158
ACH-000500,-0.609183605795
ACH-000502,-0.0450446424399
ACH-000503,0.0319891088754
ACH-000505,-0.126440130301
ACH-000507,-0.211127163489
ACH-000510,-0.20491439093400002
ACH-000511,-0.234357551267
ACH-000512,0.00276400413886
ACH-000516,-0.142076703441
ACH-000517,-0.08117009713060001
ACH-000518,-0.19030138194600002
ACH-000520,-0.321918113673
ACH-000521,-0.11103016873400001
ACH-000522,-0.142321523213
ACH-000524,-0.10646681288599999
ACH-000527,-0.19428251576400002
ACH-000528,-0.0287693919293
ACH-000537,-0.26973218511
ACH-000541,-0.447394819234
ACH-000542,-0.12290531349600001
ACH-000544,-0.252363063576
ACH-000545,-0.234420782814
ACH-000547,-0.40360620338299996
ACH-000548,-0.308254927784
ACH-000549,-0.135337035229
ACH-000550,-0.11181326442299999
ACH-000552,-0.08168928195389999
ACH-000556,-0.304484078192
ACH-000557,-0.070407225613
ACH-000570,-0.35513514237599997
ACH-000571,-0.11403816944
ACH-000573,-0.0280357306979
ACH-000576,-0.39133650765199995
ACH-000580,-0.207002592652
ACH-000584,-0.045501201166199996
ACH-000585,-0.049102794172
ACH-000588,0.0729989804907
ACH-000589,-0.202355370575
ACH-000591,0.1027622993
ACH-000593,-0.277652850702
ACH-000600,-0.42295358225900004
ACH-000601,-0.131396604981
ACH-000604,-0.10264925475299999
ACH-000605,-0.221311495151
ACH-000606,-0.184025560495
ACH-000608,-0.221880483718
ACH-000614,0.011310599873899999
ACH-000616,-0.178897737304
ACH-000618,-0.148980483507
ACH-000619,-0.3296019682
ACH-000620,-0.215972550885
ACH-000621,-0.208578991637
ACH-000622,-0.46803732593099995
ACH-000623,0.0977404428856
ACH-000624,-0.253776318495
ACH-000627,-0.16860063898400002
ACH-000630,-0.15489313157600001
ACH-000632,-0.148660025207
ACH-000633,-0.37484635563
ACH-000637,-0.054825619441
ACH-000638,-0.445382601594
ACH-000646,-0.20732002775299999
ACH-000647,-0.256615705455
ACH-000648,-0.43666615147
ACH-000649,-0.152909120669
ACH-000651,-0.189307455002
ACH-000652,-0.6343205263939999
ACH-000653,-0.160926856053
ACH-000657,-0.125781283213
ACH-000658,-0.340077338018
ACH-000661,-0.222286201275
ACH-000662,-0.44819267654600004
ACH-000663,-0.21814624708799998
ACH-000665,-0.14766623958
ACH-000671,-0.262692997986
ACH-000673,-0.21647385510699999
ACH-000676,-0.22076199522599999
ACH-000677,-0.23508101788600003
ACH-000681,-0.23161870799000003
ACH-000682,-0.149006784566
ACH-000683,-0.274660329135
ACH-000684,-0.181082828788
ACH-000688,-0.08971795551419999
ACH-000693,-0.256955521545
ACH-000694,-0.136592257363
ACH-000695,-0.375547912077
ACH-000696,-0.183735084184
ACH-000697,-0.496957357888
ACH-000699,-0.148093010221
ACH-000701,-0.159226275649
ACH-000706,-0.250870454234
ACH-000711,-0.211191677075
ACH-000713,-0.215343253525
ACH-000714,-0.18019824969599998
ACH-000718,-0.320257687952
ACH-000720,-0.239251309271
ACH-000721,-0.290707889263
ACH-000724,-0.07493149833410001
ACH-000725,-0.22207609588100002
ACH-000732,-0.385758459401
ACH-000734,-0.0609999608199
ACH-000735,-0.0755478768628
ACH-000736,-0.294284542946
ACH-000738,-0.194536910665
ACH-000746,-0.25515407743
ACH-000747,-0.140463966554
ACH-000748,-0.41006186167400005
ACH-000753,-0.255385280447
ACH-000756,-0.22485517229600002
ACH-000757,-0.100562636934
ACH-000758,-0.244841270188
ACH-000760,-0.247232543286
ACH-000763,-0.19713773341600002
ACH-000764,-0.102643509842
ACH-000765,-0.118963137849
ACH-000766,-0.359763007799
ACH-000767,-0.029147794536200002
ACH-000768,-0.115566036034
ACH-000769,-0.100534502754
ACH-000770,-0.171594716812
ACH-000771,-0.09724754977019999
ACH-000773,-0.196233172894
ACH-000776,-0.34165385044200003
ACH-000777,-0.10445469408199999
ACH-000778,-0.362441397933
ACH-000781,-0.236544327313
ACH-000782,-0.255816294381
ACH-000783,-0.106730431338
ACH-000784,-0.163281100889
ACH-000785,-0.25995448742800004
ACH-000787,-0.295922878761
ACH-000788,-0.129352434178
ACH-000791,-0.154795300933
ACH-000792,-0.36736684925499996
ACH-000794,-0.442025615393
ACH-000796,-0.254027326861
ACH-000799,-0.198482910922
ACH-000800,-0.483479695645
ACH-000802,-0.264478322328
ACH-000804,-0.290154273468
ACH-000805,-0.41750327240099994
ACH-000809,-0.41919093028899995
ACH-000810,-0.44778823651
ACH-000811,-0.302808774935
ACH-000817,-0.19454458798000002
ACH-000819,-0.330576741928
ACH-000820,-0.269415346832
ACH-000821,-0.23192136371
ACH-000822,-0.44425069618199997
ACH-000823,-0.293236016536
ACH-000824,-0.266978066805
ACH-000827,-0.14807257342900002
ACH-000829,-0.283379828732
ACH-000831,-0.258323430508
ACH-000832,-0.174189519735
ACH-000833,-0.131749992071
ACH-000834,-0.20945175366399998
ACH-000835,-0.11151510164799999
ACH-000836,0.0101803263707
ACH-000837,-0.185547090351
ACH-000838,-0.196526011213
ACH-000839,-0.44461584139300003
ACH-000840,-0.23749223784600001
ACH-000841,-0.0679349091199
ACH-000843,-0.239425784782
ACH-000846,-0.23904173236499998
ACH-000847,0.07796316656539999
ACH-000848,-0.199625840092
ACH-000849,-0.437704550061
ACH-000851,-0.17008832932999998
ACH-000855,-0.0630540484463
ACH-000856,-0.28249212108399996
ACH-000858,-0.14016837548699998
ACH-000859,0.049674656451000006
ACH-000861,-0.126744852637
ACH-000862,-0.097707614946
ACH-000865,-0.135424152037
ACH-000866,-0.186370007557
ACH-000867,-0.284301049307
ACH-000869,-0.358275473256
ACH-000872,-0.352199325757
ACH-000873,-0.311232813015
ACH-000876,-0.136281388871
ACH-000878,-0.40381467483499994
ACH-000880,-0.170522354341
ACH-000881,-0.0335064049469
ACH-000882,-0.276047910469
ACH-000884,-0.345354294996
ACH-000885,-0.31707972967799997
ACH-000887,-0.298319290836
ACH-000888,-0.14504110779
ACH-000889,0.00864594924839
ACH-000890,-0.0406470534337
ACH-000896,-0.15074246335799998
ACH-000898,-0.348948170391
ACH-000900,-0.274065428128
ACH-000901,-0.154345530579
ACH-000905,-0.213646785152
ACH-000906,-0.134494977917
ACH-000907,-0.0531192587175
ACH-000910,0.0107543609317
ACH-000911,-0.211023222647
ACH-000912,-0.1909000806
ACH-000913,-0.185532729039
ACH-000915,-0.326955818922
ACH-000916,-0.39096683534800003
ACH-000917,-0.315859978711
ACH-000921,-0.28034296303899997
ACH-000924,-0.22229581125599998
ACH-000926,-0.0344251948689
ACH-000928,-0.262373534352
ACH-000929,-0.326403265296
ACH-000932,-0.21535455529
ACH-000935,-0.143017503055
ACH-000936,-0.262349805411
ACH-000937,-0.233841921544
ACH-000938,-0.252058841975
ACH-000939,0.382801095999
ACH-000941,-0.358361596435
ACH-000943,-0.153444566131
ACH-000946,-0.384858034942
ACH-000947,-0.189712974654
ACH-000948,-0.31891689736900003
ACH-000950,-0.197563612976
ACH-000953,-0.241987196895
ACH-000957,-0.397937456031
ACH-000958,-0.472958092522
ACH-000960,-0.212129896103
ACH-000963,-0.208751704831
ACH-000968,-0.212102892631
ACH-000969,-0.276059088161
ACH-000973,-0.20822080997099998
ACH-000974,-0.171111492533
ACH-000975,-0.0640987054251
ACH-000976,-0.338369346363
ACH-000978,-0.298701869571
ACH-000980,-0.097394834517
ACH-000984,-0.167607198158
ACH-000986,-0.402458676967
ACH-000988,-0.205411698408
ACH-000993,-0.463476700937
ACH-000994,-0.295374328124
ACH-000996,-0.200952073151
ACH-001001,-0.254393755964
ACH-001020,0.24975559673
ACH-001028,-0.137827562879
ACH-001031,-0.160547264012
ACH-001038,-0.300338478268
ACH-001048,-0.17375150172000003
ACH-001050,-0.0749449839078
ACH-001053,-0.37591446761999997
ACH-001054,-0.248784680053
ACH-001061,-0.17497059099399997
ACH-001067,-0.0341820833041
ACH-001075,-0.22851605546999998
ACH-001096,-0.40248697678499995
ACH-001128,1.06457459796
ACH-001134,-0.14718260987600001
ACH-001151,-0.237697633413
ACH-001163,-0.134175024634
ACH-001164,-0.126226258578
ACH-001173,-0.25260603914900004
ACH-001183,-0.0024195973775500003
ACH-001184,-0.052763576571599996
ACH-001190,-0.111992538031
ACH-001192,-0.293796182171
ACH-001193,-0.5888360259650001
ACH-001196,0.0259300021366
ACH-001197,-0.164843259202
ACH-001205,-0.038137693298699996
ACH-001211,-0.10162525905200001
ACH-001212,-0.27703429858399997
ACH-001228,-0.148251942077
ACH-001232,-0.168988735259
ACH-001239,-0.255242570674
ACH-001274,-0.215432019107
ACH-001275,-0.039921872617900006
ACH-001277,-0.128805663838
ACH-001278,-0.118223372874
ACH-001280,-0.155582156133
ACH-001283,-0.10175435972100001
ACH-001289,-0.302329302247
ACH-001295,-0.152330018057
ACH-001300,-0.12967866734
ACH-001301,-0.421327075595
ACH-001302,-0.0733264293085
ACH-001303,-0.184169642171
ACH-001306,-0.205326335334
ACH-001318,-0.162657793888
ACH-001322,0.0300842441933
ACH-001328,-0.194758627636
ACH-001332,-0.52888056351
ACH-001333,-0.522536380353
ACH-001336,-0.0735571702161
ACH-001340,-0.18402353075999997
ACH-001346,-0.035385857308699996
ACH-001353,-0.21953724128000002
ACH-001354,0.37846646671499995
ACH-001367,-0.263178806024
ACH-001368,-0.184952422279
ACH-001374,0.114999416972
ACH-001375,-0.320362589312
ACH-001377,-0.168906189421
ACH-001380,-0.35323656599299996
ACH-001391,-0.118044276357
ACH-001407,-0.191544092168
ACH-001408,-0.38211047221100003
ACH-001413,-0.32167380376800003
ACH-001430,-0.22762245866500003
ACH-001431,-0.186338853878
ACH-001450,-0.164883238064
ACH-001496,-0.137421486731
ACH-001500,-0.00677344136791
ACH-001521,-0.6327204537300001
ACH-001523,-0.283344561549
ACH-001532,-0.15384580885399998
ACH-001536,-0.0325451513065
ACH-001550,0.22671741758299999
ACH-001552,0.00392917336026
ACH-001554,-0.0921766538168
ACH-001645,-0.20362390759100002
ACH-001654,-0.208617245264
ACH-001715,-0.10164179728499999
ACH-001735,-0.254483736162
ACH-001736,-0.45505828944
ACH-001737,-0.1197064463
ACH-001740,-0.07389583622710001
ACH-001745,-0.09615827343210001
ACH-001750,-0.124378266231
ACH-001765,-0.21462484629099998
ACH-001956,-0.12986149462899998
ACH-001957,-0.242947410029
