,TOP2A (7153)
ACH-001275,-1.7303312741499999
ACH-001277,-1.4024309647400002
ACH-001278,-1.7976587370099997
ACH-001280,-1.9199996136200002
ACH-001283,-1.5555974966600001
ACH-001289,-1.54397937963
ACH-001295,-1.72268973854
ACH-001300,-1.4851422009
ACH-001301,-1.62957845099
ACH-001302,-1.6876638260699999
ACH-001303,-1.6528282407600001
ACH-001306,-1.90215155768
ACH-001318,-1.70967070652
ACH-001322,-1.6715503191799999
ACH-001328,-1.6751653948700003
ACH-001332,-1.72878702094
ACH-001333,-1.7649907621799998
ACH-001336,-1.57986922409
ACH-001340,-1.57946481325
ACH-001346,-1.5654451972999999
ACH-001353,-1.63602043324
ACH-001354,-1.66050999811
ACH-001367,-1.50405892166
ACH-001368,-1.67114070718
ACH-001374,-1.8772294300299999
ACH-001375,-1.6947558469400001
ACH-001377,-1.45699880069
ACH-001380,-1.5630541983000001
ACH-001391,-1.6906044784799998
ACH-001407,-1.81007597199
ACH-001408,-1.65297306251
ACH-001413,-1.33132081188
ACH-001430,-1.6195821627200002
ACH-001431,-1.4196336040000002
ACH-001450,-1.5676861654700003
ACH-001496,-1.8549515571200001
ACH-001500,-2.0358949697299997
ACH-001521,-1.61612616125
ACH-001523,-1.57967242044
ACH-001532,-1.74887856616
ACH-001536,-1.76094054115
ACH-001550,-1.99988665687
ACH-001552,-1.60237273127
ACH-001554,-1.6791100764500002
ACH-001645,-1.8825267244599997
ACH-001654,-1.6016867168399997
ACH-001715,-1.5102357788499998
ACH-001735,-1.13498014502
ACH-001736,-1.15746691828
ACH-001737,-1.32802682547
ACH-001740,-1.58240902865
ACH-001745,-1.5895116604799997
ACH-001750,-1.46936528157
ACH-001765,-1.4700656379600001
ACH-001956,-1.63587671588
ACH-001957,-1.57393931192
