,CCSAP (126731)
ACH-000204,-0.351105212073
ACH-000206,-0.0826749971946
ACH-000207,-0.227328520233
ACH-000211,-0.35319418285
ACH-000215,-0.34386731352
ACH-000221,-0.048570494216700004
ACH-000222,-0.0990726069499
ACH-000223,-0.256730399935
ACH-000226,-0.295485175983
ACH-000227,0.322543039565
ACH-000228,-0.10118296583599999
ACH-000231,-0.0573370621291
ACH-000232,-0.227753521617
ACH-000233,-0.14936688379000002
ACH-000234,-0.501423655302
ACH-000235,-0.225402526391
ACH-000237,-0.292121204617
ACH-000238,-0.23883429471
ACH-000243,-0.140466349615
ACH-000244,-0.35366198547399996
ACH-000246,-0.333277121382
ACH-000248,-0.280227915518
ACH-000250,-0.194370757307
ACH-000251,-0.33429962727400003
ACH-000253,-0.224414440253
ACH-000255,-0.19433215928599998
ACH-000256,-0.28913990566799996
ACH-000257,-0.11152520756100001
ACH-000258,-0.30899005119600004
ACH-000259,-0.2130813407
ACH-000260,-0.212263627284
ACH-000261,-0.23538865423099997
ACH-000262,0.00526761619587
ACH-000263,-0.358601260746
ACH-000264,-0.235684696241
ACH-000265,-0.147210685764
ACH-000266,-0.246169935416
ACH-000272,-0.234542845585
ACH-000273,-0.221156574595
ACH-000274,-0.39620574262599995
ACH-000277,-0.229869990311
ACH-000278,-0.09120224006719999
ACH-000279,-0.30646994616900003
ACH-000280,-0.0665888043415
ACH-000281,0.06306224343019999
ACH-000288,-0.15644128566600002
ACH-000291,-0.185752883609
ACH-000293,-0.172526357049
ACH-000294,-0.13217714535800001
ACH-000295,0.175442361634
ACH-000296,-0.367619253086
ACH-000302,-0.17946086217999999
ACH-000304,-0.021802430099
ACH-000307,-0.222888563815
ACH-000308,-0.20802883104699998
ACH-000310,-0.362572567759
ACH-000311,0.023298055226099998
ACH-000312,-0.167078576516
ACH-000315,-0.08134528749429999
ACH-000316,-0.568640627417
ACH-000317,-0.244069073136
ACH-000318,-0.19340749631499998
ACH-000319,-0.07752990587439999
ACH-000320,0.0333040775556
ACH-000322,-0.221267114174
ACH-000323,-0.34196476831999995
ACH-000324,-0.137031896725
ACH-000329,-0.0812817163045
ACH-000330,-0.18392020842700002
ACH-000331,-0.294118900573
ACH-000332,-0.256532089607
ACH-000334,-0.149320651844
ACH-000335,-0.237927872269
ACH-000336,-0.42838383429300003
ACH-000337,-0.08870846875119999
ACH-000339,-0.296011208587
ACH-000341,-0.544413676694
ACH-000348,-0.315785827742
ACH-000350,-0.24670781324000002
ACH-000352,-0.123621655414
ACH-000356,-0.327368977883
ACH-000361,-0.428592545057
ACH-000362,-0.104566990165
ACH-000363,-0.459102635652
ACH-000364,-0.048672873372800005
ACH-000365,0.0102754602326
ACH-000366,-0.466177840729
ACH-000368,-0.216146518172
ACH-000374,-0.0276596751993
ACH-000375,-0.24122094651
ACH-000376,-0.18153300545099998
ACH-000381,-0.057909250471800004
ACH-000383,-0.240401517367
ACH-000387,-0.08990691806430001
ACH-000389,-0.35727876829000005
ACH-000390,-0.0903624324099
ACH-000393,-0.42605443811800003
ACH-000395,-0.155701492795
ACH-000397,-0.20032925253400002
ACH-000401,-0.600105914436
ACH-000402,-0.010402305955899999
ACH-000403,-0.225581749309
ACH-000404,-0.48176705701300004
ACH-000406,-0.211125941561
ACH-000407,-0.37818033558799996
ACH-000408,-0.250615353937
ACH-000410,-0.220603812912
ACH-000411,-0.0721878419169
ACH-000414,-0.133773465201
ACH-000415,-0.0269023981387
ACH-000416,-0.15742677011700001
ACH-000420,-0.387088202267
ACH-000421,-0.116625360908
ACH-000424,-0.295549246323
ACH-000425,-0.22108550665899998
ACH-000426,-0.244224286373
ACH-000427,-0.122364670618
ACH-000433,-0.18314819165600002
ACH-000436,-0.282227833026
ACH-000444,-0.248828218657
ACH-000445,-0.142917274115
ACH-000448,-0.0465336186194
ACH-000450,-0.271178548631
ACH-000452,-0.302108346117
ACH-000454,-0.31581571714400003
ACH-000458,-0.326690987823
ACH-000459,-0.287846577891
ACH-000460,-0.492948149727
ACH-000461,-0.9284495712999999
ACH-000463,-0.41961673435999997
ACH-000464,0.00561527059095
ACH-000466,-0.118301328735
ACH-000467,-0.107629349867
ACH-000468,-0.0468432957228
ACH-000469,-0.09968561048499999
ACH-000470,-0.142835668268
ACH-000471,-0.22396746955699998
ACH-000472,-0.22103992747499998
ACH-000473,-0.23464376256799999
ACH-000475,-0.25025359353300003
ACH-000476,-0.283410220627
ACH-000477,0.08906015128589999
ACH-000480,-0.247050248382
ACH-000481,-0.115253122203
ACH-000483,-0.0507438021581
ACH-000484,-0.441064830796
ACH-000485,-0.30224556478500003
ACH-000486,-0.091296190406
ACH-000487,-0.07959707449180001
ACH-000488,-0.152645614842
ACH-000490,-0.177171142611
ACH-000491,-0.0511320310333
ACH-000495,-0.284381971525
ACH-000496,-0.0910202313253
ACH-000499,-0.0390601639559
ACH-000500,-0.0482939984805
ACH-000502,-0.181899957533
ACH-000503,-0.237913793402
ACH-000505,-0.251065818467
ACH-000507,-0.196056599348
ACH-000510,-0.1098799956
ACH-000511,-0.147580326579
ACH-000512,-0.3631238475
ACH-000516,-0.254465581831
ACH-000517,-0.361488574045
ACH-000518,-0.0935716792145
ACH-000520,-0.166737942936
ACH-000521,-0.320749374469
ACH-000522,-0.304879237857
ACH-000524,-0.48826556228100004
ACH-000527,-0.283500716223
ACH-000528,-0.215943855513
ACH-000537,-0.344115036103
ACH-000541,-0.208594337934
ACH-000542,-0.235643572223
ACH-000544,-0.257131311646
ACH-000545,-0.06946883400239999
ACH-000547,-0.00260427051243
ACH-000548,-0.182888812828
ACH-000549,-0.27247240145199997
ACH-000550,-0.26473627536100003
ACH-000552,-0.209526621022
ACH-000556,-0.179572805704
ACH-000557,-0.37702255205799995
ACH-000570,-0.149684169334
ACH-000571,-0.373194507982
ACH-000573,-0.305924300897
ACH-000576,-0.159402799747
ACH-000580,-0.0679701772975
ACH-000584,-0.08683601211539999
ACH-000585,0.044324621903599995
ACH-000588,-0.32019728258499996
ACH-000589,-0.202933051305
ACH-000591,-0.09595984039010001
ACH-000593,-0.48379110251999996
ACH-000600,-0.270794961641
ACH-000601,-0.373479450546
ACH-000604,-0.169693082012
ACH-000605,-0.233935029952
ACH-000606,-0.277924530988
ACH-000608,-0.33882499640600006
ACH-000614,-0.316952246986
ACH-000616,-0.334298844388
ACH-000618,-0.0644633868713
ACH-000619,-0.17068592069699998
ACH-000620,-0.18272319288199998
ACH-000621,-0.195117996893
ACH-000622,-0.40987930396899996
ACH-000623,-0.270498661534
ACH-000624,-0.258696817385
ACH-000627,-0.348896952976
ACH-000630,-0.12594733109
ACH-000632,-0.218767369738
ACH-000633,-0.23532625506299998
ACH-000637,-0.323638591311
ACH-000638,-0.077208764017
ACH-000646,-0.325000091745
ACH-000647,-0.30423131568000006
ACH-000648,-0.277311004565
ACH-000649,-0.19155960609099998
ACH-000651,-0.140001048754
ACH-000652,-0.404838302331
ACH-000653,0.0378335408464
ACH-000657,-0.251823748809
ACH-000658,-0.0245959392353
ACH-000661,-0.0820990860147
ACH-000662,-0.292863004054
ACH-000663,0.0131529130077
ACH-000665,-0.245789526428
ACH-000671,-0.253214810315
ACH-000673,-0.16088304047000002
ACH-000676,-0.243170706133
ACH-000677,-0.387463061813
ACH-000681,-0.173912468697
ACH-000682,-0.16993687441799998
ACH-000683,-0.50848771478
ACH-000684,-0.337202249184
ACH-000688,-0.19788614100000002
ACH-000693,-0.043596857104699994
ACH-000694,-0.194087473358
ACH-000695,0.051481055515800005
ACH-000696,-0.24348544101599998
ACH-000697,-0.336175004516
ACH-000699,-0.06983039893410001
ACH-000701,-0.148025713375
ACH-000706,-0.23978117120499998
ACH-000711,-0.18874812749000003
ACH-000713,-0.291471121692
ACH-000714,-0.255696830912
ACH-000718,-0.48383966221999997
ACH-000720,-0.163735448252
ACH-000721,-0.215926805462
ACH-000724,-0.0291327609089
ACH-000725,-0.0769282564209
ACH-000732,-0.230268749443
ACH-000734,-0.404715794947
ACH-000735,-0.402901107604
ACH-000736,-0.40807548560199997
ACH-000738,-0.284330530563
ACH-000746,0.171067056668
ACH-000747,-0.26011943565
ACH-000748,-0.0775747672144
ACH-000753,-0.31123447118
ACH-000756,-0.32230498626299997
ACH-000757,-0.009279466343780001
ACH-000758,-0.311427240896
ACH-000760,-0.130479426388
ACH-000763,-0.308923496962
ACH-000764,-0.43729559897299997
ACH-000765,-0.09839783923499999
ACH-000766,0.0525589395461
ACH-000767,-0.28861416837
ACH-000768,-0.425263038839
ACH-000769,0.168794617733
ACH-000770,-0.0766437762875
ACH-000771,-0.210899372456
ACH-000773,-0.259009861965
ACH-000776,-0.21061816732000002
ACH-000777,-0.2116425855
ACH-000778,-0.172908670489
ACH-000781,-0.09087927911089999
ACH-000782,-0.119483240036
ACH-000783,-0.18292916076699997
ACH-000784,-0.287261072266
ACH-000785,-0.0387785252157
ACH-000787,-0.134271258698
ACH-000788,-0.29405681956
ACH-000791,-0.197290637211
ACH-000792,-0.171777198241
ACH-000794,-0.218319731296
ACH-000796,-0.340604415206
ACH-000799,-0.155576230781
ACH-000800,-0.0637155971884
ACH-000802,-0.18106346166600001
ACH-000804,-0.410091193567
ACH-000805,-0.31236384411999996
ACH-000809,-0.265940897646
ACH-000810,-0.180966232102
ACH-000811,-0.22584339131499997
ACH-000817,-0.305564629031
ACH-000819,-0.30478508293699996
ACH-000820,-0.525292786087
ACH-000821,-0.0994132656538
ACH-000822,-0.037092701321300006
ACH-000823,-0.0309695439163
ACH-000824,-0.363095676843
ACH-000827,-0.20528919166499998
ACH-000829,-0.0771605314983
ACH-000831,-0.28038670408000005
ACH-000832,-0.227686109325
ACH-000833,-0.391943175634
ACH-000834,-0.390448291292
ACH-000835,-0.09733383262560001
ACH-000836,-0.082503309426
ACH-000837,-0.0501704611189
ACH-000838,-0.100108340687
ACH-000839,-0.31532379082199996
ACH-000840,-0.165511704248
ACH-000841,-0.108167555411
ACH-000843,-0.31829494826099997
ACH-000846,-0.244030293335
ACH-000847,-0.264912457323
ACH-000848,-0.0320998374892
ACH-000849,-0.318132679988
ACH-000851,-0.126042911166
ACH-000855,-0.22469858089000003
ACH-000856,-0.223376901632
ACH-000858,-0.110252039926
ACH-000859,-0.228994615078
ACH-000861,-0.181664824908
ACH-000862,-0.22747053086599997
ACH-000865,-0.154268454876
ACH-000866,-0.0470704588167
ACH-000867,-0.463217943364
ACH-000869,-0.34874175431800003
ACH-000872,-0.139371655003
ACH-000873,-0.0973306355373
ACH-000876,-0.155077334712
ACH-000878,-0.37606189960299996
ACH-000880,-0.558921182269
ACH-000881,-0.06313345081949999
ACH-000882,-0.183247177448
ACH-000884,-0.288178627887
ACH-000885,-0.36784467488300004
ACH-000887,-0.32638447418
ACH-000888,-0.215087483722
ACH-000889,-0.2549892096
ACH-000890,-0.210843959364
ACH-000896,-0.126026802286
ACH-000898,-0.25496535363899997
ACH-000900,-0.0829263911338
ACH-000901,-0.213593079991
ACH-000905,-0.22062659052900002
ACH-000906,-0.285788051402
ACH-000907,-0.347537154184
ACH-000910,-0.502403838577
ACH-000911,-0.462574058616
ACH-000912,-0.296814491678
ACH-000913,-0.0809250596747
ACH-000915,-0.156418732865
ACH-000916,-0.16219325183900002
ACH-000917,-0.194519859474
ACH-000921,-0.23792938216200002
ACH-000924,-0.303372566043
ACH-000926,-0.217414107347
ACH-000928,-0.341015106882
ACH-000929,0.274329865384
ACH-000932,-0.621555461308
ACH-000935,-0.114679768869
ACH-000936,-0.289271766991
ACH-000937,-0.45537496540600003
ACH-000938,-0.155198861908
ACH-000939,-0.138952642278
ACH-000941,-0.26054757027
ACH-000943,-0.0983960734053
ACH-000946,-0.264447324774
ACH-000947,-0.07953808889399999
ACH-000948,-0.456044801896
ACH-000950,-0.269949290413
ACH-000953,-0.40293626793700005
ACH-000957,-0.10329976785499999
ACH-000958,-0.09922621614919999
ACH-000960,-0.164082851258
ACH-000963,-0.53282569821
ACH-000968,-0.382930868609
ACH-000969,-0.0718437069549
ACH-000973,-0.202383123778
ACH-000974,-0.229855860926
ACH-000975,-0.126886392901
ACH-000976,-0.408406119801
ACH-000978,-0.37229707472400003
ACH-000980,-0.189689657897
ACH-000984,-0.420691657549
ACH-000986,-0.165614085301
ACH-000988,-0.494160725565
ACH-000993,-0.423920264048
ACH-000994,-0.07325383802760001
ACH-000996,-0.37425248837200004
ACH-001001,-0.281614926384
ACH-001020,-0.667345644975
ACH-001028,-0.16057722566299998
ACH-001031,-0.27872352971500003
ACH-001038,-0.164935836179
ACH-001048,-0.129216641253
ACH-001050,-0.278597992503
ACH-001053,-0.12917263093800002
ACH-001054,-0.513917973288
ACH-001061,-0.221050670063
ACH-001067,-0.256340419199
ACH-001075,-0.222346775035
ACH-001096,-0.30589396808200003
ACH-001128,-0.79103963219
ACH-001134,-0.481157668633
ACH-001151,-0.21373293101
ACH-001163,-0.111530972908
ACH-001164,-0.359539070307
ACH-001173,-0.2569794038
ACH-001183,0.012673826003399998
ACH-001184,-0.365227707364
ACH-001190,-0.341260584575
ACH-001192,-0.343617307491
ACH-001193,0.150257503687
ACH-001196,-0.22774351662700001
ACH-001197,-0.0649709165085
ACH-001205,-0.102529914304
ACH-001211,-0.576958477341
ACH-001212,-0.276005626936
ACH-001228,-0.198775452358
ACH-001232,-0.28053254973999997
ACH-001239,-0.14128993637499998
ACH-001274,0.011703574638399999
ACH-001275,-0.453150976484
ACH-001277,-0.240926494705
ACH-001278,0.185470459212
ACH-001280,0.013001282800499999
ACH-001283,-0.113746560952
ACH-001289,-0.465571983818
ACH-001295,-0.435721896809
ACH-001300,-0.06644537153130001
ACH-001301,0.006082711068909999
ACH-001302,-0.0699253648988
ACH-001303,0.126856584665
ACH-001306,-0.124625815473
ACH-001318,-0.292440260652
ACH-001322,-0.7056670240620001
ACH-001328,-0.302921540253
ACH-001332,-0.628616223505
ACH-001333,-0.07343061631419999
ACH-001336,-0.199349658134
ACH-001340,-0.334109693201
ACH-001346,-0.323477728203
ACH-001353,-0.328831076375
ACH-001354,-0.461132028905
ACH-001367,-0.28306353377
ACH-001368,-0.236956212412
ACH-001374,-0.422671544871
ACH-001375,-0.245336739689
ACH-001377,-0.388680999794
ACH-001380,-0.37462954827
ACH-001391,-0.208194318069
ACH-001407,-0.151177439864
ACH-001408,-0.187566603807
ACH-001413,-0.155167884422
ACH-001430,-1.06448220566
ACH-001431,-0.214095799645
ACH-001450,-0.462609847952
ACH-001496,-0.15924763341700002
ACH-001500,-0.0181200951452
ACH-001521,-0.267041146505
ACH-001523,-0.19863621820799998
ACH-001532,-0.171207534966
ACH-001536,-0.354417965025
ACH-001550,-0.26302994948
ACH-001552,-0.464640517531
ACH-001554,-0.298624294053
ACH-001645,-0.332101719468
ACH-001654,-0.217873455863
ACH-001715,-0.0164305509456
ACH-001735,-0.09644568106589999
ACH-001736,-0.016946501769299998
ACH-001737,0.0383010841525
ACH-001740,-1.09704712216
ACH-001745,-0.9942421316299999
ACH-001750,-0.558268531224
ACH-001765,-0.127502255834
ACH-001956,-0.151611098235
ACH-001957,-0.34709445377099996
