,TRA2B (6434)
ACH-000228,-0.626635807156
ACH-000231,-0.792008141956
ACH-000232,-1.09494557381
ACH-000233,-0.969755205476
ACH-000234,-0.800646636936
ACH-000235,-0.713489920712
ACH-000237,-1.00650669099
ACH-000238,-0.5685244418100001
ACH-000243,-0.263070396689
ACH-000244,-0.372457702382
ACH-000246,-0.330539299322
ACH-000248,-0.588543893645
ACH-000250,-0.980155691817
ACH-000251,-0.42106621863899996
ACH-000253,-0.7817752481
ACH-000255,-0.45164336556999995
ACH-000256,-0.5182005634619999
ACH-000257,-0.7493005036079999
ACH-000258,-0.931400393585
ACH-000259,-0.7698614021060001
ACH-000260,-0.952190921055
ACH-000261,-0.594937422217
ACH-000262,-0.640555004763
ACH-000263,-0.804268997558
ACH-000264,-1.0425211806299999
ACH-000265,-0.7939239646089999
ACH-000266,-0.29194187458799997
ACH-000272,-0.654318671166
ACH-000273,-0.655264785748
ACH-000274,-1.22616656262
ACH-000277,-0.775974040748
ACH-000278,-1.01013148686
ACH-000279,-0.8976436027820001
ACH-000280,-0.488143679615
ACH-000281,-0.45221599095200005
ACH-000288,-0.48752902719499996
ACH-000291,-1.09151783584
ACH-000293,-0.695492440757
ACH-000294,-1.05895622058
ACH-000295,-0.720683817855
ACH-000296,-0.531783681756
ACH-000302,-0.406316193821
ACH-000304,-0.276372941228
ACH-000307,-0.616809660817
ACH-000308,-0.866429804446
ACH-000310,-1.08385832928
ACH-000311,-0.419632116861
ACH-000312,-1.0409880449700002
ACH-000315,-0.563147206837
ACH-000316,-0.60830694821
ACH-000317,-0.364975168067
ACH-000318,-0.786460730139
ACH-000319,-0.65662947158
ACH-000320,-0.980972466751
ACH-000322,-1.1100569803
ACH-000323,-0.283660236778
ACH-000324,-0.7234617159810001
ACH-000329,-0.547547258068
ACH-000330,-0.636720299031
ACH-000331,-0.6580673812219999
ACH-000332,-0.41587062087899995
ACH-000334,-0.378732212251
ACH-000335,-0.7540553959909999
ACH-000336,-0.344777702497
ACH-000337,-0.495105450924
ACH-000339,-0.6766217582240001
ACH-000341,-1.01289203379
ACH-000348,-0.400308889905
ACH-000350,-0.407527538596
ACH-000352,-0.815867021011
ACH-000356,-0.370537554309
ACH-000361,-0.295601188194
ACH-000362,-1.01548636535
ACH-000363,-0.551092948138
ACH-000364,-0.6811001455689999
ACH-000365,-0.351421588341
ACH-000366,-0.8598626466439999
ACH-000368,-0.5095082977000001
ACH-000374,-0.497118070749
ACH-000375,-1.02265049502
ACH-000376,-0.227481210218
ACH-000381,-0.469441833849
ACH-000383,-0.546152421082
ACH-000387,-0.636660752164
ACH-000389,-0.54835553434
ACH-000390,-0.616425838872
ACH-000393,-0.7926797786409999
ACH-000395,-0.248905461447
ACH-000397,-0.425001995009
ACH-000401,-0.704498397925
ACH-000402,-0.0978212109496
ACH-000403,-0.42465062967699996
ACH-000404,-0.5864422330560001
ACH-000406,-0.434744802447
ACH-000407,-0.609245965288
ACH-000408,-0.469369887333
ACH-000410,-0.6771009819310001
ACH-000411,-0.972647082403
ACH-000414,-1.12747802328
ACH-000415,-0.43544214053999997
ACH-000416,-1.01967810049
ACH-000420,-0.97795608421
ACH-000421,-0.572894321677
ACH-000424,-0.615455537173
ACH-000425,-0.562206825108
ACH-000426,-0.46652752861900004
ACH-000427,-0.34403657719499997
ACH-000433,-0.806181568898
ACH-000436,-0.749224117718
ACH-000444,-0.735794940172
ACH-000445,-0.490095966837
ACH-000448,-0.780950871089
ACH-000450,-0.438741267002
ACH-000452,-0.292293197273
ACH-000454,-0.7091403456640001
ACH-000458,-0.594777270657
ACH-000459,-1.1082606462
ACH-000460,-0.681879330422
ACH-000461,-0.7022591355069999
ACH-000463,-0.9979746694480001
ACH-000464,-0.303559041291
ACH-000466,-0.380470878544
ACH-000467,-0.820431871482
ACH-000468,-0.648017030594
ACH-000469,-0.612129027976
ACH-000470,-0.718170670748
ACH-000471,-1.11133479832
ACH-000472,-0.618043935992
ACH-000473,-0.797315740333
ACH-000475,-0.8037459069320001
ACH-000476,-0.577583382667
ACH-000477,-0.921371556615
ACH-000480,-0.848669755527
ACH-000481,-1.10631885767
ACH-000483,-0.5214816031580001
ACH-000484,-1.1904795103599999
ACH-000485,-0.24894067178000004
ACH-000486,-0.6824769230650001
ACH-000487,-1.3749875753999998
ACH-000488,-0.7530102666959999
ACH-000490,-0.26014105347600003
ACH-000491,-0.487691987003
ACH-000495,-0.231457697159
ACH-000496,-1.14150570675
ACH-000499,-1.1356200974600001
ACH-000500,-0.6337703533619999
ACH-000502,-0.802928307359
ACH-000503,-0.603396475449
ACH-000505,-0.420084319248
ACH-000507,-0.779050458627
ACH-000510,-0.6794931201100001
ACH-000511,-0.502271574243
ACH-000512,-0.8252487160330001
ACH-000516,-0.546453636018
ACH-000517,-0.9992827200100001
ACH-000518,-0.581774889261
ACH-000520,-0.8631630246259999
ACH-000521,-0.6114387211300001
ACH-000522,-0.953887819095
ACH-000524,-0.810333698237
ACH-000527,-0.32228150164999997
ACH-000528,-0.387780648453
ACH-000537,-0.504347067157
ACH-000541,-0.40635561952
ACH-000542,-0.428834381185
ACH-000544,-0.716488496676
ACH-000545,-0.697106707686
ACH-000547,-0.598413639071
ACH-000548,-0.700309047964
ACH-000549,-0.671072293235
ACH-000550,-1.0257897631200001
ACH-000552,-0.713353540955
ACH-000556,-0.5315556812969999
ACH-000557,-1.1145289635299997
ACH-000570,-0.5972292533110001
ACH-000571,-0.73416837609
ACH-000573,-0.5697689805080001
ACH-000576,-0.654404557829
ACH-000580,-0.610062165523
ACH-000584,-0.66351114418
ACH-000585,-0.497010216189
ACH-000588,-0.633497389322
ACH-000589,-0.884463244906
ACH-000591,-0.622939009164
ACH-000593,-0.840743195845
ACH-000600,-0.645035313088
ACH-000601,-0.897138550706
ACH-000604,-0.636894311291
ACH-000605,-0.625452985421
ACH-000606,-0.408772104557
ACH-000608,-0.48028117439999995
ACH-000614,-0.296308828394
ACH-000616,-0.42216642473300003
ACH-000618,-0.466696109398
ACH-000619,-0.474827076425
ACH-000620,-0.7692231359039999
ACH-000621,-0.631434963279
ACH-000622,-0.834379332314
ACH-000623,-0.7257160408490001
ACH-000624,-0.815260041092
ACH-000627,-0.925144298387
ACH-000630,-0.718434754858
ACH-000632,-1.22135655266
ACH-000633,-0.625126847656
ACH-000637,-0.9532209926790001
ACH-000638,-0.903936219743
ACH-000646,-0.38777503543
ACH-000647,-0.339327547543
ACH-000648,-0.9317453687389999
ACH-000649,-0.7709848273469999
ACH-000651,-0.920307510307
ACH-000652,-0.712302097792
ACH-000653,-0.38997796161
ACH-000657,-0.882240943888
ACH-000658,-0.9285080104819999
ACH-000661,-0.781868331077
ACH-000662,-0.643130007641
ACH-000663,-0.890406467412
ACH-000665,-0.7078560198270001
ACH-000671,-0.675318394213
ACH-000673,-0.68812329392
ACH-000676,-0.33632811526100004
ACH-000677,-0.37347247661399996
ACH-000681,-0.8646159909610001
ACH-000682,-0.511015514163
ACH-000683,-0.554787325709
ACH-000684,-0.694524739373
ACH-000688,-0.915479327205
ACH-000693,-0.504684381074
ACH-000694,-0.495052899145
ACH-000695,-0.309444339616
ACH-000696,-0.5961616583120001
ACH-000697,-0.65130594205
ACH-000699,-1.5908227208
ACH-000701,-0.5971494359480001
ACH-000706,-0.647759636374
ACH-000711,-0.350658408109
ACH-000713,-0.779436060008
ACH-000714,-0.564987775193
ACH-000718,-0.392722506475
ACH-000720,-0.55692602343
ACH-000721,-0.912263391391
ACH-000724,-0.812369240578
ACH-000725,-0.547593534147
ACH-000732,-0.827067198609
ACH-000734,-0.5895425630860001
ACH-000735,-0.7009706351680001
ACH-000736,-0.8003251094570001
ACH-000738,-0.373293742007
ACH-000746,-0.793510313658
ACH-000747,-0.6642897517199999
ACH-000748,-0.494024259877
ACH-000753,-0.946658997026
ACH-000756,-0.535966202254
ACH-000757,-0.8125294324269999
ACH-000758,-0.402792317813
ACH-000760,-0.43604470146700003
ACH-000763,-0.5058713886280001
ACH-000764,-0.7059450197139999
ACH-000765,-0.8565371574320001
ACH-000766,-0.598758474137
ACH-000767,-0.32164083553100004
ACH-000768,-0.695645577459
ACH-000769,-0.585808760298
ACH-000770,-1.04143723782
ACH-000771,-0.822333531901
ACH-000773,-0.924876022689
ACH-000776,-0.554409323396
ACH-000777,-0.462384087204
ACH-000778,-0.491068849538
ACH-000781,-0.498690652188
ACH-000782,-0.7287127010619999
ACH-000783,-1.03788195588
ACH-000784,-0.7366882842720001
ACH-000785,-0.817252487888
ACH-000787,-0.436822701431
ACH-000788,-0.776403649935
ACH-000791,-0.669590534084
ACH-000792,-0.684176479399
ACH-000794,-0.644360173678
ACH-000796,-1.23024003058
ACH-000799,-0.648626322048
ACH-000800,-0.482035593416
ACH-000802,-0.894761726356
ACH-000804,-0.702671213486
ACH-000805,-1.15070619838
ACH-000809,-0.382428341123
ACH-000810,-1.18904464967
ACH-000811,-1.40874447651
ACH-000817,-0.648040164234
ACH-000819,-0.7850095343100001
ACH-000820,-0.6338516416009999
ACH-000821,-1.02279852206
ACH-000822,-1.4272931843
ACH-000823,-0.49236705718400003
ACH-000824,-0.49780662217699995
ACH-000827,-0.766077015678
ACH-000829,-0.393830726452
ACH-000831,-0.994712054965
ACH-000832,-0.5174576228159999
ACH-000833,-0.57498312225
ACH-000834,-0.420651306179
ACH-000835,-0.675552087221
ACH-000836,-0.543566453782
ACH-000837,-0.452093730565
ACH-000838,-0.623252402119
ACH-000839,-0.657474430843
ACH-000840,-0.695001923156
ACH-000841,-0.846937387635
ACH-000843,-0.533473914428
ACH-000846,-0.634040885256
ACH-000847,-0.623300371114
ACH-000848,-0.835689399258
ACH-000849,-0.625875469835
ACH-000851,-0.712659331708
ACH-000855,-0.865105820602
ACH-000856,-0.605976435344
ACH-000858,-0.505234343202
ACH-000859,-0.6728235677359999
ACH-000861,-0.8974607571559999
ACH-000862,-0.49180974442000003
ACH-000865,-0.557535398622
ACH-000866,-0.469735750511
ACH-000867,-0.639351811148
ACH-000869,-0.8189284934100001
ACH-000872,-0.41941399001
ACH-000873,-0.575337820255
ACH-000876,-0.7456502385100001
ACH-000878,-0.90653951888
ACH-000880,-0.259298252271
ACH-000881,-0.511809749093
ACH-000882,-0.685456193142
ACH-000884,-0.753725326385
ACH-000885,-0.55139580797
ACH-000887,-0.36169167615599995
ACH-000888,-0.876537441479
ACH-000889,-0.611811272033
ACH-000890,-0.357076739453
ACH-000896,-0.45645786989799997
ACH-000898,-0.508017024618
ACH-000900,-0.914007538378
ACH-000901,-0.500072606575
ACH-000905,-0.367453753103
ACH-000906,-0.575446844965
ACH-000907,-0.7439742564290001
ACH-000910,-0.819613323749
ACH-000911,-1.08409049984
ACH-000912,-1.0690125637999999
ACH-000913,-0.841180595344
ACH-000915,-0.52044421238
ACH-000916,-1.2997249692100001
ACH-000917,-0.32709381040999996
ACH-000921,-0.9016825490870001
ACH-000924,-0.673097670904
ACH-000926,-0.351661069668
ACH-000928,-0.538524270968
ACH-000929,-0.9643124312989999
ACH-000932,-0.7092212505259999
ACH-000935,-0.678782633991
ACH-000936,-0.594345267617
ACH-000937,-1.1240429815200002
ACH-000938,-0.680794326434
ACH-000939,-0.15873068675899998
ACH-000941,-0.409285828796
ACH-000943,-0.661928715321
ACH-000946,-0.619879679293
ACH-000947,-0.5410507295520001
ACH-000948,-0.661667733067
ACH-000950,-0.687458796856
ACH-000953,-0.248448804575
ACH-000957,-0.5357908237960001
ACH-000958,-0.569606946171
ACH-000960,-0.506657270754
ACH-000963,-0.49326736535599996
ACH-000968,-0.968808087296
ACH-000969,-0.389128498127
ACH-000973,-0.619812278792
ACH-000974,-0.465112425395
ACH-000975,-0.47962762151999994
ACH-000976,-0.9410805798049999
ACH-000978,-0.9611140261669999
ACH-000980,-0.8792979867919999
ACH-000984,-0.720052608113
ACH-000986,-0.7657853468279999
ACH-000988,-0.771339195043
ACH-000993,-0.794768854253
ACH-000994,-0.521041181693
ACH-000996,-0.8013451216840001
ACH-001001,-0.578446676015
ACH-001020,-0.7581508587100001
ACH-001028,-0.8380925843800001
ACH-001031,-0.157536736018
ACH-001038,-0.693582232781
ACH-001048,-0.77069619553
ACH-001050,-0.768088978494
ACH-001053,-0.42331679102200004
ACH-001054,-0.7540126452500001
ACH-001061,-0.6308915363750001
ACH-001067,-0.971499129745
ACH-001075,-0.825993243448
ACH-001096,-0.8835856559649999
ACH-001128,-1.087097896
ACH-001134,-1.3282566112
ACH-001151,-0.766140434631
ACH-001163,-0.621864395014
ACH-001164,-1.06191326022
ACH-001173,-0.626721447465
ACH-001183,-0.731241437288
ACH-001184,-1.1490627177600001
ACH-001190,-0.616212416658
ACH-001192,-0.8092682452850001
ACH-001193,-0.515945671408
ACH-001196,-0.8658390113400001
ACH-001197,-1.1233549988200002
ACH-001205,-0.737153470456
ACH-001211,-0.931512741276
ACH-001212,-0.6892013210969999
ACH-001228,-0.422490985379
ACH-001232,-0.5863339724809999
ACH-001239,-0.552758692626
ACH-001274,-0.91029139513
ACH-001275,-0.5189765347990001
ACH-001277,-0.6765411556470001
ACH-001278,-0.8158753451109999
ACH-001280,-0.8708897681559999
ACH-001283,-1.17416557043
ACH-001289,-0.38538361598800003
ACH-001295,-0.71384209293
ACH-001300,-0.469885666228
ACH-001301,-0.883279201444
ACH-001302,-0.943520846396
ACH-001303,-1.1057327363
ACH-001306,-1.17145380162
ACH-001318,-1.0298757517000001
ACH-001322,-0.848474508633
ACH-001328,-0.370670847658
ACH-001332,-0.5383284973210001
ACH-001333,-0.5765425559130001
ACH-001336,-0.8550499958419999
ACH-001340,-0.624059705294
ACH-001346,-0.753126967406
ACH-001353,-0.57640099966
ACH-001354,-0.7617256804639999
ACH-001367,-0.537929513952
ACH-001368,-1.08189101791
ACH-001374,-0.528608539754
ACH-001375,-0.43475742265199996
ACH-001377,-0.556477506103
ACH-001380,-0.797083964937
ACH-001391,-0.981058656541
ACH-001407,-0.631242857972
ACH-001408,-0.8961523386
ACH-001413,-0.9314311968160001
ACH-001430,-0.7721921612989999
ACH-001431,-0.7612499639839999
ACH-001450,-0.412285168921
ACH-001496,-0.580225857781
ACH-001500,-0.55991021277
ACH-001521,-0.518124474653
ACH-001523,-0.62788940485
ACH-001532,-0.845969961884
ACH-001536,-1.0457869310899999
ACH-001550,-0.618729083936
ACH-001552,-0.375943262707
ACH-001554,-0.8002238523559999
ACH-001645,-0.6327721948939999
ACH-001654,-0.708385476543
ACH-001715,-0.697063609727
ACH-001735,-0.9294225387039999
ACH-001736,-1.14443060331
ACH-001737,-0.526004600147
ACH-001740,-1.12881087037
ACH-001745,-0.971790996488
ACH-001750,-0.33013398047
ACH-001765,-0.73436995523
ACH-001956,-0.8956364885529999
ACH-001957,-0.29838809633
