,ERH (2079)
ACH-000393,-0.9768451245
ACH-000395,-1.49193453093
ACH-000397,-1.31697059624
ACH-000401,-1.45568133438
ACH-000402,-1.4008272008000002
ACH-000403,-1.69776815033
ACH-000404,-1.0616498564899999
ACH-000406,-1.35846585561
ACH-000407,-1.50746222878
ACH-000408,-1.0511108218
ACH-000410,-1.41809570433
ACH-000411,-1.2260408818000001
ACH-000414,-1.31978504224
ACH-000415,-1.1551121787899998
ACH-000416,-1.41706636171
ACH-000420,-1.6057830839899998
ACH-000421,-1.20540414223
ACH-000424,-1.68290587125
ACH-000425,-1.13615957075
ACH-000426,-1.3632857329499999
ACH-000427,-1.55990157589
ACH-000433,-1.3024622553
ACH-000436,-1.2318071736
ACH-000444,-1.62416533511
ACH-000445,-1.4321569532499998
ACH-000448,-1.45152828558
ACH-000450,-1.05550122807
ACH-000452,-1.33623415927
ACH-000454,-1.1220410651000001
ACH-000458,-1.1666977905299998
ACH-000459,-0.919111657417
ACH-000460,-1.33626082039
ACH-000461,-1.29093993105
ACH-000463,-1.18420966453
ACH-000464,-1.59952859814
ACH-000466,-1.0621169463200002
ACH-000467,-1.44721314516
ACH-000468,-1.7938877186000002
ACH-000469,-1.25063101902
ACH-000470,-1.4613327705
ACH-000471,-1.5618289047999998
ACH-000472,-1.6987979970299998
ACH-000473,-1.3933357164500002
ACH-000475,-1.5153808592500002
ACH-000476,-1.33480130211
ACH-000477,-1.3171999001799999
ACH-000480,-1.2770228645100001
ACH-000481,-1.46802232884
ACH-000483,-1.30328527841
ACH-000484,-1.7216506169299999
ACH-000485,-1.2836223683399999
ACH-000486,-1.4016628094799999
ACH-000487,-1.55272394794
ACH-000488,-1.3386145034
ACH-000490,-1.4041742564300002
ACH-000491,-1.40339042431
ACH-000495,-1.65989105902
ACH-000496,-1.3281146543200002
ACH-000499,-1.3854496899000002
ACH-000500,-1.7041043779299998
ACH-000502,-1.2803613591299998
ACH-000503,-1.22835567831
ACH-000505,-1.50390445324
ACH-000507,-1.4291665680399999
ACH-000510,-1.27027486995
ACH-000511,-1.3615017301299999
ACH-000512,-1.40738882253
ACH-000516,-1.52863662991
ACH-000517,-1.5064542935499998
ACH-000518,-1.0953343282999999
ACH-000520,-1.62136948271
ACH-000521,-1.1881594960200001
ACH-000522,-1.5011206643500001
ACH-000524,-1.68351886252
ACH-000527,-1.3515828772299998
ACH-000528,-1.32323423936
ACH-000537,-1.46107559261
ACH-000541,-1.50933200049
ACH-000542,-1.4588582639399998
ACH-000544,-1.28159026805
ACH-000545,-1.3315723024700001
ACH-000547,-1.50479836054
ACH-000548,-1.26919188876
ACH-000549,-1.46929784412
ACH-000550,-1.56479046204
ACH-000552,-1.43948830658
ACH-000556,-1.55710058101
ACH-000557,-1.58441269909
ACH-000570,-1.33608771819
ACH-000571,-1.8683096042200003
ACH-000573,-1.78074728776
ACH-000576,-1.5230400093
ACH-000580,-1.40413798964
ACH-000584,-1.71858912254
ACH-000585,-1.67641966159
ACH-000588,-1.35545152249
ACH-000589,-1.2890793279000001
ACH-000591,-1.2704447862100001
ACH-000593,-1.3372283573100001
ACH-000600,-1.24105204504
ACH-000601,-1.37398290463
ACH-000604,-1.53450152128
ACH-000605,-1.1204306287799999
ACH-000606,-1.2181877611299998
ACH-000608,-2.18117395781
ACH-000614,-1.25437700734
ACH-000616,-1.24224016941
ACH-000618,-1.3456044303999999
ACH-000619,-1.5294008681
ACH-000620,-1.5254449886
ACH-000621,-2.0745220437
ACH-000622,-1.3876496845100001
ACH-000623,-1.23682942546
ACH-000624,-1.39068316103
ACH-000627,-1.28538432221
ACH-000630,-1.1513659969399999
ACH-000632,-1.18854559341
ACH-000633,-1.6508129822600002
ACH-000637,-1.3781969354899999
ACH-000638,-1.2562238205
ACH-000646,-1.26243273474
ACH-000647,-1.3996324588799998
ACH-000648,-1.6064553055200002
ACH-000649,-1.3396963095999999
ACH-000651,-1.24829216054
ACH-000652,-1.28890454966
ACH-000653,-1.70771613215
ACH-000657,-1.41412631261
ACH-000658,-1.7897464001199999
ACH-000661,-1.29733417756
ACH-000662,-1.34997062005
ACH-000663,-1.06084783546
ACH-000665,-1.3746423818
ACH-000671,-1.47006041394
ACH-000673,-0.952384189076
ACH-000676,-1.39491546454
ACH-000677,-0.7336512484659999
ACH-000681,-1.31429121841
ACH-000682,-1.4517904333899998
ACH-000683,-1.40040522114
ACH-000684,-1.5450679783
ACH-000688,-1.53269454919
ACH-000693,-1.23669413467
ACH-000694,-1.42186411567
ACH-000695,-1.52524571616
ACH-000696,-1.31229936637
ACH-000697,-1.26454775547
ACH-000699,-1.9399450998199999
ACH-000701,-1.28184122239
ACH-000706,-1.24257723369
ACH-000711,-1.53387029136
ACH-000713,-1.2608995970899999
ACH-000714,-1.43723381697
ACH-000718,-1.3174434498899998
ACH-000720,-1.4235550900299998
ACH-000721,-1.3708705030000001
ACH-000724,-1.74464681659
ACH-000725,-1.74233702945
ACH-000732,-1.00892668157
ACH-000734,-1.4597622167
ACH-000735,-1.51547336462
ACH-000736,-1.40652692442
ACH-000738,-1.4809702525
ACH-000746,-1.62356485666
ACH-000747,-1.4223120605000001
ACH-000748,-1.3756318393
ACH-000753,-1.49860091038
ACH-000756,-1.6177777460299998
ACH-000757,-1.1321580604600001
ACH-000758,-1.4119247578
ACH-000760,-1.6108959382899999
ACH-000763,-1.8260211502300001
ACH-000764,-1.2136852102200002
ACH-000765,-1.1393834272299999
ACH-000766,-1.4836309358200002
ACH-000767,-1.77844596398
ACH-000768,-1.32196968581
ACH-000769,-1.26852647967
ACH-000770,-1.3960253287900002
ACH-000771,-1.16351182541
ACH-000773,-1.36179299857
ACH-000776,-1.30510590573
ACH-000777,-1.37393849255
ACH-000778,-1.19516167157
ACH-000781,-1.40383578604
ACH-000782,-1.2147296288299998
ACH-000783,-1.8165432248
ACH-000784,-1.49652242813
ACH-000785,-1.60181341058
ACH-000787,-1.1341003867
ACH-000788,-1.2965813850499999
ACH-000791,-1.49321574976
ACH-000792,-1.61058346819
ACH-000794,-1.57518026921
ACH-000796,-1.67904732466
ACH-000799,-1.4781359945399999
ACH-000800,-1.48852318084
ACH-000802,-1.1528335943799999
ACH-000804,-1.15272210227
ACH-000805,-1.5360990451700003
ACH-000809,-1.67419196433
ACH-000810,-1.151205619
ACH-000811,-1.48858053115
ACH-000817,-1.47145300893
ACH-000819,-1.29958562596
ACH-000820,-1.66614446233
ACH-000821,-1.6478628738999999
ACH-000822,-1.32056943666
ACH-000823,-1.26126373264
ACH-000824,-1.27031791283
ACH-000827,-1.4163398839899999
ACH-000829,-1.4422597285299998
ACH-000831,-1.18820343716
ACH-000832,-1.2494610099899999
ACH-000833,-1.38344488174
ACH-000834,-1.45122270928
ACH-000835,-1.2369124282600001
ACH-000836,-1.57361560058
ACH-000837,-1.1469684851200002
ACH-000838,-1.61371302188
ACH-000839,-1.0823620514799999
ACH-000840,-1.3992691170299998
ACH-000841,-1.3026678842000001
ACH-000843,-1.5403292221200002
ACH-000846,-1.39054693186
ACH-000847,-1.51258573901
ACH-000848,-1.3727002522999998
ACH-000849,-1.62751194634
ACH-000851,-1.3551089514399999
ACH-000855,-1.14894386873
ACH-000856,-1.13753127456
ACH-000858,-1.31260514996
ACH-000859,-1.3691288605200003
ACH-000861,-1.3351196299099999
ACH-000862,-1.19964116217
ACH-000865,-1.3080019493700001
ACH-000866,-1.4139063142299997
ACH-000867,-1.62160902055
ACH-000869,-1.5115957223199998
ACH-000872,-1.2355267531899998
ACH-000873,-1.1101118948
ACH-000876,-1.2691193102
ACH-000878,-1.4763610529799998
ACH-000880,-1.21884173971
ACH-000881,-1.14815180729
ACH-000882,-1.26180556834
ACH-000884,-1.27242804506
ACH-000885,-1.38464921528
ACH-000887,-1.42562931134
ACH-000888,-1.37217642162
ACH-000889,-1.2522487349200002
ACH-000890,-1.26191138892
ACH-000896,-1.5105974769100001
ACH-000898,-1.42994157064
ACH-000900,-1.2110047390899998
ACH-000901,-1.3353050612000001
ACH-000905,-1.2452538321700002
ACH-000906,-1.34366170868
ACH-000907,-1.4993186353799999
ACH-000910,-1.1861169422
ACH-000911,-1.43102456977
ACH-000912,-1.25657446624
ACH-000913,-1.2961218936
ACH-000915,-1.59256597718
ACH-000916,-1.5402627054799998
ACH-000917,-1.27070526811
ACH-000921,-1.3678398338999997
ACH-000924,-1.55890658762
ACH-000926,-1.36115694786
ACH-000928,-1.4114828583
ACH-000929,-1.26751094065
ACH-000932,-1.43634700884
ACH-000935,-1.4874926408000002
ACH-000936,-1.13344294076
ACH-000937,-1.60585543348
ACH-000938,-1.69122790766
ACH-000939,-1.5347474107700003
ACH-000941,-1.5585349661
ACH-000943,-1.24726912972
ACH-000946,-1.14051633912
ACH-000947,-1.29662972976
ACH-000948,-1.26779451696
ACH-000950,-1.23203391255
ACH-000953,-1.6773294406600001
ACH-000957,-1.18644173472
ACH-000958,-1.0912768799299999
ACH-000960,-1.57832600115
ACH-000963,-1.42106003247
ACH-000968,-1.34479907357
ACH-000969,-1.1892965014399999
ACH-000973,-1.4241079651800002
ACH-000974,-1.41140324977
ACH-000975,-1.25921493509
ACH-000976,-1.2363141557700001
ACH-000978,-1.17825044398
ACH-000980,-1.39504964716
ACH-000984,-1.18810225822
ACH-000986,-1.3473928695100001
ACH-000988,-1.13663363009
ACH-000993,-1.4816068085299998
ACH-000994,-1.35319002801
ACH-000996,-1.37448599416
ACH-001001,-1.4260896416799997
ACH-001020,-1.6089637096
ACH-001028,-1.41247400676
ACH-001031,-1.29840608904
ACH-001038,-1.62546852807
ACH-001048,-1.24717159362
ACH-001050,-1.1958469813600001
ACH-001053,-1.58902362245
ACH-001054,-1.25960963422
ACH-001061,-1.3980646512600001
ACH-001067,-1.43486705277
ACH-001075,-1.36817613887
ACH-001096,-1.3878095776100001
ACH-001128,-1.8889781207099998
ACH-001134,-1.6773934139700002
ACH-001151,-1.2433176696100001
ACH-001163,-1.5668008340900001
ACH-001164,-1.2010608771200002
ACH-001173,-1.3572237689700002
ACH-001183,-1.40830308571
ACH-001184,-1.63344409777
ACH-001190,-1.24063414542
ACH-001192,-1.4755377050100003
ACH-001193,-1.2397713862100002
ACH-001196,-1.4322714725499999
ACH-001197,-1.3993161780899999
ACH-001205,-1.54454638402
ACH-001211,-1.43343946178
ACH-001212,-1.4261051362900001
ACH-001228,-1.7924027927900001
ACH-001232,-1.2848479901899998
ACH-001239,-1.2740634411299998
ACH-001274,-1.38628442021
ACH-001275,-1.32727208849
ACH-001277,-1.4443204751700003
ACH-001278,-1.12734783117
ACH-001280,-1.5070050436899998
ACH-001283,-1.5074474923299999
ACH-001289,-1.30433111985
ACH-001295,-1.38848373476
ACH-001300,-1.38047989456
ACH-001301,-1.36810003609
ACH-001302,-1.57675222386
ACH-001303,-1.3507605202500002
ACH-001306,-1.59451153875
ACH-001318,-1.26976903248
ACH-001322,-1.5156597067200002
ACH-001328,-1.41962050891
ACH-001332,-1.4737194842399999
ACH-001333,-0.99658014552
ACH-001336,-1.31694920808
ACH-001340,-1.39787109537
ACH-001346,-1.26450855345
ACH-001353,-1.21789083283
ACH-001354,-1.33611499775
ACH-001367,-1.3011744682700002
ACH-001368,-1.34187717623
ACH-001374,-1.4389647384
ACH-001375,-1.6135346184000001
ACH-001377,-1.39336256688
ACH-001380,-1.4631377507499999
ACH-001391,-1.92533097694
ACH-001407,-1.2935597652500002
ACH-001408,-1.0152192630399999
ACH-001413,-1.26327853821
ACH-001430,-1.79811620717
ACH-001431,-1.3374679278100001
ACH-001450,-1.32598611344
ACH-001496,-1.4898606257
ACH-001500,-1.3399584471400001
ACH-001521,-1.45683192561
ACH-001523,-1.25614432724
ACH-001532,-1.38744113507
ACH-001536,-1.2686396231100001
ACH-001550,-1.5216846623
ACH-001552,-1.71441284031
ACH-001554,-1.34710121632
ACH-001645,-1.4507444092500001
ACH-001654,-1.43576612972
ACH-001715,-1.18623016969
ACH-001735,-1.30859957075
ACH-001736,-1.70918559817
ACH-001737,-1.7371698998700003
ACH-001740,-1.6353019320299997
ACH-001745,-1.8291100208700002
ACH-001750,-1.2436873367399999
ACH-001765,-1.65568098984
ACH-001956,-1.1752366484299999
ACH-001957,-1.53522503919
