,SKIV2L (6499)
ACH-000168,-0.111521825397
ACH-000169,-0.343127441376
ACH-000178,-0.0664486337384
ACH-000182,-0.190265374971
ACH-000183,-0.028994377642900002
ACH-000188,-0.267945045893
ACH-000189,-0.20664840182500002
ACH-000190,-0.132641924159
ACH-000198,-0.21851861677499998
ACH-000204,-0.05899678939590001
ACH-000206,-0.192576666398
ACH-000207,-0.27122689218699997
ACH-000211,-0.264515614769
ACH-000215,-0.614922718555
ACH-000221,-0.07291275380960001
ACH-000222,-0.255078337325
ACH-000223,-0.33735865207599997
ACH-000226,-0.283217421572
ACH-000227,-0.312267895959
ACH-000228,-0.182062568118
ACH-000231,-0.31180520021200003
ACH-000232,-0.326727445924
ACH-000233,-0.410095276215
ACH-000234,-0.21815059975099999
ACH-000235,-0.264507956706
ACH-000237,-0.19801780805
ACH-000238,-0.33859136225500003
ACH-000243,-0.07120185955960001
ACH-000244,-0.37181685540700005
ACH-000246,-0.149946921188
ACH-000248,-0.364844878649
ACH-000250,-0.25493748062800003
ACH-000251,-0.0575998592301
ACH-000253,-0.222476479317
ACH-000255,-0.30350143299000004
ACH-000256,-0.127879831197
ACH-000257,-0.143413865445
ACH-000258,-0.15646655394
ACH-000259,-0.163871699302
ACH-000260,-0.725883453443
ACH-000261,-0.18653648114500002
ACH-000262,-0.662316637035
ACH-000263,-0.27516252149
ACH-000264,-0.398186076652
ACH-000265,-0.10709931350400001
ACH-000266,-0.19134022221299998
ACH-000272,-0.111726853529
ACH-000273,-0.21526340701299998
ACH-000274,-0.205886365686
ACH-000277,-0.274673273547
ACH-000278,-0.24698639841400002
ACH-000279,-0.189410811439
ACH-000280,-0.137044661963
ACH-000281,-0.358941132159
ACH-000288,-0.207992102053
ACH-000291,-0.193305366496
ACH-000293,-0.272306419387
ACH-000294,-0.12487731823300001
ACH-000295,-0.20428900600699998
ACH-000296,-0.235836777885
ACH-000302,-0.294240729784
ACH-000304,-0.17233467614999998
ACH-000307,-0.313132061488
ACH-000308,-0.225352285795
ACH-000310,-0.197479586417
ACH-000311,-0.157576017318
ACH-000312,-0.00171401481834
ACH-000315,-0.551032254757
ACH-000316,-0.36093681738000005
ACH-000317,-0.418863694809
ACH-000318,-0.19348400159
ACH-000319,-0.0086973260507
ACH-000320,-0.0863384017318
ACH-000322,-0.257403603024
ACH-000323,-0.181345349945
ACH-000324,-0.346016469291
ACH-000329,-0.16466199180299998
ACH-000330,-0.248927796021
ACH-000331,-0.148689831466
ACH-000332,-0.199371895006
ACH-000334,-0.0245014391424
ACH-000335,-0.310597832292
ACH-000336,-0.512906870493
ACH-000337,-0.32565621813900003
ACH-000339,-0.139093436599
ACH-000341,0.0166833287024
ACH-000348,-0.112408807007
ACH-000350,0.00647987678526
ACH-000352,-0.288674404248
ACH-000356,-0.37737706990099995
ACH-000361,-0.112720038281
ACH-000362,-0.0622265199278
ACH-000363,-0.021491088832000002
ACH-000364,-0.261272299329
ACH-000365,-0.80188734432
ACH-000366,-0.03513891039519999
ACH-000368,-0.029712457218999996
ACH-000374,-0.431596342578
ACH-000375,-0.331517905926
ACH-000376,-0.25146125351599996
ACH-000381,-0.304089005842
ACH-000383,-0.312721835765
ACH-000387,-0.13539581888
ACH-000389,-0.168895620502
ACH-000390,-0.17803833218499998
ACH-000393,-0.264741746481
ACH-000395,-0.152954185493
ACH-000397,-0.15848021327099998
ACH-000401,-0.279920631133
ACH-000402,-0.17425096854000002
ACH-000403,-0.18878453466200001
ACH-000404,-0.16821197233899998
ACH-000406,-0.178824715955
ACH-000407,-0.22689825758499998
ACH-000408,-0.537140664995
ACH-000410,-0.092355935735
ACH-000411,-0.298250616375
ACH-000414,-0.0981248077094
ACH-000415,-0.329188008906
ACH-000416,-0.130478776135
ACH-000420,-0.39551383156900005
ACH-000421,-0.133902832113
ACH-000424,-0.295183556846
ACH-000425,-0.17126611617600002
ACH-000426,-0.275856246244
ACH-000427,-0.204255282798
ACH-000433,-0.260021661036
ACH-000436,-0.036508643294099995
ACH-000444,-0.21559622969099998
ACH-000445,-0.12218932887299999
ACH-000448,-0.114547578442
ACH-000450,-0.267711201576
ACH-000452,-0.348842034751
ACH-000454,-0.436592890606
ACH-000458,-0.31312241660100004
ACH-000459,-0.33883228388899994
ACH-000460,-0.10350528605
ACH-000461,-0.360609133605
ACH-000463,-0.21053971488099998
ACH-000464,-0.154727969331
ACH-000466,-0.0938529846918
ACH-000467,-0.530642613439
ACH-000468,-0.29101828376600003
ACH-000469,-0.12137461583699999
ACH-000470,-0.187329451088
ACH-000471,-0.133761452893
ACH-000472,-0.239064605119
ACH-000473,-0.096739233681
ACH-000475,-0.14929092695
ACH-000476,-0.282187324038
ACH-000477,-0.334179500546
ACH-000480,-0.22983702211100002
ACH-000481,-0.15211273646
ACH-000483,-0.211270362863
ACH-000484,-0.0626790981637
ACH-000485,-0.238036573925
ACH-000486,-0.286102070257
ACH-000487,-0.18339697854000003
ACH-000488,-0.164567726103
ACH-000490,-0.503218007518
ACH-000491,-0.365236675143
ACH-000495,-0.219077321979
ACH-000496,-0.220026401473
ACH-000499,-0.376046709356
ACH-000500,-0.360873016619
ACH-000502,-0.220061915587
ACH-000503,-0.191260551869
ACH-000505,-0.373655016908
ACH-000507,-0.0372195069903
ACH-000510,-0.240912220416
ACH-000511,-0.11627228511
ACH-000512,-0.392810925912
ACH-000516,-0.40823293584799997
ACH-000517,-0.203550687566
ACH-000518,-0.35087033364299997
ACH-000520,-0.399729269921
ACH-000521,-0.296766116407
ACH-000522,-0.0606474249886
ACH-000524,-0.30954796418200003
ACH-000527,-0.251886273981
ACH-000528,-0.221377094856
ACH-000537,-0.24367828634799998
ACH-000541,-0.0332741529563
ACH-000542,-0.228593424514
ACH-000544,-0.203500090086
ACH-000545,-0.536803776203
ACH-000547,-0.28988546739599996
ACH-000548,-0.3968498548800001
ACH-000549,-0.329963493044
ACH-000550,-0.3162674668
ACH-000552,-0.21944366843600002
ACH-000556,-0.146226835218
ACH-000557,0.0423737661605
ACH-000570,-0.29036624615400003
ACH-000571,-0.35579646039000007
ACH-000573,-0.290087590288
ACH-000576,0.005968948612470001
ACH-000580,-0.19013728782900002
ACH-000584,-0.154905145635
ACH-000585,-0.357064764128
ACH-000588,-0.0498076509232
ACH-000589,-0.185665363787
ACH-000591,-0.35489623279
ACH-000593,-0.145781826508
ACH-000600,-0.353719722829
ACH-000601,-0.060169927468
ACH-000604,-0.0128172852187
ACH-000605,-0.39296827660899997
ACH-000606,-0.464251961198
ACH-000608,-0.43732913424500003
ACH-000614,-0.10642697174
ACH-000616,-0.165686370882
ACH-000618,-0.276890400483
ACH-000619,-0.307321473555
ACH-000620,-0.132922977775
ACH-000621,-0.32692934213
ACH-000622,-0.158755300347
ACH-000623,-0.09120761812799999
ACH-000624,-0.168143111785
ACH-000627,-0.223827767278
ACH-000630,-0.24080881582199998
ACH-000632,-0.287940770676
ACH-000633,-0.23866603977200002
ACH-000637,-0.466321712035
ACH-000638,-0.09992052403589999
ACH-000646,-0.27111963225499996
ACH-000647,-0.26581296819600003
ACH-000648,-0.192300779699
ACH-000649,-0.384284665354
ACH-000651,-0.11381331532099999
ACH-000652,-0.195464709
ACH-000653,-0.12364782428
ACH-000657,-0.208229836643
ACH-000658,-0.11562674734799999
ACH-000661,-0.0624323787988
ACH-000662,-0.383641624493
ACH-000663,-0.25875342132199997
ACH-000665,-0.20277091601
ACH-000671,-0.266190931107
ACH-000673,-0.143053108337
ACH-000676,-0.180245009953
ACH-000677,-0.170919722128
ACH-000681,-0.0668681805895
ACH-000682,-0.34449124752300003
ACH-000683,-0.333926797984
ACH-000684,-0.160648386264
ACH-000688,-0.364969660415
ACH-000693,-0.30016895561900003
ACH-000694,-0.309363126878
ACH-000695,-0.145203110273
ACH-000696,-0.191480003772
ACH-000697,0.00690014145863
ACH-000699,-0.12848853145199998
ACH-000701,-0.30925137349
ACH-000706,-0.517291368536
ACH-000711,-0.21484064404699998
ACH-000713,-0.446099291991
ACH-000714,-0.238144338136
ACH-000718,-0.316723132161
ACH-000720,-0.26145211508
ACH-000721,-0.243495474716
ACH-000724,0.0401287816324
ACH-000725,-0.627277160479
ACH-000732,-0.18188264173500002
ACH-000734,-0.08798015622850001
ACH-000735,-0.21020560344099998
ACH-000736,-0.49255509079099996
ACH-000738,-0.27208544806400004
ACH-000746,-0.017564296964599997
ACH-000747,-0.08155877378410001
ACH-000748,-0.137265341709
ACH-000753,-0.28351617920600003
ACH-000756,-0.207887443195
ACH-000757,-0.323392932153
ACH-000758,-0.157666117242
ACH-000760,-0.154151512503
ACH-000763,-0.321331512561
ACH-000764,-0.190186482764
ACH-000765,-0.281111818003
ACH-000766,-0.185459006605
ACH-000767,-0.0898458892993
ACH-000768,-0.1369308324
ACH-000769,-0.173319322212
ACH-000770,-0.10383007574400001
ACH-000771,-0.45121885984099996
ACH-000773,-0.20644308813
ACH-000776,-0.334380286448
ACH-000777,-0.195243323704
ACH-000778,-0.060596947582
ACH-000781,-0.10798968090500001
ACH-000782,-0.250744177723
ACH-000783,-0.299638200411
ACH-000784,-0.08957910707689999
ACH-000785,-0.19542153991
ACH-000787,-0.200353461839
ACH-000788,-0.180592854054
ACH-000791,-0.219855836858
ACH-000792,-0.1281722313
ACH-000794,-0.395865468979
ACH-000796,-0.00173507668175
ACH-000799,-0.244256608998
ACH-000800,-0.280485451182
ACH-000802,-0.275489118767
ACH-000804,-0.40383403200999995
ACH-000805,-0.822336317622
ACH-000809,-0.184643831812
ACH-000810,-0.7797252116050001
ACH-000811,-0.26565253750100004
ACH-000817,-0.537482972624
ACH-000819,-0.266167949447
ACH-000820,-0.53369022596
ACH-000821,-0.13837039144899999
ACH-000822,-0.0712591661356
ACH-000823,-0.19437824839
ACH-000824,-0.153832142606
ACH-000827,-0.398671707012
ACH-000829,-0.260783280959
ACH-000831,-0.28977761485500003
ACH-000832,-0.39935173749200004
ACH-000833,-0.07092324735830001
ACH-000834,-0.178634367766
ACH-000835,-0.140734300718
ACH-000836,-0.19831410232799998
ACH-000837,-0.157719956761
ACH-000838,0.00564853802482
ACH-000839,-0.49454591906
ACH-000840,-0.211432238819
ACH-000841,0.00062622733478
ACH-000843,-0.7073476753650001
ACH-000846,-0.542600776121
ACH-000847,-0.0705857337643
ACH-000848,-0.432797032571
ACH-000849,-0.118869753181
ACH-000851,-0.0750665621308
ACH-000855,-0.178411251406
ACH-000856,-0.55480533155
ACH-000858,-0.32989959824000004
ACH-000859,-0.442134236734
ACH-000861,-0.5992544509359999
ACH-000862,-0.298141886804
ACH-000865,-0.21332106431899997
ACH-000866,-0.161659367482
ACH-000867,-0.44463140583899996
ACH-000869,-0.156889238821
ACH-000872,-0.1285538775
ACH-000873,-0.293607659455
ACH-000876,-0.10777347025900001
ACH-000878,-0.241629919757
ACH-000880,-0.373587573191
ACH-000881,-0.140437443137
ACH-000882,-0.40199202095
ACH-000884,-0.0736522770053
ACH-000885,-0.35032300524000004
ACH-000887,-0.290330235755
ACH-000888,-0.172565553266
ACH-000889,-0.321101542307
ACH-000890,-0.12343264027100001
ACH-000896,-0.035931200962999996
ACH-000898,-0.09243779813339999
ACH-000900,-0.154041479531
ACH-000901,-0.243502453529
ACH-000905,-0.0672402730937
ACH-000906,-0.20238990730599998
ACH-000907,-0.08842628658389999
ACH-000910,-0.35734047053199997
ACH-000911,-0.176696160385
ACH-000912,-0.401901652562
ACH-000913,-0.345912571971
ACH-000915,-0.25412825266
ACH-000916,-0.395638189776
ACH-000917,-0.157774446685
ACH-000921,-0.0672966931682
ACH-000924,-0.08703287631539998
ACH-000926,-0.275210633404
ACH-000928,-0.0766925332957
ACH-000929,0.0010315154036
ACH-000932,-0.38045714603299996
ACH-000935,-0.45022871651699997
ACH-000936,-0.269312558037
ACH-000937,-0.250595619752
ACH-000938,-0.398536320054
ACH-000939,-0.0911697779371
ACH-000941,-0.20383092496599997
ACH-000943,-0.288882963041
ACH-000946,-0.195217319856
ACH-000947,-0.110823224662
ACH-000948,-0.39039991259900003
ACH-000950,-0.268046410477
ACH-000953,-0.182721132995
ACH-000957,-0.224630579837
ACH-000958,-0.014337150504499999
ACH-000960,-0.489656478239
ACH-000963,-0.153803259559
ACH-000968,-0.187309428302
ACH-000969,-0.18501298589499998
ACH-000973,-0.21617021858600002
ACH-000974,-0.214894631296
ACH-000975,-0.260986417678
ACH-000976,0.010879281206499999
ACH-000978,0.0997629166759
ACH-000980,-0.27078169037300004
ACH-000984,-0.564365587348
ACH-000986,-0.37925073650700003
ACH-000988,-0.17857484343
ACH-000993,-0.54839142845
ACH-000994,-0.48632429061399995
ACH-000996,-0.22373686926800002
ACH-001001,-0.13504385576199998
ACH-001020,-0.289277020828
ACH-001028,-0.188348082242
ACH-001031,-0.07384207211910002
ACH-001038,-0.14091974246300001
ACH-001048,-0.183631178264
ACH-001050,-0.41872670417499996
ACH-001053,-0.232313412414
ACH-001054,-0.0157361146166
ACH-001061,-0.7288753591380001
ACH-001067,-0.195576272164
ACH-001075,-0.239220834028
ACH-001096,-0.266726079414
ACH-001128,-0.216624610862
ACH-001134,-0.17148184331
ACH-001151,-0.222242526025
ACH-001163,-0.273900640671
ACH-001164,-0.36975443807499997
ACH-001173,-0.132934629773
ACH-001183,-0.254469017613
ACH-001184,-0.130855297629
ACH-001190,-0.10064906558499999
ACH-001192,-0.148881424608
ACH-001193,-0.354469585851
ACH-001196,-0.161358344502
ACH-001197,-0.228984451752
ACH-001205,-0.31792190093
ACH-001211,-0.24703397333000002
ACH-001212,-0.120170555505
ACH-001228,-0.237687488448
ACH-001232,-0.20523469195500002
ACH-001239,-0.366143782593
ACH-001274,-0.159288888819
ACH-001275,-0.294247739548
ACH-001277,-0.32925181549800003
ACH-001278,-0.11081980895600001
ACH-001280,-0.127253907104
ACH-001283,-0.21194330829500002
ACH-001289,-0.237690816367
ACH-001295,0.0496239185029
ACH-001300,-0.286998558497
ACH-001301,-0.329667080169
ACH-001302,-0.102007748768
ACH-001303,-0.133138428753
ACH-001306,-0.132507652356
ACH-001318,-0.110883411826
ACH-001322,-0.30772477241
ACH-001328,-0.290862313797
ACH-001332,-0.43665755053000005
ACH-001333,-0.34690808626
ACH-001336,-0.31668479181299997
ACH-001340,-0.146700439204
ACH-001346,-0.45855264055699996
ACH-001353,-0.33539963493299996
ACH-001354,-0.150795165039
ACH-001367,-0.27603307178
ACH-001368,-0.216455318655
ACH-001374,-0.10057092017699999
ACH-001375,-0.324902731732
ACH-001377,-0.137401714816
ACH-001380,-0.17533167600000002
ACH-001391,-0.467536948222
ACH-001407,-0.0872804939803
ACH-001408,-0.164780994708
ACH-001413,-0.244323326508
ACH-001430,-0.164187815898
ACH-001431,-0.10686577977600001
ACH-001450,-1.10007072979
ACH-001496,-0.034240973288099996
ACH-001500,-0.049780847091199995
ACH-001521,-0.474207577853
ACH-001523,-0.306618864017
ACH-001532,-0.142442115436
ACH-001536,-0.466728850869
ACH-001550,-0.276096131919
ACH-001552,-0.161808576959
ACH-001554,-0.385782981245
ACH-001645,-0.080620542982
ACH-001654,-0.48301238401999996
ACH-001715,-0.203557168511
ACH-001735,-0.09467512526039999
ACH-001736,-0.284339642492
ACH-001737,-0.0017244361901700002
ACH-001740,-0.10968520096899999
ACH-001745,-0.13473027508
ACH-001750,-0.33252422859499997
ACH-001765,-0.432537812162
ACH-001956,-0.22395356111499998
ACH-001957,-0.19952871159699997
