,NFIB (4781)
ACH-000312,-0.160050191505
ACH-000315,0.005965231952930001
ACH-000316,-0.118610253158
ACH-000317,-0.0754837472197
ACH-000318,-0.205546773759
ACH-000319,-0.133846025467
ACH-000320,-0.057249304325299996
ACH-000322,-0.0637111504136
ACH-000323,-0.126966876918
ACH-000324,-0.233912950618
ACH-000329,0.0508338490735
ACH-000330,-0.038702392772199994
ACH-000331,-0.0868553279214
ACH-000332,-0.295686829804
ACH-000334,-0.030402778524599997
ACH-000335,-0.298787287614
ACH-000336,-0.08027220719660001
ACH-000337,-0.09470251234989999
ACH-000339,-0.101202347625
ACH-000341,-0.049321348644
ACH-000348,-0.259932868335
ACH-000350,-0.18319154510400001
ACH-000352,-0.41278234858
ACH-000356,-0.286303200099
ACH-000361,-0.35120822107
ACH-000362,-0.09695128200169999
ACH-000363,-0.218217565375
ACH-000364,-0.27302595064199997
ACH-000365,-0.0990609323775
ACH-000366,-0.148906116327
ACH-000368,-0.139782885414
ACH-000374,-0.35155849911700005
ACH-000375,-0.265102652215
ACH-000376,-0.155589982708
ACH-000381,-0.0811533115714
ACH-000383,-0.27043879797
ACH-000387,0.07380476338010002
ACH-000389,-0.329136974691
ACH-000390,-0.0592432424206
ACH-000393,-0.333621840693
ACH-000395,0.0384618708377
ACH-000397,-0.527196130123
ACH-000401,-0.331307309115
ACH-000402,0.0495554432187
ACH-000403,-0.140453281781
ACH-000404,-0.37514332043799997
ACH-000406,-0.123116428102
ACH-000407,-0.201300492223
ACH-000408,-0.23513737429099998
ACH-000410,-0.143691467884
ACH-000411,-0.0881469755686
ACH-000414,0.12507833354599998
ACH-000415,-0.13080831917000002
ACH-000416,-0.13162686894700001
ACH-000420,-0.353505209911
ACH-000421,-0.11957488527599999
ACH-000424,-0.281988459883
ACH-000425,-0.141186427671
ACH-000426,-0.11703979272
ACH-000427,-0.194407146786
ACH-000433,0.174157780279
ACH-000436,-0.101694278881
ACH-000444,-0.165612142127
ACH-000445,-0.07448146612369999
ACH-000448,-0.235424971479
ACH-000450,0.0494430276681
ACH-000452,-0.182947637858
ACH-000454,-0.122574990889
ACH-000458,-0.672090316912
ACH-000459,0.0313343058333
ACH-000460,-0.6588123195109999
ACH-000461,0.131333469099
ACH-000463,-0.22971843173300002
ACH-000464,-0.0687033621092
ACH-000466,-0.06054685753669999
ACH-000467,0.140089322786
ACH-000468,-0.055042941218800004
ACH-000469,-0.329031639295
ACH-000470,-0.45295671738000004
ACH-000471,-0.119821569045
ACH-000472,-0.259781677143
ACH-000473,-0.036858026734300005
ACH-000475,-0.16451856723400002
ACH-000476,-0.184916187518
ACH-000477,0.0859581688193
ACH-000480,-0.115902669127
ACH-000481,-0.228693450389
ACH-000483,-0.30968437496199996
ACH-000484,-0.660667336835
ACH-000485,-0.154616792552
ACH-000486,-0.160962872409
ACH-000487,0.040961448092
ACH-000488,-0.154699728793
ACH-000490,-0.0682784291986
ACH-000491,-0.254524296324
ACH-000495,-0.712540850332
ACH-000496,-0.28679554987
ACH-000499,-0.104956169395
ACH-000500,-0.21372295836
ACH-000502,-0.0913126209477
ACH-000503,0.0110066756957
ACH-000505,-0.052383492854699995
ACH-000507,-0.100938283996
ACH-000510,-0.13695895022600002
ACH-000511,-0.251990010783
ACH-000512,-0.25420838633299997
ACH-000516,-0.194719168948
ACH-000517,-0.0987396844163
ACH-000518,-0.20532705267
ACH-000520,-0.40058660273900004
ACH-000521,0.126957226036
ACH-000522,0.027875133286
ACH-000524,-0.29770465319899997
ACH-000527,-0.241054911516
ACH-000528,-0.243822258996
ACH-000537,-0.291713297596
ACH-000541,0.0682870949106
ACH-000542,-0.302582322544
ACH-000544,0.0249635599792
ACH-000545,-0.362703259657
ACH-000547,-0.182806648008
ACH-000548,-0.285014253927
ACH-000549,0.0849163720787
ACH-000550,-0.216948772879
ACH-000552,-0.042221677486399996
ACH-000556,-0.20801641315699998
ACH-000557,-0.234686912278
ACH-000570,-0.24716502478100003
ACH-000571,-0.221926317055
ACH-000573,-0.052742930645699994
ACH-000576,-0.218713563735
ACH-000580,-0.160735356385
ACH-000584,-0.543322475814
ACH-000585,-0.140603460518
ACH-000588,0.0698680806866
ACH-000589,-0.28628231726
ACH-000591,-0.283942137091
ACH-000593,-0.112059885539
ACH-000600,-0.182627916997
ACH-000601,-0.156070170816
ACH-000604,0.07044209516189999
ACH-000605,-0.200879681973
ACH-000606,-0.132981023182
ACH-000608,-0.132554243182
ACH-000614,-0.597655845678
ACH-000616,-0.241287520528
ACH-000618,-0.0145800224346
ACH-000619,-0.168516445619
ACH-000620,-0.11427807080800001
ACH-000621,0.0011185649031400001
ACH-000622,-0.363870473331
ACH-000623,-0.344578275695
ACH-000624,-0.136777532017
ACH-000627,0.226867806813
ACH-000630,-0.235649174107
ACH-000632,-0.17047788577599998
ACH-000633,-0.138132349303
ACH-000637,-0.151852437938
ACH-000638,-0.15251529215600002
ACH-000646,0.116131801948
ACH-000647,-0.133767245329
ACH-000648,-0.20331600488600002
ACH-000649,-0.19806483221500001
ACH-000651,-0.0452147984236
ACH-000652,-0.0828866488519
ACH-000653,-0.08744440525450001
ACH-000657,-0.137410371252
ACH-000658,-0.30452479586
ACH-000661,-0.132895024114
ACH-000662,-0.06538831528080001
ACH-000663,-0.22397696400400002
ACH-000665,-0.162053575686
ACH-000671,-0.17222552975000002
ACH-000673,-0.111007920528
ACH-000676,-0.20376942005999998
ACH-000677,-0.08506938366389999
ACH-000681,-0.06929569073080001
ACH-000682,-0.192632151799
ACH-000683,-0.061895663911300004
ACH-000684,-0.0873900593344
ACH-000688,-0.335776643622
ACH-000693,-0.121962066394
ACH-000694,-0.205691535577
ACH-000695,-0.35413998309699996
ACH-000696,-0.24351932581900002
ACH-000697,-0.157420161503
ACH-000699,-0.22163628037799998
ACH-000701,-0.149275062815
ACH-000706,-0.101906657095
ACH-000711,-0.149012611402
ACH-000713,0.00348672090048
ACH-000714,-0.133450029553
ACH-000718,-0.0220191077405
ACH-000720,-0.148117698648
ACH-000721,-0.0305454924743
ACH-000724,-0.0522806403326
ACH-000725,-0.37178751338699995
ACH-000732,-0.0261039840092
ACH-000734,-0.177628309396
ACH-000735,-0.230961497659
ACH-000736,0.0612448021284
ACH-000738,-0.132890753794
ACH-000746,-0.157240952031
ACH-000747,-0.539446008
ACH-000748,-0.11917893343599999
ACH-000753,0.012123292602299999
ACH-000756,0.000581383346809
ACH-000757,0.026891700462700004
ACH-000758,-0.0760427556594
ACH-000760,-0.495432601194
ACH-000763,0.04489830168430001
ACH-000764,0.00986162985287
ACH-000765,-0.027219925922500002
ACH-000766,-0.472291684172
ACH-000767,0.025875380482099995
ACH-000768,-0.198968859404
ACH-000769,-0.00692858683189
ACH-000770,-0.0792657388205
ACH-000771,-0.132935198748
ACH-000773,-0.244912409983
ACH-000776,-0.7448525209929999
ACH-000777,-0.057142074366300005
ACH-000778,-0.392564393354
ACH-000781,-0.120512480932
ACH-000782,-0.24813001257300002
ACH-000783,0.0729229340613
ACH-000784,-0.10145654857000001
ACH-000785,-0.201096609324
ACH-000787,-0.0571910259626
ACH-000788,-0.174275432428
ACH-000791,-0.136439280235
ACH-000792,-0.327017225717
ACH-000794,0.0100397395669
ACH-000796,-0.257420634422
ACH-000799,-0.11280193510099999
ACH-000800,-1.7358486304700003
ACH-000802,-0.146392382395
ACH-000804,-0.640771929527
ACH-000805,-0.0294730553203
ACH-000809,-0.17182486699000002
ACH-000810,-0.365131314081
ACH-000811,-0.29602775348
ACH-000817,-0.084088073749
ACH-000819,-0.19229049821
ACH-000820,0.0198408026589
ACH-000821,-0.055414509815800005
ACH-000822,-0.42835640322499996
ACH-000823,0.000112674980065
ACH-000824,-0.114135081313
ACH-000827,-0.143455819426
ACH-000829,-0.14206742155899998
ACH-000831,-0.264979190275
ACH-000832,-0.0732456335543
ACH-000833,0.0892111205139
ACH-000834,-0.111593444638
ACH-000835,-0.283751931464
ACH-000836,-0.302808089208
ACH-000837,-0.059271658640900005
ACH-000838,-0.205385887006
ACH-000839,-0.24084511905900002
ACH-000840,-0.251873807671
ACH-000841,-0.10014527585100001
ACH-000843,-0.0989731067053
ACH-000846,-0.294225884289
ACH-000847,-0.14433190775000002
ACH-000848,-0.120615439341
ACH-000849,-0.318690364343
ACH-000851,-0.25426905088
ACH-000855,-0.0308346838939
ACH-000856,-0.140099311436
ACH-000858,-0.0719071877897
ACH-000859,-0.6194878574930001
ACH-000861,-0.162303981835
ACH-000862,-0.0287283895708
ACH-000865,-0.0743748110144
ACH-000866,-0.5340937561379999
ACH-000867,-0.188153862269
ACH-000869,-0.115523734973
ACH-000872,-0.13914146925100002
ACH-000873,-0.0401324485093
ACH-000876,-0.0757395617952
ACH-000878,-0.17902505368000002
ACH-000880,-0.113837857723
ACH-000881,-0.285553944274
ACH-000882,-0.0895328387438
ACH-000884,-0.0501367537386
ACH-000885,-0.0398142153015
ACH-000887,-0.170174074654
ACH-000888,-0.267996493213
ACH-000889,0.131566945559
ACH-000890,-0.26378449624
ACH-000896,-0.153924354056
ACH-000898,0.0273364426137
ACH-000900,-0.0726114087369
ACH-000901,-0.18884073357
ACH-000905,-0.21721031710299998
ACH-000906,-0.06586724672180001
ACH-000907,-0.226375730834
ACH-000910,-0.27964778776
ACH-000911,-0.22450657616
ACH-000912,-0.284138641608
ACH-000913,-0.283165645442
ACH-000915,-0.166880915228
ACH-000916,0.348429534527
ACH-000917,-0.20176766196100002
ACH-000921,-0.195170535616
ACH-000924,-0.0122065901784
ACH-000926,-0.08790894110570001
ACH-000928,-0.0947334828215
ACH-000929,0.07208539682630001
ACH-000932,-0.259535727943
ACH-000935,-0.0277830349221
ACH-000936,-0.190752726911
ACH-000937,-0.10524606277899999
ACH-000938,-0.116962819653
ACH-000939,-0.49514009545800003
ACH-000941,-0.09001647985189999
ACH-000943,-0.177025028461
ACH-000946,-0.42087122353399997
ACH-000947,-0.222287965592
ACH-000948,-0.192349340649
ACH-000950,0.0832535443952
ACH-000953,-0.0183386856844
ACH-000957,-0.433805763655
ACH-000958,-0.328422930422
ACH-000960,-0.185462202365
ACH-000963,-0.172906847228
ACH-000968,0.06415001593530001
ACH-000969,-0.09354621770019998
ACH-000973,-0.215383809211
ACH-000974,-0.23512300868500002
ACH-000975,0.0955820678456
ACH-000976,-0.426555846167
ACH-000978,-0.45997994076399995
ACH-000980,-0.105977097373
ACH-000984,0.00145893355251
ACH-000986,0.054538621892
ACH-000988,-0.341821268348
ACH-000993,-0.139626577488
ACH-000994,0.0074262082999600005
ACH-000996,-0.29278004489799997
ACH-001001,-0.273863038145
ACH-001020,-0.700263124689
ACH-001028,-0.17185980491
ACH-001031,-0.0728281016653
ACH-001038,-0.188261361091
ACH-001048,-0.208342722183
ACH-001050,-0.24385106286400002
ACH-001053,-0.393178471057
ACH-001054,-0.399431343828
ACH-001061,-0.223955171855
ACH-001067,0.111474298823
ACH-001075,-0.325969893754
ACH-001096,-0.812378711516
ACH-001128,0.0954260858608
ACH-001134,-0.198502171323
ACH-001151,-0.20607375492199997
ACH-001163,0.06290930796500001
ACH-001164,-0.464636309881
ACH-001173,-0.198838279646
ACH-001183,-0.203884106078
ACH-001184,-0.44821456864200004
ACH-001190,-0.23520376735999998
ACH-001192,-0.096494027303
ACH-001193,-0.012607558169499999
ACH-001196,0.076568055637
ACH-001197,-0.10039230265900001
ACH-001205,-0.42660639499799996
ACH-001211,-0.257677804124
ACH-001212,-0.684979515773
ACH-001228,-0.250010497319
ACH-001232,-0.00813370104211
ACH-001239,-0.0510455560587
ACH-001274,0.0419998138222
ACH-001275,-0.146850946708
ACH-001277,-0.42091192548199996
ACH-001278,-0.915469372498
ACH-001280,0.10921739047000001
ACH-001283,-0.18604507418699998
ACH-001289,0.0310420340491
ACH-001295,-0.0634487519066
ACH-001300,-0.155722227248
ACH-001301,-0.294295717038
ACH-001302,-0.31628152371999996
ACH-001303,-0.26492689607
ACH-001306,-0.276020256821
ACH-001318,-0.240116647187
ACH-001322,-0.306914049101
ACH-001328,-0.026746685705200002
ACH-001332,-0.200535725236
ACH-001333,0.0706040644507
ACH-001336,-0.117907591827
ACH-001340,-0.272853962683
ACH-001346,-0.10659004412699999
ACH-001353,-0.142364067875
ACH-001354,-0.230418363468
ACH-001367,0.0545697624512
ACH-001368,-0.18131580473
ACH-001374,-0.191319985999
ACH-001375,0.048035327238999996
ACH-001377,-0.37411077686099997
ACH-001380,-0.30705721162300004
ACH-001391,-0.0594020066655
ACH-001407,-0.211966617748
ACH-001408,-0.083798869981
ACH-001413,0.0141953011334
ACH-001430,-0.505948972102
ACH-001431,-0.295150582876
ACH-001450,0.23337585091600002
ACH-001496,-0.028031553986499997
ACH-001500,-0.18533387638
ACH-001521,-0.145014513106
ACH-001523,-0.163677765916
ACH-001532,-0.256146268377
ACH-001536,0.00930843509344
ACH-001550,-0.09405191289760001
ACH-001552,-0.152931003838
ACH-001554,-0.264081436335
ACH-001645,-0.145362411481
ACH-001654,-0.237461633828
ACH-001715,0.0375591613111
ACH-001735,-0.09973340360249999
ACH-001736,-0.080135178581
ACH-001737,0.11243898605999998
ACH-001740,-0.13491286852700002
ACH-001745,-0.41419052879600005
ACH-001750,-0.103389653738
ACH-001765,-0.455041468288
ACH-001956,-0.23459197284400002
ACH-001957,-0.14841646768
