,SNRPG (6637)
ACH-000765,-1.38021881331
ACH-000766,-1.6607965356099998
ACH-000767,-1.7459460586000002
ACH-000768,-1.21349909059
ACH-000769,-1.5272710191
ACH-000770,-1.36914111111
ACH-000771,-1.55978893973
ACH-000773,-1.5557961469400001
ACH-000776,-1.32082729786
ACH-000777,-1.4482344737700001
ACH-000778,-1.71941232395
ACH-000781,-1.34429935838
ACH-000782,-1.3537010707
ACH-000783,-1.87720696747
ACH-000784,-1.5238729163100002
ACH-000785,-1.72150648493
ACH-000787,-1.3980367289200002
ACH-000788,-1.4242042931799999
ACH-000791,-1.6263322438699999
ACH-000792,-1.6960583419100002
ACH-000794,-1.55038887759
ACH-000796,-1.6428933338799998
ACH-000799,-1.65958499593
ACH-000800,-1.85030515096
ACH-000802,-1.56620548859
ACH-000804,-1.53161576843
ACH-000805,-1.48279438146
ACH-000809,-1.54229880523
ACH-000810,-1.5661266859099998
ACH-000811,-1.59133326633
ACH-000817,-1.38880860039
ACH-000819,-1.65001851037
ACH-000820,-1.54283232428
ACH-000821,-1.09445523941
ACH-000822,-2.0392741423400005
ACH-000823,-1.56694938663
ACH-000824,-1.66401365014
ACH-000827,-1.2642986356
ACH-000829,-1.71377567338
ACH-000831,-1.50964968523
ACH-000832,-1.20323060518
ACH-000833,-1.4484702554
ACH-000834,-1.46159348976
ACH-000835,-1.43496317429
ACH-000836,-1.078660928
ACH-000837,-1.45283357886
ACH-000838,-1.08389602863
ACH-000839,-1.65262732688
ACH-000840,-1.88181551558
ACH-000841,-1.6940839598700002
ACH-000843,-1.46209778222
ACH-000846,-1.1640585699500001
ACH-000847,-1.27745001569
ACH-000848,-1.20914066683
ACH-000849,-1.5444171222
ACH-000851,-1.68598132549
ACH-000855,-1.4093606459499999
ACH-000856,-1.78800356729
ACH-000858,-1.5842129571599999
ACH-000859,-1.45138067899
ACH-000861,-1.7995884451599997
ACH-000862,-1.67900653718
ACH-000865,-1.4207673247100001
ACH-000866,-1.3944560555899999
ACH-000867,-1.5042726746500001
ACH-000869,-1.56564314425
ACH-000872,-1.24584872658
ACH-000873,-1.4598250507799997
ACH-000876,-1.8848014179900003
ACH-000878,-1.66584032148
ACH-000880,-1.73218133374
ACH-000881,-1.1655545732400001
ACH-000882,-1.4794538871899998
ACH-000884,-1.46075821868
ACH-000885,-1.8241977766
ACH-000887,-1.4811840393200002
ACH-000888,-1.5520371516799998
ACH-000889,-1.50787394121
ACH-000890,-1.36731461511
ACH-000896,-1.5812446054499998
ACH-000898,-1.6008903637799998
ACH-000900,-1.76113000715
ACH-000901,-1.7696745922900001
ACH-000905,-1.4029515077799999
ACH-000906,-1.5525526195100001
ACH-000907,-1.59244322863
ACH-000910,-1.3376966087200002
ACH-000911,-1.5419183847799998
ACH-000912,-1.20595520943
ACH-000913,-1.5848896471
ACH-000915,-1.56115019405
ACH-000916,-1.73254676874
ACH-000917,-1.41033511416
ACH-000921,-1.7318719405
ACH-000924,-1.52933152692
ACH-000926,-1.4965032414200001
ACH-000928,-1.70320748045
ACH-000929,-1.4844328291
ACH-000932,-1.74481914841
ACH-000935,-1.4835318693900001
ACH-000936,-1.56000012211
ACH-000937,-1.62772896744
ACH-000938,-1.6319379516799999
ACH-000939,-1.3432683772100003
ACH-000941,-1.79664691944
ACH-000943,-1.3809001872600002
ACH-000946,-1.56561696679
ACH-000947,-1.34215414079
ACH-000948,-1.50018673525
ACH-000950,-1.93880049198
ACH-000953,-1.43004003436
ACH-000957,-1.76795664818
ACH-000958,-1.3708682562
ACH-000960,-1.8753040090000002
ACH-000963,-1.7781016109
ACH-000968,-1.4895662455599998
ACH-000969,-1.75932440357
ACH-000973,-1.46491569944
ACH-000974,-1.5547166378
ACH-000975,-1.61896632
ACH-000976,-1.31072710897
ACH-000978,-1.0510370022
ACH-000980,-1.38936797264
ACH-000984,-1.6605746021899999
ACH-000986,-1.6641929800400002
ACH-000988,-1.3453308349899997
ACH-000993,-1.5963592650999998
ACH-000994,-1.5812529704700002
ACH-000996,-1.42729985259
ACH-001001,-1.5826947282
ACH-001020,-1.48214009651
ACH-001028,-1.62654736642
ACH-001031,-1.5202911231
ACH-001038,-1.48536374354
ACH-001048,-1.5338107238299998
ACH-001050,-1.42150620786
ACH-001053,-1.60064709635
ACH-001054,-1.6479325494400001
ACH-001061,-1.3807806572999999
ACH-001067,-1.76897283162
ACH-001075,-1.4658866846899998
ACH-001096,-1.4014033791299998
ACH-001128,-1.41645912984
ACH-001134,-1.34192269385
ACH-001151,-1.30330513425
ACH-001163,-1.4883490829
ACH-001164,-1.7689284138900003
ACH-001173,-1.5118539234600001
ACH-001183,-1.5409470030399999
ACH-001184,-1.54484770105
ACH-001190,-1.44238064956
ACH-001192,-1.79543683463
ACH-001193,-1.66490667005
ACH-001196,-1.6296792203600001
ACH-001197,-1.9272167834799998
ACH-001205,-1.6887752309600002
ACH-001211,-1.90102540116
ACH-001212,-1.5348502339899999
ACH-001228,-1.44614155919
ACH-001232,-1.33119496324
ACH-001239,-1.46803112918
ACH-001274,-1.73174962183
ACH-001275,-1.53634916279
ACH-001277,-1.21926735612
ACH-001278,-1.2876458922
ACH-001280,-1.39607813417
ACH-001283,-1.3018450411
ACH-001289,-1.44448175315
ACH-001295,-1.2867525606899999
ACH-001300,-1.4512304085699999
ACH-001301,-1.43085889598
ACH-001302,-1.37959914133
ACH-001303,-1.4505683920899999
ACH-001306,-1.14321401318
ACH-001318,-1.2023511010299999
ACH-001322,-1.64789145528
ACH-001328,-1.5386888056099999
ACH-001332,-1.3644432649899998
ACH-001333,-1.4020153124
ACH-001336,-1.3565769089500002
ACH-001340,-1.44726180824
ACH-001346,-1.2744916687899999
ACH-001353,-1.63306541666
ACH-001354,-1.5411283847200001
ACH-001367,-2.0746240308400004
ACH-001368,-1.5216221351399999
ACH-001374,-1.39732809996
ACH-001375,-1.34921473657
ACH-001377,-1.7660729496799998
ACH-001380,-1.37124625445
ACH-001391,-1.81931992559
ACH-001407,-1.3777895619100002
ACH-001408,-1.2436536774200002
ACH-001413,-1.5881400041
ACH-001430,-1.6498924456600002
ACH-001431,-1.45118103997
ACH-001450,-1.5603170340999999
ACH-001496,-1.33768092269
ACH-001500,-1.27094126633
ACH-001521,-1.57370888169
ACH-001523,-1.42834137238
ACH-001532,-1.3689844629700003
ACH-001536,-1.6741016811200002
ACH-001550,-1.35541668741
ACH-001552,-1.9221829438299998
ACH-001554,-1.5744419279700002
ACH-001645,-1.59687170506
ACH-001654,-1.39761500574
ACH-001715,-1.30594366942
ACH-001735,-1.53961854567
ACH-001736,-1.7897982909099999
ACH-001737,-1.83571983363
ACH-001740,-1.21069161587
ACH-001745,-1.50960028217
ACH-001750,-1.46677128843
ACH-001765,-1.55058877624
ACH-001956,-1.35086110347
ACH-001957,-1.4524368746899998
