,FBL (2091)
ACH-000244,-1.33423120514
ACH-000246,-1.39621834044
ACH-000248,-1.3611891867700001
ACH-000250,-1.39256211951
ACH-000251,-1.68582098965
ACH-000253,-1.552168362
ACH-000255,-1.3575269747999998
ACH-000256,-1.45353470782
ACH-000257,-1.3279536355700001
ACH-000258,-1.99701611069
ACH-000259,-1.4741905036200003
ACH-000260,-1.35694677494
ACH-000261,-1.56860078932
ACH-000262,-1.7223484667299997
ACH-000263,-1.8081500601099998
ACH-000264,-1.1936308690000001
ACH-000265,-1.48563386644
ACH-000266,-1.50699708345
ACH-000272,-1.17033250834
ACH-000273,-1.61994456542
ACH-000274,-1.66715781397
ACH-000277,-1.31981162406
ACH-000278,-1.3931512284799998
ACH-000279,-1.48699404366
ACH-000280,-1.8642768154900002
ACH-000281,-1.38155382216
ACH-000288,-1.3067804403
ACH-000291,-1.25793612165
ACH-000293,-1.46391800806
ACH-000294,-1.82864797185
ACH-000295,-1.5181307858700002
ACH-000296,-1.22541351009
ACH-000302,-1.6582083753499999
ACH-000304,-1.3011296454299999
ACH-000307,-1.29327983467
ACH-000308,-1.6309728293399999
ACH-000310,-1.6247982447
ACH-000311,-1.50219807941
ACH-000312,-1.64485855488
ACH-000315,-1.2758302406
ACH-000316,-1.34140062574
ACH-000317,-1.87778892863
ACH-000318,-1.62577959222
ACH-000319,-1.30634180309
ACH-000320,-1.43200119674
ACH-000322,-1.3897197964399999
ACH-000323,-1.33205348869
ACH-000324,-1.76936502463
ACH-000329,-1.49791334195
ACH-000330,-1.52452523536
ACH-000331,-1.33344159374
ACH-000332,-1.3923671395200001
ACH-000334,-1.42624624074
ACH-000335,-1.16320709329
ACH-000336,-1.7771498412
ACH-000337,-1.40723543754
ACH-000339,-1.5031425572900001
ACH-000341,-1.53530969782
ACH-000348,-1.38803752667
ACH-000350,-1.7690694829499998
ACH-000352,-1.70811118962
ACH-000356,-1.55362397522
ACH-000361,-1.29140517978
ACH-000362,-1.57616381895
ACH-000363,-1.60376274075
ACH-000364,-1.37401658598
ACH-000365,-1.63017026885
ACH-000366,-1.55356947625
ACH-000368,-1.1653301486299998
ACH-000374,-1.2330178353299999
ACH-000375,-1.15290206452
ACH-000376,-1.38931051762
ACH-000381,-1.18757208703
ACH-000383,-1.68452042537
ACH-000387,-1.49600451757
ACH-000389,-1.60009112627
ACH-000390,-1.4733272359
ACH-000393,-1.58849083803
ACH-000395,-1.49452820701
ACH-000397,-1.2746521203499999
ACH-000401,-1.5413831795700002
ACH-000402,-1.4967080258899998
ACH-000403,-1.5510780718900001
ACH-000404,-1.234980844
ACH-000406,-1.3517903156400002
ACH-000407,-1.32004749619
ACH-000408,-1.64048774299
ACH-000410,-1.53662653715
ACH-000411,-1.51785697882
ACH-000414,-1.69083711488
ACH-000415,-1.6786196209
ACH-000416,-1.44566313631
ACH-000420,-1.5195563312
ACH-000421,-1.27275955825
ACH-000424,-1.4440693392500001
ACH-000425,-1.32017730762
ACH-000426,-1.56721737332
ACH-000427,-1.49383375558
ACH-000433,-1.17534131845
ACH-000436,-1.49992417565
ACH-000444,-1.34681420968
ACH-000445,-0.970951643567
ACH-000448,-1.52774625468
ACH-000450,-1.25256224938
ACH-000452,-1.56916126247
ACH-000454,-1.40970879727
ACH-000458,-1.2963006800399999
ACH-000459,-1.29735766151
ACH-000460,-1.21288270018
ACH-000461,-1.8768435965299999
ACH-000463,-1.5335548883599999
ACH-000464,-1.4450230693000001
ACH-000466,-1.61598805111
ACH-000467,-1.20345815074
ACH-000468,-1.3010662979799998
ACH-000469,-1.5515451691799997
ACH-000470,-1.5791140035299998
ACH-000471,-1.43007514275
ACH-000472,-1.85607273064
ACH-000473,-1.3354501277
ACH-000475,-1.42538593482
ACH-000476,-1.1969588143899998
ACH-000477,-2.29203297808
ACH-000480,-1.52789716925
ACH-000481,-1.3651019754
ACH-000483,-1.6911000031
ACH-000484,-1.5056907562600002
ACH-000485,-1.4746826711399998
ACH-000486,-1.51700162525
ACH-000487,-1.4413007359799999
ACH-000488,-1.5887181122100003
ACH-000490,-1.38123109126
ACH-000491,-1.8455468694400001
ACH-000495,-1.05645508412
ACH-000496,-1.30922304829
ACH-000499,-1.09937056343
ACH-000500,-1.4721178234299999
ACH-000502,-1.5611782852899998
ACH-000503,-1.53730730462
ACH-000505,-1.7978805622299998
ACH-000507,-1.46204969468
ACH-000510,-1.26981679596
ACH-000511,-1.5089206419699999
ACH-000512,-1.15049946517
ACH-000516,-1.45156354238
ACH-000517,-1.35278397774
ACH-000518,-1.5913536582799999
ACH-000520,-1.59745729544
ACH-000521,-1.3547685589700003
ACH-000522,-1.46293609868
ACH-000524,-1.36580606581
ACH-000527,-1.14938807097
ACH-000528,-1.4703815064599999
ACH-000537,-1.46755042526
ACH-000541,-1.6997332093000002
ACH-000542,-1.6357222442100001
ACH-000544,-1.4191199492700002
ACH-000545,-1.24336459355
ACH-000547,-1.9500185405400001
ACH-000548,-1.4387308362
ACH-000549,-1.36180334383
ACH-000550,-1.2120589879600001
ACH-000552,-1.34242107724
ACH-000556,-1.6315935216400002
ACH-000557,-1.8522326610599997
ACH-000570,-1.53838639028
ACH-000571,-1.93736013906
ACH-000573,-1.54481866278
ACH-000576,-1.61988495607
ACH-000580,-1.2427617423200001
ACH-000584,-1.29643487446
ACH-000585,-1.7332621907499999
ACH-000588,-1.5076628337
ACH-000589,-1.47219103408
ACH-000591,-1.31123849855
ACH-000593,-1.54606827629
ACH-000600,-1.5879536490000001
ACH-000601,-1.33950606583
ACH-000604,-1.2917549778200001
ACH-000605,-1.54488020208
ACH-000606,-1.3488107910299998
ACH-000608,-1.8958868350799998
ACH-000614,-1.9984700488799998
ACH-000616,-1.5040218693599998
ACH-000618,-1.71922660227
ACH-000619,-1.5738848427899998
ACH-000620,-1.4578775404299997
ACH-000621,-1.7809588147400002
ACH-000622,-1.51691518862
ACH-000623,-1.63438782602
ACH-000624,-1.44559749067
ACH-000627,-1.4868513658899998
ACH-000630,-1.5024776635600001
ACH-000632,-1.7400651370700002
ACH-000633,-1.65123777091
ACH-000637,-1.63795864567
ACH-000638,-1.4365924818200002
ACH-000646,-1.07760157869
ACH-000647,-1.44561064907
ACH-000648,-1.7018888727200001
ACH-000649,-1.6162118399899998
ACH-000651,-1.4229169103900001
ACH-000652,-1.59983097081
ACH-000653,-1.31842359918
ACH-000657,-1.64199407113
ACH-000658,-1.6676223592700001
ACH-000661,-2.0002618349000003
ACH-000662,-0.8651019460680001
ACH-000663,-1.8321986345099996
ACH-000665,-1.3806835891
ACH-000671,-1.6498553265399998
ACH-000673,-1.5301524334799999
ACH-000676,-1.38715467878
ACH-000677,-1.80679457687
ACH-000681,-1.53089528461
ACH-000682,-1.59592082495
ACH-000683,-1.44506964604
ACH-000684,-1.25163289127
ACH-000688,-1.03074573552
ACH-000693,-1.55347469879
ACH-000694,-1.5819033832799998
ACH-000695,-1.4338443389200002
ACH-000696,-1.43301227757
ACH-000697,-1.3463662530200002
ACH-000699,-1.2855386018600001
ACH-000701,-1.64976053849
ACH-000706,-1.71626146171
ACH-000711,-1.4294350445299997
ACH-000713,-1.3072181264899998
ACH-000714,-1.80735092285
ACH-000718,-1.26358688487
ACH-000720,-1.3820725220899999
ACH-000721,-1.59375495455
ACH-000724,-1.67538949643
ACH-000725,-1.33651917955
ACH-000732,-1.20122342265
ACH-000734,-1.3225119678100001
ACH-000735,-1.0666475988
ACH-000736,-1.24153983841
ACH-000738,-1.4527932196200002
ACH-000746,-1.3889699737099999
ACH-000747,-1.48249202773
ACH-000748,-1.37302531468
ACH-000753,-1.5521657656999999
ACH-000756,-1.51691329118
ACH-000757,-1.81505646718
ACH-000758,-1.61178316445
ACH-000760,-1.50858878576
ACH-000763,-1.48030202752
ACH-000764,-1.5093109545399999
ACH-000765,-1.62831513424
ACH-000766,-1.2953720881100002
ACH-000767,-1.41806043255
ACH-000768,-1.38211469273
ACH-000769,-1.4959175786899999
ACH-000770,-1.31440621823
ACH-000771,-1.31531437198
ACH-000773,-1.32894679589
ACH-000776,-1.81747393262
ACH-000777,-1.39660204651
ACH-000778,-1.2907777468700001
ACH-000781,-1.53571522496
ACH-000782,-1.60778178621
ACH-000783,-1.23228932201
ACH-000784,-1.44797474269
ACH-000785,-1.3580382424700002
ACH-000787,-1.29430168285
ACH-000788,-1.6211700664500002
ACH-000791,-1.34400412756
ACH-000792,-1.54785071801
ACH-000794,-1.58944972855
ACH-000796,-1.20083974094
ACH-000799,-1.05984496917
ACH-000800,-1.26513022755
ACH-000802,-1.5285735140999999
ACH-000804,-1.50864443169
ACH-000805,-1.37981091991
ACH-000809,-1.5944868184399998
ACH-000810,-2.0443381920099997
ACH-000811,-1.67676692682
ACH-000817,-1.55307252313
ACH-000819,-1.57300487015
ACH-000820,-1.5977478951
ACH-000821,-2.1283320923900004
ACH-000822,-1.78417433083
ACH-000823,-1.42494138137
ACH-000824,-1.8904994945500002
ACH-000827,-1.3877469802700002
ACH-000829,-1.59999987826
ACH-000831,-1.67168726834
ACH-000832,-1.29346042844
ACH-000833,-1.3748921349
ACH-000834,-1.5195212582700002
ACH-000835,-1.49558734414
ACH-000836,-0.972785174446
ACH-000837,-1.3690452629299998
ACH-000838,-1.45866184134
ACH-000839,-1.3866905382499999
ACH-000840,-1.56496669551
ACH-000841,-1.4417436155
ACH-000843,-1.8083673361900001
ACH-000846,-1.37192042363
ACH-000847,-1.37415860271
ACH-000848,-1.5051152342299998
ACH-000849,-1.27479954908
ACH-000851,-1.1670643734700001
ACH-000855,-1.7379421998500002
ACH-000856,-1.58750277187
ACH-000858,-1.37012973576
ACH-000859,-1.5499602910799999
ACH-000861,-1.69399163902
ACH-000862,-1.43959690898
ACH-000865,-1.6591581067899999
ACH-000866,-1.37356670216
ACH-000867,-1.5718226605899999
ACH-000869,-1.0786571872600001
ACH-000872,-1.4355525088699999
ACH-000873,-1.55913148604
ACH-000876,-1.47745900134
ACH-000878,-1.5895029560799998
ACH-000880,-1.3768702654700002
ACH-000881,-1.3187198833299998
ACH-000882,-1.50895569891
ACH-000884,-1.35509586975
ACH-000885,-1.40253593424
ACH-000887,-1.4529896199099999
ACH-000888,-1.3947328115200002
ACH-000889,-1.57495417924
ACH-000890,-1.62153941931
ACH-000896,-1.42044359323
ACH-000898,-1.8143328664400002
ACH-000900,-1.43860454022
ACH-000901,-1.62318972264
ACH-000905,-1.47562528856
ACH-000906,-1.4624697707700003
ACH-000907,-1.22229711135
ACH-000910,-1.65325328114
ACH-000911,-1.4032973541100002
ACH-000912,-1.2621703353
ACH-000913,-1.52657006603
ACH-000915,-1.38889521582
ACH-000916,-0.783026065438
ACH-000917,-1.58620939415
ACH-000921,-1.35853976752
ACH-000924,-1.38139071151
ACH-000926,-1.47872330396
ACH-000928,-1.34961769565
ACH-000929,-1.62659565831
ACH-000932,-1.46472500225
ACH-000935,-1.40364583875
ACH-000936,-1.46181889206
ACH-000937,-1.5208458228600001
ACH-000938,-1.5532918470100001
ACH-000939,-1.27191556464
ACH-000941,-1.7947504315
ACH-000943,-1.5439900296899998
ACH-000946,-1.48608993838
ACH-000947,-1.5798066391799999
ACH-000948,-1.6527737014300001
ACH-000950,-1.32775151345
ACH-000953,-1.63213157502
ACH-000957,-1.39696836162
ACH-000958,-1.4507957498700002
ACH-000960,-1.7237237799
ACH-000963,-1.78742615634
ACH-000968,-1.65468248976
ACH-000969,-1.35192345437
ACH-000973,-1.4137671197
ACH-000974,-1.61203781352
ACH-000975,-1.60526219062
ACH-000976,-1.3227980876899998
ACH-000978,-2.237722817
ACH-000980,-1.44718175838
ACH-000984,-1.45904010896
ACH-000986,-1.4157148701
ACH-000988,-1.89033169132
ACH-000993,-1.28151174838
ACH-000994,-1.13412208832
ACH-000996,-1.39893061929
ACH-001001,-1.69636631357
ACH-001020,-1.34725312228
ACH-001028,-1.5218136589700002
ACH-001031,-1.69719415977
ACH-001038,-1.54560351802
ACH-001048,-1.39283176692
ACH-001050,-1.33812423573
ACH-001053,-1.35108825589
ACH-001054,-1.43701101307
ACH-001061,-1.4167225504899998
ACH-001067,-1.2584029304000002
ACH-001075,-1.5391772881099999
ACH-001096,-1.6308992953900001
ACH-001128,-0.6151005090730001
ACH-001134,-1.40990247224
ACH-001151,-1.42820666201
ACH-001163,-1.4379768974899998
ACH-001164,-1.2579813981999999
ACH-001173,-1.36923978016
ACH-001183,-1.52295460105
ACH-001184,-1.84195984855
ACH-001190,-1.4516786900999998
ACH-001192,-1.34822888677
ACH-001193,-1.6080434800999999
ACH-001196,-1.08110863594
ACH-001197,-1.55799084949
ACH-001205,-1.49892898479
ACH-001211,-1.38995198134
ACH-001212,-1.5193875202200002
ACH-001228,-1.62525074644
ACH-001232,-1.4765622959399998
ACH-001239,-1.61141793736
ACH-001274,-1.72956620133
ACH-001275,-1.3285117883
ACH-001277,-1.11417000691
ACH-001278,-1.8108523350999999
ACH-001280,-1.07058764209
ACH-001283,-1.2684909438299998
ACH-001289,-1.67669669716
ACH-001295,-1.6380827856
ACH-001300,-1.6653538268099999
ACH-001301,-1.47912635134
ACH-001302,-1.51416091402
ACH-001303,-1.67407309991
ACH-001306,-1.4405743527700001
ACH-001318,-1.76392658915
ACH-001322,-1.4195229281600001
ACH-001328,-1.48706403595
ACH-001332,-1.2558693903
ACH-001333,-1.58248777526
ACH-001336,-1.26433657739
ACH-001340,-1.3463952258200003
ACH-001346,-1.43469180446
ACH-001353,-1.54558773688
ACH-001354,-1.0375727684
ACH-001367,-1.20664587941
ACH-001368,-1.53263333648
ACH-001374,-1.4577789711700002
ACH-001375,-0.987597043908
ACH-001377,-1.64593525274
ACH-001380,-1.518777413
ACH-001391,-1.40383006675
ACH-001407,-1.51568829598
ACH-001408,-1.5484065862
ACH-001413,-0.9372693092059999
ACH-001430,-1.6616164735499999
ACH-001431,-1.45025535826
ACH-001450,-1.11631474871
ACH-001496,-1.0161215417
ACH-001500,-1.16656725473
ACH-001521,-1.8375872614300002
ACH-001523,-1.49971779924
ACH-001532,-1.83279355488
ACH-001536,-1.6109567693900002
ACH-001550,-1.20290382019
ACH-001552,-1.5314070795200003
ACH-001554,-1.6514645141100002
ACH-001645,-1.8495910970200002
ACH-001654,-1.7699396176299997
ACH-001715,-1.42587705592
ACH-001735,-1.6353271390200002
ACH-001736,-1.4860115692700002
ACH-001737,-1.48589500321
ACH-001740,-1.7535103193400001
ACH-001745,-1.6362664424000002
ACH-001750,-1.41160108163
ACH-001765,-1.7712552629599998
ACH-001956,-1.2556537903899998
ACH-001957,-1.3052360624200001
