,SBDS (51119)
ACH-000851,-1.4173653119799998
ACH-000855,-1.7857000717900002
ACH-000856,-1.567635015
ACH-000858,-1.4740209737399999
ACH-000859,-1.5358401971899998
ACH-000861,-1.7774933420299999
ACH-000862,-1.65921959526
ACH-000865,-1.32028581772
ACH-000866,-1.7615604582700002
ACH-000867,-1.4731454707499998
ACH-000869,-1.3722077883200001
ACH-000872,-1.6736583413100001
ACH-000873,-1.88276382376
ACH-000876,-1.9065361012400002
ACH-000878,-1.6272365851700001
ACH-000880,-1.7573483910699998
ACH-000881,-1.7376118513699998
ACH-000882,-1.6305452947299999
ACH-000884,-1.84368104015
ACH-000885,-1.6931293253
ACH-000887,-1.61576882188
ACH-000888,-1.58408277859
ACH-000889,-1.7430644035799998
ACH-000890,-1.92417510732
ACH-000896,-1.8450096632900002
ACH-000898,-1.62310237743
ACH-000900,-1.50916778826
ACH-000901,-1.62369213206
ACH-000905,-1.4982531071399998
ACH-000906,-1.633226752
ACH-000907,-1.6537085331799999
ACH-000910,-1.89862242569
ACH-000911,-1.5824833926299997
ACH-000912,-1.53399838361
ACH-000913,-1.61090310486
ACH-000915,-1.17188214124
ACH-000916,-1.49228563913
ACH-000917,-1.5728748262
ACH-000921,-1.33304282302
ACH-000924,-1.8699359628
ACH-000926,-1.96025889335
ACH-000928,-1.6686916024399998
ACH-000929,-1.69885790659
ACH-000932,-1.6443415373899999
ACH-000935,-1.72917852783
ACH-000936,-1.8866874673900003
ACH-000937,-2.07232249764
ACH-000938,-1.8088336338
ACH-000939,-1.04227222257
ACH-000941,-1.29491424019
ACH-000943,-1.6309067970299997
ACH-000946,-1.34001506474
ACH-000947,-1.4463978913799997
ACH-000948,-1.4373068031099998
ACH-000950,-1.6589618812600002
ACH-000953,-1.7611651505700001
ACH-000957,-1.46175155218
ACH-000958,-1.3821622203
ACH-000960,-1.68737895544
ACH-000963,-1.08142853343
ACH-000968,-0.8445787151019999
ACH-000969,-1.55856243256
ACH-000973,-1.60800200463
ACH-000974,-1.5376759737399999
ACH-000975,-1.4181228240600001
ACH-000976,-1.5943469437399997
ACH-000978,-1.82499469007
ACH-000980,-1.62035047337
ACH-000984,-1.4911083570700001
ACH-000986,-1.3923597442200002
ACH-000988,-1.42345927737
ACH-000993,-1.74470954185
ACH-000994,-1.31769094912
ACH-000996,-1.26500395806
ACH-001001,-1.76418126248
ACH-001020,-1.58537606507
ACH-001028,-1.49201262696
ACH-001031,-1.65576496813
ACH-001038,-0.965949970212
ACH-001048,-1.6670831154499999
ACH-001050,-1.66751013932
ACH-001053,-1.4633960918
ACH-001054,-1.61399942259
ACH-001061,-1.44676238404
ACH-001067,-1.6011661821899998
ACH-001075,-1.6704906372400001
ACH-001096,-1.70245339792
ACH-001128,-1.5188775168900002
ACH-001134,-1.5154287623299998
ACH-001151,-1.6213285059
ACH-001163,-1.62526838718
ACH-001164,-2.10167590296
ACH-001173,-1.5487996388499998
ACH-001183,-1.8460159171500001
ACH-001184,-1.18406002666
ACH-001190,-1.75680541566
ACH-001192,-0.8681991803
ACH-001193,-1.13826685293
ACH-001196,-0.98430954956
ACH-001197,-1.9678905293900002
ACH-001205,-1.6848229338299998
ACH-001211,-1.7495573391299999
ACH-001212,-1.8088783072
ACH-001228,-1.3976809587299999
ACH-001232,-1.6153140903299998
ACH-001239,-1.28880255235
ACH-001274,-1.7888146445400002
ACH-001275,-1.63527923614
ACH-001277,-1.13696491527
ACH-001278,-1.37116250683
ACH-001280,-2.0553842227200003
ACH-001283,-1.3556209571200002
ACH-001289,-1.4031018946899998
ACH-001295,-1.2190751106
ACH-001300,-1.76345162537
ACH-001301,-1.31553530611
ACH-001302,-1.50504383659
ACH-001303,-1.5470587517200003
ACH-001306,-1.8629386408700002
ACH-001318,-1.22969946373
ACH-001322,-1.56669469451
ACH-001328,-1.6199382934399997
ACH-001332,-1.5590807082799998
ACH-001333,-1.2730882271600001
ACH-001336,-1.7739675609999999
ACH-001340,-1.07059617283
ACH-001346,-1.5630863558599999
ACH-001353,-1.7379970204599997
ACH-001354,-1.8151692145900002
ACH-001367,-1.66894129986
ACH-001368,-1.3369778706
ACH-001374,-1.37041660773
ACH-001375,-1.4312368218
ACH-001377,-1.73984476188
ACH-001380,-1.5193719839300002
ACH-001391,-1.2834080484700001
ACH-001407,-0.93557125606
ACH-001408,-1.72222710168
ACH-001413,-1.5326244981400001
ACH-001430,-1.69025854419
ACH-001431,-1.5762398120200003
ACH-001450,-1.93240408771
ACH-001496,-1.7844857968
ACH-001500,-1.9018857092800001
ACH-001521,-2.42909265914
ACH-001523,-1.49730854972
ACH-001532,-1.66657442794
ACH-001536,-1.9834091949700001
ACH-001550,-1.7964183855900002
ACH-001552,-1.35493636971
ACH-001554,-1.5019834225600002
ACH-001645,-1.26025218669
ACH-001654,-1.7715505063599997
ACH-001715,-1.7295519772699999
ACH-001735,-1.57995640569
ACH-001736,-2.03152866949
ACH-001737,-1.52203584612
ACH-001740,-1.46294311201
ACH-001745,-1.51255632167
ACH-001750,-1.64465574629
ACH-001765,-1.42241727305
ACH-001956,-1.62487454692
ACH-001957,-1.8790736291599999
