,CHI3L2 (1117)
ACH-000604,-0.22517483621
ACH-000605,-0.527802501779
ACH-000606,-0.06848157909130001
ACH-000608,-0.06421593432709999
ACH-000614,-0.11711082718100001
ACH-000616,0.11269145864499999
ACH-000618,-0.0847344552451
ACH-000619,-0.23017603311
ACH-000620,-0.168732637868
ACH-000621,-0.139641046232
ACH-000622,0.035419831058699995
ACH-000623,-0.126905257182
ACH-000624,-0.113849658126
ACH-000627,-0.280118269062
ACH-000630,-0.0396929381849
ACH-000632,-0.120905402182
ACH-000633,-0.124584344775
ACH-000637,0.00024536251369
ACH-000638,-0.0908257862459
ACH-000646,-0.26554777711399996
ACH-000647,-0.0108306313664
ACH-000648,-0.0805040512415
ACH-000649,-0.167248592338
ACH-000651,-0.139390361468
ACH-000652,-0.138296959818
ACH-000653,-0.0908362841533
ACH-000657,-0.10037695454500001
ACH-000658,-0.014103634671
ACH-000661,-0.09617434265529999
ACH-000662,-0.122462331183
ACH-000663,-0.12531392918
ACH-000665,-0.14153854717
ACH-000671,-0.00496211656774
ACH-000673,-0.0508638071292
ACH-000676,-0.206047633756
ACH-000677,-0.120206428201
ACH-000681,-0.0564637501308
ACH-000682,-0.13991857797
ACH-000683,-0.152630139509
ACH-000684,-0.242336325286
ACH-000688,-0.018839337967599998
ACH-000693,-0.114530597925
ACH-000694,-0.108782453663
ACH-000695,0.0625652741387
ACH-000696,-0.108722455336
ACH-000697,-0.401999336668
ACH-000699,-0.0840314230028
ACH-000701,0.025820955980099997
ACH-000706,-0.24697356308200002
ACH-000711,-0.07330397154360001
ACH-000713,-0.314794641241
ACH-000714,-0.18041174590300002
ACH-000718,-0.122610677239
ACH-000720,0.00272270906479
ACH-000721,-0.211334664012
ACH-000724,-0.109450159832
ACH-000725,0.106670450571
ACH-000732,0.06383524521390001
ACH-000734,-0.33640462952
ACH-000735,-0.24775621833099998
ACH-000736,-0.196834417619
ACH-000738,-0.17340766622900003
ACH-000746,0.127323608202
ACH-000747,-0.13907700162699999
ACH-000748,-0.053934188732
ACH-000753,-0.09818508588239999
ACH-000756,-0.325383637449
ACH-000757,-0.0842508216712
ACH-000758,0.0403716216639
ACH-000760,0.0324841278028
ACH-000763,-0.302565820803
ACH-000764,-0.0556064496299
ACH-000765,-0.117589556159
ACH-000766,-0.19168640069200002
ACH-000767,-0.0687252377764
ACH-000768,0.020461001031099997
ACH-000769,0.0428843016153
ACH-000770,-0.242626580891
ACH-000771,-0.0330644864363
ACH-000773,-0.0834239605226
ACH-000776,-0.185671826497
ACH-000777,-0.11122986577400001
ACH-000778,0.0634490940476
ACH-000781,-0.165137337767
ACH-000782,-0.252224408289
ACH-000783,-0.0942505011946
ACH-000784,-0.14493855250499998
ACH-000785,-0.15658174065400002
ACH-000787,-0.16074181276399999
ACH-000788,-0.17775724272799998
ACH-000791,-0.322049972786
ACH-000792,-0.19813253420899998
ACH-000794,-0.0933102674265
ACH-000796,-0.0825740125676
ACH-000799,-0.203466361713
ACH-000800,-0.124721995655
ACH-000802,-0.19088421240400003
ACH-000804,-0.18625305832199998
ACH-000805,-0.326205311256
ACH-000809,-0.05427734648969999
ACH-000810,-0.0581592711495
ACH-000811,-0.16406553810900001
ACH-000817,-0.024001530467099998
ACH-000819,-0.010893161065
ACH-000820,-0.40132924065700004
ACH-000821,-0.08769196449560002
ACH-000822,-0.0036881672843299997
ACH-000823,-0.0815276096215
ACH-000824,-0.0036180438316999997
ACH-000827,-0.0194645351426
ACH-000829,-0.290872670237
ACH-000831,-0.316576681115
ACH-000832,-0.132727891737
ACH-000833,0.185090862963
ACH-000834,0.11668056908600001
ACH-000835,-0.0709728473534
ACH-000836,-0.137681677886
ACH-000837,-0.124784402624
ACH-000838,-0.298066483829
ACH-000839,-0.0674793318616
ACH-000840,0.12324666458399999
ACH-000841,-0.0314559500373
ACH-000843,-0.0832028653803
ACH-000846,-0.251944577573
ACH-000847,-0.286416606428
ACH-000848,-0.22665681262600001
ACH-000849,-0.152140645637
ACH-000851,-0.335553386718
ACH-000855,-0.429566929638
ACH-000856,-0.125856317379
ACH-000858,-0.0632742107014
ACH-000859,-0.28545324987799997
ACH-000861,-0.34651918324500003
ACH-000862,-0.09291017858419999
ACH-000865,-0.124043898694
ACH-000866,-0.166027859469
ACH-000867,-0.07700915499250001
ACH-000869,-0.11776473109300001
ACH-000872,-0.326093796857
ACH-000873,-0.142631247164
ACH-000876,-0.164914723934
ACH-000878,0.152969682333
ACH-000880,0.0286846956032
ACH-000881,-0.12259480141899999
ACH-000882,0.101978149366
ACH-000884,-0.17306186378199997
ACH-000885,-0.15655182063200002
ACH-000887,-0.311505917619
ACH-000888,-0.134600155261
ACH-000889,-0.239702925442
ACH-000890,-0.208275245119
ACH-000896,-0.060606047692300005
ACH-000898,-0.27829055989999996
ACH-000900,-0.008782305551
ACH-000901,-0.139095578696
ACH-000905,-0.18990977878499998
ACH-000906,-0.11030940841600001
ACH-000907,-0.158272074186
ACH-000910,0.0991040229074
ACH-000911,-0.21227035492199997
ACH-000912,-0.152898380093
ACH-000913,-0.18805080634399998
ACH-000915,-0.335272004038
ACH-000916,-0.36437232582400003
ACH-000917,-0.18567906546100002
ACH-000921,-0.110480653956
ACH-000924,-0.171638462731
ACH-000926,-0.113585196102
ACH-000928,0.15130030092900001
ACH-000929,-0.0901897670793
ACH-000932,-0.0651391008026
ACH-000935,0.259002551068
ACH-000936,-0.338729490225
ACH-000937,0.0263772642838
ACH-000938,-0.110316623936
ACH-000939,-0.21682244171999998
ACH-000941,-0.08244853761030001
ACH-000943,-0.136659886392
ACH-000946,-0.216736296553
ACH-000947,-0.0986907727049
ACH-000948,-0.032816028697599996
ACH-000950,0.076866848723
ACH-000953,-0.045043525716399996
ACH-000957,-0.028959498800499996
ACH-000958,-0.18551883092
ACH-000960,-0.124622261283
ACH-000963,-0.06237558310769999
ACH-000968,-0.20892835483600003
ACH-000969,-0.0584777602295
ACH-000973,-0.035978090359699996
ACH-000974,-0.08230984021189999
ACH-000975,-0.169246650092
ACH-000976,-0.19225688746599998
ACH-000978,-0.381434746022
ACH-000980,-0.149458367657
ACH-000984,-0.0906827826737
ACH-000986,-0.126505292829
ACH-000988,-0.171081193741
ACH-000993,-0.157478698369
ACH-000994,-0.0675239436912
ACH-000996,-0.0167270130384
ACH-001001,-0.23911866320099998
ACH-001020,0.18426622017799998
ACH-001028,-0.084759043103
ACH-001031,0.0199946790862
ACH-001038,0.0109392556818
ACH-001048,-0.158776263607
ACH-001050,-0.17425238356400002
ACH-001053,-0.019063342478
ACH-001054,-0.11373630725299999
ACH-001061,-0.027841255819000002
ACH-001067,-0.129635103191
ACH-001075,-0.0876778561874
ACH-001096,-0.10474851162799999
ACH-001128,0.115122822785
ACH-001134,-0.042514095635
ACH-001151,-0.0788210492902
ACH-001163,-0.17924563841
ACH-001164,-0.421745259797
ACH-001173,-0.216239525817
ACH-001183,-0.339817522105
ACH-001184,-0.147782806789
ACH-001190,-0.162774222162
ACH-001192,-0.192752615217
ACH-001193,0.18982392343600002
ACH-001196,-0.25686184993
ACH-001197,-0.10097777715299999
ACH-001205,-0.147471471601
ACH-001211,-0.120546616972
ACH-001212,-0.16710509531
ACH-001228,-0.04350320781980001
ACH-001232,-0.028121676302
ACH-001239,-0.212831944736
ACH-001274,-0.049204582884599994
ACH-001275,-0.10490145651499999
ACH-001277,-0.20907284949299998
ACH-001278,-0.019088977731400003
ACH-001280,-0.0257651390155
ACH-001283,-0.0665813377397
ACH-001289,-0.23738596458500003
ACH-001295,-0.052761076195
ACH-001300,-0.09143673711169999
ACH-001301,-0.218473257196
ACH-001302,-0.215488827253
ACH-001303,-0.205291124574
ACH-001306,-0.158313081235
ACH-001318,-0.2931933857
ACH-001322,-0.0960311615159
ACH-001328,-0.0159957297791
ACH-001332,0.0644404114788
ACH-001333,-0.160120457486
ACH-001336,-0.19947454592799999
ACH-001340,-0.021901775602099997
ACH-001346,-0.150858235689
ACH-001353,-0.051306322399300004
ACH-001354,-0.304119961501
ACH-001367,-0.220802697549
ACH-001368,-0.0422055474151
ACH-001374,0.0465344888233
ACH-001375,-0.059724044426300006
ACH-001377,-0.23241659777100002
ACH-001380,-0.182634393083
ACH-001391,-0.22686392494600002
ACH-001407,-0.188157849379
ACH-001408,-0.171241554115
ACH-001413,-0.254880900198
ACH-001430,-0.06777650788549999
ACH-001431,-0.17755136097
ACH-001450,0.23958440814100002
ACH-001496,-0.224274717224
ACH-001500,-0.19866464058
ACH-001521,0.249949922659
ACH-001523,-0.104617804659
ACH-001532,-0.129717032656
ACH-001536,0.07496126774680001
ACH-001550,-0.18807877597300002
ACH-001552,-0.25709507313700003
ACH-001554,-0.07140638794769999
ACH-001645,-0.130548129921
ACH-001654,-0.0485656338495
ACH-001715,-0.187170625017
ACH-001735,-0.155047474514
ACH-001736,-0.055253853997300005
ACH-001737,-0.014925005220700002
ACH-001740,-0.22478260816999998
ACH-001745,-0.150364116469
ACH-001750,-0.261836319684
ACH-001765,-0.00772398706078
ACH-001956,-0.059006654628400004
ACH-001957,0.030871462015800002
