,C4A (720)
ACH-000183,-0.232158820595
ACH-000188,-0.280346123944
ACH-000189,-0.461841712897
ACH-000190,-0.34977490449799997
ACH-000198,-0.548927547544
ACH-000204,-0.26621513088000004
ACH-000206,-0.447625350067
ACH-000207,-0.5507542851089999
ACH-000211,-0.477217943892
ACH-000215,-0.326271945781
ACH-000221,-0.35700472467200006
ACH-000222,-0.409057527983
ACH-000223,-0.30627291576
ACH-000226,-0.31054540734700004
ACH-000227,-0.153696806889
ACH-000228,-0.5978114762610001
ACH-000231,-0.241786668477
ACH-000232,-0.47411406472199996
ACH-000233,-0.544505320997
ACH-000234,-0.18542143136
ACH-000235,-0.324960389727
ACH-000237,-0.301150670369
ACH-000238,-0.297049531276
ACH-000243,-0.35162016655999995
ACH-000244,-0.17138719209000003
ACH-000246,-0.353964504307
ACH-000248,-0.35881798034100004
ACH-000250,-0.47443721643299996
ACH-000251,-0.440640080841
ACH-000253,-0.295057319512
ACH-000255,-0.429648967853
ACH-000256,-0.404938227993
ACH-000257,-0.5675516901340001
ACH-000258,-0.111020817453
ACH-000259,-0.315030872731
ACH-000260,-0.37794496758199997
ACH-000261,-0.342021853291
ACH-000262,-0.376616756386
ACH-000263,-0.376921808172
ACH-000264,-0.33734941550499997
ACH-000265,-0.38660136203199996
ACH-000266,-0.476185423275
ACH-000272,-0.263544424175
ACH-000273,-0.424928840608
ACH-000274,-0.35856942018700005
ACH-000277,-0.36808305127400004
ACH-000278,-0.355623065085
ACH-000279,-0.288196032574
ACH-000280,-0.6290253397469999
ACH-000281,-0.633730927922
ACH-000288,-0.300495916428
ACH-000291,-0.254552959275
ACH-000293,-0.162904135288
ACH-000294,-0.445267325004
ACH-000295,-0.916833084842
ACH-000296,-0.527010933996
ACH-000302,-0.35996446725599995
ACH-000304,-0.10189810391200001
ACH-000307,-0.276663605656
ACH-000308,-0.371952761023
ACH-000310,-0.473603054636
ACH-000311,-0.33500059492199996
ACH-000312,-0.35763265395300003
ACH-000315,-0.46640568451700004
ACH-000316,-0.38800200173
ACH-000317,-0.309011326563
ACH-000318,-0.28452192087699996
ACH-000319,-0.278595823207
ACH-000320,-0.491310239308
ACH-000322,-0.312421994704
ACH-000323,-0.283911295444
ACH-000324,-0.564281883485
ACH-000329,-0.360717855591
ACH-000330,-0.613551965143
ACH-000331,-0.322678568598
ACH-000332,-0.47528845950099996
ACH-000334,-0.317560725085
ACH-000335,0.0803698450186
ACH-000336,-0.395877558955
ACH-000337,-0.322813023972
ACH-000339,-0.399012920219
ACH-000341,-0.116742829203
ACH-000348,-0.344010673998
ACH-000350,-0.225753367492
ACH-000352,-0.379334106356
ACH-000356,-0.19785320709399998
ACH-000361,-0.448359793632
ACH-000362,-0.637831711569
ACH-000363,-0.228319058086
ACH-000364,-0.306856334048
ACH-000365,-0.396384557902
ACH-000366,-0.347034850384
ACH-000368,-0.160449133716
ACH-000374,-0.972367126903
ACH-000375,-0.30215701046300003
ACH-000376,-0.263423710567
ACH-000381,-0.357497408508
ACH-000383,-0.372258855534
ACH-000387,-0.390833008821
ACH-000389,-0.218599188986
ACH-000390,-0.39980798168700005
ACH-000393,-0.712696247313
ACH-000395,-0.415438439894
ACH-000397,-0.413395731531
ACH-000401,-0.150255174777
ACH-000402,-0.44850472711000006
ACH-000403,-0.22695614946999998
ACH-000404,-0.06245163389140001
ACH-000406,-0.524301602867
ACH-000407,-0.368388406558
ACH-000408,-0.496395838237
ACH-000410,-0.138329254434
ACH-000411,-0.433815974974
ACH-000414,-0.344660019639
ACH-000415,-0.252104756047
ACH-000416,-0.264670962874
ACH-000420,-0.337177263389
ACH-000421,-0.358202081761
ACH-000424,-0.503337963092
ACH-000425,-0.305326414461
ACH-000426,-0.287570847595
ACH-000427,-0.25198375486900004
ACH-000433,-0.278794860821
ACH-000436,-0.563480581657
ACH-000444,-0.547345618258
ACH-000445,-0.203074319889
ACH-000448,-0.329286415002
ACH-000450,-0.263216182445
ACH-000452,-0.35497755400700004
ACH-000454,-0.371436804493
ACH-000458,-0.339648832327
ACH-000459,-0.34531709342100003
ACH-000460,-0.410679360427
ACH-000461,-0.403937089068
ACH-000463,-0.267117491169
ACH-000464,-0.297868609763
ACH-000466,-0.20431153427999998
ACH-000467,-0.349291417934
ACH-000468,-0.267365249682
ACH-000469,-0.336450787694
ACH-000470,-0.414518555669
ACH-000471,-0.218995341605
ACH-000472,-0.269068886312
ACH-000473,-0.496771444371
ACH-000475,-0.28941270411200004
ACH-000476,-0.359908486462
ACH-000477,-0.265592778589
ACH-000480,-0.28093877606199996
ACH-000481,-0.379567314015
ACH-000483,-0.271503476115
ACH-000484,-0.04716915366669999
ACH-000485,-0.126179555083
ACH-000486,-0.42257121907899997
ACH-000487,-0.264460822194
ACH-000488,-0.297977516911
ACH-000490,-0.312863426686
ACH-000491,-0.27187826601
ACH-000495,-0.485140384818
ACH-000496,-0.341230515248
ACH-000499,-0.345792559946
ACH-000500,-0.553361184227
ACH-000502,-0.440699040813
ACH-000503,0.00563281835053
ACH-000505,-0.357399926258
ACH-000507,-0.378715407003
ACH-000510,-0.273866366459
ACH-000511,-0.44979192450800004
ACH-000512,-0.343135476591
ACH-000516,-0.44524253924199997
ACH-000517,-0.327519044627
ACH-000518,-0.31416792276
ACH-000520,-0.349681478737
ACH-000521,-0.167488312412
ACH-000522,-0.30111233821600003
ACH-000524,-0.383590881778
ACH-000527,-0.48477941923900003
ACH-000528,-0.5814324685050001
ACH-000537,-0.119585722582
ACH-000541,-0.184792307282
ACH-000542,-0.313484265903
ACH-000544,-0.526938219713
ACH-000545,-0.258324506229
ACH-000547,-0.165305696514
ACH-000548,-0.41436324148000003
ACH-000549,-0.38998075096600004
ACH-000550,-0.300140047933
ACH-000552,-0.26616540315299997
ACH-000556,-0.168091941912
ACH-000557,-0.239272487044
ACH-000570,-0.110337702357
ACH-000571,-0.395056460717
ACH-000573,-0.185775218349
ACH-000576,-0.31007809575
ACH-000580,-0.352343292731
ACH-000584,-0.39646905193800003
ACH-000585,-0.429042629828
ACH-000588,-0.264748507112
ACH-000589,-0.426030567889
ACH-000591,-0.42639568081
ACH-000593,-0.298225883849
ACH-000600,-0.369450802628
ACH-000601,-0.374672268041
ACH-000604,-0.227464535843
ACH-000605,-0.566016244178
ACH-000606,-0.714752042695
ACH-000608,-0.32629595156
ACH-000614,-0.126309816237
ACH-000616,-0.361942007632
ACH-000618,-0.38651582974
ACH-000619,-0.174496201821
ACH-000620,-0.22845323821400002
ACH-000621,-0.38071219510399995
ACH-000622,-0.573370811837
ACH-000623,-0.279722791083
ACH-000624,-0.283881986671
ACH-000627,-0.393343212511
ACH-000630,-0.326393052214
ACH-000632,-0.159803141372
ACH-000633,-0.145402882463
ACH-000637,-0.519626406077
ACH-000638,-0.32123998608000004
ACH-000646,-0.582783399563
ACH-000647,-0.498861588898
ACH-000648,-0.49562029065700003
ACH-000649,-0.41951863180699994
ACH-000651,-0.273876165329
ACH-000652,-0.56584937898
ACH-000653,-0.513465381179
ACH-000657,-0.40824810922700006
ACH-000658,-0.41467982433600004
ACH-000661,-0.272478788402
ACH-000662,-0.179370555304
ACH-000663,-0.204497492004
ACH-000665,-0.44578435486100004
ACH-000671,-0.30598213118
ACH-000673,-0.28978900303800004
ACH-000676,-0.400784487697
ACH-000677,-0.513690448015
ACH-000681,-0.08117211824699999
ACH-000682,-0.48494185491499997
ACH-000683,-0.276593376953
ACH-000684,-0.44875430218199996
ACH-000688,-0.43420068831200004
ACH-000693,-0.344679900097
ACH-000694,-0.321498076607
ACH-000695,-0.320204934091
ACH-000696,-0.294995993773
ACH-000697,-0.187897043352
ACH-000699,-0.368963033692
ACH-000701,-0.502687876977
ACH-000706,-0.373224730376
ACH-000711,-0.287876326684
ACH-000713,-0.5074252955899999
ACH-000714,-0.245592297667
ACH-000718,-0.294439940243
ACH-000720,-0.424667574708
ACH-000721,-0.484785775285
ACH-000724,-0.188226894087
ACH-000725,-0.0980376846383
ACH-000732,-0.326761609064
ACH-000734,-0.413401501891
ACH-000735,-0.214638665236
ACH-000736,-0.316981870633
ACH-000738,-0.275184581729
ACH-000746,-0.556266153255
ACH-000747,-0.398108908469
ACH-000748,-0.28865778907
ACH-000753,-0.35747628690300004
ACH-000756,-0.323666201189
ACH-000757,-0.379835660933
ACH-000758,-0.232808844934
ACH-000760,-0.235530619969
ACH-000763,-0.219089917835
ACH-000764,-0.616998871988
ACH-000765,-0.409315366991
ACH-000766,-0.227156095664
ACH-000767,-0.225097472087
ACH-000768,-0.19555326565099998
ACH-000769,-0.384235668715
ACH-000770,-0.332132444468
ACH-000771,-0.406451455593
ACH-000773,-0.458598465731
ACH-000776,-0.42181947234800005
ACH-000777,-0.48028920721600005
ACH-000778,-0.507885922134
ACH-000781,-0.392413242159
ACH-000782,-0.306817002144
ACH-000783,-1.00343830193
ACH-000784,-0.203565214624
ACH-000785,-0.32329476670699997
ACH-000787,-0.319363536073
ACH-000788,-0.370665563049
ACH-000791,-0.24365832417199998
ACH-000792,-0.284023643981
ACH-000794,-0.295620076286
ACH-000796,-0.511418795615
ACH-000799,-0.19922833954
ACH-000800,-0.217460620302
ACH-000802,-0.201862640275
ACH-000804,-0.31812654207400004
ACH-000805,-0.307273632616
ACH-000809,-0.382803882881
ACH-000810,-0.49395404596500003
ACH-000811,-0.300637244837
ACH-000817,-0.0792448590125
ACH-000819,-0.378147334796
ACH-000820,-0.09259894017989999
ACH-000821,-0.333405770474
ACH-000822,-0.174649495707
ACH-000823,-0.27804491235999995
ACH-000824,-0.0657464307932
ACH-000827,-0.230012768542
ACH-000829,-0.14259819149800002
ACH-000831,-0.218149192324
ACH-000832,-0.35708091377400003
ACH-000833,-0.402470713168
ACH-000834,-0.341053113685
ACH-000835,-0.378134635841
ACH-000836,-0.36493816016099995
ACH-000837,-0.301518357672
ACH-000838,-0.556299101371
ACH-000839,-0.38003109796400003
ACH-000840,-0.446768803665
ACH-000841,-0.259676519566
ACH-000843,-0.337324592207
ACH-000846,-0.38146913603200006
ACH-000847,-0.395845145109
ACH-000848,-0.315460400183
ACH-000849,-0.153069100622
ACH-000851,-0.512181629812
ACH-000855,0.0924665374543
ACH-000856,-0.309596210089
ACH-000858,-0.31638289553000004
ACH-000859,-0.452114855071
ACH-000861,-0.405662884493
ACH-000862,-0.5236423316809999
ACH-000865,-0.321436175321
ACH-000866,-0.359446757765
ACH-000867,-0.376310234683
ACH-000869,-0.383121181078
ACH-000872,-0.284533102429
ACH-000873,-0.5166305280669999
ACH-000876,-0.48718056373999996
ACH-000878,-0.403130157275
ACH-000880,-0.153608018817
ACH-000881,-0.226717964109
ACH-000882,-0.334964950092
ACH-000884,-0.389584610365
ACH-000885,-0.306551736196
ACH-000887,-0.219775447009
ACH-000888,-0.276861242216
ACH-000889,-0.8192960948960001
ACH-000890,-0.306796727157
ACH-000896,-0.284662462702
ACH-000898,-0.366431239876
ACH-000900,-0.341946951163
ACH-000901,-0.141928656662
ACH-000905,-0.3170163787
ACH-000906,-0.49743486225100003
ACH-000907,-0.5357177023699999
ACH-000910,-0.352596568566
ACH-000911,-0.328495433821
ACH-000912,-0.160945475326
ACH-000913,-0.453120947025
ACH-000915,-0.45233878834299995
ACH-000916,-0.33093857538000004
ACH-000917,-0.264106029498
ACH-000921,-0.454621805211
ACH-000924,-0.320387509399
ACH-000926,-0.0656630700485
ACH-000928,-0.209046025918
ACH-000929,-0.38104253584799996
ACH-000932,-0.213315282998
ACH-000935,-0.386311638503
ACH-000936,-0.301267952485
ACH-000937,-0.41979780410800005
ACH-000938,-0.34792259232100003
ACH-000939,-0.467504964624
ACH-000941,-0.5622331307840001
ACH-000943,-0.18956681347100002
ACH-000946,-0.409596263948
ACH-000947,-0.299922725863
ACH-000948,-0.289452330748
ACH-000950,-0.278007357244
ACH-000953,-0.18540850057100003
ACH-000957,-0.06344173577829999
ACH-000958,-0.05417357558619999
ACH-000960,-0.28338039655499997
ACH-000963,-0.546750115884
ACH-000968,-0.382448709779
ACH-000969,-0.047675160701
ACH-000973,-0.346943208777
ACH-000974,-0.204908177069
ACH-000975,-0.31207341649799997
ACH-000976,-0.589108586065
ACH-000978,-0.705130922647
ACH-000980,-0.264454158207
ACH-000984,-0.402858745677
ACH-000986,-0.353799836522
ACH-000988,-0.24744628660300003
ACH-000993,-0.37464979299999995
ACH-000994,-0.351114739367
ACH-000996,-0.566236597259
ACH-001001,-0.457061591549
ACH-001020,-0.12166608822899999
ACH-001028,-0.312221714759
ACH-001031,-0.33327227111900004
ACH-001038,-0.34765658874399996
ACH-001048,-0.33118666622299997
ACH-001050,-0.389274186934
ACH-001053,-0.540815644803
ACH-001054,-0.47772468231700005
ACH-001061,-0.308043117953
ACH-001067,-0.493996465854
ACH-001075,-0.6323527676699999
ACH-001096,-0.44220046080700004
ACH-001128,-0.39975211928099996
ACH-001134,-0.263279057476
ACH-001151,-0.394312915858
ACH-001163,-0.131848167003
ACH-001164,-0.463533473529
ACH-001173,-0.38505412274499995
ACH-001183,-0.464422965075
ACH-001184,-0.27068390526700004
ACH-001190,-0.364398710712
ACH-001192,-0.217321493655
ACH-001193,-0.39626632218099994
ACH-001196,-0.36803123512100006
ACH-001197,-0.46385496055799996
ACH-001205,-0.26494657465300003
ACH-001211,-0.289339408389
ACH-001212,-0.157630467611
ACH-001228,-0.0647562363139
ACH-001232,-0.375380827942
ACH-001239,-0.32547187405
ACH-001274,-0.5254051042369999
ACH-001275,-0.293278166748
ACH-001277,-0.0782274895633
ACH-001278,-0.301368127526
ACH-001280,-0.142029801933
ACH-001283,-0.343776206497
ACH-001289,-0.461077098708
ACH-001295,-0.478366885589
ACH-001300,-0.21668486609700002
ACH-001301,-0.36216502406400003
ACH-001302,-0.388978498146
ACH-001303,-0.654471549312
ACH-001306,-0.324484842546
ACH-001318,-0.23894891405299998
ACH-001322,-0.438995909348
ACH-001328,-0.459045615367
ACH-001332,-0.29348610259
ACH-001333,-0.477272145498
ACH-001336,-0.433357873244
ACH-001340,-0.36151651365599996
ACH-001346,-0.43572700062799996
ACH-001353,-0.40167004681100005
ACH-001354,-0.491328649493
ACH-001367,-0.171490099031
ACH-001368,-0.36459545149800004
ACH-001374,-0.109951863198
ACH-001375,-0.222941473983
ACH-001377,-0.32184796722
ACH-001380,-0.4972122144100001
ACH-001391,-0.278151937645
ACH-001407,-0.541736006564
ACH-001408,-0.28822564865899997
ACH-001413,-0.414842136458
ACH-001430,-0.14719590677799999
ACH-001431,-0.346859122799
ACH-001450,-0.617743366738
ACH-001496,-0.349669619403
ACH-001500,-0.441600484977
ACH-001521,-0.232372442035
ACH-001523,-0.189552912573
ACH-001532,-0.39302127426100003
ACH-001536,-0.48777335423999996
ACH-001550,-0.36404732582800003
ACH-001552,-0.304826685291
ACH-001554,-0.46570738380599996
ACH-001645,-0.326974982859
ACH-001654,-0.236658251395
ACH-001715,-0.486020239878
ACH-001735,-0.441638127795
ACH-001736,-0.300343796239
ACH-001737,-0.19591763513399998
ACH-001740,-0.688635678439
ACH-001745,-0.648537409072
ACH-001750,-0.524241855003
ACH-001765,-0.741431281126
ACH-001956,-0.380519929876
ACH-001957,-0.526587688472
