,RCE1 (9986)
ACH-001500,-0.5058654154469999
ACH-001521,-0.279558405686
ACH-001523,-0.152575282141
ACH-001532,-0.00241859128235
ACH-001536,-0.468660627921
ACH-001550,-0.21616990245
ACH-001552,-0.20301440779
ACH-001554,-0.12678670776599998
ACH-001645,-0.16219384207999998
ACH-001654,-0.23261090024199998
ACH-001715,-0.119737250694
ACH-001735,-0.230388480973
ACH-001736,-0.0333506796478
ACH-001737,-0.639425385365
ACH-001740,-0.106867321154
ACH-001745,-0.108757758293
ACH-001750,-0.187223812066
ACH-001765,0.021886756075
ACH-001956,-0.20754248459199998
ACH-001957,-0.18472186856199999
