,HNRNPK (3190)
ACH-000182,-1.9214506707299999
ACH-000183,-1.76973784465
ACH-000188,-1.49520570857
ACH-000189,-1.47061684941
ACH-000190,-1.5658011993799998
ACH-000198,-2.08795515828
ACH-000204,-1.67556890956
ACH-000206,-2.31965302866
ACH-000207,-1.9442042292200001
ACH-000211,-1.6941341941899999
ACH-000215,-1.8711963648199998
ACH-000221,-2.04994455357
ACH-000222,-1.77309936055
ACH-000223,-1.6709619374899998
ACH-000226,-1.67934266979
ACH-000227,-2.1053523619599996
ACH-000228,-1.4450975692399999
ACH-000231,-1.64874451532
ACH-000232,-1.7927335170299998
ACH-000233,-2.2010762432299997
ACH-000234,-2.18184259724
ACH-000235,-1.8881831824000002
ACH-000237,-1.7913333050099998
ACH-000238,-1.8333830770400004
ACH-000243,-1.3981984120500002
ACH-000244,-1.84601906042
ACH-000246,-1.7280568926099997
ACH-000248,-1.4164016229299998
ACH-000250,-1.4627006715200002
ACH-000251,-1.60373136789
ACH-000253,-1.9479854260299998
ACH-000255,-1.4714080685
ACH-000256,-1.9887290075
ACH-000257,-1.83235247784
ACH-000258,-1.8818842749200002
ACH-000259,-1.9743714651599997
ACH-000260,-1.7599158297
ACH-000261,-2.00316675323
ACH-000262,-1.62725035815
ACH-000263,-1.9685953398700002
ACH-000264,-1.7750508554400002
ACH-000265,-1.66840092569
ACH-000266,-1.6493049886200002
ACH-000272,-1.89860593979
ACH-000273,-1.79947865314
ACH-000274,-2.0316375704599996
ACH-000277,-2.1231529638
ACH-000278,-1.4730717354299998
ACH-000279,-1.76271596528
ACH-000280,-1.83843598967
ACH-000281,-1.3063727519
ACH-000288,-1.5963738723299998
ACH-000291,-1.91524284311
ACH-000293,-2.19314166565
ACH-000294,-1.3662938822
ACH-000295,-1.88695342697
ACH-000296,-1.58361110516
ACH-000302,-2.23429106694
ACH-000304,-2.22546907947
ACH-000307,-1.46117195136
ACH-000308,-2.05354859828
ACH-000310,-1.6418981332499998
ACH-000311,-1.8095783154299998
ACH-000312,-1.4956417284
ACH-000315,-1.56921594718
ACH-000316,-1.4325889113299999
ACH-000317,-1.65046163653
ACH-000318,-1.8434875837400002
ACH-000319,-1.4089902331400002
ACH-000320,-1.5012553466799998
ACH-000322,-1.9926869427200002
ACH-000323,-1.8145513912
ACH-000324,-1.6995871011500001
ACH-000329,-2.05882651546
ACH-000330,-1.5638223234900002
ACH-000331,-1.47678855324
ACH-000332,-1.5611551465600002
ACH-000334,-2.62031452603
ACH-000335,-1.6855605075
ACH-000336,-1.9318289079
ACH-000337,-1.5570639024000001
ACH-000339,-1.7215243298099998
ACH-000341,-1.66642002692
ACH-000348,-2.14993961053
ACH-000350,-1.8972411360099999
ACH-000352,-1.9940293632700001
ACH-000356,-1.8345207089200002
ACH-000361,-1.7795852068900002
ACH-000362,-1.9715117708599998
ACH-000363,-1.8840448867500001
ACH-000364,-1.6958577404700002
ACH-000365,-1.7827243026400004
ACH-000366,-1.82939189909
ACH-000368,-1.64641721566
ACH-000374,-1.6807865701700002
ACH-000375,-1.7860028074599998
ACH-000376,-1.52962519824
ACH-000381,-1.9274288420200003
ACH-000383,-1.7982578573599997
ACH-000387,-1.70999499977
ACH-000389,-1.7354790763900003
ACH-000390,-1.7177431027399999
ACH-000393,-2.0179450407700004
ACH-000395,-2.06927087012
ACH-000397,-2.00144345224
ACH-000401,-2.16402316066
ACH-000402,-2.0961860955700002
ACH-000403,-1.95717594097
ACH-000404,-1.41350507361
ACH-000406,-1.6909704355000001
ACH-000407,-1.7405558861200001
ACH-000408,-1.5121129706299998
ACH-000410,-1.80310814588
ACH-000411,-1.65533583525
ACH-000414,-1.95091380928
ACH-000415,-1.5428395495899998
ACH-000416,-1.8004932636400002
ACH-000420,-1.60423982104
ACH-000421,-1.58550945232
ACH-000424,-1.9771086792299999
ACH-000425,-1.5853943934
ACH-000426,-1.8469090833900002
ACH-000427,-1.80203240449
ACH-000433,-1.8730944597699999
ACH-000436,-1.8547730380400003
ACH-000444,-1.83882478058
ACH-000445,-1.55438574399
ACH-000448,-1.87440111227
ACH-000450,-2.0315529792400002
ACH-000452,-1.52564776794
ACH-000454,-1.2405070736
ACH-000458,-1.5567692059
ACH-000459,-2.7543465128799998
ACH-000460,-1.68354892799
ACH-000461,-1.77991122943
ACH-000463,-1.68195557591
ACH-000464,-1.9150779154
ACH-000466,-1.83992107176
ACH-000467,-1.84135570867
ACH-000468,-1.79340711645
ACH-000469,-1.8660953855000002
ACH-000470,-1.93536012526
ACH-000471,-1.7924132184200001
ACH-000472,-1.9306154772
ACH-000473,-1.4509670706
ACH-000475,-1.9844467901400002
ACH-000476,-1.7808752298400004
ACH-000477,-2.36575054885
ACH-000480,-1.5800479878799998
ACH-000481,-1.98201891146
ACH-000483,-1.63821404489
ACH-000484,-1.7837434381400001
ACH-000485,-1.8152107061700002
ACH-000486,-1.54376183744
ACH-000487,-2.0624698333200002
ACH-000488,-1.8617821457700001
ACH-000490,-1.8188282907099997
ACH-000491,-2.12715335064
ACH-000495,-1.38262778322
ACH-000496,-1.5900650823
ACH-000499,-1.66540841825
ACH-000500,-1.97107209488
ACH-000502,-1.66359598117
ACH-000503,-1.3189375497600002
ACH-000505,-1.6672719951800001
ACH-000507,-1.8000373045700002
ACH-000510,-1.63048899847
ACH-000511,-1.59038809141
ACH-000512,-1.54540323051
ACH-000516,-1.9599214468700001
ACH-000517,-1.9322246413
ACH-000518,-1.41608801264
ACH-000520,-1.8764744706
ACH-000521,-1.7854943263
ACH-000522,-1.8292874905
ACH-000524,-2.0264944167900003
ACH-000527,-1.53882372352
ACH-000528,-1.64449826407
ACH-000537,-1.81578408246
ACH-000541,-2.05233772754
ACH-000542,-1.62557914965
ACH-000544,-1.44022314775
ACH-000545,-1.60906678193
ACH-000547,-1.41349135836
ACH-000548,-1.66893682565
ACH-000549,-1.57724857936
ACH-000550,-1.4664598768200001
ACH-000552,-1.6447924687
ACH-000556,-1.27136205302
ACH-000557,-2.24267292032
ACH-000570,-1.78131246747
ACH-000571,-2.60775803768
ACH-000573,-1.8324176568900001
ACH-000576,-1.6894869829899999
ACH-000580,-1.85218337211
ACH-000584,-1.89637870656
ACH-000585,-1.3460392125100002
ACH-000588,-1.52271395019
ACH-000589,-1.6277875844799998
ACH-000591,-1.61467781033
ACH-000593,-1.77251412249
ACH-000600,-1.8899511166
ACH-000601,-1.8452160079299997
ACH-000604,-2.3726410909999998
ACH-000605,-1.7979193978799999
ACH-000606,-1.3892856242700002
ACH-000608,-2.26359065469
ACH-000614,-1.9398927085900002
ACH-000616,-1.48606750805
ACH-000618,-1.4363702173800001
ACH-000619,-1.22169497369
ACH-000620,-1.72820562806
ACH-000621,-1.90430062293
ACH-000622,-1.3469671002599999
ACH-000623,-1.56804585746
ACH-000624,-1.7649735947799998
ACH-000627,-1.3189545302799999
ACH-000630,-1.66542047963
ACH-000632,-1.88471511824
ACH-000633,-2.05890268122
ACH-000637,-1.4503607208000002
ACH-000638,-1.52367858944
ACH-000646,-2.7320438062
ACH-000647,-1.593653379
ACH-000648,-1.8975758551400004
ACH-000649,-1.72297314988
ACH-000651,-1.7459911309
ACH-000652,-1.58864612405
ACH-000653,-1.8709571647599998
ACH-000657,-1.9736410258200001
ACH-000658,-1.9381079123900002
ACH-000661,-2.41380755472
ACH-000662,-2.49157659219
ACH-000663,-1.57936231507
ACH-000665,-1.6293752113
ACH-000671,-2.03521479708
ACH-000673,-1.64861980826
ACH-000676,-1.62439866632
ACH-000677,-1.5895379119
ACH-000681,-1.63052210669
ACH-000682,-1.6613404169
ACH-000683,-1.71524673192
ACH-000684,-1.6166169200999998
ACH-000688,-2.47365114877
ACH-000693,-1.73511253051
ACH-000694,-1.57312508331
ACH-000695,-1.47399012891
ACH-000696,-1.64046345715
ACH-000697,-1.7664714226499998
ACH-000699,-1.96830266743
ACH-000701,-1.6633039516600001
ACH-000706,-1.73736560528
ACH-000711,-1.7794365171000002
ACH-000713,-1.6185227424000002
ACH-000714,-1.8513673130900001
ACH-000718,-1.7980191326900001
ACH-000720,-1.6263473674000002
ACH-000721,-1.7760276209599999
ACH-000724,-2.18460734207
ACH-000725,-2.3085636204199997
ACH-000732,-1.4277584252899997
ACH-000734,-1.8228454604700002
ACH-000735,-1.50654740575
ACH-000736,-2.03610098123
ACH-000738,-1.91468182879
ACH-000746,-1.4371238565399997
ACH-000747,-1.59740241924
ACH-000748,-1.57327405255
ACH-000753,-1.6374015687
ACH-000756,-1.9560987582
ACH-000757,-1.62059067692
ACH-000758,-1.5922604077200002
ACH-000760,-1.5463486284999999
ACH-000763,-1.8720134665500001
ACH-000764,-1.56943239044
ACH-000765,-1.56170310581
ACH-000766,-1.8438574927900002
ACH-000767,-2.01041230881
ACH-000768,-1.4087451479700002
ACH-000769,-1.5135384459999999
ACH-000770,-1.81060003822
ACH-000771,-1.49895862877
ACH-000773,-1.5966911235899999
ACH-000776,-1.99712114572
ACH-000777,-1.83783559993
ACH-000778,-1.85385614632
ACH-000781,-1.64826092785
ACH-000782,-1.6724019485100001
ACH-000783,-2.20609388934
ACH-000784,-1.6386787566799998
ACH-000785,-2.0672007947299997
ACH-000787,-1.5185411128600002
ACH-000788,-1.7708563285499999
ACH-000791,-1.41641809849
ACH-000792,-1.71068832509
ACH-000794,-1.5930326019799999
ACH-000796,-1.88419120896
ACH-000799,-1.6848712578799998
ACH-000800,-2.0307547233400003
ACH-000802,-1.74870805876
ACH-000804,-1.64706598164
ACH-000805,-1.6720669761700002
ACH-000809,-1.64300213859
ACH-000810,-1.6820616568900002
ACH-000811,-1.9522711200999998
ACH-000817,-1.85795546323
ACH-000819,-1.65493457092
ACH-000820,-1.5301882344600002
ACH-000821,-1.71126459188
ACH-000822,-2.4183262107599997
ACH-000823,-1.6280353215
ACH-000824,-1.9818189838599998
ACH-000827,-1.64132561842
ACH-000829,-1.87056035462
ACH-000831,-1.7534344236000001
ACH-000832,-1.33378032419
ACH-000833,-2.21067665569
ACH-000834,-1.88163893975
ACH-000835,-1.6178108913299998
ACH-000836,-1.5698603738699999
ACH-000837,-1.58022207137
ACH-000838,-2.12040611586
ACH-000839,-1.50307690931
ACH-000840,-1.5175159187600002
ACH-000841,-1.51546509166
ACH-000843,-1.6799254971200002
ACH-000846,-1.7472774795900001
ACH-000847,-1.48280935839
ACH-000848,-1.4526378185
ACH-000849,-1.7776768995299999
ACH-000851,-1.7268878532799998
ACH-000855,-1.2330668672799998
ACH-000856,-1.8319429420700002
ACH-000858,-1.8040431676099997
ACH-000859,-1.26721883325
ACH-000861,-1.8061858519
ACH-000862,-1.5769020764200001
ACH-000865,-1.66956325735
ACH-000866,-1.7857869113999998
ACH-000867,-1.80830603112
ACH-000869,-1.9564625845099997
ACH-000872,-1.5386978294799998
ACH-000873,-1.5933908508599999
ACH-000876,-2.42676388632
ACH-000878,-1.38145057823
ACH-000880,-2.01704953845
ACH-000881,-1.8086465851
ACH-000882,-1.9182953050599998
ACH-000884,-1.49387167323
ACH-000885,-1.9004224389900002
ACH-000887,-1.73322545306
ACH-000888,-1.77242642896
ACH-000889,-1.6260642525600002
ACH-000890,-1.56707148188
ACH-000896,-1.66533773831
ACH-000898,-1.9011909102400002
ACH-000900,-1.7544763820400002
ACH-000901,-1.91765483854
ACH-000905,-1.4393430865799999
ACH-000906,-1.67407647201
ACH-000907,-1.67320776542
ACH-000910,-1.9459796667700002
ACH-000911,-1.83164992901
ACH-000912,-1.6570230684399998
ACH-000913,-1.69848127463
ACH-000915,-1.89991368495
ACH-000916,-2.015683592
ACH-000917,-1.8889554067900003
ACH-000921,-1.7019485275
ACH-000924,-1.7533598397099999
ACH-000926,-1.6672711329799998
ACH-000928,-1.91778923774
ACH-000929,-1.49714571887
ACH-000932,-1.8881464075499999
ACH-000935,-1.5981586867299997
ACH-000936,-1.56282156699
ACH-000937,-2.41114260721
ACH-000938,-1.93248402313
ACH-000939,-1.69609839538
ACH-000941,-1.74232262345
ACH-000943,-1.75160974093
ACH-000946,-1.83513867036
ACH-000947,-1.8391475889700002
ACH-000948,-1.4849708678
ACH-000950,-1.30099789525
ACH-000953,-2.07258316152
ACH-000957,-1.81365861663
ACH-000958,-1.51455742208
ACH-000960,-2.34237432242
ACH-000963,-2.44203826001
ACH-000968,-1.67101754421
ACH-000969,-1.50880047847
ACH-000973,-1.75563470116
ACH-000974,-1.79162843101
ACH-000975,-1.4803730312099999
ACH-000976,-1.93036917881
ACH-000978,-1.31634815631
ACH-000980,-1.8130204498500002
ACH-000984,-1.32870018875
ACH-000986,-1.59760563611
ACH-000988,-1.52537827146
ACH-000993,-1.8687676965
ACH-000994,-1.97382154118
ACH-000996,-1.7435657782900003
ACH-001001,-1.9171492698599997
ACH-001020,-1.94484447317
ACH-001028,-1.9858749176900001
ACH-001031,-1.63574624005
ACH-001038,-2.12408801936
ACH-001048,-1.7417236281900002
ACH-001050,-1.51481753184
ACH-001053,-1.5179009383000002
ACH-001054,-1.6891688495100001
ACH-001061,-1.3531144446099999
ACH-001067,-2.0802368055200002
ACH-001075,-1.61101864634
ACH-001096,-1.69447509264
ACH-001128,-1.7751696242700001
ACH-001134,-1.9001364951700002
ACH-001151,-1.8509412710799997
ACH-001163,-1.8317876073700001
ACH-001164,-1.5549940994100002
ACH-001173,-1.8550824583099996
ACH-001183,-1.4644768288799999
ACH-001184,-1.80288546788
ACH-001190,-1.7046110224000002
ACH-001192,-1.7636882160799998
ACH-001193,-1.83123305319
ACH-001196,-1.65145353432
ACH-001197,-1.8264785684
ACH-001205,-1.74109509848
ACH-001211,-1.7803350372
ACH-001212,-1.7206363171
ACH-001228,-1.67258021593
ACH-001232,-1.6026851200499999
ACH-001239,-1.8887530924200002
ACH-001274,-1.86646493255
ACH-001275,-1.73036542817
ACH-001277,-1.39433877368
ACH-001278,-1.8663648260599999
ACH-001280,-2.14555536184
ACH-001283,-1.7054185584200001
ACH-001289,-1.85877358638
ACH-001295,-1.98146062018
ACH-001300,-2.0824786101400004
ACH-001301,-1.7529467573500002
ACH-001302,-1.8570326402000001
ACH-001303,-1.9551623317200002
ACH-001306,-1.52017278464
ACH-001318,-1.60675260364
ACH-001322,-1.9576531839700002
ACH-001328,-1.8328164818000001
ACH-001332,-1.33878191627
ACH-001333,-1.89201732719
ACH-001336,-1.66890017341
ACH-001340,-1.7843331426
ACH-001346,-1.5281980575
ACH-001353,-1.72789017898
ACH-001354,-1.67165372357
ACH-001367,-1.6961856853100001
ACH-001368,-1.76824872181
ACH-001374,-1.6194347767299997
ACH-001375,-1.5417839098
ACH-001377,-1.8826019798599998
ACH-001380,-1.79175924344
ACH-001391,-1.90976267006
ACH-001407,-1.58822244565
ACH-001408,-1.55765043215
ACH-001413,-1.93572618898
ACH-001430,-2.18191845956
ACH-001431,-1.87739759145
ACH-001450,-1.69242727552
ACH-001496,-1.70053569065
ACH-001500,-1.71206201967
ACH-001521,-1.5669205592500002
ACH-001523,-1.3147011660899999
ACH-001532,-1.9397951725599998
ACH-001536,-2.21265224229
ACH-001550,-1.47276942019
ACH-001552,-1.4715286327200001
ACH-001554,-1.9327510770299998
ACH-001645,-1.95761761613
ACH-001654,-1.82131619387
ACH-001715,-1.71085634049
ACH-001735,-2.0061017487
ACH-001736,-2.1680870675999997
ACH-001737,-1.56517082259
ACH-001740,-1.9356747011000002
ACH-001745,-2.05341809549
ACH-001750,-1.7611187154900003
ACH-001765,-1.86295485607
ACH-001956,-1.7426023312599999
ACH-001957,-1.6384521348199999
