,USE1 (55850)
ACH-000389,-0.340592416708
ACH-000390,-0.54425438733
ACH-000393,-0.667224724015
ACH-000395,-0.844763344832
ACH-000397,-0.13029516215999998
ACH-000401,-0.476031207072
ACH-000402,-0.410910138138
ACH-000403,-0.442839040771
ACH-000404,-0.11792029864
ACH-000406,-0.225549345583
ACH-000407,-0.44072916320200006
ACH-000408,-0.274165195004
ACH-000410,-0.6742076487800001
ACH-000411,-0.599256009632
ACH-000414,-1.01152177494
ACH-000415,-0.622703965468
ACH-000416,-0.235466191367
ACH-000420,-0.466398620867
ACH-000421,-0.5590934697869999
ACH-000424,-0.31291587975900004
ACH-000425,-0.237020825513
ACH-000426,-0.6922371458519999
ACH-000427,-0.185717463504
ACH-000433,-0.30350857486
ACH-000436,-0.319256051246
ACH-000444,-0.555228861127
ACH-000445,-0.42066271726599996
ACH-000448,-0.42010166688600004
ACH-000450,-0.146328728239
ACH-000452,-0.70546774669
ACH-000454,-0.788607525934
ACH-000458,-0.359497390001
ACH-000459,-0.255921143116
ACH-000460,-0.19677735167500002
ACH-000461,-0.584973120767
ACH-000463,-0.30538980692400003
ACH-000464,-0.9423311852700001
ACH-000466,-0.470774529785
ACH-000467,-0.527558465498
ACH-000468,-0.532226146707
ACH-000469,-0.428649752284
ACH-000470,-0.36046708527099997
ACH-000471,-0.612587030331
ACH-000472,-0.639863449067
ACH-000473,-0.698532511902
ACH-000475,-0.508588899849
ACH-000476,-0.19871750000100002
ACH-000477,-0.478085491328
ACH-000480,-0.401667408046
ACH-000481,-0.7114007461249999
ACH-000483,-0.358808438833
ACH-000484,-0.318297416968
ACH-000485,-0.44553317972499995
ACH-000486,-0.428373454881
ACH-000487,-0.38747253422399996
ACH-000488,-0.405509203347
ACH-000490,-0.495437012665
ACH-000491,-0.41473710820500004
ACH-000495,-0.36027559127400005
ACH-000496,-0.153407241008
ACH-000499,-0.666222961652
ACH-000500,-0.376448767286
ACH-000502,-0.230885681902
ACH-000503,-0.563312620603
ACH-000505,-0.409716408856
ACH-000507,-0.35019971726
ACH-000510,-0.371278358609
ACH-000511,-0.341894129817
ACH-000512,0.0310566739092
ACH-000516,-0.666298694766
ACH-000517,-0.25262384955
ACH-000518,-0.8289667693330001
ACH-000520,-0.672474454745
ACH-000521,-0.209537681446
ACH-000522,-0.9972367507269999
ACH-000524,-0.503495617358
ACH-000527,-0.556878040417
ACH-000528,-0.698495807055
ACH-000537,-0.542537790451
ACH-000541,-0.226059147059
ACH-000542,-0.475661204517
ACH-000544,-0.5027760466960001
ACH-000545,-0.317483342839
ACH-000547,-0.670828602596
ACH-000548,-0.7372304258750001
ACH-000549,-0.749154057518
ACH-000550,-0.264956822338
ACH-000552,-0.746721749973
ACH-000556,-0.506407133561
ACH-000557,-0.307480619105
ACH-000570,-0.544804451931
ACH-000571,-0.6913422900409999
ACH-000573,-0.157220524247
ACH-000576,-0.390116557144
ACH-000580,-0.290554303454
ACH-000584,-0.31657487646
ACH-000585,-0.490656439173
ACH-000588,-0.359723395942
ACH-000589,-0.17408970454
ACH-000591,-0.626518589478
ACH-000593,-0.385289211631
ACH-000600,-0.508073950816
ACH-000601,-0.23890656843000002
ACH-000604,-0.309594725819
ACH-000605,-0.5827973828190001
ACH-000606,-0.682925283673
ACH-000608,-0.427766602458
ACH-000614,-0.129059371834
ACH-000616,-0.7811909095659999
ACH-000618,-0.38406231130999996
ACH-000619,-0.5011803608340001
ACH-000620,-0.58789925611
ACH-000621,-0.38590998715400004
ACH-000622,-0.254737504075
ACH-000623,-0.297628312949
ACH-000624,-0.651594488842
ACH-000627,-0.67365570749
ACH-000630,-0.811990722792
ACH-000632,-0.0953623524741
ACH-000633,-0.20947488217500002
ACH-000637,-0.6375323205969999
ACH-000638,-0.507673738708
ACH-000646,-0.695014790829
ACH-000647,-0.419499041747
ACH-000648,-0.342558157429
ACH-000649,-0.314388509674
ACH-000651,-0.32701669094999997
ACH-000652,-0.526889967685
ACH-000653,-0.35670546302
ACH-000657,-0.512067680508
ACH-000658,-0.515807169321
ACH-000661,-0.426447574323
ACH-000662,-0.89791813342
ACH-000663,-0.5346756609960001
ACH-000665,-0.624064747434
ACH-000671,-0.368032859014
ACH-000673,-0.401622926369
ACH-000676,-0.13052856723099998
ACH-000677,-0.889162507942
ACH-000681,-0.511074085488
ACH-000682,-0.5916654144219999
ACH-000683,-0.425495948639
ACH-000684,-0.174351504166
ACH-000688,-0.452894456835
ACH-000693,-0.290526662812
ACH-000694,-0.407587541925
ACH-000695,-0.37883875388899996
ACH-000696,-0.6692802889
ACH-000697,-0.531889552056
ACH-000699,-0.49447339224500003
ACH-000701,-0.44586497798
ACH-000706,-0.42165740798900003
ACH-000711,-0.676164554288
ACH-000713,-0.398631721271
ACH-000714,-0.193059664166
ACH-000718,-0.151689495396
ACH-000720,-0.819643726565
ACH-000721,-0.331562614711
ACH-000724,-0.686567728505
ACH-000725,-0.506969117116
ACH-000732,-0.489436066874
ACH-000734,-0.52560323056
ACH-000735,-0.6618543016489999
ACH-000736,-0.24044133044100002
ACH-000738,-0.15486145077299998
ACH-000746,-0.43716141298
ACH-000747,-0.722578657914
ACH-000748,-0.483522949296
ACH-000753,-0.64803055285
ACH-000756,-0.70547682084
ACH-000757,-0.32358347129299997
ACH-000758,-0.320126855514
ACH-000760,-0.178301728705
ACH-000763,-0.627852989331
ACH-000764,-0.341779444165
ACH-000765,-0.0564082074278
ACH-000766,-0.198561125204
ACH-000767,-0.249516599687
ACH-000768,-0.769414073283
ACH-000769,-0.658237522821
ACH-000770,-0.425299737912
ACH-000771,-0.538862475969
ACH-000773,-0.586121291881
ACH-000776,-0.41471795024999997
ACH-000777,-0.39195403966200004
ACH-000778,-0.486523702865
ACH-000781,-0.248590540625
ACH-000782,-0.188225322447
ACH-000783,-0.257437854296
ACH-000784,-0.568633407464
ACH-000785,-0.599531517021
ACH-000787,-0.509543687834
ACH-000788,-0.142390059334
ACH-000791,-0.440728178591
ACH-000792,-0.983713919365
ACH-000794,-0.697421464521
ACH-000796,-0.41032467976899994
ACH-000799,-0.5427843790910001
ACH-000800,-0.31707629962
ACH-000802,-0.757032642797
ACH-000804,-0.5114926354630001
ACH-000805,-0.132554318949
ACH-000809,-0.217277674746
ACH-000810,-0.20420413503600002
ACH-000811,-0.501515031872
ACH-000817,-0.5540195690349999
ACH-000819,-0.8268014582100001
ACH-000820,-0.314916381204
ACH-000821,-0.850996057764
ACH-000822,-0.36900671701300003
ACH-000823,-0.38969213309399997
ACH-000824,-0.387422311902
ACH-000827,-0.601322556694
ACH-000829,-0.630340025374
ACH-000831,-0.719707870211
ACH-000832,-0.690203317687
ACH-000833,-0.647229662501
ACH-000834,-0.568173686179
ACH-000835,-0.214117570011
ACH-000836,-0.634839179385
ACH-000837,-0.44091743335100003
ACH-000838,-0.688546085637
ACH-000839,-0.284504699606
ACH-000840,-1.07586802706
ACH-000841,-0.71134347898
ACH-000843,-0.35385079478
ACH-000846,-0.566963603602
ACH-000847,-0.9869729683849999
ACH-000848,-0.527342197339
ACH-000849,-0.918860728808
ACH-000851,-0.41852395897699995
ACH-000855,-0.160534385178
ACH-000856,-0.535580009236
ACH-000858,-0.661748315541
ACH-000859,-0.595339097656
ACH-000861,-0.883491666883
ACH-000862,-0.353057122655
ACH-000865,-0.31997539019
ACH-000866,-0.43372419063600004
ACH-000867,-0.411673036925
ACH-000869,-0.311575718558
ACH-000872,-0.370508962488
ACH-000873,-0.686140091683
ACH-000876,-0.47591321632100003
ACH-000878,-0.682098642052
ACH-000880,-0.531027220572
ACH-000881,-0.54246664952
ACH-000882,-0.503411258199
ACH-000884,-0.179950906712
ACH-000885,-0.5627328659790001
ACH-000887,-0.472011800508
ACH-000888,-0.411455647368
ACH-000889,-0.499590989286
ACH-000890,-0.5331299582869999
ACH-000896,-0.901250523327
ACH-000898,-0.882226637174
ACH-000900,-0.30623400959
ACH-000901,-0.5099545875399999
ACH-000905,-0.32678586619100003
ACH-000906,-0.30448006943100003
ACH-000907,-0.18187278728
ACH-000910,-0.180290069469
ACH-000911,-0.42192241399400005
ACH-000912,-0.35817085845700003
ACH-000913,-0.643460258825
ACH-000915,-0.44618976164499996
ACH-000916,-1.23810209931
ACH-000917,-0.488889901105
ACH-000921,-0.340008279324
ACH-000924,-0.125721950837
ACH-000926,-0.411158656772
ACH-000928,-0.416914708486
ACH-000929,-0.258560073646
ACH-000932,-0.447228119867
ACH-000935,-0.226022038482
ACH-000936,-0.307615906396
ACH-000937,-0.293647231901
ACH-000938,-0.446158516678
ACH-000939,-0.283933504904
ACH-000941,-0.556483179069
ACH-000943,-0.593001500142
ACH-000946,-0.576652252035
ACH-000947,-0.39916811885799997
ACH-000948,-0.443679966941
ACH-000950,-0.629387266817
ACH-000953,-0.082091690269
ACH-000957,-0.266123264549
ACH-000958,-0.646504896832
ACH-000960,-0.37965229994499994
ACH-000963,-0.467410290349
ACH-000968,-0.333558951337
ACH-000969,-0.629319532382
ACH-000973,-0.15004153082
ACH-000974,-0.40055620926299995
ACH-000975,-0.527434934349
ACH-000976,-0.330601489616
ACH-000978,0.030984847980400004
ACH-000980,-0.18027725173599998
ACH-000984,-0.34067635119
ACH-000986,-0.44802228798199994
ACH-000988,-0.528307770304
ACH-000993,-0.229054375517
ACH-000994,-0.641906917723
ACH-000996,-0.144210780162
ACH-001001,-0.168649809397
ACH-001020,-0.6350627002229999
ACH-001028,-0.37022508382299996
ACH-001031,-0.41444886759300004
ACH-001038,-0.44694443710799997
ACH-001048,-0.512885279868
ACH-001050,-0.7112152574770001
ACH-001053,-0.717175731883
ACH-001054,-0.17756896997299998
ACH-001061,-0.574536833021
ACH-001067,-0.406607198876
ACH-001075,-0.55953314215
ACH-001096,-0.728986853591
ACH-001128,-0.598576006656
ACH-001134,-0.396284348425
ACH-001151,-0.867458881119
ACH-001163,-0.08974810194539999
ACH-001164,-0.758491621237
ACH-001173,-0.242851779645
ACH-001183,-0.42265628737899996
ACH-001184,-0.29512075022
ACH-001190,-0.0686431000111
ACH-001192,-0.222685529208
ACH-001193,-0.35015943913
ACH-001196,-0.130913332809
ACH-001197,-0.6160984777849999
ACH-001205,-0.318371400376
ACH-001211,-0.284945959843
ACH-001212,-0.40359683280599995
ACH-001228,-0.45163911499799997
ACH-001232,-0.40984650821999996
ACH-001239,-0.236986351112
ACH-001274,-0.45352374416599994
ACH-001275,-0.100300527554
ACH-001277,-0.180001759851
ACH-001278,-0.7218059305110001
ACH-001280,0.033736153144099994
ACH-001283,-0.778457013402
ACH-001289,-0.5096469433399999
ACH-001295,-0.827603642466
ACH-001300,-0.252111532002
ACH-001301,-0.660897391369
ACH-001302,-0.990225946032
ACH-001303,-0.350430808903
ACH-001306,-0.611467654946
ACH-001318,-0.827129446358
ACH-001322,-0.399813342839
ACH-001328,-0.686731780386
ACH-001332,-0.890661815332
ACH-001333,-0.505103551138
ACH-001336,-0.162036842059
ACH-001340,-0.262621022516
ACH-001346,-0.7213482833
ACH-001353,-0.480177755573
ACH-001354,-0.32647602448
ACH-001367,-0.37924508335100005
ACH-001368,-0.48210036818199997
ACH-001374,-0.49516344554200004
ACH-001375,-0.234023467761
ACH-001377,-0.582173811768
ACH-001380,-0.400856502199
ACH-001391,-0.37850574814599997
ACH-001407,-0.783245006494
ACH-001408,-0.8593510040029999
ACH-001413,-0.41525019091399995
ACH-001430,0.027426704509299998
ACH-001431,-0.627334471249
ACH-001450,-0.274449259769
ACH-001496,-0.8645186019840001
ACH-001500,-0.366862749708
ACH-001521,-0.476108006916
ACH-001523,-0.638585152334
ACH-001532,-0.584464370999
ACH-001536,-0.5330185630259999
ACH-001550,-0.386299650366
ACH-001552,-0.625202469234
ACH-001554,-0.48073598023100006
ACH-001645,-0.296409914382
ACH-001654,-0.369611646924
ACH-001715,-0.597913557597
ACH-001735,-0.45008516942000004
ACH-001736,-0.27358055168
ACH-001737,-0.432982895789
ACH-001740,-0.362298347562
ACH-001745,-0.21178130096900002
ACH-001750,-0.544051472315
ACH-001765,-0.468800243117
ACH-001956,-0.465966882604
ACH-001957,-0.351621909259
