,UBE2T (29089)
ACH-001645,-0.407609392441
ACH-001654,-0.49590874860100004
ACH-001715,-0.378578557346
ACH-001735,-0.719542804648
ACH-001736,-0.953587205887
ACH-001737,-0.376432786494
ACH-001740,-0.670462843959
ACH-001745,-0.668701604603
ACH-001750,-0.21148842499899997
ACH-001765,-0.8368845135709999
ACH-001956,-0.603174106459
ACH-001957,-0.479953227351
