,C1QBP (708)
ACH-000337,-0.302255778185
ACH-000339,-0.5793609822300001
ACH-000341,-0.436799532306
ACH-000348,-0.44252092625100004
ACH-000350,-0.670716894582
ACH-000352,-0.661583036223
ACH-000356,-0.6814912213809999
ACH-000361,-0.557570148452
ACH-000362,-0.343331394955
ACH-000363,-0.5424264955070001
ACH-000364,-1.10144421715
ACH-000365,-0.548922100994
ACH-000366,-0.286558222468
ACH-000368,-0.410641422291
ACH-000374,-0.801714634558
ACH-000375,-0.330531839756
ACH-000376,-0.8663922089
ACH-000381,-0.756019704116
ACH-000383,-0.427835740568
ACH-000387,-0.403272316369
ACH-000389,-0.511555141112
ACH-000390,-0.624003509466
ACH-000393,-0.20767789879299997
ACH-000395,-0.521002517684
ACH-000397,-0.34323996505099996
ACH-000401,-0.334602646954
ACH-000402,0.06676128669840001
ACH-000403,-0.423985626392
ACH-000404,-0.610946547929
ACH-000406,-0.641846835505
ACH-000407,-0.559999495739
ACH-000408,-1.15021037029
ACH-000410,-0.40140132682400004
ACH-000411,-0.478906891964
ACH-000414,-0.349383611987
ACH-000415,-0.563967310704
ACH-000416,-0.259827536184
ACH-000420,-0.41152909848700003
ACH-000421,-0.416492048394
ACH-000424,-0.8254778667980001
ACH-000425,-0.363077914814
ACH-000426,-0.506391242359
ACH-000427,-0.747016521006
ACH-000433,-0.37090562095299995
ACH-000436,-0.545249635648
ACH-000444,-0.513259482774
ACH-000445,-0.514449594672
ACH-000448,-0.7245597401899999
ACH-000450,-0.478446341294
ACH-000452,-0.656979920307
ACH-000454,-0.8894680203120001
ACH-000458,-0.404672968622
ACH-000459,-1.33990180035
ACH-000460,-0.338545444727
ACH-000461,-1.0065677661799999
ACH-000463,-0.604556672574
ACH-000464,-0.532231690252
ACH-000466,-0.497470190754
ACH-000467,-0.664656728905
ACH-000468,-0.378515443964
ACH-000469,-0.609450179455
ACH-000470,-0.748751423264
ACH-000471,-0.332783191604
ACH-000472,-0.451990054773
ACH-000473,-0.515929167602
ACH-000475,-0.494390112797
ACH-000476,-0.7381031783140001
ACH-000477,-0.5095950214899999
ACH-000480,-0.515040077115
ACH-000481,-0.527148782577
ACH-000483,-1.00125771611
ACH-000484,-0.333381144861
ACH-000485,-0.36379334486000003
ACH-000486,-0.39712489727399997
ACH-000487,-0.971480220707
ACH-000488,-0.995982447944
ACH-000490,-0.631506978231
ACH-000491,-0.784697810582
ACH-000495,-0.383480209197
ACH-000496,-0.202848316472
ACH-000499,-0.45507868504500004
ACH-000500,-0.119751973739
ACH-000502,-0.400768276702
ACH-000503,-0.488555174508
ACH-000505,-0.34906928848800006
ACH-000507,-0.729325063773
ACH-000510,-0.478681178609
ACH-000511,-0.43057654582500005
ACH-000512,-1.07814651466
ACH-000516,-0.577793650152
ACH-000517,-0.302209273706
ACH-000518,-0.7413660498569999
ACH-000520,-0.404330738407
ACH-000521,-0.584508726484
ACH-000522,-0.573653054249
ACH-000524,-0.544410327051
ACH-000527,-0.6915251045790001
ACH-000528,-0.7471482854709999
ACH-000537,-0.594477340715
ACH-000541,-0.965034592361
ACH-000542,-0.46276410480700003
ACH-000544,-0.585723430601
ACH-000545,-0.697520309751
ACH-000547,-0.757771436426
ACH-000548,-0.277704198837
ACH-000549,-0.536467590548
ACH-000550,-0.358643609079
ACH-000552,-0.7453738969660001
ACH-000556,-0.379938717617
ACH-000557,-0.352881730242
ACH-000570,-0.725615174673
ACH-000571,-0.5126232370970001
ACH-000573,-0.6048684161869999
ACH-000576,-0.40596028632799996
ACH-000580,-0.567679960022
ACH-000584,-0.860254205149
ACH-000585,-0.374108466942
ACH-000588,-0.766606188007
ACH-000589,-0.664654879531
ACH-000591,-0.555083379518
ACH-000593,-0.601134083522
ACH-000600,-0.77924323067
ACH-000601,-0.646795847987
ACH-000604,-0.7436279559729999
ACH-000605,-0.682451831619
ACH-000606,-0.7160961325249999
ACH-000608,-0.24381998764899998
ACH-000614,-0.617709804044
ACH-000616,-0.32577757768599996
ACH-000618,-0.801300483576
ACH-000619,-0.6049404186339999
ACH-000620,-0.505554648944
ACH-000621,-0.574137267035
ACH-000622,-0.630434965173
ACH-000623,-0.332154791994
ACH-000624,-0.37101676592699995
ACH-000627,-0.45141340550399994
ACH-000630,-0.553810387092
ACH-000632,-0.494068542752
ACH-000633,-1.4024234958300001
ACH-000637,-0.60618436747
ACH-000638,-0.47759126069700003
ACH-000646,-0.69314998382
ACH-000647,-0.70860714462
ACH-000648,-0.760875656972
ACH-000649,-0.267020821741
ACH-000651,-0.619048469171
ACH-000652,-0.37078538318899995
ACH-000653,-0.7215134227850001
ACH-000657,-0.528641064731
ACH-000658,-0.6187343539010001
ACH-000661,-0.568123183098
ACH-000662,-0.668126020713
ACH-000663,-0.291464257281
ACH-000665,-0.319315549322
ACH-000671,-0.779110032168
ACH-000673,-0.41880299024499995
ACH-000676,-0.71105252247
ACH-000677,-0.734817174286
ACH-000681,-0.456103054969
ACH-000682,-0.62407411778
ACH-000683,-0.494635573213
ACH-000684,-0.683434339851
ACH-000688,-0.535135143504
ACH-000693,-0.63168788318
ACH-000694,-1.01989496527
ACH-000695,-0.5573623812340001
ACH-000696,-0.661210080128
ACH-000697,-0.8594476599259999
ACH-000699,-0.695562784209
ACH-000701,-0.877599269375
ACH-000706,-0.505973407563
ACH-000711,-0.583525773985
ACH-000713,-0.554026683232
ACH-000714,-0.481652358745
ACH-000718,-0.5940212097450001
ACH-000720,-0.734268693072
ACH-000721,-0.712907551313
ACH-000724,-0.721787327576
ACH-000725,-0.586690070019
ACH-000732,-0.7003247894169999
ACH-000734,-0.527953874448
ACH-000735,-0.415235494658
ACH-000736,-0.42224805580499997
ACH-000738,-0.7537872690109999
ACH-000746,-0.826790809842
ACH-000747,-0.9323110059559999
ACH-000748,-0.353338152354
ACH-000753,-0.7316228028380001
ACH-000756,-0.447571047716
ACH-000757,-0.8882775478839999
ACH-000758,-0.819223428381
ACH-000760,-0.667479367495
ACH-000763,-0.663114834085
ACH-000764,-0.552574832308
ACH-000765,-0.479594751125
ACH-000766,-0.258286726481
ACH-000767,-0.543680544928
ACH-000768,-0.547466949015
ACH-000769,-0.536694452657
ACH-000770,-0.374142302481
ACH-000771,-0.815555567837
ACH-000773,-0.38824739626500004
ACH-000776,-0.610782802443
ACH-000777,-0.580532842385
ACH-000778,-0.438368690493
ACH-000781,-0.458652667877
ACH-000782,-0.520208285367
ACH-000783,-0.5382062818410001
ACH-000784,-0.764568695626
ACH-000785,-0.565016378335
ACH-000787,-0.6064691477440001
ACH-000788,-0.485926578374
ACH-000791,-0.585903931257
ACH-000792,-0.48432290078199997
ACH-000794,-0.352849855999
ACH-000796,-0.23625003592799998
ACH-000799,-0.492506307248
ACH-000800,-0.6778948966789999
ACH-000802,-0.604026564943
ACH-000804,-0.668867754603
ACH-000805,-0.596364980998
ACH-000809,-0.7613389914899998
ACH-000810,-0.30117973554
ACH-000811,-0.360037248649
ACH-000817,-0.551598526578
ACH-000819,-0.366426385975
ACH-000820,-1.03002156782
ACH-000821,-0.71804446786
ACH-000822,-0.46517584792800004
ACH-000823,-0.568655749076
ACH-000824,-0.40661304922700003
ACH-000827,-0.28770261352
ACH-000829,-0.531192424174
ACH-000831,-0.808558243275
ACH-000832,-0.6833630973289999
ACH-000833,-0.8874633311299999
ACH-000834,-0.746451385345
ACH-000835,-0.664815109391
ACH-000836,-0.0021284103423599996
ACH-000837,-0.59757098522
ACH-000838,-0.281198929424
ACH-000839,-0.561310860061
ACH-000840,-0.685872894735
ACH-000841,-0.311383866569
ACH-000843,-0.893382607314
ACH-000846,-0.566273012095
ACH-000847,-0.536069316351
ACH-000848,-0.253805500669
ACH-000849,-0.940978264685
ACH-000851,-0.40483017842200003
ACH-000855,-0.529600838392
ACH-000856,-0.5704711705250001
ACH-000858,-0.9506554185639999
ACH-000859,-0.6047485778639999
ACH-000861,-0.945871420184
ACH-000862,-0.8228908494600001
ACH-000865,-0.5987357635
ACH-000866,-0.309934260184
ACH-000867,-0.5412379551690001
ACH-000869,-0.5960739183470001
ACH-000872,-0.666011388022
ACH-000873,-0.629434986663
ACH-000876,-0.7100205911849999
ACH-000878,-0.820484643422
ACH-000880,-0.201575379797
ACH-000881,-0.545650826441
ACH-000882,-0.553580734587
ACH-000884,-0.325492949457
ACH-000885,-0.797746722637
ACH-000887,-0.546961229325
ACH-000888,-0.460884810941
ACH-000889,-0.96827110846
ACH-000890,-0.403597857702
ACH-000896,-0.434985176847
ACH-000898,-0.7078861295309999
ACH-000900,-0.650860963541
ACH-000901,-0.392185166141
ACH-000905,-0.861268268089
ACH-000906,-0.509482549097
ACH-000907,-0.6812878413160001
ACH-000910,-0.587171014067
ACH-000911,-0.7734558892739999
ACH-000912,-0.397877192729
ACH-000913,-0.66475608684
ACH-000915,-0.908817756963
ACH-000916,-0.7460554548139999
ACH-000917,-0.607497595679
ACH-000921,-0.789913492133
ACH-000924,-1.1117907109
ACH-000926,-0.24139765120700002
ACH-000928,-0.7528382380940001
ACH-000929,-0.424072418707
ACH-000932,-0.533381508685
ACH-000935,-0.737681742334
ACH-000936,-0.6424106334340001
ACH-000937,-0.215110278351
ACH-000938,-0.636355306885
ACH-000939,-0.135272409976
ACH-000941,-0.314994242394
ACH-000943,-0.961881316155
ACH-000946,-0.7026394861409999
ACH-000947,-0.8567152495929999
ACH-000948,-0.5949664710939999
ACH-000950,-0.242885653919
ACH-000953,-0.39704815566299995
ACH-000957,-0.41368635456299996
ACH-000958,-0.5708125791659999
ACH-000960,-0.62161956154
ACH-000963,-0.0814543570904
ACH-000968,-0.7186973211509999
ACH-000969,-0.9060658676019999
ACH-000973,-0.146629936278
ACH-000974,-0.420911514229
ACH-000975,-0.842133926862
ACH-000976,-0.319590236032
ACH-000978,-0.554112883404
ACH-000980,-0.5671081469129999
ACH-000984,-0.928516502833
ACH-000986,-0.35269904842200006
ACH-000988,-0.36750606409100006
ACH-000993,-0.548022551461
ACH-000994,-1.41359474622
ACH-000996,-0.718132775401
ACH-001001,-0.722534610837
ACH-001020,-0.0274731308784
ACH-001028,-0.7202164109720001
ACH-001031,-0.35254307790600004
ACH-001038,-0.7467982593279999
ACH-001048,-0.329053321925
ACH-001050,-0.374627179039
ACH-001053,-0.294092275439
ACH-001054,-0.61291325917
ACH-001061,-0.774178814977
ACH-001067,-0.7333180553049999
ACH-001075,-0.61308054827
ACH-001096,-0.61806446111
ACH-001128,0.86399718279
ACH-001134,-0.40169201306599994
ACH-001151,-0.231751194971
ACH-001163,-0.595995193376
ACH-001164,-0.586017756017
ACH-001173,-0.688835927867
ACH-001183,-0.650990510024
ACH-001184,-0.629276378241
ACH-001190,-0.612223021967
ACH-001192,-0.343636492748
ACH-001193,-0.323454713497
ACH-001196,-0.766223007999
ACH-001197,-0.793619876621
ACH-001205,-0.5790111974800001
ACH-001211,-0.059928875779300006
ACH-001212,-0.60592927848
ACH-001228,-0.344071849459
ACH-001232,-0.36370817100599995
ACH-001239,-0.668238820008
ACH-001274,-0.43170140802
ACH-001275,-0.798168329613
ACH-001277,-0.9412255170649999
ACH-001278,-0.713008358056
ACH-001280,-0.305489483344
ACH-001283,-0.48556420936800004
ACH-001289,-0.249509488954
ACH-001295,-0.378078475033
ACH-001300,-0.516354980788
ACH-001301,-0.388271348728
ACH-001302,-0.654691133987
ACH-001303,-0.35094828416999996
ACH-001306,-0.401543861523
ACH-001318,-0.854400757366
ACH-001322,-0.7392104567569999
ACH-001328,-0.991920620096
ACH-001332,-0.78282689144
ACH-001333,-0.7052014567479999
ACH-001336,-0.582180988831
ACH-001340,-0.287473722496
ACH-001346,-0.579295836291
ACH-001353,-0.32816523433899997
ACH-001354,0.107420411713
ACH-001367,-0.41282883205
ACH-001368,-0.659105534317
ACH-001374,-0.6969415767110001
ACH-001375,-0.5043745587039999
ACH-001377,-0.518731561194
ACH-001380,-0.6395552163279999
ACH-001391,-0.303369315647
ACH-001407,-0.237729743918
ACH-001408,-0.2182567064
ACH-001413,-0.538889156582
ACH-001430,-0.5433979694309999
ACH-001431,-0.232499830451
ACH-001450,-0.529271931716
ACH-001496,-0.215845316567
ACH-001500,-0.550706519557
ACH-001521,-0.44502622931999997
ACH-001523,-0.990473000634
ACH-001532,-0.632045459714
ACH-001536,-0.39532693321199996
ACH-001550,-0.38043613218
ACH-001552,-0.558046476044
ACH-001554,-0.643641013971
ACH-001645,-0.486483284411
ACH-001654,-0.331365306945
ACH-001715,-0.873952722794
ACH-001735,-0.328876407892
ACH-001736,-0.39412934821
ACH-001737,-1.25333346039
ACH-001740,-0.451501590569
ACH-001745,-0.130598428703
ACH-001750,-0.9736705267419999
ACH-001765,-0.718980807351
ACH-001956,-0.06492365206259999
ACH-001957,-0.595546039018
