,GPAT2 (150763)
ACH-001184,-0.292501394102
ACH-001190,-0.144716891037
ACH-001192,-0.44794648822899996
ACH-001193,-0.39823649767499997
ACH-001196,-0.21362177572000002
ACH-001197,-0.738811445732
ACH-001205,-0.4295704465199999
ACH-001211,-0.47499359060199997
ACH-001212,-0.642266347641
ACH-001228,-0.394270741766
ACH-001232,-0.323400098518
ACH-001239,-0.38594900410599997
ACH-001274,-0.531065793258
ACH-001275,-0.475973139224
ACH-001277,-0.32633408398
ACH-001278,-0.340079103865
ACH-001280,-0.378545644604
ACH-001283,-0.324289972847
ACH-001289,-0.33825353784900003
ACH-001295,-0.341131083033
ACH-001300,-0.5221138464399999
ACH-001301,-0.312395163558
ACH-001302,-0.6115017587899999
ACH-001303,-0.25769287190900003
ACH-001306,-0.367626931913
ACH-001318,-0.370811786622
ACH-001322,-0.572918026299
ACH-001328,-0.625323205485
ACH-001332,-0.357027802798
ACH-001333,-0.592175036557
ACH-001336,-0.687933291011
ACH-001340,-0.34944561692000004
ACH-001346,-0.518907364084
ACH-001353,-0.33907831424999996
ACH-001354,-0.371668533538
ACH-001367,-0.48739684085100005
ACH-001368,-0.352276154961
ACH-001374,-0.0619160340068
ACH-001375,-0.42357526421400005
ACH-001377,-0.508153778489
ACH-001380,-0.315336414588
ACH-001391,-0.18875773944000002
ACH-001407,-0.40484300978
ACH-001408,-0.440215207702
ACH-001413,-0.40696602198799997
ACH-001430,-0.328707792548
ACH-001431,-0.5208929534210001
ACH-001450,-0.266928423376
ACH-001496,-0.41594355732199995
ACH-001500,-0.702866769065
ACH-001521,-0.335395321781
ACH-001523,-0.345023272263
ACH-001532,-0.39469884749799994
ACH-001536,-0.364241396738
ACH-001550,-0.228129799288
ACH-001552,-0.144496667741
ACH-001554,-0.297749323992
ACH-001645,-0.47912622340000005
ACH-001654,-0.357074598375
ACH-001715,-0.335076378115
ACH-001735,-0.281676735056
ACH-001736,-0.377740153169
ACH-001737,-0.628213733886
ACH-001740,-0.36224593797700005
ACH-001745,-0.538795325156
ACH-001750,-0.337734405459
ACH-001765,-0.423930161417
ACH-001956,-0.6541260315590001
ACH-001957,-0.42712372799599996
