,SPPL2C (162540)
ACH-000490,-0.296093005545
ACH-000491,-0.501381108345
ACH-000495,-0.0077075966441999995
ACH-000496,-0.289651710634
ACH-000499,-0.468299088028
ACH-000500,-0.722875196879
ACH-000502,-0.278329976629
ACH-000503,-0.0518572427675
ACH-000505,-0.298531880425
ACH-000507,-0.268428840474
ACH-000510,-0.32628924970199996
ACH-000511,-0.304147475943
ACH-000512,-0.113681900493
ACH-000516,-0.405575246583
ACH-000517,-0.34292988671700003
ACH-000518,-0.19904783531
ACH-000520,-0.348605527194
ACH-000521,-0.40488730166000003
ACH-000522,-0.17274564711399998
ACH-000524,-0.18203853795400002
ACH-000527,-0.23806977281599997
ACH-000528,-0.17608898991900002
ACH-000537,-0.23410230087699999
ACH-000541,-0.21957139661299999
ACH-000542,-0.303246774407
ACH-000544,-0.45824104148500006
ACH-000545,-0.170238689815
ACH-000547,-0.23239603331999997
ACH-000548,-0.28275881233000005
ACH-000549,-0.336530833085
ACH-000550,-0.18769543290100002
ACH-000552,-0.14748093694599998
ACH-000556,-0.40199455511200005
ACH-000557,-0.158815727707
ACH-000570,-0.41903280208000004
ACH-000571,-0.233986275365
ACH-000573,-0.312712764082
ACH-000576,-0.0691984504522
ACH-000580,-0.380181630462
ACH-000584,-0.33975863692100006
ACH-000585,-0.152311872974
ACH-000588,-0.13394321382899999
ACH-000589,-0.162326493865
ACH-000591,-0.0223442661424
ACH-000593,-0.411253047556
ACH-000600,-0.44939238286100003
ACH-000601,-0.308531036674
ACH-000604,-0.29789242526
ACH-000605,-0.225947063279
ACH-000606,-0.35923157491499996
ACH-000608,-0.411379534211
ACH-000614,0.12415388228299999
ACH-000616,-0.0696109151865
ACH-000618,-0.327654331797
ACH-000619,-0.213103567698
ACH-000620,-0.17159262495400002
ACH-000621,-0.33408372684300003
ACH-000622,-0.33037956273
ACH-000623,-0.39716180335999995
ACH-000624,-0.34123542639
ACH-000627,-0.272387032185
ACH-000630,-0.174997212604
ACH-000632,-0.293523123692
ACH-000633,-0.323690606343
ACH-000637,-0.412492782016
ACH-000638,-0.127166691071
ACH-000646,-0.561227060981
ACH-000647,-0.365046515039
ACH-000648,-0.305603781232
ACH-000649,-0.265976077416
ACH-000651,-0.391477582734
ACH-000652,-0.07412037572420001
ACH-000653,-0.158648558576
ACH-000657,-0.34240106917499996
ACH-000658,-0.186748252853
ACH-000661,-0.29348638521299997
ACH-000662,-0.827998197228
ACH-000663,-0.398280062648
ACH-000665,-0.20717519630399997
ACH-000671,-0.124910310823
ACH-000673,-0.362329651857
ACH-000676,-0.522724370823
ACH-000677,-0.186407548359
ACH-000681,-0.289912117305
ACH-000682,-0.280491188243
ACH-000683,-0.299068621747
ACH-000684,-0.385774461569
ACH-000688,-0.34850860892200003
ACH-000693,-0.27290494537
ACH-000694,-0.229831839476
ACH-000695,-0.0611423246146
ACH-000696,-0.323692007688
ACH-000697,-0.3155090989
ACH-000699,-0.231044682802
ACH-000701,-0.109022786501
ACH-000706,-0.36253289593500004
ACH-000711,-0.2718404575
ACH-000713,-0.316478767104
ACH-000714,-0.331057357984
ACH-000718,-0.350101613237
ACH-000720,-0.292412969831
ACH-000721,-0.22322281500799998
ACH-000724,-0.319564208119
ACH-000725,-0.24716699343600002
ACH-000732,-0.44452632618199994
ACH-000734,-0.09126095466610001
ACH-000735,-0.636845931005
ACH-000736,-0.360293536479
ACH-000738,-0.314765700534
ACH-000746,-0.443281267144
ACH-000747,-0.49003264631000004
ACH-000748,-0.208739082042
ACH-000753,-0.31416600302
ACH-000756,-0.320610318918
ACH-000757,-0.36434508167499996
ACH-000758,-0.320857974451
ACH-000760,-0.24680809465
ACH-000763,-0.011505307571799999
ACH-000764,-0.274599284891
ACH-000765,-0.119640993159
ACH-000766,-0.383079859934
ACH-000767,-0.331177266676
ACH-000768,-0.34786973734399995
ACH-000769,0.10955131590600001
ACH-000770,-0.106246073341
ACH-000771,-0.20677766169
ACH-000773,-0.0979738129191
ACH-000776,-0.28248318925500004
ACH-000777,-0.210778575736
ACH-000778,-0.300331048457
ACH-000781,-0.25251827033199997
ACH-000782,-0.233195256909
ACH-000783,-0.24252717393399997
ACH-000784,-0.482639011682
ACH-000785,-0.348141525238
ACH-000787,-0.302305504887
ACH-000788,-0.26729724901999996
ACH-000791,-0.42604165439
ACH-000792,-0.0840645677338
ACH-000794,-0.33681292290299997
ACH-000796,-0.149449428204
ACH-000799,-0.09197396892689999
ACH-000800,-0.295003268704
ACH-000802,-0.384615500212
ACH-000804,-0.156383996314
ACH-000805,-0.377646951154
ACH-000809,-0.326752625023
ACH-000810,-0.09906721644639999
ACH-000811,-0.40211890999
ACH-000817,-0.0778975839388
ACH-000819,-0.305607674165
ACH-000820,-1.0098860083499999
ACH-000821,-0.359287667312
ACH-000822,-0.16872581564599998
ACH-000823,-0.410104983873
ACH-000824,-0.251754944177
ACH-000827,-0.15770267407299998
ACH-000829,-0.285034971458
ACH-000831,-0.31161696625999996
ACH-000832,-0.30866329087
ACH-000833,-0.5528648709589999
ACH-000834,-0.344324869903
ACH-000835,-0.180534628023
ACH-000836,-0.238781599445
ACH-000837,-0.373619715502
ACH-000838,-0.424853458411
ACH-000839,-0.0709891962034
ACH-000840,-0.372591824341
ACH-000841,-0.173710317319
ACH-000843,-0.36734873463699996
ACH-000846,-0.39635983402900005
ACH-000847,-0.271970342949
ACH-000848,-0.436188441355
ACH-000849,-0.365818568956
ACH-000851,-0.476456404526
ACH-000855,-0.475153201954
ACH-000856,-0.329912564192
ACH-000858,-0.393246572524
ACH-000859,-0.564322084588
ACH-000861,-0.29897731159400004
ACH-000862,-0.166408890526
ACH-000865,-0.193023500222
ACH-000866,-0.401208207059
ACH-000867,-0.203088051141
ACH-000869,-0.18711168095199998
ACH-000872,0.018079662639599998
ACH-000873,-0.193288635361
ACH-000876,-0.269139666314
ACH-000878,-0.11352347418400001
ACH-000880,-0.221539893235
ACH-000881,-0.369035278278
ACH-000882,-0.156318658663
ACH-000884,-0.337034002297
ACH-000885,-0.365894543684
ACH-000887,-0.321272711938
ACH-000888,-0.19186563257199998
ACH-000889,-0.08961510423340001
ACH-000890,-0.23068811144600002
ACH-000896,-0.23326848968299999
ACH-000898,-0.09404746303789999
ACH-000900,-0.292063649765
ACH-000901,-0.28664355313400003
ACH-000905,-0.259993209331
ACH-000906,-0.310620824611
ACH-000907,-0.494950256546
ACH-000910,-0.394221105136
ACH-000911,-0.227727424294
ACH-000912,-0.30997076967799997
ACH-000913,-0.325890691284
ACH-000915,-0.32984850684300004
ACH-000916,-0.422920333626
ACH-000917,-0.364324710806
ACH-000921,-0.17536220837900002
ACH-000924,-0.35114460264200004
ACH-000926,-0.37221853165
ACH-000928,-0.228920138486
ACH-000929,-0.209311327283
ACH-000932,-0.16255575090399998
ACH-000935,-0.24495791561299998
ACH-000936,-0.15017051987500002
ACH-000937,-0.407515986366
ACH-000938,-0.147831118774
ACH-000939,-0.48105538104699996
ACH-000941,-0.235273848906
ACH-000943,-0.248133575759
ACH-000946,-0.136594496869
ACH-000947,-0.14056615671199998
ACH-000948,-0.17992065048300002
ACH-000950,-0.0244962758206
ACH-000953,-0.23258536709000002
ACH-000957,-0.047081516685600004
ACH-000958,-0.33162169636
ACH-000960,-0.198153320739
ACH-000963,-0.202928118368
ACH-000968,-0.329886719291
ACH-000969,-0.12194091964000002
ACH-000973,-0.162006101707
ACH-000974,-0.345261750973
ACH-000975,-0.248402514274
ACH-000976,-0.29832855860999996
ACH-000978,-0.169770557577
ACH-000980,-0.282115687762
ACH-000984,-0.40024524393
ACH-000986,-0.16778047313
ACH-000988,-0.327825909483
ACH-000993,-0.173961239307
ACH-000994,-0.0939263968871
ACH-000996,-0.462743157571
ACH-001001,-0.354714003439
ACH-001020,-0.31221819044
ACH-001028,-0.304713155661
ACH-001031,-0.24371691108100002
ACH-001038,-0.328038545434
ACH-001048,-0.38634571658399997
ACH-001050,-0.323186486963
ACH-001053,-0.27799729004
ACH-001054,-0.366026131643
ACH-001061,-0.325534616426
ACH-001067,-0.213465605481
ACH-001075,-0.188461439833
ACH-001096,-0.23465150023200002
ACH-001128,-0.314888845215
ACH-001134,-0.280542816043
ACH-001151,-0.261653720112
ACH-001163,-0.446907954905
ACH-001164,-0.193565836835
ACH-001173,-0.235195131137
ACH-001183,-0.297747593109
ACH-001184,-0.273613435515
ACH-001190,-0.201958270376
ACH-001192,-0.23814540641999998
ACH-001193,-0.824309261589
ACH-001196,-0.267372578458
ACH-001197,-0.299453587623
ACH-001205,-0.211404983558
ACH-001211,-0.44784436145900003
ACH-001212,-0.511739146739
ACH-001228,-0.179782922655
ACH-001232,-0.166221515625
ACH-001239,-0.241047026685
ACH-001274,-0.144858613716
ACH-001275,-0.382408647813
ACH-001277,-0.592968268077
ACH-001278,-0.262640937333
ACH-001280,-0.221561434241
ACH-001283,-0.144605754921
ACH-001289,-0.360008533329
ACH-001295,-0.345557047959
ACH-001300,-0.35562458373499994
ACH-001301,-0.614554546345
ACH-001302,-0.48500091731899997
ACH-001303,-0.650470721784
ACH-001306,-0.16840648649
ACH-001318,-0.137410406053
ACH-001322,-0.34633797669
ACH-001328,-0.368590681445
ACH-001332,-0.479117329173
ACH-001333,-0.290952203689
ACH-001336,-0.17170333855300002
ACH-001340,-0.297525232343
ACH-001346,-0.42169319325599997
ACH-001353,-0.397830488649
ACH-001354,-0.40225854490900004
ACH-001367,-0.26451480117
ACH-001368,-0.460177590256
ACH-001374,-0.272196998574
ACH-001375,-0.136165287884
ACH-001377,-0.281972824418
ACH-001380,-0.280205655626
ACH-001391,-0.23438822703200002
ACH-001407,-0.475971564576
ACH-001408,-0.19254973510200002
ACH-001413,-0.421111459881
ACH-001430,-0.047937605301599996
ACH-001431,-0.571281219578
ACH-001450,-0.312604000052
ACH-001496,-0.322279278431
ACH-001500,-0.292654244773
ACH-001521,-0.153287756631
ACH-001523,-0.430367173052
ACH-001532,-0.174637711639
ACH-001536,-0.10144057231300001
ACH-001550,-0.33366937078000003
ACH-001552,-0.377391379084
ACH-001554,-0.306369471428
ACH-001645,-0.22844873186999998
ACH-001654,-0.29805109596
ACH-001715,-0.135524714024
ACH-001735,-0.175811280995
ACH-001736,-0.149041666986
ACH-001737,-0.396362921492
ACH-001740,-0.264103196777
ACH-001745,-0.08466871338910001
ACH-001750,-0.606760895726
ACH-001765,-0.272545966054
ACH-001956,-0.27081569838
ACH-001957,-0.344787443109
