,AATK (9625)
ACH-000253,-0.270276913437
ACH-000255,-0.46569370502400004
ACH-000256,-0.339393746139
ACH-000257,0.0412578012879
ACH-000258,-0.241416942911
ACH-000259,-0.294308357757
ACH-000260,-0.278726042721
ACH-000261,-0.21672822113499998
ACH-000262,0.0329144518081
ACH-000263,-0.08880304401910001
ACH-000264,-0.38073087562299995
ACH-000265,-0.0008438807438430001
ACH-000266,-0.255957966933
ACH-000272,-0.18474760925900002
ACH-000273,-0.149929575966
ACH-000274,-0.179897264307
ACH-000277,-0.25895094180399997
ACH-000278,-0.20487806887499999
ACH-000279,-0.201303618124
ACH-000280,-0.187842010834
ACH-000281,-0.282118637582
ACH-000288,-0.347350160066
ACH-000291,-0.23855132965
ACH-000293,-0.13651909731599998
ACH-000294,0.03442274192019999
ACH-000295,-0.533894217385
ACH-000296,-0.105001015205
ACH-000302,-0.0945380564638
ACH-000304,-0.221067354589
ACH-000307,-0.0768822030362
ACH-000308,-0.11736997134400001
ACH-000310,-0.45151353117
ACH-000311,-0.00011125299400700001
ACH-000312,-0.21075530707000004
ACH-000315,-0.315578929371
ACH-000316,-0.05485524753
ACH-000317,-0.100362693741
ACH-000318,0.0235816923317
ACH-000319,-0.260359877932
ACH-000320,-0.0319358356591
ACH-000322,-0.302935037508
ACH-000323,-0.384837970717
ACH-000324,-0.163672058551
ACH-000329,-0.283717968007
ACH-000330,-0.156531870967
ACH-000331,-0.112992421774
ACH-000332,-0.157263661894
ACH-000334,-0.165931858233
ACH-000335,-0.115539431439
ACH-000336,0.0691372955641
ACH-000337,-0.275429875696
ACH-000339,-0.16292279579000002
ACH-000341,-0.21788921669300002
ACH-000348,0.0333573387003
ACH-000350,-0.15346559402
ACH-000352,-0.25375505009599997
ACH-000356,-0.37023523585600004
ACH-000361,-0.125839917183
ACH-000362,-0.041657309669999996
ACH-000363,-0.165918175799
ACH-000364,0.0103991849265
ACH-000365,-0.142583674031
ACH-000366,-0.26050834430500003
ACH-000368,-0.123245970005
ACH-000374,-0.37796690895499996
ACH-000375,0.11202010571399999
ACH-000376,-0.113775929386
ACH-000381,-0.052474527935300004
ACH-000383,-0.226469902868
ACH-000387,-0.29527682169
ACH-000389,-0.545763194952
ACH-000390,-0.09224681476739999
ACH-000393,-0.18046123066599998
ACH-000395,-0.379380002992
ACH-000397,-0.170197094986
ACH-000401,-0.21185334412700002
ACH-000402,0.0742154545792
ACH-000403,-0.293165272111
ACH-000404,0.12525794307
ACH-000406,-0.056069464408300004
ACH-000407,-0.038389148364900004
ACH-000408,-0.20409415037700002
ACH-000410,-0.051911399336900005
ACH-000411,-0.21712662118700002
ACH-000414,-0.0362860593362
ACH-000415,-0.176504885035
ACH-000416,-0.226560156829
ACH-000420,-0.338195779482
ACH-000421,-0.143792746107
ACH-000424,-0.163507377196
ACH-000425,-0.119772939727
ACH-000426,-0.273088872379
ACH-000427,-0.0736833651363
ACH-000433,-0.39271116261600003
ACH-000436,-0.185905317656
ACH-000444,-0.122518954413
ACH-000445,-0.18347649045699999
ACH-000448,-0.160065475705
ACH-000450,-0.19301263829799997
ACH-000452,-0.159628576713
ACH-000454,0.0232743985182
ACH-000458,-0.309244538255
ACH-000459,-0.11528665318299999
ACH-000460,-0.175725092685
ACH-000461,-0.14776024782199998
ACH-000463,-0.21580194829
ACH-000464,-0.26937371866099996
ACH-000466,-0.41578217568000003
ACH-000467,-0.0418005037022
ACH-000468,-0.209672350416
ACH-000469,-0.26080940035300004
ACH-000470,-0.399134794876
ACH-000471,-0.210026499344
ACH-000472,-0.19990658653
ACH-000473,-0.206602313664
ACH-000475,-0.189743538862
ACH-000476,-0.181882887368
ACH-000477,-0.0732672487451
ACH-000480,-0.250511433658
ACH-000481,-0.167872871289
ACH-000483,-0.161458710238
ACH-000484,-0.430716747706
ACH-000485,-0.094566042501
ACH-000486,-0.20663586739999998
ACH-000487,-0.16862717782
ACH-000488,-0.223302048457
ACH-000490,-0.232645816631
ACH-000491,0.06695543619699999
ACH-000495,-0.242120531333
ACH-000496,-0.05604208892009999
ACH-000499,0.024753609556599998
ACH-000500,-0.259465422213
ACH-000502,-0.38888306166000003
ACH-000503,-0.230303409283
ACH-000505,-0.0184794983985
ACH-000507,-0.125318241174
ACH-000510,-0.17312668802099998
ACH-000511,-0.130202369839
ACH-000512,0.09596745624119998
ACH-000516,-0.15009313062899998
ACH-000517,-0.135087863635
ACH-000518,-0.0704009041488
ACH-000520,-0.043179511863599994
ACH-000521,-0.6626529767830001
ACH-000522,-0.08842000528439999
ACH-000524,-0.210104546715
ACH-000527,-0.149339484725
ACH-000528,-0.0675789664635
ACH-000537,-0.0279159285347
ACH-000541,-0.13215839441899999
ACH-000542,-0.15873957969799998
ACH-000544,-0.340375122336
ACH-000545,-0.111705313167
ACH-000547,-0.07183011340139998
ACH-000548,-0.386090824973
ACH-000549,-0.289110688365
ACH-000550,-0.18763008293400002
ACH-000552,-0.110747199851
ACH-000556,-0.279008677259
ACH-000557,-0.0841599693018
ACH-000570,-0.284748268879
ACH-000571,-0.084186004013
ACH-000573,-0.316569099829
ACH-000576,-0.25929054556200004
ACH-000580,-0.393608757983
ACH-000584,-0.174837131735
ACH-000585,-0.150213597221
ACH-000588,-0.09183416372639999
ACH-000589,-0.276558170837
ACH-000591,-0.332932316127
ACH-000593,-0.428288737591
ACH-000600,-0.21780782346000002
ACH-000601,-0.275516827971
ACH-000604,-0.0967361408608
ACH-000605,-0.33833239264700005
ACH-000606,-0.239181544115
ACH-000608,-0.180966847507
ACH-000614,-0.0685205899325
ACH-000616,-0.286617918849
ACH-000618,-0.130094833587
ACH-000619,-0.298187554883
ACH-000620,-0.11521272611700001
ACH-000621,-0.415352006848
ACH-000622,-0.265257099095
ACH-000623,-0.45710411733999995
ACH-000624,-0.25733039453400003
ACH-000627,-0.22219931391399997
ACH-000630,-0.165380304834
ACH-000632,-0.0408791573009
ACH-000633,-0.432277056775
ACH-000637,-0.308745321972
ACH-000638,-0.048144159636199994
ACH-000646,-0.468469300134
ACH-000647,-0.256799501723
ACH-000648,-0.140021179441
ACH-000649,-0.13821211950999998
ACH-000651,-0.118670008122
ACH-000652,-0.13701969742200001
ACH-000653,-0.235524476745
ACH-000657,-0.293857740287
ACH-000658,-0.120484611989
ACH-000661,-0.05699399322340001
ACH-000662,0.0963570840645
ACH-000663,-0.12683193215299998
ACH-000665,-0.16834334145799998
ACH-000671,-0.151969402166
ACH-000673,-0.43178539426000007
ACH-000676,-0.190172717444
ACH-000677,-0.121925557041
ACH-000681,-0.259460176568
ACH-000682,-0.313325543301
ACH-000683,-0.11040244671499999
ACH-000684,-0.0472800418145
ACH-000688,-0.21945483792800002
ACH-000693,-0.282035755038
ACH-000694,-0.219914315634
ACH-000695,-0.14506997412699998
ACH-000696,-0.198417083224
ACH-000697,-0.0257803975577
ACH-000699,-0.518825162872
ACH-000701,-0.16360373537
ACH-000706,-0.260659152741
ACH-000711,-0.17017013487500002
ACH-000713,-0.233731164452
ACH-000714,-0.018653190833
ACH-000718,-0.24835485557300002
ACH-000720,-0.19714070121399999
ACH-000721,-0.130178309034
ACH-000724,-0.108945668158
ACH-000725,-0.33729620882100003
ACH-000732,-0.0807340714383
ACH-000734,0.0488870339703
ACH-000735,-0.24935497546100002
ACH-000736,-0.015117576548899999
ACH-000738,-0.149688866449
ACH-000746,0.0949984527183
ACH-000747,-0.034593486066999996
ACH-000748,-0.214194192384
ACH-000753,-0.201868044448
ACH-000756,-0.22408500659699998
ACH-000757,0.043034217335800005
ACH-000758,-0.24716749943000005
ACH-000760,-0.110753833254
ACH-000763,-0.0466881084682
ACH-000764,-0.393089567336
ACH-000765,-0.066157732867
ACH-000766,-0.159877157476
ACH-000767,-0.0840156630478
ACH-000768,-0.12432920579500001
ACH-000769,-0.163876405163
ACH-000770,-0.160349253661
ACH-000771,-0.203280815641
ACH-000773,-0.207396321549
ACH-000776,-0.300290480656
ACH-000777,-0.178335940563
ACH-000778,0.10766490104599999
ACH-000781,-0.142482170712
ACH-000782,-0.28727804803199997
ACH-000783,-0.229714861765
ACH-000784,-0.111686695973
ACH-000785,-0.109085686869
ACH-000787,-0.08391393676799999
ACH-000788,-0.10025715120300001
ACH-000791,-0.239330220212
ACH-000792,-0.195837315857
ACH-000794,-0.16756715968699998
ACH-000796,-0.225044553781
ACH-000799,-0.18961587765000001
ACH-000800,-0.006903725218279999
ACH-000802,-0.08549962388430002
ACH-000804,-0.105869041458
ACH-000805,-0.0956351011939
ACH-000809,-0.12684623988399998
ACH-000810,-0.17300668368500002
ACH-000811,-0.265696305164
ACH-000817,-0.184220675777
ACH-000819,-0.2934485157
ACH-000820,-0.429445930739
ACH-000821,-0.0595100856251
ACH-000822,-0.24631234071999997
ACH-000823,-0.16858123646499998
ACH-000824,-0.0213339715381
ACH-000827,-0.18097848270199998
ACH-000829,-0.287443023388
ACH-000831,-0.271128005699
ACH-000832,-0.138492007048
ACH-000833,-0.278823783438
ACH-000834,-0.271294388251
ACH-000835,-0.07259861978439999
ACH-000836,-0.299275298718
ACH-000837,-0.136755221748
ACH-000838,-0.08885999272710002
ACH-000839,-0.24055159379799998
ACH-000840,-0.138443936038
ACH-000841,0.0173639841402
ACH-000843,-0.135280040535
ACH-000846,-0.18772502947500003
ACH-000847,-0.130417036894
ACH-000848,-0.048569440681499994
ACH-000849,-0.151980495161
ACH-000851,-0.0911153372535
ACH-000855,-0.0999038208014
ACH-000856,-0.147129716308
ACH-000858,-0.11928143937699999
ACH-000859,-0.15649408896400002
ACH-000861,0.00823752893655
ACH-000862,-0.18992192045200001
ACH-000865,-0.22400296044799997
ACH-000866,-0.08553453924110001
ACH-000867,-0.185622293523
ACH-000869,-0.104610225244
ACH-000872,-0.199188424949
ACH-000873,-0.0129213710169
ACH-000876,0.0157988352114
ACH-000878,0.130892906944
ACH-000880,-0.257220335345
ACH-000881,-0.018492274381799997
ACH-000882,-0.0965483318344
ACH-000884,-0.10886845987299999
ACH-000885,-0.269802316232
ACH-000887,-0.238476438923
ACH-000888,-0.335968680061
ACH-000889,0.05677394536230001
ACH-000890,0.11885049954500002
ACH-000896,-0.0769976073823
ACH-000898,-0.00619476574154
ACH-000900,-0.269244026638
ACH-000901,-0.09069005088479999
ACH-000905,-0.23703628746199998
ACH-000906,-0.0841122921977
ACH-000907,-0.26201617605300004
ACH-000910,-0.168778949116
ACH-000911,-0.289482378874
ACH-000912,-0.22950977352
ACH-000913,-0.044675586003800005
ACH-000915,-0.08210440565089999
ACH-000916,-0.23823231642700002
ACH-000917,-0.18053554274300002
ACH-000921,-0.20216961018500001
ACH-000924,-0.204381567922
ACH-000926,-0.125621108039
ACH-000928,-0.279822616166
ACH-000929,-0.16649002758
ACH-000932,-0.16832206370299999
ACH-000935,-0.0273880757131
ACH-000936,-0.0877891069696
ACH-000937,-0.240492187075
ACH-000938,-0.170996244378
ACH-000939,-0.324064813771
ACH-000941,-0.013156385275700002
ACH-000943,-0.116935327555
ACH-000946,-0.159082850024
ACH-000947,-0.09321606567530001
ACH-000948,-0.048626570609099994
ACH-000950,-0.137595858358
ACH-000953,-0.111522448305
ACH-000957,-0.0817744973736
ACH-000958,0.0902099281707
ACH-000960,-0.0916672361968
ACH-000963,-0.142885794153
ACH-000968,-0.23384001024999998
ACH-000969,0.0408121194349
ACH-000973,-0.183796853287
ACH-000974,-0.280389270244
ACH-000975,-0.17171062555
ACH-000976,-0.029223073907099998
ACH-000978,-0.25319782832
ACH-000980,-0.172495415812
ACH-000984,-0.035342855722199994
ACH-000986,-0.022675829581800002
ACH-000988,-0.07746055121260001
ACH-000993,-0.22266642786200003
ACH-000994,0.0514753438528
ACH-000996,-0.19442694005600003
ACH-001001,-0.0421793047134
ACH-001020,-0.365411425294
ACH-001028,-0.0862758020917
ACH-001031,-0.041002157885199994
ACH-001038,-0.140306686306
ACH-001048,-0.25415972562899997
ACH-001050,-0.135601416947
ACH-001053,-0.21995078462099998
ACH-001054,-0.23150088649099998
ACH-001061,-0.140598880357
ACH-001067,-0.23052925425299997
ACH-001075,-0.174435296095
ACH-001096,-0.5561560312899999
ACH-001128,-0.37273217415700005
ACH-001134,-0.248443026362
ACH-001151,-0.024883659786200003
ACH-001163,-0.3313038526
ACH-001164,-0.245712265449
ACH-001173,-0.18611326529199998
ACH-001183,-0.037858808188099995
ACH-001184,-0.50657741647
ACH-001190,-0.180665966645
ACH-001192,0.0789902727189
ACH-001193,-0.06809015331669999
ACH-001196,-0.177892377368
ACH-001197,-0.16846703806699997
ACH-001205,0.0673419881864
ACH-001211,-0.540428539625
ACH-001212,-0.14530654751900002
ACH-001228,-0.0994247786202
ACH-001232,-0.163678006856
ACH-001239,-0.253055294106
ACH-001274,-0.222522163378
ACH-001275,-0.278134162825
ACH-001277,-0.21202794856499999
ACH-001278,-0.0703949524548
ACH-001280,-0.0953777319586
ACH-001283,-0.166527075114
ACH-001289,-0.269458633603
ACH-001295,-0.301348260022
ACH-001300,-0.348713614626
ACH-001301,-0.315610725954
ACH-001302,-0.42701650850999995
ACH-001303,-0.19413635652800001
ACH-001306,-0.029371584836499997
ACH-001318,-0.282816653164
ACH-001322,0.0108019010614
ACH-001328,-0.423231330531
ACH-001332,-0.15135599325
ACH-001333,-0.186682172077
ACH-001336,-0.163804286568
ACH-001340,-0.184577801145
ACH-001346,-0.12036909592900001
ACH-001353,-0.147269622558
ACH-001354,-0.300326478354
ACH-001367,-0.0904949688243
ACH-001368,-0.13565388213
ACH-001374,-0.317499185864
ACH-001375,-0.14319409314099998
ACH-001377,-0.129757008328
ACH-001380,-0.142052868
ACH-001391,-0.08716413966730001
ACH-001407,-0.0996031419166
ACH-001408,-0.30780220879000003
ACH-001413,-0.215371729082
ACH-001430,-0.16617943669000002
ACH-001431,-0.13204413450400002
ACH-001450,-0.245512973552
ACH-001496,-0.11754767232100001
ACH-001500,-0.314811740577
ACH-001521,-0.552013908143
ACH-001523,-0.117824477685
ACH-001532,-0.22354447682300002
ACH-001536,-0.242828099562
ACH-001550,-0.18627500764199997
ACH-001552,-0.011476488696600002
ACH-001554,-0.205089307136
ACH-001645,-0.19273869372400002
ACH-001654,-0.373007705242
ACH-001715,-0.135302073571
ACH-001735,-0.178173060664
ACH-001736,-0.174618254981
ACH-001737,-0.342395160999
ACH-001740,-0.0247793129239
ACH-001745,-0.133721262091
ACH-001750,-0.252569578607
ACH-001765,-0.14531149874500002
ACH-001956,-0.301185617847
ACH-001957,-0.149062627852
