,YBEY (54059)
ACH-000288,-0.29460214662900003
ACH-000291,-0.332681078046
ACH-000293,-0.124610486349
ACH-000294,0.176388231846
ACH-000295,-0.254424959037
ACH-000296,0.0956577927864
ACH-000302,-0.29195737934099997
ACH-000304,-0.311016246991
ACH-000307,-0.0564248219483
ACH-000308,-0.21697015974199999
ACH-000310,-0.16936415508000002
ACH-000311,-0.262033191657
ACH-000312,-0.33011289760400003
ACH-000315,-0.042271619816699996
ACH-000316,-0.037663870843000005
ACH-000317,-0.102598785788
ACH-000318,-0.156167930254
ACH-000319,-0.0742817316671
ACH-000320,-0.249195449653
ACH-000322,-0.306888174997
ACH-000323,-0.146016294558
ACH-000324,-0.00207173527943
ACH-000329,-0.311639539386
ACH-000330,-0.22601397005899998
ACH-000331,-0.121850907148
ACH-000332,-0.25049083472
ACH-000334,-0.26909821336999995
ACH-000335,-0.357533099425
ACH-000336,-0.250079820344
ACH-000337,-0.017357422987900002
ACH-000339,-0.162759762762
ACH-000341,-0.313821357284
ACH-000348,-0.235928075003
ACH-000350,-0.350665598097
ACH-000352,-0.26348998133699997
ACH-000356,-0.0489196820262
ACH-000361,-0.054899844242699995
ACH-000362,0.117384550478
ACH-000363,-0.010708291998299998
ACH-000364,-0.212411566431
ACH-000365,-0.282279801162
ACH-000366,0.047811983004999996
ACH-000368,-0.197317532803
ACH-000374,-0.479171897573
ACH-000375,-0.298771268086
ACH-000376,-0.34249175421899997
ACH-000381,-0.107619926208
ACH-000383,-0.24346809585999998
ACH-000387,-0.134734605063
ACH-000389,-0.137266625674
ACH-000390,-0.22807215474599998
ACH-000393,-0.0829624995606
ACH-000395,0.0215572742974
ACH-000397,-0.146693664695
ACH-000401,-0.107651240767
ACH-000402,-0.450041486618
ACH-000403,-0.187388590275
ACH-000404,-0.379116604706
ACH-000406,-0.45167828917499997
ACH-000407,-0.122908785779
ACH-000408,-0.20409585345800002
ACH-000410,-0.228770990225
ACH-000411,-0.290879208521
ACH-000414,-0.17157130668200002
ACH-000415,-0.261290931216
ACH-000416,-0.0640199408169
ACH-000420,-0.07115214071
ACH-000421,-0.060643897874800005
ACH-000424,-0.348869641941
ACH-000425,0.00252079715284
ACH-000426,0.119001325872
ACH-000427,-0.301980528714
ACH-000433,-0.105226743618
ACH-000436,0.120450549268
ACH-000444,-0.09555943773320001
ACH-000445,-0.031700505148099994
ACH-000448,-0.0838159552351
ACH-000450,-0.45307261197800003
ACH-000452,-0.24126890147100002
ACH-000454,-0.454127598685
ACH-000458,-0.13052813617999998
ACH-000459,-0.6928106761480001
ACH-000460,-0.16228274169
ACH-000461,-0.212117217338
ACH-000463,-0.174045752303
ACH-000464,-0.327218202835
ACH-000466,-0.104590672865
ACH-000467,-0.172223907431
ACH-000468,-0.241399159368
ACH-000469,-0.257506341357
ACH-000470,-0.0514989692091
ACH-000471,-0.08564337157569998
ACH-000472,-0.258697918609
ACH-000473,-0.132876865609
ACH-000475,0.0038616312777600002
ACH-000476,-0.0235418248448
ACH-000477,-0.0221018103327
ACH-000480,-0.10144940701300001
ACH-000481,-0.326824676846
ACH-000483,-0.549055699701
ACH-000484,-0.43480382105
ACH-000485,0.00816116487817
ACH-000486,-0.290799889621
ACH-000487,-0.336306506474
ACH-000488,-0.511605308579
ACH-000490,-0.14264230493
ACH-000491,-0.209096470501
ACH-000495,-0.0841014312448
ACH-000496,-0.100000052029
ACH-000499,-0.45070536193000005
ACH-000500,0.210186601592
ACH-000502,-0.0563059692119
ACH-000503,-0.205023134327
ACH-000505,-0.15964249285499998
ACH-000507,-0.512020402812
ACH-000510,0.0480494860513
ACH-000511,-0.0782763452613
ACH-000512,-0.634363015021
ACH-000516,-0.14112763677999998
ACH-000517,-0.11809361985899999
ACH-000518,-0.196674757234
ACH-000520,-0.10823216207800002
ACH-000521,-0.22393531010099998
ACH-000522,-0.171755772348
ACH-000524,-0.19943765395799998
ACH-000527,-0.0724501847786
ACH-000528,-0.0968160173587
ACH-000537,-0.33974105990599995
ACH-000541,-0.08311541256419999
ACH-000542,-0.0846542123423
ACH-000544,-0.36233969982500003
ACH-000545,-0.401435410358
ACH-000547,-0.036234611919199994
ACH-000548,0.0158248371798
ACH-000549,-0.18125288928599997
ACH-000550,-0.224151500891
ACH-000552,-0.015209911181000001
ACH-000556,-0.12096217071799999
ACH-000557,-0.0492687764886
ACH-000570,-0.25555632432
ACH-000571,-0.33170497323000003
ACH-000573,-0.169259408886
ACH-000576,0.0824506860154
ACH-000580,-0.106131171543
ACH-000584,-0.11246764420999998
ACH-000585,-0.18513297097399997
ACH-000588,-0.131508689695
ACH-000589,-0.173690592378
ACH-000591,-0.282123543321
ACH-000593,-0.153829998174
ACH-000600,-0.16761688734000002
ACH-000601,-0.217274841691
ACH-000604,-0.0512772121681
ACH-000605,-0.247810515119
ACH-000606,-0.355686190546
ACH-000608,-0.178510101102
ACH-000614,-0.188744900441
ACH-000616,-0.0936364108802
ACH-000618,-0.617014235001
ACH-000619,-0.287985520399
ACH-000620,-0.27644982248399996
ACH-000621,-0.267126023125
ACH-000622,-0.29245004598900004
ACH-000623,-0.0323803525497
ACH-000624,0.027799585531000003
ACH-000627,-0.241995104124
ACH-000630,-0.173492748136
ACH-000632,-0.34592776410400006
ACH-000633,-0.733260129441
ACH-000637,-0.283161220373
ACH-000638,-0.275937722384
ACH-000646,-0.36331812528499996
ACH-000647,-0.268845562188
ACH-000648,-0.0626437459094
ACH-000649,-0.0192977509314
ACH-000651,-0.720826442216
ACH-000652,-0.190584108329
ACH-000653,0.054878999307000007
ACH-000657,-0.249870629766
ACH-000658,-0.285184833248
ACH-000661,-0.0744271264436
ACH-000662,-0.578173342368
ACH-000663,-0.303297200499
ACH-000665,-0.164884435901
ACH-000671,-0.192298448933
ACH-000673,-0.138698460937
ACH-000676,-0.181625371179
ACH-000677,-0.314499383152
ACH-000681,-0.162549926396
ACH-000682,-0.146865451131
ACH-000683,-0.18354993691399998
ACH-000684,-0.136192081992
ACH-000688,-0.2514736601
ACH-000693,-0.7363924906999999
ACH-000694,-0.518541941496
ACH-000695,-0.061905465915400006
ACH-000696,-0.129736398517
ACH-000697,-0.11794534462799999
ACH-000699,-0.305276855078
ACH-000701,-0.257589464339
ACH-000706,-0.148027486573
ACH-000711,-0.0064280766991599994
ACH-000713,-0.015812974219899998
ACH-000714,0.04371619614799999
ACH-000718,-0.23183505563
ACH-000720,-0.171769868181
ACH-000721,0.025891675007
ACH-000724,-0.26121005367
ACH-000725,-0.0147129112184
ACH-000732,-0.12335558840999998
ACH-000734,-0.302656254734
ACH-000735,-0.177586789901
ACH-000736,-0.388734715322
ACH-000738,-0.42223759544100004
ACH-000746,-0.157699464366
ACH-000747,-0.40270012973700003
ACH-000748,-0.226050841463
ACH-000753,-0.263603840407
ACH-000756,-0.124198217731
ACH-000757,-0.130169778717
ACH-000758,-0.14253520976700002
ACH-000760,-0.269045902821
ACH-000763,-0.32586563256900003
ACH-000764,0.152292681952
ACH-000765,-0.125232949494
ACH-000766,-0.0388007841743
ACH-000767,-0.266208505661
ACH-000768,-0.0288849480943
ACH-000769,-0.287358016382
ACH-000770,-0.18597335223099998
ACH-000771,-0.24622767918900001
ACH-000773,-0.27095164188
ACH-000776,-0.376118248724
ACH-000777,-0.136882172744
ACH-000778,-0.480905269162
ACH-000781,-0.120323411409
ACH-000782,-0.21063875413199998
ACH-000783,-0.301660877955
ACH-000784,-0.486800186013
ACH-000785,-0.6085155184969999
ACH-000787,-0.2888045165
ACH-000788,-0.237223624968
ACH-000791,-0.265484116214
ACH-000792,-0.143336105657
ACH-000794,-0.160188865595
ACH-000796,-0.231702650293
ACH-000799,-0.265443480781
ACH-000800,-0.203683653341
ACH-000802,-0.320482385269
ACH-000804,-0.611928323334
ACH-000805,-0.340567069246
ACH-000809,-0.210154403642
ACH-000810,-0.235376665996
ACH-000811,-0.136225653974
ACH-000817,-0.019646173161900003
ACH-000819,-0.00740789973626
ACH-000820,-0.0870160396259
ACH-000821,-0.305397866676
ACH-000822,-0.09365426047980001
ACH-000823,-0.35510309483099994
ACH-000824,-0.062198035472
ACH-000827,0.02497741144
ACH-000829,0.161015299344
ACH-000831,-0.410249936362
ACH-000832,-0.0946545701302
ACH-000833,-0.18165640210900003
ACH-000834,-0.533859425901
ACH-000835,-0.238493608596
ACH-000836,-0.0789901297468
ACH-000837,-0.398894605497
ACH-000838,-0.00699969345724
ACH-000839,-0.292747672136
ACH-000840,-0.0720614174153
ACH-000841,-0.0330825311838
ACH-000843,-0.23895443531399999
ACH-000846,-0.05481521194299999
ACH-000847,-0.101194020986
ACH-000848,-0.181666050858
ACH-000849,-0.0698527451922
ACH-000851,-0.290917079978
ACH-000855,-0.22346994603599998
ACH-000856,-0.44872382268100003
ACH-000858,-0.33348080849
ACH-000859,-0.237744612202
ACH-000861,-0.146823236367
ACH-000862,-0.34220249845399997
ACH-000865,-0.249178010183
ACH-000866,-0.422075758949
ACH-000867,-0.127033676405
ACH-000869,-0.311868537088
ACH-000872,-0.0181865643416
ACH-000873,-0.008389279542050002
ACH-000876,-0.229798295415
ACH-000878,0.000304652784431
ACH-000880,0.0566390637405
ACH-000881,-0.206627172458
ACH-000882,-0.139636539133
ACH-000884,-0.22583741319000003
ACH-000885,-0.437930007433
ACH-000887,-0.305403912714
ACH-000888,-0.129111242073
ACH-000889,-0.412713578913
ACH-000890,-0.105211853299
ACH-000896,-0.159357297735
ACH-000898,-0.19627730559099998
ACH-000900,-0.427198718441
ACH-000901,-0.13903651667000003
ACH-000905,-0.20310462801800003
ACH-000906,-0.33253677552600003
ACH-000907,-0.327104689037
ACH-000910,-0.50647607198
ACH-000911,-0.7641095300059999
ACH-000912,-0.0103728517717
ACH-000913,-0.30440777253199996
ACH-000915,-0.303696530021
ACH-000916,-0.145963831205
ACH-000917,-0.13569872734000002
ACH-000921,-0.10387554617599999
ACH-000924,-0.323035057315
ACH-000926,-0.11210462298800002
ACH-000928,-0.46232691281800004
ACH-000929,-0.170993022478
ACH-000932,-0.24304475628000002
ACH-000935,-0.48547307011600005
ACH-000936,-0.192744155163
ACH-000937,0.00309771355786
ACH-000938,-0.0504990310166
ACH-000939,-0.372514404787
ACH-000941,-0.152172251408
ACH-000943,-0.623317962985
ACH-000946,-0.0306114377802
ACH-000947,-0.418391578395
ACH-000948,-0.23846095749899998
ACH-000950,-0.271229766503
ACH-000953,-0.0190257720705
ACH-000957,-0.12176779013399999
ACH-000958,-0.23948943559500002
ACH-000960,-0.0282754857685
ACH-000963,0.0777983640558
ACH-000968,-0.35721997862099997
ACH-000969,-0.027303663372400002
ACH-000973,-0.030361287314
ACH-000974,-0.0032182486475200002
ACH-000975,-0.291140891103
ACH-000976,-0.0100499068376
ACH-000978,-0.134144976743
ACH-000980,-0.17735415885800002
ACH-000984,-0.311266873661
ACH-000986,-0.294192043353
ACH-000988,0.00468626269855
ACH-000993,-0.194698520371
ACH-000994,0.09811181117139998
ACH-000996,0.08354237481650001
ACH-001001,-0.8262326116750001
ACH-001020,0.035814006939
ACH-001028,-0.34356154046899995
ACH-001031,-0.289037322684
ACH-001038,-0.5158310393559999
ACH-001048,-0.191397608334
ACH-001050,-0.210885002098
ACH-001053,0.06874494897080001
ACH-001054,-0.0945662785748
ACH-001061,-0.18120388768399998
ACH-001067,-0.406820645108
ACH-001075,-0.168343671158
ACH-001096,-0.389777892223
ACH-001128,-0.132653737638
ACH-001134,-0.264592799289
ACH-001151,-0.0926634413779
ACH-001163,-0.09194755837030001
ACH-001164,-0.35144654177
ACH-001173,-0.31247274841600003
ACH-001183,-0.23883933383499997
ACH-001184,-0.314649920082
ACH-001190,-0.148608610137
ACH-001192,-0.0281814266843
ACH-001193,-0.216057922384
ACH-001196,-0.122659874954
ACH-001197,-0.114782398837
ACH-001205,-0.249932039136
ACH-001211,0.012573340785299997
ACH-001212,-0.0500501423463
ACH-001228,-0.19465613069899998
ACH-001232,-0.005503851478020001
ACH-001239,-0.392982981726
ACH-001274,-0.34575828559699995
ACH-001275,-0.352525821371
ACH-001277,-0.07858456569899999
ACH-001278,-0.276014829845
ACH-001280,-0.603143331168
ACH-001283,-0.08549398007009999
ACH-001289,-0.011712274438
ACH-001295,-0.108157960679
ACH-001300,-0.20102580165199999
ACH-001301,-0.0024149934071700002
ACH-001302,0.075048173939
ACH-001303,-0.376794006232
ACH-001306,-0.069061296439
ACH-001318,-0.128330448772
ACH-001322,-0.37130043106700006
ACH-001328,-0.181152299735
ACH-001332,-0.39533639384499997
ACH-001333,-0.18725151752900002
ACH-001336,-0.26129676259
ACH-001340,-0.09370937905190001
ACH-001346,-0.07211379760139999
ACH-001353,0.038705494354599995
ACH-001354,-0.0452058606006
ACH-001367,-0.491234400798
ACH-001368,-0.293264585013
ACH-001374,0.00916000058423
ACH-001375,-0.162120235326
ACH-001377,-0.31842582899300004
ACH-001380,-0.370924511894
ACH-001391,-0.186292200054
ACH-001407,-0.35100714374700004
ACH-001408,-0.117701478738
ACH-001413,-0.27670390495700004
ACH-001430,-0.108663449801
ACH-001431,0.052536998290400004
ACH-001450,-0.307167934438
ACH-001496,-0.19946543819899998
ACH-001500,-0.246958929791
ACH-001521,-0.304353665243
ACH-001523,-0.38703079352499997
ACH-001532,0.022472212191499998
ACH-001536,-0.0948977550025
ACH-001550,-0.40022833334700003
ACH-001552,-0.171491368898
ACH-001554,-0.344716839868
ACH-001645,0.0116993894925
ACH-001654,-0.0842618890694
ACH-001715,0.047309124490400006
ACH-001735,0.145359455611
ACH-001736,-0.211986443252
ACH-001737,-0.517947521304
ACH-001740,0.0100073600687
ACH-001745,0.133064916847
ACH-001750,-0.395236994121
ACH-001765,-0.0473532100425
ACH-001956,-0.0879044191147
ACH-001957,-0.10813889694
