,UHRF1BP1 (54887)
ACH-000265,-0.09132098464819999
ACH-000266,-0.16812356292999997
ACH-000272,-0.340288949132
ACH-000273,-0.502746004588
ACH-000274,-0.09162426927439998
ACH-000277,-0.325654032075
ACH-000278,0.0317576264867
ACH-000279,-0.16882194386799998
ACH-000280,-0.212112417284
ACH-000281,-0.319657846672
ACH-000288,-0.0822326845911
ACH-000291,-0.26408238806400003
ACH-000293,-0.33940949118600006
ACH-000294,-0.254292790927
ACH-000295,-0.485531313307
ACH-000296,-0.362190784502
ACH-000302,-0.220257240006
ACH-000304,-0.355646771162
ACH-000307,-0.188363722155
ACH-000308,-0.276566768446
ACH-000310,-0.22952216363800002
ACH-000311,-0.126258332108
ACH-000312,-0.186849287555
ACH-000315,-0.00347269777828
ACH-000316,-0.244978206655
ACH-000317,-0.0322708497468
ACH-000318,-0.20924637247400002
ACH-000319,-0.11485682269200001
ACH-000320,-0.121404559215
ACH-000322,-0.120752122735
ACH-000323,-0.0883287695215
ACH-000324,-0.13062456866699998
ACH-000329,-0.15849613932700002
ACH-000330,-0.4914183153600001
ACH-000331,-0.207854950117
ACH-000332,-0.180252764154
ACH-000334,-0.24019669087099998
ACH-000335,-0.201195104739
ACH-000336,-0.18373461511300002
ACH-000337,-0.349216107689
ACH-000339,-0.294534379028
ACH-000341,-0.163048573125
ACH-000348,-0.27463405854
ACH-000350,0.0405917842065
ACH-000352,-0.154392838398
ACH-000356,-0.367863136052
ACH-000361,-0.5263710564190001
ACH-000362,-0.208430214178
ACH-000363,-0.103124568049
ACH-000364,-0.39390850325800003
ACH-000365,-0.054595680509
ACH-000366,-0.217489148983
ACH-000368,-0.151878099078
ACH-000374,-0.44987739276699995
ACH-000375,0.15407004289
ACH-000376,-0.21502198698000002
ACH-000381,-0.238904353797
ACH-000383,-0.143976622301
ACH-000387,-0.27794451383499996
ACH-000389,-0.208049446831
ACH-000390,-0.377191636373
ACH-000393,-0.20264330550700002
ACH-000395,-0.421214345848
ACH-000397,-0.183802708716
ACH-000401,-0.00339823089948
ACH-000402,-0.366041125296
ACH-000403,-0.25196075928399997
ACH-000404,-0.21184999425200002
ACH-000406,-0.203025861393
ACH-000407,-0.43896053539200003
ACH-000408,-0.44776910088699995
ACH-000410,-0.18420482794799997
ACH-000411,-0.076934499042
ACH-000414,-0.132510139031
ACH-000415,-0.283913609495
ACH-000416,-0.18713487314
ACH-000420,-0.356788247048
ACH-000421,-0.19685531229400002
ACH-000424,0.0934134995427
ACH-000425,0.021089385246599996
ACH-000426,-0.12841739149
ACH-000427,-0.166937972588
ACH-000433,-0.21094806418099998
ACH-000436,-0.320825177551
ACH-000444,-0.304816902133
ACH-000445,-0.012094747704600001
ACH-000448,-0.184801438745
ACH-000450,-0.06739891355290001
ACH-000452,-0.26001746775
ACH-000454,-0.43487743195399997
ACH-000458,-0.270038949537
ACH-000459,0.0242983321606
ACH-000460,-0.18595699526099999
ACH-000461,-0.09718339750760001
ACH-000463,-0.18804865483
ACH-000464,-0.211452432608
ACH-000466,-0.0417894457413
ACH-000467,-0.216911798856
ACH-000468,-0.393564583425
ACH-000469,-0.240192038326
ACH-000470,-0.352085869607
ACH-000471,-0.30541572213
ACH-000472,-0.15763339546900001
ACH-000473,-0.09062600728330002
ACH-000475,-0.198491264695
ACH-000476,-0.35057031052500004
ACH-000477,-0.247758421116
ACH-000480,-0.30970524209899997
ACH-000481,-0.271794438315
ACH-000483,-0.054922580354300005
ACH-000484,-0.11915476640900001
ACH-000485,-0.136762630602
ACH-000486,-0.129745823975
ACH-000487,-0.214115563988
ACH-000488,-0.27947585825
ACH-000490,-0.22293536593600002
ACH-000491,-0.328556130027
ACH-000495,-0.000666245555559
ACH-000496,-0.120376348358
ACH-000499,0.0334987734771
ACH-000500,-0.338169255523
ACH-000502,-0.227214029854
ACH-000503,-0.173064221485
ACH-000505,-0.179776293568
ACH-000507,-0.290602340312
ACH-000510,-0.17806197551
ACH-000511,-0.230788807927
ACH-000512,-0.48256542677
ACH-000516,-0.183746996594
ACH-000517,-0.21543274757199998
ACH-000518,-0.261626585488
ACH-000520,-0.20620626112100002
ACH-000521,0.00714670802508
ACH-000522,-0.113332782206
ACH-000524,-0.20770851962900003
ACH-000527,-0.09085911872050001
ACH-000528,-0.2010433787
ACH-000537,-0.189732660695
ACH-000541,0.052680068542999996
ACH-000542,-0.171847362188
ACH-000544,-0.38176392735299997
ACH-000545,-0.28234859743900004
ACH-000547,-0.08254253243819999
ACH-000548,-0.199876369866
ACH-000549,-0.305515494589
ACH-000550,-0.196246154148
ACH-000552,-0.21430408700800002
ACH-000556,-0.231270915856
ACH-000557,-0.11996728217399999
ACH-000570,-0.22536189078899999
ACH-000571,-0.267102780617
ACH-000573,-0.194883352075
ACH-000576,-0.0344998035939
ACH-000580,-0.232634728348
ACH-000584,-0.321442149314
ACH-000585,-0.189365118072
ACH-000588,-0.23540785367
ACH-000589,-0.282698158906
ACH-000591,-0.298709799811
ACH-000593,-0.320736662596
ACH-000600,-0.305573882086
ACH-000601,-0.127346979354
ACH-000604,-0.172507834908
ACH-000605,-0.35857485492200003
ACH-000606,-0.29341504402
ACH-000608,-0.31180042461199997
ACH-000614,-0.0472227222133
ACH-000616,-0.274402810132
ACH-000618,-0.187763825579
ACH-000619,-0.253774843144
ACH-000620,-0.185878611949
ACH-000621,-0.230452339762
ACH-000622,-0.177056427102
ACH-000623,-0.07339925124289999
ACH-000624,-0.22593577970400003
ACH-000627,-0.198873788428
ACH-000630,-0.276968321823
ACH-000632,-0.22668368761500002
ACH-000633,0.025416853026200004
ACH-000637,-0.221448661209
ACH-000638,-0.0645197808344
ACH-000646,-0.21799987398499998
ACH-000647,-0.250118851053
ACH-000648,-0.0679005594451
ACH-000649,-0.18380091860599998
ACH-000651,-0.20560033659600002
ACH-000652,-0.449298318049
ACH-000653,-0.189872631167
ACH-000657,-0.236036139846
ACH-000658,-0.288721503346
ACH-000661,-0.0229267685261
ACH-000662,-0.12229211582499999
ACH-000663,-0.32399360401
ACH-000665,-0.188507260128
ACH-000671,-0.272875440955
ACH-000673,-0.244612715976
ACH-000676,-0.0724721708922
ACH-000677,-0.213399969724
ACH-000681,-0.0365173482214
ACH-000682,-0.25150178569000003
ACH-000683,-0.20210989423599998
ACH-000684,0.0487104593662
ACH-000688,-0.013216738368299999
ACH-000693,-0.150586563095
ACH-000694,-0.14897501487
ACH-000695,-0.306609044782
ACH-000696,-0.225814894576
ACH-000697,-0.250309751211
ACH-000699,-0.13211598962999999
ACH-000701,-0.38795110180299996
ACH-000706,-0.143135665069
ACH-000711,-0.260942593685
ACH-000713,-0.13185742191
ACH-000714,-0.138031613769
ACH-000718,-0.18738642909000003
ACH-000720,-0.320839776712
ACH-000721,-0.155972662062
ACH-000724,-0.040499731507900004
ACH-000725,-0.106091428196
ACH-000732,-0.218181735969
ACH-000734,-0.11698525524299999
ACH-000735,-0.178189591581
ACH-000736,-0.137871123811
ACH-000738,-0.216255220958
ACH-000746,-0.0416282307187
ACH-000747,0.010712974193200001
ACH-000748,-0.238118757969
ACH-000753,-0.226129995867
ACH-000756,-0.161542113631
ACH-000757,-0.260119215828
ACH-000758,-0.0373517283991
ACH-000760,-0.13823825066
ACH-000763,-0.17955298534699998
ACH-000764,-0.663529606082
ACH-000765,-0.21870667502500002
ACH-000766,-0.278030901401
ACH-000767,-0.19649367245000002
ACH-000768,-0.24973457875100002
ACH-000769,-0.302042902242
ACH-000770,-0.059541741001300004
ACH-000771,-0.211394837803
ACH-000773,-0.173605158911
ACH-000776,-0.157535125539
ACH-000777,-0.301970049149
ACH-000778,-0.15616851383199998
ACH-000781,-0.331181452498
ACH-000782,-0.26639808605799997
ACH-000783,-0.247259294648
ACH-000784,-0.18455967693300002
ACH-000785,-0.06835285622359999
ACH-000787,-0.269348087078
ACH-000788,-0.224278568268
ACH-000791,-0.0385899620777
ACH-000792,0.00187870470424
ACH-000794,-0.0901865197546
ACH-000796,-0.165915374841
ACH-000799,-0.107570733845
ACH-000800,-0.333101755582
ACH-000802,-0.14275874908299999
ACH-000804,-0.07163156943230001
ACH-000805,-0.20153339979
ACH-000809,-0.147403684832
ACH-000810,0.156394037349
ACH-000811,-0.20324490895
ACH-000817,-0.134199854511
ACH-000819,-0.403537474948
ACH-000820,-0.180568754992
ACH-000821,-0.158891785118
ACH-000822,-0.08146927320839999
ACH-000823,-0.171726311239
ACH-000824,-0.158990206168
ACH-000827,-0.10230300866900001
ACH-000829,-0.0813158900512
ACH-000831,-0.21475427236400002
ACH-000832,-0.30971558145100003
ACH-000833,-0.191470441622
ACH-000834,-0.101279603301
ACH-000835,-0.211214989868
ACH-000836,-0.36132927132299997
ACH-000837,-0.135214598742
ACH-000838,-0.320951413695
ACH-000839,-0.39380643267300003
ACH-000840,-0.0767459363126
ACH-000841,-0.404401036449
ACH-000843,-0.0439991717902
ACH-000846,-0.21382999375599998
ACH-000847,0.025967037795299998
ACH-000848,-0.19210745338
ACH-000849,-0.188953680053
ACH-000851,-0.141481283063
ACH-000855,0.0314285025115
ACH-000856,-0.2066688093
ACH-000858,-0.255114880572
ACH-000859,-0.230235117036
ACH-000861,-0.20976790306899998
ACH-000862,-0.209345667826
ACH-000865,-0.19236156341400001
ACH-000866,-0.214296916531
ACH-000867,-0.252779956311
ACH-000869,-0.30892778104699997
ACH-000872,-0.0347160568661
ACH-000873,-0.445767254278
ACH-000876,-0.26933168648600003
ACH-000878,-0.247875916146
ACH-000880,-0.104750159303
ACH-000881,-0.291700438571
ACH-000882,-0.54214290525
ACH-000884,-0.275312775308
ACH-000885,-0.29370746227
ACH-000887,-0.103882634518
ACH-000888,-0.106752517791
ACH-000889,-0.322562590223
ACH-000890,-0.14172017926
ACH-000896,-0.132488526122
ACH-000898,-0.299613230901
ACH-000900,-0.17434571829
ACH-000901,-0.18953305388500002
ACH-000905,-0.22063863456900001
ACH-000906,-0.19857621582499999
ACH-000907,-0.330513543676
ACH-000910,-0.30403110277
ACH-000911,-0.162804519783
ACH-000912,-0.09785455062899999
ACH-000913,-0.18090228877300002
ACH-000915,-0.222190823952
ACH-000916,-0.634887587672
ACH-000917,-0.18821830967999997
ACH-000921,-0.287936916174
ACH-000924,-0.0318804668497
ACH-000926,-0.23152198426800003
ACH-000928,-0.214735325033
ACH-000929,-0.157817201446
ACH-000932,-0.107006953226
ACH-000935,-0.117804566099
ACH-000936,-0.225355989978
ACH-000937,-0.210734827994
ACH-000938,-0.305406581322
ACH-000939,-0.413090335594
ACH-000941,-0.47509509938199995
ACH-000943,-0.111438656871
ACH-000946,-0.21597573012899998
ACH-000947,-0.130849618137
ACH-000948,-0.05072863142080001
ACH-000950,-0.201152475071
ACH-000953,-0.08974539953220001
ACH-000957,-0.0895841864389
ACH-000958,-0.352233227347
ACH-000960,-0.253333729008
ACH-000963,-0.11310951984999999
ACH-000968,-0.468401155695
ACH-000969,-0.156648778156
ACH-000973,-0.19324881691
ACH-000974,-0.07401148018739999
ACH-000975,-0.311931295817
ACH-000976,-0.298199497138
ACH-000978,-0.262811807412
ACH-000980,-0.10320387579700001
ACH-000984,-0.0912615587793
ACH-000986,-0.319389987145
ACH-000988,-0.130544734906
ACH-000993,0.197347012094
ACH-000994,-0.318550822936
ACH-000996,0.013643898293299999
ACH-001001,-0.19853157855099998
ACH-001020,-0.5531120986420001
ACH-001028,-0.20447570264400003
ACH-001031,-0.230299212718
ACH-001038,-0.116975767901
ACH-001048,-0.201676971152
ACH-001050,-0.16096176970599999
ACH-001053,-7.05984085273e-05
ACH-001054,-0.301076301915
ACH-001061,-0.34117980875799997
ACH-001067,-0.3565595145
ACH-001075,-0.29203786830600004
ACH-001096,-0.396362477928
ACH-001128,-0.395447371202
ACH-001134,-0.200523550004
ACH-001151,-0.31893071372299997
ACH-001163,-0.167908447102
ACH-001164,-0.123044588904
ACH-001173,-0.189229942475
ACH-001183,-0.283470503757
ACH-001184,-0.128801652227
ACH-001190,-0.223069460513
ACH-001192,-0.17950854764000002
ACH-001193,0.0897359138988
ACH-001196,-0.0877301814626
ACH-001197,-0.115790471873
ACH-001205,-0.11997317469699999
ACH-001211,-0.190257583753
ACH-001212,-0.062492604780900005
ACH-001228,-0.156358937826
ACH-001232,-0.0144019053898
ACH-001239,-0.134822559419
ACH-001274,0.0434339200879
ACH-001275,-0.0380642722495
ACH-001277,-0.17205309333500002
ACH-001278,0.0177572492945
ACH-001280,-0.06814440346509999
ACH-001283,-0.23326375457899998
ACH-001289,-0.12091157480699999
ACH-001295,-0.0783944838964
ACH-001300,-0.0385129362547
ACH-001301,-0.154419960176
ACH-001302,-0.06880664427489999
ACH-001303,-0.145826491502
ACH-001306,-0.211877571693
ACH-001318,-0.169492354071
ACH-001322,-0.18044550197599998
ACH-001328,-0.344257176484
ACH-001332,-0.600223042646
ACH-001333,0.0889258229757
ACH-001336,-0.160319123672
ACH-001340,-0.29164501694899997
ACH-001346,-0.28798136695
ACH-001353,-0.214952593609
ACH-001354,-0.584112348462
ACH-001367,-0.08560043817
ACH-001368,-0.294012846447
ACH-001374,0.0908606692055
ACH-001375,-0.26707015341400003
ACH-001377,-0.166113505536
ACH-001380,-0.30891535582699997
ACH-001391,-0.16678962415100002
ACH-001407,-0.131579729742
ACH-001408,-0.0757383956351
ACH-001413,-0.215317851254
ACH-001430,-0.590737531487
ACH-001431,-0.012964742856399999
ACH-001450,-0.229602400157
ACH-001496,-0.297503864282
ACH-001500,-0.16600863258600002
ACH-001521,-0.09390435384
ACH-001523,-0.24081355443900002
ACH-001532,-0.185413945278
ACH-001536,-0.18789056971999998
ACH-001550,-0.155558269256
ACH-001552,-0.365830799784
ACH-001554,-0.146190642249
ACH-001645,-0.18788472814100002
ACH-001654,-0.127948043668
ACH-001715,-0.157022764781
ACH-001735,-0.19116851056200002
ACH-001736,-0.111218247137
ACH-001737,0.154450249888
ACH-001740,-0.08700997923
ACH-001745,-0.35124981163400004
ACH-001750,-0.279343660919
ACH-001765,-0.34741558321099997
ACH-001956,-0.210627930969
ACH-001957,-0.137378962591
