,HSP90AB1 (3326)
ACH-000823,-0.194311372628
ACH-000824,-0.163394792648
ACH-000827,-0.38509325505900005
ACH-000829,-0.5224182210530001
ACH-000831,-0.475651217096
ACH-000832,-0.36377795767300003
ACH-000833,-0.329833310245
ACH-000834,-0.445319304517
ACH-000835,-0.0224754649816
ACH-000836,-0.150457236884
ACH-000837,-0.324038947385
ACH-000838,-0.669184906132
ACH-000839,-0.432750288168
ACH-000840,-0.454465446396
ACH-000841,-0.355266509332
ACH-000843,-0.170866170035
ACH-000846,-0.40754663632700006
ACH-000847,-0.48841832130699997
ACH-000848,-0.569608042318
ACH-000849,-0.35250895547
ACH-000851,-0.195415664367
ACH-000855,-0.655215118749
ACH-000856,-0.0877912067119
ACH-000858,-0.43633974320600005
ACH-000859,-0.499561257473
ACH-000861,-0.0529987916809
ACH-000862,-0.279978206873
ACH-000865,-0.477541536597
ACH-000866,-0.509151934754
ACH-000867,-0.31518628683899996
ACH-000869,-0.247350620666
ACH-000872,-0.212692287224
ACH-000873,-0.0303151265429
ACH-000876,-0.635825880166
ACH-000878,-0.416855044375
ACH-000880,-0.113991962761
ACH-000881,-0.305189212843
ACH-000882,-0.251138596751
ACH-000884,-0.156536720052
ACH-000885,-0.385145075893
ACH-000887,-0.407402295015
ACH-000888,-0.363002108027
ACH-000889,-0.257063359379
ACH-000890,-0.325618481671
ACH-000896,-0.34527799668399994
ACH-000898,-0.397987639597
ACH-000900,-0.617659283615
ACH-000901,-0.216007787667
ACH-000905,-0.36818614979099995
ACH-000906,-0.299135203631
ACH-000907,-0.19876650182
ACH-000910,-0.245887039125
ACH-000911,-0.32895701944899997
ACH-000912,-0.454178185237
ACH-000913,-0.357296094002
ACH-000915,-0.273643906307
ACH-000916,-0.820046398246
ACH-000917,-0.244048207814
ACH-000921,-0.22234956201699999
ACH-000924,-0.335381185207
ACH-000926,-0.457144208229
ACH-000928,0.0157325654957
ACH-000929,-0.481811037623
ACH-000932,-0.302923640872
ACH-000935,-0.19436681137200001
ACH-000936,-0.407945954767
ACH-000937,-0.392186078385
ACH-000938,-0.392612435727
ACH-000939,-0.238273524412
ACH-000941,-0.613472549041
ACH-000943,-0.322241179713
ACH-000946,-0.384477268511
ACH-000947,-0.400894673604
ACH-000948,-0.21638748100699998
ACH-000950,-0.396376626392
ACH-000953,-0.20203707586599998
ACH-000957,-0.104254151236
ACH-000958,-0.35972626824500004
ACH-000960,-0.548058652848
ACH-000963,-0.7035035146699999
ACH-000968,-0.10260480944499999
ACH-000969,-0.09262212668839999
ACH-000973,-0.35196740901699997
ACH-000974,-0.34215380632299996
ACH-000975,-0.49399406651199995
ACH-000976,-0.278917724267
ACH-000978,-0.321952620452
ACH-000980,-0.24180059726999997
ACH-000984,-0.625269868139
ACH-000986,-0.490459219083
ACH-000988,-0.0887004064528
ACH-000993,-0.28633332740600004
ACH-000994,-0.322985920602
ACH-000996,-0.470454227118
ACH-001001,-0.35361750376999995
ACH-001020,-0.313378554403
ACH-001028,-0.44302741778800003
ACH-001031,-0.070920222862
ACH-001038,-0.297002913727
ACH-001048,-0.206895573084
ACH-001050,-0.4653959570699999
ACH-001053,-0.40491466192000003
ACH-001054,-0.5519680459040001
ACH-001061,-0.47908158371200005
ACH-001067,-0.643680148815
ACH-001075,-0.308668773116
ACH-001096,-0.34022676320100004
ACH-001128,-0.5823504034629999
ACH-001134,-0.19105530672
ACH-001151,-0.346308247844
ACH-001163,-0.20627120250999997
ACH-001164,-0.17763032727800002
ACH-001173,-0.287783846823
ACH-001183,-0.19681443917199998
ACH-001184,-0.16479242847699999
ACH-001190,-0.63949995514
ACH-001192,-0.545275622021
ACH-001193,-0.106805003637
ACH-001196,-0.764546976311
ACH-001197,0.0953639754834
ACH-001205,-0.262050170875
ACH-001211,-0.226850400482
ACH-001212,0.09695641652110001
ACH-001228,-0.333754028953
ACH-001232,-0.313971209804
ACH-001239,-0.364467971043
ACH-001274,-0.47750936574600006
ACH-001275,0.156982833632
ACH-001277,-0.38846530650300004
ACH-001278,-0.44916305456200006
ACH-001280,-0.40256707325400004
ACH-001283,-0.314336510818
ACH-001289,-0.53692091798
ACH-001295,-0.163295352901
ACH-001300,-0.127249577354
ACH-001301,-0.18099616392
ACH-001302,-0.16688582312
ACH-001303,-0.34662024087399995
ACH-001306,-0.08879702945810002
ACH-001318,-0.178611561595
ACH-001322,-0.5769269694420001
ACH-001328,-0.6229099491560001
ACH-001332,-0.23658055220899998
ACH-001333,-0.397527105011
ACH-001336,-0.24110362163000001
ACH-001340,-0.239568872962
ACH-001346,-0.273855589495
ACH-001353,-0.36004821594
ACH-001354,-0.672585497579
ACH-001367,-0.61385266772
ACH-001368,-0.423191373095
ACH-001374,-0.434527598799
ACH-001375,-0.276685444229
ACH-001377,-0.191672697754
ACH-001380,-0.10570386743599999
ACH-001391,-0.342189744237
ACH-001407,-0.47738425851599997
ACH-001408,-0.3225610696
ACH-001413,-0.45616631961599996
ACH-001430,-0.249424300662
ACH-001431,-0.205606684704
ACH-001450,-0.345024571631
ACH-001496,-0.42892743388300003
ACH-001500,-0.45992931867799997
ACH-001521,-0.6363742314649999
ACH-001523,-0.712405573133
ACH-001532,-0.506221351233
ACH-001536,0.156368252736
ACH-001550,-0.23951246672600002
ACH-001552,-0.317316591941
ACH-001554,-0.368657407891
ACH-001645,-0.147747406436
ACH-001654,-0.306850022459
ACH-001715,-0.725255031345
ACH-001735,-0.392089899273
ACH-001736,-0.5821361204609999
ACH-001737,-0.633467965908
ACH-001740,-0.236804849704
ACH-001745,-0.309328147597
ACH-001750,-0.57861177311
ACH-001765,-0.8503416580609999
ACH-001956,-0.33671487305
ACH-001957,-0.393918053841
