,ARL4D (379)
ACH-000512,-0.739025552869
ACH-000516,-0.586548791376
ACH-000517,-0.557486706189
ACH-000518,-0.605347499778
ACH-000520,-0.5362371560320001
ACH-000521,-0.615935949458
ACH-000522,-0.52749093507
ACH-000524,-0.739938438731
ACH-000527,-0.575335862783
ACH-000528,-0.593917577237
ACH-000537,-0.542006791267
ACH-000541,-0.620780978113
ACH-000542,-0.48202830283
ACH-000544,-0.455248635034
ACH-000545,-0.405323732024
ACH-000547,-0.611602448972
ACH-000548,-0.688176021108
ACH-000549,-0.542376801532
ACH-000550,-0.542072231832
ACH-000552,-0.631271024521
ACH-000556,-0.53261530441
ACH-000557,-0.46932840685000005
ACH-000570,-0.547305169283
ACH-000571,-0.853542011926
ACH-000573,-0.5070165868959999
ACH-000576,-0.5937078410050001
ACH-000580,-0.326576065716
ACH-000584,-0.687967210899
ACH-000585,-0.58510853529
ACH-000588,-0.433456956822
ACH-000589,-0.391403999621
ACH-000591,-0.519018844464
ACH-000593,-0.6826661265889999
ACH-000600,-0.718651946091
ACH-000601,-0.528923618392
ACH-000604,-0.645851159177
ACH-000605,-0.415463344627
ACH-000606,-0.719865477834
ACH-000608,-0.6050480203090001
ACH-000614,-0.372658762165
ACH-000616,-0.5596685589329999
ACH-000618,-0.517184277131
ACH-000619,-0.48428465704499996
ACH-000620,-0.5686516165600001
ACH-000621,-0.47717326715400005
ACH-000622,-0.521328246443
ACH-000623,-0.502706039806
ACH-000624,-0.647535717547
ACH-000627,-0.555450717498
ACH-000630,-0.521016578999
ACH-000632,-0.580154360913
ACH-000633,-0.8177383158339999
ACH-000637,-0.820983047023
ACH-000638,-0.469201762329
ACH-000646,-0.809386994623
ACH-000647,-0.6729610916969999
ACH-000648,-0.250556301773
ACH-000649,-0.547869126209
ACH-000651,-0.5222073282540001
ACH-000652,-0.5480354337169999
ACH-000653,-0.41304796015600004
ACH-000657,-0.46167471744800004
ACH-000658,-0.7268264729330001
ACH-000661,-0.7390197739300001
ACH-000662,-0.9817292650130001
ACH-000663,-0.762183952255
ACH-000665,-0.5167632126899999
ACH-000671,-0.590636167149
ACH-000673,-0.45650957575199996
ACH-000676,-0.716604560299
ACH-000677,-0.575167767548
ACH-000681,-0.577785484996
ACH-000682,-0.449183090885
ACH-000683,-0.558098298649
ACH-000684,-0.6925106175040001
ACH-000688,-0.717585582852
ACH-000693,-0.495169043961
ACH-000694,-0.467465926718
ACH-000695,-0.662733839238
ACH-000696,-0.637807410321
ACH-000697,-0.513940757338
ACH-000699,-0.503697762834
ACH-000701,-0.514359348881
ACH-000706,-0.5564575596369999
ACH-000711,-0.453481552332
ACH-000713,-0.446815880397
ACH-000714,-0.5616930549710001
ACH-000718,-0.574651365974
ACH-000720,-0.549110057676
ACH-000721,-0.599301909965
ACH-000724,-0.704928265344
ACH-000725,-0.42030830932999996
ACH-000732,-0.621021741298
ACH-000734,-0.509002613439
ACH-000735,-0.5303795381490001
ACH-000736,-0.5488411932949999
ACH-000738,-0.610317894404
ACH-000746,-0.44727169287
ACH-000747,-0.600407707178
ACH-000748,-0.553392992357
ACH-000753,-0.43122267288500005
ACH-000756,-0.614878983055
ACH-000757,-0.428773480831
ACH-000758,-0.675693949821
ACH-000760,-0.535693472421
ACH-000763,-0.38688469733499997
ACH-000764,-0.636459991389
ACH-000765,-0.496197865646
ACH-000766,-0.573012026522
ACH-000767,-0.607874948982
ACH-000768,-0.529688136705
ACH-000769,-0.43464120161700004
ACH-000770,-0.520015633485
ACH-000771,-0.5456411044430001
ACH-000773,-0.364668623471
ACH-000776,-0.60601754607
ACH-000777,-0.465246298828
ACH-000778,-0.555269783862
ACH-000781,-0.43614927219899996
ACH-000782,-0.6826910638510001
ACH-000783,-0.48725509360299996
ACH-000784,-0.47528969979999997
ACH-000785,-0.46498971587
ACH-000787,-0.521059585277
ACH-000788,-0.596004305548
ACH-000791,-0.520248021015
ACH-000792,-0.445698244344
ACH-000794,-0.530963911157
ACH-000796,-0.645717422345
ACH-000799,-0.510642857431
ACH-000800,-0.385023493271
ACH-000802,-0.47437591191699996
ACH-000804,-0.36520303024899997
ACH-000805,-0.48054710596600003
ACH-000809,-0.624204573231
ACH-000810,-0.598862870332
ACH-000811,-0.718155762687
ACH-000817,-0.5243546889199999
ACH-000819,-0.413399275629
ACH-000820,-0.6248133703800001
ACH-000821,-0.793012398053
ACH-000822,-0.7728816754610001
ACH-000823,-0.42706963663099995
ACH-000824,-0.500235015867
ACH-000827,-0.6155041443770001
ACH-000829,-0.279507889936
ACH-000831,-0.22954522851300002
ACH-000832,-0.511234383421
ACH-000833,-0.654358711113
ACH-000834,-0.595076845602
ACH-000835,-0.507522116771
ACH-000836,-0.581575500924
ACH-000837,-0.602374481548
ACH-000838,-0.7528948432520001
ACH-000839,-0.541055173972
ACH-000840,-0.63760308133
ACH-000841,-0.314224161009
ACH-000843,-0.685931689112
ACH-000846,-0.546071825092
ACH-000847,-0.6133816080110001
ACH-000848,-0.607302654161
ACH-000849,-0.5650626581939999
ACH-000851,-0.777344396875
ACH-000855,-0.308410467924
ACH-000856,-0.465840155287
ACH-000858,-0.463338924745
ACH-000859,-1.13596985166
ACH-000861,-0.40281204831100004
ACH-000862,-0.40392649926799995
ACH-000865,-0.48497701636999996
ACH-000866,-0.457492776742
ACH-000867,-0.41012153191
ACH-000869,-0.616050301901
ACH-000872,-0.697109665807
ACH-000873,-0.502981199971
ACH-000876,-0.319883904769
ACH-000878,-0.547728212235
ACH-000880,-0.14162377758
ACH-000881,-0.446149350606
ACH-000882,-0.566360595019
ACH-000884,-0.525814734246
ACH-000885,-0.541618327232
ACH-000887,-0.556751670342
ACH-000888,-0.565617574227
ACH-000889,-0.5494389112100001
ACH-000890,-0.44079389673999997
ACH-000896,-0.498264922403
ACH-000898,-0.438805808596
ACH-000900,-0.539073383767
ACH-000901,-0.565872484526
ACH-000905,-0.530275098458
ACH-000906,-0.539605199039
ACH-000907,-0.48996734193499997
ACH-000910,-0.36258381519199995
ACH-000911,-0.478013091943
ACH-000912,-0.623203694055
ACH-000913,-0.544257608391
ACH-000915,-0.619694050326
ACH-000916,-0.7913549910809999
ACH-000917,-0.382869468099
ACH-000921,-0.41871620247900004
ACH-000924,-0.61533130108
ACH-000926,-0.447572281486
ACH-000928,-0.415866225181
ACH-000929,-0.5204020645
ACH-000932,-0.41686405905900004
ACH-000935,-0.514270402651
ACH-000936,-0.6336122551569999
ACH-000937,-0.621427324393
ACH-000938,-0.5205602259440001
ACH-000939,-0.5489650799
ACH-000941,-0.368116260386
ACH-000943,-0.47767510442500005
ACH-000946,-0.48721062936899995
ACH-000947,-0.6997481059110001
ACH-000948,-0.68197889118
ACH-000950,-0.5367249581360001
ACH-000953,-0.6062827647119999
ACH-000957,-0.646486133814
ACH-000958,-0.476019347261
ACH-000960,-0.42872484227200003
ACH-000963,-0.408943943815
ACH-000968,-0.5029815711469999
ACH-000969,-0.489285196755
ACH-000973,-0.578976440854
ACH-000974,-0.5275228008780001
ACH-000975,-0.5165118982370001
ACH-000976,-0.660253142995
ACH-000978,-0.391412394186
ACH-000980,-0.41805988724
ACH-000984,-0.886834047864
ACH-000986,-0.6016125148100001
ACH-000988,-0.434146202184
ACH-000993,-0.45775482895
ACH-000994,-0.449744002384
ACH-000996,-0.6080979711860001
ACH-001001,-0.568911774456
ACH-001020,-0.6737872735670001
ACH-001028,-0.646961099486
ACH-001031,-0.631767632904
ACH-001038,-0.615159199225
ACH-001048,-0.527991196886
ACH-001050,-0.545935365538
ACH-001053,-0.630788498102
ACH-001054,-0.7266251125480001
ACH-001061,-0.513708508168
ACH-001067,-0.694807113942
ACH-001075,-0.6079782222510001
ACH-001096,-0.5272950372199999
ACH-001128,-0.7854320476860001
ACH-001134,-0.42235614526500004
ACH-001151,-0.576860222371
ACH-001163,-0.781092584832
ACH-001164,-0.496376378459
ACH-001173,-0.610941733451
ACH-001183,-0.559009963412
ACH-001184,-0.350493599924
ACH-001190,-0.413038110172
ACH-001192,-0.554913697262
ACH-001193,-0.6664404141570001
ACH-001196,-0.489698871213
ACH-001197,-0.755909860125
ACH-001205,-0.262867625394
ACH-001211,-0.316917441993
ACH-001212,-0.6810022599529999
ACH-001228,-0.522284923433
ACH-001232,-0.570107281409
ACH-001239,-0.621502267726
ACH-001274,-0.8032288614499999
ACH-001275,-0.725158702261
ACH-001277,-0.768247425111
ACH-001278,-0.40743648645499997
ACH-001280,-0.44103889432300003
ACH-001283,-0.619151409924
ACH-001289,-0.27794999851
ACH-001295,-0.528410751338
ACH-001300,-0.643730685475
ACH-001301,-0.680495145053
ACH-001302,-0.809127671529
ACH-001303,-0.485955201733
ACH-001306,-0.6882331844740001
ACH-001318,-0.388650954291
ACH-001322,-0.653481251554
ACH-001328,-0.691463952146
ACH-001332,-0.727672237313
ACH-001333,-0.570961186447
ACH-001336,-0.688262772357
ACH-001340,-0.708395420637
ACH-001346,-0.440406788378
ACH-001353,-0.57189005044
ACH-001354,-0.609342547453
ACH-001367,-0.7181561955519999
ACH-001368,-0.53027201487
ACH-001374,-0.6516688963939999
ACH-001375,-0.5787990021230001
ACH-001377,-0.636566483003
ACH-001380,-0.622714057982
ACH-001391,-0.496850038688
ACH-001407,-0.540784901379
ACH-001408,-0.530170661501
ACH-001413,-0.58507700956
ACH-001430,-0.387322828452
ACH-001431,-0.494750721705
ACH-001450,-0.553991010935
ACH-001496,-0.444771315506
ACH-001500,-0.669832163009
ACH-001521,-0.65176433372
ACH-001523,-0.5152702521270001
ACH-001532,-0.478233980934
ACH-001536,-0.476115197109
ACH-001550,-0.40003579048199994
ACH-001552,-0.437784014205
ACH-001554,-0.4895404675
ACH-001645,-0.616048380741
ACH-001654,-0.656994219788
ACH-001715,-0.5929448204559999
ACH-001735,-0.489228820574
ACH-001736,-0.5278867288870001
ACH-001737,-0.8426539789569999
ACH-001740,-0.417506924389
ACH-001745,-0.35565218470700005
ACH-001750,-0.64455237441
ACH-001765,-0.47456165489299995
ACH-001956,-0.523385297123
ACH-001957,-0.5629215556430001
