,C2orf27A (29798)
ACH-000958,-0.40864290488399996
ACH-000960,-0.7639539627519999
ACH-000963,-0.920067828118
ACH-000968,-0.7471866065549999
ACH-000969,-0.595157449038
ACH-000973,-0.582109201763
ACH-000974,-0.655604151619
ACH-000975,-0.791812545654
ACH-000976,-0.719641426228
ACH-000978,-0.0432128137371
ACH-000980,-0.625355902848
ACH-000984,-0.655066077747
ACH-000986,-0.7052806115800001
ACH-000988,-0.630864644619
ACH-000993,-0.574258012684
ACH-000994,-0.693308250233
ACH-000996,-0.79245351522
ACH-001001,-0.488680525276
ACH-001020,-0.8601779780500001
ACH-001028,-0.8676362642569999
ACH-001031,-0.755072168893
ACH-001038,-0.832442198494
ACH-001048,-0.881919269314
ACH-001050,-0.538710416684
ACH-001053,-0.699562854985
ACH-001054,-0.873933786651
ACH-001061,-0.7883831733519999
ACH-001067,-0.768982626205
ACH-001075,-0.612005728083
ACH-001096,-0.549374652004
ACH-001128,-0.7958942136030001
ACH-001134,-0.9322708020620001
ACH-001151,-0.560455275316
ACH-001163,-0.7172219042039999
ACH-001164,-0.783189751029
ACH-001173,-0.8057491612119999
ACH-001183,-0.6170181244640001
ACH-001184,-0.77110227389
ACH-001190,-0.995598633785
ACH-001192,-0.8274901533939999
ACH-001193,-0.882043481207
ACH-001196,-0.78290997303
ACH-001197,-0.791837089611
ACH-001205,-0.551275967362
ACH-001211,-0.9280235563760001
ACH-001212,-0.927887913716
ACH-001228,-0.34759042752499997
ACH-001232,-0.8660975325120001
ACH-001239,-0.670122927899
ACH-001274,-0.881212393899
ACH-001275,-0.6088842363120001
ACH-001277,-0.716988195298
ACH-001278,-0.581641194025
ACH-001280,-0.9370814083650001
ACH-001283,-0.721473609293
ACH-001289,-0.575988053109
ACH-001295,-0.673730761933
ACH-001300,-0.660403503251
ACH-001301,-0.794391110599
ACH-001302,-0.9553034022570001
ACH-001303,-1.00272089392
ACH-001306,-0.618380989466
ACH-001318,-0.904965603662
ACH-001322,-0.6093652770870001
ACH-001328,-0.733283247423
ACH-001332,-0.7830111673190001
ACH-001333,-0.850977986586
ACH-001336,-0.884983485023
ACH-001340,-0.580137412316
ACH-001346,-0.7092089517669999
ACH-001353,-0.6756806331659999
ACH-001354,-0.18866258181200002
ACH-001367,-0.971289322491
ACH-001368,-0.805034846481
ACH-001374,-0.7964871962860001
ACH-001375,-0.814232844051
ACH-001377,-0.740712095896
ACH-001380,-0.8202864878560001
ACH-001391,-0.741248673563
ACH-001407,-0.7109776600419999
ACH-001408,-0.560573743198
ACH-001413,-0.541651042207
ACH-001430,-0.551729341203
ACH-001431,-0.490521766528
ACH-001450,-0.58985408574
ACH-001496,-0.719305794984
ACH-001500,-0.727403595044
ACH-001521,-0.507925383925
ACH-001523,-0.6932510538619999
ACH-001532,-0.744974411988
ACH-001536,-0.8691684836700001
ACH-001550,-0.762108104102
ACH-001552,-0.7598166354620001
ACH-001554,-0.7088223737809999
ACH-001645,-0.717046266468
ACH-001654,-0.8276409924349999
ACH-001715,-0.968486229912
ACH-001735,-0.634044128279
ACH-001736,-0.768869483653
ACH-001737,-1.1289092572
ACH-001740,-0.832026734876
ACH-001745,-0.819360430164
ACH-001750,-0.8295856648280001
ACH-001765,-0.752848521444
ACH-001956,-1.099598971
ACH-001957,-1.11411375253
