,TUBB4A (10382)
ACH-000204,-0.513924781259
ACH-000206,-0.338307788239
ACH-000207,-0.06922828042460001
ACH-000211,-0.34653853623099995
ACH-000215,-0.258886833394
ACH-000221,-0.494731066435
ACH-000222,-0.421383137422
ACH-000223,-0.33915840549599996
ACH-000226,-0.34156894778200003
ACH-000227,-0.08905913271130002
ACH-000228,-0.31996313699
ACH-000231,-0.328161738679
ACH-000232,-0.35998585624799995
ACH-000233,-0.44298017126199996
ACH-000234,-0.27768070366500003
ACH-000235,-0.415954807888
ACH-000237,-0.295211006216
ACH-000238,-0.23518846937100002
ACH-000243,-0.286520573943
ACH-000244,-0.23884187335999998
ACH-000246,-0.315593694307
ACH-000248,-0.39569819831999997
ACH-000250,-0.489481330529
ACH-000251,-0.11858879715999998
ACH-000253,-0.408740749437
ACH-000255,-0.37435796960400003
ACH-000256,-0.327868408055
ACH-000257,-0.07442042173510001
ACH-000258,-0.39918926901999996
ACH-000259,-0.302192555067
ACH-000260,-0.37156734599
ACH-000261,-0.36731202494000004
ACH-000262,-0.225449360202
ACH-000263,-0.380092747498
ACH-000264,-0.31746587206300003
ACH-000265,-0.24396394954
ACH-000266,-0.277578159449
ACH-000272,-0.395713961866
ACH-000273,-0.402378399103
ACH-000274,-0.342347535897
ACH-000277,-0.350557095361
ACH-000278,-0.293349755835
ACH-000279,-0.185011815909
ACH-000280,-0.558934856868
ACH-000281,-0.5622270831939999
ACH-000288,-0.26542036719
ACH-000291,-0.35256631519000003
ACH-000293,-0.510774347622
ACH-000294,-0.24836934916900003
ACH-000295,-0.333393818424
ACH-000296,-0.35538275630500005
ACH-000302,-0.489063405051
ACH-000304,-0.509575485351
ACH-000307,-0.376222863032
ACH-000308,-0.394021231853
ACH-000310,-0.155376010746
ACH-000311,-0.35013095337300004
ACH-000312,-0.225916680619
ACH-000315,-0.10951134421299999
ACH-000316,-0.226416031963
ACH-000317,-0.253568976199
ACH-000318,-0.28472213293000004
ACH-000319,-0.430408546727
ACH-000320,-0.314350877931
ACH-000322,-0.27917218659000004
ACH-000323,-0.47702082659999995
ACH-000324,-0.424171776513
ACH-000329,-0.244024626117
ACH-000330,-0.29679898580499997
ACH-000331,-0.37191902898900003
ACH-000332,-0.205028489496
ACH-000334,-0.338432836022
ACH-000335,-0.311322780945
ACH-000336,-0.445746378191
ACH-000337,-0.648841187244
ACH-000339,-0.436943866277
ACH-000341,-0.17687057163
ACH-000348,-0.336821162632
ACH-000350,-0.408688164815
ACH-000352,-0.387362544139
ACH-000356,-0.148901093002
ACH-000361,-0.571853570762
ACH-000362,-0.341618783299
ACH-000363,-0.430642626301
ACH-000364,-0.426047330564
ACH-000365,-0.314466083455
ACH-000366,-0.34090502068899997
ACH-000368,-0.76969874329
ACH-000374,-0.468181979815
ACH-000375,-0.670212244473
ACH-000376,-0.285917612988
ACH-000381,-0.236738003577
ACH-000383,-0.412580887668
ACH-000387,-0.18415850037599998
ACH-000389,-0.443871891819
ACH-000390,-0.346976405848
ACH-000393,-0.483770087399
ACH-000395,-0.103915076738
ACH-000397,-0.23864144335999998
ACH-000401,-0.140170918081
ACH-000402,-0.345628427275
ACH-000403,-0.3516467521
ACH-000404,-0.0931484852567
ACH-000406,-0.22246722669
ACH-000407,-0.27283887684700003
ACH-000408,-0.47200705621699995
ACH-000410,-0.24929588664900001
ACH-000411,-0.734121135862
ACH-000414,-0.334150341052
ACH-000415,-0.400382671959
ACH-000416,-0.45524142766099995
ACH-000420,-0.482446075496
ACH-000421,-0.22100321158300001
ACH-000424,-0.416499276637
ACH-000425,-0.333536184617
ACH-000426,-0.302323510215
ACH-000427,-0.28645651479
ACH-000433,-0.662337836161
ACH-000436,-0.118665669567
ACH-000444,-0.115379849508
ACH-000445,-0.396030225651
ACH-000448,-0.341292412172
ACH-000450,-0.328175147231
ACH-000452,-0.298856996806
ACH-000454,-0.285378994193
ACH-000458,-0.46845863742399996
ACH-000459,-0.32010022824
ACH-000460,-0.316722771494
ACH-000461,-0.41584229537399997
ACH-000463,-0.125722864491
ACH-000464,-0.238974382179
ACH-000466,-0.209095425525
ACH-000467,-0.0776122175675
ACH-000468,-0.0424481215324
ACH-000469,-0.30852998987
ACH-000470,-0.31333261321899997
ACH-000471,-0.391352788615
ACH-000472,-0.362403395593
ACH-000473,-0.41603390349799996
ACH-000475,-0.213659931173
ACH-000476,-0.463128806321
ACH-000477,-0.402600437494
ACH-000480,-0.645867072387
ACH-000481,-0.390725564092
ACH-000483,-0.444258378765
ACH-000484,0.09334436386499999
ACH-000485,-0.349344530277
ACH-000486,-0.169970443875
ACH-000487,-0.195963762407
ACH-000488,-0.286422385673
ACH-000490,-0.25195410051999995
ACH-000491,-0.297907449875
ACH-000495,-0.344679009257
ACH-000496,-0.31247270296
ACH-000499,-0.424397944583
ACH-000500,-0.372043453092
ACH-000502,-0.285602326205
ACH-000503,-0.310756070557
ACH-000505,-0.276107826329
ACH-000507,-0.384443007566
ACH-000510,-0.39144442514600003
ACH-000511,-0.12936363318
ACH-000512,-0.6295867482999999
ACH-000516,-0.310404910405
ACH-000517,-0.290433039851
ACH-000518,-0.135386185385
ACH-000520,-0.322741089935
ACH-000521,-0.303575150695
ACH-000522,-0.475915592626
ACH-000524,-0.37943771997500003
ACH-000527,-0.36036472008500003
ACH-000528,-0.41544728414000004
ACH-000537,-0.305197919632
ACH-000541,-0.225775047866
ACH-000542,-0.25757209708900003
ACH-000544,-0.21927306174199998
ACH-000545,-0.334115701737
ACH-000547,-0.492309992966
ACH-000548,-0.19676574451499998
ACH-000549,-0.588414765883
ACH-000550,-0.30464623925900003
ACH-000552,-0.144834854938
ACH-000556,-0.6250738341350001
ACH-000557,-0.337897833622
ACH-000570,-0.27569859103100003
ACH-000571,-0.32706213039
ACH-000573,-0.347001700686
ACH-000576,-0.190393202132
ACH-000580,-0.25269528077799996
ACH-000584,-0.345265593168
ACH-000585,-0.216263193129
ACH-000588,-0.14054824707
ACH-000589,-0.31647807941100004
ACH-000591,-0.511980854091
ACH-000593,-0.33959497191200005
ACH-000600,-0.200896939298
ACH-000601,-0.367810122355
ACH-000604,-0.351794371158
ACH-000605,-0.21855418827
ACH-000606,-0.434096028824
ACH-000608,-0.273214776078
ACH-000614,-0.25730957213000005
ACH-000616,-0.23568404484000002
ACH-000618,-0.17282089894299998
ACH-000619,-0.19304374088799997
ACH-000620,-0.42536394342100003
ACH-000621,-0.33766137997199996
ACH-000622,-0.46599300992299997
ACH-000623,-0.313736843532
ACH-000624,-0.428474288354
ACH-000627,-0.277912655421
ACH-000630,-0.443568499336
ACH-000632,-0.290189095979
ACH-000633,-0.567482101057
ACH-000637,-0.586212457276
ACH-000638,-0.277421833203
ACH-000646,-0.0999826435022
ACH-000647,-0.257535016572
ACH-000648,-0.241273860995
ACH-000649,-0.418945254352
ACH-000651,-0.25576124895999997
ACH-000652,-0.26441161346000003
ACH-000653,-0.470096998715
ACH-000657,-0.38237599772299996
ACH-000658,-0.453013171925
ACH-000661,-0.387214824327
ACH-000662,-0.186650744425
ACH-000663,-0.152584446959
ACH-000665,-0.35621872207599997
ACH-000671,-0.255789423495
ACH-000673,-0.307756206305
ACH-000676,-0.299576941459
ACH-000677,-0.109685966934
ACH-000681,-0.456075213262
ACH-000682,-0.499591489621
ACH-000683,-0.354193849864
ACH-000684,-0.272979968611
ACH-000688,-0.304767776169
ACH-000693,-0.229562479291
ACH-000694,-0.33640198348899997
ACH-000695,0.132319946277
ACH-000696,-0.346009918912
ACH-000697,-0.224781381666
ACH-000699,-0.31044692264699997
ACH-000701,-0.348614367288
ACH-000706,-0.376542456987
ACH-000711,-0.24190223598299998
ACH-000713,-0.39821534484399995
ACH-000714,-0.295067769251
ACH-000718,-0.128547678285
ACH-000720,-0.344204895055
ACH-000721,-0.40861794385899997
ACH-000724,-0.400142433265
ACH-000725,-0.835931417063
ACH-000732,-0.50878874486
ACH-000734,-0.525269041751
ACH-000735,-0.258509855731
ACH-000736,-0.254084704833
ACH-000738,-0.332504022124
ACH-000746,-0.337356715679
ACH-000747,-0.264501230428
ACH-000748,-0.43642646592699996
ACH-000753,-0.232364193627
ACH-000756,-0.557326683113
ACH-000757,-0.276556652368
ACH-000758,-0.47607356440399995
ACH-000760,-0.19920985
ACH-000763,-0.10943074130699999
ACH-000764,-0.372266134797
ACH-000765,-0.285448735225
ACH-000766,-0.219211880815
ACH-000767,-0.318764648727
ACH-000768,-0.6081625087389999
ACH-000769,-0.478158541337
ACH-000770,-0.19474394094099998
ACH-000771,-0.477175423718
ACH-000773,-0.0641172956319
ACH-000776,-0.41758631093599996
ACH-000777,-0.46219868889399995
ACH-000778,-0.36881546665
ACH-000781,-0.295600866816
ACH-000782,-0.298778437595
ACH-000783,-0.293463125159
ACH-000784,-0.263701092576
ACH-000785,-0.312870666473
ACH-000787,-0.297455013621
ACH-000788,-0.425879795281
ACH-000791,-0.150205092711
ACH-000792,-0.447262478156
ACH-000794,-0.522036440215
ACH-000796,-0.212423598233
ACH-000799,-0.289108792855
ACH-000800,-0.136835806911
ACH-000802,-0.290179736529
ACH-000804,-0.4324431588
ACH-000805,-0.622642279724
ACH-000809,-0.285083257998
ACH-000810,-0.289004328376
ACH-000811,-0.392227231757
ACH-000817,-0.397478393309
ACH-000819,-0.36713756195
ACH-000820,-0.572388424851
ACH-000821,-0.100878164485
ACH-000822,-0.223803096219
ACH-000823,-0.436460176774
ACH-000824,-0.278622827288
ACH-000827,-0.366971346264
ACH-000829,-0.284125156173
ACH-000831,-0.497486184118
ACH-000832,-0.453539370432
ACH-000833,-0.186042820182
ACH-000834,-0.486520298341
ACH-000835,-0.272515284167
ACH-000836,-0.35643958202299997
ACH-000837,-0.422546010969
ACH-000838,-0.40441404649400003
ACH-000839,-0.290292015688
ACH-000840,-0.437682261165
ACH-000841,-0.410491395899
ACH-000843,-0.236077433076
ACH-000846,-0.543660948121
ACH-000847,-0.39262456104800003
ACH-000848,-0.295380174341
ACH-000849,-0.194103181291
ACH-000851,-0.454361563838
ACH-000855,-0.32443882108600003
ACH-000856,-0.37709638153999997
ACH-000858,-0.290970811356
ACH-000859,-0.37403771833599997
ACH-000861,-0.485866827894
ACH-000862,-0.234119351173
ACH-000865,-0.296967582216
ACH-000866,-0.191521506904
ACH-000867,-0.262191205624
ACH-000869,-0.5983938900720001
ACH-000872,-0.381802187006
ACH-000873,-0.363046112785
ACH-000876,-0.317354201389
ACH-000878,-0.320364462339
ACH-000880,-0.0791524283182
ACH-000881,-0.381144938221
ACH-000882,-0.271000127747
ACH-000884,-0.361132417126
ACH-000885,-0.428385227812
ACH-000887,-0.39950671403399995
ACH-000888,-0.21322972658300002
ACH-000889,-0.204640839473
ACH-000890,-0.237801554288
ACH-000896,-0.42305410875
ACH-000898,-0.201516926472
ACH-000900,-0.399617306787
ACH-000901,-0.43314543409999995
ACH-000905,-0.315879400119
ACH-000906,-0.312852547605
ACH-000907,-0.22125453339099999
ACH-000910,-0.358124217369
ACH-000911,-0.349793164459
ACH-000912,-0.25698501
ACH-000913,-0.360968454128
ACH-000915,-0.22463928023000002
ACH-000916,-0.186950750485
ACH-000917,-0.289925812036
ACH-000921,-0.144981191894
ACH-000924,-0.318846808231
ACH-000926,-0.510783549997
ACH-000928,-0.510233350946
ACH-000929,-0.33594004375200004
ACH-000932,-0.294805038298
ACH-000935,-0.22559556250399998
ACH-000936,-0.402472196338
ACH-000937,-0.54890019962
ACH-000938,-0.33911596180299997
ACH-000939,-0.304032087744
ACH-000941,-0.338610285621
ACH-000943,-0.26311868031
ACH-000946,-0.350668749151
ACH-000947,-0.319739123472
ACH-000948,-0.0711651500694
ACH-000950,-0.364938377651
ACH-000953,-0.47131050646000006
ACH-000957,-0.065093371095
ACH-000958,-0.282970398477
ACH-000960,-0.286229990803
ACH-000963,-0.49524071118199997
ACH-000968,-0.261532348744
ACH-000969,-0.10185614153200001
ACH-000973,-0.128504749029
ACH-000974,-0.325737265291
ACH-000975,-0.327297667848
ACH-000976,-0.379817602347
ACH-000978,-0.5878350411150001
ACH-000980,-0.3072296659
ACH-000984,-0.316228303679
ACH-000986,-0.180302524666
ACH-000988,-0.410006788917
ACH-000993,-0.29279478865200004
ACH-000994,-0.295000787731
ACH-000996,-0.147048426638
ACH-001001,-0.378190056985
ACH-001020,-0.283429152865
ACH-001028,-0.308923233349
ACH-001031,-0.282594260048
ACH-001038,-0.35589451490900004
ACH-001048,-0.260393091429
ACH-001050,-0.32858849837
ACH-001053,-0.4945983616
ACH-001054,-0.338598433695
ACH-001061,-0.150758570944
ACH-001067,-0.42038059733499994
ACH-001075,-0.339549755803
ACH-001096,-0.0658589631707
ACH-001128,-0.5483686561159999
ACH-001134,-0.148106441698
ACH-001151,-0.359367107815
ACH-001163,-0.255316126725
ACH-001164,-0.250400522775
ACH-001173,-0.458706786219
ACH-001183,-0.35016988881300004
ACH-001184,-0.33919683437200004
ACH-001190,-0.408621861365
ACH-001192,-0.284140536639
ACH-001193,-0.464908568482
ACH-001196,-0.167472662513
ACH-001197,-0.33652435408299997
ACH-001205,-0.37356716733
ACH-001211,-0.397478139774
ACH-001212,-0.25022293220499997
ACH-001228,-0.333929677285
ACH-001232,-0.359261825065
ACH-001239,-0.390438030554
ACH-001274,-0.32925140839
ACH-001275,-0.269745019222
ACH-001277,-0.517662393218
ACH-001278,-0.20465243014000004
ACH-001280,-0.158144803378
ACH-001283,-0.355161014561
ACH-001289,-0.19526411258499998
ACH-001295,-0.294553252558
ACH-001300,-0.19306091044
ACH-001301,-0.45006875699500004
ACH-001302,-0.350675231399
ACH-001303,-0.608917349516
ACH-001306,-0.619344999239
ACH-001318,-0.44537971746000005
ACH-001322,-0.35302568280599994
ACH-001328,-0.401258281326
ACH-001332,-0.0733885439957
ACH-001333,-0.40730437464100006
ACH-001336,-0.393831674213
ACH-001340,-0.321788161191
ACH-001346,-0.538926499575
ACH-001353,-0.27136539075
ACH-001354,-0.0171479021499
ACH-001367,-0.41127167053400004
ACH-001368,-0.274439914475
ACH-001374,-0.026071045049
ACH-001375,-0.16248037243799998
ACH-001377,-0.3322077103
ACH-001380,-0.41742902426600004
ACH-001391,-0.27911864897300004
ACH-001407,-0.341654909844
ACH-001408,-0.0673466025823
ACH-001413,-0.33933487996100004
ACH-001430,-0.406702427149
ACH-001431,-0.535617383715
ACH-001450,-0.52095999315
ACH-001496,-0.302783077454
ACH-001500,-0.37174253379699995
ACH-001521,-0.32814598893
ACH-001523,-0.504432569257
ACH-001532,-0.386823512181
ACH-001536,-0.26878535646699997
ACH-001550,-0.333027373319
ACH-001552,-0.464052912349
ACH-001554,-0.16926849315499998
ACH-001645,-0.412795282032
ACH-001654,-0.352324458263
ACH-001715,-0.43281544275600004
ACH-001735,-0.292414071383
ACH-001736,-0.28248121907699997
ACH-001737,-0.563611610648
ACH-001740,-0.464465806089
ACH-001745,-0.366265917213
ACH-001750,-0.484864082852
ACH-001765,-0.334898121625
ACH-001956,-0.20147341361499999
ACH-001957,-0.382238170829
