,TAF1A (9015)
ACH-000169,-0.442733189092
ACH-000178,-0.442328925322
ACH-000182,-0.38969256825000004
ACH-000183,-0.373783784127
ACH-000188,-0.540179001637
ACH-000189,-0.685500943933
ACH-000190,-0.358643125206
ACH-000198,-0.528747743565
ACH-000204,-0.67826094494
ACH-000206,-0.575787013979
ACH-000207,-0.316162623804
ACH-000211,-0.396157191989
ACH-000215,-0.630127309709
ACH-000221,-0.477723632796
ACH-000222,-0.595608623371
ACH-000223,-0.44489325928400003
ACH-000226,-0.737995953874
ACH-000227,-0.27928901863899996
ACH-000228,-0.713818356663
ACH-000231,-0.611108317954
ACH-000232,-0.591144131241
ACH-000233,-0.132073087611
ACH-000234,-0.687825583353
ACH-000235,-0.38767115388499995
ACH-000237,-0.575967773885
ACH-000238,-0.413027274024
ACH-000243,-0.407868322812
ACH-000244,-0.7260398673270001
ACH-000246,-0.322324668364
ACH-000248,-0.0743247443085
ACH-000250,-0.535175736159
ACH-000251,-0.987989081076
ACH-000253,-0.593750580504
ACH-000255,-0.7569295750730001
ACH-000256,-0.514381102707
ACH-000257,-0.17206318827599998
ACH-000258,-0.62574847777
ACH-000259,-0.163049009766
ACH-000260,-0.33486708818300004
ACH-000261,-0.49563722195200005
ACH-000262,-0.425585184605
ACH-000263,-0.5192616286999999
ACH-000264,-0.43475172608199997
ACH-000265,-0.543153722641
ACH-000266,-0.575513395416
ACH-000272,-0.470975745941
ACH-000273,-0.570619376126
ACH-000274,-0.655463141757
ACH-000277,-0.46240335363300006
ACH-000278,-0.48933827124799995
ACH-000279,-0.49320084592200003
ACH-000280,-0.35334225681299997
ACH-000281,-0.632363058693
ACH-000288,-0.815572355119
ACH-000291,-0.7450793834
ACH-000293,-0.317524335181
ACH-000294,-0.116615673491
ACH-000295,-0.887398269979
ACH-000296,-0.325115437255
ACH-000302,-0.209040208081
ACH-000304,0.0648652559416
ACH-000307,-0.370470146204
ACH-000308,-0.49070367060000003
ACH-000310,-0.48927924066399997
ACH-000311,-0.349720629231
ACH-000312,-0.34473181322999996
ACH-000315,-0.7464989647820001
ACH-000316,-0.740660839142
ACH-000317,-0.583790517991
ACH-000318,-0.534136017182
ACH-000319,-0.416444263822
ACH-000320,-0.35155132295900005
ACH-000322,-0.43340978861699997
ACH-000323,-0.6551068239060001
ACH-000324,-0.36951948139799995
ACH-000329,-0.485654403604
ACH-000330,-0.29065613846099997
ACH-000331,-0.611917380327
ACH-000332,-0.606036303315
ACH-000334,-0.125530995538
ACH-000335,-0.5127707103729999
ACH-000336,-0.489379060047
ACH-000337,-0.784644937368
ACH-000339,-0.5083970015079999
ACH-000341,-0.5284246157329999
ACH-000348,-0.453432009838
ACH-000350,-0.406455081617
ACH-000352,-0.471360739773
ACH-000356,-0.861716145485
ACH-000361,-0.894437840017
ACH-000362,-0.408287654333
ACH-000363,-0.8754271666240001
ACH-000364,-0.4643167348100001
ACH-000365,-0.385636646127
ACH-000366,-0.458774303948
ACH-000368,-0.60880533702
ACH-000374,0.0576475139666
ACH-000375,-0.39022087995399996
ACH-000376,-0.740556747157
ACH-000381,-0.324448965859
ACH-000383,-0.453904883921
ACH-000387,-0.670138307198
ACH-000389,-0.667249471412
ACH-000390,-0.454246006879
ACH-000393,-0.6545507028800001
ACH-000395,-0.478115558292
ACH-000397,-0.501555797156
ACH-000401,-0.24302394270199998
ACH-000402,-0.310039122296
ACH-000403,-0.27372525265500003
ACH-000404,-0.22154572177499998
ACH-000406,-0.410133539492
ACH-000407,-0.614397675242
ACH-000408,-0.527239555285
ACH-000410,-0.6010131990959999
ACH-000411,-0.44742607867
ACH-000414,-0.23004641364
ACH-000415,-0.318069073442
ACH-000416,-0.7608606729199999
ACH-000420,-0.513397396211
ACH-000421,-0.291545558498
ACH-000424,-0.459401433288
ACH-000425,-0.36502206858400005
ACH-000426,-0.21015944276700002
ACH-000427,-0.50774798904
ACH-000433,-0.292222827729
ACH-000436,-0.324131038425
ACH-000444,-0.569141475291
ACH-000445,-0.668488770822
ACH-000448,-0.433285298223
ACH-000450,-0.47274096671599997
ACH-000452,-0.493213042461
ACH-000454,-0.270166315032
ACH-000458,-0.597441794948
ACH-000459,-0.225208483587
ACH-000460,-0.24504660008600002
ACH-000461,-0.485230627312
ACH-000463,-0.294103657667
ACH-000464,-0.733268057286
ACH-000466,-0.41206674206999994
ACH-000467,-0.417282758366
ACH-000468,-0.7929286104000001
ACH-000469,-0.578165244498
ACH-000470,-0.5572842709070001
ACH-000471,-0.44932531689599997
ACH-000472,-0.359501147
ACH-000473,-0.455448371069
ACH-000475,-0.303584795725
ACH-000476,-0.258737356217
ACH-000477,-0.659679322611
ACH-000480,-0.288307625795
ACH-000481,-0.349021256033
ACH-000483,-0.184498162508
ACH-000484,-0.493588966078
ACH-000485,-0.380456442878
ACH-000486,-0.7245494727230001
ACH-000487,-0.23939784104200001
ACH-000488,-0.44262287542400003
ACH-000490,-0.678169144844
ACH-000491,-0.6851974136750001
ACH-000495,-0.489483828433
ACH-000496,-0.217507260759
ACH-000499,-0.283261445513
ACH-000500,-0.038329830799800006
ACH-000502,-0.441272556328
ACH-000503,-0.159955491801
ACH-000505,-0.5851567825339999
ACH-000507,-0.715051585376
ACH-000510,-0.598952916508
ACH-000511,-0.608893563328
ACH-000512,-0.726780073336
ACH-000516,-0.7034351563950001
ACH-000517,-0.443361911052
ACH-000518,-0.44941400575199997
ACH-000520,-0.44930441530500004
ACH-000521,-0.192479899671
ACH-000522,-0.6770528860089999
ACH-000524,-0.292454243707
ACH-000527,-0.315074379117
ACH-000528,-0.387579994195
ACH-000537,-0.36506166409999996
ACH-000541,-0.361668692157
ACH-000542,-0.8408323560850001
ACH-000544,-0.28605513911200003
ACH-000545,-0.527784898607
ACH-000547,-0.622559107626
ACH-000548,-0.530626427851
ACH-000549,-0.428940036734
ACH-000550,-0.703115455344
ACH-000552,-0.534566086612
ACH-000556,-0.48657405157300004
ACH-000557,-0.455100376608
ACH-000570,-0.40850042608599996
ACH-000571,-0.395524306571
ACH-000573,-0.266060074387
ACH-000576,-0.333021187113
ACH-000580,-0.604527073139
ACH-000584,-0.5119538887749999
ACH-000585,-0.5900661168379999
ACH-000588,-0.407605407882
ACH-000589,-0.575757767887
ACH-000591,-0.644479612348
ACH-000593,-0.420515880726
ACH-000600,-0.45861315468099995
ACH-000601,-0.41788732137199996
ACH-000604,-0.883614151169
ACH-000605,-0.617156897186
ACH-000606,-0.761995941462
ACH-000608,-0.04433161337719999
ACH-000614,-0.39130051154299994
ACH-000616,-0.7614148871299999
ACH-000618,-0.6042078665389999
ACH-000619,-0.51446726196
ACH-000620,-0.18837193393100002
ACH-000621,-0.286620410511
ACH-000622,-0.603997110597
ACH-000623,-0.411544485016
ACH-000624,-0.531621279746
ACH-000627,-0.584470267063
ACH-000630,-0.394463596382
ACH-000632,-0.54451684783
ACH-000633,0.09265879215539999
ACH-000637,-0.513604268171
ACH-000638,-0.52458744361
ACH-000646,-0.585442589026
ACH-000647,-0.40518228044
ACH-000648,-0.23704629940900002
ACH-000649,-0.48849422755599997
ACH-000651,-0.691779174877
ACH-000652,-0.600985435729
ACH-000653,-0.566730853856
ACH-000657,-0.406212263289
ACH-000658,-0.42577340779399997
ACH-000661,-0.210023837995
ACH-000662,-0.46718597112599997
ACH-000663,-0.40174543848399996
ACH-000665,-0.651667469406
ACH-000671,-0.282292501533
ACH-000673,-0.534660924575
ACH-000676,-0.614688203202
ACH-000677,-0.40265753114200004
ACH-000681,-0.409792498929
ACH-000682,-0.503657716278
ACH-000683,-0.357042509844
ACH-000684,-0.36775175582900005
ACH-000688,-0.48806784246699997
ACH-000693,-0.543080809398
ACH-000694,-0.414221528737
ACH-000695,-0.3721100826
ACH-000696,-0.7316703516099999
ACH-000697,-0.31958078724399996
ACH-000699,-0.462392255669
ACH-000701,-0.22018076417399998
ACH-000706,-0.37660192955300004
ACH-000711,-0.437242177558
ACH-000713,-0.283991731247
ACH-000714,-0.820301590834
ACH-000718,-0.452611691626
ACH-000720,-0.458934627004
ACH-000721,-0.386810212274
ACH-000724,-0.293931772712
ACH-000725,-0.74175247771
ACH-000732,-0.5899143086649999
ACH-000734,-0.384792664309
ACH-000735,-0.550728068319
ACH-000736,-0.304731526262
ACH-000738,-0.554802554146
ACH-000746,-0.44057436296499997
ACH-000747,-0.543540676013
ACH-000748,-0.6844173002439999
ACH-000753,-0.5618281703410001
ACH-000756,-0.49579717723899996
ACH-000757,-0.61934940056
ACH-000758,-0.663976196138
ACH-000760,-0.766000869558
ACH-000763,-0.488083884143
ACH-000764,-0.599547527216
ACH-000765,-0.644027465675
ACH-000766,-0.5746526506930001
ACH-000767,-0.701355884541
ACH-000768,-0.507742566879
ACH-000769,-0.447685374145
ACH-000770,-0.628898796617
ACH-000771,-0.403325056491
ACH-000773,-0.6190027707060001
ACH-000776,-0.22788733458000002
ACH-000777,-0.200247325009
ACH-000778,-0.530018622529
ACH-000781,-0.22799470595
ACH-000782,-0.592698353641
ACH-000783,-0.550174275531
ACH-000784,-0.448490038536
ACH-000785,-0.545326145155
ACH-000787,-0.44798479986100004
ACH-000788,-0.312287998339
ACH-000791,-0.5691610491920001
ACH-000792,-0.504954062708
ACH-000794,-0.333125919349
ACH-000796,-0.611895151371
ACH-000799,-0.424455121818
ACH-000800,-0.574075896003
ACH-000802,-0.5429318918230001
ACH-000804,-0.402267037613
ACH-000805,-0.35315166096999995
ACH-000809,-0.49981420921999997
ACH-000810,0.182714399386
ACH-000811,-0.5348058430170001
ACH-000817,-0.420904370934
ACH-000819,-0.724517829786
ACH-000820,-0.6999444271259999
ACH-000821,-0.43026555908999997
ACH-000822,-0.116750716711
ACH-000823,-0.461055886959
ACH-000824,-0.49066454349699995
ACH-000827,-0.302230950682
ACH-000829,-0.5517469030009999
ACH-000831,-0.29603676464
ACH-000832,-0.774950254067
ACH-000833,-0.279940837371
ACH-000834,-0.324483733579
ACH-000835,-0.44364821147399996
ACH-000836,-0.207102425014
ACH-000837,-0.417011451893
ACH-000838,-0.268487229798
ACH-000839,-0.5523239057
ACH-000840,-0.5237505999459999
ACH-000841,-0.700275770361
ACH-000843,-0.586590828331
ACH-000846,-0.707070942893
ACH-000847,-0.634228136383
ACH-000848,-0.411262343653
ACH-000849,-0.467276153742
ACH-000851,-0.7110373829269999
ACH-000855,-0.290388999559
ACH-000856,-0.34870578948200004
ACH-000858,-0.503641687793
ACH-000859,-0.701669168698
ACH-000861,-0.60057571198
ACH-000862,-0.47118499925499996
ACH-000865,-0.455382337569
ACH-000866,-0.68847267924
ACH-000867,-0.313520958971
ACH-000869,-0.304864097146
ACH-000872,-0.313045559212
ACH-000873,-0.508175661812
ACH-000876,-0.430183044771
ACH-000878,-0.546249258434
ACH-000880,-0.38953547335100003
ACH-000881,-0.46053793303199997
ACH-000882,-0.44321092441699994
ACH-000884,-0.634945110762
ACH-000885,-0.43927727097099994
ACH-000887,-0.39691690052100004
ACH-000888,-0.49564723190800003
ACH-000889,-0.238022474314
ACH-000890,-0.644770653961
ACH-000896,-0.290650289503
ACH-000898,-0.353293132973
ACH-000900,-0.449380064493
ACH-000901,-0.567113633363
ACH-000905,-0.47180612658999993
ACH-000906,-0.593107888977
ACH-000907,-0.647308320015
ACH-000910,-0.444387420298
ACH-000911,-0.473541478715
ACH-000912,-0.424808465282
ACH-000913,-0.47885160847900005
ACH-000915,-0.34411039185500003
ACH-000916,-0.519547650834
ACH-000917,-0.507697649163
ACH-000921,-0.410412267791
ACH-000924,-0.41818076545599997
ACH-000926,-0.39495189795
ACH-000928,-0.7945232944130001
ACH-000929,-0.32663610281100003
ACH-000932,-0.553684166013
ACH-000935,-0.287243516564
ACH-000936,-0.435750845814
ACH-000937,-0.552929177353
ACH-000938,-0.568524210074
ACH-000939,-0.122770039719
ACH-000941,-0.373004979851
ACH-000943,-0.45200842846
ACH-000946,-0.452321903355
ACH-000947,-0.442335330343
ACH-000948,-0.40430407505000004
ACH-000950,-0.40283881496299995
ACH-000953,-0.574026461841
ACH-000957,-0.410423828371
ACH-000958,-0.43900347273999996
ACH-000960,-0.600276422626
ACH-000963,-0.642640899464
ACH-000968,-0.42761089000299995
ACH-000969,-0.39634732706299997
ACH-000973,-0.567666794595
ACH-000974,-0.6101105904590001
ACH-000975,-0.404924493076
ACH-000976,-0.755508387774
ACH-000978,-0.79804108749
ACH-000980,-0.43021682995800004
ACH-000984,-0.33476351141
ACH-000986,-0.56904460762
ACH-000988,-0.5513595332060001
ACH-000993,-0.321118939346
ACH-000994,-0.12424125039799999
ACH-000996,-0.48463902599500003
ACH-001001,-0.583277912256
ACH-001020,-0.263576316905
ACH-001028,-0.554544254614
ACH-001031,-0.0632361270455
ACH-001038,-0.33700647802699996
ACH-001048,-0.52442656527
ACH-001050,-0.5177273573300001
ACH-001053,-0.71515044324
ACH-001054,-0.483166611534
ACH-001061,-0.53888318503
ACH-001067,-0.464064184388
ACH-001075,-0.529692495938
ACH-001096,-0.493291539899
ACH-001128,0.278622787135
ACH-001134,-0.7741966732209999
ACH-001151,-0.614527235134
ACH-001163,-0.637248813951
ACH-001164,-0.487369444959
ACH-001173,-0.483682798492
ACH-001183,-0.435211544908
ACH-001184,-0.33222556258
ACH-001190,-0.33622541868699996
ACH-001192,-0.48541114344400005
ACH-001193,-0.662726786979
ACH-001196,-0.642853532317
ACH-001197,-0.231719167734
ACH-001205,-0.666222599534
ACH-001211,-0.279080479079
ACH-001212,-0.7127359877689999
ACH-001228,-0.609524400562
ACH-001232,-0.7259673681209999
ACH-001239,-0.372360901179
ACH-001274,-0.453164104573
ACH-001275,-0.514976756544
ACH-001277,-0.455536699356
ACH-001278,-0.452919785889
ACH-001280,-0.327934640816
ACH-001283,-0.553431043622
ACH-001289,-0.537269772755
ACH-001295,-0.43539608515600003
ACH-001300,-0.681167973409
ACH-001301,-0.593152863492
ACH-001302,-0.300809533894
ACH-001303,-0.131739769526
ACH-001306,-0.7235630340970001
ACH-001318,-0.508889420601
ACH-001322,-0.578276129598
ACH-001328,-0.46539748196599995
ACH-001332,-0.849252341973
ACH-001333,-0.37092932522
ACH-001336,-0.560138754462
ACH-001340,-0.468779553918
ACH-001346,-0.447550724037
ACH-001353,-0.528428954633
ACH-001354,-0.594132744294
ACH-001367,-0.607606000351
ACH-001368,-0.48893653257299996
ACH-001374,-0.14206169416099998
ACH-001375,-0.588783968891
ACH-001377,-0.334413806662
ACH-001380,-0.536884137043
ACH-001391,-0.17305317797000003
ACH-001407,-0.431620238809
ACH-001408,-0.642447750539
ACH-001413,-0.6615127154129999
ACH-001430,-0.642383158626
ACH-001431,-0.577202150195
ACH-001450,-0.495295831941
ACH-001496,-0.12135830601500001
ACH-001500,-0.334931309204
ACH-001521,0.154780336405
ACH-001523,-0.36432067960500003
ACH-001532,-0.5763163131050001
ACH-001536,-0.742117512043
ACH-001550,-0.186883012019
ACH-001552,-0.420756376694
ACH-001554,-0.275587511643
ACH-001645,-0.587826013202
ACH-001654,-0.46665401584
ACH-001715,-0.519113592289
ACH-001735,-0.440017946867
ACH-001736,-0.646287726136
ACH-001737,-0.728753625631
ACH-001740,-0.19062855675999998
ACH-001745,-0.358042452703
ACH-001750,-0.501869279778
ACH-001765,-0.289189919789
ACH-001956,-0.41918551559600004
ACH-001957,-0.356741510405
