,TBC1D3F (84218)
ACH-000243,-0.232936401427
ACH-000244,-0.508643333744
ACH-000246,-0.466751438495
ACH-000248,-0.274194609867
ACH-000250,-0.39917214450099997
ACH-000251,-0.611924911351
ACH-000253,-0.50494144099
ACH-000255,-0.447846707262
ACH-000256,-0.115096332032
ACH-000257,-0.06994748602360001
ACH-000258,-0.871837743408
ACH-000259,-0.022718084440200004
ACH-000260,-0.155253288712
ACH-000261,-0.208632291213
ACH-000262,-0.508864279499
ACH-000263,-0.222839782929
ACH-000264,-0.322272113011
ACH-000265,-0.053393003287300005
ACH-000266,-0.249806147888
ACH-000272,-0.544579047743
ACH-000273,-0.460191742363
ACH-000274,-0.3883744258
ACH-000277,-0.24466000434000001
ACH-000278,-0.386096484966
ACH-000279,-0.255857281981
ACH-000280,0.0348032091054
ACH-000281,-0.43440718601499995
ACH-000288,-0.436049101057
ACH-000291,-0.42999641610699996
ACH-000293,-0.08602204611369998
ACH-000294,-0.518322637728
ACH-000295,-0.0625163916898
ACH-000296,-0.395164037276
ACH-000302,-0.26598446503
ACH-000304,-0.5942147385540001
ACH-000307,-0.354912399369
ACH-000308,-0.160422052224
ACH-000310,-0.0993166194912
ACH-000311,-0.195043369955
ACH-000312,-0.112579186254
ACH-000315,0.0715982171283
ACH-000316,-0.508956876806
ACH-000317,-0.165562742777
ACH-000318,-0.15747507523600002
ACH-000319,0.00583137800777
ACH-000320,-0.424983504707
ACH-000322,-0.347696911623
ACH-000323,-0.410135405101
ACH-000324,-0.013119635190299999
ACH-000329,-0.19757221729600002
ACH-000330,-0.34005940817900004
ACH-000331,-0.434227534498
ACH-000332,-0.43860743400300006
ACH-000334,0.0263311867506
ACH-000335,-0.324984956474
ACH-000336,-0.349794669272
ACH-000337,-0.7366600178380001
ACH-000339,-0.28899808943599997
ACH-000341,-0.460441002009
ACH-000348,-0.16779100329799998
ACH-000350,-0.415630944611
ACH-000352,-0.0677148377833
ACH-000356,-0.313458595617
ACH-000361,-0.4372734192
ACH-000362,-0.124075760934
ACH-000363,-0.0756820719002
ACH-000364,-0.421046104818
ACH-000365,-0.167075989294
ACH-000366,-0.0371316876909
ACH-000368,-0.0692135071575
ACH-000374,-0.28821171727899997
ACH-000375,-0.178010411364
ACH-000376,-0.336035245285
ACH-000381,-0.469675617704
ACH-000383,-0.9919327057520001
ACH-000387,-0.300641756526
ACH-000389,-0.252614260553
ACH-000390,-0.41538333729599997
ACH-000393,-0.22887757496999997
ACH-000395,-0.427508258021
ACH-000397,-0.493242257809
ACH-000401,-0.276783112834
ACH-000402,-0.0646221942744
ACH-000403,-0.331082388884
ACH-000404,-0.188837685963
ACH-000406,-0.23105532560699998
ACH-000407,-0.116448947665
ACH-000408,-0.178192937199
ACH-000410,-0.268926376963
ACH-000411,-0.45585583111999994
ACH-000414,-0.543719078795
ACH-000415,-0.390295080309
ACH-000416,-0.55143531232
ACH-000420,-0.31304686227
ACH-000421,-0.34984145108900006
ACH-000424,-0.0844054565319
ACH-000425,-0.484310979759
ACH-000426,-0.187801074012
ACH-000427,-0.44315390367299995
ACH-000433,-0.488401377998
ACH-000436,-0.21081900635
ACH-000444,-0.081596345044
ACH-000445,-0.219138791011
ACH-000448,0.030902141194
ACH-000450,-0.385729509207
ACH-000452,-0.148042806262
ACH-000454,-0.0706650947243
ACH-000458,-0.41160381506
ACH-000459,-0.160742916145
ACH-000460,-0.09140142937239999
ACH-000461,-0.242020502947
ACH-000463,-0.248066101968
ACH-000464,-0.273314285927
ACH-000466,-0.161554312393
ACH-000467,-0.265505239721
ACH-000468,-0.404883197838
ACH-000469,-0.0342096325953
ACH-000470,0.035174614968
ACH-000471,-0.0698945941622
ACH-000472,-0.064991396363
ACH-000473,-0.0947562843016
ACH-000475,-0.478775132314
ACH-000476,-0.41295202482500004
ACH-000477,0.08679323984099999
ACH-000480,-0.0129536695154
ACH-000481,-0.149202439688
ACH-000483,-0.06716338051160001
ACH-000484,-0.0662415015789
ACH-000485,-0.00550688007924
ACH-000486,-0.338336188559
ACH-000487,-0.0413636525628
ACH-000488,-0.0964471829593
ACH-000490,-0.219770735772
ACH-000491,-0.48775435166299996
ACH-000495,-0.355633572327
ACH-000496,-0.22904061985
ACH-000499,-0.0398834607516
ACH-000500,-0.19630537526
ACH-000502,-0.259362685534
ACH-000503,-0.503227519361
ACH-000505,-0.33304793082199996
ACH-000507,-0.329340824114
ACH-000510,-0.17816027170600002
ACH-000511,-0.152389299692
ACH-000512,-0.0190227171252
ACH-000516,-0.437564905102
ACH-000517,-0.280972132972
ACH-000518,-0.157137494634
ACH-000520,-0.140009194853
ACH-000521,-0.378514252275
ACH-000522,-0.347068823076
ACH-000524,-0.0629208081238
ACH-000527,-0.246761179026
ACH-000528,-0.101655830152
ACH-000537,-0.009292684703920001
ACH-000541,-0.00431191396976
ACH-000542,-0.419980092353
ACH-000544,-0.22653727592700001
ACH-000545,-0.346454088564
ACH-000547,-0.168693577961
ACH-000548,-0.33562694228
ACH-000549,-0.310108222493
ACH-000550,-0.184124760351
ACH-000552,-0.19373066815
ACH-000556,-0.06693141359209999
ACH-000557,-0.09503336323660001
ACH-000570,-0.211175116281
ACH-000571,-0.329761242206
ACH-000573,-0.45655020947499997
ACH-000576,-0.312351082687
ACH-000580,-0.443266896882
ACH-000584,-0.12975322714
ACH-000585,-0.238093530707
ACH-000588,-0.255036620328
ACH-000589,-0.34571666619499997
ACH-000591,-0.424457442951
ACH-000593,-0.35004230629199995
ACH-000600,-0.7580234529350001
ACH-000601,-0.256564473663
ACH-000604,-0.25850769335900003
ACH-000605,-0.124657777534
ACH-000606,-0.290650988766
ACH-000608,-0.367310265955
ACH-000614,-0.054284256929400004
ACH-000616,-0.043417865859599995
ACH-000618,-0.236314983675
ACH-000619,-0.482782911703
ACH-000620,-0.292910705326
ACH-000621,-0.20351308380199998
ACH-000622,-0.226894365082
ACH-000623,-0.180653915234
ACH-000624,-0.443863226787
ACH-000627,-0.347796204238
ACH-000630,-0.24046403176800002
ACH-000632,-0.551371447857
ACH-000633,-0.24774548284200001
ACH-000637,-0.21671127092700002
ACH-000638,-0.457709455073
ACH-000646,-0.276749810508
ACH-000647,-0.19871041761
ACH-000648,-0.409671074305
ACH-000649,-0.480109143204
ACH-000651,0.0312246418285
ACH-000652,-0.255424453486
ACH-000653,-0.21718431433600002
ACH-000657,-0.407345077162
ACH-000658,-0.529965693892
ACH-000661,-0.5022309520889999
ACH-000662,-0.0413500579113
ACH-000663,-0.281334169437
ACH-000665,-0.176475022328
ACH-000671,-0.157386262194
ACH-000673,-0.0744735958194
ACH-000676,-0.47382543838299995
ACH-000677,-0.38012880052000003
ACH-000681,-0.43886333423
ACH-000682,-0.24409717575999998
ACH-000683,0.029011907314299996
ACH-000684,-0.110616459887
ACH-000688,-0.456817706413
ACH-000693,-0.368204436
ACH-000694,0.018805599141500002
ACH-000695,-0.0164182406233
ACH-000696,-0.320670217935
ACH-000697,-0.145722552301
ACH-000699,-0.262857801577
ACH-000701,-0.117211807394
ACH-000706,-0.317836923063
ACH-000711,-0.451604536775
ACH-000713,0.038753491873699995
ACH-000714,-0.28474497156399997
ACH-000718,-0.16353392173800002
ACH-000720,-0.32921085053300003
ACH-000721,-0.40101845800700003
ACH-000724,-0.283522261343
ACH-000725,-0.887176496265
ACH-000732,-0.387227955525
ACH-000734,-0.152571249267
ACH-000735,-0.0908520350739
ACH-000736,-0.163595046629
ACH-000738,-0.118044381041
ACH-000746,-0.292985867993
ACH-000747,-0.36108066421499996
ACH-000748,-0.245967567568
ACH-000753,-0.19285519858800002
ACH-000756,-0.42329307954000006
ACH-000757,-0.233722560767
ACH-000758,-0.393309235755
ACH-000760,-0.13543674632000002
ACH-000763,-0.7779696641949999
ACH-000764,-0.478994097196
ACH-000765,-0.19412192723700003
ACH-000766,-0.10898974035
ACH-000767,-0.14212670397399998
ACH-000768,-0.315628530783
ACH-000769,-0.163083080463
ACH-000770,-0.285600534518
ACH-000771,-0.247347030522
ACH-000773,-0.20268128849599998
ACH-000776,-0.0731355767343
ACH-000777,-0.177380513467
ACH-000778,-0.275022249107
ACH-000781,-0.0357772774871
ACH-000782,-0.446272674713
ACH-000783,-0.231078868576
ACH-000784,-0.146942500195
ACH-000785,-0.547523854519
ACH-000787,-0.330658451671
ACH-000788,-0.259065563575
ACH-000791,-0.277865973667
ACH-000792,-0.302863947205
ACH-000794,-0.24457140660799997
ACH-000796,0.030806418542599998
ACH-000799,-0.377810418449
ACH-000800,-0.00901880883535
ACH-000802,-0.402310406855
ACH-000804,-0.49284986611299997
ACH-000805,-0.31406632147700003
ACH-000809,-0.7476873842589999
ACH-000810,-0.496721824527
ACH-000811,-0.262543445834
ACH-000817,-0.294021172795
ACH-000819,-0.338883825082
ACH-000820,-0.530967217663
ACH-000821,-0.324050489271
ACH-000822,-0.43811231125100003
ACH-000823,-0.231956077348
ACH-000824,-0.276771137094
ACH-000827,-0.30521764658399997
ACH-000829,-0.216570081534
ACH-000831,0.0540851821186
ACH-000832,-0.339999502469
ACH-000833,-0.44253499344700004
ACH-000834,-0.371814851476
ACH-000835,-0.14204155526599999
ACH-000836,-0.311534453659
ACH-000837,-0.23730821833299998
ACH-000838,-0.20850843141800002
ACH-000839,-0.391346027976
ACH-000840,-0.36863293011799997
ACH-000841,-0.333111977967
ACH-000843,-0.263295221908
ACH-000846,-0.055431796671000004
ACH-000847,-0.24999621457199997
ACH-000848,-0.282259337715
ACH-000849,-0.341562049625
ACH-000851,-0.564837029826
ACH-000855,0.05394677659080001
ACH-000856,-0.5085120120300001
ACH-000858,-0.159044859131
ACH-000859,-0.163822121601
ACH-000861,-0.35405755283699997
ACH-000862,-0.23525876237799997
ACH-000865,-0.041384987769
ACH-000866,-0.36892090103
ACH-000867,-0.43640506408299995
ACH-000869,-0.25750193585700004
ACH-000872,-0.476182497132
ACH-000873,-0.0103089460198
ACH-000876,-0.248563055403
ACH-000878,-0.8017676823469999
ACH-000880,-0.508202990682
ACH-000881,-0.24260395021499997
ACH-000882,-0.308256258219
ACH-000884,-0.130908013038
ACH-000885,-0.333633587586
ACH-000887,-0.28884863436
ACH-000888,-0.178561764891
ACH-000889,-0.279614889939
ACH-000890,-0.637895445797
ACH-000896,-0.280871852052
ACH-000898,-0.41655889975
ACH-000900,-0.352613510392
ACH-000901,-0.10958756711300001
ACH-000905,-0.487821232826
ACH-000906,-0.39892890974100004
ACH-000907,-0.393114508099
ACH-000910,-0.427537191608
ACH-000911,-0.272872610804
ACH-000912,-0.42778556513800003
ACH-000913,-0.171282874384
ACH-000915,-0.253434002694
ACH-000916,-0.396967552794
ACH-000917,-0.24692854028499997
ACH-000921,-0.37985714096199996
ACH-000924,-0.340153508697
ACH-000926,-0.328323767737
ACH-000928,-0.325386890601
ACH-000929,-0.528681098897
ACH-000932,-0.237690613095
ACH-000935,-0.356605008017
ACH-000936,-0.24408114798
ACH-000937,-0.23458502377300003
ACH-000938,-0.316744048838
ACH-000939,-0.49723196766000005
ACH-000941,-0.23881957942499998
ACH-000943,-0.340615589567
ACH-000946,-0.23265068288600002
ACH-000947,-0.134991433455
ACH-000948,-0.08444389605789998
ACH-000950,-0.172275088508
ACH-000953,-0.533033164962
ACH-000957,-0.17796033239700002
ACH-000958,-0.0699721794758
ACH-000960,-0.253208382055
ACH-000963,-0.207893581879
ACH-000968,-0.326799604182
ACH-000969,-0.117490562763
ACH-000973,-0.42737788093699997
ACH-000974,-0.14424867222100002
ACH-000975,-0.105368664119
ACH-000976,-0.257351503356
ACH-000978,-0.184349878945
ACH-000980,-0.153658984275
ACH-000984,-0.423821843319
ACH-000986,-0.463571418206
ACH-000988,-0.23048287481899998
ACH-000993,-0.485956898104
ACH-000994,-0.246759768039
ACH-000996,-0.46408493272699997
ACH-001001,-0.241296125836
ACH-001020,0.14126200386
ACH-001028,-0.32373309542100004
ACH-001031,-0.550277612558
ACH-001038,-0.33022840900600003
ACH-001048,-0.44874443099399997
ACH-001050,-0.10268645247099999
ACH-001053,-0.438477388907
ACH-001054,-0.370669153057
ACH-001061,-0.18288339811
ACH-001067,-0.235340778068
ACH-001075,-0.30671433149300004
ACH-001096,-0.207944834961
ACH-001128,-0.35768844424
ACH-001134,-0.24602219161699998
ACH-001151,-0.260165497716
ACH-001163,-0.41662353588600004
ACH-001164,-0.196598043955
ACH-001173,-0.185187494027
ACH-001183,-0.0881304540175
ACH-001184,-0.10834031736500001
ACH-001190,0.0895550946866
ACH-001192,-0.09558892866810001
ACH-001193,-0.32609881137200003
ACH-001196,-0.0884311276823
ACH-001197,-0.25267560409699996
ACH-001205,-0.00645278994604
ACH-001211,-0.6014031876899999
ACH-001212,-0.592562893385
ACH-001228,-0.347394380366
ACH-001232,-0.275116887838
ACH-001239,-0.42671436637599996
ACH-001274,-0.44352102836199997
ACH-001275,-0.0986575849865
ACH-001277,-0.23300573255100002
ACH-001278,-0.278527439911
ACH-001280,-0.223460642075
ACH-001283,-0.519368456377
ACH-001289,-0.119197842527
ACH-001295,-0.510093020252
ACH-001300,-0.40033594692
ACH-001301,-0.0239388663228
ACH-001302,-0.217124591929
ACH-001303,-0.45293745304399996
ACH-001306,-0.057443695863500004
ACH-001318,-0.711475720286
ACH-001322,-0.40283398286
ACH-001328,-0.462679402156
ACH-001332,-0.13907224532
ACH-001333,-0.392420156531
ACH-001336,0.011427941010399999
ACH-001340,-0.41390543820500003
ACH-001346,-0.36979943038199997
ACH-001353,-0.5487327899800001
ACH-001354,-0.388629452574
ACH-001367,-0.159830701169
ACH-001368,-0.347466624409
ACH-001374,-0.906455422665
ACH-001375,-0.314807898177
ACH-001377,-0.337045113468
ACH-001380,-0.412204063156
ACH-001391,-0.268744756805
ACH-001407,-0.37491364654700005
ACH-001408,-0.15008108178500001
ACH-001413,-0.32729967456799997
ACH-001430,0.0480141006176
ACH-001431,-0.270125192621
ACH-001450,-0.38265430120899996
ACH-001496,-0.0671583548537
ACH-001500,-0.392668294058
ACH-001521,-0.145268665248
ACH-001523,-0.276126096067
ACH-001532,-0.45521261956
ACH-001536,-0.453319387463
ACH-001550,0.0801155715454
ACH-001552,-0.168565711058
ACH-001554,-0.188328547526
ACH-001645,-0.390039311201
ACH-001654,-0.30165306823000004
ACH-001715,-0.45247938766
ACH-001735,-0.507029889239
ACH-001736,-0.240217794007
ACH-001737,-0.298229962181
ACH-001740,-0.152043732037
ACH-001745,-0.192365943129
ACH-001750,-0.20178848588599999
ACH-001765,-0.23878402468199997
ACH-001956,-0.27693937682799996
ACH-001957,-0.411239065408
